"","FTSE China A50 (FTXIN9)_history.csv Date","FTSE China A50 (FTXIN9)_history.csv Price","FTSE China A50 (FTXIN9)_history.csv Open","FTSE China A50 (FTXIN9)_history.csv High","FTSE China A50 (FTXIN9)_history.csv Low","FTSE China A50 (FTXIN9)_history.csv Volume"
"1028",2014-08-04,7457.59,7299.86,7459.15,7299.86,
"1029",2014-08-05,7400.5,7457.59,7467.21,7354.13,
"1030",2014-08-06,7326.02,7400.5,7400.5,7258.65,
"1031",2014-08-07,7201.2,7326.02,7342.47,7193.94,
"1032",2014-08-08,7219.52,7201.2,7241.28,7169.89,
"1033",2014-08-10,7219.52,7219.52,7219.52,7219.52,
"1034",2014-08-11,7323.9,7219.52,7336.09,7219.52,
"1035",2014-08-12,7263.16,7323.9,7323.9,7236.02,
"1036",2014-08-13,7271.19,7263.16,7316.49,7213.29,
"1037",2014-08-14,7214.75,7271.19,7293.14,7208.17,
"1038",2014-08-15,7277.57,7214.75,7294.8,7199.05,
"1039",2014-08-18,7282.3,7277.57,7332.7,7254.56,
"1040",2014-08-19,7270.34,7282.3,7297.12,7220.74,
"1041",2014-08-20,7226.77,7270.34,7270.34,7212.56,
"1042",2014-08-21,7172.48,7226.77,7227.26,7116.67,
"1043",2014-08-22,7208.63,7172.48,7217.27,7156.53,
"1044",2014-08-25,7130.76,7208.63,7212.37,7119.11,
"1045",2014-08-26,7115.04,7130.76,7160.17,7095,
"1046",2014-08-27,7115.38,7115.04,7147.66,7106.84,
"1047",2014-08-28,7054.9,7115.38,7137.46,7054.88,
"1048",2014-08-29,7143.8,7054.9,7147.81,7054.9,
"1049",2014-08-31,7143.8,7143.8,7143.8,7143.8,
"1050",2014-09-01,7168.25,7143.8,7174.94,7128.31,
"1051",2014-09-02,7260.99,7168.25,7268.68,7142.44,
"1052",2014-09-03,7338.54,7260.99,7357.51,7260.69,
"1053",2014-09-04,7397.41,7338.54,7405.07,7328.42,
"1054",2014-09-05,7472.15,7397.41,7478.92,7397.41,
"1055",2014-09-09,7416.32,7472.15,7485.11,7403.23,
"1056",2014-09-10,7341.85,7416.32,7416.32,7325.45,
"1057",2014-09-11,7306.42,7341.85,7421.31,7291.94,
"1058",2014-09-12,7331.35,7306.42,7332.65,7266.27,
"1059",2014-09-13,7331.35,7331.35,7331.35,7331.35,
"1060",2014-09-15,7288.97,7331.35,7331.7,7249.08,
"1061",2014-09-16,7202.03,7288.97,7318.12,7192.24,
"1062",2014-09-17,7217.99,7202.03,7238.85,7181.77,
"1063",2014-09-18,7245.93,7217.99,7272.92,7179.73,
"1064",2014-09-19,7285.35,7245.93,7299.34,7222.77,
"1065",2014-09-22,7117.17,7285.35,7285.35,7103.68,
"1066",2014-09-23,7165.15,7117.17,7178.89,7116.66,
"1067",2014-09-24,7289.61,7165.15,7299.4,7123.6,
"1068",2014-09-25,7258.09,7289.61,7339.61,7237.22,
"1069",2014-09-26,7237.56,7258.09,7258.09,7195.97,
"1070",2014-09-27,7237.56,7237.56,7237.56,7237.56,
"1071",2014-09-29,7245.56,7237.56,7277.9,7213.35,
"1072",2014-09-30,7237.98,7245.56,7261.19,7216.58,
"1073",2014-10-08,7308.85,7237.98,7309.19,7216.13,
"1074",2014-10-09,7318.19,7308.85,7342.47,7278.42,
"1075",2014-10-10,7262.11,7318.19,7318.19,7237.7,
"1076",2014-10-13,7181.95,7262.11,7262.11,7128.96,
"1077",2014-10-14,7153.77,7181.95,7216.74,7133.24,
"1078",2014-10-15,7208.58,7153.77,7217.05,7122.12,
"1079",2014-10-16,7196.24,7208.58,7280.38,7149.62,
"1080",2014-10-17,7197.56,7196.24,7230.29,7130.1,
"1081",2014-10-20,7211.7,7197.56,7229.6,7184.69,
"1082",2014-10-21,7162.62,7211.7,7220.04,7155.83,
"1083",2014-10-22,7163.85,7162.62,7219.04,7157.7,
"1084",2014-10-23,7126.7,7163.85,7200.71,7115.54,
"1085",2014-10-24,7098.4,7126.7,7143.04,7087.69,
"1086",2014-10-27,6975.39,7098.4,7098.4,6958.48,
"1087",2014-10-28,7090.28,6975.39,7091.91,6975.39,
"1088",2014-10-29,7194.48,7090.28,7222.44,7090.28,
"1089",2014-10-30,7245.29,7194.48,7265.44,7165.63,
"1090",2014-10-31,7421.12,7245.29,7457.58,7245.29,
"1091",2014-11-03,7392.51,7421.12,7453.62,7369.5,
"1092",2014-11-04,7366.43,7392.51,7393.49,7338.81,
"1093",2014-11-05,7326.77,7366.43,7382.58,7314.2,
"1094",2014-11-06,7319.33,7326.77,7353.52,7274.66,
"1095",2014-11-07,7343.11,7319.33,7454.82,7304.83,
"1096",2014-11-10,7568.53,7343.11,7568.53,7343.11,
"1097",2014-11-11,7667.72,7568.53,7802.44,7568.53,
"1098",2014-11-12,7742.1,7667.72,7745,7591.99,
"1099",2014-11-13,7718.3,7742.1,7826.97,7695.32,
"1100",2014-11-14,7748.69,7718.3,7753.48,7642.58,
"1101",2014-11-16,7748.69,7748.69,7748.69,7748.69,
"1102",2014-11-17,7651.38,7748.69,7887.14,7646.44,
"1103",2014-11-18,7502.13,7651.38,7651.38,7487.95,
"1104",2014-11-19,7460.16,7502.13,7507.81,7445.58,
"1105",2014-11-20,7478.22,7460.16,7507.58,7414.08,
"1106",2014-11-21,7638.09,7478.22,7648.78,7447.76,
"1107",2014-11-24,7820.27,7638.09,7880.91,7632,
"1108",2014-11-25,7902.49,7820.27,7912.99,7781.02,
"1109",2014-11-26,8067.23,7902.49,8069.6,7902.49,
"1110",2014-11-27,8186.3,8067.23,8186.3,8066.91,
"1111",2014-11-28,8480.03,8186.3,8485.23,8137.35,
"1112",2014-12-01,8519.27,8480.03,8743.26,8480.03,
"1113",2014-12-02,8953.21,8519.27,9049.29,8461.14,
"1114",2014-12-03,8993.53,8953.21,9316.53,8833.26,
"1115",2014-12-04,9525.12,8993.53,9527.82,8967.44,
"1116",2014-12-05,9708.23,9525.12,9936.79,9303.55,
"1117",2014-12-08,10135.08,9708.23,10210.77,9528.07,
"1118",2014-12-09,9577.51,10135.08,10517.28,9453.64,
"1119",2014-12-10,9904.24,9577.51,9943.62,9285.88,
"1120",2014-12-11,9666.54,9904.24,9983.47,9636.58,
"1121",2014-12-12,9651.66,9666.54,9894.27,9582.85,
"1122",2014-12-14,9651.66,9651.66,9651.66,9651.66,
"1123",2014-12-15,9681,9651.66,9717.53,9423.02,
"1124",2014-12-16,10076.44,9681,10076.44,9643.2,
"1125",2014-12-17,10477.1,10076.44,10515.39,10076.44,
"1126",2014-12-18,10433.42,10477.1,10633.6,10333.14,
"1127",2014-12-19,10579.28,10433.42,10653.42,10211.69,
"1128",2014-12-22,10794.62,10579.28,11054.58,10548.62,
"1129",2014-12-23,10559.22,10794.62,10977.07,10463.62,
"1130",2014-12-24,10066.21,10559.22,10607.37,9922.83,
"1131",2014-12-25,10477.87,10066.21,10480.14,10046.97,
"1132",2014-12-26,10935.12,10477.87,10964.37,10471.51,
"1133",2014-12-28,10935.12,10935.12,10935.12,10935.12,
"1134",2014-12-29,11036.6,10935.12,11370.78,10832.63,
"1135",2014-12-30,11242.48,11036.6,11342.96,10970.69,
"1136",2014-12-31,11517.68,11242.48,11557.15,11163.88,
"1137",2015-01-04,11517.68,11517.68,11517.68,11517.68,
"1138",2015-01-05,11860.36,11517.68,11988.98,11517.68,
"1139",2015-01-06,11769.39,11860.36,12065.66,11585.25,
"1140",2015-01-07,11760.97,11769.39,11898.42,11591.74,
"1141",2015-01-08,11391.75,11760.97,11847.05,11367.28,
"1142",2015-01-09,11431.36,11391.75,12000.61,11287.34,
"1143",2015-01-12,11308.53,11431.36,11531.33,11100.49,
"1144",2015-01-13,11242.34,11308.53,11401.86,11172.8,
"1145",2015-01-14,11255.96,11242.34,11425.81,11140.48,
"1146",2015-01-15,11696.5,11255.96,11698.77,11165.38,
"1147",2015-01-16,11756.48,11696.5,11906.76,11658.28,
"1148",2015-01-19,10665.01,11756.48,11756.48,10619.74,
"1149",2015-01-20,10656.59,10665.01,10802.52,10433.08,
"1150",2015-01-21,11254.32,10656.59,11304.97,10656.59,
"1151",2015-01-22,11237.48,11254.32,11313.06,11072.86,
"1152",2015-01-23,11334.26,11237.48,11546.34,11237.48,
"1153",2015-01-26,11289.83,11334.26,11334.26,11141.88,
"1154",2015-01-27,11110.88,11289.83,11333.43,10891.75,
"1155",2015-01-28,10955.17,11110.88,11166.39,10900.89,
"1156",2015-01-29,10775.6,10955.17,10955.17,10667.13,
"1157",2015-01-30,10622.76,10775.6,10900.25,10590.66,
"1158",2015-02-02,10289.89,10622.76,10622.76,10276.3,
"1159",2015-02-03,10607.59,10289.89,10638.83,10289.89,
"1160",2015-02-04,10473.16,10607.59,10761.47,10464.49,
"1161",2015-02-05,10369.92,10473.16,10855.06,10366.35,
"1162",2015-02-06,10257.36,10369.92,10433.78,10161.85,
"1163",2015-02-09,10429.87,10257.36,10538.8,10187.91,
"1164",2015-02-10,10593,10429.87,10618.03,10381.42,
"1165",2015-02-11,10629.44,10593,10673.17,10559.99,
"1166",2015-02-12,10639.19,10629.44,10675.53,10497.96,
"1167",2015-02-13,10684.78,10639.19,10841.38,10622.91,
"1168",2015-02-16,10680.78,10684.78,10709.43,10608.06,
"1169",2015-02-17,10768.42,10680.78,10839.89,10680.7,
"1170",2015-02-25,10609.69,10768.42,10781.54,10554.39,
"1171",2015-02-26,10901.77,10609.69,10922.37,10489.37,
"1172",2015-02-27,10875.82,10901.77,10979.61,10841.57,
"1173",2015-03-02,10883.07,10875.82,10972.03,10795.75,
"1174",2015-03-03,10510.57,10883.07,10883.07,10507.22,
"1175",2015-03-04,10504.63,10510.57,10584.61,10433.17,
"1176",2015-03-05,10324.83,10504.63,10504.63,10231,
"1177",2015-03-06,10321.95,10324.83,10419.58,10300.05,
"1178",2015-03-09,10608.2,10321.95,10664.72,10114.15,
"1179",2015-03-10,10434.44,10608.2,10608.2,10417.71,
"1180",2015-03-11,10491.74,10434.44,10647.6,10434.44,
"1181",2015-03-12,10838.27,10491.74,10939.41,10491.74,
"1182",2015-03-13,10876.81,10838.27,11062.02,10801.4,
"1183",2015-03-16,11115.44,10876.81,11117.16,10835.15,
"1184",2015-03-17,11261.53,11115.44,11271.95,11115.39,
"1185",2015-03-18,11527.66,11261.53,11529.6,11259.65,
"1186",2015-03-19,11458.94,11527.66,11543.61,11391.31,
"1187",2015-03-20,11646.16,11458.94,11781.27,11408.61,
"1188",2015-03-23,11838.85,11646.16,11859.63,11645.9,
"1189",2015-03-24,11731.52,11838.85,11875.75,11569.8,
"1190",2015-03-25,11536.61,11731.52,11739.07,11458.99,
"1191",2015-03-26,11672.46,11536.61,11797.1,11398.19,
"1192",2015-03-27,11679.44,11672.46,11793.69,11582.66,
"1193",2015-03-30,12112.35,11679.44,12151.35,11673.6,
"1194",2015-03-31,11980.06,12112.35,12461.82,11936.6,
"1195",2015-04-01,12160.67,11980.06,12209.54,11959.32,
"1196",2015-04-02,12063.92,12160.67,12263.21,11915.96,
"1197",2015-04-03,12184.44,12063.92,12186.05,11975.5,
"1198",2015-04-07,12491.81,12184.44,12494.54,12184.44,
"1199",2015-04-08,12766.88,12491.81,12797.81,12445.09,
"1200",2015-04-09,12666.19,12766.88,13050.94,12593.73,
"1201",2015-04-10,12901.09,12666.19,12929.13,12575.9,
"1202",2015-04-13,13182.21,12901.09,13231.38,12901.09,
"1203",2015-04-14,13220.83,13182.21,13325.41,13064.59,
"1204",2015-04-15,13286.45,13220.83,13588.02,13168.05,
"1205",2015-04-16,13810.55,13286.45,13812.82,13172.57,
"1206",2015-04-17,14074.23,13810.55,14213.9,13810.55,
"1207",2015-04-20,13756.79,14074.23,14315.66,13651.31,
"1208",2015-04-21,13920.1,13756.79,13938.38,13562.29,
"1209",2015-04-22,14268.84,13920.1,14276.62,13842.72,
"1210",2015-04-23,14128.69,14268.84,14327.25,14011.63,
"1211",2015-04-24,13888.64,14128.69,14128.69,13623.83,
"1212",2015-04-27,14347.31,13888.64,14360.63,13888.64,
"1213",2015-04-28,14402.52,14347.31,14767.19,14273.22,
"1214",2015-04-29,14316.85,14402.52,14420.25,14136.79,
"1215",2015-04-30,14158.26,14316.85,14421.13,14156.03,
"1216",2015-05-04,14272.45,14158.26,14275.57,13978.91,
"1217",2015-05-05,13710.5,14272.45,14295.31,13639.17,
"1218",2015-05-06,13607.99,13710.5,14078.43,13481.18,
"1219",2015-05-07,13380.35,13607.99,13607.99,13373.75,
"1220",2015-05-08,13500.15,13380.35,13572.09,13178.61,
"1221",2015-05-11,13772.53,13500.15,13776.79,13344.61,
"1222",2015-05-12,13842.92,13772.53,13894.98,13633.24,
"1223",2015-05-13,13647.59,13842.92,13886.92,13548.5,
"1224",2015-05-14,13556.33,13647.59,13704.18,13497.16,
"1225",2015-05-15,13270.45,13556.33,13558.46,13189.02,
"1226",2015-05-18,12998.31,13270.45,13270.45,12990.09,
"1227",2015-05-19,13507.28,12998.31,13560.83,12985.91,
"1228",2015-05-20,13534.26,13507.28,13780.29,13458.06,
"1229",2015-05-21,13653.11,13534.26,13673.74,13481.94,
"1230",2015-05-22,14071.91,13653.11,14075.95,13653.11,
"1231",2015-05-25,14501.94,14071.91,14504.3,14069.05,
"1232",2015-05-26,14632.03,14501.94,14671.58,14349.3,
"1233",2015-05-27,14430.24,14632.03,14704.34,14359.52,
"1234",2015-05-28,13503.75,14430.24,14452.91,13485.83,
"1235",2015-05-29,13444.67,13503.75,13643.86,13140.02,
"1236",2015-06-01,14022.76,13444.67,14050.13,13327.36,
"1237",2015-06-02,14013.85,14022.76,14084.11,13783.52,
"1238",2015-06-03,14009.01,14013.85,14093.57,13819.89,
"1239",2015-06-04,14280.45,14009.01,14356.17,13506.46,
"1240",2015-06-05,14357.81,14280.45,14566.24,14028.52,
"1241",2015-06-08,15047.55,14357.81,15099.55,14332.7,
"1242",2015-06-09,14795.37,15047.55,15146.91,14620.38,
"1243",2015-06-10,14559.73,14795.37,14795.37,14448.18,
"1244",2015-06-11,14436.27,14559.73,14614.86,14308.03,
"1245",2015-06-12,14452.95,14436.27,14553.06,14316.99,
"1246",2015-06-15,14065.22,14452.95,14501.2,14035.1,
"1247",2015-06-16,13726.18,14065.22,14122.42,13594.57,
"1248",2015-06-17,13886.19,13726.18,13933.73,13618.39,
"1249",2015-06-18,13289.21,13886.19,13886.22,13285.92,
"1250",2015-06-19,12612.8,13289.21,13300.37,12600.91,
"1251",2015-06-23,13083.95,12612.8,13102.66,12335.96,
"1252",2015-06-24,13292.29,13083.95,13320.83,12921.9,
"1253",2015-06-25,12918.93,13292.29,13476.51,12852.52,
"1254",2015-06-26,12069.46,12918.93,12970.14,11787.32,
"1255",2015-06-29,11892.75,12069.46,12462.03,11221.11,
"1256",2015-06-30,12732.98,11892.75,12740.29,11704.7,
"1257",2015-07-01,12176.6,12732.98,12732.98,12114.19,
"1258",2015-07-02,12091.88,12176.6,12441.7,11610.41,
"1259",2015-07-03,11475.58,12091.88,12146.35,11203.67,
"1260",2015-07-06,12183.33,11475.58,12361.22,11475.58,
"1261",2015-07-07,12488.84,12183.33,12536.44,11596.96,
"1262",2015-07-08,11601.54,12488.84,12488.84,11402.75,
"1263",2015-07-09,12334.14,11601.54,12546.63,11067.98,
"1264",2015-07-10,12791.1,12334.14,13251.75,12035.64,
"1265",2015-07-13,12647.36,12791.1,12990.89,12372.88,
"1266",2015-07-14,12203.6,12647.36,12647.36,12002.27,
"1267",2015-07-15,12145.61,12203.6,12287.83,11825.44,
"1268",2015-07-16,12081.69,12145.61,12226.68,11967.28,
"1269",2015-07-17,12335.26,12081.69,12450.54,12002,
"1270",2015-07-20,12254.33,12335.26,12368.45,12169.95,
"1271",2015-07-21,12184.97,12254.33,12303.51,12073.97,
"1272",2015-07-22,12033.63,12184.97,12187.17,11961.81,
"1273",2015-07-23,12249.59,12033.63,12268.28,12013.51,
"1274",2015-07-24,12029.49,12249.59,12304.25,12011.95,
"1275",2015-07-27,10986.24,12029.49,12029.49,10975.64,
"1276",2015-07-28,11028.86,10986.24,11176.07,10659.18,
"1277",2015-07-29,11186.87,11028.86,11203.83,10907.28,
"1278",2015-07-30,10909.71,11186.87,11240.9,10888.87,
"1279",2015-07-31,10911.36,10909.71,11024.21,10771.71,
"1280",2015-08-03,11027.96,10911.36,11030.11,10742.47,
"1281",2015-08-04,11212,11027.96,11223.55,10927.25,
"1282",2015-08-05,11005.33,11212,11216.9,11003.4,
"1283",2015-08-06,10927,11005.33,11082.67,10846.3,
"1284",2015-08-07,11063.25,10927,11137.71,10927,
"1285",2015-08-10,11517.86,11063.25,11553.97,11063.25,
"1286",2015-08-11,11425.47,11517.86,11549.17,11376.02,
"1287",2015-08-12,11293.21,11425.47,11449.58,11278.71,
"1288",2015-08-13,11370.27,11293.21,11402.18,11149.45,
"1289",2015-08-14,11369.13,11370.27,11432.19,11330.83,
"1290",2015-08-17,11221.74,11369.13,11369.13,11116.19,
"1291",2015-08-18,10660.21,11221.74,11327.83,10646.43,
"1292",2015-08-19,10755.15,10660.21,10755.62,10335.91,
"1293",2015-08-20,10452.76,10755.15,10755.15,10450.37,
"1294",2015-08-21,10064.74,10452.76,10452.76,10035.17,
"1295",2015-08-24,9159.84,10064.74,10064.74,9104.89,
"1296",2015-08-25,8574.49,9159.84,9159.84,8462.92,
"1297",2015-08-26,8766.08,8574.49,9092.67,8451.14,
"1298",2015-08-27,9384.83,8766.08,9384.83,8766.08,
"1299",2015-08-28,9648.59,9384.83,9690.04,9373.69,
"1300",2015-08-31,9818.4,9648.59,9827.84,9268.64,
"1301",2015-09-01,9942.26,9818.4,9973.83,9393.19,
"1302",2015-09-02,10025.07,9942.26,10040.58,9545.18,
"1303",2015-09-07,9552.95,10025.07,10025.75,9526.89,
"1304",2015-09-08,9735.92,9552.95,9753.02,9343.48,
"1305",2015-09-09,9866.08,9735.92,9927.15,9711.38,
"1306",2015-09-10,9821.09,9866.08,9878.6,9708.69,
"1307",2015-09-11,9762.84,9821.09,9871.99,9706.45,
"1308",2015-09-14,9821.24,9762.84,9825.01,9458.09,
"1309",2015-09-15,9606.83,9821.24,9821.24,9488.8,
"1310",2015-09-16,9892.42,9606.83,10038,9479.84,
"1311",2015-09-17,9705.86,9892.42,9977.15,9704.37,
"1312",2015-09-18,9570.67,9549.45,9682.01,9542.75,
