"","FTSE China A50 (FTXIN9)_history.csv Date","FTSE China A50 (FTXIN9)_history.csv Price","FTSE China A50 (FTXIN9)_history.csv Open","FTSE China A50 (FTXIN9)_history.csv High","FTSE China A50 (FTXIN9)_history.csv Low","FTSE China A50 (FTXIN9)_history.csv Volume"
"134",2010-12-07,9598.47,9534.97,9637.7,9393.52,
"135",2010-12-08,9459.64,9598.47,9614.49,9448.07,
"136",2010-12-09,9346.5,9459.64,9483.23,9338.83,
"137",2010-12-10,9458.04,9346.5,9481.5,9296.15,
"138",2010-12-13,9700.47,9458.04,9701.32,9458.04,
"139",2010-12-14,9670.19,9700.47,9747.55,9648.42,
"140",2010-12-15,9598.06,9670.19,9703.03,9590.87,
"141",2010-12-16,9523.19,9598.06,9621.35,9506.74,
"142",2010-12-17,9481.16,9523.19,9531.66,9443.13,
"143",2010-12-20,9309.66,9481.16,9535.77,9194.57,
"144",2010-12-21,9553.02,9309.66,9564.32,9294.02,
"145",2010-12-22,9419.3,9553.02,9587.67,9373.93,
"146",2010-12-23,9401.73,9419.3,9549.36,9362.18,
"147",2010-12-24,9391.64,9401.73,9452.92,9303.15,
"148",2010-12-27,9216.58,9391.64,9531.43,9200.93,
"149",2010-12-28,9084.88,9216.58,9230.34,9080.99,
"150",2010-12-29,9100.65,9084.88,9127.39,9024.5,
"151",2010-12-30,9064.09,9100.65,9119.18,8970.96,
"152",2010-12-31,9198.48,9064.09,9204.8,9064.09,
"153",2011-01-04,9352.12,9198.48,9373.07,9198.48,
"154",2011-01-05,9269.05,9352.12,9355.44,9247.29,
"155",2011-01-06,9195.08,9269.05,9316.34,9163.36,
"156",2011-01-07,9325.79,9195.08,9447.81,9139.69,
"157",2011-01-10,9175.57,9325.79,9387.57,9164.89,
"158",2011-01-11,9278.22,9175.57,9307.75,9134.72,
"159",2011-01-12,9357.73,9278.22,9372.69,9224.18,
"160",2011-01-13,9360.74,9357.73,9395.13,9322.77,
"161",2011-01-14,9260.11,9360.74,9360.74,9230.27,
"162",2011-01-17,8951.17,9260.11,9260.11,8924.15,
"163",2011-01-18,8977.94,8951.17,9017.4,8896.31,
"164",2011-01-19,9105.07,8977.94,9108.01,8937.02,
"165",2011-01-20,8852.73,9105.07,9105.07,8850.99,
"166",2011-01-21,9002.51,8852.73,9152.47,8843.64,
"167",2011-01-24,8955.69,9002.51,9054.24,8912.88,
"168",2011-01-25,8950.87,8955.69,9002.32,8901.95,
"169",2011-01-26,9038.46,8950.87,9055.55,8950.87,
"170",2011-01-27,9137.4,9038.46,9158.44,8911.71,
"171",2011-01-28,9112.77,9137.4,9156.77,9057.88,
"172",2011-01-31,9179.16,9179.16,9179.16,9179.16,
"173",2011-02-01,9194.95,9194.95,9194.95,9194.95,
"174",2011-02-09,9091.76,9194.95,9235.95,9079.27,
"175",2011-02-10,9248.34,9091.76,9254.33,9055.69,
"176",2011-02-11,9263.52,9248.34,9293.84,9210.62,
"177",2011-02-14,9593.54,9263.52,9613.19,9259.4,
"178",2011-02-15,9560.78,9593.54,9679.82,9552.55,
"179",2011-02-16,9581.26,9560.78,9582.25,9469.42,
"180",2011-02-17,9546.24,9581.26,9639.85,9495.88,
"181",2011-02-18,9482.1,9546.24,9557.16,9456.74,
"182",2011-02-21,9557.5,9482.1,9560.16,9422.25,
"183",2011-02-22,9279.4,9557.5,9583.09,9275.53,
"184",2011-02-23,9277.72,9279.4,9300.9,9220.55,
"185",2011-02-24,9316.7,9277.72,9332.04,9217.84,
"186",2011-02-25,9346.35,9316.7,9408.55,9261.44,
"187",2011-02-28,9424.36,9346.35,9430.19,9289.82,
"188",2011-03-01,9486.05,9424.36,9547.25,9420.68,
"189",2011-03-02,9488.25,9486.05,9541.09,9402.69,
"190",2011-03-03,9537.64,9488.25,9682.99,9487.99,
"191",2011-03-04,9676.48,9537.64,9688.48,9532.82,
"192",2011-03-07,9853.7,9676.48,9868.07,9676.48,
"193",2011-03-08,9844.73,9853.7,9897.16,9774.64,
"194",2011-03-09,9850.07,9844.73,9914.86,9812.13,
"195",2011-03-10,9646.14,9850.07,9850.07,9640.36,
"196",2011-03-11,9534.88,9646.14,9656.62,9508.64,
"197",2011-03-14,9564.54,9534.88,9570.45,9494.74,
"198",2011-03-15,9387.69,9564.54,9564.54,9264.94,
"199",2011-03-16,9522.38,9387.69,9535.1,9385.9,
"200",2011-03-17,9396.49,9522.38,9522.38,9364.24,
"201",2011-03-18,9406.32,9396.49,9508.97,9393.29,
"202",2011-03-21,9409.32,9406.32,9483.2,9374.8,
"203",2011-03-22,9495.16,9409.32,9516.11,9349.56,
"204",2011-03-23,9577.98,9495.16,9589.81,9468.25,
"205",2011-03-24,9534.52,9577.98,9597.6,9529.38,
"206",2011-03-25,9650.14,9534.52,9685.98,9534.52,
"207",2011-03-28,9654.43,9650.14,9774.29,9644.12,
"208",2011-03-29,9640.67,9654.43,9773.27,9615.05,
"209",2011-03-30,9647.46,9640.67,9713.18,9580.3,
"210",2011-03-31,9568.42,9647.46,9686.52,9537.46,
"211",2011-04-01,9746.12,9568.42,9747.47,9565.24,
"212",2011-04-06,9936.69,9746.12,9963.72,9746.12,
"213",2011-04-07,9954.79,9936.69,9986.88,9899.05,
"214",2011-04-08,9997.09,9954.79,10010.41,9906.58,
"215",2011-04-11,9941.46,9997.09,10107.3,9936.32,
"216",2011-04-12,9920.16,9941.46,9980.14,9867.16,
"217",2011-04-13,10086.4,9920.16,10087.43,9854.17,
"218",2011-04-14,10039.38,10086.4,10133.21,10021.46,
"219",2011-04-15,10086.61,10039.38,10146.69,9970.89,
"220",2011-04-18,10082.04,10086.61,10141.8,10011.9,
"221",2011-04-19,9868.34,10082.04,10082.04,9867.21,
"222",2011-04-20,9845.22,9868.34,9916.68,9802.33,
"223",2011-04-21,9908.1,9845.22,9974.72,9845.22,
"224",2011-04-22,9846.77,9908.1,9937.25,9826.91,
"225",2011-04-25,9765.32,9846.77,9853.98,9734.96,
"226",2011-04-26,9729.86,9765.32,9804.01,9694.58,
"227",2011-04-27,9716.4,9729.86,9823.55,9660.55,
"228",2011-04-28,9690.23,9716.4,9871.41,9684.83,
"229",2011-04-29,9707.64,9690.23,9716.96,9575.09,
"230",2011-05-03,9730.86,9707.64,9742.07,9627.64,
"231",2011-05-04,9469.3,9730.86,9730.86,9454.16,
"232",2011-05-05,9450.54,9469.3,9483.03,9398.09,
"233",2011-05-06,9398.72,9450.54,9464.36,9331.69,
"234",2011-05-09,9387.72,9398.72,9468.41,9356.6,
"235",2011-05-10,9462.9,9387.72,9472.68,9363.02,
"236",2011-05-11,9417.99,9462.9,9480.3,9382.55,
"237",2011-05-12,9307.48,9417.99,9417.99,9304.15,
"238",2011-05-13,9390.66,9307.48,9393.73,9258.18,
"239",2011-05-16,9287.04,9390.66,9406.29,9279.92,
"240",2011-05-17,9349.12,9287.04,9414.73,9250.44,
"241",2011-05-18,9437.34,9349.12,9460.05,9323.04,
"242",2011-05-19,9401.13,9437.34,9494.56,9391.86,
"243",2011-05-20,9416.63,9401.13,9457.51,9385.31,
"244",2011-05-23,9141.53,9416.63,9416.85,9130.88,
"245",2011-05-24,9126.61,9141.53,9151.81,9090.43,
"246",2011-05-25,9005.93,9126.61,9130.84,8999.39,
"247",2011-05-26,9016.48,9005.93,9088.66,9005.93,
"248",2011-05-27,9034.09,9016.48,9115.58,9012.42,
"249",2011-05-30,9068.22,9034.09,9119.24,8985.94,
"250",2011-05-31,9190.18,9068.22,9191.66,9056.82,
"251",2011-06-01,9165.16,9190.18,9195.38,9139.5,
"252",2011-06-02,8977.52,9165.16,9165.16,8897.23,
"253",2011-06-03,9043.88,8977.52,9062.85,8958.84,
"254",2011-06-07,9078.31,9043.88,9084.98,9002.72,
"255",2011-06-08,9069.07,9078.31,9091.17,8957.61,
"256",2011-06-09,8911.62,9069.07,9069.07,8909.5,
"257",2011-06-10,8932.86,8911.62,8943.57,8845.77,
"258",2011-06-13,8910.92,8932.86,8934.09,8819.57,
"259",2011-06-14,9032.85,8910.92,9063.37,8891.88,
"260",2011-06-15,8938.91,9032.85,9036.81,8937.79,
"261",2011-06-16,8835.25,8938.91,8938.91,8827.79,
"262",2011-06-17,8789.38,8835.25,8884.02,8784.43,
"263",2011-06-20,8753.43,8789.38,8800.22,8711.03,
"264",2011-06-21,8837.24,8753.43,8846.59,8753.43,
"265",2011-06-22,8852.66,8837.24,8894.47,8806.35,
"266",2011-06-23,8979.75,8852.66,9006.47,8792.79,
"267",2011-06-24,9192.03,8979.75,9255.93,8931.02,
"268",2011-06-27,9187.85,9192.03,9249.3,9137.58,
"269",2011-06-28,9178.04,9187.85,9206.33,9093.05,
"270",2011-06-29,9050.4,9178.04,9178.04,9044.25,
"271",2011-06-30,9187.21,9050.4,9236.66,9050.11,
"272",2011-07-01,9160.89,9187.21,9235.1,9133.84,
"273",2011-07-04,9364.91,9160.89,9376.06,9160.89,
"274",2011-07-05,9337.53,9364.91,9394.66,9297.06,
"275",2011-07-06,9298.32,9337.53,9337.53,9205.08,
"276",2011-07-07,9251.27,9298.32,9386.31,9242.12,
"277",2011-07-08,9290.26,9251.27,9343.38,9238.97,
"278",2011-07-11,9273.98,9290.26,9294.98,9201.39,
"279",2011-07-12,9092.81,9273.98,9273.98,9083.21,
"280",2011-07-13,9218.58,9092.81,9239.43,9092.81,
"281",2011-07-14,9226.34,9218.58,9262.37,9167.64,
"282",2011-07-15,9257.81,9226.34,9269.66,9168.13,
"283",2011-07-18,9231.3,9257.81,9272.79,9201.89,
"284",2011-07-19,9150.71,9231.29,9231.29,9138.98,
"285",2011-07-20,9147.47,9150.71,9216.86,9099.01,
"286",2011-07-21,9057.34,9147.47,9167.31,9048.4,
"287",2011-07-22,9072.92,9057.34,9116.99,9049.64,
"288",2011-07-25,8823.92,9072.92,9072.92,8797.75,
"289",2011-07-26,8845.27,8823.92,8873.47,8802.54,
"290",2011-07-27,8856.79,8845.27,8866.19,8773.15,
"291",2011-07-28,8765.9,8856.79,8856.79,8716.64,
"292",2011-07-29,8810.24,8765.9,8888.21,8695.54,
"293",2011-08-01,8805.53,8810.24,8848.83,8758.7,
"294",2011-08-02,8732.17,8805.53,8805.53,8647.53,
"295",2011-08-03,8724.49,8732.17,8764.89,8656.84,
"296",2011-08-04,8738.28,8724.49,8808.4,8720.36,
"297",2011-08-05,8527.2,8738.28,8738.28,8499.91,
"298",2011-08-08,8269.52,8527.2,8527.2,8168.07,
"299",2011-08-09,8294.1,8269.52,8324.98,8025.84,
"300",2011-08-10,8360.68,8294.1,8450.56,8294.1,
"301",2011-08-11,8476.47,8360.68,8485.47,8235.08,
"302",2011-08-12,8467.65,8476.47,8516.18,8447.35,
"303",2011-08-15,8613.53,8467.65,8615.48,8436.54,
"304",2011-08-16,8563.51,8613.53,8674.16,8535.75,
"305",2011-08-17,8549.94,8563.51,8614.11,8538.38,
"306",2011-08-18,8413.3,8549.94,8575.07,8400.35,
"307",2011-08-19,8326.31,8413.3,8413.3,8268.49,
"308",2011-08-22,8242.88,8326.31,8387.15,8212.08,
"309",2011-08-23,8380.82,8242.88,8381.67,8238.23,
"310",2011-08-24,8331.22,8380.82,8438.86,8312.12,
"311",2011-08-25,8646.53,8331.22,8648.86,8331.22,
"312",2011-08-26,8628.07,8646.53,8646.53,8551.64,
"313",2011-08-29,8454.14,8628.07,8628.07,8437.44,
"314",2011-08-30,8444.85,8454.14,8613.81,8428.29,
"315",2011-08-31,8479.28,8444.85,8506.12,8420.05,
"316",2011-09-01,8482.52,8479.28,8565.1,8449.05,
"317",2011-09-02,8400.12,8482.52,8486.91,8353.98,
"318",2011-09-05,8247.1,8400.12,8400.12,8238.16,
"319",2011-09-06,8192.54,8247.1,8255.2,8155.34,
"320",2011-09-07,8345.81,8192.54,8355.66,8192.54,
"321",2011-09-08,8283.27,8345.81,8373.92,8279.1,
"322",2011-09-09,8287.74,8283.27,8411.07,8249.28,
"323",2011-09-13,8214.04,8287.74,8287.74,8151.19,
"324",2011-09-14,8228.02,8214.04,8261.92,8082.87,
"325",2011-09-15,8202.95,8228.02,8288.64,8201.77,
"326",2011-09-16,8232.11,8202.95,8286.28,8202.95,
"327",2011-09-19,8086.18,8232.11,8232.11,8082.46,
"328",2011-09-20,8113.6,8086.18,8154.8,8036.91,
"329",2011-09-21,8324.14,8113.6,8353.13,8078.92,
"330",2011-09-22,8073.67,8324.14,8324.14,8069.39,
"331",2011-09-23,8010.86,8073.67,8073.67,7899.4,
"332",2011-09-26,7781.36,8010.86,8029.91,7757.94,
"333",2011-09-27,7875.18,7781.36,7921.3,7781.36,
"334",2011-09-28,7809.02,7875.18,7937.39,7782.52,
"335",2011-09-29,7780.29,7809.02,7842.77,7728.42,
"336",2011-09-30,7762.35,7780.29,7846.58,7739.48,
"337",2011-10-10,7693.82,7762.35,7794.6,7682.53,
"338",2011-10-11,7737.46,7693.82,7941.78,7666.97,
"339",2011-10-12,8017.12,7737.46,8027.12,7666.77,
"340",2011-10-13,8050.96,8017.12,8079.25,7968.41,
"341",2011-10-14,8043.18,8050.96,8058.15,7962.11,
"342",2011-10-17,8110.74,8043.18,8160.78,8042.5,
"343",2011-10-18,7914.99,8110.74,8110.74,7897.09,
"344",2011-10-19,7909.66,7914.99,8006.03,7903.73,
"345",2011-10-20,7745.93,7909.66,7909.66,7693.08,
"346",2011-10-21,7763.77,7745.93,7834.77,7739.63,
"347",2011-10-24,8009.04,7763.77,8021,7763.77,
"348",2011-10-25,8100.57,8009.04,8130.98,7954.05,
"349",2011-10-26,8167.82,8100.57,8250.25,8065.04,
"350",2011-10-27,8212.34,8167.82,8234.65,8167.82,
"351",2011-10-28,8348.03,8212.34,8439.79,8212.34,
"352",2011-10-31,8269.26,8348.03,8348.03,8230.75,
"353",2011-11-01,8285.03,8269.26,8381.64,8192.61,
"354",2011-11-02,8417.1,8285.03,8419.87,8160.7,
"355",2011-11-03,8389.87,8417.1,8492.29,8384.72,
"356",2011-11-04,8446.11,8389.87,8501.82,8389.87,
"357",2011-11-07,8345.59,8446.11,8446.11,8335.51,
"358",2011-11-08,8342.28,8345.59,8414.01,8331.68,
"359",2011-11-09,8397.16,8342.28,8425.27,8301.21,
"360",2011-11-10,8223.95,8397.16,8397.16,8217.12,
"361",2011-11-11,8205.33,8223.95,8262.85,8177.8,
"362",2011-11-14,8361.16,8205.33,8382.6,8205.33,
"363",2011-11-15,8309.82,8361.16,8361.41,8281.07,
"364",2011-11-16,8080.65,8309.82,8309.9,8044.7,
"365",2011-11-17,8053.61,8080.65,8119.1,8046.98,
"366",2011-11-18,7928.19,8053.61,8053.61,7911.9,
"367",2011-11-21,7936.19,7928.19,7952.29,7877.17,
"368",2011-11-22,7945.03,7936.19,7956.64,7874.79,
"369",2011-11-23,7865.27,7945.03,7965.51,7843.77,
"370",2011-11-24,7881.96,7865.27,7929.95,7801.87,
"371",2011-11-25,7823.63,7881.96,7897.56,7805.37,
"372",2011-11-28,7825.21,7823.63,7890.55,7804.33,
"373",2011-11-29,7913.38,7825.21,7921.59,7825.21,
"374",2011-11-30,7678.98,7913.38,7913.38,7655.95,
"375",2011-12-01,7897.23,7678.98,8041.96,7678.98,
"376",2011-12-02,7853.06,7897.23,7897.23,7803.04,
"377",2011-12-05,7793.12,7853.06,7885.53,7778.93,
"378",2011-12-06,7769.8,7793.12,7806.1,7738.42,
"379",2011-12-07,7831.88,7769.8,7852.32,7769.58,
"380",2011-12-08,7832.26,7831.88,7899.21,7750.08,
"381",2011-12-09,7785.88,7832.26,7834.41,7763.45,
"382",2011-12-12,7731.33,7785.88,7789.6,7724.84,
"383",2011-12-13,7596.2,7731.33,7731.33,7583.98,
"384",2011-12-14,7561.69,7596.2,7637.39,7546.95,
"385",2011-12-15,7406.73,7561.69,7561.69,7399.96,
"386",2011-12-16,7535.13,7406.73,7540.04,7381.21,
"387",2011-12-19,7516.93,7535.13,7535.44,7332.52,
"388",2011-12-20,7514.31,7516.93,7612.89,7482.13,
"389",2011-12-21,7416.51,7514.31,7601.45,7410.18,
"390",2011-12-22,7439.48,7416.51,7484.85,7327.64,
"391",2011-12-23,7484.46,7439.48,7552.35,7415.65,
"392",2011-12-26,7409.59,7484.46,7501.16,7404.58,
"393",2011-12-27,7354.23,7409.59,7463.09,7347.77,
"394",2011-12-28,7367.5,7354.23,7375.34,7265.83,
"395",2011-12-29,7381.37,7367.5,7413.08,7329.51,
"396",2011-12-30,7475.2,7381.37,7488.83,7381.37,
"397",2012-01-04,7362.39,7475.2,7539.39,7360.05,
"398",2012-01-05,7383.37,7362.39,7493.69,7342.69,
"399",2012-01-06,7421.52,7383.37,7431.29,7337.53,
"400",2012-01-09,7627.14,7421.52,7629.62,7373.37,
"401",2012-01-10,7830.69,7627.14,7842.49,7608.13,
"402",2012-01-11,7772.01,7830.69,7850.1,7743.62,
"403",2012-01-12,7800.08,7772.01,7881.34,7746.55,
"404",2012-01-13,7719.58,7800.08,7835.04,7661.58,
"405",2012-01-16,7635.25,7719.58,7741.27,7632.06,
"406",2012-01-17,7939.61,7635.25,7941.24,7575.31,
"407",2012-01-18,7837.04,7939.61,7988.38,7817.32,
"408",2012-01-19,7975.86,7837.04,8019.33,7837.04,
"409",2012-01-20,8101.83,7975.86,8120.67,7975.86,
"410",2012-01-30,7949.23,8101.83,8109.96,7947.69,
"411",2012-01-31,7958.68,7949.23,8005.03,7912.14,
"412",2012-02-01,7837.84,7958.68,8000.6,7821.88,
"413",2012-02-02,8055.81,7837.84,8055.81,7837.83,
"414",2012-02-03,8105.38,8055.81,8143.35,8004.7,
"415",2012-02-06,8075.54,8105.38,8146.4,8029.22,
"416",2012-02-07,7928.52,8075.54,8075.54,7885.53,
"417",2012-02-08,8123.72,7928.52,8144.58,7915.04,
"418",2012-02-09,8120.41,8123.72,8168.25,8087.09,
"419",2012-02-10,8122.25,8120.41,8217.62,8090.67,
"420",2012-02-13,8085.28,8122.25,8162.74,8004.48,
"421",2012-02-14,8037.99,8085.28,8085.44,7989.96,
"422",2012-02-15,8109.34,8037.99,8151.53,8005.44,
"423",2012-02-16,8056.6,8109.34,8129.41,8011.94,
"424",2012-02-17,8073.58,8056.6,8130.72,8033.2,
"425",2012-02-20,8091.24,8073.58,8190.06,8073.58,
"426",2012-02-21,8135.99,8091.24,8140.04,8035.11,
"427",2012-02-22,8210.29,8135.99,8219.75,8105.92,
"428",2012-02-23,8227.09,8210.29,8260.01,8192.81,
"429",2012-02-24,8348.26,8227.09,8349.49,8205.63,
"430",2012-02-27,8356.95,8348.26,8457.19,8348.26,
"431",2012-02-28,8402.72,8356.95,8427.35,8347.85,
"432",2012-02-29,8319.86,8402.72,8405.08,8311.45,
"433",2012-03-01,8305.24,8319.86,8350.46,8290.45,
"434",2012-03-02,8429.8,8305.24,8430.85,8305.24,
"435",2012-03-05,8345.38,8429.8,8467.84,8341.98,
"436",2012-03-06,8211.3,8345.38,8345.38,8205.53,
"437",2012-03-07,8158.91,8211.3,8234.18,8142.31,
"438",2012-03-08,8241.96,8158.91,8282.15,8158.91,
"439",2012-03-09,8300.75,8241.96,8303.91,8222.83,
"440",2012-03-12,8235.65,8300.75,8300.78,8187.65,
"441",2012-03-13,8319.84,8235.65,8324.76,8229.39,
"442",2012-03-14,8144.77,8319.84,8395.54,8123.49,
"443",2012-03-15,8105.26,8144.77,8198.64,8096.34,
"444",2012-03-16,8189.64,8105.26,8197.26,8083.01,
"445",2012-03-19,8151.28,8189.64,8189.64,8088.68,
"446",2012-03-20,8031.89,8151.28,8153.69,8028.37,
"447",2012-03-21,8025,8031.89,8097.47,7982.72,
"448",2012-03-22,8036.71,8025,8082.99,7984.58,
"449",2012-03-23,7977.6,8036.71,8036.71,7950.43,
"450",2012-03-26,8003.21,7977.6,8020.31,7966.36,
"451",2012-03-27,7966.77,8003.21,8032.47,7956.55,
"452",2012-03-28,7804.22,7966.77,7966.77,7791.04,
"453",2012-03-29,7714.55,7804.22,7812.11,7693.05,
"454",2012-03-30,7787.88,7714.55,7790.77,7714.55,
"455",2012-04-05,7925.97,7787.88,7948.3,7732.94,
"456",2012-04-06,7946.45,7925.97,7953.41,7893.07,
"457",2012-04-09,7946.45,7946.45,7946.45,7873.37,
"458",2012-04-10,7945.24,7873.37,7949.04,7796.44,
"459",2012-04-11,7940.27,7945.24,7999.85,7867.66,
"460",2012-04-12,8108.48,7940.27,8112.25,7918.33,
"461",2012-04-13,8128.3,8108.48,8174.13,8095.53,
"462",2012-04-16,8095.48,8128.3,8129.58,8073.6,
"463",2012-04-17,7998.42,8095.48,8108.92,7995.56,
"464",2012-04-18,8182.41,7998.42,8191.14,7998.42,
"465",2012-04-19,8187.45,8182.41,8211.37,8157.01,
"466",2012-04-20,8292.8,8187.45,8295.94,8165.6,
"467",2012-04-23,8231.95,8292.8,8312.95,8215.8,
"468",2012-04-24,8275.36,8231.95,8387.93,8166.05,
"469",2012-04-25,8302.52,8275.36,8319.55,8235.5,
"470",2012-04-26,8316.46,8302.52,8351.4,8274.04,
"471",2012-04-27,8299.77,8316.46,8347.98,8292.08,
"472",2012-05-02,8454.35,8299.77,8499.66,8299.77,
"473",2012-05-03,8473.34,8454.35,8486.39,8425.15,
"474",2012-05-04,8514.93,8473.34,8518.13,8418.97,
"475",2012-05-07,8474.1,8514.93,8514.93,8416.04,
"476",2012-05-08,8431.03,8474.1,8476.12,8373.14,
"477",2012-05-09,8302.13,8431.03,8431.03,8292.08,
"478",2012-05-10,8282.7,8302.13,8314.83,8251.34,
"479",2012-05-11,8229.32,8282.7,8305.22,8223.78,
"480",2012-05-14,8165.45,8229.32,8286.17,8154.16,
"481",2012-05-15,8185.93,8165.45,8191.34,8119.3,
"482",2012-05-16,8042.29,8185.93,8185.93,8035.77,
"483",2012-05-17,8162.96,8042.29,8185.11,8042.29,
"484",2012-05-18,8038.05,8162.96,8162.96,8015.47,
"485",2012-05-21,8070.02,8038.05,8120.38,8012.34,
"486",2012-05-22,8202.85,8070.02,8207.28,8070.02,
"487",2012-05-23,8170.18,8202.85,8225.61,8123.45,
"488",2012-05-24,8094.45,8170.18,8212.23,8075.73,
"489",2012-05-25,8015.15,8094.45,8115.59,7994.42,
"490",2012-05-28,8133.25,8015.15,8134.07,7966.12,
"491",2012-05-29,8225.12,8133.25,8247.2,8106.3,
"492",2012-05-30,8201.62,8225.12,8233.4,8178.71,
"493",2012-05-31,8149.47,8201.62,8201.62,8112.37,
"494",2012-06-01,8167.61,8149.47,8224.6,8140.16,
"495",2012-06-04,7953.83,8167.61,8167.61,7952.44,
"496",2012-06-05,7964.11,7953.83,8007.88,7932.13,
"497",2012-06-06,7973.73,7964.11,8009.06,7952.57,
"498",2012-06-07,7928.69,7973.73,8043.74,7912.04,
"499",2012-06-08,7854.89,7928.69,7967.57,7839.33,
"500",2012-06-11,7928.69,7854.89,7955,7852.99,
"501",2012-06-12,7875.9,7928.69,7928.69,7837.19,
"502",2012-06-13,8007.82,7875.9,8012.51,7875.9,
"503",2012-06-14,7955.03,8007.82,8019.22,7946.2,
"504",2012-06-15,8021.33,7955.03,8054.16,7949.87,
"505",2012-06-18,8055.53,8021.33,8094.17,8021.33,
"506",2012-06-19,8003.04,8055.53,8055.53,7996.92,
"507",2012-06-20,7998.78,8003.04,8050.51,7990.96,
"508",2012-06-21,7876.91,7998.78,7998.78,7848.53,
"509",2012-06-25,7756.66,7876.91,7876.91,7751.46,
"510",2012-06-26,7735.15,7756.66,7773.73,7696.35,
"511",2012-06-27,7719.53,7735.15,7770.18,7706.52,
"512",2012-06-28,7671.69,7719.53,7753.51,7670.61,
"513",2012-06-29,7802.63,7671.69,7812.72,7655.98,
"514",2012-07-02,7797.2,7802.63,7830.34,7748.69,
"515",2012-07-03,7814.85,7797.2,7873.37,7768.47,
"516",2012-07-04,7810.87,7814.85,7854.05,7787.32,
"517",2012-07-05,7736.67,7810.87,7810.87,7694.45,
"518",2012-07-06,7822.92,7736.67,7842.68,7683.03,
"519",2012-07-09,7640.36,7822.92,7826.83,7631.66,
"520",2012-07-10,7639.61,7640.36,7704.36,7629.52,
"521",2012-07-11,7678.01,7639.61,7691.91,7612.67,
"522",2012-07-12,7698.66,7678.01,7745.16,7589.51,
"523",2012-07-13,7737.7,7698.66,7789.82,7669.4,
"524",2012-07-16,7617.96,7737.7,7750.28,7615.56,
"525",2012-07-17,7659.38,7617.96,7688.21,7603.91,
"526",2012-07-18,7633.9,7659.38,7678.56,7527.63,
"527",2012-07-19,7680.02,7633.9,7736.93,7593.9,
"528",2012-07-20,7594.55,7680.02,7680.35,7573.22,
"529",2012-07-23,7464.31,7594.55,7594.55,7440.12,
"530",2012-07-24,7481.02,7464.31,7535.02,7430.81,
"531",2012-07-25,7451.82,7481.02,7506.36,7443.55,
"532",2012-07-26,7429.64,7451.82,7506.01,7419.83,
"533",2012-07-27,7453.93,7429.64,7505.3,7420.09,
"534",2012-07-30,7435.06,7453.93,7523.49,7426.54,
"535",2012-07-31,7481.19,7435.06,7535.95,7434.98,
"536",2012-08-01,7542.85,7481.19,7569.85,7481.19,
"537",2012-08-02,7491.34,7542.85,7545.89,7461.54,
"538",2012-08-03,7511.46,7491.34,7514.66,7451.38,
"539",2012-08-06,7574.78,7511.46,7589.31,7496.53,
"540",2012-08-07,7563.93,7574.78,7584.5,7542.52,
"541",2012-08-08,7586.16,7563.93,7620.66,7557.94,
"542",2012-08-09,7633.41,7586.16,7639.03,7544.47,
"543",2012-08-10,7595.44,7633.41,7644.55,7588.93,
"544",2012-08-13,7431.83,7595.44,7595.44,7423.03,
"545",2012-08-14,7430.89,7431.83,7449.22,7357.65,
"546",2012-08-15,7346.73,7430.89,7430.89,7336.62,
"547",2012-08-16,7321.37,7346.73,7360.14,7314.51,
"548",2012-08-17,7310.14,7321.37,7328.21,7261.63,
"549",2012-08-20,7265.77,7310.14,7310.14,7205.35,
"550",2012-08-21,7264.53,7265.77,7320.7,7238.95,
"551",2012-08-22,7232.49,7264.53,7277.9,7191.93,
"552",2012-08-23,7236.76,7232.49,7269.77,7183.07,
"553",2012-08-24,7193.94,7236.76,7241.2,7183.82,
"554",2012-08-27,7053.09,7193.94,7193.94,7050.86,
"555",2012-08-28,7108.85,7053.09,7143.26,7044.45,
"556",2012-08-29,7039.51,7108.85,7109.74,7036.41,
"557",2012-08-30,7080.76,7039.51,7090.65,7003.05,
"558",2012-08-31,7037.48,7080.76,7107.54,7029.89,
"559",2012-09-03,7083.51,7037.48,7118.9,7018.74,
"560",2012-09-04,7027.11,7083.51,7120.71,7006.25,
"561",2012-09-05,6983.32,7027.11,7028.38,6953.17,
"562",2012-09-06,7033.89,6983.32,7038.06,6970.95,
"563",2012-09-07,7336.59,7033.89,7414.83,7033.89,
"564",2012-09-10,7332.53,7336.59,7381.06,7297.59,
"565",2012-09-11,7271.69,7332.53,7332.53,7215.17,
"566",2012-09-12,7277.5,7271.69,7351.6,7222.8,
"567",2012-09-13,7232.57,7277.5,7290.6,7232.14,
"568",2012-09-14,7295.57,7232.57,7341.93,7232.57,
"569",2012-09-17,7138.73,7295.57,7295.57,7135.52,
"570",2012-09-18,7073.15,7138.73,7138.73,7060.47,
"571",2012-09-19,7074.54,7073.15,7091.31,7034.35,
"572",2012-09-20,6950.53,7074.54,7074.54,6946.22,
"573",2012-09-21,6953.08,6950.53,7007.42,6917.23,
"574",2012-09-24,6991.64,6953.08,7021.58,6878.96,
"575",2012-09-25,7004.06,6991.64,7040.86,6969.22,
"576",2012-09-26,6949.33,7004.06,7022.41,6933.38,
"577",2012-09-27,7166.16,6949.33,7213.74,6949.03,
"578",2012-09-28,7275.19,7166.16,7289.21,7105.27,
"579",2012-10-08,7187.32,7275.19,7322.9,7152.36,
"580",2012-10-09,7332.41,7187.32,7364.84,7187.32,
