"","US SmallCap 2000 (US2000)_history.csv Date","US SmallCap 2000 (US2000)_history.csv Price","US SmallCap 2000 (US2000)_history.csv Open","US SmallCap 2000 (US2000)_history.csv High","US SmallCap 2000 (US2000)_history.csv Low","US SmallCap 2000 (US2000)_history.csv Volume"
"982",2012-11-26,809.02,805.31,809.04,802.5,"-"
"983",2012-11-27,807.74,809.05,812.59,807.28,"-"
"984",2012-11-28,813.5,807.81,813.56,798.51,"-"
"985",2012-11-29,823.2,813.47,823.33,813.47,"-"
"986",2012-11-30,821.92,824.58,824.58,818.9,"-"
"987",2012-12-03,820.8,821.91,826.58,818.93,"-"
"988",2012-12-04,822.12,820.78,823.03,816.08,"-"
"989",2012-12-05,820.6,822.38,824.52,816.21,"-"
"990",2012-12-06,821.79,820.73,822.9,817.74,"-"
"991",2012-12-07,821.79,824.85,825.32,819.83,"-"
"992",2012-12-10,826.26,822.81,826.28,822.27,"-"
"993",2012-12-11,834.99,826.3,835.32,826.3,"-"
"994",2012-12-12,829.39,835.2,837.29,828.58,"-"
"995",2012-12-13,824.2,829.49,831.28,822.17,"-"
"996",2012-12-14,823.75,822.42,827.24,821.82,"-"
"997",2012-12-17,835,823.78,835.13,823.78,"-"
"998",2012-12-18,847.69,835.06,847.69,835.06,"-"
"999",2012-12-19,847.89,847.6,851.83,845.06,"-"
"1000",2012-12-20,852.49,847.79,852.5,845.73,"-"
"1001",2012-12-21,847.92,852.47,852.47,842.31,"-"
"1002",2012-12-24,844.74,848.16,848.16,843.43,"-"
"1003",2012-12-26,838.89,844.69,845.98,838.31,"-"
"1004",2012-12-27,837.4,838.43,839.74,827.72,"-"
"1005",2012-12-28,832.1,837.39,838.36,832.08,"-"
"1006",2012-12-31,849.35,832.09,849.89,831.18,"-"
"1007",2013-01-02,873.42,849.33,873.99,849.33,"-"
"1008",2013-01-03,872.6,873.83,878.43,870.76,"-"
"1009",2013-01-04,879.15,872.69,880.47,872.69,"-"
"1010",2013-01-07,875.8,876.34,879.15,873.74,"-"
"1011",2013-01-08,874.7,875.77,876.32,871.01,"-"
"1012",2013-01-09,879.51,877.45,879.54,874.7,"-"
"1013",2013-01-10,881.24,879.49,883.19,876.58,"-"
"1014",2013-01-11,880.77,881.21,882.62,877.44,"-"
"1015",2013-01-14,880.1,879.71,880.98,877.56,"-"
"1016",2013-01-15,884.6,880.09,884.84,875.42,"-"
"1017",2013-01-16,882.31,882.84,884.6,881.02,"-"
"1018",2013-01-17,890.36,882.3,891,882.3,"-"
"1019",2013-01-18,892.8,890.35,892.8,888.26,"-"
"1020",2013-01-22,899.24,892.73,899.24,891.08,"-"
"1021",2013-01-23,896.7,899.21,899.53,896.22,"-"
"1022",2013-01-24,900.19,896.69,904.27,896.34,"-"
"1023",2013-01-25,905.24,902.37,905.24,900.1,"-"
"1024",2013-01-28,905.24,905.22,907.91,900.88,"-"
"1025",2013-01-29,907.31,906.65,907.31,902.62,"-"
"1026",2013-01-30,896.91,907.3,907.3,894.34,"-"
"1027",2013-01-31,902.09,896.89,902.9,895.75,"-"
"1028",2013-02-01,911.19,902.07,912.76,902.07,"-"
"1029",2013-02-04,899.28,911.18,911.18,898.36,"-"
"1030",2013-02-05,908.22,899.27,909.61,899.27,"-"
"1031",2013-02-06,911.29,908.19,911.45,903.76,"-"
"1032",2013-02-07,908.1,911.26,911.49,902.82,"-"
"1033",2013-02-08,913.67,908.09,914.15,908.09,"-"
"1034",2013-02-11,913.03,913.55,913.67,910.22,"-"
"1035",2013-02-12,917.52,913.01,918.17,913.01,"-"
"1036",2013-02-13,920.58,917.39,921.29,916.79,"-"
"1037",2013-02-14,923.76,920.55,924.68,918.71,"-"
"1038",2013-02-15,923.15,923.75,927.34,921.74,"-"
"1039",2013-02-19,932,923.12,932,923.12,"-"
"1040",2013-02-20,913.5,931.97,931.97,913.5,"-"
"1041",2013-02-21,905.4,913.47,913.47,900.48,"-"
"1042",2013-02-22,916.16,905.4,916.16,905.4,"-"
"1043",2013-02-25,895.84,916.12,919.36,895.84,"-"
"1044",2013-02-26,900.05,895.8,902.13,894.24,"-"
"1045",2013-02-27,909.92,900.01,913.51,899.2,"-"
"1046",2013-02-28,911.11,909.89,915.89,909.2,"-"
"1047",2013-03-01,914.73,911.1,915.72,899.31,"-"
"1048",2013-03-04,916.68,914.71,916.69,908.64,"-"
"1049",2013-03-05,927.4,916.66,928.13,916.66,"-"
"1050",2013-03-06,929.96,927.37,930.81,927.37,"-"
"1051",2013-03-07,934.57,929.9,934.57,929.37,"-"
"1052",2013-03-08,942.5,939.74,942.56,934.57,"-"
"1053",2013-03-11,942.51,942.47,942.62,939.12,"-"
"1054",2013-03-12,940.26,942.48,942.75,938.22,"-"
"1055",2013-03-13,943.9,940.07,944.61,938.57,"-"
"1056",2013-03-14,953.07,943.85,953.07,943.85,"-"
"1057",2013-03-15,952.48,953.05,954,949.48,"-"
"1058",2013-03-18,947.2,952.46,952.46,941.44,"-"
"1059",2013-03-19,942.85,947.19,950.79,936.73,"-"
"1060",2013-03-20,951.95,942.84,951.95,942.84,"-"
"1061",2013-03-21,943.92,951.87,951.87,941.47,"-"
"1062",2013-03-22,943.92,943.97,947.54,943.92,"-"
"1063",2013-03-25,945.85,946.26,953.53,941.18,"-"
"1064",2013-03-26,949.82,945.5,950.77,945.3,"-"
"1065",2013-03-27,950.24,949.69,950.42,940.29,"-"
"1066",2013-03-28,951.54,952.13,953.26,949.42,"-"
"1067",2013-04-01,938.79,951.41,951.6,934.84,"-"
"1068",2013-04-02,934.3,938.77,944.95,932.51,"-"
"1069",2013-04-03,918.71,934.26,935.84,916.84,"-"
"1070",2013-04-04,925.66,918.67,925.74,917.24,"-"
"1071",2013-04-05,923.28,915.92,925.66,909.9,"-"
"1072",2013-04-08,931.49,923.25,931.54,921.07,"-"
"1073",2013-04-09,929.34,931.48,934.27,928.28,"-"
"1074",2013-04-10,946.09,929.31,946.99,929.31,"-"
"1075",2013-04-11,947.05,946.05,951.39,944.81,"-"
"1076",2013-04-12,942.85,943.54,947.05,937.01,"-"
"1077",2013-04-15,907.18,942.84,942.84,904.91,"-"
"1078",2013-04-16,923.3,913.05,924.02,907.18,"-"
"1079",2013-04-17,906.8,923.28,923.28,899.79,"-"
"1080",2013-04-18,901.51,908.99,909.82,898.4,"-"
"1081",2013-04-19,912.5,901.5,912.88,899.46,"-"
"1082",2013-04-22,914.8,912.49,916.32,899.92,"-"
"1083",2013-04-23,929.36,919.83,929.36,914.8,"-"
"1084",2013-04-24,934.11,929.34,934.23,927.15,"-"
"1085",2013-04-25,940.28,934.09,944.67,934.09,"-"
"1086",2013-04-26,935.25,940.21,940.21,932.2,"-"
"1087",2013-04-29,942.43,938.22,943.52,935.25,"-"
"1088",2013-04-30,947.46,942.21,947.46,939.3,"-"
"1089",2013-05-01,924.21,945.53,947.46,924.21,"-"
"1090",2013-05-02,939.85,924.2,940.72,924.2,"-"
"1091",2013-05-03,954.42,939.82,959.55,939.82,"-"
"1092",2013-05-06,959.8,954.93,960.22,954.42,"-"
"1093",2013-05-07,967.82,961.18,967.82,958.85,"-"
"1094",2013-05-08,970.41,967.77,970.41,963.79,"-"
"1095",2013-05-09,966.26,970.37,970.46,964.84,"-"
"1096",2013-05-10,975.16,966.24,975.16,966.24,"-"
"1097",2013-05-13,973.79,975.08,976.22,971.24,"-"
"1098",2013-05-14,985.96,973.73,985.96,973.73,"-"
"1099",2013-05-15,988.54,985.91,991.55,983.07,"-"
"1100",2013-05-16,985.34,988.48,990.44,983.08,"-"
"1101",2013-05-17,996.28,986.93,996.47,985.34,"-"
"1102",2013-05-20,997.98,996.24,1001.5,994.3,"-"
"1103",2013-05-21,998.78,997.97,1000.59,995.2,"-"
"1104",2013-05-22,982.26,998.76,1008.23,977.41,"-"
"1105",2013-05-23,984.28,982.25,984.28,970.63,"-"
"1106",2013-05-24,984.28,980.4,984.34,973.88,"-"
"1107",2013-05-28,997.35,984.25,1005.42,984.25,"-"
"1108",2013-05-29,986.96,997.27,997.27,980.52,"-"
"1109",2013-05-30,994.43,986.92,995.72,986.92,"-"
"1110",2013-05-31,984.14,994.41,994.53,983.79,"-"
"1111",2013-06-03,990.53,984.13,991.82,976.05,"-"
"1112",2013-06-04,981.97,990.52,994.56,975.43,"-"
"1113",2013-06-05,968.16,981.98,981.98,967.67,"-"
"1114",2013-06-06,979.46,968.12,979.46,963.88,"-"
"1115",2013-06-07,987.62,979.44,989.05,979.44,"-"
"1116",2013-06-10,992.67,987.6,992.69,984.71,"-"
"1117",2013-06-11,981.45,992.64,992.64,976.37,"-"
"1118",2013-06-12,972.31,981.26,987.96,971.41,"-"
"1119",2013-06-13,989.69,972.26,990.87,969.79,"-"
"1120",2013-06-14,981.38,989.66,990.35,979.82,"-"
"1121",2013-06-17,987.84,987.4,991.62,981.38,"-"
"1122",2013-06-18,999.99,987.82,1001.49,987.82,"-"
"1123",2013-06-19,986.5,999.96,999.96,986.47,"-"
"1124",2013-06-20,960.52,986.48,986.48,957.51,"-"
"1125",2013-06-21,963.68,960.46,965.23,951.45,"-"
"1126",2013-06-24,951.05,956.93,963.68,942.79,"-"
"1127",2013-06-25,961.26,950.99,962.1,950.99,"-"
"1128",2013-06-26,963.83,960.81,968.68,960.81,"-"
"1129",2013-06-27,979.92,963.65,980.59,963.65,"-"
"1130",2013-06-28,977.48,977.74,982.44,974.72,"-"
"1131",2013-07-01,989.84,977.46,993.6,977.46,"-"
"1132",2013-07-02,989.47,989.8,995.55,982.97,"-"
"1133",2013-07-03,991.13,989.5,993.14,984.71,"-"
"1134",2013-07-05,991.13,991.12,1005.39,991.12,"-"
"1135",2013-07-08,1009.25,1005.37,1011.1,1005.37,"-"
"1136",2013-07-09,1018.05,1012.58,1018.93,1009.25,"-"
"1137",2013-07-10,1020.42,1018.23,1020.99,1015.49,"-"
"1138",2013-07-11,1033.18,1020.38,1033.34,1020.38,"-"
"1139",2013-07-12,1036.52,1032.64,1038.27,1032.48,"-"
"1140",2013-07-15,1043.3,1036.51,1043.92,1036.51,"-"
"1141",2013-07-16,1038.75,1043.59,1043.59,1036.38,"-"
"1142",2013-07-17,1042.53,1038.73,1046.13,1038.73,"-"
"1143",2013-07-18,1050.27,1042.52,1052.46,1042.52,"-"
"1144",2013-07-19,1050.48,1048.04,1050.5,1046.08,"-"
"1145",2013-07-22,1053.41,1050.46,1054.68,1049.24,"-"
"1146",2013-07-23,1052.2,1055.79,1056.86,1050.86,"-"
"1147",2013-07-24,1043.83,1052.18,1055.85,1042.38,"-"
"1148",2013-07-25,1054.18,1043.81,1054.19,1040.79,"-"
"1149",2013-07-26,1048.51,1047.38,1054.18,1042.24,"-"
"1150",2013-07-29,1040.66,1048.46,1048.78,1038.93,"-"
"1151",2013-07-30,1043.51,1040.65,1045.83,1039.92,"-"
"1152",2013-07-31,1045.26,1043.5,1053.51,1043.5,"-"
"1153",2013-08-01,1059.88,1051.23,1060.96,1045.26,"-"
"1154",2013-08-02,1059.86,1059.84,1060.07,1053.7,"-"
"1155",2013-08-05,1063.01,1059.09,1063.52,1057.72,"-"
"1156",2013-08-06,1052.14,1063,1063,1050.08,"-"
"1157",2013-08-07,1044.34,1052.1,1052.1,1042.65,"-"
"1158",2013-08-08,1049.47,1044.28,1051.82,1044.28,"-"
"1159",2013-08-09,1048.4,1049.46,1051.51,1043.82,"-"
"1160",2013-08-12,1053.67,1043.59,1053.67,1042.79,"-"
"1161",2013-08-13,1051.99,1053.57,1054.76,1046.42,"-"
"1162",2013-08-14,1047.8,1051.93,1052.7,1047.72,"-"
"1163",2013-08-15,1027.61,1047.69,1047.69,1026.72,"-"
"1164",2013-08-16,1024.3,1027.59,1030.83,1023.46,"-"
"1165",2013-08-19,1013.25,1024.29,1024.61,1013.23,"-"
"1166",2013-08-20,1028.57,1013.23,1029.5,1013.23,"-"
"1167",2013-08-21,1021.58,1028.55,1030.57,1018.85,"-"
"1168",2013-08-22,1036.2,1024.03,1036.28,1021.58,"-"
"1169",2013-08-23,1038.24,1036.19,1038.85,1032.65,"-"
"1170",2013-08-26,1038.47,1038.23,1044.66,1036.02,"-"
"1171",2013-08-27,1013.49,1038.46,1038.46,1013.11,"-"
"1172",2013-08-28,1016.5,1013.4,1020.25,1012.95,"-"
"1173",2013-08-29,1026.94,1016.43,1029.05,1015.59,"-"
"1174",2013-08-30,1010.9,1026.93,1026.93,1009.46,"-"
"1175",2013-09-03,1016.26,1010.88,1026.84,1009,"-"
"1176",2013-09-04,1025.58,1016.24,1025.61,1015.69,"-"
"1177",2013-09-05,1028.69,1025.56,1031.15,1025.56,"-"
"1178",2013-09-06,1029.55,1028.66,1034.77,1015.72,"-"
"1179",2013-09-09,1046.08,1029.52,1046.08,1029.52,"-"
"1180",2013-09-10,1055.72,1046.04,1055.76,1046.04,"-"
"1181",2013-09-11,1055.34,1055.64,1057.56,1051.47,"-"
"1182",2013-09-12,1048.48,1055.2,1055.31,1048.48,"-"
"1183",2013-09-13,1053.98,1048.47,1053.98,1047.66,"-"
"1184",2013-09-16,1056.25,1053.96,1065.25,1053.96,"-"
"1185",2013-09-17,1066.39,1056.22,1066.39,1055.8,"-"
"1186",2013-09-18,1076.97,1066.36,1080.49,1058.82,"-"
"1187",2013-09-19,1075.27,1076.94,1079.76,1072.61,"-"
"1188",2013-09-20,1072.83,1075.21,1078.2,1071.86,"-"
"1189",2013-09-23,1072.13,1072.8,1073.59,1063.9,"-"
"1190",2013-09-24,1074.68,1072.06,1081.91,1066.94,"-"
"1191",2013-09-25,1073.51,1074.62,1082,1072.58,"-"
"1192",2013-09-26,1078.41,1073.18,1081.32,1073.12,"-"
"1193",2013-09-27,1074.19,1078.37,1078.37,1070.85,"-"
"1194",2013-09-30,1073.79,1065.67,1075.49,1061.79,"-"
"1195",2013-10-01,1087.43,1073.77,1087.78,1073.47,"-"
"1196",2013-10-02,1082.55,1087.39,1087.39,1077.9,"-"
"1197",2013-10-03,1070.9,1082.53,1082.53,1064.87,"-"
"1198",2013-10-04,1078.25,1069.64,1080.74,1069.64,"-"
"1199",2013-10-07,1065.79,1078.24,1078.24,1065.78,"-"
"1200",2013-10-08,1047.26,1065.73,1067.21,1047.26,"-"
"1201",2013-10-09,1043.46,1047.24,1050.09,1037.85,"-"
"1202",2013-10-10,1069.5,1043.4,1069.78,1043.4,"-"
"1203",2013-10-11,1084.31,1066.1,1084.32,1065.81,"-"
"1204",2013-10-14,1090.3,1079.12,1090.3,1076.49,"-"
"1205",2013-10-15,1079.62,1088.05,1090.3,1077.69,"-"
"1206",2013-10-16,1092.42,1085.01,1092.91,1085.01,"-"
"1207",2013-10-17,1102.27,1088.99,1102.28,1088.61,"-"
"1208",2013-10-18,1114.77,1109.3,1115.04,1105.91,"-"
"1209",2013-10-21,1112.48,1115.66,1117.32,1110.84,"-"
"1210",2013-10-22,1115.63,1115.42,1121.53,1111.93,"-"
"1211",2013-10-23,1110.93,1111.49,1112.09,1105.35,"-"
"1212",2013-10-24,1118.84,1112.69,1120,1110.93,"-"
"1213",2013-10-25,1118.34,1121.1,1121.92,1114.25,"-"
"1214",2013-10-28,1117.97,1118.33,1119.56,1113.02,"-"
"1215",2013-10-29,1121.96,1118.86,1122.64,1114.78,"-"
"1216",2013-10-30,1105.5,1122.81,1123.26,1104.15,"-"
"1217",2013-10-31,1100.15,1106.09,1108.6,1097.84,"-"
"1218",2013-11-01,1095.67,1099.09,1101.3,1087.09,"-"
"1219",2013-11-04,1108.28,1098.62,1108.86,1098.35,"-"
"1220",2013-11-05,1103.59,1105.23,1106.09,1097.44,"-"
"1221",2013-11-06,1098.63,1108.75,1109.83,1097.2,"-"
"1222",2013-11-07,1079.09,1102.34,1103.77,1079.08,"-"
"1223",2013-11-08,1099.97,1079.95,1101.19,1079.09,"-"
"1224",2013-11-11,1101.5,1099.76,1102.86,1096.33,"-"
"1225",2013-11-12,1101.47,1099.26,1101.52,1095.36,"-"
"1226",2013-11-13,1112.18,1096.54,1112.22,1095.69,"-"
"1227",2013-11-14,1111.44,1111.41,1112.22,1105.57,"-"
"1228",2013-11-15,1116.2,1111.39,1116.31,1109.72,"-"
"1229",2013-11-18,1107.29,1118.4,1119.98,1105.22,"-"
"1230",2013-11-19,1101.38,1107.3,1112.39,1097.53,"-"
"1231",2013-11-20,1099.79,1104.04,1107.7,1096.46,"-"
"1232",2013-11-21,1119.62,1103.38,1119.67,1103.38,"-"
"1233",2013-11-22,1124.92,1120.91,1125.64,1117.56,"-"
"1234",2013-11-25,1124.72,1126.85,1128.52,1123.1,"-"
"1235",2013-11-26,1134.53,1125.45,1136.24,1124.98,"-"
"1236",2013-11-27,1141.33,1135.63,1141.5,1134.13,"-"
"1237",2013-11-29,1142.89,1145.83,1147,1142.52,"-"
"1238",2013-12-02,1129.12,1142.3,1142.3,1127.72,"-"
"1239",2013-12-03,1129.12,1125.95,1130.97,1119.68,"-"
"1240",2013-12-04,1121.38,1123.79,1128.97,1111.63,"-"
"1241",2013-12-05,1122.47,1120.8,1125.61,1119.76,"-"
"1242",2013-12-06,1131.38,1122.48,1135.88,1122.48,"-"
"1243",2013-12-09,1129.46,1132.9,1134.18,1126.38,"-"
"1244",2013-12-10,1119.69,1128.02,1131.26,1119.33,"-"
"1245",2013-12-11,1101.5,1119.82,1120.92,1099.74,"-"
"1246",2013-12-12,1103.27,1101.4,1107.18,1099.67,"-"
"1247",2013-12-13,1107.05,1105.99,1109.51,1100.77,"-"
"1248",2013-12-16,1119.85,1110.58,1120.17,1110.43,"-"
"1249",2013-12-17,1118.89,1119.4,1120.26,1112.61,"-"
"1250",2013-12-18,1112.03,1120.15,1133.76,1112.03,"-"
"1251",2013-12-19,1125.45,1131.23,1131.67,1124.93,"-"
"1252",2013-12-20,1146.47,1127.85,1147.12,1127.65,"-"
"1253",2013-12-23,1157.22,1151.39,1157.34,1151.04,"-"
"1254",2013-12-24,1157.22,1157.65,1163.67,1157.44,"-"
"1255",2013-12-26,1162.65,1161.85,1167.96,1161.41,"-"
"1256",2013-12-27,1161.09,1165.39,1165.85,1157.73,"-"
"1257",2013-12-30,1160.59,1160.63,1162.6,1158.86,"-"
"1258",2013-12-31,1163.64,1160.64,1165.64,1160.64,"-"
"1259",2014-01-02,1150.72,1160.5,1160.5,1146.6,"-"
"1260",2014-01-03,1156.09,1151.76,1157.76,1151.22,"-"
"1261",2014-01-06,1147.16,1159.27,1159.85,1146.97,"-"
"1262",2014-01-07,1157.63,1150.86,1160.02,1147.16,"-"
"1263",2014-01-08,1157.46,1159.18,1159.37,1151.97,"-"
"1264",2014-01-09,1158.35,1161.26,1163.88,1152.17,"-"
"1265",2014-01-10,1164.53,1160.17,1164.53,1154.89,"-"
"1266",2014-01-13,1148.09,1162.94,1164.12,1142.38,"-"
"1267",2014-01-14,1163.43,1151.73,1163.43,1148.09,"-"
"1268",2014-01-15,1171.35,1165.99,1171.97,1163.43,"-"
"1269",2014-01-16,1173.13,1172.71,1173.13,1168.7,"-"
"1270",2014-01-17,1168.43,1172.09,1173.37,1166.76,"-"
"1271",2014-01-21,1175.72,1175.05,1177.11,1168.28,"-"
"1272",2014-01-22,1181.29,1177.3,1182.04,1175.29,"-"
"1273",2014-01-23,1172.4,1181.34,1181.34,1166.67,"-"
"1274",2014-01-24,1144.13,1165.19,1165.19,1141.8,"-"
"1275",2014-01-27,1127.73,1147.54,1147.54,1121.12,"-"
"1276",2014-01-28,1138.24,1128.86,1138.24,1127.73,"-"
"1277",2014-01-29,1122.45,1130.13,1134.16,1119.82,"-"
"1278",2014-01-30,1139.36,1138.24,1144.54,1130.63,"-"
"1279",2014-01-31,1130.88,1138.24,1138.24,1124.51,"-"
"1280",2014-02-03,1094.59,1130.01,1130.75,1091.22,"-"
"1281",2014-02-04,1102.84,1099.69,1107.62,1094.47,"-"
"1282",2014-02-05,1093.59,1098.93,1098.93,1082.73,"-"
"1283",2014-02-06,1103.93,1095.96,1107.44,1093.59,"-"
"1284",2014-02-07,1116.55,1107.08,1116.69,1104.92,"-"
"1285",2014-02-10,1118.73,1116.76,1118.9,1109.11,"-"
"1286",2014-02-11,1129.16,1118.74,1131,1118.15,"-"
"1287",2014-02-12,1132.54,1130.21,1137.43,1129.05,"-"
"1288",2014-02-13,1147.79,1125.65,1147.79,1124.4,"-"
"1289",2014-02-14,1149.21,1148.27,1149.9,1142.68,"-"
"1290",2014-02-18,1161.48,1151.93,1162.22,1149.21,"-"
"1291",2014-02-19,1149.07,1158.38,1163.94,1148.77,"-"
"1292",2014-02-20,1162.12,1150.24,1163.02,1148.66,"-"
"1293",2014-02-21,1164.63,1166.3,1168.44,1162.12,"-"
"1294",2014-02-24,1174.55,1166.81,1180.29,1166.8,"-"
"1295",2014-02-25,1173.95,1176,1180.29,1166.8,"-"
"1296",2014-02-26,1181.72,1176.11,1188.06,1173.91,"-"
"1297",2014-02-27,1187.94,1179.28,1187.94,1176.64,"-"
"1298",2014-02-28,1183.03,1189.19,1193.5,1177.2,"-"
"1299",2014-03-03,1176.36,1174.23,1179.62,1164.77,"-"
"1300",2014-03-04,1208.65,1187.28,1212.82,1187.28,"-"
"1301",2014-03-05,1205.91,1207.29,1207.41,1203.06,"-"
"1302",2014-03-06,1204.54,1207.9,1208.8,1202.07,"-"
"1303",2014-03-07,1203.32,1209.85,1210.58,1199.06,"-"
"1304",2014-03-10,1200.54,1201.56,1202.29,1193.24,"-"
"1305",2014-03-11,1187.05,1201.55,1204.39,1183.43,"-"
"1306",2014-03-12,1191.37,1181.29,1191.37,1177.48,"-"
"1307",2014-03-13,1176.74,1194.93,1195.88,1171.87,"-"
"1308",2014-03-14,1181.41,1173.24,1184.55,1173.23,"-"
"1309",2014-03-17,1188.23,1187.12,1196.25,1186.75,"-"
"1310",2014-03-18,1205.04,1189.27,1205.04,1189.27,"-"
"1311",2014-03-19,1195.66,1204.81,1205.36,1189.56,"-"
"1312",2014-03-20,1198.97,1193.37,1200.91,1190.08,"-"
"1313",2014-03-21,1193.73,1203.16,1208.14,1192.8,"-"
"1314",2014-03-24,1178.23,1196.02,1196.7,1169.51,"-"
"1315",2014-03-25,1178.05,1183.84,1190.78,1171.95,"-"
"1316",2014-03-26,1155.49,1184.21,1185.29,1155.49,"-"
"1317",2014-03-27,1151.44,1155.05,1161.09,1146.83,"-"
"1318",2014-03-28,1151.81,1151.96,1167.52,1149.61,"-"
"1319",2014-03-31,1173.04,1158.11,1174.62,1156.67,"-"
"1320",2014-04-01,1188.7,1175.47,1189.13,1175.47,"-"
"1321",2014-04-02,1192.81,1190.79,1192.91,1187.52,"-"
"1322",2014-04-03,1181.12,1193.44,1193.96,1176.7,"-"
"1323",2014-04-04,1153.38,1187.66,1189.25,1150.41,"-"
"1324",2014-04-07,1135.78,1150.35,1150.45,1130.04,"-"
"1325",2014-04-08,1144.24,1136.87,1149,1131.27,"-"
"1326",2014-04-09,1159.96,1148.01,1160.42,1144.77,"-"
"1327",2014-04-10,1127.66,1159.27,1159.8,1123.68,"-"
"1328",2014-04-11,1111.44,1119.53,1128.96,1107.93,"-"
"1329",2014-04-14,1115.35,1120.81,1126.31,1105.56,"-"
"1330",2014-04-15,1119.49,1117.9,1123.77,1095.79,"-"
"1331",2014-04-16,1131.77,1126.46,1132.11,1121.86,"-"
"1332",2014-04-17,1137.9,1130.27,1141.11,1127.05,"-"
"1333",2014-04-21,1142.31,1139.59,1142.39,1132.22,"-"
"1334",2014-04-22,1155.61,1143.36,1157.87,1143.36,"-"
"1335",2014-04-23,1147.08,1155.05,1155.42,1146.84,"-"
"1336",2014-04-24,1144.35,1152.64,1152.82,1136.43,"-"
"1337",2014-04-25,1123.03,1139.01,1139.01,1120.98,"-"
"1338",2014-04-28,1117.06,1127.18,1131.67,1102.26,"-"
"1339",2014-04-29,1120.83,1122.04,1126.46,1118.42,"-"
"1340",2014-04-30,1126.86,1118.46,1126.96,1109.37,"-"
"1341",2014-05-01,1125.97,1126.04,1133.73,1114.29,"-"
"1342",2014-05-02,1128.8,1127.02,1137.8,1126.39,"-"
"1343",2014-05-05,1126.3,1122.22,1127.99,1115.1,"-"
"1344",2014-05-06,1108.01,1121.95,1124.05,1108.01,"-"
"1345",2014-05-07,1108.55,1109.61,1110.85,1093.28,"-"
"1346",2014-05-08,1097.43,1107.61,1119.79,1095.51,"-"
"1347",2014-05-09,1107.22,1092.4,1107.38,1091.5,"-"
"1348",2014-05-12,1133.65,1111.69,1136.95,1111.69,"-"
"1349",2014-05-13,1121.16,1132.77,1134.45,1121.03,"-"
"1350",2014-05-14,1103.14,1120.03,1120.03,1102.06,"-"
"1351",2014-05-15,1095.99,1099.19,1099.19,1082.53,"-"
"1352",2014-05-16,1102.91,1095.18,1102.91,1088.56,"-"
"1353",2014-05-19,1114.43,1100.58,1116.04,1099.62,"-"
"1354",2014-05-20,1097.9,1112.08,1112.08,1092,"-"
"1355",2014-05-21,1103.63,1101.37,1107.26,1093.67,"-"
"1356",2014-05-22,1113.87,1105.45,1116.61,1105.15,"-"
"1357",2014-05-23,1126.19,1115.3,1126.2,1113.75,"-"
"1358",2014-05-27,1142.2,1132.43,1144.1,1132.43,"-"
"1359",2014-05-28,1136.68,1140.84,1140.84,1132.95,"-"
"1360",2014-05-29,1140.07,1140.09,1141.35,1134.78,"-"
"1361",2014-05-30,1134.5,1141.73,1141.73,1130.8,"-"
"1362",2014-06-02,1128.9,1136.37,1136.82,1121.05,"-"
"1363",2014-06-03,1126.15,1125.23,1129.26,1118.66,"-"
"1364",2014-06-04,1131.22,1122.91,1131.75,1119.86,"-"
"1365",2014-06-05,1153.94,1133.78,1153.94,1128.4,"-"
"1366",2014-06-06,1165.21,1158.69,1167.54,1158.39,"-"
"1367",2014-06-09,1175.88,1166.28,1179.84,1166.14,"-"
"1368",2014-06-10,1172.71,1173.12,1173.84,1166.9,"-"
"1369",2014-06-11,1166.71,1167.69,1168.99,1161.43,"-"
"1370",2014-06-12,1159.4,1165.27,1165.37,1156.07,"-"
"1371",2014-06-13,1162.68,1162.59,1164.09,1154.33,"-"
"1372",2014-06-16,1166.82,1162.02,1166.93,1158.1,"-"
"1373",2014-06-17,1176.62,1165.64,1179.29,1163.67,"-"
"1374",2014-06-18,1183.13,1176.64,1183.38,1172.03,"-"
"1375",2014-06-19,1184.03,1185.88,1186.78,1177.8,"-"
"1376",2014-06-20,1188.42,1186.13,1188.52,1182.05,"-"
"1377",2014-06-23,1184.95,1189.47,1190.31,1183.16,"-"
"1378",2014-06-24,1173.24,1182.96,1193.6,1172.98,"-"
"1379",2014-06-25,1182.68,1168.74,1182.75,1168.53,"-"
"1380",2014-06-26,1180.71,1182.61,1182.79,1172.91,"-"
"1381",2014-06-27,1189.5,1175.25,1189.5,1175.02,"-"
"1382",2014-06-30,1192.96,1188.41,1193.4,1185.24,"-"
"1383",2014-07-01,1205.95,1196.23,1213.55,1196.13,"-"
"1384",2014-07-02,1199.5,1204.78,1207.37,1198.58,"-"
"1385",2014-07-03,1208.15,1203.47,1208.15,1203.43,"-"
"1386",2014-07-07,1186.74,1204.64,1204.65,1186.57,"-"
"1387",2014-07-08,1172.15,1184.72,1184.72,1166.97,"-"
"1388",2014-07-09,1173.81,1174.87,1177.37,1170.13,"-"
"1389",2014-07-10,1161.86,1158.59,1168.22,1151.12,"-"
"1390",2014-07-11,1159.93,1160.12,1161.76,1155.2,"-"
"1391",2014-07-14,1165.62,1168,1169.55,1163.85,"-"
"1392",2014-07-15,1153.81,1165.54,1167.45,1148.73,"-"
"1393",2014-07-16,1151.55,1159.3,1159.96,1148.18,"-"
"1394",2014-07-17,1133.6,1146.96,1150.48,1131.42,"-"
"1395",2014-07-18,1151.61,1131.92,1152.02,1131.83,"-"
