"","Bovespa (BVSP)_history.csv Date","Bovespa (BVSP)_history.csv Price","Bovespa (BVSP)_history.csv Open","Bovespa (BVSP)_history.csv High","Bovespa (BVSP)_history.csv Low","Bovespa (BVSP)_history.csv Volume"
"108",2009-06-09,53157.13,53632.78,54102.37,52844.66,"1230000"
"109",2009-06-10,53410.93,53158.69,54047.58,52819.04,"1440000"
"110",2009-06-12,53558.23,53410.93,53935.51,53142.68,"1420000"
"111",2009-06-15,52033.82,53558.06,53558.06,51252.03,"1660000"
"112",2009-06-16,51205.78,52035.19,52493.65,51165.62,"1330000"
"113",2009-06-17,51045.84,51196.88,51196.88,50264.97,"1640000"
"114",2009-06-18,50903.02,51049.68,51275.1,50510.19,"1160000"
"115",2009-06-19,51373.77,50907.73,51665.37,50907.73,"1230000"
"116",2009-06-22,49494.8,51366.56,51366.56,49410.66,"1600000"
"117",2009-06-23,49813.58,49496.14,49902.2,49130.02,"1400000"
"118",2009-06-24,49672.12,49818.78,50758.35,49519.79,"1370000"
"119",2009-06-25,51514.81,49668.29,51514.81,49327.3,"1590000"
"120",2009-06-26,51485.61,51516.5,51934.6,51340.84,"1220000"
"121",2009-06-29,52137.58,51488.28,52275.39,51488.28,"1050000"
"122",2009-06-30,51465.46,52142.84,52435.45,51101.68,"1320000"
"123",2009-07-01,51543.78,51464.03,52382.59,51464.03,"1370000"
"124",2009-07-02,51024.94,51538.3,51538.3,50607.51,"1010000"
"125",2009-07-03,50934.69,51025.8,51167.36,50914.83,"487810"
"126",2009-07-06,50622.47,50931.55,50931.55,49691.06,"1380000"
"127",2009-07-07,49456.7,50619.12,50621.42,49399.98,"1640000"
"128",2009-07-08,49177.55,49460.27,49845.94,48455.81,"1550000"
"129",2009-07-10,49220.78,49174.87,49326.35,48714.46,"1040000"
"130",2009-07-13,49186.93,49221.29,49643.72,48261.84,"1330000"
"131",2009-07-14,48872.58,49185.91,49646.96,48573.38,"1430000"
"132",2009-07-15,51296.66,48875.63,51488.37,48875.63,"1890000"
"133",2009-07-16,51918.2,51291.7,52338.14,50702.65,"1550000"
"134",2009-07-17,52072.49,51918.2,52352.32,51736.11,"1230000"
"135",2009-07-20,53154.93,52072.88,53262.15,52072.88,"1500000"
"136",2009-07-21,53233.57,53154.83,53715.54,52519.67,"1400000"
"137",2009-07-22,53072.57,53232.03,53663.62,52543.47,"1360000"
"138",2009-07-23,54249.36,53073.53,54628.73,53064.85,"2060000"
"139",2009-07-24,54457.29,54249.36,54600.26,54036.54,"1130000"
"140",2009-07-27,54548.99,54457.64,54885.66,53942.98,"1110000"
"141",2009-07-28,54471.54,54546.89,54546.89,53779.4,"1300000"
"142",2009-07-29,53734.53,54469.67,54469.67,53255.83,"1230000"
"143",2009-07-30,54478.43,53734.96,55083.23,53734.96,"1250000"
"144",2009-07-31,54765.72,54474.1,54979.68,54206.02,"1230000"
"145",2009-08-03,55997.81,54765.65,56200.47,54765.65,"1260000"
"146",2009-08-04,56038.07,55997.81,56656.02,55727.42,"1510000"
"147",2009-08-05,56384.08,56041.34,56585.96,55406.73,"1240000"
"148",2009-08-06,55754.88,56384.67,56780.48,55361.08,"1330000"
"149",2009-08-07,56329.51,55757.58,56643.57,55757.58,"1260000"
"150",2009-08-10,56830.01,56329.02,56830.01,56150.83,"1190000"
"151",2009-08-11,55761.16,56816.14,56816.21,55568.27,"1410000"
"152",2009-08-12,56588.26,55761.23,56696.08,55713.57,"1660000"
"153",2009-08-13,57047.98,56588.26,57366.78,56532.89,"1510000"
"154",2009-08-14,56638,57047.5,57189.79,55978.55,"1500000"
"155",2009-08-17,55218.37,56635.66,56635.66,54881.36,"1400000"
"156",2009-08-18,55748.92,55218.8,55891.12,55215.93,"1130000"
"157",2009-08-19,56156.28,55748.48,56211.58,54917.8,"1280000"
"158",2009-08-20,56831.48,56172.78,56896.8,56142.75,"1070000"
"159",2009-08-21,57728.59,56835.61,57782.26,56835.61,"1240000"
"160",2009-08-24,57775.37,57731.07,58633.67,57697.9,"1430000"
"161",2009-08-25,57421.43,57778.47,58311.49,57400.76,"1250000"
"162",2009-08-26,57765.69,57424.82,57791.23,57105.6,"1240000"
"163",2009-08-27,57703.85,57768.66,57877.77,56845.23,"1350000"
"164",2009-08-28,57700.57,57703.99,58135.87,57343.97,"1180000"
"165",2009-08-31,56488.98,57697.68,57697.68,56169.87,"1500000"
"166",2009-09-01,55814.96,56489.4,57001.66,55764.1,"1440000"
"167",2009-09-02,55385.72,55813.1,55948.24,55385.72,"1640000"
"168",2009-09-03,55707.17,55389.31,55887.74,55338.92,"1270000"
"169",2009-09-04,56652.28,55707.1,56728.85,55656.02,"1200000"
"170",2009-09-08,57854.8,56654.97,57854.8,56654.97,"1370000"
"171",2009-09-09,57909.95,57844.32,58089.27,57533.71,"1360000"
"172",2009-09-10,58535.79,57908.38,58538.33,57614.92,"1400000"
"173",2009-09-11,58366.38,58536.71,58833.99,58144.87,"1120000"
"174",2009-09-14,58867.55,58363.24,58867.55,57753.24,"990510"
"175",2009-09-15,59263.86,58867.55,59401.2,58691.4,"1130000"
"176",2009-09-16,60410.66,59264.66,60526.09,59264.66,"1810000"
"177",2009-09-17,60236.03,60408.66,61027.02,60115.81,"1590000"
"178",2009-09-18,60703.01,60236.13,60709.87,60158.24,"1290000"
"179",2009-09-21,60928.02,60703.03,61065.5,60014.43,"1360000"
"180",2009-09-22,61493.39,60937.9,62017.03,60937.9,"1590000"
"181",2009-09-23,60496.19,61488.83,61630.49,60477.67,"1520000"
"182",2009-09-24,60046.28,60496.3,60977.68,59599.75,"1310000"
"183",2009-09-25,60355.73,60044.63,60471.81,59755.31,"989790"
"184",2009-09-28,61316.62,60356.89,61316.62,60356.89,"955740"
"185",2009-09-29,61235.26,61315.5,61599.45,60750.46,"1180000"
"186",2009-09-30,61517.89,61240.92,61926.31,60978.36,"1540000"
"187",2009-10-01,60459.33,61518.95,61518.95,60305.66,"1400000"
"188",2009-10-02,61171.99,60453.34,61332.97,59677.9,"1740000"
"189",2009-10-05,62369.3,61177.82,62459.54,61177.82,"1340000"
"190",2009-10-06,62670.59,62377.61,63291,62002.03,"1670000"
"191",2009-10-07,62638.28,62666.02,63015.2,62104.18,"1410000"
"192",2009-10-08,63759.87,62640.02,63816.3,62640.02,"1770000"
"193",2009-10-09,64071.01,63771.52,64177.01,63493.12,"1150000"
"194",2009-10-13,64645.59,64074.53,64645.59,63966.67,"1190000"
"195",2009-10-14,66201.13,64653.43,66393.41,64653.43,"2100000"
"196",2009-10-15,66703.31,66199.02,66703.31,65836.77,"1330000"
"197",2009-10-16,66200.48,66703.05,66703.05,65498.54,"1480000"
"198",2009-10-19,67239.45,66200.48,67529.9,66193.95,"1400000"
"199",2009-10-20,65303.11,67230.77,67230.77,64075.98,"2650000"
"200",2009-10-21,65485.59,65302.45,67157.31,65221.46,"1790000"
"201",2009-10-22,66134.97,65489.75,66502.26,65453.97,"1270000"
"202",2009-10-23,65058.84,66143.95,66982.08,64987.84,"1390000"
"203",2009-10-26,65085.55,65055.54,65901.09,64500.69,"1380000"
"204",2009-10-27,63161.04,65089.71,65497.97,63161.04,"1500000"
"205",2009-10-28,60162.31,63161.04,63173.1,60146.38,"2240000"
"206",2009-10-29,63720.58,60166.65,63906.98,60166.65,"1750000"
"207",2009-10-30,61545.5,63720.72,64226.11,60912.74,"2e+06"
"208",2009-11-03,62643.23,61539.2,63237.17,60723.96,"1900000"
"209",2009-11-04,63912.57,62649.99,64142.27,62649.99,"1890000"
"210",2009-11-05,64815.72,63907.38,64829.66,63699.86,"1580000"
"211",2009-11-06,64466.13,64820.15,65093.65,63586.55,"1660000"
"212",2009-11-09,66214.34,64474.89,66235.54,64474.89,"1600000"
"213",2009-11-10,66303.48,66214.34,66708.69,65705.51,"1650000"
"214",2009-11-11,66431.23,66303.48,67170.3,66027.66,"1810000"
"215",2009-11-12,64447.93,66427.12,66613.8,64318.86,"1910000"
"216",2009-11-13,65325.63,64451.89,65788.31,64228.85,"1860000"
"217",2009-11-16,66627.09,65325.52,66896.16,65325.52,"1760000"
"218",2009-11-17,67405.98,66632.02,67409.12,66231.84,"1730000"
"219",2009-11-18,66515.66,67430.23,68059.62,66494.2,"1590000"
"220",2009-11-19,66327.27,66513.91,66564.34,65547.15,"1470000"
"221",2009-11-23,66809.4,66335.44,67365.23,66335.44,"1580000"
"222",2009-11-24,67317,66811.72,67317,65969.2,"1350000"
"223",2009-11-25,67917.08,67319.38,67997.05,67240.76,"1390000"
"224",2009-11-26,66391.8,67911.38,67911.38,66235.59,"825670"
"225",2009-11-27,67082.15,66370.84,67085.88,65737.25,"1170000"
"226",2009-11-30,67044.44,67082.15,67545.13,66875.78,"2220000"
"227",2009-12-01,68408.4,67050.75,68757.28,67050.75,"2330000"
"228",2009-12-02,68614.79,68412.09,69139.02,68412.09,"1360000"
"229",2009-12-03,68314.81,68622.33,69336.13,68307.7,"1220000"
"230",2009-12-04,67603.52,68315.62,69361,67328.31,"1410000"
"231",2009-12-07,68512.19,67610.86,68866.33,67610.86,"1190000"
"232",2009-12-08,67728.51,68510.91,68510.91,67470.25,"1550000"
"233",2009-12-09,68011.98,67735.52,68271.7,67483.59,"1140000"
"234",2009-12-10,68728.29,68021.41,68912.33,68021.41,"1470000"
"235",2009-12-11,69267.47,68749.59,69502.27,68749.59,"1490000"
"236",2009-12-14,69349.4,69272.56,69785.41,69193.36,"1290000"
"237",2009-12-15,69310.8,69344.95,69514.59,68821.61,"1280000"
"238",2009-12-16,68622.4,69309.75,69622.18,68465.55,"1710000"
"239",2009-12-17,67067.95,68618.62,68618.62,66791.95,"1340000"
"240",2009-12-18,66794.2,67068.4,67281.12,66321.93,"1080000"
"241",2009-12-21,65925.19,66806.27,67670.94,65925.19,"1410000"
"242",2009-12-22,67417.93,65940.18,67421.45,65940.18,"1270000"
"243",2009-12-23,67588.86,67418.34,67810.16,66943.11,"904330"
"244",2009-12-28,67901.7,67591.05,68277.38,67591.05,"556350"
"245",2009-12-29,68296.04,67901.7,68308.77,67901.7,"669250"
"246",2009-12-30,68588.41,68276.54,68588.41,67748.98,"1180000"
"247",2010-01-04,70045.08,68587.16,70080.97,68587.16,"1660000"
"248",2010-01-05,70239.81,70045.66,70594.55,69927.8,"1980000"
"249",2010-01-06,70729.34,70236.5,70936.59,70016.47,"2240000"
"250",2010-01-07,70451.12,70722.91,70722.91,70045.05,"1550000"
"251",2010-01-08,70262.7,70455.23,70765.88,70158.13,"1630000"
"252",2010-01-11,70433.48,70267.23,71068.05,70158.3,"1570000"
"253",2010-01-12,70075.77,70428.81,70428.81,69284.02,"1630000"
"254",2010-01-13,70385.47,70080.52,70626.26,69535.22,"1820000"
"255",2010-01-14,69801.41,70376.84,70508.2,69661.25,"1830000"
"256",2010-01-15,68978.3,69779.55,69787.84,68695.3,"1650000"
"257",2010-01-18,69400.93,68983.2,69748.16,68983.2,"1140000"
"258",2010-01-19,69908.59,69396.2,70036.48,68867.3,"1320000"
"259",2010-01-20,68200.06,69901.38,69901.38,67546.34,"1990000"
"260",2010-01-21,66270.13,68200.22,68458.4,65996.26,"2260000"
"261",2010-01-22,66220.04,66263.63,66660.15,65445.43,"1300000"
"262",2010-01-26,65523.73,66212.9,66212.9,64718.91,"1990000"
"263",2010-01-27,65069.79,65527.31,65663.4,64553.09,"1810000"
"264",2010-01-28,65587.8,65071.45,66049.09,64541.49,"1650000"
"265",2010-01-29,65401.77,65591.3,66575.98,65140.33,"1820000"
"266",2010-02-01,66571.73,65402.25,66763.43,65361.8,"1490000"
"267",2010-02-02,67163.2,66588.77,67320.58,66538.84,"1590000"
"268",2010-02-03,67108.55,67163.04,67346.55,66774.23,"1760000"
"269",2010-02-04,63934.01,67100.48,67100.48,63749.52,"2260000"
"270",2010-02-05,62762.7,63934.14,64000.62,61341.11,"3050000"
"271",2010-02-08,63153.09,62759.82,63922.92,62727.6,"1880000"
"272",2010-02-09,64718.17,63163.5,65525.94,63163.5,"1360000"
"273",2010-02-10,65051.42,64721.3,65169.82,64320.46,"891040"
"274",2010-02-11,66128.94,65049.67,66145.27,64344.48,"1260000"
"275",2010-02-12,65854.97,66128.94,66133.38,65122.58,"873280"
"276",2010-02-17,67284.56,65863.45,67542.19,65863.45,"1040000"
"277",2010-02-18,67836.08,67284.83,67836.08,66550.09,"1290000"
"278",2010-02-19,67597.43,67810.51,67935.23,67210.13,"1250000"
"279",2010-02-22,67184.16,67598.38,68119.58,67035.01,"1400000"
"280",2010-02-23,66108.33,67178.73,67178.73,65660.25,"1640000"
"281",2010-02-24,65794.77,66110.33,66513.63,65534.34,"1570000"
"282",2010-02-25,66121.04,65765.44,66324.75,64428.97,"1790000"
"283",2010-02-26,66503.27,66117.8,66510.01,65607.45,"1730000"
"284",2010-03-01,67227.93,66510.94,67397.34,66510.94,"1360000"
"285",2010-03-02,67779.16,67227.93,68249.63,67227.93,"1710000"
"286",2010-03-03,67641.34,67779.7,68813.43,67481.9,"2110000"
"287",2010-03-04,67814.7,67642.97,68197.72,66923.97,"1400000"
"288",2010-03-05,68846.5,67822.75,68930.38,67822.75,"1950000"
"289",2010-03-08,68575.47,68850.8,69070.05,68318.27,"1430000"
"290",2010-03-09,69576.38,68573.29,70143.94,68255.02,"2460000"
"291",2010-03-10,69979.27,69577.54,70476.34,69577.54,"1910000"
"292",2010-03-11,69884.61,69980.84,70183.45,69411.4,"1630000"
"293",2010-03-12,69341.38,69900.63,70486.15,69341.38,"1570000"
"294",2010-03-15,69023.75,69339.5,69384.09,68622.76,"1450000"
"295",2010-03-16,69942.2,69023.45,69948.98,69021.8,"1300000"
"296",2010-03-17,69723.23,69944.69,70423.95,69376.19,"1370000"
"297",2010-03-18,69697.33,69725.91,70127.72,68972.41,"1660000"
"298",2010-03-19,68828.98,69701.13,69998.36,68773.09,"1960000"
"299",2010-03-22,69041.73,68813.61,69121.09,67899.04,"1400000"
"300",2010-03-23,69386.72,69048.73,69612.73,68913.43,"1610000"
"301",2010-03-24,68913.4,69382.16,69677.2,68743.65,"1600000"
"302",2010-03-25,68441.66,68915.98,69571.95,68376.52,"1480000"
"303",2010-03-26,68682.66,68442.2,68909.81,68024.37,"1770000"
"304",2010-03-29,69939.12,68681.26,69942.63,68681.26,"1530000"
"305",2010-03-30,69959.58,69941.84,70450.66,69750.47,"1490000"
"306",2010-03-31,70371.54,69959.58,70391.8,69573.05,"1680000"
"307",2010-04-01,71136.34,70374.54,71401.09,70373.04,"1550000"
"308",2010-04-05,71289.68,71148.45,71645.26,71148.45,"1320000"
"309",2010-04-06,71095.65,71289.63,71711.44,70822.81,"1700000"
"310",2010-04-07,70792.94,71092.38,71257.34,70531.05,"1720000"
"311",2010-04-08,71784.77,70792.54,71805.04,70461.58,"1700000"
"312",2010-04-09,71417.27,71783.16,71989.18,71306.97,"1680000"
"313",2010-04-12,70614.36,71413.68,71606.79,70505.44,"1470000"
"314",2010-04-13,70792.4,70618.37,71053.49,70168.89,"1630000"
"315",2010-04-14,71034.85,70793.63,71207.26,70628.28,"1760000"
"316",2010-04-15,70524.35,71036.07,71065.5,70429.28,"2260000"
"317",2010-04-16,69421.35,70521.83,70521.83,69012.98,"2040000"
"318",2010-04-19,69097.58,69418.33,69431.13,68377.96,"1720000"
"319",2010-04-20,69318.44,69100.69,69701.84,69100.69,"1750000"
"320",2010-04-22,69386.41,69312.97,69527.72,68080.81,"1790000"
"321",2010-04-23,69509.49,69387.87,69709.07,68831.86,"1370000"
"322",2010-04-26,68871.94,69509.36,69810.17,68813.33,"1180000"
"323",2010-04-27,66511.1,68868.17,68868.17,66499.1,"2060000"
"324",2010-04-28,66655.71,66512.66,67253.27,65914.2,"1860000"
"325",2010-04-29,67978.05,66660.74,68012.4,66660.74,"1610000"
"326",2010-04-30,67529.73,67975.08,67975.08,67242.66,"2120000"
"327",2010-05-03,67119.41,67533.75,67968.73,66722.64,"1780000"
"328",2010-05-04,64869.32,67116.31,67116.31,64588.17,"2820000"
"329",2010-05-05,64914.17,64859.43,65611.84,63533.43,"2680000"
"330",2010-05-06,63414.22,64914.73,65533.22,60774.25,"3210000"
"331",2010-05-07,62870.88,63416.45,63945.25,61662.52,"2900000"
"332",2010-05-10,65452.68,62871.98,66083.32,62871.98,"2380000"
"333",2010-05-11,64424.89,65448.75,65732.6,64424.89,"2400000"
"334",2010-05-12,65223.63,64438.1,65351.09,64438.1,"1980000"
"335",2010-05-13,64788.22,65222.63,65427.44,64737.75,"1800000"
"336",2010-05-14,63412.47,64786.55,64786.55,63049.8,"2220000"
"337",2010-05-17,62866.26,63406.48,63593.46,61824.6,"2750000"
"338",2010-05-18,60841.08,62870.62,63529.29,60809.83,"2790000"
"339",2010-05-19,59689.32,60841.08,60849.87,59068.09,"3200000"
"340",2010-05-20,58192.08,59684.32,59684.32,57633.9,"3370000"
"341",2010-05-21,60259.33,58192.39,60302.72,57996.6,"2560000"
"342",2010-05-24,59915.14,60254.88,60849.81,59814.59,"1790000"
"343",2010-05-25,59184.08,59911.8,59911.8,57876.18,"2480000"
"344",2010-05-26,60190.36,59182.17,60701.42,59178.74,"3640000"
"345",2010-05-27,62091.77,60191.17,62261.95,60188.55,"2390000"
"346",2010-05-28,61946.99,62080.34,62246.9,61305.31,"2080000"
"347",2010-05-31,63046.51,61949.75,63046.51,61949.75,"1200000"
"348",2010-06-01,61840.99,63033.1,63033.1,61605.43,"2250000"
"349",2010-06-02,62942.91,61836.08,63197.71,61813.53,"1880000"
"350",2010-06-04,61675.75,62940.34,62940.34,61422.19,"1690000"
"351",2010-06-07,61182.92,61674.96,62118.67,61099.17,"1630000"
"352",2010-06-08,61793.64,61186.76,62000.13,61186.76,"1610000"
"353",2010-06-09,61478.61,61799.45,62684.49,61478.61,"1740000"
"354",2010-06-10,63048.8,61484.49,63146.32,61484.49,"1720000"
