"","Bovespa (BVSP)_history.csv Date","Bovespa (BVSP)_history.csv Price","Bovespa (BVSP)_history.csv Open","Bovespa (BVSP)_history.csv High","Bovespa (BVSP)_history.csv Low","Bovespa (BVSP)_history.csv Volume"
"1383",2014-07-27,57821.08,57821.08,57821.08,57821.08,"-"
"1384",2014-07-28,57695.72,57823.15,58040.46,57414.51,"2370000"
"1385",2014-07-29,57118.81,57697.44,58013.45,57082.9,"2700000"
"1386",2014-07-30,56877.97,57118.67,57439.06,56705.96,"2450000"
"1387",2014-07-31,55829.41,56877.89,56877.89,55502.21,"3490000"
"1388",2014-08-01,55902.87,55827.37,56058.64,55266.87,"3230000"
"1389",2014-08-02,55902.87,55902.87,55902.87,55902.87,"-"
"1390",2014-08-04,56616.33,55906.45,56620.27,55585.52,"2200000"
"1391",2014-08-05,56202.1,56621.07,56937.41,56063.55,"3750000"
"1392",2014-08-06,56487.18,56201.64,56797.17,55695.59,"4010000"
"1393",2014-08-07,56188.05,56487.18,56922.92,55985.49,"3050000"
"1394",2014-08-08,55572.93,56186.89,56186.89,55319.36,"3020000"
"1395",2014-08-10,55572.93,55572.93,55572.93,55572.93,"-"
"1396",2014-08-11,56613.32,55578.04,56657.15,55578.04,"2670000"
"1397",2014-08-12,56442.34,56613.17,56811.11,56312.08,"2150000"
"1398",2014-08-13,55581.19,56454.17,56736.04,55238.61,"4810000"
"1399",2014-08-14,55780.41,55557.5,55946.54,55436.88,"3050000"
"1400",2014-08-15,56963.65,55783.18,56965.35,55783.18,"3440000"
"1401",2014-08-18,57560.72,56968.35,57664.9,56968.35,"3270000"
"1402",2014-08-19,58449.29,57561.23,58474.93,57370.97,"3480000"
"1403",2014-08-20,58878.24,58449.92,59010.08,58320.02,"3300000"
"1404",2014-08-21,58992.11,58878.24,59207.06,58558.19,"3320000"
"1405",2014-08-22,58407.32,58991.72,58991.72,58164.22,"2330000"
"1406",2014-08-25,59735.17,58407.85,59742.65,58407.85,"2880000"
"1407",2014-08-26,59821.45,59735.17,60092.95,59522.4,"4010000"
"1408",2014-08-27,60950.57,59821.81,61246.67,59821.81,"5390000"
"1409",2014-08-28,60290.87,60945.24,60980.1,60188.78,"4460000"
"1410",2014-08-29,61288.15,60291.37,61442.93,60272.51,"4940000"
"1411",2014-08-31,61288.15,61288.15,61288.15,61288.15,"-"
"1412",2014-09-01,61141.27,61294.48,62279.27,61141.27,"2770000"
"1413",2014-09-02,61895.98,61141.5,62231.23,60930.48,"4e+06"
"1414",2014-09-03,61837.04,61899.83,62304.88,61198.91,"4160000"
"1415",2014-09-04,60800.02,61836.36,61836.36,60739.25,"4010000"
"1416",2014-09-05,60681.98,60800.26,61029.65,60243.71,"3810000"
"1417",2014-09-08,59192.75,60708.13,61512.6,59191.34,"4390000"
"1418",2014-09-09,58676.34,59157.79,59484.88,58306.19,"4460000"
"1419",2014-09-10,58198.66,58674.6,58674.6,57449.62,"3810000"
"1420",2014-09-11,58337.29,58202.26,58808.63,58112.43,"2890000"
"1421",2014-09-12,56927.81,58336.31,58336.31,56666.42,"4620000"
"1422",2014-09-13,56927.81,56927.81,56927.81,56927.81,"-"
"1423",2014-09-15,57948.76,56929.91,57948.76,56851.71,"2900000"
"1424",2014-09-16,59114.66,57948.76,60242.79,57946.15,"4880000"
"1425",2014-09-17,59108.19,59115.3,60024.6,59095.71,"3530000"
"1426",2014-09-18,58374.48,59107.69,59266.72,58118.28,"3850000"
"1427",2014-09-19,57788.7,58355.9,58516.35,57513.84,"3460000"
"1428",2014-09-22,56818.11,57787.94,57787.94,55974.22,"3810000"
"1429",2014-09-23,56540.5,56818.11,57332.2,56086.44,"3320000"
"1430",2014-09-24,56824.42,56538.98,57130.7,55933.81,"2850000"
"1431",2014-09-25,55962.08,56821.56,56821.56,55875.78,"2850000"
"1432",2014-09-26,57212.38,55965.21,57488.78,55946.01,"2980000"
"1433",2014-09-27,57212.38,57212.38,57212.38,57212.38,"-"
"1434",2014-09-29,54625.35,57210.61,57210.61,54124.13,"5190000"
"1435",2014-09-30,54115.98,54625.83,54625.83,53536.38,"5220000"
"1436",2014-10-01,52858.43,54115.21,54115.21,52646.55,"4920000"
"1437",2014-10-02,53518.57,52858.61,54022.44,52480.48,"3990000"
"1438",2014-10-03,54539.55,53518.57,54539.55,53367.72,"3710000"
"1439",2014-10-06,57115.9,54542.32,58897.45,54542.32,"6710000"
"1440",2014-10-07,57436.33,57124.37,58317.95,57124.37,"4870000"
"1441",2014-10-08,57058.48,57440.31,58190.86,56198.62,"4810000"
"1442",2014-10-09,57267.53,57079.24,58246.08,57076.88,"4500000"
"1443",2014-10-10,55311.59,57266.06,57266.06,55311.59,"3640000"
"1444",2014-10-13,57956.53,55312.91,58747.38,55312.91,"4540000"
"1445",2014-10-14,58015.46,57945.6,58856.25,57258.12,"3900000"
"1446",2014-10-15,56135.27,58012.31,58012.31,54919.04,"5670000"
"1447",2014-10-16,54298.33,56123.85,56123.85,54132.08,"5430000"
"1448",2014-10-17,55723.79,54298.33,55948.64,54298.33,"4410000"
"1449",2014-10-20,54302.57,55720.22,55720.22,54299.88,"3870000"
"1450",2014-10-21,52432.43,54300.11,54300.11,51922.45,"6580000"
"1451",2014-10-22,52411.03,52427.12,53229.42,52064.4,"3760000"
"1452",2014-10-23,50713.26,52409.43,52409.43,50653.54,"6350000"
"1453",2014-10-24,51940.73,50687.41,53145.51,50595.7,"5850000"
"1454",2014-10-27,50503.66,51937.39,51937.39,48722.29,"8e+06"
"1455",2014-10-28,52330.03,50503.66,52374.3,50502.95,"5760000"
"1456",2014-10-29,51049.32,52330.03,52330.03,51049.32,"4920000"
"1457",2014-10-30,52336.83,51049.32,52574.39,51049.32,"4300000"
"1458",2014-10-31,54628.6,52338.15,54628.6,52334.81,"5350000"
"1459",2014-11-03,53947.21,54628.6,54628.6,53053.95,"3670000"
"1460",2014-11-04,54383.59,53947.21,54383.59,53431.87,"3530000"
"1461",2014-11-05,53698.42,54383.59,54383.59,53588.79,"2900000"
"1462",2014-11-06,52637.06,53696.81,53696.81,52417.76,"3690000"
"1463",2014-11-07,53222.85,52637.06,53483,52197.07,"3590000"
"1464",2014-11-10,52725.38,53222.85,53829.63,52716.2,"2970000"
"1465",2014-11-11,52474.27,52718.22,52718.22,52003.02,"2680000"
"1466",2014-11-12,52978.89,52473.34,53435.43,52187.22,"3200000"
"1467",2014-11-13,51846.03,52978.83,53322.89,51846.03,"3030000"
"1468",2014-11-14,51772.4,51833.71,51899.9,50885.65,"3790000"
"1469",2014-11-16,51772.4,51772.4,51772.4,51772.4,"-"
"1470",2014-11-17,51256.99,51772.4,52222.64,51047,"2820000"
"1471",2014-11-18,52061.86,51257.05,52122.23,51067.46,"3640000"
"1472",2014-11-19,53402.81,52061.86,53402.81,52031.54,"4250000"
"1473",2014-11-21,56084.04,53403.06,56214.05,53403.06,"6030000"
"1474",2014-11-24,55406.91,56085.98,57359.27,55292.35,"4590000"
"1475",2014-11-25,55560.81,55410.27,56386.64,55204.32,"5030000"
"1476",2014-11-26,55098.47,55561,56099.79,54977.2,"3030000"
"1477",2014-11-27,54721.32,55099.55,56065.13,54592.74,"2290000"
"1478",2014-11-28,54724,54731.41,55436.29,54664.36,"2640000"
"1479",2014-12-01,52276.58,54719.47,54719.47,52156.49,"4310000"
"1480",2014-12-02,51612.47,52277.58,52639.71,51471.07,"3300000"
"1481",2014-12-03,52320.48,51610.92,52470.58,51610.92,"2720000"
"1482",2014-12-04,51426.87,52320.48,52539.13,51073.96,"2910000"
"1483",2014-12-05,51992.89,51427.37,52023.97,51163.82,"2530000"
"1484",2014-12-08,50274.07,51992.89,51992.89,50015.72,"3300000"
"1485",2014-12-09,50193.47,50250.8,50260.12,49395.62,"3850000"
"1486",2014-12-10,49548.08,50192.39,50192.39,49297.07,"3170000"
"1487",2014-12-11,49861.81,49548.58,49946.34,48808.99,"3830000"
"1488",2014-12-12,48001.98,49861.33,49861.33,47973.27,"3760000"
"1489",2014-12-14,48001.98,48001.98,48001.98,48001.98,"-"
"1490",2014-12-15,47018.68,48002.48,48401.15,46409.71,"4690000"
"1491",2014-12-16,47007.51,47016.18,47594.75,45852.81,"5340000"
"1492",2014-12-17,48713.64,47008.01,49257.88,47008.01,"6210000"
"1493",2014-12-18,48495.7,48714.43,49564.55,48295.68,"4240000"
"1494",2014-12-19,49650.98,48491.95,49657.58,48435.43,"3620000"
"1495",2014-12-22,50120.86,49650.98,50120.86,49104.55,"2680000"
"1496",2014-12-23,50889.81,50120.86,50889.81,49814.97,"2670000"
"1497",2014-12-24,50889.81,50889.81,50889.81,50889.81,"-"
"1498",2014-12-26,50144.63,50890.81,50973.42,49913.81,"1910000"
"1499",2014-12-28,50144.63,50144.63,50144.63,50144.63,"-"
"1500",2014-12-29,50593.82,50145.18,50902.96,50008.01,"1850000"
"1501",2014-12-30,50007.41,50601,50841.24,49992.91,"2930000"
"1502",2015-01-02,48512.22,50004.5,50004.5,48345.26,"2880000"
"1503",2015-01-05,47516.82,48512.22,48512.22,47263.91,"3870000"
"1504",2015-01-06,48000.92,47517.14,48061.28,47337.71,"4560000"
"1505",2015-01-07,49462.91,48006.05,49882.26,48006.05,"4410000"
"1506",2015-01-08,49943.3,49463.15,50260.72,49017.31,"3620000"
"1507",2015-01-09,48840.25,49954.7,49954.7,48500.66,"3e+06"
"1508",2015-01-12,48139.74,48839.73,48839.73,47955.85,"3250000"
"1509",2015-01-13,48041.67,48144.29,48939.41,48041.67,"3880000"
"1510",2015-01-14,47645.87,48037.63,48280.82,47372.27,"3700000"
"1511",2015-01-15,48026.31,47647.56,48853.42,47647.56,"4460000"
"1512",2015-01-16,49016.52,48028.38,49263.77,48028.38,"3340000"
"1513",2015-01-19,47758.01,49009.03,49009.03,47502.99,"2100000"
"1514",2015-01-20,47876.66,47758.95,48687.34,47619.06,"2900000"
"1515",2015-01-21,49224.08,47887.9,49328.56,47887.9,"3560000"
"1516",2015-01-22,49442.62,49227.04,50281.33,49227.04,"4950000"
"1517",2015-01-23,48775.3,49432.13,49523.26,48496.12,"3080000"
"1518",2015-01-26,48576.55,48711.61,48711.61,48004.44,"2770000"
"1519",2015-01-27,48591.23,48576.55,48864.04,47351.88,"3890000"
"1520",2015-01-28,47694.54,48589.22,48589.22,47550.17,"4240000"
"1521",2015-01-29,47762.24,47696.22,47893.92,47006.51,"4410000"
"1522",2015-01-30,46907.68,47759.19,47759.19,46484.32,"4850000"
"1523",2015-02-01,46907.68,46907.68,46907.68,46907.68,"-"
"1524",2015-02-02,47650.73,46933.49,47683.64,46760.19,"3250000"
"1525",2015-02-03,48963.66,47664.19,48992.88,47664.19,"4820000"
"1526",2015-02-04,49301.05,48964.93,49718.23,48213.76,"4810000"
"1527",2015-02-05,49233.85,49299.26,49816.29,49019.74,"4e+06"
"1528",2015-02-06,48792.27,49231.42,49231.42,48209.3,"4590000"
"1529",2015-02-09,49382.58,48791.92,49522.27,48415.52,"3660000"
"1530",2015-02-10,48510.28,49359.04,49798.73,48510.28,"3800000"
"1531",2015-02-11,48239.67,48508.21,48762.32,47841,"4310000"
"1532",2015-02-12,49532.72,48240.39,49689.79,48240.39,"3830000"
"1533",2015-02-13,50635.92,49545.82,50726.24,49475.52,"3890000"
"1534",2015-02-18,51280.36,50639.31,51867.82,50639.31,"2940000"
"1535",2015-02-19,51294.03,51280.78,51638.4,50869.51,"2490000"
"1536",2015-02-20,51237.7,51301.38,51450.3,50711.24,"2210000"
"1537",2015-02-23,51280.64,51237.7,51689.75,50861.31,"2820000"
"1538",2015-02-24,51874.17,51288.45,51956.03,51049.05,"3e+06"
"1539",2015-02-25,51811.02,51862.94,51862.94,51050.85,"3480000"
"1540",2015-02-26,51760.54,51812.18,51922.43,51181.33,"3240000"
"1541",2015-02-27,51583.09,51760.01,52457.05,51474.36,"4180000"
"1542",2015-03-02,51020.81,51579.99,51579.99,50774.73,"2790000"
"1543",2015-03-03,51304.1,51020.81,51432.21,50995.26,"2750000"
"1544",2015-03-04,50468.05,51303.15,51303.15,50399.11,"3650000"
"1545",2015-03-05,50365.2,50472.1,50734.01,50114.42,"2730000"
"1546",2015-03-06,49981.19,50355.37,50400.94,49779.36,"2790000"
"1547",2015-03-09,49181.01,49978.36,49978.36,48951.61,"3300000"
"1548",2015-03-10,48293.4,49177.14,49177.14,48292.94,"4430000"
"1549",2015-03-11,48905.58,48308.69,48936.86,48308.69,"3840000"
"1550",2015-03-12,48880.4,48907.69,49632.75,48684.32,"3830000"
"1551",2015-03-13,48595.81,48858.37,48858.37,47904.85,"4480000"
"1552",2015-03-16,48848.21,48601.62,49205.3,48393.5,"3160000"
"1553",2015-03-17,50285.12,48849.26,50384.2,48840.99,"4010000"
"1554",2015-03-18,51526.19,50283.51,51772.78,49787.68,"4460000"
"1555",2015-03-19,50953.53,51530.22,51547.21,50790.52,"3260000"
"1556",2015-03-20,51966.58,50964.41,52285.68,50964.41,"4920000"
"1557",2015-03-23,51908.46,51969.99,52177.88,51515.95,"3400000"
"1558",2015-03-24,51506.07,51907.94,52222.91,51006.4,"3440000"
"1559",2015-03-25,51858.3,51507.37,52318.75,51507.37,"4770000"
"1560",2015-03-26,50579.85,51835.48,51835.48,50528.1,"3640000"
"1561",2015-03-27,50094.66,50574.93,50574.93,49908.52,"3930000"
"1562",2015-03-30,51243.45,50099.79,51264.67,50099.79,"2800000"
"1563",2015-03-31,51150.16,51242.72,51465.78,50612.12,"3510000"
"1564",2015-04-01,52321.76,51186.27,52613.04,51186.27,"4410000"
"1565",2015-04-02,53123.02,52321.76,53311.58,52321.76,"4270000"
"1566",2015-04-06,53737.26,53123.69,54146.32,53122.06,"3320000"
"1567",2015-04-07,53729.16,53737.99,54002.37,53436.15,"3490000"
"1568",2015-04-08,53661.11,53731.93,54458.42,53507.77,"4780000"
"1569",2015-04-09,53802.66,53638.15,54002.39,53292.23,"4340000"
"1570",2015-04-10,54214.11,53802.66,54413.46,53555.96,"3680000"
"1571",2015-04-13,54239.77,54213.65,54866.24,54004.28,"3660000"
"1572",2015-04-14,53981.92,54240.43,54625.38,53773.31,"3750000"
"1573",2015-04-15,54918.74,54037.28,54960.16,54037.28,"4070000"
"1574",2015-04-16,54674.21,54918.74,54918.74,54315.74,"4130000"
"1575",2015-04-17,53954.79,54671.54,54671.54,53896,"3540000"
"1576",2015-04-20,53761.27,53965.25,54384.98,53510.41,"2690000"
"1577",2015-04-22,54617.36,53762.09,54847.67,53762.09,"3700000"
"1578",2015-04-23,55684.85,54615.89,55781.72,54063.82,"5540000"
"1579",2015-04-24,56594.22,55687.49,56965.16,55687.49,"4980000"
"1580",2015-04-27,55534.5,56554.31,56962.2,55515.39,"3850000"
"1581",2015-04-28,55812.03,55549.05,56017.63,54972.93,"4080000"
"1582",2015-04-29,55325.29,55808.64,55808.64,55067.39,"3890000"
"1583",2015-04-30,56229.38,55312.11,56229.38,55079.75,"4950000"
"1584",2015-05-04,57353.98,56230.03,57519.55,56230.03,"3490000"
"1585",2015-05-05,58051.61,57349.52,58146.74,57096,"3900000"
"1586",2015-05-06,57103.14,58050.31,58574.79,56819.7,"4600000"
"1587",2015-05-07,56921.39,57103.14,57289.51,56507.22,"3070000"
"1588",2015-05-08,57149.33,56964.9,57620.54,56595.09,"3410000"
"1589",2015-05-11,57197.1,57166.46,57489.84,57013.1,"3060000"
"1590",2015-05-12,56792.05,57193.39,57423.61,56752.57,"3180000"
"1591",2015-05-13,56372.04,56790.23,56899.73,56199.12,"3170000"
"1592",2015-05-14,56656.57,56376.28,56920.94,56104.78,"3310000"
"1593",2015-05-15,57248.63,56655.82,57287.7,56422.19,"2980000"
"1594",2015-05-18,56204.23,57249.93,57605.86,55926.47,"3900000"
"1595",2015-05-19,55498.82,56204.23,56211.95,55027.09,"3320000"
"1596",2015-05-20,54901.02,55497.12,55644.97,54819.8,"3380000"
"1597",2015-05-21,55112.05,54900.29,55112.05,54526.08,"3410000"
"1598",2015-05-22,54377.29,55112.05,55223.01,54037.59,"3800000"
"1599",2015-05-25,54609.25,54377.96,54867.85,53971.6,"1650000"
"1600",2015-05-26,53629.78,54609.25,54609.25,53548.19,"3430000"
"1601",2015-05-27,54236.25,53630.62,54292.52,53135.88,"3580000"
"1602",2015-05-28,53976.27,54230.4,54230.4,53363.07,"3e+06"
"1603",2015-05-29,52760.47,53974.25,53974.25,52760.47,"5730000"
"1604",2015-05-30,52760.47,52760.47,52760.47,52760.47,"-"
"1605",2015-06-01,53031.31,52752.9,53232.92,52665.81,"2760000"
"1606",2015-06-02,54236.43,53035.02,54236.43,53035.02,"3580000"
"1607",2015-06-03,53522.9,54253.74,54253.74,53462.34,"3420000"
"1608",2015-06-05,52973.37,53517.6,53517.6,52808.05,"2810000"
"1609",2015-06-08,52809.63,52974.72,53324.56,52809.63,"2660000"
"1610",2015-06-09,52815.99,52809.63,53292.41,52687.88,"3790000"
"1611",2015-06-10,53876.44,52817.45,54102.18,52817.45,"3700000"
"1612",2015-06-11,53688.51,53876.44,54270.8,53443.53,"3190000"
"1613",2015-06-12,53347.53,53689.17,53689.17,53032.88,"2450000"
"1614",2015-06-15,53137.53,53338.14,53338.14,52548.19,"2690000"
"1615",2015-06-16,53702.15,53143.74,53968.99,53106.91,"3380000"
"1616",2015-06-17,53248.54,53697.73,53755.1,52965.07,"3090000"
"1617",2015-06-18,54238.59,53251.15,54351.87,53213.64,"2750000"
"1618",2015-06-19,53749.41,54236.08,54236.08,53479.42,"2950000"
"1619",2015-06-22,53863.67,53750.07,54341.54,53655.4,"2430000"
"1620",2015-06-23,53772.43,53864.78,54360.79,53772.43,"2710000"
"1621",2015-06-24,53842.53,53772.43,54236.27,53628.09,"2820000"
"1622",2015-06-25,53175.66,53840.4,53840.4,52879.4,"3330000"
"1623",2015-06-26,54016.97,53181.02,54076.05,53150.52,"2790000"
"1624",2015-06-29,53014.21,54012.65,54012.65,52647.35,"2630000"
"1625",2015-06-30,53080.88,53014.21,53345.15,52812.5,"3110000"
"1626",2015-07-01,52757.53,53080.88,53456.4,52603.37,"2800000"
"1627",2015-07-02,53106.18,52757.72,53356.61,52757.72,"3090000"
"1628",2015-07-03,52519.4,53105.61,53105.61,52370.31,"1540000"
"1629",2015-07-06,52149.37,52510.5,52678.52,51682.82,"2650000"
"1630",2015-07-07,52343.71,52148.89,52387.81,51129.78,"3650000"
"1631",2015-07-08,51781.74,52343.39,52467.52,51574.12,"2970000"
"1632",2015-07-10,52590.72,51782.26,52785.52,51782.26,"2760000"
"1633",2015-07-13,53119.47,52590.72,53163.57,52590.72,"2690000"
"1634",2015-07-14,53239.17,53119.47,53415.87,52652.75,"2740000"
"1635",2015-07-15,52902.28,53239.17,53333.81,52790.45,"2610000"
"1636",2015-07-16,53069.75,52902.28,53416.98,52713.87,"2140000"
"1637",2015-07-17,52341.8,53069.75,53310.2,52221.13,"2520000"
"1638",2015-07-18,52341.8,52341.8,52341.8,52341.8,"-"
"1639",2015-07-20,51600.07,52341.41,52423.68,51525.45,"2720000"
"1640",2015-07-21,51474.28,51603.32,51997.68,51244.04,"3030000"
"1641",2015-07-22,50915.78,51473.92,51473.92,50592.46,"3220000"
"1642",2015-07-23,49806.62,50915.78,51063.47,49668.22,"4310000"
"1643",2015-07-24,49245.84,49804.29,49831.46,48624.14,"3740000"
"1644",2015-07-25,49245.85,49245.85,49245.85,49245.85,"-"
"1645",2015-07-27,48735.54,49245.85,49298.39,48639.95,"3490000"
"1646",2015-07-28,49601.6,48740.26,49871.17,48740.26,"4140000"
"1647",2015-07-29,50245.15,49601.91,50332.57,49421.69,"3750000"
"1648",2015-07-30,49897.4,50245.14,50644.62,49612.04,"3260000"
"1649",2015-07-31,50864.77,49897.4,50894.51,49892.29,"3140000"
"1650",2015-08-03,50138.05,50866.92,50866.92,50053.82,"2690000"
"1651",2015-08-04,50058.49,50137.62,50574.01,49826.74,"2750000"
"1652",2015-08-05,50287.27,50066.85,50852.53,50066.85,"2750000"
"1653",2015-08-06,50011.32,50279.64,50534.17,49623.61,"3750000"
"1654",2015-08-07,48577.32,50013.41,50013.41,48511.68,"3320000"
"1655",2015-08-10,49353,48578.05,49511.63,48578.05,"2930000"
"1656",2015-08-11,49072.34,49339.86,49339.86,48305.66,"3290000"
"1657",2015-08-12,48388.05,49063.87,49063.87,48027.56,"4370000"
"1658",2015-08-13,48009.57,48389.64,48605.89,47721.75,"3290000"
"1659",2015-08-14,47508.41,48010.09,48186.03,47508.41,"2970000"
"1660",2015-08-17,47217.43,47508.83,47787.95,47217.43,"2490000"
"1661",2015-08-18,47450.58,47220.49,48084.31,46675.92,"3650000"
"1662",2015-08-19,46588.39,47450.58,47450.58,45977.38,"3340000"
"1663",2015-08-20,46649.23,46587.51,46780.81,46029.56,"3040000"
"1664",2015-08-21,45719.64,46649.35,46649.35,45676.76,"2960000"
"1665",2015-08-24,44336.47,45714.92,45714.92,42749.23,"4870000"
"1666",2015-08-25,44544.85,44337.54,45587.89,44337.54,"3840000"
"1667",2015-08-26,46038.08,44545.67,46039.43,44540.18,"3860000"
"1668",2015-08-27,47715.27,46038.08,47996.65,46038.08,"4380000"
"1669",2015-08-28,47153.87,47696.83,47872.39,46847.37,"3900000"
"1670",2015-08-31,46625.52,47151.43,47151.43,45569.94,"4950000"
"1671",2015-09-01,45477.06,46625.08,46625.08,45278.27,"3780000"
"1672",2015-09-02,46463.96,45484.22,46473.75,45445.07,"3860000"
"1673",2015-09-03,47365.87,46467.97,47532.37,46279.41,"4230000"
"1674",2015-09-04,46497.72,47365.51,47377.23,46320.43,"4300000"
"1675",2015-09-08,46762.07,46500.9,47243.23,46496.79,"2940000"
"1676",2015-09-09,46657.1,46762.07,47839.78,46614.14,"3810000"
"1677",2015-09-10,46503.99,46655.83,46819.09,45592.08,"4620000"
"1678",2015-09-11,46400.51,46508.91,46558.06,46175.88,"3620000"
"1679",2015-09-14,47281.52,46399.98,47385.76,46217.71,"3690000"
"1680",2015-09-15,47364.07,47281.03,47688.88,46745.85,"3670000"
"1681",2015-09-16,48553.1,47364.07,48680.97,47364.07,"4450000"
"1682",2015-09-17,48551.08,48552.71,49395.62,48081.62,"4310000"
"1683",2015-09-18,47264.08,48549.5,48549.5,46927.83,"4520000"
"1684",2015-09-21,46590.2,47263.27,47390.54,46424.6,"2680000"
"1685",2015-09-22,46264.61,46585.35,46585.35,45276.23,"4320000"
"1686",2015-09-23,45340.11,46262.51,46480.08,45340.11,"4080000"
"1687",2015-09-24,45291.97,45339.7,45571.86,44182.73,"4470000"
"1688",2015-09-25,44831.46,45300.34,45968.66,44697.01,"3230000"
"1689",2015-09-27,44831.46,44831.46,44831.46,44831.46,"3230000"
"1690",2015-09-28,43956.63,44831.62,44831.62,43766.61,"2860000"
"1691",2015-09-29,44131.82,43956.46,44530.71,43956.04,"3050000"
"1692",2015-09-30,45059.34,44131.76,45294.37,44131.76,"4980000"
"1693",2015-10-01,45313.27,45064.26,45547.33,44788.93,"3890000"
"1694",2015-10-02,47033.46,45313.39,47033.46,44973.4,"4130000"
"1695",2015-10-03,47033.46,47033.46,47033.46,47033.46,"-"
"1696",2015-10-05,47598.07,47033.28,48081.44,47018.61,"3320000"
"1697",2015-10-06,47735.11,47598.49,48091.62,47388.54,"3370000"
"1698",2015-10-07,48914.32,47735.32,49290.26,47714.69,"6250000"
"1699",2015-10-08,49106.56,48915.37,49247.28,48657.64,"3700000"
"1700",2015-10-09,49338.41,49105.12,49752.04,48698.44,"4690000"
"1701",2015-10-12,49338.41,49338.41,49338.41,49338.41,"-"
"1702",2015-10-13,47362.64,49339.14,49339.14,47134.9,"4350000"
"1703",2015-10-14,46710.44,47349.43,47714.78,46700.73,"6140000"
"1704",2015-10-15,47161.15,46730.26,47187.58,46321.48,"3650000"
"1705",2015-10-16,47236.1,47161.02,47727.44,46516.85,"3650000"
"1706",2015-10-18,47236.11,47236.11,47236.11,47236.11,"-"
"1707",2015-10-19,47447.31,47242.47,47536.25,46916.77,"3130000"
"1708",2015-10-20,47076.55,47446.94,47727.54,46622.87,"3400000"
"1709",2015-10-21,47025.87,47076.55,47273.73,46653.85,"3050000"
"1710",2015-10-22,47772.14,47026.71,47909,47026.71,"3220000"
"1711",2015-10-23,47596.59,47774.3,48837.01,47502.27,"3590000"
"1712",2015-10-26,47209.32,47606.63,47874.87,47104.57,"2530000"
"1713",2015-10-27,47042.95,47204.78,47338.43,46742.45,"3440000"
"1714",2015-10-28,46740.85,47037.92,47441.5,46388.14,"4090000"
"1715",2015-10-29,45628.35,46740.16,46740.16,45628.35,"3180000"
"1716",2015-10-30,45868.82,45628.35,45975.26,45400.69,"3330000"
"1717",2015-11-03,48053.67,45868.81,48053.67,45866.3,"4750000"
"1718",2015-11-04,47710.1,48058.83,49054.38,47440.69,"3740000"
"1719",2015-11-05,48046.76,47711.77,48061.34,47430.37,"3190000"
"1720",2015-11-06,46918.52,48046.47,48046.47,46397.11,"3190000"
"1721",2015-11-09,46194.92,46914.8,47000.5,46057.43,"2350000"
"1722",2015-11-10,46206.57,46195.05,46206.57,45396.88,"2480000"
"1723",2015-11-11,47065.01,46207.25,47231.25,46207.25,"3170000"
"1724",2015-11-12,46883.58,47065.01,47459.94,46695.8,"3250000"
"1725",2015-11-13,46517.04,46883.71,46883.71,46311.23,"3630000"
"1726",2015-11-16,46846.87,46518.63,46905.35,46398.64,"3240000"
"1727",2015-11-17,47247.8,46847.97,47697.6,46847.97,"3450000"
"1728",2015-11-18,47435.58,47241.44,47950.71,47241.44,"4090000"
"1729",2015-11-19,48138.89,47437.26,48226.83,47437.26,"4190000"
"1730",2015-11-22,48138.89,48138.89,48138.89,48138.89,"-"
"1731",2015-11-23,48150.27,48138.04,48745.08,47987.58,"3380000"
"1732",2015-11-24,48284.19,48142.66,48320.34,47441.65,"3550000"
"1733",2015-11-25,46866.63,48269.74,48269.74,46742.27,"4100000"
"1734",2015-11-26,47145.63,46867.13,47199.04,46867.13,"2360000"
"1735",2015-11-27,45872.92,47144.44,47144.44,45811.69,"3130000"
"1736",2015-11-30,45120.36,45871.33,45930.7,45105.89,"7390000"
"1737",2015-12-01,45046.75,45121.1,45482.2,44775.35,"4310000"
"1738",2015-12-02,44914.53,45046.39,45338.44,44579.3,"4310000"
"1739",2015-12-03,46393.26,44923.47,47142.43,44923.47,"4560000"
"1740",2015-12-04,45360.76,46384.75,46384.75,45022.7,"3630000"
"1741",2015-12-07,45222.7,45361.25,46156.94,45217.39,"2940000"
"1742",2015-12-08,44443.26,45223.32,45233.02,44232,"3300000"
"1743",2015-12-09,46108.03,44444.27,46438.23,44444.27,"4580000"
"1744",2015-12-10,45630.71,46084.06,46322.67,45351.06,"3750000"
"1745",2015-12-11,45262.72,45629.61,45981.46,45068.43,"3380000"
"1746",2015-12-14,44747.31,45257.91,45257.91,44530.72,"2560000"
"1747",2015-12-15,44872.47,44748.43,45423.04,44748.43,"2640000"
"1748",2015-12-16,45015.85,44867.65,45098.94,44094.84,"3430000"
"1749",2015-12-17,45261.48,45016.16,46251.3,45016.16,"3120000"
"1750",2015-12-18,43910.6,45248.67,45248.67,43690.31,"4710000"
"1751",2015-12-21,43199.95,43912.28,44222.53,43196.16,"3560000"
"1752",2015-12-22,43469.52,43208.17,43632.08,43136.97,"2660000"
"1753",2015-12-23,44014.93,43478.91,44232.58,43478.91,"2580000"
"1754",2015-12-28,43764.34,44015.68,44087.01,43709.01,"1850000"
"1755",2015-12-29,43653.97,43781.17,44041.53,43523.3,"1730000"
"1756",2015-12-30,43349.96,43653.44,43662.46,43217.38,"2760000"
"1757",2015-12-31,43349.96,43349.96,43349.96,43349.96,"-"
"1758",2016-01-04,42141.04,43348.91,43348.91,42125.02,"3070000"
