"","Dow Jones Industrial Average (DJI)_history.csv Date","Dow Jones Industrial Average (DJI)_history.csv Price","Dow Jones Industrial Average (DJI)_history.csv Open","Dow Jones Industrial Average (DJI)_history.csv High","Dow Jones Industrial Average (DJI)_history.csv Low","Dow Jones Industrial Average (DJI)_history.csv Volume"
"96",2009-05-20,8422.04,8471.82,8645.85,8376.4,"-"
"97",2009-05-21,8292.13,8416.07,8416.07,8185.25,"-"
"98",2009-05-22,8277.32,8292.21,8415.75,8218.86,"-"
"99",2009-05-26,8473.49,8275.33,8523.59,8194.33,"-"
"100",2009-05-27,8300.02,8473.65,8534.66,8280.82,"-"
"101",2009-05-28,8403.8,8300.5,8463.7,8221.65,"-"
"102",2009-05-29,8500.33,8404.04,8541.27,8323.91,"-"
"103",2009-06-01,8721.44,8501.53,8797.58,8501.53,"-"
"104",2009-06-02,8740.87,8721.6,8832.16,8635.25,"-"
"105",2009-06-03,8675.24,8740.07,8750.83,8556.9,"-"
"106",2009-06-04,8750.24,8665.72,8802.59,8609.17,"-"
"107",2009-06-05,8763.13,8751.75,8900.48,8673.41,"-"
"108",2009-06-08,8764.49,8759.35,8832.13,8593.84,"-"
"109",2009-06-09,8763.06,8764.83,8854.8,8688.99,"-"
"110",2009-06-10,8739.02,8763.66,8871.36,8625.21,"-"
"111",2009-06-11,8770.92,8736.23,8911.11,8697.99,"-"
"112",2009-06-12,8799.26,8770.01,8850.95,8671.61,"-"
"113",2009-06-15,8612.13,8798.5,8798.5,8540.87,"-"
"114",2009-06-16,8504.67,8612.44,8688.69,8483.58,"-"
"115",2009-06-17,8497.18,8504.36,8602.99,8421.46,"-"
"116",2009-06-18,8555.6,8496.73,8634.28,8438.61,"-"
"117",2009-06-19,8539.73,8556.96,8665.26,8476.02,"-"
"118",2009-06-22,8339.01,8538.52,8538.52,8306.66,"-"
"119",2009-06-23,8322.91,8340.44,8413.22,8239.17,"-"
"120",2009-06-24,8299.86,8323.51,8456.83,8246.2,"-"
"121",2009-06-25,8472.4,8299.25,8512.6,8236.07,"-"
"122",2009-06-26,8438.39,8468.54,8509.73,8364.17,"-"
"123",2009-06-29,8529.38,8440.13,8569.59,8406.57,"-"
"124",2009-06-30,8447,8528.93,8584.17,8369.99,"-"
"125",2009-07-01,8504.06,8447.53,8610.32,8447,"-"
"126",2009-07-02,8280.74,8503,8503,8260.41,"-"
"127",2009-07-06,8324.87,8279.3,8364.02,8156.49,"-"
"128",2009-07-07,8163.6,8324.95,8355.48,8138.51,"-"
"129",2009-07-08,8178.41,8157.02,8259.05,8057.94,"-"
"130",2009-07-09,8183.17,8179.01,8273.48,8117.27,"-"
"131",2009-07-10,8146.52,8182.49,8216.65,8057.57,"-"
"132",2009-07-13,8331.68,8146.82,8348.08,8106.16,"-"
"133",2009-07-14,8359.49,8331.37,8407.48,8255.27,"-"
"134",2009-07-15,8616.21,8363.95,8643.04,8363.95,"-"
"135",2009-07-16,8711.82,8612.66,8750.28,8543.97,"-"
"136",2009-07-17,8743.94,8711.89,8797.97,8638.81,"-"
"137",2009-07-20,8848.15,8746.05,8884.43,8717.26,"-"
"138",2009-07-21,8915.94,8848.15,8991.07,8780.82,"-"
"139",2009-07-22,8881.26,8912.39,8993.48,8802.13,"-"
"140",2009-07-23,9069.29,8882.31,9143.05,8837.95,"-"
"141",2009-07-24,9093.24,9066.11,9144.48,8955.77,"-"
"142",2009-07-27,9108.51,9093.09,9154.23,8996.58,"-"
"143",2009-07-28,9096.72,9106.92,9154.76,8980.03,"-"
"144",2009-07-29,9070.72,9092.34,9141.23,8967.26,"-"
"145",2009-07-30,9154.46,9072.84,9298.13,9072.84,"-"
"146",2009-07-31,9171.61,9154.61,9264.65,9081.3,"-"
"147",2009-08-03,9286.56,9173.65,9342.11,9162.09,"-"
"148",2009-08-04,9320.19,9285.05,9370.3,9207.21,"-"
"149",2009-08-05,9280.97,9315.36,9374.38,9173.2,"-"
"150",2009-08-06,9256.26,9277.19,9378.01,9168.44,"-"
"151",2009-08-07,9370.07,9258.45,9466.89,9258.45,"-"
"152",2009-08-10,9337.95,9368.41,9420.56,9249.99,"-"
"153",2009-08-11,9241.45,9334.33,9351.86,9180.23,"-"
"154",2009-08-12,9361.61,9236.06,9442.47,9199.8,"-"
"155",2009-08-13,9398.19,9362.29,9448.97,9269.26,"-"
"156",2009-08-14,9321.4,9398.04,9425.17,9214.47,"-"
"157",2009-08-17,9135.34,9313.85,9313.85,9078.28,"-"
"158",2009-08-18,9217.94,9134.36,9262.08,9124.08,"-"
"159",2009-08-19,9279.16,9208.68,9333.34,9099.14,"-"
"160",2009-08-20,9350.05,9278.55,9385.72,9237.52,"-"
"161",2009-08-21,9505.96,9347.86,9549.19,9347.86,"-"
"162",2009-08-24,9509.28,9506.18,9625.89,9442.17,"-"
"163",2009-08-25,9539.29,9509.21,9646.53,9485.7,"-"
"164",2009-08-26,9543.52,9538.61,9613.65,9446.71,"-"
"165",2009-08-27,9580.63,9541.63,9629.98,9440.43,"-"
"166",2009-08-28,9544.2,9582.74,9666.71,9476.63,"-"
"167",2009-08-31,9496.28,9542.91,9552.97,9389.27,"-"
"168",2009-09-01,9310.6,9492.32,9573.67,9275.15,"-"
"169",2009-09-02,9280.67,9306.21,9378.77,9223.08,"-"
"170",2009-09-03,9344.61,9282.03,9350.27,9252.93,"-"
"171",2009-09-04,9441.27,9345.36,9465.37,9302.28,"-"
"172",2009-09-08,9497.34,9440.13,9564.45,9402.8,"-"
"173",2009-09-09,9547.22,9496.59,9604.43,9435.45,"-"
"174",2009-09-10,9627.48,9546.54,9666.55,9479.2,"-"
"175",2009-09-11,9605.41,9625.44,9698.67,9532.11,"-"
"176",2009-09-14,9626.8,9598.08,9662.1,9492.96,"-"
"177",2009-09-15,9683.41,9626.42,9745.91,9553.8,"-"
"178",2009-09-16,9791.71,9683.71,9837.05,9648.95,"-"
"179",2009-09-17,9783.92,9789.82,9896.38,9706.23,"-"
"180",2009-09-18,9820.2,9784.75,9898.57,9751.27,"-"
"181",2009-09-21,9778.86,9818.61,9846.12,9688.4,"-"
"182",2009-09-22,9829.87,9779.61,9890.71,9742.96,"-"
"183",2009-09-23,9748.55,9830.63,9937.72,9724.9,"-"
"184",2009-09-24,9707.44,9749.99,9836.82,9637.53,"-"
"185",2009-09-25,9665.19,9706.68,9781.73,9605.19,"-"
"186",2009-09-28,9789.36,9663.23,9861.39,9658.09,"-"
"187",2009-09-29,9742.2,9789.74,9861.99,9705.1,"-"
"188",2009-09-30,9712.28,9741.83,9817.17,9583.04,"-"
"189",2009-10-01,9509.28,9711.6,9714.7,9482.98,"-"
"190",2009-10-02,9487.67,9507.62,9571.71,9378.77,"-"
"191",2009-10-05,9599.75,9488.73,9640.33,9449.81,"-"
"192",2009-10-06,9731.25,9601.26,9793.37,9601.26,"-"
"193",2009-10-07,9725.58,9725.69,9782.56,9634.96,"-"
"194",2009-10-08,9786.87,9728.22,9872.5,9709.78,"-"
"195",2009-10-09,9864.94,9786.04,9890.41,9731.32,"-"
"196",2009-10-12,9885.8,9865.24,9978.07,9814.45,"-"
"197",2009-10-13,9871.06,9883.98,9935.53,9780.9,"-"
"198",2009-10-14,10015.86,9873.55,10064.98,9873.55,"-"
"199",2009-10-15,10062.94,10014.88,10087.43,9916.93,"-"
"200",2009-10-16,9995.91,10061.36,10072.62,9884.51,"-"
"201",2009-10-19,10092.19,9996.67,10146.61,9967.49,"-"
"202",2009-10-20,10041.48,10092.42,10157.26,9952.98,"-"
"203",2009-10-21,9949.36,10038.84,10157.94,9909.83,"-"
"204",2009-10-22,10081.31,9946.18,10133.08,9879.07,"-"
"205",2009-10-23,9972.18,10099.9,10138.59,9908.7,"-"
"206",2009-10-26,9867.96,9972.33,10107.99,9817.55,"-"
"207",2009-10-27,9882.17,9868.34,9994.55,9802.36,"-"
"208",2009-10-28,9762.69,9881.11,9940.89,9723.31,"-"
"209",2009-10-29,9962.58,9762.91,9996.67,9762.91,"-"
"210",2009-10-30,9712.73,9961.52,9980.19,9664.89,"-"
"211",2009-11-02,9789.44,9712.13,9883.68,9647.06,"-"
"212",2009-11-03,9771.91,9787.47,9844.84,9649.78,"-"
"213",2009-11-04,9802.14,9767.3,9962.35,9745.76,"-"
"214",2009-11-05,10005.96,9807.8,10043.75,9807.8,"-"
"215",2009-11-06,10023.42,10001.35,10077.08,9898.49,"-"
"216",2009-11-09,10226.94,10020.62,10248.93,10020.62,"-"
"217",2009-11-10,10246.97,10223.01,10300.33,10148.12,"-"
"218",2009-11-11,10291.26,10247.42,10357.38,10217.19,"-"
"219",2009-11-12,10197.47,10289.82,10341.21,10157.64,"-"
"220",2009-11-13,10270.47,10197.85,10332.29,10162.93,"-"
"221",2009-11-16,10406.96,10267.53,10465.83,10267.53,"-"
"222",2009-11-17,10437.42,10404.77,10465.76,10318.69,"-"
"223",2009-11-18,10426.31,10426.27,10471.28,10330.33,"-"
"224",2009-11-19,10332.44,10425.33,10425.33,10226.41,"-"
"225",2009-11-20,10318.16,10327.91,10377.41,10237.6,"-"
"226",2009-11-23,10450.95,10320.13,10524.4,10320.13,"-"
"227",2009-11-24,10433.71,10451.25,10488.66,10335.62,"-"
"228",2009-11-25,10464.4,10432.96,10513.6,10385.65,"-"
"229",2009-11-27,10309.92,10452.23,10452.23,10179.33,"-"
"230",2009-11-30,10344.84,10309.77,10394.34,10238.05,"-"
"231",2009-12-01,10471.58,10343.82,10537.03,10343.82,"-"
"232",2009-12-02,10452.68,10470.44,10537.63,10386.03,"-"
"233",2009-12-03,10366.15,10455.63,10533.55,10338.49,"-"
"234",2009-12-04,10388.9,10368.57,10549.04,10285.44,"-"
"235",2009-12-07,10390.11,10386.86,10478.23,10321.11,"-"
"236",2009-12-08,10285.97,10385.42,10385.42,10216.44,"-"
"237",2009-12-09,10337.05,10282.85,10377.11,10207.29,"-"
"238",2009-12-10,10405.83,10336,10479.06,10332.14,"-"
"239",2009-12-11,10471.5,10403.41,10516.47,10385.42,"-"
"240",2009-12-14,10501.05,10471.28,10566.88,10431.6,"-"
"241",2009-12-15,10452,10499.31,10542.09,10380.96,"-"
"242",2009-12-16,10441.12,10449.81,10552.75,10401.9,"-"
"243",2009-12-17,10308.26,10439.99,10439.99,10279.39,"-"
"244",2009-12-18,10328.89,10309.39,10412.55,10237.75,"-"
"245",2009-12-21,10414.14,10330.1,10489.41,10330.1,"-"
"246",2009-12-22,10464.93,10414.67,10511.56,10399.33,"-"
"247",2009-12-23,10466.44,10464.32,10520.93,10409,"-"
"248",2009-12-24,10520.1,10467.12,10541.26,10450.95,"-"
"249",2009-12-28,10547.08,10517.91,10585.02,10477.25,"-"
"250",2009-12-29,10545.41,10547.83,10605.65,10518.59,"-"
"251",2009-12-30,10548.51,10544.36,10583.28,10470.75,"-"
"252",2009-12-31,10428.05,10548.51,10578.74,10420.56,"-"
"253",2010-01-04,10583.96,10430.69,10641.62,10430.69,"-"
"254",2010-01-05,10572.02,10584.56,10647.14,10468.86,"-"
"255",2010-01-06,10573.68,10564.72,10655.22,10488.28,"-"
"256",2010-01-07,10606.86,10571.11,10655.6,10471.73,"-"
"257",2010-01-08,10618.19,10606.4,10653.11,10509.74,"-"
"258",2010-01-11,10663.99,10620.31,10739.87,10538.91,"-"
"259",2010-01-12,10627.26,10662.86,10701.48,10523.35,"-"
"260",2010-01-13,10680.77,10628.09,10747.12,10569.07,"-"
"261",2010-01-14,10710.55,10680.16,10767.15,10619.02,"-"
"262",2010-01-15,10609.65,10706.99,10736.54,10529.09,"-"
"263",2010-01-19,10725.43,10608.37,10763.45,10555.47,"-"
"264",2010-01-20,10603.15,10719.69,10719.69,10492.36,"-"
"265",2010-01-21,10389.88,10603.91,10651.14,10334.18,"-"
"266",2010-01-22,10172.98,10389.58,10450.04,10133.15,"-"
"267",2010-01-25,10196.86,10175.1,10316.65,10135.95,"-"
"268",2010-01-26,10194.29,10195.35,10323,10102.17,"-"
"269",2010-01-27,10236.16,10194.29,10294.13,10060.98,"-"
"270",2010-01-28,10120.46,10236.92,10310.68,10023.8,"-"
"271",2010-01-29,10067.33,10122.04,10272.29,10014.35,"-"
"272",2010-02-01,10185.53,10068.99,10227.24,10068.99,"-"
"273",2010-02-02,10296.85,10186.13,10333.35,10138.75,"-"
"274",2010-02-03,10270.55,10291.73,10356.86,10192.03,"-"
"275",2010-02-04,10002.18,10273.12,10273.12,9984.35,"-"
"276",2010-02-05,10012.23,10003.69,10078.89,9822.84,"-"
"277",2010-02-08,9908.39,10005.43,10059.24,9882.85,"-"
"278",2010-02-09,10058.64,9910.28,10154.24,9910.28,"-"
"279",2010-02-10,10038.38,10055.46,10120.15,9946.26,"-"
"280",2010-02-11,10144.19,10037.85,10184.85,9963.19,"-"
"281",2010-02-12,10099.14,10137.23,10140.18,9962.13,"-"
"282",2010-02-16,10268.81,10100.81,10292.62,10100.81,"-"
"283",2010-02-17,10309.24,10261.48,10366.83,10223.16,"-"
"284",2010-02-18,10392.9,10309.39,10416.79,10255.58,"-"
"285",2010-02-19,10402.35,10387.77,10459.18,10316.5,"-"
"286",2010-02-22,10383.38,10402.43,10468.55,10333.05,"-"
"287",2010-02-23,10282.41,10383.16,10430.16,10239.34,"-"
"288",2010-02-24,10374.16,10284,10416.94,10271.61,"-"
"289",2010-02-25,10321.03,10366.6,10366.6,10155.75,"-"
"290",2010-02-26,10325.26,10321.41,10391.24,10250.45,"-"
"291",2010-03-01,10403.79,10326.1,10444.6,10320.05,"-"
"292",2010-03-02,10405.98,10404.16,10493.8,10359.8,"-"
"293",2010-03-03,10396.76,10406.28,10496.22,10359.58,"-"
"294",2010-03-04,10444.14,10396.53,10484.05,10363.88,"-"
"295",2010-03-05,10566.2,10445.13,10587.13,10445.13,"-"
"296",2010-03-08,10552.52,10563.78,10632.48,10500.9,"-"
"297",2010-03-09,10564.38,10552.24,10637.46,10493.49,"-"
"298",2010-03-10,10567.33,10560.13,10639.05,10502.64,"-"
"299",2010-03-11,10611.84,10560.98,10626.73,10489.87,"-"
"300",2010-03-12,10624.69,10611.77,10690.9,10561.66,"-"
"301",2010-03-15,10642.15,10623.41,10680.32,10540.65,"-"
"302",2010-03-16,10685.98,10642.53,10717.42,10594.16,"-"
"303",2010-03-17,10733.67,10686.36,10787.86,10658.1,"-"
"304",2010-03-18,10779.17,10733.44,10821.49,10686.89,"-"
"305",2010-03-19,10741.98,10780,10869.55,10665.35,"-"
"306",2010-03-22,10785.89,10741,10836.68,10672.23,"-"
"307",2010-03-23,10888.83,10787.18,10906.06,10752.41,"-"
"308",2010-03-24,10836.15,10887.62,10925.48,10788.77,"-"
"309",2010-03-25,10841.21,10837.51,10985.26,10818.77,"-"
"310",2010-03-26,10850.36,10841.29,10934.85,10801.84,"-"
"311",2010-03-29,10895.86,10849.23,10954.43,10827.91,"-"
"312",2010-03-30,10907.42,10895.02,10968.56,10837.21,"-"
"313",2010-03-31,10856.63,10907.34,10933.19,10802.22,"-"
"314",2010-04-01,10927.07,10857.31,10983.14,10851.57,"-"
"315",2010-04-05,10973.55,10927.45,11026.75,10880.36,"-"
"316",2010-04-06,10969.99,10972.49,11017.76,10893.89,"-"
"317",2010-04-07,10897.52,10961.95,11000.22,10835.77,"-"
"318",2010-04-08,10927.07,10896.99,10969.92,10810.15,"-"
"319",2010-04-09,10997.35,10926.92,11032.12,10894.19,"-"
"320",2010-04-12,11005.97,10996.75,11066.96,10957.22,"-"
"321",2010-04-13,11019.42,11006.72,11072.7,10925.86,"-"
"322",2010-04-14,11123.11,11020.7,11147.14,11004.61,"-"
"323",2010-04-15,11144.57,11122.96,11189.61,11051.31,"-"
"324",2010-04-16,11018.66,11143.66,11186.82,10947.55,"-"
"325",2010-04-19,11092.05,11018.36,11116.76,10940.6,"-"
"326",2010-04-20,11117.06,11093.11,11190.22,11045.8,"-"
"327",2010-04-21,11124.92,11116.91,11217.35,11018.59,"-"
"328",2010-04-22,11134.29,11119.78,11175.33,10975.66,"-"
"329",2010-04-23,11204.28,11132.18,11247.2,11058.87,"-"
"330",2010-04-26,11205.03,11205.11,11308.95,11150.01,"-"
"331",2010-04-27,10991.99,11203.67,11260.88,10962.81,"-"
"332",2010-04-28,11045.27,10988.87,11115.63,10938.48,"-"
"333",2010-04-29,11167.32,11045.64,11232.54,11045.64,"-"
"334",2010-04-30,11008.61,11168.23,11235.94,10984.35,"-"
"335",2010-05-03,11151.83,11009.6,11203.37,11004.15,"-"
"336",2010-05-04,10926.77,11149.48,11149.48,10843.71,"-"
"337",2010-05-05,10868.12,10918.4,10984.05,10754.3,"-"
"338",2010-05-06,10520.32,10862.22,10925.86,9787.17,"-"
"339",2010-05-07,10380.43,10519.42,10622.27,10221.5,"-"
"340",2010-05-10,10785.14,10386.18,10880.14,10386.18,"-"
"341",2010-05-11,10748.26,10780,10888.3,10653.71,"-"
"342",2010-05-12,10896.91,10742.15,10941.88,10725.81,"-"
"343",2010-05-13,10782.95,10896.61,10952.84,10752.72,"-"
"344",2010-05-14,10620.16,10780.68,10780.68,10509.89,"256500000"
"345",2010-05-17,10625.83,10616.98,10707.3,10424.72,"221910000"
"346",2010-05-18,10510.95,10625.45,10760.05,10463.15,"246370000"
"347",2010-05-19,10444.37,10505.7,10558.56,10306.22,"266340000"
"348",2010-05-20,10068.01,10440.21,10440.21,10042.46,"360350000"
"349",2010-05-21,10193.39,10063.93,10225.88,9860.93,"438220000"
"350",2010-05-24,10066.57,10193.46,10235.63,10028.78,"211430000"
"351",2010-05-25,10043.75,10061.43,10061.43,9756.11,"316960000"
"352",2010-05-26,9974.45,10045.11,10211.6,9937.79,"316080000"
"353",2010-05-27,10258.99,9971.73,10279.01,9971.73,"264770000"
"354",2010-05-28,10136.63,10258,10293.45,10078.66,"243720000"
"355",2010-06-01,10024.02,10133.94,10249.27,9976.56,"221900000"
"356",2010-06-02,10249.54,10025.61,10256.57,10007.09,"200850000"
"357",2010-06-03,10255.28,10250.67,10348.84,10158.92,"176870000"
"358",2010-06-04,9931.97,10249.61,10249.61,9881.11,"256600000"
"359",2010-06-07,9816.49,9931.75,10025.84,9798.73,"222940000"
"360",2010-06-08,9939.98,9812.94,9971.57,9726.33,"259680000"
"361",2010-06-09,9899.25,9941.57,10093.33,9859.04,"222680000"
"362",2010-06-10,10172.53,9901.67,10206.61,9901.67,"221730000"
"363",2010-06-11,10211.07,10166.78,10235.1,10038.31,"187890000"
"364",2010-06-14,10190.89,10211.83,10354.97,10175.02,"177920000"
"365",2010-06-15,10404.77,10192.4,10416.11,10192.4,"203170000"
"366",2010-06-16,10409.46,10404.24,10456.39,10289.37,"165700000"
"367",2010-06-17,10434.17,10409.98,10479.74,10293.49,"181070000"
"368",2010-06-18,10450.64,10435,10513.75,10379.6,"338020000"
"369",2010-06-21,10442.41,10452.46,10627.19,10387.54,"165190000"
"370",2010-06-22,10293.52,10441.95,10524.78,10276.14,"175750000"
"371",2010-06-23,10298.44,10293.3,10393.89,10195.81,"195100000"
"372",2010-06-24,10152.8,10297.08,10314.31,10112.6,"244440000"
"373",2010-06-25,10143.81,10153.48,10261.1,10039.97,"434500000"
"374",2010-06-28,10138.52,10143.05,10246.82,10070.12,"164100000"
"375",2010-06-29,9870.3,10135.72,10135.72,9786.45,"290500000"
"376",2010-06-30,9774.02,9868.34,9951.47,9741.07,"235090000"
"377",2010-07-01,9732.53,9773.27,9834.71,9596.04,"262820000"
"378",2010-07-02,9686.48,9732.23,9798.19,9603.8,"199570000"
"379",2010-07-06,9743.62,9689.21,9880.76,9648.26,"216710000"
"380",2010-07-07,10018.28,9736.85,10029.93,9716.38,"219560000"
"381",2010-07-08,10138.99,10019.26,10175.02,9987.02,"192220000"
"382",2010-07-09,10198.03,10137.93,10226.48,10079.05,"134820000"
"383",2010-07-12,10216.27,10199.24,10260.62,10121.13,"131490000"
"384",2010-07-13,10363.02,10217.55,10436.2,10217.55,"179040000"
"385",2010-07-14,10366.72,10370.96,10423.03,10265.16,"208530000"
"386",2010-07-15,10359.31,10367.1,10409.49,10216.04,"2.1e+08"
"387",2010-07-16,10097.9,10356.2,10356.2,10071.63,"335060000"
"388",2010-07-19,10154.43,10098.12,10213.09,10051.28,"176970000"
"389",2010-07-20,10229.96,10151.48,10248.2,9973.17,"194410000"
"390",2010-07-21,10120.53,10226.02,10310.04,10053.85,"203900000"
"391",2010-07-22,10322.3,10121.81,10391.78,10121.81,"202220000"
"392",2010-07-23,10424.62,10321.16,10465.19,10237.84,"2e+08"
"393",2010-07-26,10525.43,10424.17,10545.94,10391.02,"178820000"
"394",2010-07-27,10537.69,10525.28,10632.52,10460.65,"180550000"
"395",2010-07-28,10497.88,10537.01,10586.36,10445.17,"162070000"
"396",2010-07-29,10467.16,10498.94,10609.74,10383.45,"202110000"
"397",2010-07-30,10465.94,10465.19,10528.84,10327.37,"208160000"
"398",2010-08-02,10674.38,10468.82,10715.21,10468.82,"167640000"
"399",2010-08-03,10636.38,10673.92,10714.19,10564.18,"164880000"
"400",2010-08-04,10680.43,10630.2,10738.48,10583.1,"173360000"
"401",2010-08-05,10674.98,10679.67,10712.37,10571.6,"139610000"
"402",2010-08-06,10653.56,10668.55,10688.08,10491.37,"154870000"
"403",2010-08-09,10698.75,10654.62,10755.66,10618.26,"166330000"
"404",2010-08-10,10644.25,10696.63,10717.21,10522.63,"203490000"
"405",2010-08-11,10378.83,10631.82,10631.82,10339.63,"219320000"
"406",2010-08-12,10319.95,10361.58,10388.37,10222.85,"221030000"
"407",2010-08-13,10303.15,10320.33,10381.86,10254.18,"151620000"
"408",2010-08-16,10302.01,10303.07,10354.39,10193.26,"146040000"
"409",2010-08-17,10405.85,10297.55,10501.67,10297.55,"191340000"
"410",2010-08-18,10415.54,10398.59,10486.38,10308.83,"168560000"
"411",2010-08-19,10271.21,10411.15,10412.29,10202.34,"227740000"
"412",2010-08-20,10213.62,10270.98,10276.13,10131.88,"251150000"
"413",2010-08-23,10174.41,10215.51,10328.88,10146.18,"172970000"
"414",2010-08-24,10040.45,10170.86,10170.86,9975.86,"223680000"
"415",2010-08-25,10060.06,10040.15,10104.18,9925.34,"183890000"
"416",2010-08-26,9985.81,10059.83,10138.12,9959.17,"176330000"
"417",2010-08-27,10150.65,9982.4,10176.3,9925.11,"207760000"
"418",2010-08-30,10009.73,10145.58,10170.1,10005.56,"150480000"
"419",2010-08-31,10014.72,10006.42,10101.53,9915.73,"255420000"
"420",2010-09-01,10269.47,10016.01,10305.87,10016.01,"205710000"
"421",2010-09-02,10320.1,10270.08,10350.98,10211.8,"149930000"
"422",2010-09-03,10447.93,10321.92,10484.71,10321.92,"168600000"
"423",2010-09-07,10340.69,10446.8,10448.99,10304.44,"149040000"
"424",2010-09-08,10387.01,10338.57,10460.5,10318.93,"166760000"
"425",2010-09-09,10415.24,10388.22,10515.86,10359.23,"163590000"
"426",2010-09-10,10462.77,10415.01,10502.8,10376.34,"140320000"
"427",2010-09-13,10544.13,10458.6,10605.73,10458.45,"190720000"
"428",2010-09-14,10526.49,10544.81,10622.69,10460.34,"192410000"
"429",2010-09-15,10572.73,10526.42,10609.21,10453.15,"167420000"
"430",2010-09-16,10594.83,10571.75,10624.58,10499.43,"170300000"
"431",2010-09-17,10607.85,10595.44,10689.29,10529.67,"367230000"
"432",2010-09-20,10753.62,10608.08,10783.51,10594.38,"157120000"
"433",2010-09-21,10761.03,10753.39,10844.89,10674.83,"186740000"
"434",2010-09-22,10739.31,10761.11,10829.75,10682.4,"168590000"
"435",2010-09-23,10662.42,10738.48,10779.65,10610.12,"156830000"
"436",2010-09-24,10860.26,10664.39,10897.83,10664.39,"179270000"
"437",2010-09-27,10812.04,10860.03,10902.52,10776.44,"143910000"
"438",2010-09-28,10858.14,10809.85,10905.44,10714.03,"167110000"
"439",2010-09-29,10835.28,10857.98,10901.96,10759.75,"158830000"
"440",2010-09-30,10788.05,10835.96,10960.99,10732.27,"214540000"
"441",2010-10-01,10829.68,10789.72,10907.41,10759.14,"161890000"
"442",2010-10-04,10751.27,10828.85,10875.54,10682.66,"160370000"
"443",2010-10-05,10944.72,10752.63,10982.98,10752.63,"216240000"
"444",2010-10-06,10967.65,10936.79,11015.86,10880.08,"163440000"
"445",2010-10-07,10948.58,10968.41,11032.17,10878.04,"141920000"
"446",2010-10-08,11006.48,10948.5,11055.29,10901.12,"152280000"
"447",2010-10-11,11010.34,11006.93,11068.54,10956.26,"114830000"
"448",2010-10-12,11020.4,11010.79,11064.68,10890.76,"155150000"
"449",2010-10-13,11096.08,11022.82,11187.77,11014.19,"224920000"
"450",2010-10-14,11096.92,11096.92,11148.15,10996.71,"196170000"
"451",2010-10-15,11062.78,11096.01,11172.07,10985.28,"319210000"
"452",2010-10-18,11143.69,11062.71,11184.86,11021.46,"190290000"
"453",2010-10-19,10978.62,11139.6,11139.6,10897.57,"247640000"
"454",2010-10-20,11107.97,10974.52,11176.08,10969.47,"220140000"
"455",2010-10-21,11146.57,11105.24,11249.57,11038.79,"178060000"
"456",2010-10-22,11132.56,11146.41,11192.09,11071.22,"104570000"
"457",2010-10-25,11164.05,11133.4,11266.3,11127.27,"168110000"
"458",2010-10-26,11169.46,11163.06,11221.04,11055.48,"159040000"
"459",2010-10-27,11126.28,11168.4,11172.83,10986.68,"167080000"
"460",2010-10-28,11113.95,11127.34,11217.33,11033.87,"156250000"
"461",2010-10-29,11118.4,11120.45,11178.43,11028.08,"189650000"
"462",2010-11-01,11124.62,11120.3,11257.59,11053.29,"150130000"
"463",2010-11-02,11188.72,11125.3,11266.26,11125.3,"150390000"
"464",2010-11-03,11215.13,11184.8,11261.23,11088.74,"177580000"
"465",2010-11-04,11434.84,11216.65,11481.01,11216.65,"234680000"
"466",2010-11-05,11444.08,11435.3,11505.83,11336.15,"211670000"
"467",2010-11-08,11406.84,11439.61,11454.44,11324.27,"143990000"
"468",2010-11-09,11346.75,11403.51,11453.01,11293.35,"161910000"
"469",2010-11-10,11357.04,11342.81,11395.37,11239.69,"164170000"
"470",2010-11-11,11283.1,11326.69,11350.3,11175.17,"296660000"
"471",2010-11-12,11192.58,11281.28,11307.69,11114.1,"217650000"
"472",2010-11-15,11201.97,11194.02,11314.36,11149.97,"155660000"
"473",2010-11-16,11023.5,11194.7,11194.7,10949.86,"254560000"
"474",2010-11-17,11007.88,11017.83,11091.69,10947.52,"160260000"
"475",2010-11-18,11181.23,11010.49,11234.74,11010.49,"171770000"
"476",2010-11-19,11203.55,11180.77,11238.52,11096.92,"219400000"
"477",2010-11-22,11178.58,11201.59,11213.92,11044.39,"152850000"
"478",2010-11-23,11036.37,11177.6,11177.6,10968.78,"192820000"
"479",2010-11-24,11187.28,11037.43,11221.11,11037.43,"138280000"
"480",2010-11-26,11092,11183.5,11183.5,11046.74,"68400000"
"481",2010-11-29,11052.49,11083.75,11092.49,10906.46,"151520000"
"482",2010-11-30,11006.02,11049.72,11083.18,10916.26,"233770000"
"483",2010-12-01,11255.78,11007.31,11297.52,11007.31,"202520000"
"484",2010-12-02,11362.41,11255.93,11404.42,11237.2,"212090000"
"485",2010-12-03,11382.09,11361.81,11408.58,11280.6,"149440000"
"486",2010-12-06,11362.19,11381.33,11422.66,11313.6,"122660000"
"487",2010-12-07,11359.16,11363.85,11507.27,11327.68,"175720000"
"488",2010-12-08,11372.48,11354.45,11441.62,11281.43,"152510000"
"489",2010-12-09,11370.06,11370.44,11449.37,11293.77,"167970000"
"490",2010-12-10,11410.32,11370.44,11446.65,11326.01,"151820000"
"491",2010-12-13,11428.56,11406.16,11513.7,11369,"151190000"
"492",2010-12-14,11476.54,11429.09,11543.9,11389.32,"149860000"
"493",2010-12-15,11457.47,11475.64,11552.45,11416.6,"189670000"
"494",2010-12-16,11499.25,11457.93,11553.51,11394.88,"163040000"
