"","CSE All-Share (CSE)_history.csv Date","CSE All-Share (CSE)_history.csv Price","CSE All-Share (CSE)_history.csv Open","CSE All-Share (CSE)_history.csv High","CSE All-Share (CSE)_history.csv Low","CSE All-Share (CSE)_history.csv Volume"
"91",2009-05-26,2142.46,2120.63,2147.58,2120.63,"46440000"
"92",2009-05-27,2156.04,2142.46,2166.45,2142.46,"72340000"
"93",2009-05-28,2210.79,2156.04,2218.13,2156.04,"43540000"
"94",2009-05-29,2215.96,2210.79,2231.52,2209.59,"29240000"
"95",2009-06-01,2209.52,2215.96,2225.04,2201.13,"13440000"
"96",2009-06-02,2184.04,2209.52,2214.26,2180.84,"9300000"
"97",2009-06-03,2183.47,2184.04,2203.37,2173.47,"8900000"
"98",2009-06-04,2139.34,2183.47,2183.69,2138.2,"27140000"
"99",2009-06-05,2178.11,2139.34,2185.76,2128.38,"31720000"
"100",2009-06-08,2200.47,2178.11,2214.3,2178.11,"16520000"
"101",2009-06-09,2192.79,2200.47,2212.81,2187.14,"9270000"
"102",2009-06-10,2202.43,2192.79,2209.14,2188.71,"7790000"
"103",2009-06-11,2220.11,2202.43,2225.05,2201.99,"10370000"
"104",2009-06-12,2254.62,2220.11,2264.92,2220.11,"19380000"
"105",2009-06-15,2286.12,2254.62,2291.09,2254.57,"28930000"
"106",2009-06-16,2292.41,2286.12,2295.72,2270.4,"25700000"
"107",2009-06-17,2342.92,2292.41,2348.21,2292.41,"26590000"
"108",2009-06-18,2403.97,2342.92,2417.75,2342.92,"46810000"
"109",2009-06-19,2456.86,2403.97,2468.88,2403.97,"55640000"
"110",2009-06-22,2447.2,2456.86,2493.85,2440.49,"18880000"
"111",2009-06-23,2439.71,2447.2,2450.21,2409.06,"14520000"
"112",2009-06-24,2439.94,2439.71,2454.88,2435.93,"19740000"
"113",2009-06-25,2419.01,2439.94,2446.78,2419.01,"31730000"
"114",2009-06-26,2452.01,2419.01,2469.08,2419.01,"40300000"
"115",2009-06-29,2439.87,2452.01,2466.81,2437.29,"18480000"
"116",2009-06-30,2432.15,2439.87,2446.14,2430.92,"20030000"
"117",2009-07-01,2418.73,2432.15,2436.7,2418.55,"16010000"
"118",2009-07-02,2408.91,2418.73,2425.58,2407.92,"9520000"
"119",2009-07-03,2399.89,2408.91,2415.12,2386.5,"8390000"
"120",2009-07-07,2392.11,2399.89,2409.06,2391.52,"4660000"
"121",2009-07-08,2376.22,2392.28,2407.2,2370.99,"7630000"
"122",2009-07-09,2348.26,2376.22,2380.19,2340.67,"10010000"
"123",2009-07-10,2363.09,2348.26,2376.3,2346.61,"5320000"
"124",2009-07-13,2368.87,2363.09,2395.34,2362.5,"8290000"
"125",2009-07-14,2369.11,2368.87,2375.28,2366.61,"5050000"
"126",2009-07-15,2373.04,2369.11,2377.58,2364.76,"12090000"
"127",2009-07-16,2370.55,2373.04,2383.5,2369.62,"10620000"
"128",2009-07-17,2395.02,2370.55,2403.93,2370.55,"11920000"
"129",2009-07-20,2422.92,2395.02,2428.89,2395.02,"10720000"
"130",2009-07-21,2473.57,2422.92,2485.71,2422.92,"36800000"
"131",2009-07-22,2485.28,2473.57,2505.18,2473.57,"16480000"
"132",2009-07-23,2480.56,2485.28,2492.65,2475.91,"19020000"
"133",2009-07-24,2491.75,2480.56,2501.07,2480.04,"31910000"
"134",2009-07-27,2520.14,2491.75,2540.09,2491.75,"3.9e+07"
"135",2009-07-28,2520.11,2520.14,2537.74,2518.47,"14190000"
"136",2009-07-29,2510.01,2520.11,2535.01,2504.94,"20260000"
"137",2009-07-30,2511.85,2510.01,2524.5,2509,"22300000"
"138",2009-07-31,2525.7,2511.85,2533.76,2504.93,"21560000"
"139",2009-08-03,2512.15,2525.7,2535.13,2512.15,"6520000"
"140",2009-08-04,2517.51,2512.15,2522.05,2500.66,"6400000"
"141",2009-08-06,2527.62,2517.51,2534.99,2517.51,"9650000"
"142",2009-08-07,2529.53,2527.62,2548.65,2525.02,"17670000"
"143",2009-08-10,2522.77,2529.53,2552.35,2517.67,"10770000"
"144",2009-08-11,2524.92,2522.77,2527.83,2501.58,"9870000"
"145",2009-08-12,2508.86,2524.92,2525.8,2501.91,"10610000"
"146",2009-08-13,2510.81,2508.86,2523.83,2508.86,"9040000"
"147",2009-08-14,2501.19,2510.81,2512.53,2498.81,"10730000"
"148",2009-08-17,2500.46,2501.19,2514.33,2500.46,"8570000"
"149",2009-08-18,2530.68,2500.46,2533.18,2493.51,"14490000"
"150",2009-08-19,2523.04,2530.68,2541.95,2522.31,"9240000"
"151",2009-08-20,2524.62,2523.04,2535.06,2519.97,"6790000"
"152",2009-08-21,2522.92,2524.62,2538.75,2519.15,"8170000"
"153",2009-08-24,2530.46,2522.92,2536.76,2521.3,"17600000"
"154",2009-08-25,2547.44,2530.46,2557.88,2530.46,"12790000"
"155",2009-08-26,2553.03,2547.44,2573.93,2547.44,"12900000"
"156",2009-08-27,2588.04,2553.03,2592.94,2553.03,"31600000"
"157",2009-08-28,2601.5,2588.04,2615.06,2588.04,"19930000"
"158",2009-08-31,2607.65,2601.5,2612.59,2599.23,"18760000"
"159",2009-09-01,2603.37,2607.65,2614.39,2601.6,"2.1e+07"
"160",2009-09-02,2627,2603.37,2637.3,2603.37,"33850000"
"161",2009-09-03,2630.77,2627,2639.11,2612.26,"37800000"
"162",2009-09-07,2674.55,2630.77,2679.72,2630.77,"31460000"
"163",2009-09-08,2724.29,2674.55,2733.69,2674.55,"66530000"
"164",2009-09-09,2779.79,2724.29,2789.9,2724.22,"64220000"
"165",2009-09-10,2791.44,2779.79,2815.01,2764.74,"42490000"
"166",2009-09-11,2840.33,2791.44,2846.97,2791.27,"42250000"
"167",2009-09-14,2862.25,2840.33,2871.52,2840.33,"34630000"
"168",2009-09-15,2837.99,2862.25,2869.03,2818.58,"23830000"
"169",2009-09-16,2884.79,2837.99,2896.17,2828.7,"32980000"
"170",2009-09-17,2944.05,2884.79,2958.62,2884.79,"33680000"
"171",2009-09-18,2939.44,2944.05,2963.85,2926.79,"28880000"
"172",2009-09-22,2910.54,2939.44,2956.81,2908.72,"34020000"
"173",2009-09-23,2912.88,2910.54,2933.77,2910.54,"22720000"
"174",2009-09-24,2888.67,2912.88,2915.63,2888.67,"24330000"
"175",2009-09-25,2892.05,2888.67,2913.62,2882.99,"14180000"
"176",2009-09-28,2893.64,2892.05,2905.13,2888.15,"10470000"
"177",2009-09-29,2913.25,2893.64,2926.59,2883.71,"11680000"
"178",2009-09-30,2938.64,2913.25,2944.09,2913.25,"1.8e+07"
"179",2009-10-01,2997.6,2938.64,3007.75,2936.81,"35580000"
"180",2009-10-02,3018.01,2997.6,3026.67,2997.25,"74870000"
"181",2009-10-05,3098.24,3018.12,3115.25,3018.12,"81080000"
"182",2009-10-06,3127.56,3098.24,3156.37,3098.15,"49210000"
"183",2009-10-07,3116.56,3127.56,3141.78,3109.14,"33350000"
"184",2009-10-08,3120.73,3116.56,3133.59,3113.24,"39270000"
"185",2009-10-09,3115.34,3120.73,3124.66,3097.89,"15230000"
"186",2009-10-12,3131.29,3115.34,3143.01,3113.59,"35460000"
"187",2009-10-13,3139.73,3131.29,3155.69,3131.29,"43300000"
"188",2009-10-14,3139.21,3139.73,3156.9,3134.95,"64250000"
"189",2009-10-15,3135.13,3139.21,3157.11,3129.19,"31770000"
"190",2009-10-16,3131.91,3135.13,3144.07,3125.58,"24160000"
"191",2009-10-19,3082.91,3131.91,3131.91,3009.38,"34970000"
"192",2009-10-20,2983.17,3082.91,3087.71,2983.17,"27510000"
"193",2009-10-21,3018.6,2983.17,3034.66,2852.6,"33080000"
"194",2009-10-22,2992.87,3018.6,3027.57,2989.67,"11850000"
"195",2009-10-23,3056.62,2992.87,3068.75,2988.76,"17090000"
"196",2009-10-26,3024.02,3056.62,3066.36,3021.56,"23010000"
"197",2009-10-27,2997.07,3024.02,3024.67,2996.61,"7620000"
"198",2009-10-28,3005.72,2997.07,3027.85,2991.17,"13880000"
"199",2009-10-29,2977.16,3005.72,3007.66,2972.93,"11740000"
"200",2009-10-30,2976.93,2977.16,2990.88,2971.46,"8040000"
"201",2009-11-03,2964.19,2976.93,2995.24,2957.88,"13660000"
"202",2009-11-04,2902.7,2964.19,2966.3,2901.55,"23190000"
"203",2009-11-05,2854.82,2902.7,2913.43,2841.63,"21430000"
"204",2009-11-06,2911.62,2854.82,2921.91,2854.18,"11780000"
"205",2009-11-09,2867.58,2911.62,2921.63,2864.71,"9480000"
"206",2009-11-10,2843.66,2867.58,2875.53,2841.68,"15620000"
"207",2009-11-11,2854.24,2843.66,2864.62,2843.55,"12350000"
"208",2009-11-12,2927.56,2854.24,2939.1,2852.13,"11290000"
"209",2009-11-13,2979.41,2927.56,2987.48,2927.56,"21330000"
"210",2009-11-16,2979.21,2979.41,2999.06,2977.77,"10460000"
"211",2009-11-17,2983.25,2979.21,3001.27,2978.32,"9620000"
"212",2009-11-18,2970.9,2983.25,2992.09,2970.9,"12800000"
"213",2009-11-19,2960.77,2970.9,2976.12,2960.77,"17610000"
"214",2009-11-20,2933.35,2960.77,2971.76,2933.35,"11950000"
"215",2009-11-23,2931.07,2933.35,2950.3,2927,"4960000"
"216",2009-11-24,2875.39,2931.07,2940.56,2875.39,"11200000"
"217",2009-11-25,2858.54,2875.39,2882.48,2852.13,"7850000"
"218",2009-11-26,2850.23,2858.54,2861.93,2847.47,"5620000"
"219",2009-11-27,2878.96,2850.23,2879.69,2850.23,"6850000"
"220",2009-11-30,2913.39,2878.96,2915.01,2878.96,"29360000"
"221",2009-12-02,2952.16,2913.39,2964.28,2913.3,"13360000"
"222",2009-12-03,3004.61,2952.16,3010.77,2952.16,"26410000"
"223",2009-12-04,3000.33,3004.61,3013.24,2977.08,"12330000"
"224",2009-12-07,3025.37,3000.33,3031.58,2999.99,"6940000"
"225",2009-12-08,3052.68,3025.37,3056.15,3025.37,"12900000"
"226",2009-12-09,3052.74,3052.79,3064.25,3047.85,"10620000"
"227",2009-12-10,3060.01,3052.74,3069.78,3052.74,"20960000"
"228",2009-12-11,3056.64,3059.89,3067.06,3051.67,"5840000"
"229",2009-12-14,3039.78,3056.64,3064.37,3039.78,"7590000"
"230",2009-12-15,3076.96,3039.78,3090.51,3036.38,"14870000"
"231",2009-12-16,3089.45,3076.96,3103.5,3076.96,"39840000"
"232",2009-12-17,3134.47,3089.45,3139.84,3089.45,"23080000"
"233",2009-12-18,3188.82,3134.95,3200.26,3134.73,"29360000"
"234",2009-12-21,3234.28,3188.82,3244.87,3188.82,"15300000"
"235",2009-12-22,3280.82,3234.28,3298.83,3234.19,"18750000"
"236",2009-12-23,3266,3280.82,3340.56,3253.83,"16550000"
"237",2009-12-24,3292.76,3266,3301.49,3266,"14370000"
"238",2009-12-28,3344.89,3292.67,3350.5,3292.67,"12840000"
"239",2009-12-29,3356.59,3345.84,3372.51,3345.11,"12700000"
"240",2009-12-30,3385.55,3356.64,3390.31,3355.68,"11570000"
"241",2010-01-04,3481.64,3385.66,3490.56,3384.21,"59880000"
"242",2010-01-05,3519.94,3481.64,3535.81,3477.58,"34300000"
"243",2010-01-06,3509.36,3519.94,3545.56,3501.82,"60710000"
"244",2010-01-07,3478.56,3509.36,3512.58,3451.38,"23970000"
"245",2010-01-08,3514.63,3478.56,3521.58,3478.56,"26300000"
"246",2010-01-11,3515.78,3514.63,3549.27,3514.63,"25930000"
"247",2010-01-12,3494.62,3515.78,3520.39,3488.95,"22950000"
"248",2010-01-13,3536.71,3494.62,3541.92,3494.62,"30620000"
"249",2010-01-15,3563.14,3536.94,3576.84,3535.07,"32180000"
"250",2010-01-18,3528.55,3564.1,3586.68,3522.38,"69750000"
"251",2010-01-19,3483.3,3528.55,3532.44,3462.47,"15170000"
"252",2010-01-20,3532.41,3483.3,3536.97,3479.26,"17680000"
"253",2010-01-21,3519.71,3532.41,3544.66,3474.88,"24820000"
"254",2010-01-22,3531.73,3519.71,3546.33,3519.68,"49690000"
"255",2010-01-25,3554.45,3531.79,3576.33,3531.79,"28700000"
"256",2010-01-26,3591.38,3556.36,3610.74,3556.36,"22050000"
"257",2010-01-28,3636.41,3590.92,3647.8,3521.83,"39480000"
"258",2010-02-01,3691.39,3636.41,3704.2,3635.34,"58880000"
"259",2010-02-02,3709.13,3691.5,3735.86,3691.5,"37390000"
"260",2010-02-03,3697.8,3709.02,3731.12,3689.94,"36430000"
"261",2010-02-05,3706.72,3697.8,3719.16,3683.82,"71940000"
"262",2010-02-08,3789.37,3706.72,3800.81,3706.72,"104530000"
"263",2010-02-09,3785.28,3789.37,3799.39,3739.91,"45230000"
"264",2010-02-10,3774.34,3785.28,3806.78,3769.14,"74420000"
"265",2010-02-11,3724.84,3774.34,3784.35,3718.66,"61860000"
"266",2010-02-12,3709.97,3724.84,3739.69,3682.9,"24010000"
"267",2010-02-15,3717.51,3709.97,3748.71,3709.97,"37900000"
"268",2010-02-16,3691.04,3717.51,3731.62,3685.81,"23060000"
"269",2010-02-17,3721.12,3691.04,3726.49,3690.78,"29960000"
"270",2010-02-18,3732.77,3721.12,3764.68,3720.74,"43670000"
"271",2010-02-19,3768.81,3732.77,3775.59,3730.47,"40340000"
"272",2010-02-22,3773.55,3768.81,3789.27,3768.73,"31390000"
"273",2010-02-23,3770.4,3773.55,3795.47,3767.94,"22970000"
"274",2010-02-24,3775.51,3770.4,3794.38,3770.4,"28320000"
"275",2010-02-25,3782.25,3775.51,3796.18,3775.5,"22730000"
"276",2010-02-26,3807.86,3782.25,3823.44,3782.24,"25920000"
"277",2010-03-01,3825.3,3807.86,3843.67,3807.86,"27280000"
"278",2010-03-02,3820.66,3825.3,3847.18,3814.16,"26690000"
"279",2010-03-03,3774.03,3814.88,3830.29,3772.58,"26100000"
"280",2010-03-04,3805.85,3774.03,3816.84,3774.03,"27910000"
"281",2010-03-05,3824.17,3805.85,3833.13,3805.81,"25720000"
"282",2010-03-08,3835.06,3824.6,3849.23,3824.6,"25160000"
"283",2010-03-09,3809.01,3835.06,3843.65,3807.17,"17520000"
"284",2010-03-10,3801.22,3809.18,3817.24,3796.7,"15580000"
"285",2010-03-11,3832.3,3801.22,3837.91,3801.22,"24120000"
"286",2010-03-12,3844.84,3832.3,3856.12,3828,"121860000"
"287",2010-03-15,3843.55,3844.84,3865.17,3838.19,"41550000"
"288",2010-03-16,3785.5,3843.55,3853.51,3782.84,"54960000"
"289",2010-03-17,3768.29,3785.53,3808.95,3768.29,"44340000"
"290",2010-03-18,3755.19,3768.29,3784.66,3755.19,"25800000"
"291",2010-03-19,3744.92,3755.41,3765.94,3741.19,"13160000"
"292",2010-03-22,3743,3744.92,3768,3743,"11430000"
"293",2010-03-23,3730.67,3743,3764.92,3730.67,"14130000"
"294",2010-03-24,3722.72,3730.67,3734.46,3718.26,"24980000"
"295",2010-03-25,3730.43,3722.72,3734.91,3715.95,"40140000"
"296",2010-03-26,3773.76,3730.43,3790.24,3730.43,"21280000"
"297",2010-03-30,3765.07,3773.76,3789.45,3764.41,"11520000"
"298",2010-03-31,3724.59,3765.07,3768.05,3722.87,"14720000"
"299",2010-04-01,3746.5,3724.59,3751.92,3724.59,"8640000"
"300",2010-04-05,3781.9,3746.5,3787.33,3746.5,"13170000"
"301",2010-04-06,3870.35,3781.9,3882.23,3781.9,"25690000"
"302",2010-04-07,3909.61,3870.46,3919.91,3870.46,"47200000"
"303",2010-04-08,3939.62,3909.61,3952.45,3909.61,"31820000"
"304",2010-04-12,3958.78,3939.79,3981.67,3939.79,"33130000"
"305",2010-04-15,3955.83,3958.78,3967.19,3948.78,"26720000"
"306",2010-04-16,3966.87,3955.83,3980.24,3955.83,"37160000"
"307",2010-04-19,4015.36,3966.93,4025.69,3966.93,"104110000"
"308",2010-04-20,4022.37,4015.46,4044.94,4014.65,"72800000"
"309",2010-04-21,4038.89,4022.26,4052.1,4019.37,"73110000"
"310",2010-04-22,4077.55,4038.89,4099.88,4038.89,"58790000"
"311",2010-04-23,4121.64,4077.56,4131.84,4077.56,"53500000"
"312",2010-04-26,4136.05,4121.64,4161.56,4121.64,"64850000"
"313",2010-04-27,4134.46,4136.05,4154.13,4134.46,"50470000"
"314",2010-04-29,4155,4134.46,4176.83,4134.46,"132360000"
"315",2010-04-30,4188.88,4155,4197.22,4154.92,"62940000"
"316",2010-05-03,4219.22,4188.88,4246.08,4188.88,"111570000"
"317",2010-05-04,4205.51,4219.33,4231.76,4182.59,"73770000"
"318",2010-05-05,4219.76,4205.51,4260.11,4205.5,"157160000"
"319",2010-05-06,4219.6,4219.76,4256.64,4217.52,"79280000"
"320",2010-05-07,4223.13,4219.72,4250.43,4219.22,"94700000"
"321",2010-05-10,4222.04,4223.13,4255.06,4217.74,"43490000"
"322",2010-05-11,4215.22,4222.04,4236.94,4212.46,"58190000"
"323",2010-05-12,4229.41,4215.22,4244.98,4215.22,"77260000"
"324",2010-05-13,4242.67,4229.4,4256.71,4215.69,"33290000"
"325",2010-05-14,4252.44,4242.67,4274.65,4242.54,"40580000"
"326",2010-05-17,4242.49,4252.44,4273.71,4241.7,"34530000"
"327",2010-05-18,4257.67,4242.49,4268.81,4242.24,"32840000"
"328",2010-05-19,4243.54,4257.67,4271.85,4243.42,"35380000"
"329",2010-05-20,4248.37,4243.54,4256.08,4227.05,"24060000"
"330",2010-05-21,4235.69,4248.37,4281.97,4235.69,"25690000"
"331",2010-05-24,4232.92,4235.69,4260.18,4232.92,"21200000"
"332",2010-05-25,4226.49,4232.96,4246.81,4217.96,"31710000"
"333",2010-05-26,4250.99,4226.49,4261.48,4224.94,"22480000"
"334",2010-05-31,4237.16,4250.99,4270.2,4237.16,"28860000"
"335",2010-06-01,4258.8,4237.27,4274.89,4237.27,"26340000"
"336",2010-06-02,4300.39,4258.8,4321.23,4258.8,"7.5e+07"
"337",2010-06-03,4332.29,4307.05,4353.67,4304.93,"52290000"
"338",2010-06-04,4354.2,4332.29,4373.74,4332.29,"50590000"
"339",2010-06-07,4431.32,4354.2,4443.9,4354.2,"89480000"
"340",2010-06-08,4427.27,4431.32,4459.26,4415.8,"90040000"
"341",2010-06-09,4464.41,4427.27,4466.09,4427.27,"105370000"
"342",2010-06-10,4496.24,4464.41,4512.39,4464.41,"66810000"
"343",2010-06-11,4561.33,4496.24,4581.8,4496.24,"68750000"
"344",2010-06-14,4612.76,4561.33,4625.78,4561.29,"34310000"
"345",2010-06-15,4606.69,4612.76,4632.86,4599.84,"50930000"
"346",2010-06-16,4603.36,4606.75,4638.03,4597.43,"85560000"
"347",2010-06-17,4607.34,4603.39,4632.68,4603.39,"105060000"
"348",2010-06-21,4658.68,4607.34,4669.85,4607.34,"129120000"
"349",2010-06-22,4634.73,4658.68,4676.01,4634.73,"83860000"
"350",2010-06-23,4591.17,4634.73,4649.12,4583.94,"60430000"
"351",2010-06-24,4601.55,4591.17,4613.12,4573.02,"39870000"
"352",2010-06-28,4574.29,4601.55,4615.92,4569.09,"46960000"
"353",2010-06-29,4612.98,4574.29,4621.84,4574.1,"73760000"
"354",2010-06-30,4612.46,4612.98,4640.66,4606.86,"129480000"
"355",2010-07-01,4610.71,4612.46,4627.12,4600.32,"243260000"
"356",2010-07-02,4593.65,4610.71,4617.43,4593.3,"366660000"
"357",2010-07-05,4558.48,4593.68,4603.86,4553.14,"115400000"
"358",2010-07-06,4547.18,4558.52,4583.46,4547.18,"101790000"
"359",2010-07-07,4470.78,4547.18,4566.41,4460.14,"70440000"
"360",2010-07-08,4521.4,4470.75,4536.65,4461.94,"52870000"
"361",2010-07-09,4505.69,4521.61,4547.03,4505.69,"47830000"
"362",2010-07-12,4533.95,4505.69,4547.11,4505.69,"36100000"
"363",2010-07-13,4555.83,4533.95,4574.48,4533.95,"58810000"
"364",2010-07-14,4600.22,4555.99,4609.62,4555.99,"59490000"
"365",2010-07-15,4638.71,4600.24,4649.13,4600.24,"71790000"
"366",2010-07-16,4676.89,4638.71,4693.94,4638.71,"65040000"
"367",2010-07-19,4729.26,4676.89,4745.77,4676.73,"54140000"
"368",2010-07-20,4806.43,4729.26,4820.45,4729.26,"90800000"
"369",2010-07-21,4857.57,4806.43,4869.03,4806.43,"113200000"
"370",2010-07-22,4849.17,4857.57,4878.73,4845.89,"192220000"
"371",2010-07-23,4895.51,4849.17,4903.27,4849.17,"55080000"
"372",2010-07-26,4943.53,4895.51,4948.72,4895.51,"5.4e+07"
"373",2010-07-27,4999.05,4943.69,5015.06,4943.69,"69500000"
"374",2010-07-28,5138.93,4999.05,5146.95,4999.05,"84240000"
"375",2010-07-29,5119.1,5139.88,5192.96,5118.54,"218520000"
"376",2010-07-30,5161.18,5119.1,5167.44,5119.1,"75360000"
"377",2010-08-02,5182.85,5161.18,5200.29,5161.18,"134860000"
"378",2010-08-03,5156.83,5182.85,5225.6,5136.23,"111410000"
"379",2010-08-04,5214.84,5158.35,5223.35,5140.5,"83250000"
"380",2010-08-05,5137.38,5214.86,5224.12,5015.93,"56920000"
"381",2010-08-06,5065.07,5137.42,5149.94,5060.62,"47900000"
"382",2010-08-09,4862.86,5065.24,5067.62,4842.34,"47380000"
"383",2010-08-10,5092.94,4862.51,5107.46,4759.04,"96230000"
"384",2010-08-11,5078.64,5095.02,5185.05,5071.21,"72310000"
"385",2010-08-12,5034.85,5078.6,5091.89,5012.34,"25450000"
"386",2010-08-13,5115.79,5043.73,5121.71,5043.73,"30080000"
"387",2010-08-16,5191.3,5115.79,5200.01,5115.79,"19510000"
"388",2010-08-17,5305.8,5191.3,5316.61,5191.3,"50120000"
"389",2010-08-18,5421.75,5305.8,5432.13,5305.8,"59990000"
"390",2010-08-19,5568.5,5421.83,5577.47,5421.83,"64050000"
"391",2010-08-20,5563,5568.76,5679.14,5546.91,"47410000"
"392",2010-08-23,5563.99,5563,5598.68,5541.09,"32150000"
"393",2010-08-25,5582.87,5564.25,5629.85,5564.25,"37050000"
"394",2010-08-26,5594.3,5582.94,5619.67,5525.96,"64850000"
"395",2010-08-27,5634.15,5594.81,5642.85,5594.74,"59300000"
"396",2010-08-30,5600.77,5634.3,5654.3,5586.47,"51070000"
"397",2010-08-31,5658.01,5600.77,5676.54,5588.22,"116800000"
"398",2010-09-01,5690.29,5658.01,5719.19,5658.01,"108570000"
"399",2010-09-02,5785.17,5690.63,5809.18,5690.63,"69190000"
"400",2010-09-03,5880.49,5785.19,5888.3,5785.19,"95620000"
"401",2010-09-06,5858.54,5880.69,5925.38,5853.33,"67380000"
"402",2010-09-07,5884.99,5858.54,5903.37,5858.48,"84900000"
"403",2010-09-08,5962.62,5884.99,5974.73,5884.99,"77080000"
"404",2010-09-09,6023.41,5962.62,6065.59,5962.6,"92470000"
"405",2010-09-13,6131.22,6022.1,6153.6,6022.1,"72130000"
"406",2010-09-14,6175.06,6131.89,6236.07,6103.63,"94990000"
"407",2010-09-15,6238.45,6175.48,6282.61,6117.31,"115060000"
"408",2010-09-16,6343.71,6238.49,6356.01,6238.49,"99880000"
"409",2010-09-17,6457.28,6343.74,6492.22,6343.74,"121550000"
"410",2010-09-20,6521.43,6457.28,6589.21,6457.28,"63960000"
"411",2010-09-21,6702.99,6521.43,6720.26,6494.67,"96910000"
"412",2010-09-23,6772.43,6703.46,6801.46,6703.46,"141570000"
"413",2010-09-24,6888.49,6772.43,6905.76,6768.14,"114780000"
"414",2010-09-27,6881.54,6888.96,7008.15,6826.78,"97490000"
"415",2010-09-28,6845.77,6881.54,6905.5,6798.43,"116410000"
"416",2010-09-29,6929.9,6845.77,6943.78,6844.74,"133890000"
"417",2010-09-30,6997.22,6929.9,7015.67,6929.9,"114140000"
"418",2010-10-01,7147.77,6997.22,7166.75,6997.22,"147130000"
"419",2010-10-04,7089.69,7147.77,7207.75,7077.87,"105560000"
"420",2010-10-05,6991.06,7089.69,7114.2,6958.77,"100340000"
"421",2010-10-06,6862.67,6991.06,7040.29,6861.29,"62090000"
"422",2010-10-07,6770.74,6862.67,6877.28,6698.32,"56970000"
"423",2010-10-08,6833.61,6770.74,6852.91,6660.76,"68340000"
"424",2010-10-11,6834.61,6833.73,6948.64,6826.8,"62910000"
"425",2010-10-12,6534.02,6834.61,6841.45,6517.91,"59710000"
"426",2010-10-13,6628.83,6533.6,6683,6159.33,"66100000"
"427",2010-10-14,6622.08,6628.83,6822.99,6615.23,"42260000"
"428",2010-10-15,6626.86,6622.08,6655.68,6565.77,"23850000"
"429",2010-10-18,6622.59,6626.86,6677.8,6603.95,"21160000"
"430",2010-10-19,6703.61,6622.59,6720.42,6622.59,"104990000"
"431",2010-10-20,6664.22,6703.61,6732.85,6652.21,"45690000"
"432",2010-10-21,6685.99,6664.22,6708.93,6664.22,"53100000"
"433",2010-10-25,6633.33,6686.02,6696.34,6618.65,"47170000"
"434",2010-10-26,6546.16,6633.33,6642.83,6534.26,"51900000"
"435",2010-10-27,6557,6546.16,6567.27,6507.9,"19260000"
"436",2010-10-28,6575.74,6557,6598.92,6559.83,"34910000"
"437",2010-10-29,6678.05,6575.74,6711.58,6575.59,"45440000"
"438",2010-11-01,6752.43,6678.1,6755.85,6678.1,"21010000"
"439",2010-11-02,6710.64,6752.43,6960.61,6700.41,"33200000"
"440",2010-11-03,6674.91,6710.64,6742.94,6657.76,"100430000"
"441",2010-11-04,6658.45,6674.91,6683.97,6650.17,"29370000"
"442",2010-11-08,6640.19,6658.45,6683.07,6635.76,"45460000"
"443",2010-11-09,6592.38,6640.43,6655.57,6577.29,"22370000"
"444",2010-11-10,6535.09,6592.38,6597.3,6524.95,"25060000"
"445",2010-11-11,6569.61,6535.09,6577.8,6515.08,"16870000"
"446",2010-11-12,6600.06,6569.61,6607.99,6569.61,"15390000"
"447",2010-11-15,6507.21,6600.06,6634.86,6496.88,"23430000"
"448",2010-11-16,6472.42,6507.21,6523.71,6451.55,"53870000"
"449",2010-11-18,6565,6472.01,6580.44,6471.34,"43530000"
"450",2010-11-21,7254.01,7193.1,7275.79,7193.1,"179700000"
"451",2010-11-22,6515.8,6565,6614.25,6515.8,"63540000"
"452",2010-11-23,6454.18,6515.8,6555.99,6423.35,"40530000"
"453",2010-11-24,6462.12,6454.18,6502.88,6453.94,"58290000"
"454",2010-11-25,6413.32,6462.12,6603.04,6407.01,"9.1e+07"
"455",2010-11-26,6381.07,6413.32,6416.53,6376.38,"29120000"
"456",2010-11-29,6257.01,6390.04,6400.09,6247.29,"7150000"
"457",2010-11-30,6434.85,6257.01,6497.74,6258.06,"220050000"
"458",2010-12-01,6559.89,6434.85,6583.45,6434.85,"100980000"
"459",2010-12-02,6538.84,6559.89,6614.23,6529.41,"106880000"
"460",2010-12-03,6547.68,6538.84,6556.37,6515.64,"31690000"
"461",2010-12-06,6506.3,6547.68,6568.22,6496.03,"46930000"
"462",2010-12-07,6469.08,6506.3,6529.07,6467,"98940000"
"463",2010-12-08,6454.31,6469.08,6484.33,6444.26,"59050000"
"464",2010-12-09,6445.77,6454.31,6477.08,6444.84,"56430000"
"465",2010-12-10,6432.75,6445.77,6462.6,6432.34,"37290000"
"466",2010-12-13,6436.82,6432.75,6461.45,6432.19,"44160000"
"467",2010-12-14,6385.6,6436.82,6441.67,6383,"22800000"
"468",2010-12-15,6373.76,6385.57,6391.97,6367.91,"14710000"
"469",2010-12-16,6360.34,6373.76,6379.35,6359.22,"21900000"
"470",2010-12-17,6360.84,6360.34,6371.69,6343.12,"17920000"
"471",2010-12-21,6378.91,6359.16,6396.97,6358.87,"18230000"
"472",2010-12-22,6455.82,6378.91,6470.13,6377.98,"43340000"
"473",2010-12-23,6511.51,6456.01,6525.48,6455.41,"50400000"
"474",2010-12-24,6558.25,6511.51,6577.96,6511.51,"22240000"
"475",2010-12-27,6621.51,6558.27,6627.44,6558.27,"31940000"
"476",2010-12-28,6641.08,6621.51,6649.69,6621.51,"40460000"
