"","CSE All-Share (CSE)_history.csv Date","CSE All-Share (CSE)_history.csv Price","CSE All-Share (CSE)_history.csv Open","CSE All-Share (CSE)_history.csv High","CSE All-Share (CSE)_history.csv Low","CSE All-Share (CSE)_history.csv Volume"
"862",2012-08-07,4898.22,4928.16,4932.24,4898.22,"10900000"
"863",2012-08-08,4889.87,4898.77,4900.12,4877.97,"11240000"
"864",2012-08-09,4851.88,4890.04,4897.52,4851.88,"40360000"
"865",2012-08-10,4854.22,4854.25,4861.74,4845.5,"12660000"
"866",2012-08-13,4846.45,4858.97,4862.46,4842.89,"12810000"
"867",2012-08-14,4908.19,4846.18,4913.6,4845.39,"23190000"
"868",2012-08-15,4939.66,4908.12,4965.56,4908.12,"21900000"
"869",2012-08-16,4908.72,4938.22,4939.66,4908.72,"20890000"
"870",2012-08-17,4927.13,4908.03,4932.52,4907.88,"12130000"
"871",2012-08-20,4949.46,4929.77,4963.75,4927.13,"95870000"
"872",2012-08-21,4945.13,4950.68,4975.8,4944.61,"21060000"
"873",2012-08-22,5027.4,4945.45,5027.4,4945.13,"45980000"
"874",2012-08-23,5038.15,5032.23,5059.51,5027.4,"34010000"
"875",2012-08-24,5012.84,5038.15,5040.9,5012.84,"8980000"
"876",2012-08-27,5073.1,5019.4,5080.93,5012.84,"33420000"
"877",2012-08-28,5102.65,5075.33,5112.16,5073.1,"60460000"
"878",2012-08-29,5114.15,5108.59,5127.64,5089.05,"44220000"
"879",2012-08-30,5180.15,5115.69,5182.26,5111.8,"46720000"
"880",2012-09-03,5250.99,5186.35,5269.98,5180.15,"114880000"
"881",2012-09-04,5327.22,5256.51,5351.26,5250.99,"178610000"
"882",2012-09-05,5372.13,5335.47,5376.47,5322.48,"160500000"
"883",2012-09-06,5388.92,5375.87,5389.89,5318.64,"135910000"
"884",2012-09-07,5496.85,5396.01,5505.34,5388.92,"147010000"
"885",2012-09-10,5592.03,5504.46,5598.78,5496.85,"136860000"
"886",2012-09-11,5590.9,5600.94,5638.78,5550.35,"140140000"
"887",2012-09-12,5668.3,5596.65,5669.79,5586.08,"62930000"
"888",2012-09-13,5777.22,5674.22,5787.09,5668.3,"99480000"
"889",2012-09-14,5926.9,5789.4,5928.43,5777.22,"153260000"
"890",2012-09-17,5969.09,5938.86,5995.92,5904.14,"100370000"
"891",2012-09-18,5910.81,5974.11,5979.55,5897.78,"124070000"
"892",2012-09-19,5849.14,5903.88,5910.81,5780.78,"70650000"
"893",2012-09-20,5901.97,5844.44,5921.98,5806.4,"55200000"
"894",2012-09-21,5910.07,5906.34,5938.1,5899.08,"48390000"
"895",2012-09-24,5915.9,5910.7,5938.88,5901.32,"31860000"
"896",2012-09-25,5926.29,5909.19,5954.55,5909.19,"72050000"
"897",2012-09-26,5943.76,5929.89,5965.1,5926.29,"60260000"
"898",2012-09-27,5949.42,5947.05,5962.78,5940.11,"107520000"
"899",2012-09-28,5971.99,5950.59,5982.78,5938.87,"61800000"
"900",2012-10-01,5964.29,5977.08,6005.9,5964.21,"61440000"
"901",2012-10-02,5928.53,5963.47,5967.02,5927.56,"32140000"
"902",2012-10-03,5890.69,5927.34,5936.79,5890.69,"34490000"
"903",2012-10-04,5861.35,5888.87,5904.64,5839.75,"31220000"
"904",2012-10-05,5879.69,5861.21,5891.28,5831.43,"23670000"
"905",2012-10-08,5847.17,5881.54,5889.9,5847.17,"17880000"
"906",2012-10-09,5833.32,5855.13,5902.32,5833.32,"43810000"
"907",2012-10-10,5772.52,5833.94,5841.94,5772.52,"17680000"
"908",2012-10-11,5720.86,5770.53,5779.91,5719.35,"27380000"
"909",2012-10-12,5738.24,5720.47,5765.68,5720.35,"23500000"
"910",2012-10-15,5653.8,5739.01,5753.05,5653.8,"78140000"
"911",2012-10-16,5608.13,5654.1,5691.99,5608.13,"30600000"
"912",2012-10-17,5586.4,5606.55,5637.3,5584.54,"19930000"
"913",2012-10-18,5625.32,5586.56,5648.54,5586.17,"22310000"
"914",2012-10-19,5649.53,5629.11,5670.53,5625.32,"12980000"
"915",2012-10-22,5553.89,5648.86,5660.39,5553.89,"12240000"
"916",2012-10-23,5556.77,5556.11,5576.16,5535.37,"87220000"
"917",2012-10-24,5543.25,5560.84,5571.89,5543.25,"8460000"
"918",2012-10-25,5576.72,5543.64,5582.71,5534.82,"19580000"
"919",2012-10-26,5550.88,5576.09,5585.15,5550.88,"8690000"
"920",2012-10-30,5520.62,5549.18,5556.76,5520.62,"17200000"
"921",2012-10-31,5513.64,5522.77,5534.36,5512.08,"17160000"
"922",2012-11-01,5494.54,5518.27,5528.8,5494.54,"11330000"
"923",2012-11-02,5532.32,5495.16,5552.09,5493.32,"82820000"
"924",2012-11-05,5539.31,5532.4,5551.18,5531.32,"8320000"
"925",2012-11-06,5556.59,5540.3,5565.27,5539.31,"8760000"
"926",2012-11-07,5570.87,5557.65,5583.59,5556.59,"13430000"
"927",2012-11-08,5580.84,5572,5582.52,5568.49,"13340000"
"928",2012-11-09,5589.43,5581.14,5605.69,5579.33,"85390000"
"929",2012-11-12,5599.88,5591.73,5615.12,5589.43,"20700000"
"930",2012-11-14,5574.96,5601.31,5609.73,5574.96,"11120000"
"931",2012-11-15,5558.25,5575.9,5583.48,5558.25,"14420000"
"932",2012-11-16,5556.32,5562.8,5573.11,5545.55,"15500000"
"933",2012-11-19,5503.93,5557.39,5564.97,5503.93,"471200000"
"934",2012-11-20,5433.95,5505.92,5520.36,5433.95,"22690000"
"935",2012-11-21,5360.6,5433.21,5433.95,5357.34,"164320000"
"936",2012-11-22,5406.65,5369.4,5414.87,5360.6,"23130000"
"937",2012-11-23,5407.11,5410.09,5427.46,5402.07,"18380000"
"938",2012-11-26,5384.89,5408,5419.01,5384.89,"7180000"
"939",2012-11-28,5334.68,5387.09,5389.04,5334.68,"15830000"
"940",2012-11-29,5363.6,5337.61,5367.89,5334.68,"25410000"
"941",2012-11-30,5351.25,5364.77,5372.18,5349.51,"15610000"
"942",2012-12-03,5337.71,5350.59,5372.1,5325.84,"10520000"
"943",2012-12-04,5331.45,5337.67,5345.18,5329.05,"62310000"
"944",2012-12-05,5323.21,5331.73,5337.56,5323.21,"16310000"
"945",2012-12-06,5387.33,5327.1,5387.33,5323.21,"67470000"
"946",2012-12-07,5387.4,5391.49,5411.97,5387.33,"12530000"
"947",2012-12-10,5404.86,5387.63,5427.53,5387.4,"30890000"
"948",2012-12-11,5417.78,5408.27,5431.03,5404.86,"9870000"
"949",2012-12-12,5516.64,5416.1,5524.7,5414.15,"39120000"
"950",2012-12-13,5547.36,5518.46,5595.18,5516.64,"26850000"
"951",2012-12-14,5522.72,5543.65,5552.08,5522.72,"15410000"
"952",2012-12-17,5503.51,5522.84,5535.83,5503.51,"26980000"
"953",2012-12-18,5507.79,5501.38,5518.45,5492.39,"35280000"
"954",2012-12-19,5512.66,5507.5,5528.96,5498.11,"11030000"
"955",2012-12-20,5527.36,5515.23,5541.7,5512.66,"9860000"
"956",2012-12-21,5516.49,5528.62,5549.52,5516.49,"47130000"
"957",2012-12-24,5524.89,5514.74,5536.64,5514.64,"6490000"
"958",2012-12-26,5570.91,5525.21,5570.91,5524.89,"8270000"
"959",2012-12-28,5607.13,5570.2,5607.13,5565.85,"33210000"
"960",2012-12-31,5643,5607.54,5643,5607.13,"14760000"
"961",2013-01-01,5643,5643,5643,5643,
"962",2013-01-02,5683.79,5642.87,5684.26,5632.97,"45560000"
"963",2013-01-03,5730.45,5685.07,5739.21,5683.79,"31160000"
"964",2013-01-04,5747.71,5731.72,5747.71,5726.31,"50350000"
"965",2013-01-07,5746.09,5750.87,5767.24,5731.27,"20950000"
"966",2013-01-08,5751.93,5746.28,5752.66,5719.68,"17600000"
"967",2013-01-09,5745.1,5753.25,5757.11,5742.11,"33150000"
"968",2013-01-10,5732.21,5747.07,5749.14,5732.21,"16620000"
"969",2013-01-11,5746.49,5731.1,5750.53,5730.54,"14450000"
"970",2013-01-15,5750.24,5736.25,5756.64,5736.25,"20030000"
"971",2013-01-16,5812.47,5750.61,5832.79,5750.24,"30390000"
"972",2013-01-17,5875.28,5814.49,5879.73,5812.47,"52150000"
"973",2013-01-18,5875.77,5875.51,5895.78,5864.45,"27970000"
"974",2013-01-21,5862.02,5879.39,5886.46,5862.02,"46540000"
"975",2013-01-22,5870.93,5864.18,5889.47,5862.02,"196870000"
"976",2013-01-23,5883.66,5871.92,5888.13,5870.93,"37840000"
"977",2013-01-24,5878.19,5882.9,5888.22,5870.36,"14730000"
"978",2013-01-28,5855.09,5879.32,5886.59,5839.34,"16330000"
"979",2013-01-29,5800.75,5855.28,5865.73,5800.75,"28140000"
"980",2013-01-30,5825.9,5800.69,5828.99,5799.45,"42310000"
"981",2013-01-31,5816.89,5825.22,5841.58,5816.89,"41680000"
"982",2013-02-01,5799.69,5823.84,5831.71,5799.69,"14600000"
"983",2013-02-05,5781.3,5802.53,5816.51,5781.3,"19340000"
"984",2013-02-06,5780.09,5781.64,5796.63,5776.61,"19470000"
"985",2013-02-07,5810.42,5781.09,5825.35,5780.09,"21570000"
"986",2013-02-08,5850.67,5812.72,5859.65,5810.42,"126370000"
"987",2013-02-11,5851.35,5846.09,5879.59,5841.96,"40080000"
"988",2013-02-12,5836.11,5855.45,5873.89,5816.79,"21560000"
"989",2013-02-13,5827.02,5835.89,5849.8,5827.02,"58100000"
"990",2013-02-14,5825.29,5825.27,5848.26,5809.9,"19910000"
"991",2013-02-15,5830.26,5825.03,5849.47,5823.69,"15250000"
"992",2013-02-18,5774.59,5829.71,5837.76,5774.56,"3.6e+07"
"993",2013-02-19,5737.48,5775.16,5775.52,5734.52,"28440000"
"994",2013-02-20,5730.54,5737.29,5752.46,5721.01,"17280000"
"995",2013-02-21,5726.11,5734.57,5758.73,5726.11,"13980000"
"996",2013-02-22,5735.61,5729.84,5749.99,5726.11,"12640000"
"997",2013-02-26,5669.48,5735.52,5742.12,5658.64,"28190000"
"998",2013-02-27,5674.47,5670.85,5691.7,5661.25,"23700000"
"999",2013-02-28,5635.9,5668.19,5674.47,5633.7,"27810000"
"1000",2013-03-01,5652.69,5637.05,5663.58,5635.9,"16480000"
"1001",2013-03-04,5631.89,5652.62,5662.34,5624.45,"19400000"
"1002",2013-03-05,5626.77,5632.54,5645.01,5623.74,"13490000"
"1003",2013-03-06,5663.36,5625.63,5676.59,5625.59,"60590000"
"1004",2013-03-07,5680.02,5662.23,5691.05,5658.23,"46240000"
"1005",2013-03-08,5691.39,5681.88,5709.09,5678.99,"37110000"
"1006",2013-03-11,5677.31,5692.47,5713.35,5677.31,"13880000"
"1007",2013-03-12,5704.32,5677.02,5722.52,5677.02,"19820000"
"1008",2013-03-13,5685.82,5706.64,5716.58,5685.82,"17980000"
"1009",2013-03-14,5688.98,5685.87,5711.92,5683.64,"25420000"
"1010",2013-03-15,5704.53,5691.47,5712.72,5688.98,"20180000"
"1011",2013-03-18,5708.01,5711.23,5732.48,5704.53,"15270000"
"1012",2013-03-19,5722.86,5708.42,5758.5,5708.01,"28480000"
"1013",2013-03-20,5734.82,5722.49,5761.95,5722.19,"20910000"
"1014",2013-03-21,5763.83,5735.87,5784.63,5732.25,"36340000"
"1015",2013-03-22,5735.68,5749.32,5753.39,5722.93,"34650000"
"1016",2013-03-25,5745.55,5764.76,5775.98,5745.55,"12820000"
"1017",2013-03-27,5744.99,5745.05,5752.84,5731.02,"17760000"
"1018",2013-03-28,5735.68,5749.32,5753.39,5722.93,"168210000"
"1019",2013-04-01,5705.2,5734.99,5743.02,5705.2,"15300000"
"1020",2013-04-02,5704.62,5703.99,5713.41,5684.98,"14540000"
"1021",2013-04-03,5728.47,5703.04,5745.47,5703.04,"21730000"
"1022",2013-04-04,5753.56,5727.38,5767.95,5726.74,"37960000"
"1023",2013-04-05,5765.94,5748.29,5784.02,5732.98,"23860000"
"1024",2013-04-08,5777.38,5760.1,5793.76,5759.64,"20200000"
"1025",2013-04-09,5767.6,5778.95,5793.93,5759.83,"14070000"
"1026",2013-04-10,5794.3,5767.04,5802.02,5765.3,"14070000"
"1027",2013-04-11,5813.37,5794.74,5824.49,5793.88,"34500000"
"1028",2013-04-12,5839.88,5815.51,5851.3,5810.2,"27580000"
"1029",2013-04-16,5852.68,5838.38,5864.95,5838.38,"64650000"
"1030",2013-04-17,5868.53,5850.19,5893.34,5850.19,"31890000"
"1031",2013-04-18,5882.25,5893.11,5909.59,5866.3,"42440000"
"1032",2013-04-19,5882.25,5893.11,5909.59,5866.3,"44370000"
"1033",2013-04-22,5872.43,5882.96,5898.58,5872.43,"36770000"
"1034",2013-04-23,5933.73,5885.29,5949.46,5883.52,"30300000"
"1035",2013-04-24,5933.73,5885.29,5949.46,5883.52,"138320000"
"1036",2013-04-26,5962.17,5936.17,6005.66,5933.73,"105470000"
"1037",2013-04-29,5967.62,5966.95,5995.51,5957.8,"65310000"
"1038",2013-04-30,5953.19,5966.66,5979.27,5946.82,"32200000"
"1039",2013-05-02,5972.37,5662.23,5691.05,5658.23,"44210000"
"1040",2013-05-03,6013.18,5973.79,6035.72,5972.37,"31270000"
"1041",2013-05-06,6121.17,6017.61,6144.84,6013.18,"67430000"
"1042",2013-05-07,6201.68,6123.37,6212.19,6121.17,"54440000"
"1043",2013-05-08,6210.1,6210.04,6240.92,6181.51,"50860000"
"1044",2013-05-09,6238.71,6208.19,6258.26,6206.07,"73990000"
"1045",2013-05-10,6250,6255.27,6290.88,6238.71,"5.8e+07"
"1046",2013-05-13,6239.03,6250.53,6259.46,6218.67,"24640000"
"1047",2013-05-14,6206.59,6238.65,6253.73,6206.59,"23950000"
"1048",2013-05-15,6221.12,6202.87,6241.02,6200.77,"49070000"
"1049",2013-05-16,6287,6225.23,6296.35,6221.12,"58610000"
"1050",2013-05-17,6380.7,6292.18,6437.27,6287,"58540000"
"1051",2013-05-20,6466.67,6397.07,6484.42,6380.7,"44030000"
"1052",2013-05-21,6441.64,6476.33,6486.15,6423.04,"39450000"
"1053",2013-05-22,6461.62,6443.4,6481.16,6441.64,"20460000"
"1054",2013-05-23,6488.85,6461,6515.76,6461,"20260000"
"1055",2013-05-27,6446.54,6494.09,6528.11,6443.77,"32340000"
"1056",2013-05-28,6434.7,6447.39,6463.88,6429.43,"36200000"
"1057",2013-05-29,6455.81,6437.89,6470.22,6434.7,"49250000"
"1058",2013-05-30,6455.12,6456.89,6475.53,6451.48,"48650000"
"1059",2013-05-31,6463.06,6458.33,6474.72,6446.01,"34170000"
"1060",2013-06-03,6451.68,6458.86,6474.92,6436.89,"20910000"
"1061",2013-06-04,6449.66,6452.37,6460.38,6431.28,"23310000"
"1062",2013-06-05,6422.84,6453.28,6462.44,6422.84,"27240000"
"1063",2013-06-06,6372.38,6422.99,6449.18,6355.66,"37820000"
"1064",2013-06-07,6307.43,6361.85,6382.33,6307.43,"18890000"
"1065",2013-06-10,6341.28,6308.13,6353.12,6294.04,"26630000"
"1066",2013-06-11,6303.79,6344.84,6371,6303.59,"31720000"
"1067",2013-06-12,6284.76,6304.23,6313.65,6279.84,"21130000"
"1068",2013-06-13,6207.87,6285.29,6296.53,6204.67,"25020000"
"1069",2013-06-14,6219.39,6205.52,6263.26,6198.28,"28360000"
"1070",2013-06-17,6219.11,6217.12,6243.83,6214.53,"8730000"
"1071",2013-06-18,6193,6219.87,6233.45,6190.93,"23780000"
"1072",2013-06-19,6209.23,6199.81,6235.92,6193,"12690000"
"1073",2013-06-20,6211.44,6209.39,6231,6194.08,"23080000"
"1074",2013-06-21,6155.27,6211.4,6214.89,6151.31,"18130000"
"1075",2013-06-24,6149.38,6156.03,6170.05,6145.38,"11080000"
"1076",2013-06-25,6086.22,6152.55,6163.41,6086.22,"15180000"
"1077",2013-06-26,6072.68,6091.78,6102.31,6071.78,"108030000"
"1078",2013-06-27,6111.36,6074.54,6124.68,6072.68,"23710000"
"1079",2013-06-28,6121.01,6124.96,6137.72,6117.89,"12740000"
"1080",2013-07-01,6132.75,6124.44,6144.89,6111.29,"20710000"
"1081",2013-07-02,6140.79,6133.01,6165.82,6122.97,"23760000"
"1082",2013-07-03,6117.97,6138.55,6150.78,6111.54,"38160000"
"1083",2013-07-04,6073.17,6117.53,6127.79,6073.17,"25100000"
"1084",2013-07-05,6048.18,6076.82,6077.04,6016.98,"19600000"
"1085",2013-07-08,5995.64,6047.25,6052.08,5995.64,"22170000"
"1086",2013-07-09,5980.16,5996.29,6008.03,5980.16,"14380000"
"1087",2013-07-10,6016.05,5984.91,6023.19,5980.16,"31880000"
"1088",2013-07-11,6062.38,6026.95,6067.44,6016.05,"17490000"
"1089",2013-07-12,6028.74,6061.87,6063.73,6028.74,"72340000"
"1090",2013-07-15,6015.2,6029.29,6032.57,6015.02,"34090000"
"1091",2013-07-16,6007.65,6017.01,6021.21,5985.14,"15950000"
"1092",2013-07-17,5982.35,6008.65,6016.67,5982.35,"12800000"
"1093",2013-07-18,5985.45,5981.38,5994.08,5979.57,"16090000"
"1094",2013-07-19,6041.06,5985.45,6049.4,5980.14,"13600000"
"1095",2013-07-23,6084.24,6043.38,6092.12,6041.06,"11270000"
"1096",2013-07-24,6079.14,6084.45,6096.38,6060.06,"13200000"
"1097",2013-07-25,6038.16,6080.98,6082.84,6037.45,"13590000"
"1098",2013-07-26,6051.77,6039.25,6053.25,6038.16,"18660000"
"1099",2013-07-29,6056.92,6051.42,6064.08,6028.47,"9740000"
"1100",2013-07-30,6055.48,6053.87,6067.54,6047.17,"13160000"
"1101",2013-07-31,6037.22,6056.04,6057.41,6037.22,"14550000"
"1102",2013-08-01,6156.6,6037.56,6156.6,6037.22,"76450000"
"1103",2013-08-02,6155.82,6159.33,6177.42,6149.26,"43610000"
"1104",2013-08-05,6114.18,6158.32,6159.28,6114.18,"16200000"
"1105",2013-08-06,6121.45,6122.15,6128.74,6114.18,"23210000"
"1106",2013-08-07,6151.79,6122.1,6163.51,6121.45,"40520000"
"1107",2013-08-08,6151.92,6154.03,6162.59,6137.06,"11320000"
"1108",2013-08-12,6130.24,6152.7,6159.97,6120.05,"18960000"
"1109",2013-08-13,6142.87,6131.83,6150.77,6130.24,"23560000"
"1110",2013-08-14,6208.67,6146.88,6227,6142.87,"49450000"
"1111",2013-08-15,6220.1,6209.57,6247.27,6189.44,"24330000"
"1112",2013-08-16,6233.21,6220.42,6233.21,6203.14,"27130000"
"1113",2013-08-19,6224.34,6234.16,6252.86,6215.25,"27200000"
"1114",2013-08-21,6116.67,6225.52,6231.64,6116.67,"26730000"
"1115",2013-08-22,6085.88,6117.25,6121.89,6085.88,"19760000"
"1116",2013-08-23,5951.83,6086.16,6086.49,5951.83,"20530000"
"1117",2013-08-26,5895.65,5951.05,5955.06,5895.65,"13290000"
"1118",2013-08-27,5923.34,5893.86,5923.34,5836.91,"20400000"
"1119",2013-08-28,5753.2,5922.54,5923.9,5753.2,"25830000"
"1120",2013-08-29,5825.06,5753.84,5835.72,5753.2,"21410000"
"1121",2013-08-30,5834.04,5825.46,5839.57,5808.62,"83030000"
"1122",2013-09-02,5782.72,5834.4,5842.36,5782.72,"25620000"
"1123",2013-09-03,5752.36,5786.46,5786.55,5746.58,"35810000"
"1124",2013-09-04,5744.89,5753.57,5767.34,5742.92,"32390000"
"1125",2013-09-05,5686.99,5745.31,5748.25,5686.99,"21960000"
"1126",2013-09-06,5672.64,5683.39,5700.58,5668.01,"21320000"
"1127",2013-09-09,5605.26,5671.79,5677.19,5605.26,"21320000"
"1128",2013-09-10,5667.33,5605.37,5683.09,5604.59,"27860000"
"1129",2013-09-11,5730.21,5667.64,5730.21,5667.25,"30670000"
"1130",2013-09-12,5744.5,5729.47,5744.5,5725.64,"23310000"
"1131",2013-09-13,5749.46,5744.4,5769.85,5739.8,"51320000"
"1132",2013-09-16,5730.12,5751.46,5755.43,5706.46,"24100000"
"1133",2013-09-17,5705.26,5730.93,5736.72,5705.26,"27890000"
"1134",2013-09-18,5700.74,5705.63,5713.72,5684.02,"40460000"
"1135",2013-09-20,5814.1,5703.42,5815.71,5700.74,"39890000"
"1136",2013-09-23,5782.85,5815.5,5831.03,5782.85,"22740000"
"1137",2013-09-24,5794.47,5782.96,5805.3,5778.14,"86560000"
"1138",2013-09-25,5783.62,5794.99,5806.52,5780.8,"71900000"
"1139",2013-09-26,5786.16,5783.71,5788.35,5771.2,"87150000"
"1140",2013-09-27,5808.62,5787.82,5822.43,5786.16,"72080000"
"1141",2013-09-30,5803.32,5809.44,5816.02,5799.86,"75030000"
"1142",2013-10-01,5780.83,5802.98,5803.32,5777.27,"73320000"
"1143",2013-10-02,5805.62,5781.36,5815.47,5780.83,"74330000"
"1144",2013-10-03,5814.8,5790.28,5822.97,5785.99,"112080000"
"1145",2013-10-04,5837.95,5820.4,5850.41,5808.08,"622170000"
"1146",2013-10-07,5867.1,5844.21,5871.12,5837.95,"26150000"
"1147",2013-10-08,5897.05,5866.65,5908.3,5866.65,"490330000"
"1148",2013-10-09,5909.95,5897.55,5932.46,5896.05,"77050000"
"1149",2013-10-10,5957.37,5910.48,5965.11,5909.24,"7e+07"
"1150",2013-10-11,5947.42,5958.47,5969.82,5946.56,"59010000"
"1151",2013-10-14,5952.62,5954.64,5969.8,5947.03,"20940000"
"1152",2013-10-15,5961.98,5952.21,5972.58,5946.96,"49780000"
"1153",2013-10-17,5976.51,5963.07,5982.08,5959.01,"18570000"
"1154",2013-10-21,5946.65,5977.38,5979.71,5940.41,"33230000"
"1155",2013-10-22,5925.22,5946.33,5952.31,5925.22,"30300000"
"1156",2013-10-23,5900.9,5925.39,5931.25,5900.9,"26590000"
"1157",2013-10-24,5936.4,5901.04,5952.57,5898.82,"40650000"
"1158",2013-10-25,5948.75,5935.93,5955.68,5935.54,"1.48e+09"
"1159",2013-10-28,5928.97,5950.31,5953.46,5923.05,"38530000"
"1160",2013-10-29,5906.53,5929.17,5932.26,5892.6,"47830000"
"1161",2013-10-30,5934.41,5908.63,5940.16,5906.53,"126810000"
"1162",2013-10-31,5954.62,5936.57,5957.3,5934.41,"47070000"
"1163",2013-11-01,5954.36,5954.87,5965.26,5951.06,"40630000"
"1164",2013-11-04,5927.41,5952.54,5955.28,5927.41,"22170000"
"1165",2013-11-05,5912.91,5928.1,5933.47,5911.59,"13150000"
"1166",2013-11-06,5906.18,5914.05,5922.22,5903.88,"21980000"
"1167",2013-11-07,5870.47,5907.55,5908.29,5869.36,"4.2e+07"
"1168",2013-11-08,5855.34,5870.2,5870.47,5846.64,"47900000"
"1169",2013-11-11,5862.82,5855.99,5862.82,5849.1,"15190000"
"1170",2013-11-12,5812.84,5863.63,5863.81,5812.84,"36150000"
"1171",2013-11-13,5816.04,5811.65,5818.21,5797.62,"22910000"
"1172",2013-11-14,5829.05,5816.82,5832.76,5816.04,"37110000"
"1173",2013-11-15,5810.97,5829.29,5837.3,5809.5,"19780000"
"1174",2013-11-18,5824.48,5811.66,5825.29,5796.89,"143650000"
"1175",2013-11-19,5809.15,5829.56,5838.06,5809.15,"23820000"
"1176",2013-11-20,5793.53,5807.69,5813.28,5793.53,"27800000"
"1177",2013-11-21,5801.85,5793.71,5824.94,5793.53,"65890000"
"1178",2013-11-22,5792.72,5802.47,5807.93,5792.72,"36390000"
"1179",2013-11-25,5775.67,5793.02,5806.84,5775.67,"27360000"
"1180",2013-11-26,5748.01,5775.96,5787.98,5748.01,"143300000"
"1181",2013-11-27,5744.67,5748.2,5756.16,5740.29,"110790000"
"1182",2013-11-28,5752.2,5744.29,5764.34,5735.08,"68870000"
"1183",2013-11-29,5775.09,5751.88,5775.09,5751.88,"37760000"
"1184",2013-12-02,5774.1,5779.66,5795.39,5763.47,"90740000"
"1185",2013-12-03,5773.12,5774.07,5805.07,5773.12,"156310000"
"1186",2013-12-04,5782.92,5773.22,5788.52,5772.34,"71090000"
"1187",2013-12-05,5780.58,5782.34,5795.28,5766.88,"116350000"
"1188",2013-12-06,5810.24,5780.55,5838.73,5780.55,"74330000"
"1189",2013-12-09,5821.3,5811.43,5828.6,5804.95,"9100000"
"1190",2013-12-10,5778.52,5820.69,5821.5,5778.52,"15080000"
"1191",2013-12-11,5787.81,5774.34,5789.87,5764.09,"9930000"
"1192",2013-12-12,5793.19,5789.24,5802.93,5787.81,"15590000"
"1193",2013-12-13,5795.66,5792.4,5806.3,5790.55,"17610000"
"1194",2013-12-17,5811.88,5795.98,5811.88,5792.71,"15530000"
"1195",2013-12-18,5811.76,5812.23,5823.74,5800.45,"21550000"
"1196",2013-12-19,5867,5812.18,5869.15,5811.76,"24760000"
"1197",2013-12-20,5857.36,5868.44,5881.69,5854.28,"26610000"
"1198",2013-12-23,5846.42,5856.02,5867.77,5842.32,"1.5e+07"
"1199",2013-12-24,5845.93,5846.82,5847.51,5840.17,"27530000"
"1200",2013-12-26,5848.49,5845.41,5861.34,5845.39,"6150000"
"1201",2013-12-27,5876.66,5848.42,5882.3,5845.4,"14450000"
"1202",2013-12-30,5899.2,5876.37,5911.42,5874.75,"12270000"
"1203",2013-12-31,5912.78,5899.22,5917.8,5889.33,"20440000"
"1204",2014-01-02,5968.04,5913.48,5972.1,5912.78,"28250000"
"1205",2014-01-03,5973.8,5968.36,6007.79,5956.71,"47510000"
"1206",2014-01-06,5944.99,5974.5,5975,5938.26,"23960000"
"1207",2014-01-07,5977.07,5945.05,5989.42,5942.62,"25390000"
"1208",2014-01-08,6054.47,5975.02,6064.69,5973.24,"49250000"
"1209",2014-01-09,6069.34,6056,6087.3,6048.86,"58270000"
"1210",2014-01-10,6083.14,6069.72,6113.71,6069.34,"59340000"
"1211",2014-01-13,6116.39,6083.83,6121.34,6080.86,"92520000"
"1212",2014-01-15,6116.39,6116.39,6116.39,6116.39,
"1213",2014-01-16,6166.98,6119.73,6177.06,6116.39,"91740000"
"1214",2014-01-17,6131.05,6168.2,6178.19,6131.05,"90360000"
"1215",2014-01-20,6156.68,6132.76,6177.33,6131.05,"54190000"
"1216",2014-01-21,6153.54,6156.77,6175.98,6153.54,"31820000"
"1217",2014-01-22,6212.67,6154.12,6220.23,6153.54,"108640000"
"1218",2014-01-23,6226.14,6213.15,6233.6,6201.18,"131710000"
"1219",2014-01-24,6255.63,6226.88,6280.61,6226.14,"134410000"
"1220",2014-01-27,6245.81,6258.98,6285.98,6225.13,"55810000"
"1221",2014-01-28,6218.83,6246.83,6256.27,6218.83,"45950000"
"1222",2014-01-29,6252.14,6218.59,6260.57,6218.13,"49420000"
"1223",2014-01-30,6227.26,6253.94,6262.06,6227.26,"55360000"
"1224",2014-01-31,6248.08,6228.79,6264.03,6227.26,"163760000"
"1225",2014-02-03,6219.34,6241.97,6249.23,6219.34,"49100000"
"1226",2014-02-04,6219.34,6219.34,6219.34,6219.34,
"1227",2014-02-05,6175.63,6221.08,6225.22,6175.63,"111750000"
"1228",2014-02-06,6168.5,6175.17,6182.36,6160.89,"57350000"
"1229",2014-02-07,6141.72,6170.8,6182.23,6141.72,"77780000"
"1230",2014-02-10,6110.27,6143.81,6155.97,6110.27,"89420000"
"1231",2014-02-11,6113.15,6112.26,6123.43,6104.07,"48050000"
"1232",2014-02-12,6084.48,6108.91,6120.12,6084.48,"68590000"
"1233",2014-02-13,6083.39,6086.76,6103.74,6083.39,"34710000"
"1234",2014-02-17,6056.11,6082.91,6086.43,6052.94,"26110000"
"1235",2014-02-18,6021.66,6056.85,6060.08,6019.9,"46830000"
"1236",2014-02-19,5986.24,6022.72,6027.04,5986.24,"49210000"
"1237",2014-02-20,5956.16,5985.58,5987.02,5951.72,"51130000"
"1238",2014-02-21,5937.28,5956.84,5962.54,5931,"38910000"
"1239",2014-02-24,5883.05,5938.05,5938.92,5883.05,"16520000"
"1240",2014-02-25,5835.92,5882.32,5883.05,5835.92,"32320000"
