"","Hang Seng (HSI)_history.csv Date","Hang Seng (HSI)_history.csv Price","Hang Seng (HSI)_history.csv Open","Hang Seng (HSI)_history.csv High","Hang Seng (HSI)_history.csv Low","Hang Seng (HSI)_history.csv Volume"
"951",2012-10-22,21697.55,21440.01,21699.07,21431.24,"1.47e+09"
"952",2012-10-24,21763.78,21561.59,21802.49,21533.24,"1.71e+09"
"953",2012-10-25,21810.23,21792.67,21839.64,21710.84,"1.63e+09"
"954",2012-10-26,21545.57,21847.7,21847.7,21527.54,"1.66e+09"
"955",2012-10-29,21511.05,21478.12,21561.97,21397.09,"1.43e+09"
"956",2012-10-30,21428.58,21549.17,21575.03,21338.65,"1.43e+09"
"957",2012-10-31,21641.82,21539.49,21648.64,21496.92,"1.55e+09"
"958",2012-11-01,21821.87,21573.93,21832.56,21506.05,"1.67e+09"
"959",2012-11-02,22111.33,22066.29,22149.7,22019.65,"1.85e+09"
"960",2012-11-05,22006.4,22044.21,22141.13,21990.68,"1.17e+09"
"961",2012-11-06,21944.43,21959.99,22008.86,21832.28,"1.32e+09"
"962",2012-11-07,22099.85,22020.4,22099.85,21811.19,"1.56e+09"
"963",2012-11-08,21566.91,21785.83,21871.85,21555.75,"1.67e+09"
"964",2012-11-09,21384.38,21433.6,21525.49,21330.34,"1.46e+09"
"965",2012-11-12,21430.3,21367.57,21462.45,21339.19,"922160000"
"966",2012-11-13,21188.65,21372.87,21399.61,21181.92,"1.35e+09"
"967",2012-11-14,21441.99,21250.97,21446.36,21221.31,"1.3e+09"
"968",2012-11-15,21108.93,21188.94,21288.48,21098.41,"1.41e+09"
"969",2012-11-16,21159.01,21203.82,21205.31,21105.21,"1.15e+09"
"970",2012-11-19,21262.06,21209.95,21303.1,21136.32,"1.1e+09"
"971",2012-11-20,21228.28,21478,21478,21213.12,"1.17e+09"
"972",2012-11-21,21524.36,21367.55,21530.44,21229.14,"1.36e+09"
"973",2012-11-22,21743.2,21595.59,21774.4,21517.91,"1.45e+09"
"974",2012-11-23,21913.98,21729.72,21924.06,21723.35,"1.34e+09"
"975",2012-11-26,21861.81,21986.36,21986.36,21827.27,"1.07e+09"
"976",2012-11-27,21844.03,21969.71,22002.86,21820.15,"1.21e+09"
"977",2012-11-28,21708.98,21764.91,21764.91,21629.58,"1.27e+09"
"978",2012-11-29,21922.89,21821.05,21996.4,21786.03,"1.27e+09"
"979",2012-11-30,22030.39,21949.4,22091.61,21918.55,"1.83e+09"
"980",2012-12-03,21767.85,22070.44,22162.47,21716.77,"1.22e+09"
"981",2012-12-04,21799.97,21786.07,21853.15,21687.88,"1.24e+09"
"982",2012-12-05,22270.91,21819.01,22274.04,21804.93,"2.47e+09"
"983",2012-12-06,22249.81,22355.89,22355.89,22215.08,"1.47e+09"
"984",2012-12-07,22191.17,22294.73,22371.4,22188.07,"1.83e+09"
"985",2012-12-10,22276.72,22377.56,22377.56,22235.76,"1.39e+09"
"986",2012-12-11,22323.94,22295.99,22393.2,22244.02,"1.59e+09"
"987",2012-12-12,22503.35,22412.9,22508.01,22412.9,"1.86e+09"
"988",2012-12-13,22445.58,22500.99,22563.14,22380.78,"1.48e+09"
"989",2012-12-14,22605.98,22396.72,22636.43,22396.72,"1.77e+09"
"990",2012-12-17,22513.61,22590.76,22625.41,22453.59,"1.45e+09"
"991",2012-12-18,22494.73,22525.46,22588.48,22449.74,"3.22e+09"
"992",2012-12-19,22623.37,22654.65,22683.72,22562.02,"1.58e+09"
"993",2012-12-20,22659.78,22602.99,22661.74,22483.95,"1.62e+09"
"994",2012-12-21,22506.29,22565.09,22565.09,22423.16,"1.81e+09"
"995",2012-12-24,22541.18,22494.71,22577.56,22494.71,"560260000"
"996",2012-12-27,22619.78,22705.46,22718.83,22608.6,"1.05e+09"
"997",2012-12-28,22666.59,22706.33,22706.33,22628.46,"1.04e+09"
"998",2012-12-31,22656.92,22584.44,22698.33,22566.89,"685410000"
"999",2013-01-02,23311.98,22860.25,23317.39,22860.25,"2.13e+09"
"1000",2013-01-03,23398.6,23390.54,23400.74,23234.43,"2.21e+09"
"1001",2013-01-04,23331.09,23370.36,23370.36,23172.28,"1.51e+09"
"1002",2013-01-07,23329.75,23345.2,23402.45,23254.23,"1.4e+09"
"1003",2013-01-08,23111.19,23264.03,23264.03,23088.4,"1.46e+09"
"1004",2013-01-09,23218.47,23154.71,23235.39,23141.67,"1.52e+09"
"1005",2013-01-10,23354.31,23240.07,23477.89,23165.64,"1.91e+09"
"1006",2013-01-11,23264.07,23478.81,23486.6,23212.9,"1.53e+09"
"1007",2013-01-14,23413.26,23326.82,23441.94,23292.07,"1.56e+09"
"1008",2013-01-15,23381.51,23388.47,23515.86,23306.17,"1.45e+09"
"1009",2013-01-16,23356.99,23390.19,23390.19,23203.24,"1.37e+09"
"1010",2013-01-17,23339.76,23471.67,23504.73,23222.96,"1.32e+09"
"1011",2013-01-18,23601.78,23509.49,23606.5,23450.77,"1.93e+09"
"1012",2013-01-21,23590.91,23565.96,23639.63,23535.47,"1.1e+09"
"1013",2013-01-22,23658.99,23596.38,23685.55,23498.96,"1.36e+09"
"1014",2013-01-23,23635.1,23700.45,23710.87,23540.42,"1.54e+09"
"1015",2013-01-24,23598.9,23585.1,23688.79,23547.79,"1.43e+09"
"1016",2013-01-25,23580.43,23653.54,23666.39,23481.37,"1.62e+09"
"1017",2013-01-28,23671.88,23621.95,23736.02,23621.95,"1.44e+09"
"1018",2013-01-29,23655.17,23659.11,23707.11,23602.85,"3.15e+09"
"1019",2013-01-30,23822.06,23767.33,23916.16,23765.57,"1.96e+09"
"1020",2013-01-31,23729.53,23799.17,23799.17,23667.94,"1.83e+09"
"1021",2013-02-01,23721.84,23763.34,23763.34,23571.3,"1.63e+09"
"1022",2013-02-04,23685.01,23866.8,23944.74,23637.18,"2.74e+09"
"1023",2013-02-05,23148.53,23406.99,23406.99,23104.27,"2.49e+09"
"1024",2013-02-06,23256.93,23292.43,23355.37,23204.05,"1.65e+09"
"1025",2013-02-07,23177,23259.82,23298.13,23134.78,"2.02e+09"
"1026",2013-02-08,23215.16,23101.09,23267.2,23101.09,"1.83e+09"
"1027",2013-02-14,23413.25,23460.31,23469.26,23300.6,"1.53e+09"
"1028",2013-02-15,23444.56,23315.41,23446.77,23284.05,"1.06e+09"
"1029",2013-02-18,23381.94,23477.49,23477.49,23309.55,"1.03e+09"
"1030",2013-02-19,23143.91,23368.22,23454.19,23139.08,"1.43e+09"
"1031",2013-02-20,23307.41,23310.93,23310.93,23163.86,"1.56e+09"
"1032",2013-02-21,22906.67,23026.18,23026.18,22828.17,"2.06e+09"
"1033",2013-02-22,22782.44,22840.32,22850.25,22674.59,"1.62e+09"
"1034",2013-02-25,22820.08,22852.89,22876.03,22777.63,"1.07e+09"
"1035",2013-02-26,22519.69,22639.97,22769.07,22510.76,"1.52e+09"
"1036",2013-02-27,22577.01,22656.4,22656.4,22445.34,"1.68e+09"
"1037",2013-02-28,23020.27,22826.42,23031.69,22734.84,"2.11e+09"
"1038",2013-03-01,22880.22,22957.09,23015.68,22868.69,"2.07e+09"
"1039",2013-03-04,22537.81,22866.51,22866.51,22466.08,"2.17e+09"
"1040",2013-03-05,22560.5,22621.6,22661.49,22523.69,"1.84e+09"
"1041",2013-03-06,22777.84,22750.58,22808.81,22664.94,"1.76e+09"
"1042",2013-03-07,22771.44,22729.29,22843.73,22656.37,"1.28e+09"
"1043",2013-03-08,23091.95,22839.27,23220.52,22839.27,"1.85e+09"
"1044",2013-03-11,23090.82,23131.44,23246.29,23064.93,"1.29e+09"
"1045",2013-03-12,22890.6,23133,23262.02,22879.18,"1.56e+09"
"1046",2013-03-13,22556.65,22901.12,22901.12,22487.33,"1.82e+09"
"1047",2013-03-14,22619.18,22484.25,22655.88,22305.54,"1.93e+09"
"1048",2013-03-15,22533.11,22705.92,22799.67,22494.04,"2.91e+09"
"1049",2013-03-18,22083.36,22185.32,22185.32,21997.72,"2.25e+09"
"1050",2013-03-19,22041.86,22138.1,22218.85,22030.66,"1.66e+09"
"1051",2013-03-20,22256.44,21990.04,22302.5,21975.9,"1.77e+09"
"1052",2013-03-21,22225.88,22285.81,22403.79,22179.5,"1.62e+09"
"1053",2013-03-22,22115.3,22186.24,22232.07,22033.18,"1.52e+09"
"1054",2013-03-25,22251.15,22327.53,22351.08,22201.06,"1.54e+09"
"1055",2013-03-26,22311.08,22208.06,22346.27,22088.56,"1.73e+09"
"1056",2013-03-27,22464.82,22385.47,22529.37,22366.02,"1.67e+09"
"1057",2013-03-28,22299.63,22390.35,22390.35,22132.33,"2.2e+09"
"1058",2013-04-02,22367.82,22203.93,22449.46,22203.93,"1.52e+09"
"1059",2013-04-03,22337.49,22527.12,22527.12,22283.16,"1.24e+09"
"1060",2013-04-05,21726.9,22230.93,22230.93,21703.28,"2.32e+09"
"1061",2013-04-08,21718.05,21733.78,21772.23,21612.05,"1.36e+09"
"1062",2013-04-09,21870.34,21800.24,21979.08,21800.24,"1.35e+09"
"1063",2013-04-10,22034.56,21963.37,22038.89,21858.81,"1.48e+09"
"1064",2013-04-11,22101.27,22198.49,22251.62,22058.3,"1.42e+09"
"1065",2013-04-12,22089.05,22185.36,22185.36,22049.58,"1.3e+09"
"1066",2013-04-15,21772.67,21998.74,21998.74,21735.31,"1.51e+09"
"1067",2013-04-16,21672.03,21571.58,21813.55,21475.33,"1.64e+09"
"1068",2013-04-17,21569.67,21794.69,21798.57,21550.72,"1.91e+09"
"1069",2013-04-18,21512.52,21440.33,21618.07,21423.25,"1.41e+09"
"1070",2013-04-19,22013.57,21517.94,22016.97,21496.29,"2e+09"
"1071",2013-04-22,22044.37,22038.13,22131.65,21956.53,"1.29e+09"
"1072",2013-04-23,21806.61,22085.7,22085.7,21747.47,"1.8e+09"
"1073",2013-04-24,22183.05,22067.04,22195.93,21962.9,"1.76e+09"
"1074",2013-04-25,22401.24,22298.64,22486.45,22214.65,"1.84e+09"
"1075",2013-04-26,22547.71,22559.97,22690.33,22528.95,"1.83e+09"
"1076",2013-04-29,22580.77,22567.63,22647.59,22488.65,"1.35e+09"
"1077",2013-04-30,22737.01,22769.59,22862.69,22669.54,"1.6e+09"
"1078",2013-05-02,22668.3,22692.33,22706.07,22552.31,"1.43e+09"
"1079",2013-05-03,22689.96,22811.84,22886.17,22678.67,"1.28e+09"
"1080",2013-05-06,22915.09,22967.78,22980.56,22864.91,"1.33e+09"
"1081",2013-05-07,23047.09,22924.29,23058.74,22855.58,"1.42e+09"
"1082",2013-05-08,23244.35,23215.95,23270,23156.26,"1.76e+09"
"1083",2013-05-09,23211.48,23353.68,23353.68,23126.81,"1.41e+09"
"1084",2013-05-10,23321.22,23213.59,23330.6,23144.12,"1.41e+09"
"1085",2013-05-13,22989.81,23245.58,23245.58,22958.87,"1.49e+09"
"1086",2013-05-14,22930.28,23124.24,23145.91,22878.64,"1.38e+09"
"1087",2013-05-15,23044.24,23074.26,23163.56,23002.32,"1.51e+09"
"1088",2013-05-16,23082.68,23110.19,23163,22955.9,"1.32e+09"
"1089",2013-05-20,23493.03,23348.74,23512.42,23348.74,"1.58e+09"
"1090",2013-05-21,23366.37,23425.69,23446,23337.75,"3.48e+09"
"1091",2013-05-22,23261.08,23341.06,23423.51,23179.46,"1.47e+09"
"1092",2013-05-23,22669.68,23066.71,23123.43,22605.69,"2.51e+09"
"1093",2013-05-24,22618.67,22679.36,22781.54,22470.53,"1.41e+09"
"1094",2013-05-27,22686.05,22571.63,22729.87,22544.89,"993590000"
"1095",2013-05-28,22924.25,22710.2,22942.15,22639.54,"1.15e+09"
"1096",2013-05-29,22554.93,22826.85,22861.6,22532.57,"1.54e+09"
"1097",2013-05-30,22484.31,22562.51,22630.64,22290.72,"1.75e+09"
"1098",2013-05-31,22392.16,22582.55,22582.55,22346.18,"2.49e+09"
"1099",2013-06-03,22282.19,22301.68,22564.18,22249.65,"1.55e+09"
"1100",2013-06-04,22285.52,22320.5,22330.05,22178.64,"1.42e+09"
"1101",2013-06-05,22069.24,22141.67,22174.69,21933.92,"1.52e+09"
"1102",2013-06-06,21838.43,21908.45,21949.81,21799.25,"1.71e+09"
"1103",2013-06-07,21575.26,21768.24,21820.43,21506.33,"1.83e+09"
"1104",2013-06-10,21615.09,21592.9,21723.86,21497.55,"1.46e+09"
"1105",2013-06-11,21354.66,21542.3,21632.01,21307.99,"2.12e+09"
"1106",2013-06-13,20887.04,21069.26,21069.26,20652.75,"3.3e+09"
"1107",2013-06-14,20969.14,21083.41,21164.68,20954.66,"2.39e+09"
"1108",2013-06-17,21225.9,21007.28,21272.75,21007.28,"1.88e+09"
"1109",2013-06-18,21225.88,21102.6,21240.01,20995.39,"1.61e+09"
"1110",2013-06-19,20986.89,21188.4,21232.51,20896.22,"1.89e+09"
"1111",2013-06-20,20382.87,20668.8,20703.76,20374.14,"2.63e+09"
"1112",2013-06-21,20263.31,19969.98,20383.54,19969.98,"4.08e+09"
"1113",2013-06-24,19813.98,20023.44,20101.26,19756.61,"2.59e+09"
"1114",2013-06-25,19855.72,19775.98,19992.3,19426.36,"3.39e+09"
"1115",2013-06-26,20338.55,20090.76,20354.18,19913.98,"3.02e+09"
"1116",2013-06-27,20440.08,20456.47,20713.34,20375.4,"2.43e+09"
"1117",2013-06-28,20803.29,20596.63,20818.35,20490.89,"2.31e+09"
"1118",2013-07-02,20658.65,21004.56,21004.56,20633.16,"2.51e+09"
"1119",2013-07-03,20147.31,20568.56,20590.32,20119.56,"2.35e+09"
"1120",2013-07-04,20468.67,20334.94,20532.14,20318.02,"1.38e+09"
"1121",2013-07-05,20854.67,20740.7,20866.36,20729.03,"1.45e+09"
"1122",2013-07-08,20582.19,20598.21,20694.51,20244.07,"1.72e+09"
"1123",2013-07-09,20683.01,20610.56,20767.58,20571.55,"1.24e+09"
"1124",2013-07-10,20904.56,20841.73,21044.47,20633.02,"1.63e+09"
"1125",2013-07-11,21437.49,21177.63,21503.71,21177.63,"2.43e+09"
"1126",2013-07-12,21277.28,21522.15,21522.15,21242.47,"1.64e+09"
"1127",2013-07-15,21303.31,21278.62,21391.76,21205.6,"1.15e+09"
"1128",2013-07-16,21312.38,21333.07,21394.13,21209.18,"1.05e+09"
"1129",2013-07-17,21371.87,21368.77,21460.96,21253.59,"1.11e+09"
"1130",2013-07-18,21345.22,21426.9,21445.15,21288.58,"1.22e+09"
"1131",2013-07-19,21362.42,21451.6,21451.6,21214.24,"1.28e+09"
"1132",2013-07-22,21416.5,21498.96,21498.96,21283.83,"1.09e+09"
"1133",2013-07-23,21915.42,21517.2,21964.03,21517.2,"2.57e+09"
"1134",2013-07-24,21968.93,21912.9,21984.26,21799.31,"1.34e+09"
"1135",2013-07-25,21900.96,21872.14,21947.83,21841.45,"1.16e+09"
"1136",2013-07-26,21968.95,21892.34,22034.38,21834.24,"1.21e+09"
"1137",2013-07-29,21850.15,21896.12,21953.35,21749.69,"1.21e+09"
"1138",2013-07-30,21953.96,21870.14,22033.21,21839.76,"1.21e+09"
"1139",2013-07-31,21883.66,21888.8,22070.14,21853.44,"1.35e+09"
"1140",2013-08-01,22088.79,22025.75,22152.06,21983.15,"929370000"
"1141",2013-08-02,22190.97,22264.77,22291.41,22136.78,"1.01e+09"
"1142",2013-08-05,22222.01,22273.82,22273.82,22193.67,"760370000"
"1143",2013-08-06,21923.7,22000.94,22012.51,21807.96,"1.14e+09"
"1144",2013-08-07,21588.84,21756.47,21901.46,21571.15,"1.34e+09"
"1145",2013-08-08,21655.88,21697.87,21785.69,21629.5,"862910000"
"1146",2013-08-09,21807.56,21760.05,21811.24,21674.97,"1.02e+09"
"1147",2013-08-12,22271.28,21796.46,22283.05,21735.06,"1.99e+09"
"1148",2013-08-13,22541.13,22368.47,22563.81,22310.54,"2.32e+09"
"1149",2013-08-15,22539.25,22568.05,22695.99,22472.88,"2.22e+09"
"1150",2013-08-16,22517.81,22450.83,22663.75,22311.55,"2.01e+09"
"1151",2013-08-19,22463.7,22432.87,22551.27,22387.71,"1.09e+09"
"1152",2013-08-20,21970.29,22396.29,22481.74,21907.21,"1.8e+09"
"1153",2013-08-21,21817.73,21964.69,21970.25,21618.6,"1.61e+09"
"1154",2013-08-22,21895.4,21538.19,21944.47,21538.19,"1.6e+09"
"1155",2013-08-23,21863.51,22006.41,22103.9,21769.04,"1.56e+09"
"1156",2013-08-26,22005.32,21943.4,22116,21898.15,"1.22e+09"
"1157",2013-08-27,21874.77,21907.43,21987.51,21770.75,"1.17e+09"
"1158",2013-08-28,21524.65,21584.56,21655.24,21465.72,"2.23e+09"
"1159",2013-08-29,21704.78,21612.95,21717.84,21554.25,"1.54e+09"
"1160",2013-08-30,21731.37,21618.34,21753.4,21549.96,"1.58e+09"
"1161",2013-09-02,22175.34,21948.72,22240.04,21948.72,"1.81e+09"
"1162",2013-09-03,22394.58,22323,22456.8,22290.83,"1.95e+09"
"1163",2013-09-04,22326.22,22171.93,22438.4,22142.99,"4e+09"
"1164",2013-09-05,22597.97,22538.96,22682.94,22486.63,"2.15e+09"
"1165",2013-09-06,22621.22,22615.98,22699.59,22578.33,"1.96e+09"
"1166",2013-09-09,22750.65,22770.25,22853.02,22680.63,"1.92e+09"
"1167",2013-09-10,22976.65,22932.6,22988.81,22842.88,"2.24e+09"
"1168",2013-09-11,22937.14,23095.86,23120.46,22848.53,"2e+09"
"1169",2013-09-12,22953.72,22952.85,23048.22,22908.99,"1.63e+09"
"1170",2013-09-13,22915.28,22920.76,22956.77,22790.78,"1.58e+09"
"1171",2013-09-16,23252.41,23210.36,23268.15,23173.84,"1.45e+09"
"1172",2013-09-17,23180.52,23246.91,23246.91,23127.87,"1.39e+09"
"1173",2013-09-18,23117.45,23213.79,23214.68,23080.59,"1.28e+09"
"1174",2013-09-19,23502.51,23549.89,23554.34,23469.03,"2.18e+09"
"1175",2013-09-23,23371.54,23414.98,23466.67,23291.23,"1.51e+09"
"1176",2013-09-24,23179.04,23324.38,23324.38,23102.25,"1.56e+09"
"1177",2013-09-25,23209.63,23192.71,23281.61,23154.84,"1.34e+09"
"1178",2013-09-26,23125.03,23192.7,23224.36,23043.89,"1.57e+09"
"1179",2013-09-27,23207.04,23199.09,23340.18,23118.84,"1.49e+09"
"1180",2013-09-30,22859.86,22946.74,22986.95,22845.44,"1.57e+09"
"1181",2013-10-02,22984.48,22997.21,23138.86,22933.31,"1.44e+09"
"1182",2013-10-03,23214.4,23167.2,23241.5,23126.99,"1.22e+09"
"1183",2013-10-04,23138.54,23051.55,23152.68,22983.47,"1.16e+09"
"1184",2013-10-07,22973.95,23152.92,23152.92,22896.65,"1.21e+09"
"1185",2013-10-08,23178.85,22988.22,23228.69,22927.12,"1.34e+09"
"1186",2013-10-09,23033.97,23002.08,23065.67,22965.91,"1.08e+09"
"1187",2013-10-10,22951.3,23077.47,23084.1,22743.47,"1.35e+09"
"1188",2013-10-11,23218.32,23318.46,23336.59,23204.26,"1.36e+09"
"1189",2013-10-15,23336.52,23399.79,23411.21,23279.33,"1.24e+09"
"1190",2013-10-16,23228.33,23350.94,23350.94,23128.69,"1.04e+09"
"1191",2013-10-17,23094.88,23351.48,23357.16,23073.88,"1.24e+09"
"1192",2013-10-18,23340.1,23261.65,23364.47,23213.04,"1.31e+09"
"1193",2013-10-21,23438.15,23494.37,23534.67,23356.79,"1.16e+09"
"1194",2013-10-22,23315.99,23309.01,23387.54,23263.53,"1.07e+09"
"1195",2013-10-23,22999.95,23455.4,23505.79,22970.52,"1.72e+09"
"1196",2013-10-24,22835.82,22975.55,22975.55,22762.19,"1.86e+09"
"1197",2013-10-25,22698.34,22758.37,22839.15,22640.18,"1.85e+09"
"1198",2013-10-28,22806.58,22753.75,22849.3,22753.75,"1.1e+09"
"1199",2013-10-29,22846.54,22842.33,22979.35,22760.9,"1.43e+09"
"1200",2013-10-30,23304.02,22966.95,23316.12,22935.6,"1.72e+09"
"1201",2013-10-31,23206.37,23134.39,23250.66,23108.27,"1.79e+09"
"1202",2013-11-01,23249.79,23208.8,23336.98,23149.53,"1.24e+09"
"1203",2013-11-04,23189.62,23322.07,23345.93,23165.06,"1.03e+09"
"1204",2013-11-05,23038.95,23313.61,23313.61,22949.42,"1.19e+09"
"1205",2013-11-06,23036.94,23042.11,23119.04,22954.7,"1.3e+09"
"1206",2013-11-07,22881.03,23023.73,23023.73,22819.65,"1.08e+09"
"1207",2013-11-08,22744.39,22713,22813.76,22686.57,"1.17e+09"
"1208",2013-11-11,23069.85,22781.99,23124.3,22688.41,"1.34e+09"
"1209",2013-11-12,22901.41,23051.76,23084.88,22857.26,"1.11e+09"
"1210",2013-11-13,22463.83,22665.91,22665.91,22463.4,"2.05e+09"
"1211",2013-11-14,22649.15,22673.32,22691.67,22529.33,"1.25e+09"
"1212",2013-11-15,23032.15,22749.6,23050.35,22749.6,"2.03e+09"
"1213",2013-11-18,23660.06,23397.73,23706.68,23390.66,"3.97e+09"
"1214",2013-11-19,23657.81,23834.52,23856.9,23620.28,"2.97e+09"
"1215",2013-11-20,23700.86,23774.31,23843.8,23690.81,"1.93e+09"
"1216",2013-11-21,23580.29,23661.42,23661.42,23508.79,"1.62e+09"
"1217",2013-11-22,23696.28,23752.28,23764.41,23641.2,"1.69e+09"
"1218",2013-11-25,23684.45,23829.97,23829.97,23673.53,"1.51e+09"
"1219",2013-11-26,23681.28,23675.37,23751.86,23659.98,"1.51e+09"
"1220",2013-11-27,23806.35,23653.95,23856.92,23649.8,"1.59e+09"
"1221",2013-11-28,23789.09,23934.94,24014.81,23734.54,"1.33e+09"
"1222",2013-11-29,23881.29,23862.38,23912.29,23809.71,"880340000"
"1223",2013-12-02,24038.55,23936.15,24111.55,23844.24,"1.39e+09"
"1224",2013-12-03,23910.47,23887.77,23975.76,23833.25,"1.34e+09"
"1225",2013-12-04,23728.7,23719.6,23846.84,23603.02,"1.52e+09"
"1226",2013-12-05,23712.57,23634.09,23728.9,23563.21,"1.2e+09"
"1227",2013-12-06,23743.1,23620.31,23812.89,23614.2,"1.71e+09"
"1228",2013-12-09,23811.17,23970,23970,23775.01,"1.29e+09"
"1229",2013-12-10,23744.19,23799.45,23810.94,23707.76,"1.03e+09"
"1230",2013-12-11,23338.24,23686.8,23693.51,23295.14,"1.9e+09"
"1231",2013-12-12,23218.12,23265.13,23327.44,23160.9,"1.71e+09"
"1232",2013-12-13,23245.96,23080.19,23331.53,23017.34,"1.52e+09"
"1233",2013-12-16,23114.66,23138.28,23204.63,22999.76,"1.33e+09"
"1234",2013-12-17,23069.23,23281.38,23281.38,23040.6,"1.41e+09"
"1235",2013-12-18,23143.82,23076.54,23240.71,22993.54,"1.3e+09"
"1236",2013-12-19,22888.75,23404.45,23404.45,22753.3,"1.96e+09"
"1237",2013-12-20,22812.18,22904.18,22936.92,22713.7,"2.12e+09"
"1238",2013-12-23,22921.56,22946.55,23005.92,22862.89,"1.09e+09"
"1239",2013-12-24,23179.55,23045.64,23194.63,23026.1,"801470000"
"1240",2013-12-27,23243.24,23138.91,23283.31,23130.86,"850150000"
"1241",2013-12-30,23244.87,23353.54,23369.37,23178.28,"1e+09"
"1242",2013-12-31,23306.39,23328.44,23361.34,23271.8,"674180000"
"1243",2014-01-02,23340.05,23452.76,23469.33,23173.93,"1.04e+09"
"1244",2014-01-03,22817.28,23097.98,23097.98,22782.42,"1.99e+09"
"1245",2014-01-06,22684.15,22732.83,22757.45,22567.77,"1.65e+09"
"1246",2014-01-07,22712.78,22689.25,22802.85,22644.58,"1.73e+09"
"1247",2014-01-08,22996.59,22834.81,23031.19,22778.83,"2.2e+09"
"1248",2014-01-09,22787.33,22925.23,23044.97,22709.03,"1.71e+09"
"1249",2014-01-10,22846.25,22735.93,22932.21,22726.84,"1.5e+09"
"1250",2014-01-13,22888.76,23046.41,23067.33,22762.24,"1.25e+09"
"1251",2014-01-14,22791.28,22637.55,22883,22637.55,"1.17e+09"
"1252",2014-01-15,22902,22985.78,23010.07,22826.98,"1.12e+09"
"1253",2014-01-16,22986.41,23085.14,23085.14,22936.74,"1.37e+09"
"1254",2014-01-17,23133.35,22898.48,23263.42,22849.1,"1.73e+09"
"1255",2014-01-20,22928.95,23048.13,23089.24,22884.62,"1.59e+09"
"1256",2014-01-21,23033.12,23040.84,23139.65,22986.47,"1.77e+09"
"1257",2014-01-22,23082.25,22954.77,23119.61,22913.66,"1.77e+09"
"1258",2014-01-23,22733.9,23082.01,23093.85,22722.58,"1.93e+09"
"1259",2014-01-24,22450.06,22522.44,22659.72,22435.72,"2e+09"
"1260",2014-01-27,21976.1,22019.1,22044.23,21880.73,"2.36e+09"
"1261",2014-01-28,21960.64,22012.51,22022.14,21892.2,"1.83e+09"
"1262",2014-01-29,22141.61,22111.63,22222.7,22109.93,"1.88e+09"
"1263",2014-01-30,22035.42,21827.33,22052.16,21746.23,"1.54e+09"
"1264",2014-02-04,21397.77,21561.7,21609.59,21388.61,"2.48e+09"
"1265",2014-02-05,21269.38,21564.88,21564.88,21197.78,"1.94e+09"
"1266",2014-02-06,21423.13,21320.91,21440.4,21277.01,"1.59e+09"
"1267",2014-02-07,21636.85,21498.09,21703.69,21480.09,"1.7e+09"
"1268",2014-02-10,21579.26,21646.75,21687.84,21524.81,"1.72e+09"
"1269",2014-02-11,21962.98,21623.79,22025.58,21623.79,"2e+09"
"1270",2014-02-12,22285.79,22057.7,22308.25,22010.56,"1.96e+09"
"1271",2014-02-13,22165.53,22297.7,22297.7,22098.2,"1.43e+09"
"1272",2014-02-14,22298.41,22382.72,22412.74,22243.77,"1.14e+09"
"1273",2014-02-17,22535.94,22463.4,22585.68,22463.4,"1.04e+09"
"1274",2014-02-18,22587.72,22535.2,22592.36,22437.38,"961510000"
"1275",2014-02-19,22664.52,22600.6,22708.4,22534.19,"1.15e+09"
"1276",2014-02-20,22394.08,22595.91,22742.72,22297.85,"2.69e+09"
"1277",2014-02-21,22568.24,22617.63,22633.29,22442.39,"1.68e+09"
"1278",2014-02-24,22388.56,22576.35,22576.35,22260.13,"1.71e+09"
"1279",2014-02-25,22317.2,22498.42,22518.84,22259.76,"1.54e+09"
"1280",2014-02-26,22437.44,22297.62,22502.96,22258.89,"1.75e+09"
"1281",2014-02-27,22828.18,22465.96,22866.23,22432.48,"1.96e+09"
"1282",2014-02-28,22836.96,22942.96,22986.7,22709.52,"1.9e+09"
"1283",2014-03-03,22500.67,22630.77,22749.13,22487.23,"1.63e+09"
"1284",2014-03-04,22657.63,22542.17,22783.98,22534.1,"1.34e+09"
"1285",2014-03-05,22579.78,22839.43,22839.43,22529.83,"1.62e+09"
"1286",2014-03-06,22702.97,22588.77,22764.38,22588.76,"1.52e+09"
"1287",2014-03-07,22660.49,22728.53,22820.41,22604.02,"1.48e+09"
"1288",2014-03-10,22264.93,22339.42,22388.46,22206.8,"1.62e+09"
"1289",2014-03-11,22269.61,22234.61,22351.99,22198.07,"1.37e+09"
"1290",2014-03-12,21901.95,22019.03,22019.03,21873.2,"1.89e+09"
"1291",2014-03-13,21756.08,21920.94,22041.33,21743.34,"1.58e+09"
"1292",2014-03-14,21539.49,21612.07,21630.7,21462.49,"1.7e+09"
"1293",2014-03-17,21473.95,21494.37,21535.7,21423.03,"1.03e+09"
"1294",2014-03-18,21583.5,21549.22,21606.98,21469.21,"1.48e+09"
"1295",2014-03-19,21568.69,21585.12,21614.53,21485.51,"1.25e+09"
"1296",2014-03-20,21182.16,21352.49,21475.48,21137.61,"1.86e+09"
"1297",2014-03-21,21436.7,21239.09,21470.31,21171.91,"2.76e+09"
"1298",2014-03-24,21846.45,21657.55,21866.97,21590.07,"2.46e+09"
"1299",2014-03-25,21732.32,21773.64,21858.11,21704.73,"1.44e+09"
"1300",2014-03-26,21887.75,21889.76,22006.64,21865.33,"1.92e+09"
