"","SMI (SSMI)_history.csv Date","SMI (SSMI)_history.csv Price","SMI (SSMI)_history.csv Open","SMI (SSMI)_history.csv High","SMI (SSMI)_history.csv Low","SMI (SSMI)_history.csv Volume"
"1133",2013-06-19,7731.82,7714.67,7751.57,7661.29,"35310000"
"1134",2013-06-20,7496.05,7653.26,7682.04,7488.83,"62380000"
"1135",2013-06-21,7421.06,7475.05,7607.64,7421.06,"102260000"
"1136",2013-06-24,7249.47,7361.24,7395.11,7247.25,"58830000"
"1137",2013-06-25,7397.39,7296.96,7404.91,7275.93,"48320000"
"1138",2013-06-26,7553.89,7399.58,7573.42,7391.76,"43450000"
"1139",2013-06-27,7671.7,7597.54,7718.45,7561.49,"40060000"
"1140",2013-06-28,7683.04,7685.33,7713.71,7620.4,"42430000"
"1141",2013-07-01,7741.07,7716.88,7760.58,7677.57,"32290000"
"1142",2013-07-02,7732.62,7731.97,7746.83,7651.51,"32510000"
"1143",2013-07-03,7675.29,7686.42,7692.72,7609.98,"39340000"
"1144",2013-07-04,7831.59,7707.8,7846.54,7707.8,"35920000"
"1145",2013-07-05,7781.98,7843.88,7879.82,7774.39,"31790000"
"1146",2013-07-08,7863.48,7857.94,7893.82,7843.33,"25540000"
"1147",2013-07-09,7944.19,7916.9,7956.37,7905.91,"32610000"
"1148",2013-07-10,7971.62,7942.56,7982.63,7920.89,"26110000"
"1149",2013-07-11,7986.4,8013.32,8039.41,7979.67,"33220000"
"1150",2013-07-12,7983.18,8020.71,8041.25,7982.28,"26410000"
"1151",2013-07-15,7999.15,7999.52,8031.5,7992.91,"21940000"
"1152",2013-07-16,7932.79,8015.55,8019.25,7924.23,"25280000"
"1153",2013-07-17,7928.15,7953.9,7959.07,7853.51,"35640000"
"1154",2013-07-18,7929.01,7911.67,7956.71,7909.49,"33760000"
"1155",2013-07-19,7928.12,7919.88,7928.12,7880.77,"37220000"
"1156",2013-07-22,7927.45,7950,7967.89,7916.86,"46280000"
"1157",2013-07-23,7896.26,7942.71,7947.28,7874.35,"30140000"
"1158",2013-07-24,7923.07,7903.36,7979.49,7898.6,"33120000"
"1159",2013-07-25,7865.38,7932.36,7932.36,7836.23,"41570000"
"1160",2013-07-26,7796.84,7877.22,7881.74,7776.99,"30690000"
"1161",2013-07-29,7814.11,7803.7,7843.99,7793.62,"25250000"
"1162",2013-07-30,7810.17,7805.79,7834.3,7775.39,"32320000"
"1163",2013-07-31,7820.43,7778.94,7840.8,7760.51,"34490000"
"1164",2013-08-02,7963.93,7945.41,7974.36,7914.42,"47200000"
"1165",2013-08-05,7979.4,7973.5,7999.02,7963.06,"24080000"
"1166",2013-08-06,7996.79,7982.37,8080.31,7981.53,"43800000"
"1167",2013-08-07,7976.28,7977.11,8023.6,7964.7,"29170000"
"1168",2013-08-08,7955.29,7962.24,7974.89,7926.14,"35690000"
"1169",2013-08-09,7977.34,7979.06,7994.2,7954.45,"34690000"
"1170",2013-08-12,8000.6,7991.13,8013.77,7968.4,"2.3e+07"
"1171",2013-08-13,8036.44,8010.59,8045.03,8004.25,"31040000"
"1172",2013-08-14,8078.26,8055.61,8093.33,8045.71,"30810000"
"1173",2013-08-15,7982.43,8062.85,8065.3,7954.02,"28710000"
"1174",2013-08-16,7961.31,7972.4,7987.65,7919.32,"35710000"
"1175",2013-08-19,7939.42,7951.4,7977.82,7920.39,"27280000"
"1176",2013-08-20,7935.89,7879.46,7949.87,7874.86,"38640000"
"1177",2013-08-21,7887.14,7944.43,7949.57,7887.14,"28040000"
"1178",2013-08-22,7988.6,7884.73,8006.29,7882.75,"30510000"
"1179",2013-08-23,8006.9,7983.33,8014.59,7949.15,"24830000"
"1180",2013-08-26,8022.2,7998.43,8036.51,7996.04,"15540000"
"1181",2013-08-27,7886.07,7978.19,8004.09,7874.67,"38880000"
"1182",2013-08-28,7776.01,7839.68,7885.02,7740.6,"41900000"
"1183",2013-08-29,7763.55,7791.61,7797.17,7724.25,"36020000"
"1184",2013-08-30,7745.97,7792.33,7799.59,7710.84,"38560000"
"1185",2013-09-02,7891.62,7820,7900.05,7818.32,"29820000"
"1186",2013-09-03,7866.23,7923.45,7924.44,7855.4,"30650000"
"1187",2013-09-04,7880.65,7901.21,7904.91,7821.1,"32760000"
"1188",2013-09-05,7932.29,7903.77,7941.02,7853.47,"34640000"
"1189",2013-09-06,7950.78,7935.9,7964.24,7875.95,"35710000"
"1190",2013-09-09,7935.76,7967.53,7969.98,7898.35,"2.8e+07"
"1191",2013-09-10,8039.18,7973.44,8045.57,7972.05,"42580000"
"1192",2013-09-11,8051.31,8047.41,8066.1,8026.86,"28640000"
"1193",2013-09-12,8033.45,8059.75,8066.71,8010.76,"31700000"
"1194",2013-09-13,8038.31,8014.65,8038.31,7999.82,"44210000"
"1195",2013-09-16,8029.38,8083.22,8091.95,8019.19,"34470000"
"1196",2013-09-17,8014.47,8022.35,8028.15,7984.58,"31340000"
"1197",2013-09-18,8052.57,8024.28,8056.25,8011.65,"29810000"
"1198",2013-09-19,8092.29,8129.23,8144.53,8079.31,"51680000"
"1199",2013-09-20,8105.39,8118.64,8133.68,8099.42,"62260000"
"1200",2013-09-23,8057.04,8113.33,8128.5,8044.72,"27240000"
"1201",2013-09-24,8047.02,8070.26,8090.98,8019.99,"28510000"
"1202",2013-09-25,8055.23,8050.88,8080.81,8022.13,"27400000"
"1203",2013-09-26,8061.36,8056.36,8081.91,8015.02,"22810000"
"1204",2013-09-27,8055,8061.12,8078.38,8022.85,"25590000"
"1205",2013-09-30,8022.6,8000.88,8025.58,7988.52,"34780000"
"1206",2013-10-01,8059.01,8020.9,8060.32,8017.94,"38160000"
"1207",2013-10-02,7964.44,8032.31,8037.78,7924.86,"31460000"
"1208",2013-10-03,7942.5,8002.24,8005.26,7930.84,"23580000"
"1209",2013-10-04,7943.71,7934.46,7953.71,7883.63,"25540000"
"1210",2013-10-07,7887.86,7898.75,7909.83,7856.45,"30620000"
"1211",2013-10-08,7828.24,7871.42,7894.08,7823.48,"32290000"
"1212",2013-10-09,7755.26,7793.11,7808.95,7747.42,"38830000"
"1213",2013-10-10,7851.08,7776.83,7870.62,7766.49,"35850000"
"1214",2013-10-11,7936.08,7897.27,7937.25,7864.9,"31290000"
"1215",2013-10-14,7928.49,7917.56,7942.33,7895.15,"23200000"
"1216",2013-10-15,7984.35,7974.73,8023.52,7970.12,"35390000"
"1217",2013-10-16,7981.87,7946.5,7995.22,7902.18,"32540000"
"1218",2013-10-17,8032.4,8004.21,8056.47,7995.06,"34540000"
"1219",2013-10-18,8084.65,8080.23,8086.16,8032.13,"48530000"
"1220",2013-10-21,8124.08,8111.42,8128.46,8077.21,"32150000"
"1221",2013-10-22,8214.76,8128.7,8245.83,8115.56,"42780000"
"1222",2013-10-23,8214.56,8205.58,8222,8175.77,"30020000"
"1223",2013-10-24,8233.15,8230.89,8242.7,8192.83,"47680000"
"1224",2013-10-25,8249.31,8215.46,8274.7,8200.03,"39900000"
"1225",2013-10-28,8291.1,8268.02,8294.11,8258.72,"32050000"
"1226",2013-10-29,8237.03,8261.11,8289.56,8224,"74030000"
"1227",2013-10-30,8228.37,8255.61,8278.59,8206.34,"53910000"
"1228",2013-10-31,8234.29,8217.28,8251.51,8212.41,"48820000"
"1229",2013-11-01,8221.8,8235.26,8246.63,8177.46,"36690000"
"1230",2013-11-04,8185.69,8253.24,8258.53,8185.69,"79130000"
"1231",2013-11-05,8149.31,8210.87,8221.74,8125.92,"57860000"
"1232",2013-11-06,8224.58,8180.92,8253.93,8178.12,"51180000"
"1233",2013-11-07,8229.66,8225.06,8295.95,8214.74,"52640000"
"1234",2013-11-08,8240.92,8204.05,8250.38,8172,"38760000"
"1235",2013-11-11,8280.2,8289.26,8301.49,8260.27,"34290000"
"1236",2013-11-12,8261.31,8255.26,8299.36,8248.38,"33540000"
"1237",2013-11-13,8234.72,8250.44,8262.83,8195.14,"36590000"
"1238",2013-11-14,8304.97,8311.67,8312.1,8268.8,"35780000"
"1239",2013-11-15,8327.31,8325.11,8328.62,8295.31,"33330000"
"1240",2013-11-18,8351.38,8322.34,8365.65,8306.36,"33530000"
"1241",2013-11-19,8300.12,8316.53,8329.84,8285.19,"28530000"
"1242",2013-11-20,8281.21,8277.59,8315.36,8249.92,"34790000"
"1243",2013-11-21,8268.69,8234.79,8304.59,8230.04,"35980000"
"1244",2013-11-22,8250.43,8315.54,8342.53,8246.56,"37140000"
"1245",2013-11-25,8304.05,8278.35,8323.66,8272.01,"29460000"
"1246",2013-11-26,8238.92,8281.32,8297.71,8238.92,"31630000"
"1247",2013-11-27,8245.68,8251.72,8271.61,8224.59,"30500000"
"1248",2013-11-28,8257.61,8244.28,8266.79,8233.84,"38730000"
"1249",2013-11-29,8264.2,8247.54,8284.92,8245.58,"28810000"
"1250",2013-12-02,8257.32,8263.6,8287.39,8230.18,"29310000"
"1251",2013-12-03,8109.89,8246.17,8252.26,8104.7,"4.2e+07"
"1252",2013-12-04,8045.54,8075.74,8115.75,8024.63,"43030000"
"1253",2013-12-05,8025.59,8012.65,8080.67,8008.84,"37170000"
"1254",2013-12-06,8066.07,8047.91,8079.08,8010.01,"39970000"
"1255",2013-12-09,8056.33,8075.63,8078.51,8033.96,"35910000"
"1256",2013-12-10,7971.84,8028.03,8048.48,7966.47,"37940000"
"1257",2013-12-11,7956.32,7935.78,8016.32,7935.78,"33400000"
"1258",2013-12-12,7849.62,7931.63,7942.94,7849.48,"44430000"
"1259",2013-12-13,7828.91,7848.18,7870.65,7815.4,"33670000"
"1260",2013-12-16,7856.27,7809.11,7902.83,7766.74,"41300000"
"1261",2013-12-17,7830.98,7857.49,7889.9,7830.98,"41600000"
"1262",2013-12-18,7881.26,7887.11,7912.17,7868.88,"52540000"
"1263",2013-12-19,8028.27,7970.9,8028.27,7960.14,"54830000"
"1264",2013-12-20,8081.35,8086.41,8089.13,8052,"90330000"
"1265",2013-12-23,8107.1,8084.59,8107.9,8060.39,"20290000"
"1266",2013-12-27,8221.9,8174.21,8221.9,8170.75,"24420000"
"1267",2013-12-30,8202.98,8215.21,8215.73,8169.37,"24530000"
"1268",2014-01-03,8270.46,8178.92,8274.66,8168.14,"36810000"
"1269",2014-01-06,8272.23,8262.65,8285.12,8232.49,"41720000"
"1270",2014-01-07,8319.4,8290.96,8346.25,8267.8,"44810000"
"1271",2014-01-08,8352.82,8340.09,8352.82,8310.24,"53340000"
"1272",2014-01-09,8295.9,8341.2,8362.8,8283.48,"46590000"
"1273",2014-01-10,8365.12,8363.84,8401.13,8349.81,"47850000"
"1274",2014-01-13,8412.89,8397.08,8420.78,8371.15,"49280000"
"1275",2014-01-14,8384.65,8333.06,8388.5,8324.93,"40360000"
"1276",2014-01-15,8423.42,8409.3,8433.93,8385.7,"46230000"
"1277",2014-01-16,8450.67,8422.59,8464.98,8416.73,"50910000"
"1278",2014-01-17,8478.89,8473.87,8485.96,8457.14,"77620000"
"1279",2014-01-20,8480.95,8472.4,8500.94,8464.86,"36500000"
"1280",2014-01-21,8486.37,8478.87,8544.12,8472.93,"53130000"
"1281",2014-01-22,8466.7,8488.54,8505.28,8429.18,"53960000"
"1282",2014-01-23,8404.98,8447.54,8501.88,8383.39,"50610000"
"1283",2014-01-24,8201.5,8375.47,8380.68,8198.1,"63510000"
"1284",2014-01-26,8201.5,8201.5,8201.5,8201.5,
"1285",2014-01-27,8132.16,8179.25,8182.14,8105.56,"56590000"
"1286",2014-01-28,8186.62,8131.87,8222.74,8130.69,"54660000"
"1287",2014-01-29,8135.81,8230.34,8249.04,8080.47,"58440000"
"1288",2014-01-30,8204.96,8070.74,8209.1,8067.28,"41550000"
"1289",2014-01-31,8191.33,8184.64,8198.67,8084.83,"54820000"
"1290",2014-02-03,8107.02,8201.94,8244.54,8096.03,"52320000"
"1291",2014-02-04,8092.53,8076.17,8121.89,8053.74,"76070000"
"1292",2014-02-05,8112.96,8096.82,8137.41,8078.81,"51500000"
"1293",2014-02-06,8218.44,8133.41,8236.29,8110.97,"59830000"
"1294",2014-02-07,8318.6,8250.88,8318.6,8229.43,"49450000"
"1295",2014-02-10,8324.85,8356.52,8359.78,8306.2,"37360000"
"1296",2014-02-11,8361.52,8338.04,8361.52,8316.06,"44790000"
"1297",2014-02-12,8402.41,8401.62,8436.47,8382.52,"46710000"
"1298",2014-02-13,8383.9,8356.08,8391.18,8325.35,"49110000"
"1299",2014-02-14,8417.58,8379.54,8422.19,8359.43,"36760000"
"1300",2014-02-17,8415.67,8426.63,8453.1,8408.78,"25980000"
"1301",2014-02-18,8419.92,8421.99,8427.92,8375.22,"38280000"
"1302",2014-02-19,8410.63,8385.25,8412.96,8368.24,"31330000"
"1303",2014-02-20,8383.25,8337.84,8384.3,8332.27,"34440000"
"1304",2014-02-21,8431.78,8418.52,8431.78,8392.3,"67520000"
"1305",2014-02-24,8485.48,8414.54,8485.48,8402.76,"30430000"
"1306",2014-02-25,8506.29,8461.56,8506.29,8450.97,"32220000"
"1307",2014-02-26,8532.99,8506.58,8533.2,8453.62,"47390000"
"1308",2014-02-27,8470.9,8486.51,8488.52,8430.77,"46190000"
"1309",2014-02-28,8475.33,8489.74,8519.39,8450.76,"44380000"
"1310",2014-03-03,8281.01,8372.31,8383.54,8278.84,"53430000"
"1311",2014-03-04,8445.22,8353.05,8446.44,8349.43,"45510000"
"1312",2014-03-05,8459.61,8434.78,8474.29,8421.48,"39210000"
"1313",2014-03-06,8484.21,8463.09,8499.57,8461.6,"37300000"
"1314",2014-03-07,8378.58,8489.43,8494.55,8378.15,"41720000"
"1315",2014-03-10,8367.55,8363.17,8404.33,8329.01,"33210000"
"1316",2014-03-11,8359.51,8391.58,8411.06,8352.24,"29040000"
"1317",2014-03-12,8310.36,8352.95,8368.65,8275.58,"43770000"
"1318",2014-03-13,8205.9,8306.49,8324.73,8205.9,"49790000"
"1319",2014-03-14,8114.02,8163.11,8186.01,8092.72,"69540000"
"1320",2014-03-17,8161.78,8093.79,8187.15,8090.74,"41510000"
"1321",2014-03-18,8240.07,8167.81,8286.37,8143.45,"47190000"
"1322",2014-03-19,8226.55,8247.33,8264.81,8226.55,"43480000"
"1323",2014-03-20,8261.69,8204.98,8261.69,8174.69,"43910000"
"1324",2014-03-21,8289.76,8283.53,8329.59,8277.04,"109520000"
"1325",2014-03-24,8198.02,8300.62,8302.34,8173.28,"39710000"
"1326",2014-03-25,8299.19,8212.35,8314.75,8207.27,"38010000"
"1327",2014-03-26,8334.34,8310.71,8392.23,8309.67,"41840000"
"1328",2014-03-27,8327.93,8326.15,8358.26,8302.07,"35310000"
"1329",2014-03-28,8373.23,8339.58,8384.65,8337.77,"32770000"
"1330",2014-03-31,8453.82,8441.69,8489.63,8431.55,"45480000"
"1331",2014-04-01,8457.27,8480.89,8509.2,8450.18,"46530000"
"1332",2014-04-02,8508.26,8498.99,8525.75,8459.04,"43390000"
"1333",2014-04-03,8521.63,8517.6,8546.06,8494.98,"3.4e+07"
"1334",2014-04-04,8503,8522.67,8533.56,8468.75,"40110000"
"1335",2014-04-07,8405.1,8409.1,8448.51,8390.77,"48260000"
"1336",2014-04-08,8423.36,8431.82,8442.87,8388.12,"45670000"
"1337",2014-04-09,8411.43,8420.08,8435.58,8383.71,"117740000"
"1338",2014-04-10,8420.58,8435.68,8476.47,8391.5,"37190000"
"1339",2014-04-11,8298.82,8352.64,8358.19,8236.72,"51640000"
"1340",2014-04-14,8312.9,8252.47,8317.35,8235.01,"49750000"
"1341",2014-04-15,8280.53,8348.44,8355.19,8263.84,"51500000"
"1342",2014-04-16,8322.7,8335.95,8348.57,8295.43,"40090000"
"1343",2014-04-17,8375.08,8326.3,8375.08,8296.02,"41270000"
"1344",2014-04-22,8461.3,8450.15,8491.46,8431.63,"41220000"
"1345",2014-04-23,8443.26,8474.34,8495.96,8442.4,"29530000"
"1346",2014-04-24,8409.13,8454.92,8471.68,8347.99,"37330000"
"1347",2014-04-25,8374.47,8379.36,8407.32,8352.27,"36760000"
"1348",2014-04-28,8384.86,8402.06,8426.77,8384.65,"32350000"
"1349",2014-04-29,8434.66,8392.82,8457.5,8390.57,"61830000"
"1350",2014-04-30,8476.66,8460.57,8487.09,8447.02,"49600000"
"1351",2014-05-02,8442.71,8460.86,8500.24,8429.26,"47070000"
"1352",2014-05-05,8409.07,8424.85,8432.49,8341.74,"35500000"
"1353",2014-05-06,8395.77,8430.33,8440.59,8370.82,"44820000"
"1354",2014-05-07,8421.65,8379.5,8440.66,8377.63,"50230000"
"1355",2014-05-08,8465.66,8446.08,8474.86,8424.48,"51960000"
"1356",2014-05-09,8510.39,8444.77,8510.39,8439.52,"43220000"
"1357",2014-05-12,8545.12,8517.95,8548.96,8490.35,"47020000"
"1358",2014-05-13,8543.58,8550.97,8564.18,8510.9,"36860000"
"1359",2014-05-14,8611.7,8562.5,8611.7,8557.54,"34630000"
"1360",2014-05-15,8644.74,8620.51,8672.01,8616.08,"57050000"
"1361",2014-05-16,8683.62,8648.11,8683.62,8625.11,"59670000"
"1362",2014-05-19,8646.02,8651.85,8664.33,8598.56,"38760000"
"1363",2014-05-20,8635.61,8651.47,8688.8,8628.95,"40750000"
"1364",2014-05-21,8655.9,8625.53,8670.66,8606.52,"33610000"
"1365",2014-05-22,8693.98,8667.07,8696.59,8637.38,"29730000"
"1366",2014-05-23,8703.84,8705.09,8722.08,8677.3,"30700000"
"1367",2014-05-26,8712.35,8705.59,8715.35,8696.61,"18520000"
"1368",2014-05-27,8710.38,8712.35,8719.82,8674.06,"30930000"
"1369",2014-05-28,8706.5,8705.33,8718.93,8694.03,"31380000"
"1370",2014-05-30,8674.52,8702.98,8705.76,8662.55,"48570000"
"1371",2014-06-02,8688.96,8715.06,8718.24,8674.97,"29750000"
"1372",2014-06-03,8661.2,8679.66,8683.87,8647.71,"2.9e+07"
"1373",2014-06-04,8661.08,8662.94,8694.68,8642.9,"34750000"
"1374",2014-06-05,8643.28,8654.57,8705.86,8643.21,"41430000"
"1375",2014-06-06,8659.69,8647.08,8662.87,8606.09,"36140000"
"1376",2014-06-10,8752.86,8674.89,8759.41,8673.69,"40870000"
"1377",2014-06-11,8712.09,8753.95,8763.98,8692.36,"42140000"
"1378",2014-06-12,8670.98,8713.93,8716.02,8661.27,"33380000"
"1379",2014-06-13,8653.76,8652.13,8658.55,8588.29,"41430000"
"1380",2014-06-16,8663.59,8638.51,8665.7,8626.22,"42600000"
"1381",2014-06-17,8667.79,8670.02,8683.75,8647.37,"45410000"
"1382",2014-06-18,8657.27,8662.92,8700,8649.8,"32940000"
"1383",2014-06-19,8674.37,8691.78,8697.93,8666.65,"4.3e+07"
"1384",2014-06-20,8701.61,8694.45,8724.85,8683.68,"74570000"
"1385",2014-06-23,8644.57,8687.01,8695.61,8630.26,"33010000"
"1386",2014-06-24,8673.27,8673.82,8691.42,8636.36,"45860000"
"1387",2014-06-25,8581.96,8634.06,8641.13,8558.18,"44920000"
"1388",2014-06-26,8541.28,8585.35,8592.41,8520.2,"57670000"
"1389",2014-06-27,8562.11,8544.85,8562.11,8528.57,"41700000"
"1390",2014-06-30,8554.52,8557.52,8593.34,8531.74,"38590000"
"1391",2014-07-01,8607.97,8571.81,8622.33,8569.01,"42750000"
"1392",2014-07-02,8607.2,8615.2,8642.14,8596.2,"33730000"
"1393",2014-07-03,8694.32,8612.68,8695.8,8604.87,"40850000"
"1394",2014-07-04,8678.22,8687.63,8707.78,8677.34,"21510000"
"1395",2014-07-07,8612.77,8666.99,8675.27,8602.66,"36710000"
"1396",2014-07-08,8554.51,8611.49,8617.94,8554.51,"40550000"
"1397",2014-07-09,8539.71,8561.47,8562.72,8506.27,"34570000"
"1398",2014-07-10,8474.23,8536.77,8545.02,8431.07,"55610000"
"1399",2014-07-11,8468.52,8487.54,8504.6,8427.57,"36400000"
"1400",2014-07-14,8565.67,8494.81,8593.24,8489.77,"36120000"
"1401",2014-07-15,8574.32,8555.33,8616.04,8555.29,"38850000"
"1402",2014-07-16,8617.07,8604.97,8651.28,8597.26,"32830000"
"1403",2014-07-17,8548.08,8568.6,8613.71,8537.51,"32260000"
"1404",2014-07-18,8511.43,8522.25,8530.03,8489.12,"38640000"
"1405",2014-07-21,8513.96,8513.23,8525.68,8477.9,"33570000"
"1406",2014-07-22,8594.21,8543.04,8598.05,8526.24,"45930000"
"1407",2014-07-23,8605.1,8564.2,8612.2,8562.5,"46980000"
"1408",2014-07-24,8637.01,8636.63,8661.26,8592.79,"44360000"
"1409",2014-07-25,8571.48,8602.14,8620.36,8551.95,"36620000"
"1410",2014-07-28,8530.09,8567.96,8568,8491.72,"34670000"
"1411",2014-07-29,8532.11,8538.65,8563.06,8502.07,"47110000"
"1412",2014-07-30,8497.38,8512.75,8536.38,8473.77,"52930000"
"1413",2014-07-31,8410.27,8479.61,8506.54,8395.87,"52490000"
"1414",2014-08-04,8304.04,8382.25,8409.78,8286.38,"58680000"
"1415",2014-08-05,8342.04,8322.13,8388.01,8309.01,"46470000"
"1416",2014-08-06,8290.16,8302.28,8304.34,8218.84,"54010000"
"1417",2014-08-07,8306.75,8298.83,8345.09,8280.44,"61420000"
"1418",2014-08-08,8274.65,8263.28,8282.13,8183.55,"62160000"
"1419",2014-08-11,8329.86,8312.15,8359.25,8308.44,"39220000"
"1420",2014-08-12,8329.8,8335.76,8362.33,8315.94,"38530000"
"1421",2014-08-13,8388.71,8351.78,8388.71,8343.09,"28420000"
"1422",2014-08-14,8430.1,8365.82,8435.52,8365.56,"38370000"
"1423",2014-08-15,8366.73,8460.43,8483.51,8366.73,"47220000"
"1424",2014-08-18,8453.59,8436.34,8465.33,8423.79,"30240000"
"1425",2014-08-19,8525.38,8473.33,8527.87,8473.33,"29180000"
"1426",2014-08-20,8527.91,8535.77,8538.96,8506.8,"33570000"
"1427",2014-08-21,8570,8539.71,8591.94,8535.97,"36490000"
"1428",2014-08-22,8554.16,8575.91,8579.72,8534.41,"30280000"
"1429",2014-08-25,8611.58,8601.74,8616.88,8575.99,"24850000"
"1430",2014-08-26,8673.29,8611.57,8676.4,8604.08,"32030000"
"1431",2014-08-27,8669.8,8660.58,8689.65,8644.81,"32270000"
"1432",2014-08-28,8622.23,8654.63,8657.61,8597.96,"34130000"
"1433",2014-08-29,8658.97,8652.16,8668.83,8610.52,"32950000"
"1434",2014-09-01,8746.97,8706.04,8755.21,8699.39,"36390000"
"1435",2014-09-02,8757.32,8755.57,8776.55,8740.45,"37750000"
"1436",2014-09-03,8803.57,8794.73,8854.07,8794.48,"53310000"
"1437",2014-09-04,8834.75,8793.56,8855.66,8785.62,"53970000"
"1438",2014-09-05,8788.77,8823.05,8831.73,8765.85,"40470000"
"1439",2014-09-08,8817.19,8803.12,8818.69,8776.95,"29270000"
"1440",2014-09-09,8825.6,8824.23,8847.22,8821.04,"40310000"
"1441",2014-09-10,8816.07,8806.32,8817.71,8774.36,"38010000"
"1442",2014-09-11,8829.01,8829.79,8832.44,8793.29,"31980000"
"1443",2014-09-12,8795.93,8832.79,8832.79,8779.43,"30240000"
"1444",2014-09-15,8796.41,8767.7,8801.42,8751.71,"27850000"
"1445",2014-09-16,8804.44,8790.12,8808.92,8778.39,"34200000"
"1446",2014-09-17,8825.61,8808.93,8829.9,8801.49,"41620000"
"1447",2014-09-18,8830.49,8819.1,8833.26,8788.36,"45180000"
"1448",2014-09-19,8840.17,8869.32,8874.48,8822.72,"71790000"
"1449",2014-09-22,8817.52,8816.66,8840.42,8801.43,"36880000"
"1450",2014-09-23,8763.8,8803.89,8813.73,8729.63,"40920000"
"1451",2014-09-24,8797.17,8771.51,8801.13,8753.79,"43420000"
"1452",2014-09-25,8772.76,8813.22,8844.67,8744.73,"46230000"
"1453",2014-09-26,8774.36,8756.23,8805.91,8726.72,"43840000"
"1454",2014-09-29,8776.73,8797.25,8800.75,8744.42,"41790000"
"1455",2014-09-30,8835.14,8787.75,8840.74,8772.41,"45890000"
"1456",2014-10-01,8789.53,8819.21,8843.04,8775.11,"44520000"
"1457",2014-10-02,8654.71,8760.25,8767.54,8654.71,"54760000"
"1458",2014-10-03,8683.53,8678.11,8705.59,8628.92,"46060000"
"1459",2014-10-06,8723.04,8733.97,8750.89,8712,"45450000"
"1460",2014-10-07,8561.99,8691.17,8697.45,8549.15,"51600000"
"1461",2014-10-08,8517.29,8520.03,8531.29,8465.87,"50020000"
"1462",2014-10-09,8482.9,8584.79,8601.36,8476.62,"51820000"
"1463",2014-10-10,8374.59,8436.5,8436.63,8335.13,"65300000"
"1464",2014-10-13,8342.07,8281.11,8386.96,8278.28,"54280000"
"1465",2014-10-14,8338.01,8300.44,8352.47,8225.53,"62890000"
"1466",2014-10-15,8144.88,8320.21,8329.17,8084.54,"81720000"
"1467",2014-10-16,8057.54,8175.05,8197.98,7870.89,"118620000"
"1468",2014-10-17,8250.1,8095.19,8279.15,8049.11,"90290000"
"1469",2014-10-20,8283.31,8232.55,8291.92,8183.42,"58570000"
"1470",2014-10-21,8404.81,8283.01,8404.81,8233.75,"60400000"
"1471",2014-10-22,8506.14,8430.32,8510.35,8402.02,"57320000"
"1472",2014-10-23,8546.08,8477.73,8548.82,8432.68,"58510000"
"1473",2014-10-24,8532.09,8530.5,8537.49,8491.76,"40330000"
"1474",2014-10-27,8520.48,8591.16,8591.67,8490.74,"43020000"
"1475",2014-10-28,8630.41,8585.11,8646.49,8584.59,"68900000"
"1476",2014-10-29,8654.47,8664.13,8681.77,8645.2,"47220000"
"1477",2014-10-30,8719.03,8684.77,8728.02,8599.59,"52180000"
"1478",2014-10-31,8837.78,8812.9,8843.15,8770.81,"71400000"
"1479",2014-11-03,8751.67,8829.97,8840.04,8735.2,"44260000"
"1480",2014-11-04,8718.02,8747.62,8801.41,8705.87,"49510000"
"1481",2014-11-05,8843.17,8761.58,8851.19,8760.72,"47010000"
"1482",2014-11-06,8863.88,8816.56,8878.53,8799.99,"54440000"
"1483",2014-11-07,8816.92,8877.13,8882.08,8786.68,"55080000"
"1484",2014-11-10,8867.53,8807.91,8867.53,8800.66,"38430000"
"1485",2014-11-11,8896.15,8880.17,8905.77,8862.01,"34800000"
"1486",2014-11-12,8867.78,8880.8,8897.13,8840.04,"36790000"
"1487",2014-11-13,8954.4,8897.5,8954.4,8880.86,"39890000"
"1488",2014-11-14,8915.31,8958.62,8970.84,8891.36,"37680000"
"1489",2014-11-17,8927.05,8852.78,8936.75,8852.33,"31740000"
"1490",2014-11-18,8972.54,8932.84,8988.08,8929.02,"31710000"
"1491",2014-11-19,8983.52,8950.27,9001.84,8949.36,"32510000"
"1492",2014-11-20,8989.94,8979.84,8994.85,8943.53,"30340000"
"1493",2014-11-21,9080.55,9003.13,9081.4,8999.47,"47740000"
"1494",2014-11-24,9058.51,9072.48,9097.1,9052.61,"33280000"
"1495",2014-11-25,9042.74,9041.66,9087.64,9037.55,"36990000"
"1496",2014-11-26,9058.94,9064.54,9086.32,9046.34,"32020000"
"1497",2014-11-27,9129.15,9066.33,9129.37,9059.24,"24050000"
"1498",2014-11-28,9150.46,9137.07,9155.22,9084.19,"32010000"
"1499",2014-12-01,9146.18,9107.67,9167.1,9098.88,"44720000"
"1500",2014-12-02,9138.56,9161.26,9194.55,9129.58,"44770000"
"1501",2014-12-03,9168.37,9160.32,9209.03,9148.83,"42700000"
"1502",2014-12-04,9118.17,9177.44,9218.68,9099.97,"45700000"
"1503",2014-12-05,9212.85,9142.48,9213.45,9141.95,"39050000"
"1504",2014-12-08,9181.24,9176.14,9208.01,9176,"25860000"
"1505",2014-12-09,9051.39,9133.51,9152.12,9025.5,"47550000"
"1506",2014-12-10,9020.83,9065.97,9080.06,9000.35,"36220000"
"1507",2014-12-11,9058.82,9010.72,9059.87,8971.26,"40720000"
