"","SMI (SSMI)_history.csv Date","SMI (SSMI)_history.csv Price","SMI (SSMI)_history.csv Open","SMI (SSMI)_history.csv High","SMI (SSMI)_history.csv Low","SMI (SSMI)_history.csv Volume"
"107",2009-06-02,5432.22,5440.63,5447.48,5364.17,"83910000"
"108",2009-06-03,5384.71,5438.97,5454.73,5366.22,"59740000"
"109",2009-06-04,5422.21,5390.76,5442.91,5390.55,"53800000"
"110",2009-06-05,5398.9,5452.53,5486.37,5398.9,"77020000"
"111",2009-06-08,5391.72,5407.44,5421.17,5347.18,"62500000"
"112",2009-06-09,5388.67,5425.04,5438.5,5373.55,"52010000"
"113",2009-06-10,5436.39,5435.7,5475.84,5423.57,"69660000"
"114",2009-06-11,5483.85,5442.06,5502.03,5442.06,"48150000"
"115",2009-06-12,5521.84,5488.9,5532.51,5483.61,"66610000"
"116",2009-06-15,5400.15,5488.35,5492.77,5400.15,"63460000"
"117",2009-06-16,5377.1,5394.66,5426.8,5356.86,"61670000"
"118",2009-06-17,5302.29,5358.85,5379.49,5269.46,"74740000"
"119",2009-06-18,5376.84,5321.33,5385.55,5282.56,"66340000"
"120",2009-06-19,5421.59,5422.89,5449.17,5402.6,"100820000"
"121",2009-06-22,5310.37,5406,5420.39,5307.63,"57620000"
"122",2009-06-23,5321.31,5287.8,5364.56,5286.1,"72310000"
"123",2009-06-24,5443.42,5338.79,5453.29,5299.36,"56790000"
"124",2009-06-25,5361.3,5417.59,5437.4,5314.07,"73920000"
"125",2009-06-26,5375.99,5407.77,5428.93,5343.97,"130550000"
"126",2009-06-29,5443.45,5365.83,5456.71,5364.18,"86300000"
"127",2009-06-30,5403.97,5472.75,5481.97,5387.65,"88920000"
"128",2009-07-01,5472.94,5431.14,5480.82,5428.49,"56560000"
"129",2009-07-02,5355.23,5450.76,5461.16,5353.52,"55100000"
"130",2009-07-03,5338.51,5370.14,5372.86,5323.49,"39600000"
"131",2009-07-06,5354.15,5308.11,5358.51,5280.87,"51300000"
"132",2009-07-07,5329.2,5366.05,5396.91,5329.2,"53150000"
"133",2009-07-08,5289.39,5305.1,5352.9,5289.39,"59480000"
"134",2009-07-09,5305.39,5318,5346.79,5300.17,"64030000"
"135",2009-07-10,5237.81,5283.36,5286,5230.02,"55290000"
"136",2009-07-13,5315.29,5222.54,5315.78,5204.78,"52450000"
"137",2009-07-14,5365.05,5355.79,5396.89,5330.16,"66900000"
"138",2009-07-15,5473.33,5389,5473.79,5387.69,"65450000"
"139",2009-07-16,5538.57,5484.23,5560.89,5473.66,"60520000"
"140",2009-07-17,5594.14,5578.4,5601.66,5551.05,"56100000"
"141",2009-07-20,5627.93,5615.87,5660.51,5604.37,"52090000"
"142",2009-07-21,5636.19,5632.57,5677.31,5622.48,"55190000"
"143",2009-07-22,5637.02,5640.34,5649.34,5604.23,"58600000"
"144",2009-07-23,5765.51,5666.55,5765.51,5637.2,"84630000"
"145",2009-07-24,5760.9,5734.39,5788.1,5723.14,"72840000"
"146",2009-07-27,5774.89,5803.02,5807.84,5749.63,"53570000"
"147",2009-07-28,5762.8,5802.62,5826.01,5749.72,"56690000"
"148",2009-07-29,5787.19,5756.7,5811.72,5754.83,"55650000"
"149",2009-07-30,5932.62,5817.47,5936.64,5814.81,"67090000"
"150",2009-07-31,5950.69,5912.76,5978.04,5910.5,"83960000"
"151",2009-08-03,5967.43,5954.66,6002.24,5952.52,"77770000"
"152",2009-08-04,5939.78,5964.43,5978.1,5896.86,"78730000"
"153",2009-08-05,5911.91,5927.69,5959.26,5893.19,"58930000"
"154",2009-08-06,5968.08,5959.29,6000.15,5940.29,"58920000"
"155",2009-08-07,6026.4,5933.7,6026.75,5902.92,"66810000"
"156",2009-08-10,6007.55,5998.65,6015.72,5984.93,"37270000"
"157",2009-08-11,5949.98,6003.45,6016.82,5939.11,"55200000"
"158",2009-08-12,5962.49,5919.17,5966.49,5873.51,"89930000"
"159",2009-08-13,5986.72,5968.85,6014.11,5965.04,"100770000"
"160",2009-08-14,5985.3,6002.9,6040.13,5955.88,"67630000"
"161",2009-08-17,5883.7,5938.42,5945.35,5860.77,"60340000"
"162",2009-08-18,5953.75,5905.59,5953.75,5883.84,"53410000"
"163",2009-08-19,5980.79,5920.55,5988.98,5897.73,"70760000"
"164",2009-08-20,6032.05,6019.51,6067.64,6016.91,"109980000"
"165",2009-08-21,6139.8,6036.07,6149.57,6034.81,"113930000"
"166",2009-08-24,6194.39,6175.53,6205.08,6152.85,"75030000"
"167",2009-08-25,6200.85,6153.35,6222.27,6145.69,"57910000"
"168",2009-08-26,6176.97,6187.76,6216.91,6162.48,"55480000"
"169",2009-08-27,6169.19,6165.67,6189.01,6131.37,"66640000"
"170",2009-08-28,6211.58,6203.49,6262.29,6188.16,"60880000"
"171",2009-08-31,6217.12,6173.29,6223.25,6165.11,"70360000"
"172",2009-09-01,6128.17,6249.76,6251.84,6123.36,"72400000"
"173",2009-09-02,6089.24,6106.38,6121.15,6036.1,"7.5e+07"
"174",2009-09-03,6073.72,6095.62,6100.64,6048.61,"65950000"
"175",2009-09-04,6119.07,6099.53,6131.32,6086.87,"53170000"
"176",2009-09-07,6181.97,6170.82,6193.5,6155.75,"37250000"
"177",2009-09-08,6194.72,6202.6,6214.11,6164.35,"48120000"
"178",2009-09-09,6202.04,6170.96,6202.04,6152.6,"61710000"
"179",2009-09-10,6208.43,6233.53,6236.22,6174.85,"65290000"
"180",2009-09-11,6232.99,6227.69,6241.14,6203.43,"57370000"
"181",2009-09-14,6225.64,6186.75,6230.85,6159.35,"43660000"
"182",2009-09-15,6213.19,6226.37,6236.93,6192.93,"49770000"
"183",2009-09-16,6299.91,6224.19,6319.44,6224.19,"57610000"
"184",2009-09-17,6317.72,6345.59,6347.3,6299.52,"77310000"
"185",2009-09-18,6325.15,6310.57,6355.63,6304.57,"139890000"
"186",2009-09-21,6306.23,6320.34,6329.77,6273.37,"46550000"
"187",2009-09-22,6340.72,6322.62,6394.65,6322.05,"54710000"
"188",2009-09-23,6349.83,6340.42,6385.08,6337.08,"48780000"
"189",2009-09-24,6275.44,6313.6,6352,6258.86,"59220000"
"190",2009-09-25,6236.91,6271.83,6274.47,6211.98,"55470000"
"191",2009-09-28,6289.27,6208.13,6292.65,6161.96,"50530000"
"192",2009-09-29,6316.72,6306.47,6330.99,6266.73,"46560000"
"193",2009-09-30,6323.18,6319.84,6356.69,6275.22,"61420000"
"194",2009-10-01,6255.17,6332.82,6367.17,6240.38,"89790000"
"195",2009-10-02,6150.17,6210.41,6217.2,6108.31,"91850000"
"196",2009-10-05,6162.9,6139.29,6189.98,6126.74,"45790000"
"197",2009-10-06,6277.16,6201.16,6293.34,6174.47,"61530000"
"198",2009-10-07,6260.15,6254.26,6296.74,6244.4,"55100000"
"199",2009-10-08,6305.8,6317.7,6330.37,6271.62,"55860000"
"200",2009-10-09,6291.64,6294.27,6329.78,6271.43,"45940000"
"201",2009-10-12,6377.78,6313.78,6404.17,6309.96,"47680000"
"202",2009-10-13,6321.26,6374.91,6389.29,6309.61,"50660000"
"203",2009-10-14,6405.92,6372.12,6424.85,6359.33,"69310000"
"204",2009-10-15,6383.19,6400.34,6413.76,6361.83,"62280000"
"205",2009-10-16,6345.26,6415.18,6434.28,6310.73,"60110000"
"206",2009-10-19,6436.37,6382.53,6444.48,6380.17,"52870000"
"207",2009-10-20,6427.29,6448.02,6467.26,6407.99,"58800000"
"208",2009-10-21,6434.66,6427.42,6458.67,6346.32,"71640000"
"209",2009-10-22,6405.91,6370.56,6440.44,6332.54,"78140000"
"210",2009-10-23,6378.06,6454.75,6473.65,6371.82,"62920000"
"211",2009-10-26,6303.35,6405.36,6409.58,6291.65,"58780000"
"212",2009-10-27,6367.97,6318.29,6393.87,6296.38,"76380000"
"213",2009-10-28,6279.94,6353.43,6357.65,6268.74,"85110000"
"214",2009-10-29,6351.27,6234.1,6357.38,6222.47,"88870000"
"215",2009-10-30,6285.76,6365.61,6395.17,6275.62,"78600000"
"216",2009-11-02,6291.22,6256.44,6312.51,6231.81,"59480000"
"217",2009-11-03,6213.35,6229.04,6236,6146.09,"112590000"
"218",2009-11-04,6267.11,6238.39,6280.75,6220.01,"64870000"
"219",2009-11-05,6285.2,6204.3,6306.64,6195.73,"60130000"
"220",2009-11-06,6293.61,6286.61,6317.1,6229.04,"56720000"
"221",2009-11-09,6385.14,6352,6391.43,6341.85,"50550000"
"222",2009-11-10,6369.1,6392.7,6399.42,6360.77,"44440000"
"223",2009-11-11,6374.7,6415.56,6423.17,6356.6,"53200000"
"224",2009-11-12,6355.76,6348.91,6378.08,6332.05,"25030000"
"225",2009-11-13,6351.08,6330.86,6356.54,6296.78,"62410000"
"226",2009-11-16,6422.81,6385.66,6434.91,6384.05,"60800000"
"227",2009-11-17,6376.4,6409.95,6423.24,6367.78,"66640000"
"228",2009-11-18,6368.97,6399.46,6432.65,6368.97,"54250000"
"229",2009-11-19,6286.81,6347.45,6353.06,6274.24,"60790000"
"230",2009-11-20,6277.46,6298.1,6318.88,6233.44,"74180000"
"231",2009-11-23,6410.24,6321.25,6429.28,6319.68,"55690000"
"232",2009-11-24,6397.53,6371.57,6437.94,6366.33,"59390000"
"233",2009-11-25,6422.2,6440.59,6445.17,6397.38,"57790000"
"234",2009-11-26,6283.38,6391.59,6394.4,6262.73,"74020000"
"235",2009-11-27,6336.66,6182.94,6365.29,6179.34,"73860000"
"236",2009-11-30,6260.95,6359.86,6364.25,6260.95,"73700000"
"237",2009-12-01,6372.08,6308.17,6380.9,6308.17,"47850000"
"238",2009-12-02,6386.54,6370.87,6422.73,6364.65,"57730000"
"239",2009-12-03,6444.08,6423.71,6482.08,6417.15,"59760000"
"240",2009-12-04,6501.16,6412.61,6521.12,6397.06,"73730000"
"241",2009-12-07,6470.61,6481.73,6496.61,6446.03,"51280000"
"242",2009-12-08,6399.74,6457.06,6506.78,6372.81,"66540000"
"243",2009-12-09,6351.71,6372.68,6411.68,6331.83,"64530000"
"244",2009-12-10,6410.64,6360.51,6435.01,6350.92,"65130000"
"245",2009-12-11,6411.58,6440.52,6457.41,6411.58,"54700000"
"246",2009-12-14,6433.09,6462.11,6465.31,6411.76,"50040000"
"247",2009-12-15,6439.4,6452.35,6460.17,6422.07,"48120000"
"248",2009-12-16,6532.32,6436.99,6532.32,6435.61,"60180000"
"249",2009-12-17,6489.23,6500.77,6539.51,6476.05,"64410000"
"250",2009-12-18,6464.32,6516.97,6532.48,6463.96,"100140000"
"251",2009-12-21,6504.44,6492.99,6526.1,6472.81,"44230000"
"252",2009-12-22,6582.9,6526.73,6592.01,6526.68,"39880000"
"253",2009-12-23,6579.98,6608.6,6608.6,6556.37,"31540000"
"254",2009-12-24,6580,6580,6580,6580,
"255",2009-12-28,6591.01,6603.41,6606.05,6582.6,"22930000"
"256",2009-12-29,6608.52,6601.24,6615.55,6586.81,"22130000"
"257",2009-12-30,6545.91,6606.14,6609.73,6530.9,"22490000"
"258",2009-12-31,6545.9,6545.9,6545.9,6545.9,
"259",2010-01-04,6631.44,6578.45,6631.44,6575.96,"59580000"
"260",2010-01-05,6579.26,6620.66,6622.36,6547.43,"67870000"
"261",2010-01-06,6559.41,6598.18,6607.79,6550.1,"54030000"
"262",2010-01-07,6555.36,6536.5,6574.16,6494.9,"67840000"
"263",2010-01-08,6617.88,6574.67,6635.78,6573.95,"76090000"
"264",2010-01-11,6592.26,6652.78,6666.45,6592.26,"59540000"
"265",2010-01-12,6541.9,6596.67,6608.81,6517.33,"63200000"
"266",2010-01-13,6554.55,6508.21,6573.07,6507.86,"60680000"
"267",2010-01-14,6627.42,6588.75,6646.52,6573.64,"62680000"
"268",2010-01-15,6576.02,6637.44,6664.46,6562.15,"82930000"
"269",2010-01-18,6603.78,6618.16,6624.37,6589.88,"49260000"
"270",2010-01-19,6633.86,6594.98,6639.05,6518.78,"70930000"
"271",2010-01-20,6586.53,6614.96,6657.53,6575.62,"79420000"
"272",2010-01-21,6578.95,6625.24,6666.18,6576.26,"86550000"
"273",2010-01-22,6493.96,6541.8,6556.23,6449.22,"122910000"
"274",2010-01-25,6451.3,6456.35,6508.94,6441.58,"82660000"
"275",2010-01-26,6484.23,6404.13,6484.23,6386.04,"82960000"
"276",2010-01-27,6473.03,6428.2,6501.2,6423.93,"89720000"
"277",2010-01-28,6442.41,6543.57,6551.07,6442.41,"85400000"
"278",2010-01-29,6440.72,6456.12,6473.6,6404.18,"77900000"
"279",2010-02-01,6496.33,6408.68,6496.33,6403.58,"69300000"
"280",2010-02-02,6550.12,6514.97,6572.82,6491.67,"70220000"
"281",2010-02-03,6553.8,6552.7,6564.21,6523.26,"73290000"
"282",2010-02-04,6396.51,6557.38,6569.48,6389.68,"91650000"
"283",2010-02-05,6264.33,6357.63,6383.1,6245.63,"115570000"
"284",2010-02-08,6347.14,6278.19,6362.14,6240.24,"77900000"
"285",2010-02-09,6314.75,6341.88,6371.82,6298.72,"95080000"
"286",2010-02-10,6333.99,6364.16,6386.87,6313.44,"79670000"
"287",2010-02-11,6403.42,6378.54,6426.16,6353.22,"88250000"
"288",2010-02-12,6416.2,6439.22,6465.88,6378.68,"67710000"
"289",2010-02-15,6440.76,6450.05,6464.43,6431.53,"37700000"
"290",2010-02-16,6497.66,6485.23,6516.78,6436.84,"62320000"
"291",2010-02-17,6567.6,6548.38,6578.57,6534.2,"71700000"
"292",2010-02-18,6637.29,6583.55,6638.22,6572.67,"82930000"
"293",2010-02-19,6709.68,6591.05,6720.87,6588.78,"225290000"
"294",2010-02-22,6687.41,6733.88,6735.44,6679.8,"56950000"
"295",2010-02-23,6649.09,6698.09,6715.63,6642.24,"65640000"
"296",2010-02-24,6687.95,6664.71,6695.91,6638.65,"55420000"
"297",2010-02-25,6643.96,6674.66,6701.06,6614.64,"58060000"
"298",2010-02-26,6710.99,6688.27,6711.16,6654.15,"61890000"
"299",2010-03-01,6791.48,6756.34,6791.48,6744.97,"69160000"
"300",2010-03-02,6820.04,6780.49,6833.61,6751.6,"69950000"
"301",2010-03-03,6813.16,6806.8,6824.05,6781.3,"64260000"
"302",2010-03-04,6804.87,6775.79,6813.01,6760.01,"63430000"
"303",2010-03-05,6847.78,6809.37,6855.07,6787.49,"71390000"
"304",2010-03-08,6851.2,6865.3,6873.19,6823.39,"54070000"
"305",2010-03-09,6868.32,6864.42,6874.12,6830.98,"63240000"
"306",2010-03-10,6873.59,6876.23,6891.82,6845.94,"51850000"
"307",2010-03-11,6851.73,6860.03,6881.77,6827.95,"56440000"
"308",2010-03-12,6836.6,6867.04,6872.99,6825.34,"53200000"
"309",2010-03-15,6825.1,6832.2,6856.31,6821.59,"60440000"
"310",2010-03-16,6874.43,6860.92,6886.17,6854.49,"53430000"
"311",2010-03-17,6892.01,6900.94,6913.18,6879.36,"56050000"
"312",2010-03-18,6897.74,6876.91,6900.52,6874.04,"44950000"
"313",2010-03-19,6880.76,6938.5,6943.53,6866.37,"156160000"
"314",2010-03-22,6866.43,6846.65,6867.5,6797.67,"54800000"
"315",2010-03-23,6877.16,6869.5,6917.45,6860.85,"47480000"
"316",2010-03-24,6879.95,6898.53,6904.68,6841.5,"43720000"
"317",2010-03-25,6894.17,6884.48,6904.54,6871.37,"45630000"
"318",2010-03-26,6838.95,6886,6892.51,6822.67,"45240000"
"319",2010-03-29,6850.58,6847.1,6860.41,6821.99,"38730000"
"320",2010-03-30,6871.42,6882.63,6904.6,6867.79,"71480000"
"321",2010-03-31,6873.37,6870.21,6906.61,6847.39,"56610000"
"322",2010-04-01,6888.92,6876.94,6900.68,6857.63,"53120000"
"323",2010-04-05,6888.9,6888.9,6888.9,6888.9,
"324",2010-04-06,6886.21,6928.32,6934.42,6860.15,"57650000"
"325",2010-04-07,6843.49,6882.85,6885.92,6841.96,"51730000"
"326",2010-04-08,6791.01,6808.42,6814.83,6753.83,"64050000"
"327",2010-04-09,6888.97,6824.48,6894.21,6818.58,"46360000"
"328",2010-04-12,6910.96,6905.99,6943.07,6901.72,"58910000"
"329",2010-04-13,6885.86,6893.68,6912.06,6865.57,"42690000"
"330",2010-04-14,6916.59,6921.59,6933.17,6886.74,"53780000"
"331",2010-04-15,6967.56,6951.33,6990.7,6921.13,"64960000"
"332",2010-04-16,6893.69,6966.69,6981.28,6869.14,"103630000"
"333",2010-04-19,6803.68,6816.43,6842.76,6775.16,
"334",2010-04-20,6841.91,6838.8,6891.49,6828.7,"65670000"
"335",2010-04-21,6814.71,6876.42,6876.42,6802.43,"57620000"
"336",2010-04-22,6720.09,6800.11,6829.98,6697.99,"108570000"
"337",2010-04-23,6767.97,6734.73,6780.64,6703.27,"68280000"
"338",2010-04-26,6803.74,6821.6,6828.78,6796.54,"56510000"
"339",2010-04-27,6667.47,6792.78,6800.09,6667.47,"67290000"
"340",2010-04-28,6576.39,6608.53,6653.16,6555.86,"88450000"
"341",2010-04-29,6665.84,6618.53,6681.65,6589.61,"73270000"
"342",2010-04-30,6616.82,6647.44,6683.66,6591.09,"63410000"
"343",2010-05-03,6607.71,6604.15,6612.45,6574.34,"38370000"
"344",2010-05-04,6488.42,6626.15,6641.24,6477.27,"92810000"
"345",2010-05-05,6448.49,6499.58,6510.57,6409.31,"99870000"
"346",2010-05-06,6387.52,6404.98,6489.8,6368.37,"91750000"
"347",2010-05-07,6205.63,6249.18,6379.8,6148.2,"141870000"
"348",2010-05-10,6481.95,6386.68,6492.99,6337.26,"125420000"
"349",2010-05-11,6509,6420.18,6509.57,6415.86,"66820000"
"350",2010-05-12,6575.05,6504.94,6612.22,6481,"74120000"
"351",2010-05-13,6575,6575,6575,6575,
"352",2010-05-14,6428.68,6572.15,6578.42,6424.53,"78150000"
"353",2010-05-17,6428.86,6387.09,6495.25,6385.92,"71890000"
"354",2010-05-18,6470.84,6485.99,6503.18,6432.93,"61050000"
"355",2010-05-19,6374.43,6415.49,6445.2,6345.24,"78410000"
"356",2010-05-20,6262.42,6419.87,6437.71,6198.82,"91270000"
"357",2010-05-21,6206.59,6231.25,6251.25,6116.66,"132530000"
"358",2010-05-25,6091.55,6069.55,6112.27,6029.16,"98800000"
"359",2010-05-26,6167.53,6170.46,6230.35,6129.26,"74780000"
"360",2010-05-27,6305.18,6206.77,6312.51,6170.97,"65890000"
"361",2010-05-28,6321.92,6345.26,6369.52,6313.14,"54230000"
"362",2010-05-31,6312.6,6323.2,6352.03,6312.6,"20770000"
"363",2010-06-01,6316.6,6295.15,6362.71,6224.33,"52980000"
"364",2010-06-02,6368.81,6285.38,6368.81,6274.22,"49760000"
"365",2010-06-03,6418.82,6442.55,6476.24,6414.03,"53160000"
"366",2010-06-04,6298.97,6454.07,6464.01,6298.92,"66530000"
"367",2010-06-07,6291.04,6249.13,6338.91,6234.54,"53540000"
"368",2010-06-08,6246.22,6311.62,6318.09,6207.83,"70140000"
"369",2010-06-09,6319.18,6282.78,6319.18,6224.85,"56770000"
"370",2010-06-10,6376.66,6306.3,6397.05,6290.72,"60090000"
"371",2010-06-11,6426.74,6419.01,6452.42,6385.52,"70870000"
"372",2010-06-14,6472.12,6479.85,6482.39,6440.72,"46990000"
"373",2010-06-15,6484.73,6451.75,6512.27,6446.41,"61160000"
"374",2010-06-16,6490.07,6508.32,6511.57,6453.15,"48330000"
"375",2010-06-17,6475.25,6484.35,6506.56,6458.37,"55800000"
"376",2010-06-18,6447.06,6498.82,6498.82,6434.73,"125860000"
"377",2010-06-21,6519.57,6521.1,6534.85,6503.47,"50500000"
"378",2010-06-22,6463.46,6491.49,6512.69,6444.54,"48830000"
"379",2010-06-23,6381.85,6407.51,6445.04,6365.9,"46920000"
"380",2010-06-24,6320.62,6401.45,6402.82,6317.26,"50690000"
"381",2010-06-25,6275.35,6325.53,6356.35,6260.9,"45160000"
"382",2010-06-28,6311.15,6306.3,6321.65,6267.11,"42550000"
"383",2010-06-29,6144.45,6255.89,6270.48,6120.3,"65050000"
"384",2010-06-30,6128.06,6150.9,6170.96,6107.96,"65940000"
"385",2010-07-01,5981.66,6042.15,6080.96,5952.94,"75640000"
"386",2010-07-02,5974.3,6002.31,6017.2,5957.72,"56240000"
"387",2010-07-05,5942.25,5981.03,5994.23,5934.95,"35440000"
"388",2010-07-06,6063.12,5950.79,6084.85,5937.71,"53840000"
"389",2010-07-07,6099.2,6019.59,6099.2,5995.52,"54140000"
"390",2010-07-08,6155.72,6156.95,6186.84,6131.43,"57960000"
"391",2010-07-09,6210.49,6189.92,6220.11,6155.43,"38700000"
"392",2010-07-12,6228.31,6218.77,6252.12,6190.56,"32430000"
"393",2010-07-13,6298.59,6241.43,6307.49,6220.67,"42010000"
"394",2010-07-14,6332.28,6327.22,6332.28,6259.26,"41960000"
"395",2010-07-15,6291.07,6328.21,6364.72,6259.68,"57640000"
"396",2010-07-16,6184.37,6300.83,6314.4,6158.62,"72970000"
"397",2010-07-19,6156.64,6152.52,6207.08,6141.98,"36890000"
"398",2010-07-20,6123.42,6179.16,6181.82,6068.94,"43540000"
"399",2010-07-21,6132.66,6151.14,6174.58,6132.66,"61070000"
"400",2010-07-22,6194.18,6109.15,6218.67,6101.55,"65160000"
"401",2010-07-23,6201.25,6169.97,6203.24,6146.43,"47160000"
"402",2010-07-26,6199.46,6219.44,6223.3,6142.72,"50360000"
"403",2010-07-27,6275.19,6239.94,6289.96,6216.19,"115160000"
"404",2010-07-28,6277.49,6305.27,6325.57,6262.71,"66580000"
"405",2010-07-29,6220.65,6294.2,6307.26,6218.38,"47960000"
"406",2010-07-30,6200.78,6205.24,6234.76,6162.13,"57640000"
"407",2010-08-02,6321.64,6243.67,6338.52,6230.88,"48800000"
"408",2010-08-03,6337.72,6333.72,6348.86,6294.88,"45070000"
"409",2010-08-04,6380.3,6328.46,6386.61,6299.07,"43770000"
"410",2010-08-05,6374.89,6381.28,6408.87,6361.57,"52100000"
"411",2010-08-06,6321.36,6387.57,6409.75,6283.77,"53820000"
"412",2010-08-09,6391.74,6375.11,6396.33,6362.8,"32930000"
"413",2010-08-10,6395.02,6387.41,6403.21,6354.78,"46820000"
"414",2010-08-11,6265.84,6366.62,6384.56,6254.72,"61580000"
"415",2010-08-12,6279.35,6264.05,6317.11,6237.67,"52600000"
"416",2010-08-13,6294.34,6319.19,6321.57,6238.13,"39630000"
"417",2010-08-16,6285.66,6300.63,6332.3,6241.66,"37110000"
"418",2010-08-17,6359.74,6302.6,6360.99,6292.94,"44090000"
"419",2010-08-18,6362.88,6349.23,6377.34,6330.32,"37320000"
"420",2010-08-19,6281.35,6394.78,6400.56,6265.34,"54390000"
"421",2010-08-20,6185.82,6281.26,6286.47,6172.67,"53730000"
"422",2010-08-23,6209.45,6195.02,6243.03,6178.24,"34940000"
"423",2010-08-24,6144.14,6173.37,6181.32,6096.36,"57360000"
"424",2010-08-25,6098.59,6117.06,6152.12,6047.16,"62890000"
"425",2010-08-26,6131.76,6139.98,6153.96,6110.37,"41270000"
"426",2010-08-27,6183.14,6120.34,6189.02,6105.3,"42820000"
"427",2010-08-30,6205.24,6215.8,6232.22,6187.56,"25330000"
"428",2010-08-31,6180.89,6126.38,6186.36,6124.9,"49030000"
"429",2010-09-01,6332.43,6206.28,6333.93,6196.64,"59990000"
"430",2010-09-02,6333.65,6322.13,6341.98,6308.12,"4.5e+07"
"431",2010-09-03,6400.71,6356.36,6427.52,6334.91,"5.6e+07"
"432",2010-09-06,6418.25,6429.48,6430.96,6409.92,"30050000"
"433",2010-09-07,6360.2,6403.47,6406.6,6328.18,"39320000"
"434",2010-09-08,6386.95,6340.4,6393.78,6300.65,"52660000"
"435",2010-09-09,6425.26,6362.28,6426.68,6352.77,"44490000"
"436",2010-09-10,6467.69,6413.01,6468.57,6404.71,"46070000"
"437",2010-09-13,6471.77,6493.66,6503.12,6467.12,"49630000"
"438",2010-09-14,6466.32,6467.08,6484.61,6431.66,"49370000"
"439",2010-09-15,6434.01,6467.59,6473.91,6417.77,"49070000"
"440",2010-09-16,6424.16,6427.25,6449.48,6418.4,"44950000"
"441",2010-09-17,6389.02,6459.44,6485.64,6382.9,"102200000"
"442",2010-09-20,6461.98,6415.01,6477.48,6412.19,"43610000"
"443",2010-09-21,6420.4,6439.1,6481.13,6420.4,"47930000"
"444",2010-09-22,6344.88,6440.16,6443.22,6344.43,"54700000"
"445",2010-09-23,6303.2,6370.82,6379.5,6271.77,"60580000"
"446",2010-09-24,6360.77,6294.09,6367.13,6271.74,"69090000"
"447",2010-09-27,6338.89,6370.42,6393.28,6338.89,"45810000"
"448",2010-09-28,6334.38,6302.74,6374.26,6259.01,"57110000"
"449",2010-09-29,6311.57,6354.09,6378.6,6304.24,"64250000"
"450",2010-09-30,6296.33,6284.98,6368.46,6276.38,"75950000"
"451",2010-10-01,6284.17,6295.77,6323.67,6263.9,"61710000"
"452",2010-10-04,6248.8,6283.75,6289.96,6242.35,"45530000"
"453",2010-10-05,6313.9,6238.18,6336.47,6228.33,"55270000"
"454",2010-10-06,6351.01,6340.14,6375.84,6332.16,"50320000"
"455",2010-10-07,6375.58,6359.2,6404.79,6323.8,"49880000"
"456",2010-10-08,6363.16,6361.54,6372.72,6321.63,"47470000"
"457",2010-10-11,6386.18,6387.1,6390.88,6362.09,"33670000"
"458",2010-10-12,6375.26,6341.06,6384.1,6312.56,"47250000"
"459",2010-10-13,6455.13,6404.05,6486.03,6396.41,"58130000"
"460",2010-10-14,6440.97,6459.53,6480.82,6426.11,"51220000"
"461",2010-10-15,6443.01,6453.96,6468.86,6413.31,"53190000"
"462",2010-10-18,6470.26,6420.65,6482.76,6418.33,"39450000"
"463",2010-10-19,6471.96,6464.9,6508.78,6449.17,"52320000"
"464",2010-10-20,6477.2,6455.36,6490.73,6449.21,"41110000"
"465",2010-10-21,6512.19,6450.76,6530.29,6445.94,"66130000"
"466",2010-10-22,6477.13,6497.04,6508.35,6477.13,"43490000"
"467",2010-10-25,6513.63,6509.17,6530.27,6490.11,"41150000"
"468",2010-10-26,6476.61,6485.6,6505.75,6444.15,"76770000"
"469",2010-10-27,6479.21,6460.07,6518.75,6445.93,"55740000"
"470",2010-10-28,6484.71,6513.72,6537.35,6480.62,"60870000"
"471",2010-10-29,6472.23,6492.67,6504.13,6450.48,"51520000"
"472",2010-11-01,6504.72,6500.43,6517.14,6463.42,"45510000"
"473",2010-11-02,6541.5,6502.46,6555.17,6501.94,"39340000"
"474",2010-11-03,6512.99,6559.95,6571.59,6512.65,"4.3e+07"
"475",2010-11-04,6595.64,6567.6,6614.26,6563.09,"60090000"
"476",2010-11-05,6587.72,6603.41,6612.83,6570.3,"56930000"
"477",2010-11-08,6600.36,6589.32,6608.17,6585.24,"40350000"
"478",2010-11-09,6581.88,6596.27,6615.43,6577.39,"43590000"
