"","S&P TSX Composite (GSPTSE)_history.csv Date","S&P TSX Composite (GSPTSE)_history.csv Price","S&P TSX Composite (GSPTSE)_history.csv Open","S&P TSX Composite (GSPTSE)_history.csv High","S&P TSX Composite (GSPTSE)_history.csv Low","S&P TSX Composite (GSPTSE)_history.csv Volume"
"1114",2013-06-10,12382.67,12375.64,12400.68,12328.45,"122700000"
"1115",2013-06-11,12223.57,12301.05,12375.81,12217.73,"172810000"
"1116",2013-06-12,12109.89,12246.13,12245.19,12092.53,"1.8e+08"
"1117",2013-06-13,12277.13,12064.4,12291.16,12032.42,"168400000"
"1118",2013-06-14,12187.36,12271,12298.31,12178.21,"172520000"
"1119",2013-06-17,12288.9,12249.33,12325.81,12189.82,"143280000"
"1120",2013-06-18,12367.46,12299.18,12389.07,12288.35,"163820000"
"1121",2013-06-19,12268.29,12347.74,12365.48,12237.72,"175980000"
"1122",2013-06-20,11968.57,12100.09,12268.29,11940.46,"297330000"
"1123",2013-06-21,11995.66,12019.06,12067.54,11935.72,"378520000"
"1124",2013-06-24,11836.86,11909,11994.65,11759.04,"181130000"
"1125",2013-06-25,12005.42,11893.72,12007.72,11838.46,"182140000"
"1126",2013-06-26,11951.9,11990.48,12005.42,11934.7,"189590000"
"1127",2013-06-27,12005.78,12003.89,12053.63,11951.9,"199340000"
"1128",2013-06-28,12129.11,11995.9,12181.03,11992.92,"209080000"
"1129",2013-07-02,12178.38,12178.05,12217.36,12113.82,"182470000"
"1130",2013-07-03,12145.68,12175.46,12179.07,12055.63,"129350000"
"1131",2013-07-04,12166.66,12174.92,12217.21,12138.39,"41570000"
"1132",2013-07-05,12134.91,12160.16,12170.9,12073.64,"144080000"
"1133",2013-07-08,12208.87,12188.14,12219.84,12134.91,"139280000"
"1134",2013-07-09,12297.09,12247.05,12298.67,12203.46,"142960000"
"1135",2013-07-10,12306.93,12311.62,12315.53,12250.06,"146940000"
"1136",2013-07-11,12493.26,12420.13,12496.29,12306.93,"225100000"
"1137",2013-07-12,12462.18,12516.32,12519.65,12436.76,"123870000"
"1138",2013-07-15,12528.35,12515.93,12569.93,12462.18,"137780000"
"1139",2013-07-16,12516.89,12568.96,12567.15,12490.6,"146650000"
"1140",2013-07-17,12568.77,12536.34,12597.99,12518.96,"162770000"
"1141",2013-07-18,12628.85,12593.81,12680.23,12568.34,"169510000"
"1142",2013-07-19,12685.13,12628.35,12693.87,12624.99,"166610000"
"1143",2013-07-22,12758.38,12685.13,12761.44,12685.13,"158150000"
"1144",2013-07-23,12745.38,12759.11,12772.06,12710.41,"167950000"
"1145",2013-07-24,12672.3,12745.38,12766.93,12632.73,"183340000"
"1146",2013-07-25,12669.14,12672.36,12705.03,12637.27,"166550000"
"1147",2013-07-26,12647.9,12666.93,12676.78,12614.56,"129950000"
"1148",2013-07-29,12669.04,12647.92,12688.41,12618.01,"115330000"
"1149",2013-07-30,12581.75,12669.04,12669.04,12555.82,"176270000"
"1150",2013-07-31,12486.64,12581.75,12631.7,12486.64,"203820000"
"1151",2013-08-01,12593.96,12486.64,12623.43,12486.64,"165720000"
"1152",2013-08-02,12603.25,12593.96,12627.64,12579.02,"124500000"
"1153",2013-08-06,12469.32,12603.25,12603.25,12419.04,"173300000"
"1154",2013-08-07,12412.73,12469.32,12469.32,12400.15,"149940000"
"1155",2013-08-08,12552.92,12412.73,12564.06,12412.73,"174200000"
"1156",2013-08-09,12542.13,12552.92,12557.31,12502.23,"154690000"
"1157",2013-08-12,12594.27,12542.21,12594.27,12542.21,"155370000"
"1158",2013-08-13,12642.19,12594.27,12655.79,12594.26,"158470000"
"1159",2013-08-14,12639.3,12642.19,12664.17,12614.39,"195460000"
"1160",2013-08-15,12704.52,12639.02,12704.52,12562.02,"212850000"
"1161",2013-08-16,12736.92,12704.52,12799.99,12704.51,"152860000"
"1162",2013-08-19,12588.02,12735.49,12735.49,12578.8,"127040000"
"1163",2013-08-20,12670.11,12588.02,12707.54,12573.54,"143290000"
"1164",2013-08-21,12573.08,12670.11,12670.11,12542.84,"159390000"
"1165",2013-08-22,12674.35,12573.08,12700.16,12573.08,"147390000"
"1166",2013-08-23,12762.3,12674.35,12776.14,12674.35,"131400000"
"1167",2013-08-26,12760.3,12762.3,12812.58,12751.85,"127820000"
"1168",2013-08-27,12591.21,12760.3,12760.3,12567.16,"168680000"
"1169",2013-08-28,12607.22,12591.21,12677.47,12582.61,"150200000"
"1170",2013-08-29,12704.73,12607.22,12742.71,12607.22,"153800000"
"1171",2013-08-30,12653.9,12704.59,12746.52,12652.95,"134050000"
"1172",2013-09-03,12740.5,12654.31,12828.13,12654.31,"133240000"
"1173",2013-09-04,12757.81,12740.5,12758.87,12692.06,"124530000"
"1174",2013-09-05,12845.06,12757.81,12851.74,12757.81,"161150000"
"1175",2013-09-06,12820.92,12845.06,12888.69,12796.66,"138600000"
"1176",2013-09-09,12854.64,12820.92,12861.39,12820.92,"116090000"
"1177",2013-09-10,12824.48,12854.64,12854.64,12793.7,"152980000"
"1178",2013-09-11,12825.42,12824.48,12840.43,12764.5,"139020000"
"1179",2013-09-12,12701.05,12825.41,12825.41,12693.86,"144150000"
"1180",2013-09-13,12723.4,12701.14,12761.08,12701.14,"134050000"
"1181",2013-09-16,12816.88,12723.4,12847.78,12723.4,"190620000"
"1182",2013-09-17,12834.11,12816.88,12847.18,12812.23,"128790000"
"1183",2013-09-18,12931.4,12834.11,12958.88,12794.86,"218090000"
"1184",2013-09-19,12926.78,12931.4,12964.86,12892.77,"164900000"
"1185",2013-09-20,12806.47,12926.73,12942.7,12806.47,"458820000"
"1186",2013-09-23,12811.18,12806.47,12828.4,12798.3,"151450000"
"1187",2013-09-24,12848.89,12809.56,12878.71,12784.07,"149410000"
"1188",2013-09-25,12836.71,12848.89,12913.57,12832.52,"160860000"
"1189",2013-09-26,12841.62,12836.71,12905.11,12836.71,"128190000"
"1190",2013-09-27,12844.08,12841.62,12865.85,12818.14,"130690000"
"1191",2013-09-30,12787.19,12843.17,12858.6,12734.71,"172230000"
"1192",2013-10-01,12847.44,12787.19,12866.94,12753.41,"166040000"
"1193",2013-10-02,12839,12847.44,12853.29,12790.07,"149800000"
"1194",2013-10-03,12735.12,12839,12844.9,12700.42,"137560000"
"1195",2013-10-04,12758.65,12735.12,12787.07,12729.98,"129490000"
"1196",2013-10-07,12788.25,12758.65,12814.68,12704.59,"123590000"
"1197",2013-10-08,12692.41,12788.25,12824.22,12682.94,"140460000"
"1198",2013-10-09,12730.33,12692.41,12763.53,12678.02,"151680000"
"1199",2013-10-10,12894.41,12730.33,12934.61,12730.33,"163860000"
"1200",2013-10-11,12892.11,12894.41,12924.89,12874.09,"115810000"
"1201",2013-10-15,12931.46,12892.11,12934.5,12839.31,"128010000"
"1202",2013-10-16,12957.21,12931.46,12957.21,12912.22,"119940000"
"1203",2013-10-17,13036.36,12956.89,13042.06,12951.33,"148060000"
"1204",2013-10-18,13136.09,13035.89,13156.75,13035.89,"155390000"
"1205",2013-10-21,13186.53,13136.09,13190.92,13136.09,"141920000"
"1206",2013-10-22,13248.06,13186.53,13291.17,13186.53,"203810000"
"1207",2013-10-23,13243.32,13248.06,13308.16,13226.19,"195690000"
"1208",2013-10-24,13324.75,13243.34,13329.28,13243.34,"206170000"
"1209",2013-10-25,13399.42,13324.75,13402.43,13315.76,"146250000"
"1210",2013-10-28,13371.84,13399.42,13416.16,13366.25,"135950000"
"1211",2013-10-29,13440.61,13371.84,13443.3,13371.84,"149840000"
"1212",2013-10-30,13455.33,13440.61,13471.06,13364.95,"173300000"
"1213",2013-10-31,13361.26,13454.24,13463.73,13361.26,"213910000"
"1214",2013-11-01,13337.46,13362.93,13402.47,13326.19,"176210000"
"1215",2013-11-04,13361.78,13337.46,13374.02,13309.63,"142470000"
"1216",2013-11-05,13361.71,13361.71,13364.02,13305.15,"163250000"
"1217",2013-11-06,13380.41,13361.71,13412.33,13354.28,"154900000"
"1218",2013-11-07,13294.2,13380.41,13394.17,13285.23,"184110000"
"1219",2013-11-08,13378.33,13294.2,13394.32,13291.38,"179030000"
"1220",2013-11-11,13358.39,13378.33,13393.64,13358.39,"106100000"
"1221",2013-11-12,13326.04,13358.39,13378.51,13324.7,"155090000"
"1222",2013-11-13,13370.66,13325.9,13379.29,13289.75,"1.75e+08"
"1223",2013-11-14,13431.38,13370.66,13460.79,13370.66,"172620000"
"1224",2013-11-15,13482.57,13431.38,13490.19,13431.38,"150690000"
"1225",2013-11-18,13458.06,13482.63,13512.47,13441.4,"141560000"
"1226",2013-11-19,13442.77,13458.06,13497.51,13442.55,"138470000"
"1227",2013-11-20,13430.01,13442.77,13459.95,13387.29,"169460000"
"1228",2013-11-21,13475.33,13430.14,13505.35,13430.14,"178720000"
"1229",2013-11-22,13478.34,13475.33,13517.02,13469.21,"144170000"
"1230",2013-11-25,13472.22,13478.37,13507.27,13460.92,"179810000"
"1231",2013-11-26,13349.77,13472.11,13472.11,13348.83,"206490000"
"1232",2013-11-27,13362.06,13349.6,13389.12,13349.6,"133610000"
"1233",2013-11-28,13370.83,13362.06,13400.77,13362.06,"51620000"
"1234",2013-11-29,13395.4,13371.75,13496.68,13371.75,"108240000"
"1235",2013-12-02,13419.57,13395.4,13459.04,13389.47,"162080000"
"1236",2013-12-03,13319.87,13419.51,13419.51,13279.08,"178380000"
"1237",2013-12-04,13304.92,13319.87,13319.87,13234.47,"182430000"
"1238",2013-12-05,13200.4,13304.92,13304.92,13200.4,"223230000"
"1239",2013-12-06,13280.72,13200.64,13313.62,13200.64,"131030000"
"1240",2013-12-09,13312.78,13280.72,13352.03,13280.72,"163560000"
"1241",2013-12-10,13324.01,13312.76,13360.82,13312.76,"166950000"
"1242",2013-12-11,13133.42,13324.09,13324.09,13133.42,"160830000"
"1243",2013-12-12,13114.39,13133.42,13143.8,13059.74,"167150000"
"1244",2013-12-13,13125.7,13114.39,13144.56,13098.01,"137590000"
"1245",2013-12-16,13184.41,13125.68,13226.35,13125.68,"148010000"
"1246",2013-12-17,13180.16,13184.41,13224.83,13169.96,"153830000"
"1247",2013-12-18,13334.73,13180.16,13358.1,13180.16,"184610000"
"1248",2013-12-19,13392.2,13334.73,13396.62,13322.87,"162250000"
"1249",2013-12-20,13399.6,13392.19,13504.33,13392.19,"337620000"
"1250",2013-12-23,13447.7,13399.92,13463.53,13399.92,"99250000"
"1251",2013-12-24,13518.02,13447.7,13531.41,13447.7,"51760000"
"1252",2013-12-27,13587.98,13517.92,13604.31,13517.92,"82100000"
"1253",2013-12-30,13581.39,13587.55,13597.48,13572.26,"77790000"
"1254",2013-12-31,13621.55,13581.45,13644.28,13580.89,"75510000"
"1255",2014-01-02,13594.19,13621.4,13621.4,13528.29,"112480000"
"1256",2014-01-03,13548.86,13594.19,13594.19,13521.75,"102230000"
"1257",2014-01-06,13495.54,13548.86,13560.64,13473.23,"129260000"
"1258",2014-01-07,13596.93,13495.05,13617.09,13495.05,"154230000"
"1259",2014-01-08,13614.63,13596.93,13639.2,13586.76,"164830000"
"1260",2014-01-09,13629.41,13614.73,13644.16,13585.01,"170190000"
"1261",2014-01-10,13747.52,13629.69,13750.66,13629.69,"182520000"
"1262",2014-01-13,13681.48,13747.52,13771.13,13658.03,"247670000"
"1263",2014-01-14,13692.38,13681.48,13747.04,13681.48,"206280000"
"1264",2014-01-15,13772.58,13692.38,13785.02,13692.38,"191850000"
"1265",2014-01-16,13831.58,13772.75,13831.58,13741.74,"225590000"
"1266",2014-01-17,13888.21,13831.58,13910.38,13829.16,"214750000"
"1267",2014-01-20,13990.29,13888.21,13990.29,13888.21,"1.04e+08"
"1268",2014-01-21,13951.77,13990.24,13999.6,13948.26,"213020000"
"1269",2014-01-22,13988.2,13951.77,13999.58,13933.58,"250150000"
"1270",2014-01-23,13932.97,13988.2,14002.39,13932.28,"192450000"
"1271",2014-01-24,13717.76,13932.97,13932.97,13698.31,"208910000"
"1272",2014-01-27,13582.29,13717.76,13717.76,13520.51,"179320000"
"1273",2014-01-28,13687.66,13583,13706.45,13583,"174770000"
"1274",2014-01-29,13643.22,13687.66,13687.66,13587.29,"186220000"
"1275",2014-01-30,13735.28,13643.22,13750.26,13634.13,"166740000"
"1276",2014-01-31,13694.94,13735.28,13735.28,13598.03,"181440000"
"1277",2014-02-03,13486.2,13694.94,13694.94,13450.31,"180780000"
"1278",2014-02-04,13504.48,13486.2,13506.93,13463.36,"184280000"
"1279",2014-02-05,13559.69,13504.48,13569.78,13455.8,"201960000"
"1280",2014-02-06,13713.4,13560.33,13732.74,13560.33,"190310000"
"1281",2014-02-07,13786.5,13717.56,13793.51,13698.35,"171760000"
"1282",2014-02-10,13794.18,13786.5,13839.48,13780.13,"149920000"
"1283",2014-02-11,13880.99,13794.36,13926,13794.36,"203680000"
"1284",2014-02-12,13900.49,13880.99,13947.34,13880.99,"201670000"
"1285",2014-02-13,14001.65,13900.49,14001.65,13839,"258100000"
"1286",2014-02-14,14054.76,14001.65,14071.54,13998.16,"189410000"
"1287",2014-02-18,14077.47,14054.76,14109.79,14054.76,"186740000"
"1288",2014-02-19,14119.73,14077.47,14174.27,14077.47,"218230000"
"1289",2014-02-20,14210.37,14119.73,14222.6,14112.02,"207860000"
"1290",2014-02-21,14205.72,14212.05,14253.16,14205.72,"184290000"
"1291",2014-02-24,14227.08,14205.72,14278.63,14205.72,"178500000"
"1292",2014-02-25,14188.98,14227.08,14232.94,14179.27,"171870000"
"1293",2014-02-26,14188.58,14189.17,14228.82,14176.44,"178400000"
"1294",2014-02-27,14214.74,14188.58,14247.32,14185.53,"182310000"
"1295",2014-02-28,14209.59,14214.43,14280.85,14203.36,"210870000"
"1296",2014-03-03,14212.74,14209.67,14258.96,14160.93,"173740000"
"1297",2014-03-04,14289.86,14212.74,14328.48,14212.74,"160310000"
"1298",2014-03-05,14304.17,14289.86,14309.2,14260.97,"161990000"
"1299",2014-03-06,14271.92,14304.17,14323.28,14264.68,"174340000"
"1300",2014-03-07,14299.08,14276.45,14335.52,14268.77,"169910000"
"1301",2014-03-10,14302.06,14298.97,14323.37,14266.75,"134740000"
"1302",2014-03-11,14267.23,14302.06,14330.38,14260.06,"158440000"
"1303",2014-03-12,14319,14267.23,14329.78,14201.18,"178730000"
"1304",2014-03-13,14245.14,14319,14328.66,14215.26,"182700000"
"1305",2014-03-14,14227.66,14245.03,14276.85,14205.73,"153690000"
"1306",2014-03-17,14231.89,14227.71,14315.22,14219.97,"155010000"
"1307",2014-03-18,14368.98,14232,14372.46,14228.58,"173980000"
"1308",2014-03-19,14334.04,14368.98,14380.91,14297.35,"159490000"
"1309",2014-03-20,14361.83,14332.21,14377.61,14264.81,"153130000"
"1310",2014-03-21,14335.76,14361.87,14406.86,14335.76,"307310000"
"1311",2014-03-24,14278.55,14335.76,14402.49,14226.88,"163180000"
"1312",2014-03-25,14299.49,14278.55,14328.38,14278.55,"137840000"
"1313",2014-03-26,14184.1,14299.93,14345.4,14179.47,"192880000"
"1314",2014-03-27,14178.84,14184.1,14197.71,14139.29,"189630000"
"1315",2014-03-28,14260.72,14178.84,14300.21,14178.84,"172800000"
"1316",2014-03-31,14335.31,14260.72,14358.47,14260.72,"210510000"
"1317",2014-04-01,14380.55,14335.31,14390.26,14335.31,"155760000"
"1318",2014-04-02,14459.11,14380.57,14471.53,14380.57,"206410000"
"1319",2014-04-03,14402.21,14459.11,14459.11,14352.13,"154670000"
"1320",2014-04-04,14393.1,14402.14,14474.65,14364.03,"165400000"
"1321",2014-04-07,14270.33,14393.1,14393.1,14247.05,"151540000"
"1322",2014-04-08,14372.45,14270.33,14382.79,14251.92,"161330000"
"1323",2014-04-09,14435.58,14372.43,14444.56,14372.43,"182480000"
"1324",2014-04-10,14308,14435.58,14444.94,14266.57,"209550000"
"1325",2014-04-11,14257.69,14308,14308,14221.39,"159710000"
"1326",2014-04-14,14284.43,14257.69,14357.03,14245.46,"161850000"
"1327",2014-04-15,14303.92,14284.43,14355.47,14224.85,"176430000"
"1328",2014-04-16,14446.52,14303.92,14448.64,14303.92,"196050000"
"1329",2014-04-17,14500.39,14446.52,14508.54,14423.73,"169280000"
"1330",2014-04-21,14493.68,14500.39,14509.66,14465.3,"135970000"
"1331",2014-04-22,14555.97,14492.87,14556.6,14471.87,"159640000"
"1332",2014-04-23,14533.39,14556.27,14587.09,14533.39,"166980000"
"1333",2014-04-24,14554.25,14533.39,14584.1,14522.16,"181770000"
"1334",2014-04-25,14533.57,14554.25,14554.25,14472.08,"149220000"
"1335",2014-04-28,14530.91,14533.57,14557.31,14459.78,"135660000"
"1336",2014-04-29,14583.11,14530.91,14613.03,14520.22,"153530000"
"1337",2014-04-30,14651.87,14583.11,14662.01,14569.32,"173050000"
"1338",2014-05-01,14664.07,14651.87,14684.15,14639.54,"155590000"
"1339",2014-05-02,14765.15,14664.48,14765.15,14664.48,"152160000"
"1340",2014-05-05,14697.03,14765.15,14765.15,14665.82,"126810000"
"1341",2014-05-06,14612.29,14697.03,14697.03,14593.61,"134640000"
"1342",2014-05-07,14656.4,14612.64,14662.28,14572.13,"164760000"
"1343",2014-05-08,14546.03,14656.4,14693.15,14512.12,"167130000"
"1344",2014-05-09,14534.06,14546.03,14580.9,14491.89,"153780000"
"1345",2014-05-12,14654.94,14535.56,14657.28,14535.56,"136030000"
"1346",2014-05-13,14679.81,14654.94,14687.76,14636.5,"131260000"
"1347",2014-05-14,14673.73,14679.81,14706.13,14660.43,"121700000"
"1348",2014-05-15,14588.89,14673.73,14673.73,14516.15,"205180000"
"1349",2014-05-16,14514.74,14588.89,14588.89,14473.78,"139020000"
"1350",2014-05-20,14525.19,14514.74,14564.97,14488.59,"129600000"
"1351",2014-05-21,14649.86,14525.19,14650.25,14525.19,"145060000"
"1352",2014-05-22,14702.29,14649.86,14742.48,14649.86,"123300000"
"1353",2014-05-23,14708.1,14702.29,14713.69,14684.8,"110150000"
"1354",2014-05-26,14715.69,14708.11,14764.97,14701.07,"39630000"
"1355",2014-05-27,14658.02,14715.71,14725.42,14634.94,"159880000"
"1356",2014-05-28,14610.96,14658.02,14658.02,14557.89,"133450000"
"1357",2014-05-29,14588.95,14610.96,14631.12,14529.09,"146300000"
"1358",2014-05-30,14604.16,14588.98,14630.31,14537.08,"220320000"
"1359",2014-06-02,14680.76,14604.19,14680.76,14604.19,"136350000"
"1360",2014-06-03,14734.69,14680.91,14747.86,14659.36,"171520000"
"1361",2014-06-04,14796.79,14734.61,14805.96,14670.03,"150930000"
"1362",2014-06-05,14800.18,14796.97,14821.73,14736.39,"175140000"
"1363",2014-06-06,14838.9,14800.18,14840.45,14788.57,"122810000"
"1364",2014-06-09,14871.21,14838.9,14896.68,14832.63,"120800000"
"1365",2014-06-10,14904.38,14870.31,14909.31,14858.95,"136800000"
"1366",2014-06-11,14892.13,14904.47,14904.47,14850.41,"164840000"
"1367",2014-06-12,14909.63,14891.43,14922.64,14857.43,"179030000"
"1368",2014-06-13,15001.61,14910.2,15017.19,14904.68,"154130000"
"1369",2014-06-16,15040.43,15001.61,15075.7,15001.61,"150460000"
"1370",2014-06-17,15055.89,15039.97,15074.74,15006.37,"136560000"
"1371",2014-06-18,15109.25,15059.16,15115.38,15057.96,"155020000"
"1372",2014-06-19,15112.21,15109.25,15119.94,15081.93,"225800000"
"1373",2014-06-20,15108.97,15112.22,15124.89,15086.62,"359780000"
"1374",2014-06-23,15105.63,15109.42,15117.95,15073.82,"145500000"
"1375",2014-06-24,14962.37,15106.21,15137.68,14956.76,"185120000"
"1376",2014-06-25,14974.65,14962.75,15013.21,14952.37,"156100000"
"1377",2014-06-26,15030.74,14974.65,15036.78,14937.88,"121770000"
"1378",2014-06-27,15094.25,15030.74,15094.25,15016.96,"122730000"
"1379",2014-06-30,15146.01,15092.75,15146.01,15060.83,"122510000"
"1380",2014-07-02,15209.79,15146.01,15223.04,15146.01,"166810000"
"1381",2014-07-03,15207.11,15210.16,15256.36,15195.88,"145990000"
"1382",2014-07-04,15214.96,15207.11,15246.8,15207.11,"48780000"
"1383",2014-07-07,15172.93,15215.39,15215.39,15107.18,"143430000"
"1384",2014-07-08,15137.18,15172.93,15172.93,15021.05,"185870000"
"1385",2014-07-09,15215.19,15136.85,15216.08,15120.98,"176980000"
"1386",2014-07-10,15114.48,15214.35,15214.35,15100.15,"1.75e+08"
"1387",2014-07-11,15125.5,15115.09,15138.72,15082.8,"140340000"
"1388",2014-07-14,15171.23,15125.05,15180.41,15125.05,"141520000"
"1389",2014-07-15,15081.32,15171.11,15177.85,15057.35,"187120000"
"1390",2014-07-16,15226.34,15081.32,15240.84,15081.32,"160840000"
"1391",2014-07-17,15204.48,15226.34,15269.39,15186.14,"163180000"
"1392",2014-07-18,15266.57,15202.1,15291.15,15179.26,"132330000"
"1393",2014-07-21,15249.99,15266.37,15266.37,15208.84,"96350000"
"1394",2014-07-22,15315.13,15251.86,15343.51,15251.86,"147360000"
"1395",2014-07-23,15394.38,15314.88,15395.74,15313.34,"146910000"
"1396",2014-07-24,15394.45,15394.38,15421.39,15370.09,"157100000"
"1397",2014-07-25,15455.04,15394.45,15503.4,15379.68,"140410000"
"1398",2014-07-28,15445.22,15452.25,15465.29,15406.1,"134920000"
"1399",2014-07-29,15446.55,15445.22,15506.09,15445.22,"139320000"
"1400",2014-07-30,15524.82,15449.03,15527.3,15449.03,"185080000"
"1401",2014-07-31,15330.74,15524.82,15524.82,15275.05,"207810000"
"1402",2014-08-01,15215.26,15330.77,15371.76,15130.85,"170390000"
"1403",2014-08-05,15187.71,15215.87,15254.68,15130.82,"173570000"
"1404",2014-08-06,15202.09,15184.58,15226.31,15121.99,"149160000"
"1405",2014-08-07,15118.43,15201.42,15254.75,15056.11,"172810000"
"1406",2014-08-08,15196.31,15118.43,15204.56,15092.11,"137210000"
"1407",2014-08-11,15261.64,15196.31,15301.18,15196.31,"126260000"
"1408",2014-08-12,15274.23,15261.64,15319.87,15229.69,"153170000"
"1409",2014-08-13,15262.73,15274.78,15309.87,15242.86,"140800000"
"1410",2014-08-14,15291.18,15262.73,15312.86,15257.46,"138440000"
"1411",2014-08-15,15304.24,15290.75,15307.31,15182.13,"147690000"
"1412",2014-08-18,15338.47,15304.24,15368.98,15304.24,"109600000"
"1413",2014-08-19,15477.17,15339.53,15496.32,15339.53,"126250000"
"1414",2014-08-20,15561.95,15477.68,15570.45,15425.82,"140330000"
"1415",2014-08-21,15556.09,15561.72,15566.53,15526.01,"123910000"
"1416",2014-08-22,15535.55,15556.09,15574.23,15495.06,"102240000"
"1417",2014-08-25,15598.74,15535.94,15623.99,15535.94,"101680000"
"1418",2014-08-26,15619.21,15599.5,15653.38,15599.5,"128560000"
"1419",2014-08-27,15602.65,15619.21,15624.51,15559.82,"119750000"
"1420",2014-08-28,15558.17,15600.78,15600.78,15541.95,"114800000"
"1421",2014-08-29,15625.73,15558.17,15632.58,15516.47,"157610000"
"1422",2014-09-02,15619.08,15626.85,15627.77,15574.14,"146210000"
"1423",2014-09-03,15657.63,15619.08,15685.13,15619.08,"153230000"
"1424",2014-09-04,15576.79,15657.51,15674.23,15541.88,"159220000"
"1425",2014-09-05,15569.92,15576.79,15589.9,15525.16,"151720000"
"1426",2014-09-08,15509.39,15569.92,15569.92,15482.36,"132820000"
"1427",2014-09-09,15536.81,15510.11,15564.23,15500.06,"163200000"
"1428",2014-09-10,15471.89,15536.81,15536.81,15434.11,"135970000"
"1429",2014-09-11,15534.32,15471.56,15546.54,15432.28,"164480000"
"1430",2014-09-12,15531.58,15534.07,15580.46,15498.12,"147280000"
"1431",2014-09-15,15482.56,15530.85,15530.85,15442.05,"149600000"
"1432",2014-09-16,15510.54,15482.15,15556.18,15442.71,"182340000"
"1433",2014-09-17,15458.88,15509.68,15520.4,15428.34,"152940000"
"1434",2014-09-18,15465.54,15458.88,15477.02,15422.47,"173520000"
"1435",2014-09-19,15265.35,15461.26,15461.26,15238,"4.53e+08"
"1436",2014-09-22,15129,15259.41,15266.11,15117.5,"182380000"
"1437",2014-09-23,15125.67,15124.98,15171,15089.41,"163290000"
"1438",2014-09-24,15120.54,15125.67,15164.68,15005.62,"192040000"
"1439",2014-09-25,14893.57,15120.54,15120.54,14879.3,"191930000"
"1440",2014-09-26,15026.77,14893.83,15055.82,14821.71,"162320000"
"1441",2014-09-29,14976.92,14976.24,15011.88,14853.64,"161730000"
"1442",2014-09-30,14960.51,14968.38,15047.13,14899.28,"217760000"
"1443",2014-10-01,14805.44,14958.5,14958.5,14764.02,"192400000"
"1444",2014-10-02,14760.64,14781.48,14781.48,14545.59,"234460000"
"1445",2014-10-03,14789.78,14782.04,14875.01,14763.66,"195630000"
"1446",2014-10-06,14743.12,14829.59,14878.67,14743.12,"153070000"
"1447",2014-10-07,14576.45,14716.14,14757.89,14572.18,"189990000"
"1448",2014-10-08,14666.47,14584.5,14678.32,14439.62,"257070000"
"1449",2014-10-09,14460.6,14661.66,14661.66,14399.98,"226720000"
"1450",2014-10-10,14227.36,14438.45,14438.45,14188.75,"245690000"
"1451",2014-10-14,14036.68,14185.21,14185.21,13977.73,"257770000"
"1452",2014-10-15,13869.88,13957.26,13957.26,13677.34,"305500000"
"1453",2014-10-16,14052.97,13775.76,14166.33,13646.79,"267560000"
"1454",2014-10-17,14227.68,14142.04,14297.17,14142.04,"238640000"
"1455",2014-10-20,14337.77,14240.11,14354.77,14180.1,"162360000"
"1456",2014-10-21,14547.71,14413.18,14564.06,14364.57,"189090000"
"1457",2014-10-22,14312.07,14574.25,14584.33,14295.07,"202870000"
"1458",2014-10-23,14486.83,14407.83,14529.13,14384.53,"174790000"
"1459",2014-10-24,14543.82,14489.04,14569.42,14436.64,"143070000"
"1460",2014-10-27,14469,14525.95,14525.95,14385.32,"150430000"
"1461",2014-10-28,14624.25,14503.11,14628.62,14473.87,"161520000"
"1462",2014-10-29,14527.57,14634.25,14641.33,14471.6,"197550000"
"1463",2014-10-30,14458.69,14500.89,14546.49,14412.96,"193270000"
"1464",2014-10-31,14613.32,14510.38,14626.98,14507.55,"261260000"
"1465",2014-11-03,14537.62,14632.15,14637.56,14519.33,"173200000"
"1466",2014-11-04,14390.43,14522.84,14522.84,14327.02,"234610000"
"1467",2014-11-05,14548.26,14452.26,14599.72,14441.21,"235830000"
"1468",2014-11-06,14563.38,14576.46,14640.92,14488.11,"215200000"
"1469",2014-11-07,14690.83,14574.13,14712.05,14561.33,"216670000"
"1470",2014-11-10,14709.8,14729.13,14768.98,14671.74,"191840000"
"1471",2014-11-11,14760.27,14720.84,14770.72,14688.18,"162240000"
"1472",2014-11-12,14856.2,14736.25,14856.2,14696.92,"209370000"
"1473",2014-11-13,14778.77,14867.14,14890.82,14739.79,"196540000"
"1474",2014-11-14,14843.1,14778.99,14843.1,14748.1,"210830000"
"1475",2014-11-17,14882.5,14825.86,14950.53,14825.86,"183310000"
"1476",2014-11-18,14972.97,14911.93,14989.96,14911.93,"193040000"
"1477",2014-11-19,14980.15,14996.88,15012.61,14914.38,"211940000"
"1478",2014-11-20,15075.18,14966.41,15075.18,14948.2,"197520000"
"1479",2014-11-21,15111.13,15134.12,15184.36,15087.42,"206020000"
"1480",2014-11-24,15015.41,15121.42,15132.64,14980.16,"164250000"
"1481",2014-11-25,15073.65,15031.6,15100.48,15031.6,"286520000"
"1482",2014-11-26,15038.41,15055.82,15060.38,15003.86,"152800000"
"1483",2014-11-27,14922.44,15026.01,15033.63,14866.59,"156010000"
"1484",2014-11-28,14744.7,14871.81,14871.81,14743.85,"211440000"
"1485",2014-12-01,14625.32,14753.51,14771.78,14558.2,"303960000"
"1486",2014-12-02,14620.07,14610.06,14707.65,14570.67,"294650000"
"1487",2014-12-03,14754.06,14638.32,14769.27,14627.06,"240760000"
