"","S&P TSX Composite (GSPTSE)_history.csv Date","S&P TSX Composite (GSPTSE)_history.csv Price","S&P TSX Composite (GSPTSE)_history.csv Open","S&P TSX Composite (GSPTSE)_history.csv High","S&P TSX Composite (GSPTSE)_history.csv Low","S&P TSX Composite (GSPTSE)_history.csv Volume"
"73",2009-04-16,9343.37,9293.17,9356.46,9184.7,"244880000"
"74",2009-04-17,9437.65,9365.28,9483.58,9343.37,"237750000"
"75",2009-04-20,9126.15,9324.42,9437.65,9125.27,"238680000"
"76",2009-04-21,9247.17,9034.84,9254.2,9014.08,"247190000"
"77",2009-04-22,9279.15,9223.63,9411.55,9189.61,"211920000"
"78",2009-04-23,9409.5,9341.53,9412.97,9279.15,"250470000"
"79",2009-04-24,9549.48,9483.44,9566.68,9409.5,"245770000"
"80",2009-04-27,9394.8,9345.88,9549.48,9351.54,"196360000"
"81",2009-04-28,9348.03,9268.85,9394.8,9273.8,"219940000"
"82",2009-04-29,9416.31,9429.51,9476.55,9348.03,"205910000"
"83",2009-04-30,9324.83,9454.23,9568.32,9321.39,"257410000"
"84",2009-05-01,9496.96,9369.15,9527.7,9324.83,"195210000"
"85",2009-05-04,9870.37,9604.59,9870.37,9496.96,"244650000"
"86",2009-05-05,9880.72,9869.25,9918.93,9783.65,"231630000"
"87",2009-05-06,10143.43,9992.22,10158.2,9880.72,"295070000"
"88",2009-05-07,9967.05,10332.06,10340.78,9922.03,"301150000"
"89",2009-05-08,10237.99,10118.33,10256.01,9967.05,"242240000"
"90",2009-05-11,10094.14,10069.52,10237.99,9995.82,"294930000"
"91",2009-05-12,10077.7,10184.02,10193.08,9970.26,"248320000"
"92",2009-05-13,9709.51,9958.6,10077.7,9695.56,"258720000"
"93",2009-05-14,9849.2,9700.16,9937.96,9683.13,"228310000"
"94",2009-05-15,9762.85,9877.03,9947.06,9750.94,"164840000"
"95",2009-05-19,10100.95,10037.74,10139.56,9762.85,"219890000"
"96",2009-05-20,10232.44,10191.23,10365.39,10100.95,"259140000"
"97",2009-05-21,9949.59,10090.59,10232.44,9935.23,"207260000"
"98",2009-05-22,9993.42,10014.9,10065.8,9941.85,"217200000"
"99",2009-05-25,10069.5,10004.78,10073.16,9993.42,"67190000"
"100",2009-05-26,10285.9,9989.62,10286.85,9971.58,"215720000"
"101",2009-05-27,10142.16,10313.63,10335.18,10142.16,"242730000"
"102",2009-05-28,10392.37,10270.55,10413.94,10142.16,"268210000"
"103",2009-05-29,10370.07,10473.4,10493.12,10320,"303620000"
"104",2009-06-01,10604.06,10530.8,10637.73,10370.07,"263260000"
"105",2009-06-02,10588.79,10566.16,10634.42,10515.06,"240680000"
"106",2009-06-03,10290.12,10484.92,10588.79,10235.39,"256640000"
"107",2009-06-04,10477.24,10410.17,10500.12,10290.12,"204010000"
"108",2009-06-05,10569.29,10544.44,10581.58,10413.52,"224650000"
"109",2009-06-08,10549.12,10466.7,10569.29,10380.76,"186310000"
"110",2009-06-09,10547.86,10597.52,10604.97,10502.86,"225290000"
"111",2009-06-10,10597.98,10673.48,10674.14,10523.23,"250900000"
"112",2009-06-11,10714.11,10568.33,10726.01,10554.44,"228190000"
"113",2009-06-12,10644.96,10648.48,10714.11,10612.96,"179020000"
"114",2009-06-15,10394.78,10581.84,10644.96,10341.79,"189470000"
"115",2009-06-16,10307.4,10554.23,10561.14,10292.58,"218200000"
"116",2009-06-17,10066.11,10278.85,10307.4,10056.34,"227920000"
"117",2009-06-18,10121.5,10066.24,10142.63,10005.36,"219820000"
"118",2009-06-19,10287.95,10204.5,10287.95,10121.5,"321340000"
"119",2009-06-22,9834.18,10105.7,10287.95,9830.18,"224230000"
"120",2009-06-23,9896.72,9865.38,9912.19,9727.26,"224770000"
"121",2009-06-24,10100.93,10004.49,10138.14,9896.72,"209750000"
"122",2009-06-25,10355.85,10106.27,10366.73,10078.3,"221360000"
"123",2009-06-26,10389.76,10315.02,10423.57,10268.97,"164450000"
"124",2009-06-29,10476.77,10455.37,10516.88,10389.76,"138130000"
"125",2009-06-30,10374.91,10471.23,10528.49,10308.01,"180970000"
"126",2009-07-02,10245.91,10290.54,10374.91,10217.13,"166630000"
"127",2009-07-03,10283.1,10228.67,10294.2,10231.12,"56690000"
"128",2009-07-06,10027.43,10115,10283.1,9927.16,"169510000"
"129",2009-07-07,9844.35,10029.21,10078.56,9836.77,"193190000"
"130",2009-07-08,9653.45,9794.14,9867.87,9535.5,"241770000"
"131",2009-07-09,9773.92,9718.47,9820.46,9647.06,"182280000"
"132",2009-07-10,9747.13,9698.66,9773.92,9630.03,"140870000"
"133",2009-07-13,9891.93,9733.74,9891.93,9588.44,"171590000"
"134",2009-07-14,9986.15,9967.99,9993.78,9881.05,"161040000"
"135",2009-07-15,10215.46,10123.16,10244.3,9986.15,"212360000"
"136",2009-07-16,10304.42,10178.84,10335.5,10163.5,"146060000"
"137",2009-07-17,10369.42,10324.41,10404.27,10251.65,"152720000"
"138",2009-07-20,10540.71,10478.53,10561.66,10369.42,"176190000"
"139",2009-07-21,10515.32,10592.28,10597.68,10423.14,"194320000"
"140",2009-07-22,10432.35,10422.71,10545.27,10404.93,"166250000"
"141",2009-07-23,10675.68,10425.88,10675.68,10432.35,"206710000"
"142",2009-07-24,10687.9,10665.51,10717.75,10574.09,"152620000"
"143",2009-07-27,10757.43,10727.12,10806.5,10687.9,"170870000"
"144",2009-07-28,10570.54,10613.46,10757.43,10521.26,"196890000"
"145",2009-07-29,10455.33,10482.74,10570.54,10384.64,"163720000"
"146",2009-07-30,10676.72,10601.65,10687.59,10455.33,"188620000"
"147",2009-07-31,10787.15,10632.54,10841.54,10626.41,"164080000"
"148",2009-08-04,11018.1,10943.3,11018.1,10787.15,"213630000"
"149",2009-08-05,11046.93,11014.15,11065.4,10952.63,"229500000"
"150",2009-08-06,10793.37,11042.01,11065.19,10793.37,"251850000"
"151",2009-08-07,10885.33,10895.97,10964.1,10793.37,"183310000"
"152",2009-08-10,10793.67,10833.28,10885.33,10767.71,"153940000"
"153",2009-08-11,10629.47,10760.22,10795.63,10607.58,"156990000"
"154",2009-08-12,10659.87,10596.67,10742.08,10587.67,"156100000"
"155",2009-08-13,10825.56,10789.51,10849.47,10659.87,"200780000"
"156",2009-08-14,10848.01,10832.05,10848.01,10713.21,"145780000"
"157",2009-08-17,10531.59,10576.97,10848.01,10480.18,"151830000"
"158",2009-08-18,10673.84,10601.18,10680.43,10531.59,"141820000"
"159",2009-08-19,10686.83,10536.35,10737.53,10519,"181320000"
"160",2009-08-20,10700.51,10707.74,10763.68,10686.83,"159800000"
"161",2009-08-21,10831.18,10825.6,10836.91,10700.51,"176230000"
"162",2009-08-24,10789.97,10865.41,10903.29,10747.18,"158910000"
"163",2009-08-25,10920.53,10872.06,10963.01,10789.97,"186170000"
"164",2009-08-26,10912.17,10861.15,10960.59,10838.46,"172420000"
"165",2009-08-27,10933.96,10986.44,10969.75,10807.94,"177970000"
"166",2009-08-28,10977.97,10979.75,11010.95,10893.57,"164480000"
"167",2009-08-31,10868.21,10866.2,10977.97,10772.75,"179470000"
"168",2009-09-01,10689.78,10840.89,10926.98,10665.86,"206260000"
"169",2009-09-02,10701.32,10656.08,10736.98,10634.83,"246020000"
"170",2009-09-03,10921.49,10768.84,10922,10701.32,"251780000"
"171",2009-09-04,11017.47,10901.15,11017.47,10872.51,"148070000"
"172",2009-09-08,11105.3,11147.87,11176.35,11017.47,"210670000"
"173",2009-09-09,11000.17,11081.95,11113.81,10966.23,"243700000"
"174",2009-09-10,11155,11011.69,11155,11000.17,"213760000"
"175",2009-09-11,11253.23,11216.28,11283.31,11155,"208120000"
"176",2009-09-14,11332.04,11174.66,11332.04,11167.35,"167910000"
"177",2009-09-15,11495.83,11360.15,11495.83,11332.04,"209960000"
"178",2009-09-16,11555.6,11551.8,11592.39,11495.83,"2.57e+08"
"179",2009-09-17,11528.23,11536.39,11613.83,11447.03,"223680000"
"180",2009-09-18,11445.95,11531.99,11540.19,11445.95,"369940000"
"181",2009-09-21,11424.61,11348.13,11445.95,11329.5,"173700000"
"182",2009-09-22,11585.73,11533.72,11602.27,11424.61,"211360000"
"183",2009-09-23,11517.54,11596.33,11648.55,11502.72,"197620000"
"184",2009-09-24,11285.76,11547.66,11553.02,11284.24,"217670000"
"185",2009-09-25,11212.39,11237.24,11300.21,11174.61,"159280000"
"186",2009-09-28,11338.72,11269.36,11390.03,11212.39,"166610000"
"187",2009-09-29,11394.99,11354.63,11403.62,11313.73,"194920000"
"188",2009-09-30,11394.96,11480.85,11458.5,11250.98,"257240000"
"189",2009-10-01,11071.76,11403.33,11394.96,11070.69,"186540000"
"190",2009-10-02,10958.33,10922.34,11071.76,10855.16,"185080000"
"191",2009-10-05,11102.62,10975.68,11142.27,10932.15,"184670000"
"192",2009-10-06,11247.97,11230.17,11358.7,11102.62,"238050000"
"193",2009-10-07,11349.88,11275.3,11351.59,11194.42,"197360000"
"194",2009-10-08,11484.51,11422.63,11513.13,11349.88,"245390000"
"195",2009-10-09,11436.92,11432.38,11497.19,11382.5,"176700000"
"196",2009-10-13,11413.54,11423.27,11445.07,11299.6,"199710000"
"197",2009-10-14,11532.78,11531.5,11539.17,11413.54,"190890000"
"198",2009-10-15,11504.51,11459.02,11532.78,11448.59,"166230000"
"199",2009-10-16,11504.76,11459.55,11514.24,11408.95,"158650000"
"200",2009-10-19,11538.39,11566.78,11571.25,11485.07,"152410000"
"201",2009-10-20,11538.12,11586.87,11589.92,11496.92,"154630000"
"202",2009-10-21,11442.02,11475.01,11595.04,11437.6,"190200000"
"203",2009-10-22,11533.37,11427.44,11533.37,11365.82,"199420000"
"204",2009-10-23,11382.13,11564.7,11569.43,11357.78,"178160000"
"205",2009-10-26,11234.88,11426.29,11525.82,11210.64,"169730000"
"206",2009-10-27,11053.54,11229.58,11247.14,11053.54,"198480000"
"207",2009-10-28,10805.33,11000.05,11053.54,10805.33,"229660000"
"208",2009-10-29,11075.22,10916.55,11075.22,10805.33,"220210000"
"209",2009-10-30,10910.75,11091.56,11081.15,10767.58,"219730000"
"210",2009-11-02,10878.35,10896.74,10963.67,10745.25,"189350000"
"211",2009-11-03,11025.9,10777.79,11025.9,10751.72,"212420000"
"212",2009-11-04,11071.2,11103.38,11187.87,11025.9,"223210000"
"213",2009-11-05,11180.7,11070.23,11180.7,11041.72,"169600000"
"214",2009-11-06,11250.42,11100.86,11259.58,11098.66,"184890000"
"215",2009-11-09,11486.88,11372.21,11488.27,11250.42,"195840000"
"216",2009-11-10,11426.74,11457.46,11486.88,11368.96,"177800000"
"217",2009-11-11,11439.75,11545.99,11559.67,11419.41,"161130000"
"218",2009-11-12,11360.76,11383.25,11456.12,11330.33,"169070000"
"219",2009-11-13,11407.68,11348.29,11417.41,11322.07,"153410000"
"220",2009-11-16,11512.26,11496.76,11539.78,11407.68,"194390000"
"221",2009-11-17,11630,11507.77,11631.62,11502.64,"161560000"
"222",2009-11-18,11652.69,11667.87,11702.24,11604.92,"200220000"
"223",2009-11-19,11600.3,11588.4,11652.69,11484.44,"218470000"
"224",2009-11-20,11579.33,11524.51,11600.3,11508.79,"151520000"
"225",2009-11-23,11624.02,11689.36,11737.84,11579.33,"167180000"
"226",2009-11-24,11539.63,11644.46,11642.67,11539.63,"174540000"
"227",2009-11-25,11636.9,11594.05,11647.57,11539.63,"161890000"
"228",2009-11-26,11436.8,11569.29,11636.9,11428.32,"69470000"
"229",2009-11-27,11464.41,11281.12,11539.94,11299.86,"121020000"
"230",2009-11-30,11447.2,11476.32,11586.22,11447.2,"182470000"
"231",2009-12-01,11707.32,11574.65,11715.55,11447.2,"2.23e+08"
"232",2009-12-02,11779.73,11729.35,11802.43,11707.32,"206690000"
"233",2009-12-03,11636.55,11775.03,11816.33,11629.01,"177770000"
"234",2009-12-04,11510.8,11672.14,11700.09,11414.87,"195120000"
"235",2009-12-07,11489.63,11467.52,11571.47,11445.52,"177900000"
"236",2009-12-08,11368.93,11411.98,11489.63,11342.48,"172530000"
"237",2009-12-09,11379.22,11428.58,11396.06,11248.92,"186470000"
"238",2009-12-10,11464.57,11399.65,11464.57,11369.95,"167440000"
"239",2009-12-11,11423.93,11472.05,11504.29,11387.4,"158970000"
"240",2009-12-14,11545.69,11481.62,11549.71,11423.93,"166930000"
"241",2009-12-15,11541.02,11532.84,11581.49,11498.79,"165290000"
"242",2009-12-16,11637.04,11609.18,11691.73,11541.02,"168260000"
"243",2009-12-17,11473.06,11570.24,11637.04,11473.06,"169450000"
"244",2009-12-18,11463.4,11510.09,11562.04,11447.95,"336890000"
"245",2009-12-21,11554.72,11559.63,11596.7,11463.4,"147840000"
"246",2009-12-22,11627.98,11538.96,11627.98,11522.44,"125600000"
"247",2009-12-23,11658.7,11625.02,11688.12,11625.14,"118370000"
"248",2009-12-24,11754.61,11666.24,11754.61,11658.7,"47050000"
"249",2009-12-29,11701.81,11740.37,11754.61,11691.72,"77560000"
"250",2009-12-30,11717.46,11687.1,11728.41,11672.99,"68740000"
"251",2009-12-31,11746.11,11745.18,11766.04,11717.46,"64620000"
"252",2010-01-04,11866.9,11847.34,11872.15,11746.11,"132670000"
"253",2010-01-05,11888.08,11900.01,11935.24,11837.23,"167800000"
"254",2010-01-06,11944.54,11912.88,11971.62,11888.08,"194400000"
"255",2010-01-07,11887.51,11925.03,11944.54,11819.5,"190570000"
"256",2010-01-08,11953.83,11883.26,11953.83,11863.13,"167760000"
"257",2010-01-11,11947.13,12070.74,12070.2,11923.22,"172300000"
"258",2010-01-12,11820.18,11866.63,11947.13,11766.51,"177640000"
"259",2010-01-13,11853.56,11802.81,11865.19,11738.56,"172420000"
"260",2010-01-14,11804.38,11873.62,11888.33,11776.44,"161040000"
"261",2010-01-15,11685.37,11782.62,11804.38,11684.23,"148630000"
"262",2010-01-18,11750.54,11711.12,11754.06,11685.37,"63210000"
"263",2010-01-19,11763.42,11746.18,11765.55,11710.4,"144210000"
"264",2010-01-20,11679.32,11699.1,11763.42,11581.64,"193860000"
"265",2010-01-21,11469.1,11557.22,11679.32,11461.25,"197660000"
"266",2010-01-22,11343.43,11400.01,11480.97,11318.33,"194090000"
"267",2010-01-25,11354.51,11384.74,11423.3,11343.43,"134680000"
"268",2010-01-26,11361.19,11349.26,11421.55,11271.39,"165120000"
"269",2010-01-27,11344.11,11324.66,11367.36,11258.98,"196450000"
"270",2010-01-28,11274.2,11279.62,11389.15,11162.11,"181340000"
"271",2010-01-29,11094.31,11142.8,11324.18,11084.27,"183160000"
"272",2010-02-01,11317.55,11147.49,11317.55,11094.31,"151740000"
"273",2010-02-02,11408.34,11365.99,11430.25,11297.63,"201380000"
"274",2010-02-03,11390.46,11395.57,11454.61,11348.65,"177830000"
"275",2010-02-04,11128.76,11163.58,11390.46,11120.09,"213830000"
"276",2010-02-05,11223.12,11123.73,11223.12,10990.41,"213140000"
"277",2010-02-08,11115.3,11135.1,11277.56,11099.51,"151080000"
"278",2010-02-09,11274.24,11210.03,11314.44,11115.3,"166710000"
"279",2010-02-10,11286.33,11280.33,11321.4,11212.44,"153650000"
"280",2010-02-11,11435.49,11300.06,11437.97,11232.92,"202980000"
"281",2010-02-12,11469.81,11349.19,11469.81,11335.67,"175660000"
"282",2010-02-16,11586.37,11545.5,11601.46,11469.81,"156180000"
"283",2010-02-17,11635.49,11605.57,11697.04,11586.37,"166420000"
"284",2010-02-18,11694.84,11629.67,11712.3,11618.59,"144870000"
"285",2010-02-19,11709.29,11692,11758.19,11679.64,"138420000"
"286",2010-02-22,11634.75,11745.11,11763.31,11634.75,"119080000"
"287",2010-02-23,11526.71,11606.64,11634.75,11481.6,"149780000"
"288",2010-02-24,11521.83,11526.81,11584.39,11492.77,"124590000"
"289",2010-02-25,11631.44,11457.43,11637.44,11420.96,"177110000"
"290",2010-02-26,11629.63,11654.77,11664.44,11591.02,"159870000"
"291",2010-03-01,11728.06,11682.78,11732.12,11629.63,"138620000"
"292",2010-03-02,11828.31,11751.6,11843.67,11728.06,"161260000"
"293",2010-03-03,11852.85,11842.15,11876.46,11811.42,"163140000"
"294",2010-03-04,11824.97,11866.76,11876.7,11792.35,"175290000"
"295",2010-03-05,11975.14,11878.37,11975.14,11824.97,"170070000"
"296",2010-03-08,11963.84,12026.34,12039.51,11958.45,"143490000"
"297",2010-03-09,11918.71,11923.08,11965.09,11893.41,"177580000"
"298",2010-03-10,11961.06,11931.75,11994.61,11916.55,"199900000"
"299",2010-03-11,11979.7,11935.78,11981.76,11909.55,"142980000"
"300",2010-03-12,12013.82,12019.84,12047.57,11954.38,"177280000"
"301",2010-03-15,12008.8,11988.4,12016.79,11908.04,"128560000"
"302",2010-03-16,12089.4,12048.79,12097.72,12008.8,"155500000"
"303",2010-03-17,12100.66,12122.47,12119.21,12085.32,"158070000"
"304",2010-03-18,12040.01,12091.09,12129.26,12008.06,"155660000"
"305",2010-03-19,11947.98,12031.96,12047.41,11925.95,"342070000"
"306",2010-03-22,11967.17,11876.64,11991.45,11843.95,"211050000"
"307",2010-03-23,12044.54,11987.98,12047.97,11967.17,"193100000"
"308",2010-03-24,11962.97,12008.65,12044.54,11962.71,"206400000"
"309",2010-03-25,11958.11,12010.06,12048.67,11957.74,"208240000"
"310",2010-03-26,11957.37,11992.03,12040.64,11909.08,"197410000"
"311",2010-03-29,12029.72,11999.47,12034.94,11957.37,"159040000"
"312",2010-03-30,12044.21,12042.17,12061.71,12022.83,"153310000"
"313",2010-03-31,12037.73,12063.33,12080.47,11983.35,"192930000"
"314",2010-04-01,12151.06,12069.91,12157.35,12037.73,"190580000"
"315",2010-04-05,12186.35,12190.83,12203.39,12151.06,"146620000"
"316",2010-04-06,12156.71,12135.57,12200.07,12120.25,"163850000"
"317",2010-04-07,12110.9,12137.14,12159.97,12059.31,"210590000"
"318",2010-04-08,12113.53,12060.65,12139.01,11975.94,"179570000"
"319",2010-04-09,12176.84,12150.53,12211.12,12113.53,"163370000"
"320",2010-04-12,12148.66,12167.53,12214.39,12139.23,"163200000"
"321",2010-04-13,12101.52,12091.45,12148.66,12025.41,"145610000"
"322",2010-04-14,12204.41,12141.7,12211.57,12095.93,"177250000"
"323",2010-04-15,12211.52,12178.62,12249.54,12168.71,"164370000"
"324",2010-04-16,12070.66,12190.58,12211.52,12019.9,"209410000"
"325",2010-04-19,12102.97,11974.71,12102.97,11953.95,"185350000"
"326",2010-04-20,12113.53,12122.03,12159.9,12102.97,"179250000"
"327",2010-04-21,12134.56,12135.29,12158.18,12070.69,"182200000"
"328",2010-04-22,12160.87,12053.3,12160.87,11985.32,"201920000"
"329",2010-04-23,12239.64,12167.85,12248.41,12126.79,"192230000"
"330",2010-04-26,12280.97,12254.22,12297.88,12234.68,"155930000"
"331",2010-04-27,12146.74,12255.55,12321.76,12143.16,"221200000"
"332",2010-04-28,12076.89,12165.01,12173.27,12075.79,"222610000"
"333",2010-04-29,12200.32,12110.72,12227.03,12076.89,"223550000"
"334",2010-04-30,12210.7,12247.37,12308.13,12184.25,"246930000"
"335",2010-05-03,12196.51,12273.98,12294.63,12165.84,"179450000"
"336",2010-05-04,12030.86,12164.88,12196.51,11954.5,"256140000"
"337",2010-05-05,11875.13,11862.43,12030.86,11754.28,"284610000"
"338",2010-05-06,11842.43,11845.75,11949,11422.73,"365160000"
"339",2010-05-07,11692.43,11749.9,11842.43,11556.95,"281580000"
"340",2010-05-10,11947.9,12011.82,12024.49,11692.43,"205450000"
"341",2010-05-11,12000.61,11931.71,12093.51,11916.16,"255880000"
"342",2010-05-12,12195.97,12102.63,12204.98,12000.61,"237160000"
"343",2010-05-13,12116.59,12170.89,12210.39,12059.06,"205670000"
"344",2010-05-14,12014.97,12088.02,12116.59,11891.04,"210460000"
"345",2010-05-17,11813,11999.83,12014.97,11695.61,"230550000"
"346",2010-05-18,11764.51,11891.1,11959.69,11760.78,"227520000"
"347",2010-05-19,11665.77,11700.46,11787.21,11514.14,"260920000"
"348",2010-05-20,11405.95,11494.98,11665.77,11381.41,"287930000"
"349",2010-05-21,11521.35,11244.45,11539.11,11179.97,"212580000"
"350",2010-05-25,11518.08,11270.73,11522.29,11263.16,"253640000"
"351",2010-05-26,11543.9,11699.74,11723.88,11518.06,"295820000"
"352",2010-05-27,11749.12,11608.64,11755.09,11543.9,"235530000"
"353",2010-05-28,11671.44,11778.93,11799.56,11640.85,"174610000"
"354",2010-05-31,11762.99,11765.45,11762.99,11671.44,"58670000"
"355",2010-06-01,11571.97,11702.2,11778.84,11566.85,"247640000"
"356",2010-06-02,11780.67,11619.17,11780.67,11569.34,"277590000"
"357",2010-06-03,11811.87,11824.24,11842.29,11692.03,"227710000"
"358",2010-06-04,11569.61,11661.89,11811.87,11548.93,"212460000"
"359",2010-06-07,11504.74,11570.37,11616.67,11493.63,"201110000"
"360",2010-06-08,11517.18,11522.17,11559.47,11402.45,"230880000"
"361",2010-06-09,11450.64,11575.02,11613.08,11436.37,"208970000"
"362",2010-06-10,11635.85,11514.78,11637.83,11450.64,"177330000"
"363",2010-06-11,11666.92,11591.38,11693.69,11586.35,"150090000"
"364",2010-06-14,11667.34,11730.06,11781.2,11652.98,"164950000"
"365",2010-06-15,11907.54,11702.13,11907.54,11670.53,"188670000"
"366",2010-06-16,11921.05,11873.92,11938.59,11864.87,"166230000"
"367",2010-06-17,11945.97,11968.44,11981.36,11908.88,"177610000"
"368",2010-06-18,11927.59,11990.17,12017.92,11927.59,"355140000"
"369",2010-06-21,11936.08,12042.75,12077.01,11905.65,"192620000"
"370",2010-06-22,11797.94,11910.61,11952.89,11796.37,"158050000"
"371",2010-06-23,11807.5,11784.13,11849.83,11729.95,"164070000"
"372",2010-06-24,11670.18,11774.91,11805.75,11661.07,"131020000"
"373",2010-06-25,11707.85,11692.92,11774.42,11619.36,"150620000"
"374",2010-06-28,11607,11715.25,11718.9,11602.22,"142220000"
"375",2010-06-29,11263.83,11508.07,11594.61,11244.03,"237760000"
"376",2010-06-30,11294.42,11266.53,11415.26,11258.36,"198630000"
"377",2010-07-02,11196.06,11245.26,11311.01,11146.79,"149310000"
"378",2010-07-05,11092.5,11163.03,11192.37,11065.53,"54280000"
"379",2010-07-06,11200.17,11195.31,11269.88,11093.92,"218610000"
"380",2010-07-07,11397.27,11227.69,11397.34,11201.33,"315670000"
"381",2010-07-08,11433.37,11482.61,11475.72,11330.61,"222370000"
"382",2010-07-09,11570.45,11430.74,11570.45,11393.86,"159360000"
"383",2010-07-12,11565.76,11567.36,11600.81,11497.32,"146210000"
"384",2010-07-13,11672.84,11678.39,11695.56,11573.25,"196260000"
"385",2010-07-14,11620.16,11673,11694.05,11606.84,"169890000"
"386",2010-07-15,11741.77,11643.11,11741.77,11552.4,"191610000"
"387",2010-07-16,11569.65,11690.19,11741.8,11503.82,"186760000"
"388",2010-07-19,11543.47,11542.22,11580.3,11447.8,"157280000"
"389",2010-07-20,11629.88,11454.3,11629.88,11446.01,"187920000"
"390",2010-07-21,11513.33,11668.67,11661.42,11465.65,"166370000"
"391",2010-07-22,11667.76,11573.2,11667.95,11513.37,"182220000"
"392",2010-07-23,11714.21,11679.04,11722.64,11622.93,"147800000"
"393",2010-07-26,11746.07,11742.41,11768.46,11679.62,"134590000"
"394",2010-07-27,11716.69,11803.73,11822.68,11683.83,"190680000"
"395",2010-07-28,11696.63,11667.54,11716.29,11659.11,"174780000"
"396",2010-07-29,11728.64,11746.77,11771.78,11634.13,"205440000"
"397",2010-07-30,11713.43,11667.89,11746.8,11603.81,"153670000"
"398",2010-08-03,11782.6,11829.32,11872.89,11713.91,"228190000"
"399",2010-08-04,11845.05,11843.8,11855.92,11784.79,"191090000"
"400",2010-08-05,11774.77,11819.17,11845.43,11747.79,"227180000"
"401",2010-08-06,11799.97,11752.9,11822.38,11700.08,"187280000"
"402",2010-08-09,11863.56,11846.69,11878.36,11783.4,"146660000"
"403",2010-08-10,11838.29,11778.43,11871.25,11749.46,"166180000"
"404",2010-08-11,11582.21,11736.42,11833.87,11565.03,"187670000"
"405",2010-08-12,11523.6,11513.16,11579.71,11480.52,"243570000"
"406",2010-08-13,11528.25,11505.17,11548.57,11491.07,"164370000"
"407",2010-08-16,11552.76,11527.7,11558.82,11493.62,"152060000"
"408",2010-08-17,11728.64,11677.33,11744.84,11552.63,"207050000"
"409",2010-08-18,11781.08,11722.49,11806.46,11646.03,"173700000"
"410",2010-08-19,11710.18,11775.28,11801.15,11669.33,"187370000"
"411",2010-08-20,11722.07,11672.53,11736.18,11594.72,"160720000"
"412",2010-08-23,11718.63,11751.52,11774.36,11712.28,"162050000"
"413",2010-08-24,11557.35,11610.81,11706.94,11553.43,"193430000"
"414",2010-08-25,11648.12,11515.08,11648.12,11469.25,"202770000"
"415",2010-08-26,11653.18,11667.25,11707.07,11618.69,"190940000"
"416",2010-08-27,11879.72,11700.42,11887.81,11637.95,"178410000"
"417",2010-08-30,11895.55,11873.12,11952.64,11865.75,"137650000"
"418",2010-08-31,11913.86,11894.34,11990.76,11845.17,"231320000"
"419",2010-09-01,12003.78,11978.29,12016.06,11914.23,"236080000"
"420",2010-09-02,12111.09,12040.34,12111.94,12003.7,"215060000"
"421",2010-09-03,12144.92,12136.6,12197.89,12108.97,"199110000"
"422",2010-09-07,12101.98,12148.05,12146.49,12070.58,"147620000"
"423",2010-09-08,12042.26,12102.41,12160.7,12040.17,"191010000"
"424",2010-09-09,12033.53,12106.43,12116.05,11997.72,"185540000"
"425",2010-09-10,12097.09,12023.51,12097.09,12021.8,"213190000"
"426",2010-09-13,12149.86,12147.35,12156.97,12101.41,"189970000"
"427",2010-09-14,12192.98,12151.14,12251.47,12147.03,"207850000"
"428",2010-09-15,12144.84,12160.1,12191.92,12081.57,"184880000"
"429",2010-09-16,12173.35,12145.96,12180.19,12106.45,"198800000"
"430",2010-09-17,12164.56,12262.3,12250.78,12140.82,"437460000"
"431",2010-09-20,12234.51,12190.47,12281.36,12166.67,"191040000"
"432",2010-09-21,12170.57,12256.85,12253.16,12129.84,"255130000"
"433",2010-09-22,12147.26,12209.26,12253.15,12139.75,"186610000"
"434",2010-09-23,12101.79,12098.69,12159.63,12055.55,"183980000"
"435",2010-09-24,12204.86,12168.05,12219.2,12103.63,"200780000"
"436",2010-09-27,12190.6,12211.11,12246.37,12189.61,"166250000"
"437",2010-09-28,12278.88,12178.95,12279.67,12123.8,"219390000"
"438",2010-09-29,12382.82,12255.5,12382.82,12237.28,"216330000"
"439",2010-09-30,12368.65,12404.21,12406.36,12257.85,"271240000"
"440",2010-10-01,12363.08,12400.11,12446.85,12363.08,"208560000"
"441",2010-10-04,12322.94,12368.04,12375.15,12262.69,"157340000"
"442",2010-10-05,12498,12394.38,12509.83,12327.77,"246210000"
"443",2010-10-06,12501.72,12511.76,12511.65,12447.06,"207400000"
"444",2010-10-07,12445.93,12509.3,12522.96,12375.02,"232350000"
"445",2010-10-08,12535.59,12466.95,12540.95,12445.93,"180410000"
"446",2010-10-12,12575.64,12530.03,12581.85,12479.57,"184260000"
"447",2010-10-13,12673.31,12638.08,12710.19,12576.7,"274720000"
"448",2010-10-14,12619.69,12670.92,12708.37,12588.48,"208120000"
"449",2010-10-15,12609.07,12648.01,12652.8,12549.46,"181510000"
"450",2010-10-18,12668.01,12596.15,12672.63,12600.91,"148480000"
"451",2010-10-19,12570.55,12551.29,12661.02,12518.54,"216520000"
"452",2010-10-20,12649.92,12561.16,12667.66,12557.29,"179930000"
"453",2010-10-21,12599.23,12658.55,12674.09,12575.47,"219440000"
"454",2010-10-22,12601.18,12621.25,12625.26,12566.32,"161470000"
"455",2010-10-25,12663.58,12671.26,12692.59,12608.95,"171420000"
"456",2010-10-26,12684.68,12607.05,12694.52,12602.79,"180930000"
"457",2010-10-27,12567.25,12626.26,12680.54,12508.67,"213780000"
