"","RTSI (IRTS)_history.csv Date","RTSI (IRTS)_history.csv Price","RTSI (IRTS)_history.csv Open","RTSI (IRTS)_history.csv High","RTSI (IRTS)_history.csv Low","RTSI (IRTS)_history.csv Volume"
"1376",2014-07-04,1360.48,1389.7,1391.84,1356.95,
"1377",2014-07-07,1385.24,1359,1389.43,1353.4,
"1378",2014-07-08,1393.59,1383.4,1408.78,1383.19,
"1379",2014-07-09,1403.72,1391.66,1404.33,1382.2,
"1380",2014-07-10,1383.7,1408.89,1417.41,1366.58,
"1381",2014-07-11,1383.18,1384.09,1389.67,1373.49,
"1382",2014-07-14,1361.89,1379.34,1380.21,1360.53,
"1383",2014-07-15,1352.15,1358.05,1366.11,1349.54,
"1384",2014-07-16,1350.52,1342.78,1358.89,1335.41,
"1385",2014-07-17,1299.03,1336.93,1336.93,1286.24,
"1386",2014-07-18,1276.28,1278.39,1280.14,1262.27,
"1387",2014-07-21,1239.13,1277.51,1277.51,1239.08,
"1388",2014-07-22,1266.88,1244.64,1276.64,1244.64,
"1389",2014-07-23,1272.02,1268.31,1285.5,1261.73,
"1390",2014-07-24,1266.72,1269.11,1270.33,1250.58,
"1391",2014-07-25,1246.25,1264.35,1264.35,1243.04,
"1392",2014-07-28,1208.83,1242.71,1242.71,1206.34,
"1393",2014-07-29,1207.29,1208.66,1219.14,1198.76,
"1394",2014-07-30,1222.4,1202.22,1240.52,1198.37,
"1395",2014-07-31,1219.36,1223.6,1244.27,1217.58,
"1396",2014-08-01,1212.74,1215.63,1216.68,1196.15,
"1397",2014-08-04,1212.21,1213.8,1224.77,1202.01,
"1398",2014-08-05,1191.37,1213.28,1217.57,1189.43,
"1399",2014-08-06,1160.86,1189.72,1189.72,1159.12,
"1400",2014-08-07,1157.97,1158.06,1162.48,1134.04,
"1401",2014-08-08,1170.6,1156.95,1182.67,1147.04,
"1402",2014-08-11,1203.67,1181.7,1208.67,1181.7,
"1403",2014-08-12,1198.72,1203.82,1209.77,1192.19,
"1404",2014-08-13,1220.8,1198.58,1225.06,1194.72,
"1405",2014-08-14,1231.94,1221.23,1238.85,1216.29,
"1406",2014-08-15,1232.34,1231.42,1249.77,1223.64,
"1407",2014-08-18,1243.56,1233.54,1249.11,1232.89,
"1408",2014-08-19,1251.69,1244.83,1256.8,1244.83,
"1409",2014-08-20,1257.41,1251.23,1257.41,1244.99,
"1410",2014-08-21,1275.6,1256.76,1275.6,1253.93,
"1411",2014-08-22,1260.07,1275.73,1280.08,1246.45,
"1412",2014-08-25,1267.42,1260.49,1270.16,1259.77,
"1413",2014-08-26,1259.47,1267.87,1273.64,1257.14,
"1414",2014-08-27,1260.72,1262.88,1271.96,1259.19,
"1415",2014-08-28,1219.49,1259.75,1260.41,1211,
"1416",2014-08-29,1190.23,1218.15,1219.32,1190.23,
"1417",2014-09-01,1177.66,1192.82,1197.81,1173.29,
"1418",2014-09-02,1177.93,1177.93,1182.44,1167.15,
"1419",2014-09-03,1239.23,1179.45,1244.17,1179.33,
"1420",2014-09-04,1241.51,1241.01,1247.91,1226.9,
"1421",2014-09-05,1257.26,1237.33,1270.53,1232.91,
"1422",2014-09-08,1245.53,1254.74,1255.91,1239.57,
"1423",2014-09-09,1246.64,1246.51,1257.13,1243.77,
"1424",2014-09-10,1239.09,1243.64,1246.48,1235.16,
"1425",2014-09-11,1217.88,1242.7,1247.94,1215.12,
"1426",2014-09-12,1213.27,1217.71,1225.63,1203.79,
"1427",2014-09-15,1194.73,1212.35,1215.85,1188.09,
"1428",2014-09-16,1202,1195.32,1207.15,1180.13,
"1429",2014-09-17,1190.1,1199.65,1205.96,1181.28,
"1430",2014-09-18,1187.24,1189.83,1197.17,1184.03,
"1431",2014-09-19,1170.25,1188.64,1191.95,1165.59,
"1432",2014-09-22,1151.16,1168.37,1172.16,1151.16,
"1433",2014-09-23,1167.25,1152.78,1169.81,1152.78,
"1434",2014-09-24,1189.23,1168.03,1191.6,1168.03,
"1435",2014-09-25,1175.59,1191.45,1196.05,1175.17,
"1436",2014-09-26,1156.15,1171.83,1171.83,1149.95,
"1437",2014-09-29,1126.21,1159.06,1162.77,1124.69,
"1438",2014-09-30,1123.72,1127.95,1140.74,1121.28,
"1439",2014-10-01,1113.42,1122.39,1135.82,1113.42,
"1440",2014-10-02,1095.11,1111.62,1117.74,1092.84,
"1441",2014-10-03,1092.12,1093.23,1104.22,1088.48,
"1442",2014-10-06,1120.2,1096.3,1124.51,1096.3,
"1443",2014-10-07,1106.8,1120.43,1127.78,1106.07,
"1444",2014-10-08,1082.59,1102.63,1102.63,1082.59,
"1445",2014-10-09,1088.8,1092.15,1111.6,1084.35,
"1446",2014-10-10,1064.29,1081.44,1081.44,1060.29,
"1447",2014-10-13,1076.58,1061.45,1086.33,1060.19,
"1448",2014-10-14,1075.45,1077.48,1088.92,1071.99,
"1449",2014-10-15,1067.05,1072.87,1076.03,1057.33,
"1450",2014-10-16,1045.23,1068.09,1077.29,1037.44,
"1451",2014-10-17,1072.94,1051.98,1076.05,1048.95,
"1452",2014-10-20,1056.71,1075.36,1079.78,1050.85,
"1453",2014-10-21,1063.86,1054.47,1068.8,1044.41,
"1454",2014-10-22,1047.47,1066.23,1072.21,1047.19,
"1455",2014-10-23,1035.91,1045.3,1045.3,1025.22,
"1456",2014-10-24,1036.68,1035.32,1038.34,1023.78,
"1457",2014-10-27,1039.5,1041.15,1054.81,1030.81,
"1458",2014-10-28,1051.03,1039.76,1055.69,1035.69,
"1459",2014-10-29,1059.62,1052.19,1059.62,1040.99,
"1460",2014-10-30,1098.68,1056.83,1098.68,1040.95,
"1461",2014-10-31,1091.44,1103.93,1112.71,1078.47,
"1462",2014-11-03,1078.33,1085.29,1086.9,1073.3,
"1463",2014-11-05,1054.45,1071.95,1071.95,1035.86,
"1464",2014-11-06,1017.28,1050.74,1054.28,1007.64,
"1465",2014-11-07,1007.68,1011.94,1028.2,978.62,
"1466",2014-11-10,1045.51,1011.45,1054.4,1011.45,
"1467",2014-11-11,1028.95,1042.05,1047.65,1022.61,
"1468",2014-11-12,1045.09,1030.97,1045.21,1024.27,
"1469",2014-11-13,1012.16,1042.13,1045,1011.58,
"1470",2014-11-14,1000.42,1008.3,1008.3,983.19,
"1471",2014-11-17,1004.13,1001.01,1007.73,996.9,
"1472",2014-11-18,1020.77,1007,1027.98,1003.97,
"1473",2014-11-19,1021.17,1020.36,1025.05,1014.61,
"1474",2014-11-20,1040.36,1021.2,1041.2,1021.05,
"1475",2014-11-21,1058.8,1043.3,1063.03,1041.19,
"1476",2014-11-24,1076.16,1060,1085.16,1058.59,
"1477",2014-11-25,1054.38,1073.95,1074.24,1051.29,
"1478",2014-11-26,1027.61,1045.49,1045.49,1022.31,
"1479",2014-11-27,1006.43,1024.82,1038.79,1000.32,
"1480",2014-11-28,974.27,997.17,997.17,965.72,
"1481",2014-12-01,958.33,963.61,967.08,925.9,
"1482",2014-12-02,925.43,964.26,981.99,923.49,
"1483",2014-12-03,948.58,925.82,953.82,914.08,
"1484",2014-12-04,918.65,948.88,969.03,918.65,
"1485",2014-12-05,908.75,917.87,939.97,893.33,
"1486",2014-12-08,870.37,912.52,922.58,870.2,
"1487",2014-12-09,857.51,867.82,867.82,846.83,
"1488",2014-12-10,855.05,861.72,879.5,852.78,
"1489",2014-12-11,824.01,855.53,860.5,817.42,
"1490",2014-12-12,799.18,814.16,817.46,784.53,
"1491",2014-12-15,718.32,792.2,802.03,718.32,
"1492",2014-12-16,629.15,710.29,752.32,578.21,
"1493",2014-12-17,718.26,667.09,744.49,623.88,
"1494",2014-12-18,764.93,739.45,786.01,732.78,
"1495",2014-12-19,768.06,753.51,768.06,739.11,
"1496",2014-12-22,811.03,779.21,847.74,779.21,
"1497",2014-12-23,794.99,811.85,849.89,782.26,
"1498",2014-12-24,814.97,800.4,817.83,792.75,
"1499",2014-12-25,844.09,820.38,849.82,817.6,
"1500",2014-12-26,828.57,845.96,864.71,821.61,
"1501",2014-12-29,795.09,827.48,827.48,782.27,
"1502",2014-12-30,790.71,774.43,795.84,756.96,
"1503",2015-01-05,761.3,785.8,789.09,744.23,
"1504",2015-01-06,746.48,755.03,755.03,723.21,
"1505",2015-01-08,812.02,746.09,822.32,744.77,
"1506",2015-01-09,782.62,810.07,820.15,765.94,
"1507",2015-01-12,756.63,776.45,778.97,748.92,
"1508",2015-01-13,737.88,755.23,758.15,724.64,
"1509",2015-01-14,743.06,738.15,744.39,723.98,
"1510",2015-01-15,762.39,756.45,776.27,751.93,
"1511",2015-01-16,769.8,754.78,770.68,747.84,
"1512",2015-01-19,766.57,769.31,797.97,763.65,
"1513",2015-01-20,756.27,765.46,773.15,750.85,
"1514",2015-01-21,782.13,760.96,784.15,752.89,
"1515",2015-01-22,817.14,782.68,821.34,778.57,
"1516",2015-01-23,820.99,821.41,845.65,817.06,
"1517",2015-01-26,781.31,815.99,815.99,777.21,
"1518",2015-01-27,783.53,756.36,785.25,743.39,
"1519",2015-01-28,765.37,790.52,803.54,762.88,
"1520",2015-01-29,747.45,762.85,769.31,747.45,
"1521",2015-01-30,737.35,751.79,764.59,720.31,
"1522",2015-02-02,745.82,754.84,760.07,725.17,
"1523",2015-02-03,786.69,752.72,787.82,752.72,
"1524",2015-02-04,770.63,797.84,809.96,766.18,
"1525",2015-02-05,804.5,765.11,807.65,753.37,
"1526",2015-02-06,826.4,805.36,832.66,804.36,
"1527",2015-02-09,840.48,827.14,882.93,825.07,
"1528",2015-02-10,825.89,836.56,854.64,821.08,
"1529",2015-02-11,832.33,845.02,854.57,832.03,
"1530",2015-02-12,861.93,853.08,884.41,821.76,
"1531",2015-02-13,914.05,876.95,914.21,876.95,
"1532",2015-02-16,897.35,912.76,924.06,895.59,
"1533",2015-02-17,894.61,897.45,933.44,891.36,
"1534",2015-02-18,929.35,906.39,937.07,906.39,
"1535",2015-02-19,906.51,927.15,927.2,888.15,
"1536",2015-02-20,910.42,912.93,923.61,902.02,
"1537",2015-02-24,888.69,897.12,898.04,869.91,
"1538",2015-02-25,883.88,888.26,892.06,875.69,
"1539",2015-02-26,911.98,897.59,921.78,897.59,
"1540",2015-02-27,896.63,905.06,912.25,885.11,
"1541",2015-03-02,903.56,901.62,907.21,892.23,
"1542",2015-03-03,917.05,899,925.73,894.09,
"1543",2015-03-04,889.68,918.29,924.86,888.27,
"1544",2015-03-05,912.38,896.38,920.44,889.83,
"1545",2015-03-06,903.45,913.12,933.65,903.45,
"1546",2015-03-10,845.36,896.13,896.73,845.36,
"1547",2015-03-11,847.98,842.6,859.26,835.7,
"1548",2015-03-12,859.26,855.74,871.1,855.74,
"1549",2015-03-13,833.57,856.8,858.65,830.99,
"1550",2015-03-16,812.88,825.13,830.86,811.41,
"1551",2015-03-17,822.76,816.12,831.48,816.12,
"1552",2015-03-18,841.05,826.54,845.96,826.54,
"1553",2015-03-19,847.99,866.28,874.26,843.4,
"1554",2015-03-20,862.14,845.57,868.32,839.26,
"1555",2015-03-23,859.14,868.56,871.87,853.92,
"1556",2015-03-24,880.28,859.34,882.98,851.88,
"1557",2015-03-25,882.07,882.91,897.01,877.37,
"1558",2015-03-26,868.62,889.66,911.35,867.39,
"1559",2015-03-27,856.44,870.2,871.81,856.44,
"1560",2015-03-30,878.94,855.84,880.5,851.17,
"1561",2015-03-31,880.42,881.12,888.44,871.33,
"1562",2015-04-01,910.41,878.56,910.41,872.03,
"1563",2015-04-02,933.58,908.83,935.28,908.16,
"1564",2015-04-03,930.12,934.88,943.39,925.79,
"1565",2015-04-06,971.08,934.3,971.08,934.3,
"1566",2015-04-07,971.24,967.5,975.32,955.06,
"1567",2015-04-08,988.3,969.44,991.06,968.1,
"1568",2015-04-09,1003.42,987.16,1008.4,985.53,
"1569",2015-04-10,999.38,1008.16,1034.36,988.01,
"1570",2015-04-13,1004.62,984.71,1018.52,980.24,
"1571",2015-04-14,1015.51,1011.08,1017.64,996.55,
"1572",2015-04-15,1052.33,1017.61,1053.31,1017.61,
"1573",2015-04-16,1061.6,1060.6,1066.68,1043.05,
"1574",2015-04-17,998.96,1065.37,1067.85,998.96,
"1575",2015-04-20,995.7,1004.97,1025.1,982.55,
"1576",2015-04-21,1007.69,995.24,1007.69,986.98,
"1577",2015-04-22,1004,1004.8,1007.32,992.5,
"1578",2015-04-23,1028.47,1009.19,1033.33,995.55,
"1579",2015-04-24,1037.52,1030.09,1054.21,1025.07,
"1580",2015-04-27,1022.78,1041.08,1046.99,1020.03,
"1581",2015-04-28,1029.71,1016.94,1030.83,1004.13,
"1582",2015-04-29,1031.78,1027.74,1038.73,1019.29,
"1583",2015-04-30,1029.31,1031.98,1036.42,1016.88,
"1584",2015-05-05,1072.93,1033.07,1073.6,1023.57,
"1585",2015-05-06,1066.19,1074.19,1087.47,1063.53,
"1586",2015-05-07,1060.73,1059.42,1067.21,1045.58,
"1587",2015-05-08,1059.52,1058.37,1059.73,1041.58,
"1588",2015-05-12,1070.19,1058.21,1070.19,1049.77,
"1589",2015-05-13,1082.21,1072.6,1092.52,1072.6,
"1590",2015-05-14,1054.9,1077.56,1077.56,1052.09,
"1591",2015-05-15,1074.73,1057.24,1075.42,1056.18,
"1592",2015-05-18,1075.47,1075.16,1089.51,1074.41,
"1593",2015-05-19,1057.6,1076.33,1080.27,1045.99,
"1594",2015-05-20,1031.97,1056.41,1056.8,1027.17,
"1595",2015-05-21,1047.47,1035.14,1051.76,1030.32,
"1596",2015-05-22,1051.21,1044.73,1052.89,1041.43,
"1597",2015-05-25,1041.58,1050.32,1053.94,1034.72,
"1598",2015-05-26,1025.16,1044.84,1046.49,1023.61,
"1599",2015-05-27,1012.21,1022.71,1026.38,1000.41,
"1600",2015-05-28,990.87,1008.39,1011.69,989.53,
"1601",2015-05-29,968.81,992.51,1009.21,968.81,
"1602",2015-06-01,953.88,975.6,979.34,953.88,
"1603",2015-06-02,973.45,953.25,978.67,950.86,
"1604",2015-06-03,947.28,977.89,983.01,943.2,
"1605",2015-06-04,922.63,946.83,948.53,918.83,
"1606",2015-06-05,922.67,916.76,930.92,904.76,
"1607",2015-06-08,923.23,924.33,940.31,918.68,
"1608",2015-06-09,943.54,926.35,943.84,919.89,
"1609",2015-06-10,958.97,944.41,968.44,944.41,
"1610",2015-06-11,950.38,958.31,959.96,942.36,
"1611",2015-06-15,957.38,947.1,958.93,932.02,
"1612",2015-06-16,978.29,957.7,978.29,957.7,
"1613",2015-06-17,966.55,978.16,979.86,966.55,
"1614",2015-06-18,981.82,973.13,989.87,973.13,
"1615",2015-06-19,966.9,980.37,980.54,960.77,
"1616",2015-06-22,978.85,969.98,988.4,969.98,
"1617",2015-06-23,964.32,978.46,979.74,957.31,
"1618",2015-06-24,951.45,966.98,974.63,949.42,
"1619",2015-06-25,941.32,951.77,956.86,941.32,
"1620",2015-06-26,943.01,940.14,944.23,933.75,
"1621",2015-06-29,928.03,938.73,938.73,921.74,
"1622",2015-06-30,939.93,926.48,939.93,916.06,
"1623",2015-07-01,930.66,940.68,945.04,927.59,
"1624",2015-07-02,932.04,927.77,936.16,923.54,
"1625",2015-07-03,919.61,931.7,932.78,918.45,
"1626",2015-07-06,902.88,914.15,914.15,899.04,
"1627",2015-07-07,885.78,899.84,899.84,878.38,
"1628",2015-07-08,875.67,890.7,894.88,868.02,
"1629",2015-07-09,889.76,876.3,896.28,876.24,
"1630",2015-07-10,905.2,890.95,906.53,890.95,
"1631",2015-07-13,915.47,903.11,915.47,897.98,
"1632",2015-07-14,919.79,914.48,919.79,899.09,
"1633",2015-07-15,909.45,909.71,914.91,904.12,
"1634",2015-07-16,919.81,907.8,920.01,905.7,
"1635",2015-07-17,912.44,916.54,919.93,908.46,
"1636",2015-07-20,900.65,912.88,915.85,894.74,
"1637",2015-07-21,905.33,899.51,909.41,893.93,
"1638",2015-07-22,901.76,904.55,904.55,893.28,
"1639",2015-07-23,884.47,896.04,896.64,883.63,
"1640",2015-07-24,859.12,882,882,856.19,
"1641",2015-07-27,840.37,859.23,860.42,833.1,
"1642",2015-07-28,839.25,838.32,845.46,826.44,
"1643",2015-07-29,865.84,843,867.74,841.84,
"1644",2015-07-30,867.74,868.19,875.1,856.86,
"1645",2015-07-31,858.82,863.84,863.84,841.42,
"1646",2015-08-03,834.89,852.81,852.81,828.55,
"1647",2015-08-04,837.43,828.77,843.72,823.93,
"1648",2015-08-05,843.9,838.06,851.6,833.91,
"1649",2015-08-06,820.43,839.76,840.25,818.97,
"1650",2015-08-07,832.47,824.62,835.13,822.95,
"1651",2015-08-10,848.08,832.55,848.08,817.63,
"1652",2015-08-11,830.33,850.15,859.82,829.08,
"1653",2015-08-12,831.57,829.99,832.18,813.39,
"1654",2015-08-13,828.93,833.88,843.25,819.24,
"1655",2015-08-14,835.17,828.31,838.21,824.32,
"1656",2015-08-17,825.12,831.5,831.5,816.49,
"1657",2015-08-18,809.64,824.17,824.17,807.71,
"1658",2015-08-19,794.19,809.08,817.88,791.58,
"1659",2015-08-20,795.51,791.79,795.51,782.06,
"1660",2015-08-21,762.38,788.56,788.56,762.38,
"1661",2015-08-24,724.73,747.97,747.97,708.25,
"1662",2015-08-25,758.46,727.69,771.22,727.69,
"1663",2015-08-26,754.61,756.32,759.35,741.47,
"1664",2015-08-27,804.86,762.39,808.4,762.39,
"1665",2015-08-28,829.95,809.63,832.23,793.34,
"1666",2015-08-31,833.6,826.99,833.6,800.44,
"1667",2015-09-01,805.06,844.6,845.52,801.27,
"1668",2015-09-02,789.39,799.67,811.07,784.68,
"1669",2015-09-03,805.23,796.51,815.71,791.9,
"1670",2015-09-04,793.65,801.14,801.14,787.83,
"1671",2015-09-07,776.17,787.12,788.61,775.06,
"1672",2015-09-08,793.99,777.5,797.54,777.5,
"1673",2015-09-09,796.69,797.38,808.42,796.47,
"1674",2015-09-10,800.49,789.47,801.57,785.85,
"1675",2015-09-11,799.1,800.49,801.91,791.71,
"1676",2015-09-14,808.61,797.63,811.99,796.81,
"1677",2015-09-15,807.52,807.34,813.65,805.28,
"1678",2015-09-16,837.39,811.42,840.08,811.42,
"1679",2015-09-17,823.13,836.45,837.82,823.13,
"1680",2015-09-18,816.56,828.77,835.07,812.02,
"1681",2015-09-21,808.78,814.53,821.38,807.1,
"1682",2015-09-22,789.56,810.77,812.09,783.6,
"1683",2015-09-23,782.07,792.2,796.73,781.88,
"1684",2015-09-24,769.38,779.73,779.73,762.12,
"1685",2015-09-25,788.55,771.56,791.29,771.56,
"1686",2015-09-28,775.73,788.77,791.44,774.23,
"1687",2015-09-29,784.11,769.31,785.7,763.55,
"1688",2015-09-30,789.73,784.14,797.3,783.48,
"1689",2015-10-01,781.65,791.88,798.98,777.58,
"1690",2015-10-02,764.93,781.43,781.86,759.99,
"1691",2015-10-05,805.12,769.9,806.43,769.9,
"1692",2015-10-06,826.65,804.65,826.65,796.58,
"1693",2015-10-07,844.12,831.17,852.44,831.17,
"1694",2015-10-08,856.44,841.97,859.27,837.96,
"1695",2015-10-09,885.96,865.67,890.38,865.67,
"1696",2015-10-12,876.42,883.32,895.12,871.55,
"1697",2015-10-13,866.52,866.35,867.56,851.61,
"1698",2015-10-14,863.31,858.61,868.73,848.92,
"1699",2015-10-15,876.23,867.08,885.94,867.08,
"1700",2015-10-16,881.19,885.56,897.75,876.07,
"1701",2015-10-19,868.72,881.59,885.73,861.23,
"1702",2015-10-20,875.55,868.4,879.46,861.31,
"1703",2015-10-21,856.88,873.32,873.32,851.98,
"1704",2015-10-22,860.75,855.32,867.07,853.78,
"1705",2015-10-23,872.86,863.6,883.31,863.6,
"1706",2015-10-26,858.01,873.36,876.93,851.03,
"1707",2015-10-27,839.26,856.04,856.04,826.53,
"1708",2015-10-28,854.74,837.38,857.02,824.83,
"1709",2015-10-29,839.57,852.66,852.66,834.53,
"1710",2015-10-30,845.54,837.79,847.4,831.2,
"1711",2015-11-02,853.77,843.79,854.29,838.9,
"1712",2015-11-03,886.36,856.05,887.63,854.87,
"1713",2015-11-05,877.26,889.16,890.51,875.14,
"1714",2015-11-06,854.34,878.12,879.19,850.41,
"1715",2015-11-09,855.26,856.4,863.23,849.73,
"1716",2015-11-10,854.08,853.02,859.6,846.98,
"1717",2015-11-11,845.72,852.72,858.62,842.85,
"1718",2015-11-12,831.95,839.87,842.7,826.34,
"1719",2015-11-13,814.93,824.54,826.33,812.56,
"1720",2015-11-16,824.17,815.25,837.52,814.73,
"1721",2015-11-17,862.44,834.47,864.83,834.47,
"1722",2015-11-18,876.56,864.05,884.05,864.05,
"1723",2015-11-19,883.82,885.43,896.8,873.73,
"1724",2015-11-20,888.36,881.76,893.38,872.04,
"1725",2015-11-23,897.56,887.08,902.91,871.71,
"1726",2015-11-24,867.54,894.46,901.22,856.02,
"1727",2015-11-25,878.89,870.82,881.63,868.05,
"1728",2015-11-26,874.66,881.46,889.54,867.83,
"1729",2015-11-27,856.3,873.67,873.67,851.29,
"1730",2015-11-30,847.1,851.78,857.08,841,
"1731",2015-12-01,839.14,845.86,850.37,833.9,
"1732",2015-12-02,833.94,839.64,847.88,826.81,
"1733",2015-12-03,826.96,827.59,834.15,819.09,
"1734",2015-12-04,811.72,831.48,839.53,804.99,
"1735",2015-12-07,793.36,812.37,813.66,791.21,
"1736",2015-12-08,777.15,789.42,791.95,772.76,
"1737",2015-12-09,792.41,780.26,795.88,780.26,
"1738",2015-12-10,792.78,787.99,799.3,783.54,
"1739",2015-12-11,777.17,789.83,789.83,771.16,
"1740",2015-12-14,761.08,768.97,772.09,752.86,
"1741",2015-12-15,783.65,764.43,786.97,762.63,
"1742",2015-12-16,785.02,785.25,790.38,779.53,
"1743",2015-12-17,792.07,786.29,797.3,780.5,
"1744",2015-12-18,765.73,788.23,788.23,761.22,
"1745",2015-12-21,758.97,765.35,770.09,756.44,
"1746",2015-12-22,762.4,760.68,766.64,759.77,
"1747",2015-12-23,785.51,760.75,785.51,760.75,
"1748",2015-12-24,781.1,790.61,795.16,777.22,
"1749",2015-12-25,772.94,781.59,784.34,769.44,
"1750",2015-12-28,756.07,772.9,776,751.95,
"1751",2015-12-29,769.64,754.79,770.31,750.38,
"1752",2015-12-30,757.04,769.44,769.44,754.27,
"1753",2016-01-04,749.28,755.16,761.68,741.67,
"1754",2016-01-05,752.7,747.94,753.97,743.42,
"1755",2016-01-06,736.82,753.06,754.04,735.62,
"1756",2016-01-11,699.13,723.62,723.62,699.13,
"1757",2016-01-12,695.32,693.61,706.31,681.28,
"1758",2016-01-13,693.65,694.91,708.33,692,
"1759",2016-01-14,692.99,690.56,694.94,681.57,
"1760",2016-01-15,652.98,693.85,694.72,647.86,
"1761",2016-01-18,646.9,649.79,655.06,632.19,
"1762",2016-01-19,660.29,649.64,674.38,649.64,
"1763",2016-01-20,628.41,653.79,653.79,625.99,
"1764",2016-01-21,632.12,631.41,635.43,607.14,
"1765",2016-01-22,691.4,645.12,696.3,645.12,
"1766",2016-01-25,681.57,696.14,704.29,672.49,
"1767",2016-01-26,683.05,671.22,685.72,655.57,
"1768",2016-01-27,704.87,686.98,705.29,679.55,
"1769",2016-01-28,727.13,707.1,737.58,704.78,
"1770",2016-01-29,745.3,731.71,749.44,727.9,
"1771",2016-02-01,730.39,744.43,744.43,723.83,
"1772",2016-02-02,701.21,721.96,723.07,694.93,
"1773",2016-02-03,696.96,692.92,713.67,690.19,
"1774",2016-02-04,738.82,723.16,745.68,723.16,
"1775",2016-02-05,725.91,732.57,737.81,720,
"1776",2016-02-08,704.03,724.26,734.8,700.76,
"1777",2016-02-09,690.37,697.93,705.33,684.39,
"1778",2016-02-10,696.61,681.23,705.2,676.79,
"1779",2016-02-11,671.34,692.55,692.55,663.61,
"1780",2016-02-12,689.9,678.27,692.39,678.27,
"1781",2016-02-15,707.24,698.56,713.53,698.03,
"1782",2016-02-16,708.61,713.25,727.38,706.31,
"1783",2016-02-17,735.81,708.86,739.52,705.97,
"1784",2016-02-18,752.89,742.64,756.36,739.63,
"1785",2016-02-19,725.98,741.49,742.99,721.6,
"1786",2016-02-20,732.95,729.04,739.58,729.04,
"1787",2016-02-22,761.48,733.69,762.58,733.69,
"1788",2016-02-24,737.73,743.6,746.04,725.4,
"1789",2016-02-25,745.53,749.63,755.55,732.4,
"1790",2016-02-26,757.45,759.08,772.08,755.09,
"1791",2016-02-29,768.8,749.03,768.8,746.19,
"1792",2016-03-01,786.36,771.72,790.55,770.87,
"1793",2016-03-02,780.16,795.71,798.39,777.11,
"1794",2016-03-03,798.58,792.03,800.29,783.58,
"1795",2016-03-04,818.25,802.24,818.25,796.26,
"1796",2016-03-07,839.23,823.66,840.1,822.35,
"1797",2016-03-09,835.64,837.02,840.04,815.11,
"1798",2016-03-10,834.24,835.49,850.15,828.53,
"1799",2016-03-11,845.59,832.15,854.06,831.7,
"1800",2016-03-14,830.54,845.79,847.18,826.32,
"1801",2016-03-15,821.64,842.64,845.12,818.95,
"1802",2016-03-16,835.97,823.84,835.97,821.19,
"1803",2016-03-17,873.8,854.62,876.33,854.62,
"1804",2016-03-18,885.13,875.9,894.76,866.88,
"1805",2016-03-21,883.6,878.19,887.09,866.47,
"1806",2016-03-22,889.02,885.41,894.45,874.22,
"1807",2016-03-23,865.4,886.88,889.45,863.83,
"1808",2016-03-24,847.26,858.51,859.41,841.49,
"1809",2016-03-25,862.22,859.05,868.88,859.05,
"1810",2016-03-28,851.67,861.54,873.01,848.25,
"1811",2016-03-29,843.42,850.22,850.85,835.75,
"1812",2016-03-30,869.86,857.46,876.77,857.46,
"1813",2016-03-31,876.2,860.95,882.75,858.62,
"1814",2016-04-01,861.96,874.41,874.41,847.04,
"1815",2016-04-04,861.76,864.34,868.89,847.6,
"1816",2016-04-05,846.61,852.1,854.1,839.62,
"1817",2016-04-06,863.29,856.07,865.5,848.07,
"1818",2016-04-07,859.24,869.47,872.56,852.98,
"1819",2016-04-08,879.07,862.18,882.82,860.78,
"1820",2016-04-11,900.98,880.29,903.04,875.94,
"1821",2016-04-12,911.07,899.68,913.55,897.34,
"1822",2016-04-13,922.5,912.44,932.15,910.21,
"1823",2016-04-14,914.34,917.01,926.53,906.62,
"1824",2016-04-15,905.1,911.77,916.4,899.37,
"1825",2016-04-18,899.58,896.12,899.58,864.46,
"1826",2016-04-19,926.64,903.47,928.11,902.49,
"1827",2016-04-20,943.16,920.33,943.16,912.12,
"1828",2016-04-21,927.23,952.83,960.96,925.67,
"1829",2016-04-22,931.46,920.23,941.31,919.19,
"1830",2016-04-25,927.66,930.04,935.99,919.03,
"1831",2016-04-26,931.19,924.64,931.19,916.57,
"1832",2016-04-27,927.09,943.15,945.78,919.71,
"1833",2016-04-28,964.41,936.4,964.41,929.33,
"1834",2016-04-29,951.11,959.4,968.03,945.72,
"1835",2016-05-04,912.58,941.8,949.36,907.66,
"1836",2016-05-05,916.53,911.13,924.43,906.62,
"1837",2016-05-06,912.02,911.25,913.89,896.42,
"1838",2016-05-10,897.11,905.71,910.29,886.92,
"1839",2016-05-11,927,898.26,927.04,895.83,
"1840",2016-05-12,915.95,926.97,934.63,915.95,
"1841",2016-05-13,921.88,923.01,923.75,907.96,
"1842",2016-05-16,929.12,920.29,942.27,918.73,
"1843",2016-05-17,931.73,928.81,934.97,910.34,
"1844",2016-05-18,926.82,928.04,928.04,918.12,
"1845",2016-05-19,885.42,910.7,912.82,885.42,
"1846",2016-05-20,893.09,896.9,902.35,886.41,
"1847",2016-05-23,879.55,891.11,891.11,873.58,
"1848",2016-05-24,891.48,880.92,893.43,878.13,
"1849",2016-05-25,907.97,899.38,917.6,899.38,
"1850",2016-05-26,918.79,916.65,934.61,914.72,
"1851",2016-05-27,917.52,915.75,921.88,910.5,
"1852",2016-05-30,925.51,920.07,927.45,913.95,
"1853",2016-05-31,904.33,927.49,928.95,904.33,
