"","RTSI (IRTS)_history.csv Date","RTSI (IRTS)_history.csv Price","RTSI (IRTS)_history.csv Open","RTSI (IRTS)_history.csv High","RTSI (IRTS)_history.csv Low","RTSI (IRTS)_history.csv Volume"
"165",2009-09-03,1074.05,1053.17,1076.47,1053.17,
"166",2009-09-04,1063.57,1074.05,1089.9,1062.24,
"167",2009-09-07,1093.04,1063.57,1093.61,1063.57,
"168",2009-09-08,1135.94,1093.04,1135.94,1093.04,
"169",2009-09-09,1159.8,1135.94,1160.06,1135.94,
"170",2009-09-10,1163.76,1159.8,1175.24,1159.32,
"171",2009-09-11,1196.55,1163.76,1197.96,1163.76,
"172",2009-09-14,1194.21,1196.55,1199.24,1173.01,
"173",2009-09-15,1224.33,1194.21,1226.48,1193.82,
"174",2009-09-16,1246.81,1224.33,1257.73,1224.33,
"175",2009-09-17,1231.41,1246.91,1262.02,1229.81,
"176",2009-09-18,1245.56,1231.41,1247.24,1223.38,
"177",2009-09-21,1210.57,1245.56,1246.62,1208.2,
"178",2009-09-22,1249.14,1210.57,1250.14,1210.57,
"179",2009-09-23,1254.31,1249.14,1269.9,1249.14,
"180",2009-09-24,1242.23,1254.31,1260.99,1239.93,
"181",2009-09-25,1225.29,1242.23,1244.25,1225.29,
"182",2009-09-28,1248.73,1225.29,1248.73,1221.94,
"183",2009-09-29,1260.56,1248.73,1265.93,1248.73,
"184",2009-09-30,1254.52,1260.56,1268.91,1254.52,
"185",2009-10-01,1266.85,1254.52,1269.59,1254.52,
"186",2009-10-02,1224.8,1266.85,1266.85,1210.95,
"187",2009-10-05,1227.19,1224.8,1230.54,1224.8,
"188",2009-10-06,1270.63,1227.19,1270.69,1227.19,
"189",2009-10-07,1287.37,1270.63,1297.8,1270.63,
"190",2009-10-08,1334.94,1287.37,1334.94,1287.37,
"191",2009-10-09,1372.11,1334.94,1373.47,1334.94,
"192",2009-10-12,1428.06,1372.11,1428.06,1372.11,
"193",2009-10-13,1400.02,1428.06,1436.06,1399.54,
"194",2009-10-14,1441.24,1400.02,1451.18,1400.02,
"195",2009-10-15,1434.35,1441.37,1456.27,1429.61,
"196",2009-10-16,1408.68,1434.35,1446.95,1406.25,
"197",2009-10-19,1433.37,1408.68,1433.37,1408.68,
"198",2009-10-20,1446.14,1433.37,1457.22,1433.37,
"199",2009-10-21,1446.64,1446.14,1446.64,1418.84,
"200",2009-10-22,1448.34,1446.64,1451.51,1434.36,
"201",2009-10-23,1461.3,1450.23,1467.16,1450.23,
