"","MICEX (MCX)_history.csv Date","MICEX (MCX)_history.csv Price","MICEX (MCX)_history.csv Open","MICEX (MCX)_history.csv High","MICEX (MCX)_history.csv Low","MICEX (MCX)_history.csv Volume"
"189",2009-10-07,1226.17,1220.48,1245.81,1220.48,
"190",2009-10-08,1278.53,1234.41,1278.53,1234.41,
"191",2009-10-09,1308.14,1280.76,1318.56,1264.78,
"192",2009-10-12,1357.44,1316.41,1357.88,1316.41,
"193",2009-10-13,1320.7,1355.74,1366.43,1310.13,
"194",2009-10-14,1362.86,1330.61,1376.07,1330.61,
"195",2009-10-15,1341.64,1372.43,1382.72,1335.51,
"196",2009-10-16,1317.07,1347.15,1366.05,1314.27,
"197",2009-10-19,1365.24,1321.93,1365.61,1321.38,
"198",2009-10-20,1361.75,1365.67,1388.73,1352.54,
"199",2009-10-21,1373.2,1354.27,1373.69,1327.44,
"200",2009-10-22,1359.06,1360.39,1366.4,1339.67,
"201",2009-10-23,1365.09,1362.08,1380.4,1357.83,
"202",2009-10-26,1358.31,1360.45,1378.73,1354.02,
"203",2009-10-27,1333.32,1353.91,1354.36,1310.17,
"204",2009-10-28,1253.35,1331.82,1331.82,1253.34,
"205",2009-10-29,1291.99,1243.96,1293.9,1222.13,
"206",2009-10-30,1237.18,1297.13,1300.3,1233.96,
"207",2009-11-02,1266.3,1237.04,1266.62,1214,
"208",2009-11-03,1218.42,1266.3,1266.3,1214.9,
"209",2009-11-05,1258.5,1218.43,1258.66,1217.64,
"210",2009-11-06,1241.92,1258.5,1268.76,1230.78,
"211",2009-11-09,1304.62,1241.92,1304.63,1241.92,
"212",2009-11-10,1322.8,1304.63,1329.47,1290.07,
"213",2009-11-11,1316.19,1322.8,1338.1,1316.19,
"214",2009-11-12,1315.78,1316.17,1318.59,1294.33,
"215",2009-11-13,1310.27,1315.86,1315.86,1296.95,
"216",2009-11-16,1365.18,1311.1,1365.84,1311.1,
"217",2009-11-17,1353.61,1365.18,1365.18,1343.2,
"218",2009-11-18,1371.82,1353.9,1391.79,1353.9,
"219",2009-11-19,1335.52,1371.82,1371.82,1334.9,
"220",2009-11-20,1334.15,1335.54,1355.67,1315.36,
"221",2009-11-23,1355.05,1334.16,1365.42,1334.16,
"222",2009-11-24,1331.12,1353.5,1353.5,1315.42,
"223",2009-11-25,1312.07,1331.17,1342.46,1300.21,
"224",2009-11-26,1268.92,1311.95,1311.95,1255.07,
"225",2009-11-27,1286.04,1268.87,1288.33,1206.82,
"226",2009-11-30,1284.95,1286.11,1304.8,1263.32,
"227",2009-12-01,1319.35,1284.99,1321.21,1284.99,
"228",2009-12-02,1325.76,1319.36,1337.18,1309.94,
"229",2009-12-03,1311.08,1325.76,1349.61,1310.83,
"230",2009-12-04,1342.58,1310.62,1344.74,1296.1,
"231",2009-12-07,1322.09,1342.58,1342.58,1308.36,
"232",2009-12-08,1310.97,1322.09,1331.22,1302.8,
"233",2009-12-09,1302.37,1310.96,1320.26,1293.9,
"234",2009-12-10,1304.61,1302.36,1311.75,1285.05,
"235",2009-12-11,1301.33,1304.61,1316.85,1296.74,
"236",2009-12-14,1317.33,1301.51,1324.34,1301.51,
"237",2009-12-15,1332.29,1317.76,1412.27,1312.44,
"238",2009-12-16,1388.59,1332.29,1389.44,1329.07,
"239",2009-12-17,1360.48,1388.59,1401.22,1358.49,
"240",2009-12-18,1368.43,1360.48,1392.65,1360.48,
"241",2009-12-21,1377.93,1368.72,1384.34,1363.26,
"242",2009-12-22,1366.18,1377.93,1377.96,1358.46,
"243",2009-12-23,1366.78,1366.21,1376.19,1359.43,
"244",2009-12-24,1351.19,1366.78,1375.09,1340.25,
"245",2009-12-25,1357.11,1351.24,1358.19,1341.22,
"246",2009-12-28,1361.58,1357.11,1372.03,1357.11,
"247",2009-12-29,1368.51,1361.64,1369.04,1360.32,
"248",2009-12-30,1362.01,1368.51,1369.8,1356.54,
"249",2009-12-31,1370.01,1362.01,1370.67,1362.01,
"250",2010-01-11,1444.78,1370.3,1456.76,1370.3,
"251",2010-01-12,1427.67,1444.78,1445.67,1424.87,
"252",2010-01-13,1435.01,1427.62,1444.77,1412.9,
"253",2010-01-14,1455.65,1435.01,1456.3,1435.01,
"254",2010-01-15,1452.67,1455.47,1469.55,1448.7,
"255",2010-01-18,1479.53,1452.67,1479.74,1444.96,
"256",2010-01-19,1484.03,1479.52,1485.73,1454.91,
"257",2010-01-20,1461.23,1484.03,1491.36,1458.22,
"258",2010-01-21,1435.9,1461.23,1470.54,1435.45,
"259",2010-01-22,1410.38,1435.9,1435.9,1394.91,
"260",2010-01-25,1415.86,1410.37,1423.24,1396.82,
"261",2010-01-26,1384.79,1415.81,1415.81,1370.47,
"262",2010-01-27,1391.25,1384.79,1405.24,1363.03,
"263",2010-01-28,1406.55,1391.25,1425.56,1391.25,
"264",2010-01-29,1419.42,1406.46,1419.5,1390.32,
"265",2010-02-01,1417,1419.42,1419.51,1395.93,
"266",2010-02-02,1436.63,1417,1436.75,1417,
"267",2010-02-03,1431.08,1436.63,1455.51,1430.01,
"268",2010-02-04,1395.87,1431.08,1437.03,1390.58,
"269",2010-02-05,1355.64,1395.86,1395.86,1344.77,
"270",2010-02-08,1322.15,1355.64,1370.51,1319.09,
"271",2010-02-09,1338.16,1322.24,1343.69,1320.97,
"272",2010-02-10,1327.24,1338.16,1359.12,1319.69,
"273",2010-02-11,1329.35,1327.24,1348.2,1320.56,
"274",2010-02-12,1304.86,1329.37,1346.19,1294.24,
"275",2010-02-15,1319.22,1304.88,1319.37,1301.81,
"276",2010-02-16,1361.49,1319.22,1361.8,1319.22,
"277",2010-02-17,1354.09,1361.49,1373.22,1350.18,
"278",2010-02-18,1338.77,1354.07,1354.07,1324.95,
"279",2010-02-19,1353.75,1338.77,1353.99,1310.69,
"280",2010-02-24,1334.53,1353.75,1353.75,1324.53,
"281",2010-02-25,1306.46,1334.33,1334.42,1297.16,
"282",2010-02-26,1323.72,1306.5,1324.41,1306.5,
"283",2010-02-27,1332.64,1323.72,1333.55,1322.36,
"284",2010-03-01,1356.27,1332.97,1357.92,1332.97,
"285",2010-03-02,1368.09,1356.27,1371.82,1351.1,
"286",2010-03-03,1379.32,1368.09,1382.21,1355.55,
"287",2010-03-04,1384.44,1379.32,1395.97,1366.56,
"288",2010-03-05,1414.37,1384.44,1414.41,1384.44,
"289",2010-03-09,1412.55,1414.34,1421.12,1396.59,
"290",2010-03-10,1402.35,1412.1,1423.06,1397.5,
"291",2010-03-11,1395.91,1402.35,1411.44,1389.73,
"292",2010-03-12,1415.75,1395.91,1424.52,1395.91,
"293",2010-03-15,1400.19,1415.68,1416.83,1398.98,
"294",2010-03-16,1420.76,1400.25,1421.02,1400.25,
"295",2010-03-17,1435.31,1420.76,1442.04,1427.42,
"296",2010-03-18,1433.45,1435.23,1449.77,1425.48,
"297",2010-03-19,1421.09,1433.45,1441.32,1415.93,
"298",2010-03-22,1417.55,1421,1421,1398.08,
"299",2010-03-23,1410.61,1417.85,1427.61,1404.15,
"300",2010-03-24,1404.77,1410.61,1417.24,1398.44,
"301",2010-03-25,1406.66,1404.76,1412.14,1395.13,
"302",2010-03-26,1415.54,1406.71,1419.8,1403.51,
"303",2010-03-29,1440.2,1415.54,1440.8,1411.91,
"304",2010-03-30,1443.81,1440.2,1450,1433.19,
"305",2010-03-31,1450.15,1443.82,1461.89,1438.37,
"306",2010-04-01,1479.66,1450.16,1482.37,1450.16,
"307",2010-04-02,1480.17,1479.73,1487.98,1472.61,
"308",2010-04-05,1487.55,1480.46,1488.53,1473.7,
"309",2010-04-06,1498.64,1487.51,1506.03,1479.28,
"310",2010-04-07,1478.44,1498.64,1501.29,1476.6,
"311",2010-04-08,1476.59,1478.41,1479.56,1460.4,
"312",2010-04-09,1496.88,1476.59,1502.65,1476.59,
"313",2010-04-12,1502.66,1496.88,1512.07,1493.29,
"314",2010-04-13,1499.34,1502.64,1508.32,1488.97,
"315",2010-04-14,1526.61,1499.36,1527.83,1499.36,
"316",2010-04-15,1530.93,1526.61,1539.63,1519.99,
"317",2010-04-16,1495.08,1530.92,1530.92,1494.57,
"318",2010-04-19,1459.17,1494.98,1494.98,1438.52,
"319",2010-04-20,1473.92,1459.18,1482.34,1459.18,
"320",2010-04-21,1465.87,1473.92,1488.87,1462.21,
"321",2010-04-22,1443.36,1465.87,1475.37,1436.48,
"322",2010-04-23,1467.62,1443.36,1467.62,1443.36,
"323",2010-04-26,1484.26,1467.64,1489.36,1467.64,
"324",2010-04-27,1464.17,1484.19,1484.19,1454.71,
"325",2010-04-28,1430.28,1462.7,1462.7,1424.26,
"326",2010-04-29,1455.14,1430.81,1455.17,1430.81,
"327",2010-04-30,1436.04,1455.12,1455.82,1431.07,
"328",2010-05-04,1393.07,1436.04,1448.67,1392.39,
"329",2010-05-05,1378.43,1393.07,1403.82,1357.73,
"330",2010-05-06,1365.13,1378.43,1391.49,1363.05,
"331",2010-05-07,1288.61,1365.09,1365.09,1282.93,
"332",2010-05-11,1334.15,1289.28,1342.62,1289.28,
"333",2010-05-12,1391.87,1334.03,1395.5,1323.68,
"334",2010-05-13,1378.7,1391.94,1418.02,1363.58,
"335",2010-05-14,1352.01,1378.69,1378.69,1347.07,
"336",2010-05-17,1357.26,1351.92,1362.3,1316.58,
"337",2010-05-18,1362.32,1357.51,1369.35,1345.97,
"338",2010-05-19,1320.9,1362.25,1362.25,1311.84,
"339",2010-05-20,1263.99,1320.9,1340.4,1261.19,
"340",2010-05-21,1264.91,1264.06,1279.86,1237.32,
"341",2010-05-24,1269.37,1264.83,1286.92,1248.39,
"342",2010-05-25,1197.39,1269.1,1269.1,1195.09,
"343",2010-05-26,1265.18,1198.18,1265.93,1198.18,
"344",2010-05-27,1305.99,1265.18,1310.43,1259.7,
"345",2010-05-28,1309.09,1306.47,1313.36,1292.46,
"346",2010-05-31,1332.62,1309.08,1333.19,1304.72,
"347",2010-06-01,1325.49,1332.62,1332.62,1297.1,
"348",2010-06-02,1341.24,1325.47,1344.56,1301.33,
"349",2010-06-03,1350.48,1341.41,1371.76,1341.41,
"350",2010-06-04,1333.49,1350.46,1378.2,1322.88,
"351",2010-06-07,1322,1333.49,1333.49,1289.5,
"352",2010-06-08,1301.41,1322,1338.51,1297.58,
"353",2010-06-09,1315.13,1301.41,1323.95,1301.41,
"354",2010-06-10,1340.09,1315.15,1340.36,1301.18,
"355",2010-06-11,1336.09,1340.09,1345.94,1323.31,
"356",2010-06-15,1371.31,1336.14,1371.66,1334.64,
"357",2010-06-16,1369.59,1371.31,1383.36,1356.86,
"358",2010-06-17,1356.18,1369.58,1383.37,1351.99,
"359",2010-06-18,1367.71,1356.18,1368.91,1350.53,
"360",2010-06-21,1406.21,1367.75,1407.91,1367.75,
"361",2010-06-22,1388.11,1405.12,1405.12,1380.17,
"362",2010-06-23,1377.97,1388.24,1394.66,1371.09,
"363",2010-06-24,1363.15,1377.97,1388.92,1360.21,
"364",2010-06-25,1347.58,1363.15,1366.75,1346.13,
"365",2010-06-28,1363.4,1347.58,1370.2,1347.58,
"366",2010-06-29,1323.29,1363.4,1363.4,1315.91,
"367",2010-06-30,1309.31,1323.29,1329.15,1301.39,
"368",2010-07-01,1254.65,1309.31,1309.31,1253.52,
"369",2010-07-02,1288.05,1255.18,1288.76,1255.18,
"370",2010-07-05,1292.19,1288.05,1297.47,1281.71,
"371",2010-07-06,1327.63,1292.2,1328.12,1292.2,
"372",2010-07-07,1327.77,1327.63,1329.13,1294.44,
"373",2010-07-08,1320.64,1327.77,1346.6,1319.6,
"374",2010-07-09,1324.17,1320.68,1332.29,1308.56,
"375",2010-07-12,1344.57,1324.17,1351.21,1319.95,
"376",2010-07-13,1367.91,1344.57,1373.23,1337.14,
"377",2010-07-14,1358.6,1367.91,1379.5,1353.99,
"378",2010-07-15,1340.2,1358.59,1375.57,1339.9,
"379",2010-07-16,1327.55,1340.22,1353.7,1325.26,
"380",2010-07-19,1336.55,1327.55,1346.65,1322.43,
"381",2010-07-20,1328.71,1336.63,1349.62,1319.79,
"382",2010-07-21,1354.83,1328.85,1360.04,1328.85,
"383",2010-07-22,1381.36,1354.83,1381.44,1344.17,
"384",2010-07-23,1380.86,1381.35,1389.12,1373.92,
"385",2010-07-26,1396.92,1380.88,1399.46,1380.88,
"386",2010-07-27,1401.56,1396.92,1413.99,1391.77,
"387",2010-07-28,1394.89,1401.56,1411.35,1388.83,
"388",2010-07-29,1418.35,1394.89,1425.01,1394.89,
"389",2010-07-30,1397.12,1418.3,1418.3,1382.78,
"390",2010-08-02,1429.36,1397.15,1431.53,1397.15,
"391",2010-08-03,1412.25,1429.36,1433.57,1406.04,
"392",2010-08-04,1418.05,1412.25,1429.03,1400.7,
"393",2010-08-05,1414.65,1418.18,1429.22,1407.15,
"394",2010-08-06,1403.08,1414.65,1423.39,1397.36,
"395",2010-08-09,1419.2,1403.09,1427.88,1403.09,
"396",2010-08-10,1397.66,1419.2,1419.2,1388.95,
"397",2010-08-11,1376.88,1397.65,1397.65,1372.31,
"398",2010-08-12,1375.54,1376.88,1387.94,1364.5,
"399",2010-08-13,1371.46,1375.54,1386.52,1366.02,
"400",2010-08-16,1373.22,1371.46,1378.76,1356.31,
"401",2010-08-17,1391.47,1373.22,1394.65,1373.22,
"402",2010-08-18,1386.8,1391.47,1391.47,1380.22,
"403",2010-08-19,1375.11,1386.79,1400.89,1374.48,
"404",2010-08-20,1366.32,1375.11,1379.35,1357.97,
"405",2010-08-23,1366.76,1366.32,1373.99,1356.41,
"406",2010-08-24,1339.82,1366.68,1366.68,1337.47,
"407",2010-08-25,1334.66,1339.82,1352.69,1328.18,
"408",2010-08-26,1356.43,1334.8,1357.26,1334.8,
"409",2010-08-27,1366.5,1356.25,1367.33,1344.61,
"410",2010-08-30,1370.77,1366.5,1379.58,1366.5,
"411",2010-08-31,1368.9,1370.77,1370.77,1351.37,
"412",2010-09-01,1394.57,1368.93,1396.19,1364.59,
"413",2010-09-02,1401.81,1394.56,1407.52,1392.42,
"414",2010-09-03,1410.16,1401.83,1419.17,1395.89,
"415",2010-09-06,1408.64,1410.17,1418.44,1407.23,
"416",2010-09-07,1398.7,1408.6,1408.6,1390.03,
"417",2010-09-08,1422.08,1398.38,1423.21,1394.13,
"418",2010-09-09,1437.47,1422.09,1445.55,1416.62,
"419",2010-09-10,1433.82,1437.45,1441.77,1427.43,
"420",2010-09-13,1441.58,1433.89,1452.18,1433.89,
"421",2010-09-14,1433.22,1441.58,1443.32,1428.01,
"422",2010-09-15,1436.38,1433.22,1436.58,1420.92,
"423",2010-09-16,1431.09,1436.02,1439.77,1427.7,
"424",2010-09-17,1417.65,1431.09,1442.52,1417.05,
"425",2010-09-20,1426.84,1417.72,1427.09,1412.86,
"426",2010-09-21,1433.9,1426.84,1442.53,1426.77,
"427",2010-09-22,1431.21,1433.9,1438.95,1417.57,
"428",2010-09-23,1430.12,1431.21,1440.29,1420.12,
"429",2010-09-24,1436.06,1430.12,1436.55,1418.87,
"430",2010-09-27,1418.67,1436.07,1444.7,1417.97,
"431",2010-09-28,1410.11,1418.67,1419.39,1405.45,
"432",2010-09-29,1419.18,1410.11,1423.77,1410.11,
"433",2010-09-30,1440.3,1419.18,1441.22,1417.94,
"434",2010-10-01,1455.63,1440.3,1462.26,1436.32,
"435",2010-10-04,1465.09,1455.63,1470.78,1455.12,
"436",2010-10-05,1474.03,1465.09,1474.43,1456.01,
"437",2010-10-06,1475.12,1474.15,1485.64,1465.7,
"438",2010-10-07,1468.31,1475.19,1480.16,1465.85,
"439",2010-10-08,1464.67,1468.25,1468.25,1453.38,
"440",2010-10-11,1482.11,1464.67,1482.28,1464.67,
"441",2010-10-12,1477.78,1482.07,1482.07,1466.73,
"442",2010-10-13,1493.21,1477.8,1497.75,1477.8,
"443",2010-10-14,1489.06,1493.21,1500.42,1483.27,
"444",2010-10-15,1491.48,1489.04,1500.65,1484.25,
"445",2010-10-18,1500.65,1491.46,1502.47,1479.44,
"446",2010-10-19,1490.49,1500.65,1513.48,1488.58,
"447",2010-10-20,1493.49,1490.49,1494.38,1474.45,
"448",2010-10-21,1528.11,1493.49,1528.78,1489.37,
"449",2010-10-22,1519.3,1528,1531.02,1512.93,
"450",2010-10-25,1528.24,1519.35,1538.43,1519.35,
"451",2010-10-26,1524.83,1528.12,1532.16,1516.24,
"452",2010-10-27,1507.05,1524.83,1525.24,1507,
"453",2010-10-28,1506.6,1507.05,1519.75,1504.63,
"454",2010-10-29,1523.39,1506.5,1524.9,1502.25,
"455",2010-11-01,1533.7,1523.4,1542.23,1523.4,
"456",2010-11-02,1537.27,1533.7,1540.34,1530.77,
"457",2010-11-03,1540.11,1537.29,1547.03,1535.32,
"458",2010-11-08,1568.26,1540.11,1577.9,1540.11,
"459",2010-11-09,1594.72,1568.26,1597.51,1566.63,
"460",2010-11-10,1574.63,1594.7,1594.7,1570.29,
"461",2010-11-11,1556.43,1574.68,1584.69,1556.07,
"462",2010-11-12,1548.96,1556.37,1556.37,1536.98,
"463",2010-11-13,1541.1,1548.96,1548.96,1533.69,
"464",2010-11-15,1556.18,1541.1,1560.69,1535.82,
"465",2010-11-16,1526.64,1556.18,1556.18,1524.57,
"466",2010-11-17,1533.92,1526.64,1535.26,1515.13,
"467",2010-11-18,1552.21,1533.92,1552.39,1533.92,
"468",2010-11-19,1556.8,1552.21,1557.49,1542.15,
"469",2010-11-22,1550.42,1556.8,1573.32,1549.15,
"470",2010-11-23,1536.87,1550.42,1550.42,1531.65,
"471",2010-11-24,1561.97,1537.67,1564.15,1528.3,
"472",2010-11-25,1571.31,1561.97,1574.4,1558.97,
"473",2010-11-26,1566.41,1571.31,1576.55,1555.15,
"474",2010-11-29,1554.65,1566.47,1578.45,1549.41,
"475",2010-11-30,1565.52,1554.67,1570.61,1549.59,
"476",2010-12-01,1601.76,1565.6,1604.3,1565.6,
"477",2010-12-02,1632.37,1601.78,1633.56,1601.78,
"478",2010-12-03,1649.56,1632.32,1658.53,1629.09,
"479",2010-12-06,1672.57,1649.56,1672.87,1649.41,
"480",2010-12-07,1676.41,1672.99,1701.7,1671.45,
"481",2010-12-08,1650.08,1676.41,1687.16,1649.34,
"482",2010-12-09,1660.62,1650.36,1667.66,1650.36,
"483",2010-12-10,1656.34,1660.62,1663.51,1646.51,
"484",2010-12-13,1662.45,1656.51,1673.13,1656.51,
"485",2010-12-14,1666.28,1662.51,1666.96,1648.9,
"486",2010-12-15,1670.26,1666.12,1680.82,1653.85,
"487",2010-12-16,1660.2,1670.26,1670.78,1657.78,
"488",2010-12-17,1666.84,1660.22,1674.11,1660.22,
"489",2010-12-20,1663.11,1666.84,1668.9,1657.93,
"490",2010-12-21,1673.83,1663.29,1675.83,1664.82,
"491",2010-12-22,1682.61,1673.84,1686.5,1673.84,
"492",2010-12-23,1684.52,1682.74,1686.28,1676.94,
"493",2010-12-24,1675.81,1684.52,1685.85,1673.23,
"494",2010-12-27,1663.55,1675.81,1675.81,1662.81,
"495",2010-12-28,1664.86,1663.55,1671.08,1660.57,
"496",2010-12-29,1677.68,1664.86,1678.49,1664.86,
"497",2010-12-30,1687.99,1677.68,1687.99,1673.66,
"498",2010-12-31,1687.99,1687.99,1687.99,1677.68,
"499",2011-01-11,1713.97,1688,1714.19,1687.36,
"500",2011-01-12,1759.46,1714.04,1760.09,1714.04,
"501",2011-01-13,1749.75,1759.46,1768.21,1743.72,
"502",2011-01-14,1744.74,1749.75,1757.56,1731.86,
"503",2011-01-17,1771.66,1745.15,1773.98,1745.15,
"504",2011-01-18,1765.3,1771.69,1788.74,1754.86,
"505",2011-01-19,1764.44,1765.3,1778.27,1760.23,
"506",2011-01-20,1733.89,1764.31,1764.31,1732.89,
"507",2011-01-21,1747.39,1733.89,1752.39,1723.85,
"508",2011-01-24,1720.7,1747.39,1750.44,1705.18,
"509",2011-01-25,1716.24,1720.7,1730.9,1709.68,
"510",2011-01-26,1746.55,1716.24,1746.63,1716.24,
"511",2011-01-27,1751.54,1746.55,1758.13,1738.26,
"512",2011-01-28,1735.01,1751.47,1751.47,1730.69,
"513",2011-01-31,1723.42,1734.93,1734.93,1705.46,
"514",2011-02-01,1755.95,1723.45,1757.48,1723.45,
"515",2011-02-02,1765.42,1755.95,1779.01,1755.95,
"516",2011-02-03,1749.78,1765.43,1775.45,1746.78,
"517",2011-02-04,1766.53,1749.78,1770.05,1749.78,
"518",2011-02-07,1767.31,1766.53,1773,1745.29,
"519",2011-02-08,1729.53,1767.31,1770.11,1729.11,
"520",2011-02-09,1723.32,1729.53,1738.22,1713.43,
"521",2011-02-10,1676.77,1723.32,1723.32,1676.02,
"522",2011-02-11,1713.93,1676.77,1715.4,1674.06,
"523",2011-02-14,1708.43,1714.09,1732.41,1703.72,
"524",2011-02-15,1695.98,1708.45,1720.78,1693.17,
"525",2011-02-16,1707.14,1695.98,1709.26,1688.4,
"526",2011-02-17,1692.91,1707.14,1722.14,1692.37,
"527",2011-02-18,1690.11,1692.95,1700.58,1680.91,
"528",2011-02-21,1712.63,1690.09,1717,1683.79,
"529",2011-02-22,1700.98,1712.63,1712.63,1682.47,
"530",2011-02-24,1715.2,1700.98,1721.97,1687.66,
"531",2011-02-25,1747.72,1715.2,1748.61,1713.91,
"532",2011-02-28,1777.84,1747.72,1780.36,1743.16,
"533",2011-03-01,1758.44,1777.84,1788.53,1758.44,
"534",2011-03-02,1765.38,1758.44,1765.84,1746.13,
"535",2011-03-03,1772.83,1765.38,1787.67,1765.38,
"536",2011-03-04,1764.96,1772.83,1783.81,1758.68,
"537",2011-03-05,1780.62,1764.96,1781.26,1763.3,
"538",2011-03-09,1779.24,1780.63,1793.03,1769.83,
"539",2011-03-10,1731.8,1779.14,1779.14,1730.45,
"540",2011-03-11,1719.95,1731.8,1739.33,1712.36,
"541",2011-03-14,1726.78,1719.95,1747.14,1706.9,
"542",2011-03-15,1700.54,1726.78,1726.78,1681.08,
"543",2011-03-16,1705.18,1700.69,1732.72,1698.32,
"544",2011-03-17,1737.62,1705.2,1739.87,1703.2,
"545",2011-03-18,1747.32,1737.66,1753.38,1732.82,
"546",2011-03-21,1753.19,1747.32,1760.99,1742.24,
"547",2011-03-22,1741.34,1753.18,1753.18,1730.35,
"548",2011-03-23,1770.56,1741.25,1770.66,1732.61,
"549",2011-03-24,1795.4,1770.58,1795.6,1770.58,
"550",2011-03-25,1807.46,1795.4,1808.61,1788.19,
"551",2011-03-28,1810.9,1807.53,1813.2,1799.84,
"552",2011-03-29,1788.14,1810.74,1813.79,1781.2,
"553",2011-03-30,1815.6,1788.17,1817.26,1788.96,
"554",2011-03-31,1813.59,1815.6,1820.13,1802.56,
"555",2011-04-01,1843.43,1813.59,1844.74,1806.08,
"556",2011-04-04,1852.02,1843.43,1858.77,1841.25,
"557",2011-04-05,1848.21,1852.06,1863.33,1835.91,
"558",2011-04-06,1859.99,1848.21,1865.25,1844.89,
"559",2011-04-07,1844.33,1859.99,1859.99,1839.37,
"560",2011-04-08,1855.97,1844.33,1860.01,1844.33,
"561",2011-04-11,1845.78,1855.97,1864.56,1836.86,
"562",2011-04-12,1799.94,1845.78,1833.48,1792.34,
"563",2011-04-13,1809.83,1799.94,1810.42,1786.71,
"564",2011-04-14,1781.51,1809.83,1806.57,1765.29,
"565",2011-04-15,1780.36,1781.5,1792.97,1772.1,
"566",2011-04-18,1714.07,1780.36,1784.4,1707.69,
"567",2011-04-19,1755.63,1714.08,1755.63,1714.08,
"568",2011-04-20,1783.38,1755.63,1785.49,1755.63,
"569",2011-04-21,1780.6,1783.59,1799.01,1770.92,
"570",2011-04-22,1793.96,1780.6,1797.53,1780.6,
"571",2011-04-25,1769.94,1793.96,1814.07,1767.38,
"572",2011-04-26,1766.28,1769.94,1774.52,1746.41,
"573",2011-04-27,1744.95,1766.28,1775.57,1738.68,
"574",2011-04-28,1749.65,1745.87,1766.88,1731.81,
"575",2011-04-29,1741.84,1749.01,1749.01,1723.47,
"576",2011-05-03,1691.45,1741.82,1747.21,1689.65,
"577",2011-05-04,1657.54,1691.45,1698.23,1650.08,
"578",2011-05-05,1644.92,1657.55,1673.58,1627.45,
"579",2011-05-06,1681.01,1644.92,1681.55,1621.9,
"580",2011-05-10,1678.13,1680.91,1687.72,1667.21,
"581",2011-05-11,1654.78,1678.27,1693.76,1652.3,
"582",2011-05-12,1630.78,1654.77,1649.12,1616.55,
"583",2011-05-13,1632.23,1630.79,1646.38,1626.4,
"584",2011-05-16,1622.98,1632.12,1632.12,1604.95,
"585",2011-05-17,1608.66,1623.05,1631.46,1603.1,
"586",2011-05-18,1627.03,1608.67,1633.7,1608.36,
"587",2011-05-19,1630.72,1627.03,1647.03,1616.84,
"588",2011-05-20,1603.97,1630.74,1641.57,1600.94,
"589",2011-05-23,1573.14,1603.97,1603.97,1569.61,
"590",2011-05-24,1598.82,1573.39,1603.25,1575.01,
"591",2011-05-25,1614.86,1598.81,1615.23,1581.06,
"592",2011-05-26,1606.21,1614.86,1625.3,1598.25,
"593",2011-05-27,1638.06,1606.27,1641.27,1606.27,
"594",2011-05-30,1644.99,1638.06,1647.59,1636.03,
"595",2011-05-31,1666.3,1644.99,1675.1,1645.3,
"596",2011-06-01,1650.68,1666.84,1672.84,1647.18,
"597",2011-06-02,1658.39,1650.59,1658.39,1627.14,
"598",2011-06-03,1633.02,1658.36,1668.98,1624.87,
"599",2011-06-06,1633.49,1633.02,1640.28,1611.91,
"600",2011-06-07,1662.71,1633.49,1662.71,1628.83,
"601",2011-06-08,1664.83,1662.62,1670.17,1640.7,
"602",2011-06-09,1692.34,1664.82,1696.58,1659.56,
"603",2011-06-10,1683.96,1692.28,1699.01,1678.72,
"604",2011-06-14,1681.66,1683.96,1696.53,1676.28,
"605",2011-06-15,1678.82,1681.66,1704.54,1675.65,
"606",2011-06-16,1671.1,1678.82,1673.34,1652.79,
"607",2011-06-17,1645.82,1671.1,1670.16,1638.38,
"608",2011-06-20,1626.14,1645.82,1641.85,1623.21,
"609",2011-06-21,1635.38,1626.18,1642.05,1630.05,
"610",2011-06-22,1640.13,1635.4,1643.77,1620.32,
"611",2011-06-23,1607.91,1639.94,1638.73,1601.12,
"612",2011-06-24,1633.99,1607.97,1642.51,1615.13,
"613",2011-06-27,1626.95,1633.97,1634.64,1616.81,
"614",2011-06-28,1651.5,1626.95,1651.83,1628.4,
"615",2011-06-29,1660,1651.51,1666.6,1651.51,
"616",2011-06-30,1666.59,1659.98,1668.04,1653.79,
"617",2011-07-01,1698.1,1666.53,1702.18,1656.21,
"618",2011-07-04,1706.12,1698.1,1708.39,1695.74,
"619",2011-07-05,1709.99,1706.14,1717.77,1697.55,
"620",2011-07-06,1705.41,1710.01,1716.86,1699.97,
"621",2011-07-07,1740.53,1705.43,1741.59,1705.43,
"622",2011-07-08,1724.57,1740.47,1748.3,1717.79,
"623",2011-07-11,1701.48,1724.57,1725.08,1699.07,
"624",2011-07-12,1705.92,1701.44,1706.42,1684.11,
"625",2011-07-13,1714.19,1705.92,1714.51,1691.11,
"626",2011-07-14,1715.49,1714.19,1723.67,1698.31,
"627",2011-07-15,1714.6,1715.49,1719.9,1697.65,
"628",2011-07-18,1687.63,1714.6,1719.86,1686.13,
"629",2011-07-19,1700.13,1687.71,1702.44,1687.71,
"630",2011-07-20,1701.37,1700.19,1716.62,1700.19,
"631",2011-07-21,1729,1701.48,1729,1685.24,
