"","Shanghai Composite (SSEC)_history.csv Date","Shanghai Composite (SSEC)_history.csv Price","Shanghai Composite (SSEC)_history.csv Open","Shanghai Composite (SSEC)_history.csv High","Shanghai Composite (SSEC)_history.csv Low","Shanghai Composite (SSEC)_history.csv Volume"
"1033",2013-04-03,2225.3,2232.69,2241.34,2217.25,"81800"
"1034",2013-04-08,2211.59,2196.24,2212.59,2180.67,"86260"
"1035",2013-04-09,2225.77,2215.47,2234.72,2215.47,"82900"
"1036",2013-04-10,2226.13,2224.93,2233.04,2212.56,"80620"
"1037",2013-04-11,2219.55,2236.98,2242.48,2217.26,"73630"
"1038",2013-04-12,2206.78,2218.09,2226.26,2204.44,"66850"
"1039",2013-04-15,2181.94,2199.91,2204.99,2177.39,"71630"
"1040",2013-04-16,2194.85,2169.63,2196.43,2165.78,"79990"
"1041",2013-04-17,2193.8,2195.03,2197.51,2178.47,"68310"
"1042",2013-04-18,2197.6,2181.82,2206.03,2175.44,"71620"
"1043",2013-04-19,2244.64,2201.12,2250.11,2200.58,"109660"
"1044",2013-04-22,2242.17,2236.4,2245.12,2232.26,"95230"
"1045",2013-04-23,2184.54,2242.62,2242.62,2182.81,"96540"
"1046",2013-04-24,2218.32,2187.35,2226.12,2184.11,"91600"
"1047",2013-04-25,2199.31,2213.18,2224.63,2191.85,"96700"
"1048",2013-04-26,2177.91,2203.89,2210.58,2173.86,"76670"
"1049",2013-05-02,2174.12,2170.78,2179.65,2161.14,"68340"
"1050",2013-05-03,2205.5,2179.05,2222.81,2179.05,"88580"
"1051",2013-05-06,2231.17,2212.49,2236.07,2212.49,"92270"
"1052",2013-05-07,2235.57,2227.86,2240.26,2219.44,"86450"
"1053",2013-05-08,2246.3,2242.39,2255.21,2235.42,"90370"
"1054",2013-05-09,2232.97,2246.96,2247.86,2221.38,"98530"
"1055",2013-05-10,2246.83,2228.82,2247.67,2225.81,"90340"
"1056",2013-05-13,2241.92,2247.68,2250.85,2231.36,"86210"
"1057",2013-05-14,2217.01,2238.9,2239.93,2205.87,"83250"
"1058",2013-05-15,2224.8,2217.09,2225.19,2213.58,"71720"
"1059",2013-05-16,2251.81,2221.34,2252.87,2210.77,"110280"
"1060",2013-05-17,2282.87,2249.81,2288.09,2248.41,"126130"
"1061",2013-05-20,2299.99,2286.33,2309.39,2281.9,"139150"
"1062",2013-05-21,2305.11,2297.11,2305.3,2290.12,"124170"
"1063",2013-05-22,2302.4,2303.75,2314.18,2292.43,"128360"
"1064",2013-05-23,2275.67,2293.81,2304.95,2274.1,"124020"
"1065",2013-05-24,2288.53,2281.45,2292.6,2270.25,"101440"
"1066",2013-05-27,2293.08,2286.66,2301.7,2283.93,"107330"
"1067",2013-05-28,2321.32,2293.4,2322.1,2281.47,"132630"
"1068",2013-05-29,2324.02,2323.54,2334.33,2321.17,"125250"
"1069",2013-05-30,2317.75,2316.25,2325.72,2310.49,"111910"
"1070",2013-05-31,2300.59,2320.74,2325.53,2299.37,"108160"
"1071",2013-06-03,2299.25,2300.21,2313.43,2294.11,"96880"
"1072",2013-06-04,2272.42,2297.1,2297.1,2264.76,"101900"
"1073",2013-06-05,2270.93,2270.71,2276.86,2260.87,"76480"
"1074",2013-06-06,2242.11,2264.42,2266.69,2240.07,"81540"
"1075",2013-06-07,2210.9,2242.26,2250.63,2205.07,"89980"
"1076",2013-06-13,2148.36,2190.1,2190.1,2126.22,"94370"
"1077",2013-06-14,2162.04,2150.06,2163.85,2142.78,"77860"
"1078",2013-06-17,2156.21,2165.99,2169.36,2147.03,"75760"
"1079",2013-06-18,2159.29,2158.55,2161.68,2138.35,"69630"
"1080",2013-06-19,2143.45,2150.82,2150.82,2115.79,"75430"
"1081",2013-06-20,2084.02,2132.81,2132.81,2082.82,"77790"
"1082",2013-06-21,2073.1,2058.98,2085.86,2042.88,"79670"
"1083",2013-06-24,1963.24,2068.86,2068.86,1958.4,"109200"
"1084",2013-06-25,1959.51,1948.32,1963.57,1849.65,"138160"
"1085",2013-06-26,1951.5,1954.47,1959.16,1922.82,"101190"
"1086",2013-06-27,1950.01,1955.13,1980.54,1942.37,"105810"
"1087",2013-06-28,1979.21,1935.52,1987.98,1925.65,"100740"
"1088",2013-07-01,1995.24,1965.99,1995.92,1957.57,"78050"
"1089",2013-07-02,2006.56,1992.89,2007.62,1978.43,"86420"
"1090",2013-07-03,1994.27,1996.51,1996.54,1965.52,"93470"
"1091",2013-07-04,2006.1,1982.87,2022.14,1974.1,"100390"
"1092",2013-07-05,2007.2,2006.19,2021.54,2002.37,"91350"
"1093",2013-07-08,1958.27,1983.21,1983.21,1953.12,"84140"
"1094",2013-07-09,1965.45,1953.6,1969.15,1946.37,"64540"
"1095",2013-07-10,2008.13,1962.84,2009.36,1960.28,"89800"
"1096",2013-07-11,2072.99,2011.02,2092.87,2010.4,"159970"
"1097",2013-07-12,2039.49,2068.04,2074.86,2036.05,"121170"
"1098",2013-07-15,2059.39,2046.12,2076.66,2037.25,"101470"
"1099",2013-07-16,2065.72,2054.6,2066.36,2038.54,"96740"
"1100",2013-07-17,2044.92,2061.19,2075.81,2043.23,"103250"
"1101",2013-07-18,2023.4,2038.4,2043.37,2016.9,"92130"
"1102",2013-07-19,1992.65,2025.32,2035.22,1990.25,"104580"
"1103",2013-07-22,2004.76,1977.73,2005.47,1970.64,"82920"
"1104",2013-07-23,2043.88,2008.95,2051.53,2005.09,"109520"
"1105",2013-07-24,2033.33,2035.69,2042.77,2010.42,"106660"
"1106",2013-07-25,2021.17,2037.34,2045.37,2016.43,"98550"
"1107",2013-07-26,2010.85,2013.19,2021.57,2000.8,"73800"
"1108",2013-07-29,1976.31,1997.84,1997.84,1969.85,"78680"
"1109",2013-07-30,1990.06,1981.45,2006.23,1965.36,"77220"
"1110",2013-07-31,1993.8,2000.79,2015.47,1987.88,"70160"
"1111",2013-08-01,2029.07,2000.82,2029.93,1997.06,"91260"
"1112",2013-08-02,2029.42,2039.51,2047.08,2025.65,"93590"
"1113",2013-08-05,2050.48,2031.72,2050.91,2025.23,"85520"
"1114",2013-08-06,2060.5,2043.65,2066.74,2034.96,"105580"
"1115",2013-08-07,2046.78,2056.37,2069.56,2043.75,"107710"
"1116",2013-08-08,2044.9,2044.44,2058.56,2037.25,"84130"
"1117",2013-08-09,2052.23,2052.24,2061.71,2030.13,"95320"
"1118",2013-08-12,2101.28,2058.42,2102.35,2055.72,"135130"
"1119",2013-08-13,2106.16,2101.32,2106.4,2093.8,"117710"
"1120",2013-08-14,2100.14,2109.22,2122.97,2093.04,"114440"
"1121",2013-08-15,2081.88,2099.28,2108.41,2079.97,"99400"
"1122",2013-08-16,2068.45,2075.98,2198.85,2061.65,"153060"
"1123",2013-08-19,2085.6,2055.13,2091.13,2052.7,"97450"
"1124",2013-08-20,2072.59,2081.97,2098.98,2066.07,"107380"
"1125",2013-08-21,2072.96,2076.27,2076.32,2056.91,"87450"
"1126",2013-08-22,2067.12,2069.31,2083.33,2062.37,"90930"
"1127",2013-08-23,2057.46,2075.93,2079.85,2029.36,"112430"
"1128",2013-08-26,2096.47,2061.42,2097.34,2056.13,"119930"
"1129",2013-08-27,2103.57,2095.44,2105.38,2090.43,"126340"
"1130",2013-08-28,2101.3,2092.31,2113.82,2080.86,"161390"
"1131",2013-08-29,2097.23,2108.44,2110.89,2088.24,"133270"
"1132",2013-08-30,2098.38,2097.22,2114.39,2089.1,"170080"
"1133",2013-09-02,2098.45,2104.09,2108.68,2078.46,"149160"
"1134",2013-09-03,2123.11,2100.45,2123.85,2095.45,"138890"
"1135",2013-09-04,2127.62,2121.68,2133,2115.75,"142000"
"1136",2013-09-05,2122.43,2125.25,2127.86,2115.24,"126540"
"1137",2013-09-06,2139.99,2119.33,2143.24,2119.02,"143260"
"1138",2013-09-09,2212.52,2151.35,2218.53,2151.35,"219430"
"1139",2013-09-10,2237.98,2214.81,2238.55,2202.82,"237210"
"1140",2013-09-11,2241.27,2244.96,2258.07,2233,"244350"
"1141",2013-09-12,2255.6,2236.17,2270.27,2226.29,"209720"
"1142",2013-09-13,2236.22,2251.46,2259.42,2228.48,"171980"
"1143",2013-09-16,2231.4,2244.46,2248.47,2226.17,"154880"
"1144",2013-09-17,2185.56,2230.39,2230.93,2184.92,"154540"
"1145",2013-09-18,2191.85,2185.94,2195.9,2172.04,"115110"
"1146",2013-09-23,2221.04,2199.36,2223.07,2198.34,"133180"
"1147",2013-09-24,2207.53,2219.47,2219.54,2187.24,"160420"
"1148",2013-09-25,2198.52,2206.22,2217.97,2193.72,"160210"
"1149",2013-09-26,2155.81,2192.23,2192.23,2154.72,"140420"
"1150",2013-09-27,2160.03,2150.96,2165.78,2149.59,"105400"
"1151",2013-09-30,2174.66,2167.73,2176.3,2165.16,"92810"
"1152",2013-10-08,2198.2,2171.9,2200.02,2161.49,"126710"
"1153",2013-10-09,2211.77,2191.39,2212.35,2185.18,"130870"
"1154",2013-10-10,2190.93,2214.4,2214.59,2186.48,"149780"
"1155",2013-10-11,2228.15,2201.41,2228.87,2200.53,"156890"
"1156",2013-10-14,2237.77,2232.22,2242.98,2226.4,"165980"
"1157",2013-10-15,2233.41,2237.93,2240.25,2221.14,"153720"
"1158",2013-10-16,2193.07,2228.11,2228.11,2183.4,"154640"
"1159",2013-10-17,2188.54,2201.71,2211.03,2183.25,"126770"
"1160",2013-10-18,2193.78,2188.71,2203.29,2184.36,"103730"
"1161",2013-10-21,2229.24,2198.11,2230.28,2190.39,"136690"
"1162",2013-10-22,2210.65,2227.34,2227.34,2204.24,"149130"
"1163",2013-10-23,2183.11,2213.27,2226.85,2177.72,"146350"
"1164",2013-10-24,2164.32,2178.82,2183.41,2159.87,"103010"
"1165",2013-10-25,2132.96,2163.69,2170.61,2122.68,"113930"
"1166",2013-10-28,2133.87,2135.88,2140.96,2123.07,"88400"
"1167",2013-10-29,2128.86,2135.23,2163.66,2093.2,"143090"
"1168",2013-10-30,2160.46,2126.69,2161.93,2121.84,"119640"
"1169",2013-10-31,2141.61,2155.51,2155.51,2137.47,"108060"
"1170",2013-11-01,2149.56,2139.88,2157.31,2132.63,"89120"
"1171",2013-11-04,2149.63,2156.09,2160.58,2143.21,"76150"
"1172",2013-11-05,2157.24,2139.84,2158.15,2124.85,"91900"
"1173",2013-11-06,2139.61,2149.39,2166.17,2138.78,"100490"
"1174",2013-11-07,2129.4,2136.63,2141.6,2119.19,"81840"
"1175",2013-11-08,2106.13,2120.92,2128.58,2103.51,"83100"
"1176",2013-11-11,2109.47,2103.3,2117.28,2093.63,"69680"
"1177",2013-11-12,2126.77,2110.72,2127.94,2108.4,"79450"
"1178",2013-11-13,2087.94,2117.89,2117.91,2086.01,"88260"
"1179",2013-11-14,2100.51,2087.12,2102.38,2078.99,"83800"
"1180",2013-11-15,2135.83,2100.9,2153.21,2100.79,"125900"
"1181",2013-11-18,2197.22,2147.37,2198.32,2143.77,"157500"
"1182",2013-11-19,2193.12,2198.32,2203.3,2186.11,"125080"
"1183",2013-11-20,2206.61,2201.47,2207.1,2186.64,"118960"
"1184",2013-11-21,2205.77,2197.01,2206.53,2177.74,"137250"
"1185",2013-11-22,2196.38,2206.47,2211.07,2188.77,"113870"
"1186",2013-11-25,2186.12,2186.06,2209.15,2181.42,"108280"
"1187",2013-11-26,2183.07,2184.33,2192.58,2176.18,"100460"
"1188",2013-11-27,2201.07,2181.73,2207.62,2176.85,"115380"
"1189",2013-11-28,2219.37,2204.38,2234.39,2202.62,"134460"
"1190",2013-11-29,2220.5,2221.62,2224.94,2212.26,"106960"
"1191",2013-12-02,2207.37,2203.12,2231.92,2172.63,"174280"
"1192",2013-12-03,2222.67,2196.82,2227.92,2193.25,"113510"
"1193",2013-12-04,2251.76,2219.97,2260.87,2215.92,"157290"
"1194",2013-12-05,2247.06,2252.72,2255.26,2239.14,"122050"
"1195",2013-12-06,2237.11,2242.56,2248.15,2228.63,"103700"
"1196",2013-12-09,2238.2,2241.79,2249.17,2231.73,"93270"
"1197",2013-12-10,2237.49,2239.86,2250.5,2231.68,"109040"
"1198",2013-12-11,2204.17,2228.63,2228.63,2193.16,"109470"
"1199",2013-12-12,2202.8,2199.32,2214.55,2194.9,"86110"
"1200",2013-12-13,2196.07,2188.26,2204.64,2183.84,"85100"
"1201",2013-12-16,2160.86,2197.23,2201.7,2159.99,"101390"
"1202",2013-12-17,2151.08,2161.54,2165.54,2146.31,"78580"
"1203",2013-12-18,2148.29,2150.41,2156.59,2142.62,"64170"
"1204",2013-12-19,2127.79,2153.67,2159.14,2126.25,"73120"
"1205",2013-12-20,2084.79,2128.37,2131.74,2082.85,"86780"
"1206",2013-12-23,2089.71,2089.54,2099.52,2068.54,"68150"
"1207",2013-12-24,2092.91,2094.07,2111.81,2079.81,"70250"
"1208",2013-12-25,2106.35,2095.02,2107.23,2088.3,"65140"
"1209",2013-12-26,2073.1,2102.66,2102.66,2070.55,"78540"
"1210",2013-12-27,2101.25,2074.59,2110.36,2069.59,"76760"
"1211",2013-12-30,2097.53,2108.88,2112.01,2095.06,"74090"
"1212",2013-12-31,2115.98,2090.68,2120.27,2087.42,"80470"
"1213",2014-01-02,2109.39,2112.13,2113.11,2101.02,"68490"
"1214",2014-01-03,2083.14,2101.54,2102.17,2075.9,"84500"
"1215",2014-01-06,2045.71,2078.68,2078.68,2034.01,"89590"
"1216",2014-01-07,2047.32,2034.22,2052.28,2029.25,"63400"
"1217",2014-01-08,2044.34,2047.26,2062.95,2037.11,"71650"
"1218",2014-01-09,2027.62,2041.77,2057.2,2026.45,"75940"
"1219",2014-01-10,2013.3,2023.54,2029.3,2008.01,"75620"
"1220",2014-01-13,2009.56,2014.98,2027.18,2000.4,"66550"
"1221",2014-01-14,2026.84,2007.16,2027.43,2001.14,"70370"
"1222",2014-01-15,2023.35,2024.23,2027.41,2010.2,"67440"
"1223",2014-01-16,2023.7,2022.54,2034.71,2014.41,"72760"
"1224",2014-01-17,2004.95,2017.52,2017.87,2001.33,"67310"
"1225",2014-01-20,1991.25,2001.89,2005.94,1984.82,"56270"
"1226",2014-01-21,2008.31,1992.02,2014.15,1992.02,"59850"
"1227",2014-01-22,2051.75,2009.97,2052.34,2008.93,"98890"
"1228",2014-01-23,2042.18,2048.33,2052.53,2039.05,"84210"
"1229",2014-01-24,2054.39,2037.67,2060.99,2034.45,"92950"
"1230",2014-01-27,2033.3,2044.27,2044.85,2029.63,"88820"
"1231",2014-01-28,2038.51,2036.4,2047.13,2026.99,"72530"
"1232",2014-01-29,2049.91,2042.18,2051.58,2039.77,"73870"
"1233",2014-01-30,2033.08,2045.93,2045.93,2031.47,"62620"
"1234",2014-02-07,2044.5,2022.32,2044.73,2014.7,"73600"
"1235",2014-02-10,2086.07,2049.98,2087.97,2049.98,"124330"
"1236",2014-02-11,2103.67,2086.18,2111.06,2082.52,"142210"
"1237",2014-02-12,2109.96,2103.83,2110.9,2096.51,"126330"
"1238",2014-02-13,2098.4,2106.93,2122.83,2096.97,"146530"
"1239",2014-02-14,2115.85,2097.32,2116.19,2095.09,"111520"
"1240",2014-02-17,2135.41,2124.88,2136.45,2117.69,"140240"
"1241",2014-02-18,2119.07,2134.14,2134.14,2113.13,"142870"
"1242",2014-02-19,2142.55,2116.92,2152.96,2111.17,"151260"
"1243",2014-02-20,2138.78,2152.89,2177.98,2136.48,"157050"
"1244",2014-02-21,2113.69,2131.59,2132.7,2098.33,"117660"
"1245",2014-02-24,2076.69,2099.72,2099.72,2058.79,"123560"
"1246",2014-02-25,2034.22,2077.28,2087.62,2026.54,"140130"
"1247",2014-02-26,2041.25,2026.61,2041.63,2014.38,"110110"
"1248",2014-02-27,2047.35,2045.1,2068.31,2036.39,"132160"
"1249",2014-02-28,2056.3,2040.62,2058.49,2020.93,"111640"
"1250",2014-03-03,2075.23,2052.08,2078.33,2047.07,"127460"
"1251",2014-03-04,2071.47,2068.11,2074.03,2050.12,"115930"
"1252",2014-03-05,2053.08,2073.29,2074.81,2050.18,"107730"
"1253",2014-03-06,2059.58,2050.03,2065.79,2030.95,"109290"
"1254",2014-03-07,2057.91,2058.38,2079.49,2050.47,"103710"
"1255",2014-03-10,1999.06,2042.35,2042.63,1995.55,"115700"
"1256",2014-03-11,2001.16,1994.42,2008.07,1985.6,"92710"
"1257",2014-03-12,1997.69,1996.24,2011.06,1974.38,"101360"
"1258",2014-03-13,2019.11,2000.69,2029.12,1996.53,"100980"
"1259",2014-03-14,2004.34,2008.82,2017.91,1990.98,"87780"
"1260",2014-03-17,2023.67,2009.88,2024.37,1999.25,"86250"
"1261",2014-03-18,2025.2,2026.22,2034.92,2020.41,"96780"
"1262",2014-03-19,2021.73,2019.98,2022.18,2002.44,"95180"
"1263",2014-03-20,1993.48,2017.22,2030.85,1993,"110330"
"1264",2014-03-21,2047.62,1987.68,2052.47,1986.07,"144480"
"1265",2014-03-24,2066.28,2050.83,2074.06,2043.33,"147700"
"1266",2014-03-25,2067.31,2063.32,2079.55,2057.49,"131820"
"1267",2014-03-26,2063.67,2070.57,2074.57,2057.65,"102610"
"1268",2014-03-27,2046.59,2060.81,2073.98,2042.71,"119150"
"1269",2014-03-28,2041.71,2046.85,2060.13,2035.24,"121680"
"1270",2014-03-31,2033.31,2043.05,2048.13,2024.19,"94360"
"1271",2014-04-01,2047.46,2031,2050.68,2028.1,"83290"
"1272",2014-04-02,2058.99,2049.42,2060.78,2046.74,"102660"
"1273",2014-04-03,2043.7,2063.5,2066.01,2037.45,"108620"
"1274",2014-04-04,2058.83,2037.55,2060.1,2035.22,"83190"
"1275",2014-04-08,2098.28,2054.53,2102.45,2052.9,"133370"
"1276",2014-04-09,2105.24,2100.65,2108.75,2095.64,"105340"
"1277",2014-04-10,2134.3,2105.88,2146.67,2098.08,"156790"
"1278",2014-04-11,2130.54,2130.37,2138.65,2120.18,"131770"
"1279",2014-04-14,2131.54,2127.41,2134.43,2116.61,"102080"
"1280",2014-04-15,2101.6,2125.9,2125.9,2098.15,"107530"
"1281",2014-04-16,2105.12,2097.21,2112.05,2092.16,"89360"
"1282",2014-04-17,2098.88,2108.95,2110.72,2095.71,"89900"
"1283",2014-04-18,2097.75,2091.48,2099.64,2081.18,"88160"
"1284",2014-04-21,2065.83,2085.98,2103.08,2065.23,"96380"
