"","Shanghai Composite (SSEC)_history.csv Date","Shanghai Composite (SSEC)_history.csv Price","Shanghai Composite (SSEC)_history.csv Open","Shanghai Composite (SSEC)_history.csv High","Shanghai Composite (SSEC)_history.csv Low","Shanghai Composite (SSEC)_history.csv Volume"
"241",2009-12-28,3188.78,3148.86,3202.09,3148.86,"91210"
"242",2009-12-29,3211.76,3190.17,3212.52,3166.76,"102610"
"243",2009-12-30,3262.6,3211.83,3267,3206.22,"129460"
"244",2009-12-31,3277.14,3265,3282.21,3250.03,"116520"
"245",2010-01-04,3243.76,3289.75,3295.28,3243.32,"109450"
"246",2010-01-05,3282.18,3254.47,3290.51,3221.46,"126120"
"247",2010-01-06,3254.22,3277.52,3295.87,3253.04,"123650"
"248",2010-01-07,3192.78,3253.99,3268.82,3176.71,"128650"
"249",2010-01-08,3196,3177.26,3198.92,3149.02,"98380"
"250",2010-01-11,3212.75,3301.61,3306.75,3197.33,"136330"
"251",2010-01-12,3273.97,3205.7,3275.2,3180.09,"140660"
"252",2010-01-13,3172.66,3204.98,3232.82,3165.49,"158340"
"253",2010-01-14,3215.55,3183.38,3219.02,3165.59,"135960"
"254",2010-01-15,3224.15,3217.19,3241.82,3197.22,"120540"
"255",2010-01-18,3237.1,3213.64,3238.24,3202.21,"135070"
"256",2010-01-19,3246.87,3242.22,3268.81,3236.84,"129940"
"257",2010-01-20,3151.85,3252.04,3255.13,3148.33,"158240"
"258",2010-01-21,3158.86,3154.19,3176.15,3126.9,"114340"
"259",2010-01-22,3128.59,3118.72,3147.83,3062.63,"137760"
"260",2010-01-25,3094.41,3103.32,3137,3092.93,"78360"
"261",2010-01-26,3019.39,3094.85,3107.2,3001.96,"93510"
"262",2010-01-27,2986.61,3020.54,3028.65,2972.63,"76550"
"263",2010-01-28,2994.14,2985.21,3006.04,2963.89,"73370"
"264",2010-01-29,2989.29,2979.74,3024.85,2968.45,"80480"
"265",2010-02-01,2941.36,2981.37,2981.37,2912.89,"88150"
"266",2010-02-02,2934.71,2955.75,2990.75,2930.56,"82490"
"267",2010-02-03,3003.84,2945.03,3005.13,2890.02,"101020"
"268",2010-02-04,2995.31,2983.05,3015.13,2968.68,"99920"
"269",2010-02-05,2939.4,2936.2,2959.23,2918.91,"97280"
"270",2010-02-08,2935.17,2936.45,2954.27,2922.19,"63300"
"271",2010-02-09,2948.84,2932.09,2957.47,2929.21,"62280"
"272",2010-02-10,2982.5,2967.14,2983.18,2958.22,"55590"
"273",2010-02-11,2985.5,2985.08,3001.64,2976.08,"56650"
"274",2010-02-12,3018.13,2996.09,3018.86,2993.44,"56090"
"275",2010-02-22,3003.4,3016.7,3026.66,3002.81,"68510"
"276",2010-02-23,2982.57,2998.91,2998.91,2938.75,"80390"
"277",2010-02-24,3022.18,2964.98,3023.74,2955.07,"92920"
"278",2010-02-25,3060.62,3026.66,3063,3022.37,"119670"
"279",2010-02-26,3051.94,3053.5,3067.53,3041.69,"101300"
"280",2010-03-01,3087.84,3057.01,3093.09,3054.55,"111040"
"281",2010-03-02,3073.11,3089.71,3095.99,3060.96,"105330"
"282",2010-03-03,3097.01,3074.1,3098.46,3061.47,"117160"
"283",2010-03-04,3023.37,3098.07,3102.4,3016.22,"126380"
"284",2010-03-05,3031.07,3026.64,3044.16,3011.09,"92260"
"285",2010-03-08,3053.23,3036.41,3058.83,3030.91,"81010"
"286",2010-03-09,3069.14,3053.26,3084.85,3028.69,"92380"
"287",2010-03-10,3048.93,3067.15,3085.99,3034.74,"84610"
"288",2010-03-11,3051.28,3050.64,3070.93,3025.31,"79870"
"289",2010-03-12,3013.41,3051.47,3057.52,3011.97,"71420"
"290",2010-03-15,2976.94,3010.72,3013.52,2963.49,"63750"
"291",2010-03-16,2992.84,2974.49,2993.84,2963.44,"59630"
"292",2010-03-17,3050.48,2999.82,3050.76,2994.89,"87090"
"293",2010-03-18,3046.09,3053.16,3063.59,3035.02,"91380"
"294",2010-03-19,3067.75,3046.75,3069.66,3031.02,"88480"
"295",2010-03-22,3074.58,3069.66,3083.34,3061.76,"96500"
"296",2010-03-23,3053.12,3076.96,3082.97,3051.21,"92870"
"297",2010-03-24,3056.81,3058.93,3076.75,3052.21,"89270"
"298",2010-03-25,3019.18,3051.36,3051.36,3012.31,"90190"
"299",2010-03-26,3059.72,3017.22,3067.71,3009.91,"93080"
"300",2010-03-29,3123.8,3076.05,3130.28,3071.69,"131900"
"301",2010-03-30,3128.47,3123.83,3132.58,3113.77,"102430"
"302",2010-03-31,3109.11,3129.57,3130.11,3101.76,"101140"
"303",2010-04-01,3147.42,3111.93,3148.34,3111.93,"126780"
"304",2010-04-02,3157.96,3154.77,3159.6,3141.87,"122790"
"305",2010-04-06,3158.68,3170.61,3177.97,3141.93,"116820"
"306",2010-04-07,3148.22,3156.31,3161.08,3132.24,"103520"
"307",2010-04-08,3118.71,3143.45,3143.83,3110.26,"114640"
"308",2010-04-09,3145.35,3118.93,3146.46,3114.79,"105430"
"309",2010-04-12,3129.26,3151.89,3156.21,3111.9,"137960"
"310",2010-04-13,3161.25,3129.69,3173.63,3101.48,"143980"
"311",2010-04-14,3166.18,3161.55,3167.66,3145.55,"106440"
"312",2010-04-15,3164.97,3168.14,3181.66,3135.99,"106260"
"313",2010-04-16,3130.3,3159.67,3159.67,3121.36,"80940"
"314",2010-04-19,2980.3,3096.78,3096.78,2977.77,"129360"
"315",2010-04-20,2979.53,2980.08,2998.91,2941.35,"101730"
"316",2010-04-21,3033.28,2984.62,3034.33,2972.1,"116310"
"317",2010-04-22,2999.48,3021.29,3023.64,2978.46,"121730"
"318",2010-04-23,2983.54,2995.57,3015.63,2966.78,"103520"
"319",2010-04-26,2969.5,2988.08,2996.83,2965.83,"89150"
"320",2010-04-27,2907.93,2962.14,2962.14,2866.34,"108270"
"321",2010-04-28,2900.33,2883.17,2916.68,2865.47,"83750"
"322",2010-04-29,2868.43,2912.2,2928.93,2867.94,"89340"
"323",2010-04-30,2870.61,2867.65,2875.81,2820.95,"88730"
"324",2010-05-04,2835.28,2821.35,2862.55,2809.13,"66080"
"325",2010-05-05,2857.15,2804.51,2857.29,2770.33,"95340"
"326",2010-05-06,2739.7,2838.95,2838.95,2735,"92650"
"327",2010-05-07,2688.38,2685.99,2732.18,2665.81,"92030"
"328",2010-05-10,2698.76,2690.86,2713.06,2646.59,"81850"
"329",2010-05-11,2647.57,2745.6,2751.07,2638.53,"87900"
"330",2010-05-12,2655.71,2628.02,2668.12,2604.2,"82540"
"331",2010-05-13,2710.51,2653.58,2711.07,2646.9,"83080"
"332",2010-05-14,2696.63,2692.1,2712.86,2677.19,"73370"
"333",2010-05-17,2559.93,2663.88,2663.88,2557.24,"82650"
"334",2010-05-18,2594.78,2555.14,2603.32,2529.62,"82790"
"335",2010-05-19,2587.81,2581.63,2623.96,2554.98,"71370"
"336",2010-05-20,2555.94,2571.54,2609.64,2551.45,"66390"
"337",2010-05-21,2583.52,2492.57,2584.45,2481.97,"83860"
"338",2010-05-24,2673.42,2596.32,2680.49,2596.32,"112500"
"339",2010-05-25,2622.63,2654.36,2659.74,2609.09,"93270"
"340",2010-05-26,2625.79,2620.85,2644.94,2610.51,"68710"
"341",2010-05-27,2655.92,2615.1,2662.08,2583.55,"87880"
"342",2010-05-28,2655.77,2680.4,2686.54,2641.41,"86950"
"343",2010-05-31,2592.15,2647.87,2665.39,2591.53,"78740"
"344",2010-06-01,2568.28,2577.76,2598.9,2534.27,"74670"
"345",2010-06-02,2571.42,2548.54,2572.34,2521.06,"64870"
"346",2010-06-03,2552.66,2575.77,2596.14,2551.53,"69500"
"347",2010-06-04,2553.59,2536.23,2556.97,2527.87,"56520"
"348",2010-06-07,2511.73,2508.33,2527.1,2491.66,"65700"
"349",2010-06-08,2513.95,2510.08,2531.88,2491.65,"63030"
"350",2010-06-09,2583.87,2523.88,2589.47,2501.12,"96030"
"351",2010-06-10,2562.58,2561.55,2581.05,2554.79,"74580"
"352",2010-06-11,2569.94,2574.9,2590.98,2566.62,"66520"
"353",2010-06-17,2560.24,2588.97,2595.51,2559.72,"54960"
"354",2010-06-18,2513.22,2556.6,2568.86,2505.33,"67220"
"355",2010-06-21,2586.21,2517.29,2587.34,2504.32,"78550"
"356",2010-06-22,2588.7,2579.63,2598.35,2572.96,"63680"
"357",2010-06-23,2569.87,2576.34,2593.67,2546.52,"58780"
"358",2010-06-24,2566.74,2563.64,2586.9,2554.34,"48860"
"359",2010-06-25,2552.82,2556.54,2572.83,2534.27,"50080"
"360",2010-06-28,2535.28,2550.65,2561.49,2528.39,"43200"
"361",2010-06-29,2427.05,2534.5,2541.14,2425.93,"73750"
"362",2010-06-30,2398.37,2409.54,2411.44,2382.36,"55210"
"363",2010-07-01,2373.79,2393.95,2410.77,2371.78,"49970"
"364",2010-07-02,2382.9,2371.32,2386.4,2319.74,"68330"
"365",2010-07-05,2363.95,2358.76,2378.09,2335.57,"48000"
"366",2010-07-06,2409.42,2358.28,2409.78,2356.55,"61360"
"367",2010-07-07,2421.12,2407.66,2421.68,2392.57,"56110"
"368",2010-07-08,2415.15,2429.68,2436.28,2402,"54490"
"369",2010-07-09,2470.92,2416.58,2485.6,2398.68,"85890"
"370",2010-07-12,2490.72,2468.54,2501.02,2455.81,"82920"
"371",2010-07-13,2450.29,2468.69,2468.69,2439.24,"66330"
"372",2010-07-14,2470.44,2456.1,2494.59,2456.1,"72950"
"373",2010-07-15,2424.3,2465.99,2487.24,2423.65,"105540"
"374",2010-07-16,2424.27,2414.68,2428.46,2389.07,"70790"
"375",2010-07-19,2475.42,2399.58,2484.19,2392.27,"88840"
"376",2010-07-20,2528.73,2477.75,2530.33,2477.46,"118600"
"377",2010-07-21,2535.39,2529.62,2553.45,2520.15,"114250"
"378",2010-07-22,2562.41,2525.98,2563.24,2522.2,"105930"
"379",2010-07-23,2572.03,2566.85,2579.52,2549.24,"114370"
"380",2010-07-26,2588.68,2576.37,2589.48,2556.47,"93330"
"381",2010-07-27,2575.37,2581.59,2588,2565.64,"86610"
"382",2010-07-28,2633.66,2574.32,2636,2564.16,"128980"
"383",2010-07-29,2648.12,2635.05,2656.41,2623.94,"139120"
"384",2010-07-30,2637.5,2642.85,2643.03,2614.73,"94770"
"385",2010-08-02,2672.52,2635.81,2675.76,2633.65,"112950"
"386",2010-08-03,2627,2678.79,2681.78,2626.72,"127970"
"387",2010-08-04,2638.52,2620.5,2638.9,2589.99,"112120"
"388",2010-08-05,2620.76,2636.24,2640.59,2606.62,"113510"
"389",2010-08-06,2658.39,2618.71,2659.41,2598.91,"120930"
"390",2010-08-09,2672.53,2656.36,2676.09,2650.4,"119970"
"391",2010-08-10,2595.27,2672.79,2675.31,2594.34,"127010"
"392",2010-08-11,2607.5,2587.61,2618.45,2586.02,"86940"
"393",2010-08-12,2575.47,2584.92,2608.76,2570.96,"92680"
"394",2010-08-13,2606.7,2576.69,2607.03,2564.84,"88820"
"395",2010-08-16,2661.71,2603.79,2665.31,2596.77,"125860"
"396",2010-08-17,2671.89,2663.18,2677.57,2654.01,"122640"
"397",2010-08-18,2666.3,2674.5,2687.76,2654.41,"136250"
"398",2010-08-19,2687.98,2669.43,2701.93,2659.3,"128440"
"399",2010-08-20,2642.31,2677.02,2683.29,2636.91,"116170"
"400",2010-08-23,2639.37,2637.82,2656.12,2629.71,"88140"
"401",2010-08-24,2650.31,2636.53,2667.17,2614.56,"107240"
"402",2010-08-25,2596.58,2634.95,2645.5,2595.73,"109700"
"403",2010-08-26,2603.48,2604.88,2616.96,2590.61,"80310"
"404",2010-08-27,2610.74,2602.5,2613.49,2588.64,"70470"
"405",2010-08-30,2652.66,2622.27,2656.36,2620.19,"110480"
"406",2010-08-31,2638.8,2644.79,2647.25,2626.79,"110890"
"407",2010-09-01,2622.88,2641.05,2662.88,2604.49,"127170"
"408",2010-09-02,2655.78,2646.89,2659.98,2636.42,"124080"
"409",2010-09-03,2655.39,2658.13,2660.54,2631.85,"129460"
"410",2010-09-06,2696.25,2667.2,2698.6,2664.24,"144210"
"411",2010-09-07,2698.36,2698.22,2704.93,2679.02,"112230"
"412",2010-09-08,2695.29,2687.71,2695.84,2674.32,"113520"
"413",2010-09-09,2656.35,2698.64,2698.64,2651.6,"132990"
"414",2010-09-10,2663.21,2657.24,2667.84,2628.83,"113040"
"415",2010-09-13,2688.32,2665.66,2696.67,2660.61,"117920"
"416",2010-09-14,2688.52,2694.07,2703.78,2678.97,"120710"
"417",2010-09-15,2652.5,2688.39,2688.49,2645.86,"122040"
"418",2010-09-16,2602.47,2646.92,2653.27,2583.34,"119000"
"419",2010-09-17,2598.69,2607.55,2615.08,2592.53,"83170"
"420",2010-09-20,2588.71,2601.48,2607.35,2573.63,"79470"
"421",2010-09-21,2591.55,2593.76,2601.1,2580.18,"58100"
"422",2010-09-27,2627.97,2600.54,2629.05,2597.14,"76850"
"423",2010-09-28,2611.35,2625.33,2625.33,2607.02,"93120"
"424",2010-09-29,2610.68,2608.92,2634.12,2603.93,"88620"
"425",2010-09-30,2655.66,2599.71,2656,2597.6,"89580"
"426",2010-10-08,2738.74,2681.25,2747.8,2677.99,"135760"
"427",2010-10-11,2806.94,2755.03,2823.6,2755.03,"207540"
"428",2010-10-12,2841.41,2795.76,2843.43,2782.34,"167430"
"429",2010-10-13,2861.36,2842.14,2862.03,2826.22,"185280"
"430",2010-10-14,2879.64,2881.55,2919.41,2864.52,"229460"
"431",2010-10-15,2971.16,2863.74,2971.16,2858.22,"236570"
"432",2010-10-18,2955.23,2985.46,3026.1,2944.71,"263320"
"433",2010-10-19,3001.85,2949.63,3002.37,2931.91,"170670"
"434",2010-10-20,3003.95,2947.51,3041.15,2942.5,"207800"
"435",2010-10-21,2983.53,3009.22,3018.24,2958.55,"161440"
"436",2010-10-22,2975.04,2976.75,2997.62,2954.62,"147080"
"437",2010-10-25,3051.42,2979.71,3051.54,2959.3,"192110"
"438",2010-10-26,3041.54,3065.84,3073.38,3017.82,"198780"
"439",2010-10-27,2997.05,3031.65,3056.4,2988.87,"176270"
"440",2010-10-28,2992.58,2989.29,3007.01,2969.3,"143540"
"441",2010-10-29,2978.83,2993.3,2996.77,2955.48,"147110"
"442",2010-11-01,3054.02,2986.89,3054.05,2986.89,"186240"
"443",2010-11-02,3045.43,3061.63,3089.57,3029.32,"224950"
"444",2010-11-03,3030.99,3044.02,3069.07,3017.1,"189850"
"445",2010-11-04,3086.94,3035.37,3087.42,3035.37,"176860"
"446",2010-11-05,3129.5,3129.87,3142.59,3105.92,"211960"
"447",2010-11-08,3159.51,3140.4,3160.7,3124.09,"205420"
"448",2010-11-09,3135,3159.02,3159.02,3110.34,"192460"
"449",2010-11-10,3115.36,3120.44,3124.26,3093.88,"185050"
"450",2010-11-11,3147.74,3108.51,3186.72,3102.77,"210280"
"451",2010-11-12,2985.43,3121.92,3150.15,2975.16,"233090"
"452",2010-11-15,3014.41,2984.87,3016.13,2939.68,"153150"
"453",2010-11-16,2894.54,3007.64,3007.64,2885.75,"171090"
"454",2010-11-17,2838.86,2852.48,2891.05,2824.12,"123780"
"455",2010-11-18,2865.45,2855.61,2873.7,2827.18,"102230"
"456",2010-11-19,2888.57,2879.65,2888.75,2806.64,"123780"
"457",2010-11-22,2884.37,2861.61,2904.97,2852.77,"127120"
"458",2010-11-23,2828.28,2872.17,2872.17,2791.58,"116310"
"459",2010-11-24,2859.94,2794.86,2861.48,2794.86,"116160"
"460",2010-11-25,2898.26,2875.86,2901.67,2856.96,"131610"
"461",2010-11-26,2871.7,2890.29,2894.42,2851.96,"110870"
"462",2010-11-29,2866.36,2861.15,2878.83,2841.8,"102450"
"463",2010-11-30,2820.18,2863.41,2881.16,2758.92,"139330"
"464",2010-12-01,2823.45,2810.54,2834.2,2795.81,"81260"
"465",2010-12-02,2843.61,2860.46,2870.81,2841.47,"104200"
"466",2010-12-03,2842.43,2846.72,2853.4,2822.74,"83520"
"467",2010-12-06,2857.18,2850.38,2871.41,2831.7,"89770"
"468",2010-12-07,2875.86,2843.77,2884.53,2809.11,"86790"
"469",2010-12-08,2848.55,2868.73,2880.56,2843.94,"86710"
"470",2010-12-09,2810.95,2837.61,2854.7,2808.51,"94620"
"471",2010-12-10,2841.04,2798.74,2850.42,2792.52,"80500"
"472",2010-12-13,2922.95,2850.33,2923.77,2847.66,"128880"
"473",2010-12-14,2927.08,2928.3,2933.41,2912.42,"120950"
"474",2010-12-15,2911.41,2927.26,2939.05,2905.65,"109460"
"475",2010-12-16,2898.14,2908.87,2921.27,2891.86,"87610"
"476",2010-12-17,2893.74,2896.77,2898.81,2881,"73680"
"477",2010-12-20,2852.92,2901.47,2911.56,2804.56,"113760"
"478",2010-12-21,2904.11,2857.59,2908.17,2846.63,"106830"
"479",2010-12-22,2877.9,2910.73,2917.2,2867.05,"98330"
"480",2010-12-23,2855.22,2874.2,2893.71,2849.84,"89000"
"481",2010-12-24,2835.16,2841.35,2853.49,2813.5,"81220"
"482",2010-12-27,2781.4,2842.81,2876.81,2774.54,"97810"
"483",2010-12-28,2732.99,2768.03,2775.15,2730.41,"84330"
"484",2010-12-29,2751.53,2735.48,2753.03,2721.48,"63940"
"485",2010-12-30,2759.58,2751.97,2768.13,2724.54,"73170"
"486",2010-12-31,2808.08,2759.16,2808.93,2758.13,"83350"
"487",2011-01-04,2852.65,2825.33,2855.4,2810.11,"110070"
"488",2011-01-05,2838.59,2833.12,2850.49,2824.3,"104420"
"489",2011-01-06,2824.2,2838.43,2853.88,2816.95,"84710"
"490",2011-01-07,2838.8,2820.66,2868.01,2807.87,"113130"
"491",2011-01-10,2791.81,2832.62,2847.36,2786.86,"90780"
"492",2011-01-11,2804.05,2783.48,2810.76,2770.34,"80550"
"493",2011-01-12,2821.31,2811.79,2828.47,2788.13,"79250"
"494",2011-01-13,2827.71,2830.53,2837.53,2810.87,"74890"
"495",2011-01-14,2791.34,2817.05,2817.05,2780.44,"76750"
"496",2011-01-17,2706.66,2772.45,2780.94,2698.78,"92520"
"497",2011-01-18,2708.98,2696.15,2715.41,2683.37,"60380"
"498",2011-01-19,2758.1,2707.82,2759.6,2700.81,"78490"
"499",2011-01-20,2677.65,2752.8,2752.8,2676.13,"86050"
"500",2011-01-21,2715.29,2668.68,2746.18,2667.29,"95640"
"501",2011-01-24,2695.72,2716.52,2736.11,2690.65,"87920"
"502",2011-01-25,2677.43,2691.69,2701.04,2661.45,"69480"
"503",2011-01-26,2708.81,2677.17,2710.74,2676.77,"60750"
"504",2011-01-27,2749.15,2690.82,2753,2677.21,"105570"
"505",2011-01-28,2752.75,2741.31,2759.44,2733.29,"85430"
"506",2011-01-31,2790.69,2751.53,2790.92,2748.54,"91500"
"507",2011-02-01,2798.96,2795.07,2805.05,2785.3,"73350"
"508",2011-02-09,2774.07,2778.7,2804.21,2764.87,"87260"
"509",2011-02-10,2818.16,2769.65,2819.06,2760.18,"97920"
"510",2011-02-11,2827.33,2815.12,2835.41,2807.61,"107760"
"511",2011-02-14,2899.13,2828.57,2906.26,2828.57,"154240"
"512",2011-02-15,2899.24,2900.43,2934.47,2892.64,"152450"
"513",2011-02-16,2923.9,2893.68,2924.19,2882.55,"127810"
"514",2011-02-17,2926.96,2929.26,2939.28,2905.03,"130420"
"515",2011-02-18,2899.79,2924.23,2924.23,2890.26,"113780"
"516",2011-02-21,2932.25,2886.54,2932.82,2884.19,"118860"
"517",2011-02-22,2855.52,2941.32,2944.41,2851.62,"153010"
"518",2011-02-23,2862.63,2844.99,2868.48,2839.2,"111080"
"519",2011-02-24,2878.6,2861.39,2881.54,2854.56,"109770"
"520",2011-02-25,2878.57,2876.78,2890.32,2848.65,"100090"
"521",2011-02-28,2905.05,2880.17,2906.17,2861.82,"118710"
"522",2011-03-01,2918.92,2906.28,2931.58,2901.55,"136560"
"523",2011-03-02,2913.81,2905.51,2924.96,2883.57,"133440"
"524",2011-03-03,2902.98,2918.73,2937.56,2900.76,"150490"
"525",2011-03-04,2942.31,2902.19,2944.46,2898.08,"118280"
"526",2011-03-07,2996.21,2952.72,3000.43,2952.72,"160110"
"527",2011-03-08,2999.94,2996.73,3001.62,2976.6,"126680"
"528",2011-03-09,3002.15,3002.55,3012.04,2989.34,"124790"
"529",2011-03-10,2957.14,2995.77,2995.77,2954.37,"123800"
"530",2011-03-11,2933.8,2942.42,2966.98,2927.68,"115990"
"531",2011-03-14,2937.63,2923.98,2939.65,2914.46,"116910"
"532",2011-03-15,2896.26,2927.98,2927.98,2850.94,"154950"
"533",2011-03-16,2930.8,2894.25,2934.02,2894.25,"130780"
"534",2011-03-17,2897.3,2906.95,2935.62,2885.65,"137800"
"535",2011-03-18,2906.89,2920.81,2930.61,2900.87,"100640"
"536",2011-03-21,2909.14,2913.91,2927.07,2895.15,"96760"
"537",2011-03-22,2919.14,2917.69,2923.39,2884.75,"95120"
"538",2011-03-23,2948.48,2919.02,2950.42,2911.63,"112600"
"539",2011-03-24,2946.71,2949.85,2958.66,2942.13,"108960"
"540",2011-03-25,2977.81,2948.54,2985.08,2946.7,"136400"
"541",2011-03-28,2984.01,2985.36,3005.78,2979.2,"156020"
"542",2011-03-29,2958.08,2979.86,2994.17,2953.54,"168540"
"543",2011-03-30,2955.77,2955.45,2968.18,2935.75,"126490"
"544",2011-03-31,2928.11,2954.65,2961.63,2914.38,"108940"
"545",2011-04-01,2967.41,2932.48,2967.85,2924.39,"99840"
"546",2011-04-06,3001.36,2964.21,3005.24,2963.9,"141650"
"547",2011-04-07,3007.91,3003.2,3012.29,2990.31,"124740"
"548",2011-04-08,3030.02,3005.37,3031.1,2998.34,"114340"
"549",2011-04-11,3022.75,3037.91,3059.57,3019.89,"147190"
"550",2011-04-12,3021.37,3012.79,3039.12,3003.45,"145990"
"551",2011-04-13,3050.4,3006.83,3050.4,2994.47,"128200"
"552",2011-04-14,3042.64,3049.67,3058.24,3036.73,"129490"
"553",2011-04-15,3050.53,3036.34,3062.53,3020.16,"128530"
"554",2011-04-18,3057.33,3040.53,3067.46,3037.19,"137490"
"555",2011-04-19,2999.04,3038.81,3038.81,2996.22,"141900"
"556",2011-04-20,3007.04,3005.97,3019.12,2992.67,"119740"
"557",2011-04-21,3026.67,3021.77,3035.47,3012.54,"121510"
"558",2011-04-22,3010.52,3025.7,3032.97,3004.46,"118530"
"559",2011-04-25,2964.95,3003.03,3003.61,2964.64,"117320"
"560",2011-04-26,2938.98,2956.95,2970.28,2931.5,"95160"
"561",2011-04-27,2925.41,2946.33,2961.13,2907.66,"105490"
"562",2011-04-28,2887.04,2937.95,2953.19,2884.84,"105230"
"563",2011-04-29,2911.51,2886.63,2913.56,2871.01,"87530"
"564",2011-05-03,2932.19,2911.51,2933.46,2890.22,"96400"
"565",2011-05-04,2866.02,2916.84,2916.97,2860.07,"111480"
"566",2011-05-05,2872.4,2854.77,2880.12,2849.91,"91080"
"567",2011-05-06,2863.89,2842.76,2881.71,2834.46,"91060"
"568",2011-05-09,2872.46,2868.24,2885.18,2861.42,"81580"
"569",2011-05-10,2890.63,2876.98,2891.03,2865.1,"81300"
"570",2011-05-11,2883.42,2890.35,2897.14,2868.35,"92480"
"571",2011-05-12,2844.08,2864.98,2876.45,2843.1,"100240"
"572",2011-05-13,2871.03,2846.31,2871.99,2832.25,"93240"
"573",2011-05-16,2849.07,2864.38,2877.09,2846.31,"84650"
"574",2011-05-17,2852.77,2846.45,2869.23,2821.2,"94820"
"575",2011-05-18,2872.77,2846.72,2877.43,2843.68,"76830"
"576",2011-05-19,2859.57,2879.39,2884.14,2856.83,"77000"
"577",2011-05-20,2858.46,2858.31,2866.76,2850.45,"70740"
"578",2011-05-23,2774.57,2853.29,2853.29,2771.12,"98620"
"579",2011-05-24,2767.06,2766.06,2771.75,2744.78,"74850"
"580",2011-05-25,2741.74,2764.56,2771.18,2737.33,"74410"
"581",2011-05-26,2736.53,2755.39,2764.89,2734.54,"78740"
"582",2011-05-27,2709.95,2739.39,2746.84,2708.55,"82520"
"583",2011-05-30,2706.36,2704.48,2728.06,2689.21,"65170"
"584",2011-05-31,2743.47,2707.56,2744.93,2702.09,"67900"
"585",2011-06-01,2743.57,2737.06,2744.56,2726.49,"68560"
"586",2011-06-02,2705.18,2715.32,2727.99,2676.54,"86020"
"587",2011-06-03,2728.02,2701.77,2732.43,2701.25,"67980"
"588",2011-06-07,2744.3,2720.97,2745.77,2717.31,"65020"
"589",2011-06-08,2750.29,2742.04,2754.12,2715.25,"74300"
"590",2011-06-09,2703.35,2743.54,2747.33,2702.69,"83470"
"591",2011-06-10,2705.14,2696.13,2707.74,2672.32,"73400"
"592",2011-06-13,2700.38,2687.65,2703.42,2669.4,"63070"
"593",2011-06-14,2730.04,2696.22,2735.55,2691.67,"83100"
"594",2011-06-15,2705.43,2717.68,2730.48,2705.07,"74860"
"595",2011-06-16,2664.28,2685.63,2691.94,2663.12,"70930"
"596",2011-06-17,2642.82,2661.41,2675.03,2641.39,"64440"
"597",2011-06-20,2621.25,2635.83,2637.88,2610.99,"60060"
"598",2011-06-21,2646.48,2628.02,2648.02,2618.81,"64820"
"599",2011-06-22,2649.32,2648.53,2657.73,2633.47,"58310"
"600",2011-06-23,2688.25,2640.66,2693.42,2630.34,"73770"
"601",2011-06-24,2746.21,2678.05,2759.71,2674.3,"125770"
"602",2011-06-27,2758.23,2746.79,2769.04,2743.5,"101600"
"603",2011-06-28,2759.2,2759.71,2763.28,2736.4,"88280"
"604",2011-06-29,2728.48,2757.4,2759.23,2727.25,"88220"
"605",2011-06-30,2762.08,2729.99,2774.37,2729.99,"90970"
"606",2011-07-01,2759.36,2767.83,2778.67,2752.97,"92070"
"607",2011-07-04,2812.82,2770.94,2813.27,2770.94,"121960"
"608",2011-07-05,2816.35,2812.72,2818.14,2799.11,"110120"
"609",2011-07-06,2810.48,2811.82,2811.82,2780.73,"103100"
"610",2011-07-07,2794.27,2813.19,2825.12,2793.89,"116510"
"611",2011-07-08,2797.77,2797.03,2807.38,2784.13,"86210"
"612",2011-07-11,2802.69,2789.45,2807.32,2780.67,"86060"
"613",2011-07-12,2754.58,2783.72,2783.72,2752.19,"96670"
"614",2011-07-13,2795.48,2756.03,2797.27,2756.03,"91930"
"615",2011-07-14,2810.44,2798.21,2811.7,2788.98,"104500"
"616",2011-07-15,2820.17,2803.58,2821.34,2794.16,"107470"
"617",2011-07-18,2816.69,2821.36,2826.96,2807.11,"108110"
"618",2011-07-19,2796.98,2804.92,2809.31,2790.69,"92740"
"619",2011-07-20,2794.2,2810.44,2817.28,2779.38,"84030"
"620",2011-07-21,2765.89,2795.9,2799.85,2763.42,"81760"
"621",2011-07-22,2770.79,2769.86,2782.17,2763.8,"70210"
"622",2011-07-25,2688.75,2759.63,2759.63,2680.75,"111240"
"623",2011-07-26,2703.03,2685.75,2704.94,2677.12,"72880"
"624",2011-07-27,2723.49,2690.14,2726.8,2680.43,"80410"
"625",2011-07-28,2708.78,2701.77,2712.09,2684.66,"78480"
"626",2011-07-29,2701.73,2706.5,2721.53,2681.27,"75470"
"627",2011-08-01,2703.78,2697.57,2712.89,2688.53,"59000"
"628",2011-08-02,2679.26,2689.97,2689.97,2651.28,"69990"
"629",2011-08-03,2678.48,2659.12,2688.06,2654.36,"63980"
"630",2011-08-04,2684.04,2683.19,2698.82,2675.53,"58870"
"631",2011-08-05,2626.42,2620.28,2644.58,2605.14,"78570"
"632",2011-08-08,2526.82,2599.29,2614.19,2497.92,"110300"
"633",2011-08-09,2526.07,2468.03,2537.41,2437.68,"103720"
"634",2011-08-10,2549.18,2562.39,2579.16,2544.95,"100370"
"635",2011-08-11,2581.51,2508.86,2582.16,2505.01,"95600"
"636",2011-08-12,2593.17,2593.4,2605.45,2585.85,"97170"
