"","FTSE MIB (FTMIB)_history.csv Date","FTSE MIB (FTMIB)_history.csv Price","FTSE MIB (FTMIB)_history.csv Open","FTSE MIB (FTMIB)_history.csv High","FTSE MIB (FTMIB)_history.csv Low","FTSE MIB (FTMIB)_history.csv Volume"
"1982",2016-09-28,16222.21,16182.57,16378.64,16176.38,"538650000"
"1983",2016-09-29,16338.78,16461.52,16506.86,16253.77,"625460000"
"1984",2016-09-30,16401,16046.71,16446.78,15922.35,"925120000"
"1985",2016-10-03,16273.95,16368.4,16470.09,16210.37,"522620000"
"1986",2016-10-04,16308.02,16295.18,16380.36,16226.93,"585570000"
"1987",2016-10-05,16476.58,16195.81,16494.98,16133.96,"888900000"
"1988",2016-10-06,16491.62,16518.5,16602.19,16398.14,"761550000"
"1989",2016-10-07,16405.27,16512.46,16570.3,16357.87,"732070000"
"1990",2016-10-10,16632.45,16368.86,16641.77,16253.24,"653910000"
"1991",2016-10-11,16474.06,16571.67,16661.9,16474.06,"653640000"
"1992",2016-10-12,16470.28,16467.43,16575.07,16419,"740200000"
"1993",2016-10-13,16269.26,16364.06,16367.4,16194.86,"771920000"
"1994",2016-10-14,16591.37,16281.76,16636,16274.06,"810920000"
"1995",2016-10-17,16630.34,16565.52,16695.9,16535.89,"807340000"
"1996",2016-10-18,16966.61,16725.93,16966.61,16724.33,"853110000"
"1997",2016-10-19,17044.34,16970.98,17073.45,16886.89,"900210000"
"1998",2016-10-20,17141.38,17070.67,17148.8,16937.08,"855360000"
"1999",2016-10-21,17166.76,17184.05,17188.2,17086.5,"935130000"
"2000",2016-10-24,17305.77,17209.58,17385.95,17208.76,"1.08e+09"
"2001",2016-10-25,17230.03,17292.5,17426.49,17183.93,"987390000"
"2002",2016-10-26,17280.74,17211.16,17311.92,17129.27,"997430000"
"2003",2016-10-27,17426.46,17309.27,17426.46,17256.68,"899230000"
"2004",2016-10-28,17324.23,17329.27,17375.43,17202.47,"744290000"
"2005",2016-10-31,17125.05,17252.01,17268.43,17073.54,"647630000"
"2006",2016-11-01,16898.28,17216.77,17256.67,16883.72,"537830000"
"2007",2016-11-02,16474.52,16818.15,16818.15,16474.52,"846210000"
"2008",2016-11-03,16419.9,16423.3,16612.75,16370.57,"619700000"
"2009",2016-11-04,16318.6,16407.32,16408.26,16203.42,"859440000"
"2010",2016-11-07,16736.75,16591.18,16736.75,16555.63,"873160000"
"2011",2016-11-08,16817.41,16746.51,16817.41,16658.55,"846590000"
"2012",2016-11-09,16799.85,16413.91,16799.85,16224.71,"1.4e+09"
"2013",2016-11-10,16804.88,16939.57,17164.33,16707.16,"1.6e+09"
"2014",2016-11-11,16812.37,16940.4,16972.83,16720.89,"923690000"
"2015",2016-11-14,16686.33,16962.63,17085.93,16607.57,"1.1e+09"
"2016",2016-11-15,16682.37,16748.63,16763.78,16545.87,"845490000"
"2017",2016-11-16,16559.84,16733.96,16803.02,16436.72,"839630000"
"2018",2016-11-17,16555.31,16516.92,16604.75,16348.82,"998330000"
"2019",2016-11-18,16265.9,16578.69,16580.97,16221.93,"1.15e+09"
"2020",2016-11-21,16297.26,16279.36,16351.66,16039.59,"780820000"
"2021",2016-11-22,16519.89,16426.95,16620.44,16426.95,"787890000"
"2022",2016-11-23,16532.26,16563.51,16587.95,16265.36,"954890000"
"2023",2016-11-24,16500.73,16593.07,16677.06,16436.57,"696480000"
"2024",2016-11-25,16515.11,16484.52,16542.16,16402.18,"597710000"
"2025",2016-11-28,16216.95,16419.35,16422.91,16156.88,"747850000"
"2026",2016-11-29,16561.86,16197.78,16561.86,16170.5,"744980000"
"2027",2016-11-30,16930.41,16582.72,16972.62,16557.59,"1.03e+09"
"2028",2016-12-01,17098.33,16904.18,17126.6,16803.94,"911810000"
"2029",2016-12-02,17086.85,16992.48,17130.89,16895.97,"837340000"
"2030",2016-12-05,17050.21,16795.23,17359.38,16723.18,"1.34e+09"
"2031",2016-12-06,17757.8,17078.18,17757.8,17042.35,"1.16e+09"
"2032",2016-12-07,18130.66,17951.6,18130.66,17859.55,"1.35e+09"
"2033",2016-12-08,18427.86,18163.82,18488,18131.82,"1.36e+09"
"2034",2016-12-09,18292.65,18457.3,18473.17,18167.37,"967840000"
"2035",2016-12-12,18370.32,18405.94,18568.07,18324.43,"873910000"
"2036",2016-12-13,18827.61,18291.2,18827.61,18238.44,"1.45e+09"
"2037",2016-12-14,18606.32,18772.1,18969.79,18606.32,"1.05e+09"
"2038",2016-12-15,18994.79,18643.88,18994.79,18643.88,"1.3e+09"
"2039",2016-12-16,19014.75,19071.41,19112.58,18935.35,"1.12e+09"
"2040",2016-12-19,18968.94,18967.05,19084.25,18907.13,"671610000"
"2041",2016-12-20,19247.24,18973.68,19247.24,18938.07,"836700000"
"2042",2016-12-21,19215.59,19208.32,19293.73,19080.08,"680530000"
"2043",2016-12-22,19121.26,19201.14,19346.24,19054.07,"801090000"
"2044",2016-12-23,19345.02,19188.06,19345.02,19174.62,"608090000"
"2045",2016-12-27,19390.83,19324.83,19406.3,19314.53,"415700000"
"2046",2016-12-28,19239.39,19398.31,19419.01,19233.4,"478890000"
"2047",2016-12-29,19203.94,19161.87,19284.57,19141.39,"382840000"
"2048",2016-12-30,19234.58,19199.04,19302.2,19134.76,"349320000"
"2049",2017-01-02,19566.53,19207.77,19579.3,19201.18,"420720000"
"2050",2017-01-03,19573.48,19667.37,19810.77,19563.82,"780260000"
"2051",2017-01-04,19626.64,19669.14,19734.5,19504.36,"559180000"
"2052",2017-01-05,19642.81,19598.57,19733.48,19561.91,"572880000"
"2053",2017-01-06,19687.71,19690.18,19714.95,19516.95,"476250000"
"2054",2017-01-09,19360.02,19745.02,19784.6,19289.4,"611570000"
"2055",2017-01-10,19424.19,19418.11,19464.96,19264.01,"613560000"
"2056",2017-01-11,19486.88,19430.34,19583.64,19210.26,"559310000"
"2057",2017-01-12,19156.59,19412.47,19482.54,19092.04,"591420000"
"2058",2017-01-13,19514.54,19285.57,19556.76,19271.56,"669070000"
"2059",2017-01-16,19247.25,19298.97,19429.5,19234.7,"489060000"
"2060",2017-01-17,19296.16,19209.46,19366.73,19189.06,"587340000"
"2061",2017-01-18,19358.1,19341.61,19358.62,19202.07,"493510000"
"2062",2017-01-19,19490.96,19384.5,19559.13,19243.82,"6.92e+08"
"2063",2017-01-20,19479.46,19550.49,19604,19427.91,"633340000"
"2064",2017-01-23,19328.41,19323.3,19506.75,19263.64,"480150000"
"2065",2017-01-24,19499.54,19364.92,19601.01,19364.92,"735960000"
"2066",2017-01-25,19582.23,19632.64,19746.97,19518.05,"868080000"
"2067",2017-01-26,19439.65,19716.93,19785.04,19407.51,"618290000"
"2068",2017-01-27,19329.26,19478.45,19478.45,19243.32,"487060000"
"2069",2017-01-30,18759.4,19147.87,19247.4,18749.83,"596470000"
"2070",2017-01-31,18590.73,18790.89,18982.11,18523.66,"670060000"
"2071",2017-02-01,18740.65,18731.89,18828.35,18650.41,"524740000"
"2072",2017-02-02,18889.19,18722.6,19053.46,18699.09,"480340000"
"2073",2017-02-03,19116.04,18938.05,19169.89,18886.69,"517850000"
"2074",2017-02-06,18693.65,19159.83,19167.81,18693.65,"632250000"
"2075",2017-02-07,18662.61,18662.47,18797.64,18613.87,"497920000"
"2076",2017-02-08,18771.78,18734.26,18771.78,18424.31,"611200000"
"2077",2017-02-09,18947.44,18845.67,18992.59,18650,"512510000"
"2078",2017-02-10,18862.11,19014.23,19018.3,18762.11,"511770000"
"2079",2017-02-13,19064.64,18894.99,19115.24,18884.67,"470390000"
"2080",2017-02-14,19187.67,19064.07,19193.11,18962.83,"509660000"
"2081",2017-02-15,19056.16,19258.04,19359.56,19056.16,"552310000"
"2082",2017-02-16,19087.54,19088.77,19156.65,18939.65,"480930000"
"2083",2017-02-17,19006.46,19110.83,19170.12,18821.88,"575240000"
"2084",2017-02-20,18978.65,19094.66,19154.05,18923.66,"310630000"
"2085",2017-02-21,19043.58,19005.11,19187.3,18830.97,"451750000"
"2086",2017-02-22,18884.9,19113.21,19147.66,18788.32,"608170000"
"2087",2017-02-23,18819.49,18930.63,18997.72,18811.87,"449760000"
"2088",2017-02-24,18596.66,18793.77,18855.12,18535.54,"699280000"
"2089",2017-02-27,18914.3,18590.44,18923.82,18581.77,"597830000"
"2090",2017-02-28,18913.28,18972.91,19003.26,18889.61,"611200000"
"2091",2017-03-01,19364.39,19067.87,19411.45,19028.49,"695790000"
"2092",2017-03-02,19440.62,19383.71,19505.64,19307.02,"525620000"
"2093",2017-03-03,19664.45,19361.75,19676.06,19348.09,"584080000"
"2094",2017-03-06,19449.85,19564.51,19646.25,19407.95,"435330000"
"2095",2017-03-07,19455.05,19490.66,19511.05,19346.7,"429800000"
"2096",2017-03-08,19482.39,19429.98,19573.61,19399.82,"476790000"
"2097",2017-03-09,19571.24,19419.42,19636.43,19336.17,"668770000"
"2098",2017-03-10,19658.37,19642.5,19810.03,19605.58,"646040000"
"2099",2017-03-13,19706.95,19696.87,19721.07,19548.08,"398920000"
"2100",2017-03-14,19537.4,19708.48,19725.66,19479.34,"577020000"
"2101",2017-03-15,19774.02,19560.65,19774.02,19539.36,"483630000"
"2102",2017-03-16,20109.76,19998.74,20173.73,19970.23,"764680000"
"2103",2017-03-17,20074.28,20112.87,20132.67,20006.15,"839260000"
"2104",2017-03-20,19968.55,19993.79,20117.68,19955.43,"445520000"
"2105",2017-03-21,19918.84,20030.39,20253.65,19878.37,"645380000"
"2106",2017-03-22,19953.44,19747.16,19991.61,19687.36,"594330000"
"2107",2017-03-23,20167.49,20011.44,20167.49,19937.14,"615390000"
"2108",2017-03-24,20188.02,20184.21,20209.18,20079.75,"451380000"
"2109",2017-03-27,20124.19,20026.59,20124.19,19930.62,"472820000"
"2110",2017-03-28,20330.42,20201.02,20330.42,20144.2,"535760000"
"2111",2017-03-29,20276.8,20371.98,20388.87,20181.71,"515160000"
"2112",2017-03-30,20367.75,20277.36,20367.75,20217.75,"418850000"
"2113",2017-03-31,20492.94,20329.99,20495.62,20306.09,"452160000"
"2114",2017-04-03,20242.88,20510.37,20540.39,20242.88,"573940000"
"2115",2017-04-04,20257.1,20212.98,20287.1,20094.79,"525030000"
"2116",2017-04-05,20253.37,20244.1,20401.93,20215.47,"465200000"
"2117",2017-04-06,20296.97,20121.5,20339.81,20025.62,"438350000"
"2118",2017-04-07,20300.06,20271.06,20335.29,20213.77,"393140000"
"2119",2017-04-10,20202.05,20318.16,20322.04,20141.85,"350010000"
"2120",2017-04-11,20109.06,20104.8,20199.26,19976.47,"480210000"
"2121",2017-04-12,20004.93,20153.35,20285.87,19980.64,"448720000"
"2122",2017-04-13,19773.68,19918.39,19944.07,19764.41,"427430000"
"2123",2017-04-18,19442.71,19811.03,19844.53,19442.71,"528900000"
"2124",2017-04-19,19824.61,19492.45,19824.61,19492.45,"549520000"
"2125",2017-04-20,19849.44,19720.59,19925.77,19709.47,"502920000"
"2126",2017-04-21,19741.75,19861.81,19931.59,19676.61,"654550000"
"2127",2017-04-24,20684.41,20197.87,20684.41,20177.6,"1.09e+09"
"2128",2017-04-25,20805.52,20717.54,20883.66,20598.93,"583800000"
"2129",2017-04-26,20836.51,20751.12,20836.51,20643.32,"537850000"
"2130",2017-04-27,20597.34,20753.4,20786.3,20597.34,"479880000"
"2131",2017-04-28,20609.16,20590.93,20708.43,20581.11,"489790000"
"2132",2017-05-02,20733.25,20697.77,20779.56,20629.9,"432750000"
"2133",2017-05-03,20759.31,20712.54,20764.14,20619.68,"398250000"
"2134",2017-05-04,21169.92,20818.69,21198.12,20794.13,"777650000"
"2135",2017-05-05,21483.86,21166.11,21498.07,21067.95,"798250000"
"2136",2017-05-08,21428.1,21623.69,21623.69,21315.54,"576810000"
"2137",2017-05-09,21486.95,21485,21664.14,21466.49,"546870000"
"2138",2017-05-10,21552.81,21493.46,21566.68,21356.6,"551290000"
"2139",2017-05-11,21482.52,21658.1,21696.78,21331.72,"589370000"
"2140",2017-05-12,21575.45,21536.97,21639.5,21485.89,"580360000"
"2141",2017-05-15,21704.46,21623.06,21724.48,21559.86,"441100000"
"2142",2017-05-16,21787.9,21685.29,21828.77,21645.87,"514500000"
"2143",2017-05-17,21283.72,21617.93,21703.29,21214.22,"623850000"
"2144",2017-05-18,21299.26,21236.42,21315.89,20808.34,"813090000"
"2145",2017-05-19,21567.52,21399.71,21572.72,21339.67,"569060000"
"2146",2017-05-22,21318.58,21338.3,21404.12,21242.75,"427840000"
"2147",2017-05-23,21415.74,21294.65,21477.78,21290.65,"472930000"
"2148",2017-05-24,21369.73,21373.24,21424.83,21289.91,"437200000"
"2149",2017-05-25,21291.72,21433.58,21448.42,21180.06,"379140000"
"2150",2017-05-26,21210.57,21206.44,21245.73,21001.29,"418090000"
"2151",2017-05-29,20783.82,21169.28,21169.28,20742.74,"363460000"
"2152",2017-05-30,20814.48,20660.82,20832.18,20572.22,"508020000"
"2153",2017-05-31,20731.68,20852.62,20937.49,20694.45,"663160000"
"2154",2017-06-01,20936.07,20781.43,21007.78,20732.27,"399540000"
"2155",2017-06-02,20928.24,21035.63,21156.26,20862.98,"368470000"
"2156",2017-06-05,20721.04,20901.18,20950.43,20712.38,"263850000"
"2157",2017-06-06,20760.01,20618.37,20777.87,20577.6,"369990000"
"2158",2017-06-07,20739.91,20743.54,20966.87,20650.51,"433380000"
"2159",2017-06-08,21042.41,20746.85,21093.53,20662.28,"516620000"
"2160",2017-06-09,21122.42,21045.19,21271.49,20948.38,"458840000"
"2161",2017-06-12,20910.23,21077.46,21161.34,20910.23,"411320000"
"2162",2017-06-13,21088.78,20988.55,21168.72,20949.07,"364980000"
"2163",2017-06-14,20960.55,21095.34,21198.48,20960.55,"452110000"
"2164",2017-06-15,20847.51,20928.53,20937.01,20731.58,"509890000"
"2165",2017-06-16,20940.73,20999.93,21041.89,20801.81,"569220000"
"2166",2017-06-19,21014.25,20989.24,21114.91,20901.94,"338690000"
"2167",2017-06-20,20810.02,21069.71,21088.41,20810.02,"311790000"
"2168",2017-06-21,21071.91,20769.17,21093.27,20587.12,"461380000"
"2169",2017-06-22,20930.26,20978.64,20978.64,20842.78,"351960000"
"2170",2017-06-23,20833.88,20934.6,21009.44,20744.23,"274780000"
"2171",2017-06-26,21001.95,20989.61,21174.18,20951.94,"485570000"
"2172",2017-06-27,20790.86,20966.5,21047.43,20781.68,"457060000"
"2173",2017-06-28,21047.8,20705.73,21048.23,20613.73,"537880000"
"2174",2017-06-29,20704.65,21148.34,21155.29,20674.17,"599910000"
"2175",2017-06-30,20584.23,20752.48,20838.06,20537.35,"449490000"
"2176",2017-07-03,21013.14,20710.89,21021.56,20703.95,"432110000"
"2177",2017-07-04,21031.05,20961.93,21085.38,20925.95,"336850000"
"2178",2017-07-05,20939.39,20988.34,21084.03,20881.45,"380260000"
"2179",2017-07-06,21084.19,20951.26,21084.19,20854.41,"404360000"
"2180",2017-07-07,21015.1,21061.83,21081.68,20922.27,"310460000"
"2181",2017-07-10,21190.67,21140.15,21210.93,21086.67,"358780000"
"2182",2017-07-11,21111.7,21217.22,21302.58,21078.17,"416840000"
"2183",2017-07-12,21432.55,21193.49,21459.96,21187.8,"388330000"
"2184",2017-07-13,21521.91,21448.84,21530.05,21394.55,"405480000"
"2185",2017-07-14,21492.29,21523.59,21561.48,21392.76,"381010000"
"2186",2017-07-17,21484.84,21504.72,21571.43,21449.18,"316900000"
"2187",2017-07-18,21358.2,21419.29,21538.99,21293.03,"376920000"
"2188",2017-07-19,21478.95,21403.97,21478.95,21333.68,"296750000"
"2189",2017-07-20,21438.63,21526.92,21592.82,21403.32,"382470000"
"2190",2017-07-21,21202.16,21426.78,21469.14,21149.58,"383340000"
"2191",2017-07-24,21326.58,21190.86,21364.94,21149.29,"411990000"
"2192",2017-07-25,21457.45,21348.75,21569.35,21348.75,"420340000"
"2193",2017-07-26,21577.56,21497.18,21577.56,21452.64,"312130000"
"2194",2017-07-27,21634.72,21536.4,21690.61,21512.86,"314240000"
"2195",2017-07-28,21430.36,21561.96,21572.5,21383.98,"380920000"
"2196",2017-07-31,21486.91,21441.65,21588.34,21441.53,"370090000"
"2197",2017-08-01,21612.81,21543.1,21612.81,21471.09,"380860000"
"2198",2017-08-02,21573.61,21636.7,21659.42,21507.06,"272280000"
"2199",2017-08-03,21793.72,21626.59,21793.72,21525.12,"358430000"
"2200",2017-08-04,21935.79,21774.41,21961.74,21722.4,"358340000"
"2201",2017-08-07,22031.17,21978.01,22035.54,21942.47,"251750000"
"2202",2017-08-08,22048.3,22002.15,22065.42,21947.02,"255140000"
"2203",2017-08-09,21848.37,21925.64,21958.39,21745.72,"333620000"
"2204",2017-08-10,21681.61,21836.58,21867.29,21647.07,"266780000"
"2205",2017-08-11,21354.02,21558.29,21569.98,21329.21,"316290000"
"2206",2017-08-14,21722.11,21476.37,21778.61,21467.53,"267550000"
"2207",2017-08-16,21984.85,21814.4,22012.63,21810.72,"323810000"
"2208",2017-08-17,21788.86,21928.02,22028.02,21788.86,"308940000"
"2209",2017-08-18,21814.96,21582.59,21814.96,21565.97,"279490000"
"2210",2017-08-21,21752.8,21755.75,21842.92,21636.91,"271220000"
"2211",2017-08-22,21729.48,21857.69,21905.5,21616.89,"312120000"
"2212",2017-08-23,21620.28,21740,21844.35,21541.21,"332760000"
"2213",2017-08-24,21729.87,21703.9,21896.47,21679.99,"312140000"
"2214",2017-08-25,21746.5,21743.86,21852.28,21691.41,"226710000"
"2215",2017-08-28,21726.21,21688.23,21805.47,21622.74,"195160000"
"2216",2017-08-29,21408.62,21612.12,21616.18,21335.23,"408640000"
"2217",2017-08-30,21503.46,21538.43,21560.7,21405.91,"264820000"
"2218",2017-08-31,21670.02,21587.54,21767.5,21542.96,"320720000"
"2219",2017-09-01,21858.56,21743.06,21885.84,21732.58,"309210000"
"2220",2017-09-04,21790.62,21692.62,21859.36,21689.37,"217720000"
"2221",2017-09-05,21737.69,21806,21916,21708.85,"290290000"
"2222",2017-09-06,21814.56,21607.44,21908.31,21596.91,"314880000"
"2223",2017-09-07,21722.51,21852.96,21875.8,21695.14,"338230000"
"2224",2017-09-08,21776.66,21689.03,21827.63,21581.89,"311790000"
"2225",2017-09-11,22134.11,21901.19,22134.11,21901.19,"354960000"
"2226",2017-09-12,22233.4,22195.57,22308.46,22157.31,"367590000"
"2227",2017-09-13,22233.3,22206.88,22309.95,22193.06,"398700000"
"2228",2017-09-14,22281.14,22201.44,22324.77,22182.99,"422980000"
"2229",2017-09-15,22229.49,22302.07,22302.07,22210.02,"538850000"
"2230",2017-09-18,22364.74,22285.56,22390.96,22274.33,"449030000"
"2231",2017-09-19,22425.42,22357.14,22425.42,22319.08,"290710000"
"2232",2017-09-20,22355.58,22421.7,22462.48,22320.24,"292680000"
"2233",2017-09-21,22491.73,22410.11,22529.86,22399.58,"348850000"
"2234",2017-09-22,22530.83,22449,22613.48,22437.91,"322010000"
"2235",2017-09-25,22389.57,22498.91,22555.57,22367.27,"316750000"
"2236",2017-09-26,22430.65,22376.98,22480.27,22366.42,"296590000"
"2237",2017-09-27,22622.19,22472.64,22650,22464.87,"452160000"
"2238",2017-09-28,22587.67,22656.19,22668.97,22564.03,"386930000"
"2239",2017-09-29,22696.32,22620.92,22696.32,22540.91,"346070000"
"2240",2017-10-02,22811.19,22714.12,22811.19,22660.23,"367490000"
"2241",2017-10-03,22784.82,22828.82,22860.14,22743.84,"286110000"
"2242",2017-10-04,22456.38,22780.35,22782.48,22433.89,"523620000"
"2243",2017-10-05,22566.03,22422,22613.96,22386.8,"454790000"
"2244",2017-10-06,22392.31,22542.37,22556.18,22346.83,"349950000"
"2245",2017-10-09,22476.75,22410.2,22524.38,22365.56,"324090000"
"2246",2017-10-10,22335.91,22426.42,22435.7,22261.17,"403040000"
"2247",2017-10-11,22552.21,22407.03,22555.39,22314.49,"539970000"
"2248",2017-10-12,22398.51,22536.78,22570.66,22377.54,"371850000"
"2249",2017-10-13,22413.54,22421.11,22517.4,22334.82,"418660000"
"2250",2017-10-16,22428.31,22381.56,22497.58,22352.06,"370480000"
"2251",2017-10-17,22337.78,22460.4,22477.14,22304.64,"335900000"
"2252",2017-10-18,22354.69,22340.81,22391.77,22263.87,"280150000"
"2253",2017-10-19,22133.21,22343.64,22394.76,22021.02,"398420000"
"2254",2017-10-20,22346.85,22190.97,22362.23,22165.7,"353400000"
"2255",2017-10-23,22379.16,22377.89,22441.39,22275.02,"261700000"
"2256",2017-10-24,22629.57,22389.52,22650.63,22376.55,"445950000"
"2257",2017-10-25,22446.39,22620.08,22671.56,22434.06,"343920000"
"2258",2017-10-26,22807.42,22473.64,22838.5,22434.71,"452630000"
"2259",2017-10-27,22665.03,22861.25,22899.36,22597.05,"493510000"
"2260",2017-10-30,22752.89,22684.64,22790.09,22639.15,"334840000"
"2261",2017-10-31,22793.69,22774.53,22826.28,22709.44,"332710000"
"2262",2017-11-01,22991.99,22909.89,23061.12,22891.04,"325130000"
"2263",2017-11-02,23046.05,23006.45,23127.77,22935.09,"421860000"
"2264",2017-11-03,23014.13,23099.2,23099.2,22947.66,"319640000"
"2265",2017-11-06,23002.85,23006.94,23038.18,22884.67,"290470000"
"2266",2017-11-07,22962.59,23064.26,23133.42,22962.59,"381810000"
"2267",2017-11-08,22831.3,22991.55,22997.81,22699.11,"469210000"
"2268",2017-11-09,22842.5,22875.5,22962.5,22837.5,
