"","FTSE MIB (FTMIB)_history.csv Date","FTSE MIB (FTMIB)_history.csv Price","FTSE MIB (FTMIB)_history.csv Open","FTSE MIB (FTMIB)_history.csv High","FTSE MIB (FTMIB)_history.csv Low","FTSE MIB (FTMIB)_history.csv Volume"
"579",2011-04-11,22365.93,22397,22510,22344,
"580",2011-04-12,22018.55,22249,22354,21994,
"581",2011-04-13,22096.96,22101,22238,22029,
"582",2011-04-14,21833.72,21998,21998,21724,
"583",2011-04-15,21821.66,21882,21897,21691,
"584",2011-04-18,21184.67,21746,21746,21076,
"585",2011-04-19,21249.9,21226,21338,21163,
"586",2011-04-20,21502.45,21390,21608,21356,
"587",2011-04-21,21810.7,21591,21946,21521,
"588",2011-04-26,21932.78,21766,21996,21743,
"589",2011-04-27,22238.16,21963,22346,21963,
"590",2011-04-28,22380.19,22378,22458,22288,
"591",2011-04-29,22417.96,22408,22453,22298,
"592",2011-05-02,22397.7,22578,22583,22388,
"593",2011-05-03,22315.68,22401,22453,22226,
"594",2011-05-04,21915.32,22259,22444,21879,
"595",2011-05-05,21741.02,21961,22004,21653,
"596",2011-05-06,21953.76,21753,22015,21635,
"597",2011-05-09,21666.4,21848,21938,21578,
"598",2011-05-10,21984.32,21723,22038,21630,
"599",2011-05-11,22031.16,22068,22203,21971,
"600",2011-05-12,21787.69,21828,21891,21658,
"601",2011-05-13,21764.31,21928,22021,21666,
"602",2011-05-16,21685.34,21568,21731,21498,
"603",2011-05-17,21408.94,21646,21773,21371,
"604",2011-05-18,21444.04,21551,21551,21347,
"605",2011-05-19,21559.72,21525,21697,21305,
"606",2011-05-20,21236.87,21605,21680,21192,
"607",2011-05-23,20543.46,20630,20682,20502,
"608",2011-05-24,20582.15,20542,20652,20489,
"609",2011-05-25,20815.73,20471,20866,20414,
"610",2011-05-26,20668.35,20848,21023,20578,
"611",2011-05-27,20830.87,20840,20964,20724,
"612",2011-05-30,20791.48,20849,20896,20734,
"613",2011-05-31,21109.75,20948,21190,20948,
"614",2011-06-01,20866.29,21153,21155,20815,
"615",2011-06-02,20700.93,20745,20925,20700,
"616",2011-06-03,20809.92,20725,20882,20469,
"617",2011-06-06,20525.04,20739,20749,20434,
"618",2011-06-07,20574.49,20504,20659,20462,
"619",2011-06-08,20277.28,20504,20527,20204,
"620",2011-06-09,20389.59,20280,20450,20150,
"621",2011-06-10,20117.49,20355,20410,20030,
"622",2011-06-13,20081.12,20107,20190,20042,
"623",2011-06-14,20358.91,20200,20415,20152,
"624",2011-06-15,19918.52,20282,20282,19888,
"625",2011-06-16,19852.44,19793,19853,19628,
"626",2011-06-17,20096.84,19695,20185,19665,
"627",2011-06-20,19704.29,19649,19732,19497,
"628",2011-06-21,20102.34,19756,20102.34,19736,
"629",2011-06-22,20014.11,20132,20134,19952,
"630",2011-06-23,19468.31,19869,19887,19417,
"631",2011-06-24,19178.75,19675,19775,19110,
"632",2011-06-27,19297.11,19093,19366,19038,
"633",2011-06-28,19454.68,19348,19556,19086,
"634",2011-06-29,19851.47,19616,20030,19579,
"635",2011-06-30,20174.97,19962,20193,19797,
"636",2011-07-01,20516.99,20228,20564,20106,
"637",2011-07-04,20476.15,20519,20533,20427,
"638",2011-07-05,20277.52,20416,20481,20221,
"639",2011-07-06,19783.21,20233,20233,19686,
"640",2011-07-07,19735.63,19918,20082,19690,
"641",2011-07-08,19049.88,19840,19847,18965,
"642",2011-07-11,18295.19,18867,18962,18110,
"643",2011-07-12,18510.53,17912,18545,17385,
"644",2011-07-13,18796.66,18442,18975,18407,
"645",2011-07-14,18640.35,18625,18958,18530,
"646",2011-07-15,18450.45,18538,18724,18359,
"647",2011-07-18,17877,18289,18399,17837,
"648",2011-07-19,18229.47,17994,18387,17969,
"649",2011-07-20,18784.11,18422,18782,18272,
"650",2011-07-21,19490.76,18864,19546,18450,
"651",2011-07-22,19461.14,19715,19915,19380,
"652",2011-07-25,18979.43,19297,19298,18908,
"653",2011-07-26,19029.86,19105,19210,18817,
"654",2011-07-27,18494.27,18905,18910,18312,
"655",2011-07-28,18558.02,18242,18581,18113,
"656",2011-07-29,18527,18336,18585,18095,
"657",2011-08-01,17720.44,18727,18790,17678,
"658",2011-08-02,17249.96,17495,17695,17233,
"659",2011-08-03,17054.24,17060,17518,16845,
"660",2011-08-04,16128.07,17323,17323,16128.07,
"661",2011-08-05,16204,15558,16528,15531,
"662",2011-08-08,15779.79,16034,16789,15515,
"663",2011-08-09,15721.45,15713,16063,15135,
"664",2011-08-10,14723,16238,16238,14691,
"665",2011-08-11,15167.28,15058,15378,14183,
"666",2011-08-12,15888.61,15297.66,15987.85,14866.17,"1.15e+09"
"667",2011-08-16,15750.6,15839.38,15860.39,15362.09,"908570000"
"668",2011-08-17,15950.75,15617.96,16029.05,15475.28,"759590000"
"669",2011-08-18,14970.42,15703.47,15776.79,14871.77,"978430000"
"670",2011-08-19,14602.33,14935.63,14935.63,14425.95,"1.15e+09"
"671",2011-08-22,14861.64,14450.3,15237.52,14424.39,"800940000"
"672",2011-08-23,14707.32,15078.97,15213.46,14557.56,"788170000"
"673",2011-08-24,14981.35,14882.9,15156.18,14699.98,"721480000"
"674",2011-08-25,14944.61,15123.96,15392.36,14832,"985490000"
"675",2011-08-26,14800.01,14927.36,15038.35,14461.22,"718110000"
"676",2011-08-29,15140.98,15028.12,15238.11,14922.31,"422130000"
"677",2011-08-30,15106.28,15280.62,15292.06,14970.61,"592710000"
"678",2011-08-31,15563.2,15178.31,15598.61,15082.27,"754690000"
"679",2011-09-01,15670.82,15588.9,15752.08,15349.68,"710210000"
"680",2011-09-02,15060.79,15448.16,15475.44,15033.45,"710230000"
"681",2011-09-05,14333.91,14733.3,14829.57,14213.09,"757960000"
"682",2011-09-06,14049.71,14275.35,14490,13824.11,"1.09e+09"
"683",2011-09-07,14645.96,14444.21,14645.96,14318.5,"727990000"
"684",2011-09-08,14747.6,14633.14,14919.67,14529.62,"781230000"
"685",2011-09-09,14020.18,14631.77,14686.27,14020.18,"821050000"
"686",2011-09-12,13474.14,13636.77,13814.41,13398.39,"1.29e+09"
"687",2011-09-13,13769.44,13759.95,13877.53,13192.25,"1.25e+09"
"688",2011-09-14,14140.08,13608.23,14142.04,13557.42,"1.06e+09"
"689",2011-09-15,14642.72,14218.15,14809.76,14185.47,"1.09e+09"
"690",2011-09-16,14547.38,14825.96,14924.83,14538.34,"1.56e+09"
"691",2011-09-19,14086.72,14152.38,14434.2,14007.76,"698150000"
"692",2011-09-20,14356.13,13904.77,14372.95,13896.56,"820470000"
"693",2011-09-21,14119.76,14366.25,14537.13,14119.76,"759770000"
"694",2011-09-22,13481.59,13726.72,13882.21,13481.59,"1.1e+09"
"695",2011-09-23,13664.91,13706.09,13739.87,13114.95,"1.07e+09"
"696",2011-09-26,14118.98,13441.42,14337.6,13432.26,"1.37e+09"
"697",2011-09-27,14811.16,14472.49,14811.71,14341.15,"1.18e+09"
"698",2011-09-28,14741.22,14610.19,14985.9,14589.65,"892100000"
"699",2011-09-29,15046.02,14665.35,15170.19,14655.65,"1.02e+09"
"700",2011-09-30,14836.33,14954.34,15078.09,14686.58,"853830000"
"701",2011-10-03,14642.52,14476.15,14806.9,14403.25,"701170000"
"702",2011-10-04,14243.97,14429.7,14518.92,14058.95,"856180000"
"703",2011-10-05,14805.48,14514.95,14805.48,14312.54,"794290000"
"704",2011-10-06,15331.53,14891.53,15331.53,14835.67,"1.01e+09"
"705",2011-10-07,15529,15352.4,15635.59,15275.1,"991080000"
"706",2011-10-10,16098.16,15673.88,16098.16,15622.39,"897310000"
"707",2011-10-11,16036.14,16035.18,16273.34,15789.25,"1.4e+09"
"708",2011-10-12,16505.98,15966.4,16505.98,15900.46,"1.17e+09"
"709",2011-10-13,15894.39,16418.3,16639.15,15878.67,"1.23e+09"
"710",2011-10-14,16289.65,16039.22,16491.72,15796.9,"1.13e+09"
"711",2011-10-17,15914.6,16479.12,16621.15,15794.78,"953900000"
"712",2011-10-18,15970.14,15749.7,16022.91,15652.99,"826010000"
"713",2011-10-19,16293.19,16092.99,16331.79,16050.76,"768480000"
"714",2011-10-20,15677.86,16042.04,16247.49,15677.86,"1.11e+09"
"715",2011-10-21,16116.48,15842.81,16223.26,15805.33,"987020000"
"716",2011-10-24,16232.26,16247.08,16308.66,15877.62,"738400000"
"717",2011-10-25,16060.49,16159.22,16251.57,15880.6,"721750000"
"718",2011-10-26,16071.92,16058.72,16371.93,15973.57,"714900000"
"719",2011-10-27,16954.68,16492.09,16977.59,16460.68,"1.17e+09"
"720",2011-10-28,16653.55,17032.23,17053.41,16561.98,"998180000"
"721",2011-10-31,16017.73,16463.81,16504.89,16017.73,"783710000"
"722",2011-11-01,14928.24,15616.24,15619.39,14854,"1.17e+09"
"723",2011-11-02,15273.31,15158.16,15336.02,14731.8,"1.08e+09"
"724",2011-11-03,15766.16,14904.32,15983.7,14884.74,"1.3e+09"
"725",2011-11-04,15346.55,15890.08,16014.36,15210.73,"1.03e+09"
"726",2011-11-07,15548.94,15187.85,15822.69,14937.09,"1.07e+09"
"727",2011-11-08,15664.06,15600.96,16023.41,15564.02,"897600000"
"728",2011-11-09,15071.77,15893.98,15894.36,14864.57,"1.23e+09"
"729",2011-11-10,15218.34,14867.41,15595.49,14867.41,"1.11e+09"
"730",2011-11-11,15778.85,15292.19,15850.51,15287.61,"1.03e+09"
"731",2011-11-14,15464.45,16017.53,16137.98,15381.04,"1.06e+09"
"732",2011-11-15,15297.6,15281.45,15570.24,14998.06,"1.03e+09"
"733",2011-11-16,15419.2,15240.26,15738.84,15140.26,"1.08e+09"
"734",2011-11-17,15198.31,15328.84,15470.36,15113.11,"765090000"
"735",2011-11-18,15232.56,15061.19,15458.06,15042.9,"777140000"
"736",2011-11-21,14509.94,15065.37,15099.79,14499.26,"750040000"
"737",2011-11-22,14286.06,14636.1,14718.65,14253.38,"708850000"
"738",2011-11-23,13915.78,14122.67,14428.33,13915.78,"779220000"
"739",2011-11-24,13920.58,14036.36,14243.95,13736.12,"753540000"
"740",2011-11-25,13937.4,13922.85,14044.65,13609.71,"727690000"
"741",2011-11-28,14578.23,14128.43,14614.19,14069.43,"814800000"
"742",2011-11-29,14627.37,14557.67,14752.47,14384.06,"739350000"
"743",2011-11-30,15268.66,14462.56,15304.72,14445.39,"1.21e+09"
"744",2011-12-01,15244.62,15276.04,15447.78,15133.6,"844850000"
"745",2011-12-02,15476.09,15425.67,15720.9,15376.84,"945050000"
"746",2011-12-05,15926.47,15769.59,15977.59,15680.98,"986800000"
"747",2011-12-06,15848.21,15783.46,16061.26,15746.59,"788490000"
"748",2011-12-07,15650.93,16070.72,16154.96,15416.51,"959020000"
"749",2011-12-08,14979.07,15737.89,15790.58,14906.95,"841200000"
"750",2011-12-09,15483.91,14878.32,15494.64,14854.3,"918040000"
"751",2011-12-12,14896.73,15393.86,15478.1,14896.73,"711200000"
"752",2011-12-13,14851.25,14936.89,15143.53,14749.58,"690630000"
"753",2011-12-14,14430.02,14800.74,14958.48,14430.02,"778060000"
"754",2011-12-15,14627.69,14509.68,14732.23,14439.63,"807320000"
"755",2011-12-16,14572.22,14674.97,14809.98,14491.39,"1.33e+09"
"756",2011-12-19,14548.2,14467.99,14834.41,14446.85,"664510000"
"757",2011-12-20,14965.18,14562.22,14977.44,14503.52,"690040000"
"758",2011-12-21,14819.86,15100.96,15295.51,14737.36,"1.02e+09"
"759",2011-12-22,15027.44,14957.43,15087.14,14942.93,"563540000"
"760",2011-12-23,15073.99,15166.89,15188.06,15031.62,"460170000"
"761",2011-12-27,14924.01,15138.57,15151.7,14865.22,"220500000"
"762",2011-12-28,14796.55,14934.26,15125.01,14791.21,"332460000"
"763",2011-12-29,14908.53,14868.69,14938.04,14745.01,"274020000"
"764",2011-12-30,15089.74,15028.91,15089.74,14930.18,"210860000"
"765",2012-01-02,15454.62,15095.64,15456.4,15092.3,"269250000"
"766",2012-01-03,15645.56,15534.44,15675.25,15465.15,"486170000"
"767",2012-01-04,15327.03,15611.06,15632.3,15287.5,"466040000"
"768",2012-01-05,14767.22,15345.63,15377.98,14715.36,"682930000"
"769",2012-01-06,14645.64,14801.78,15024.11,14566.61,"621980000"
"770",2012-01-09,14401.55,14702.07,14742.97,14370.97,"629660000"
"771",2012-01-10,14844.81,14541.64,14905.05,14521.51,"780310000"
"772",2012-01-11,14882.44,14830.82,15010.6,14745.65,"673320000"
"773",2012-01-12,15192.79,14950.29,15401.12,14937.32,"945230000"
"774",2012-01-13,15011.09,15381,15429.28,14825.54,"819060000"
"775",2012-01-16,15220.98,14889.62,15247.28,14814.38,"617580000"
"776",2012-01-17,15325.98,15407.78,15505.51,15212.97,"741230000"
"777",2012-01-18,15278,15327.77,15476.41,15132.44,"699920000"
"778",2012-01-19,15651.99,15353.43,15654.32,15244.08,"1.28e+09"
"779",2012-01-20,15632.06,15636.83,15758.59,15529.6,"1.24e+09"
"780",2012-01-23,15907.52,15632.56,15957.43,15594.59,"1.23e+09"
"781",2012-01-24,15929.25,15827.09,15929.25,15683.46,"1.04e+09"
"782",2012-01-25,15840.24,16020.4,16078.66,15708.89,"1.06e+09"
"783",2012-01-26,16111.04,15947.08,16192.83,15850.97,"1.19e+09"
"784",2012-01-27,15946.87,16037.63,16183.96,15911.5,"860330000"
"785",2012-01-30,15753.14,15836.86,15963.55,15624.58,"761870000"
"786",2012-01-31,15828.05,15938.79,16059.55,15827.3,"936910000"
"787",2012-02-01,16264.55,15842.99,16310.19,15832.45,"1.24e+09"
"788",2012-02-02,16276.5,16344.43,16382.67,16129.04,"1.16e+09"
"789",2012-02-03,16439.62,16252.4,16476.66,16169.92,"1.36e+09"
"790",2012-02-06,16389.82,16376.78,16456.35,16244.65,"932680000"
"791",2012-02-07,16491.71,16441.61,16544.52,16236.73,"851370000"
"792",2012-02-08,16669.22,16602.74,16838.4,16602.74,"1.21e+09"
"793",2012-02-09,16653.83,16793.19,16848.25,16554.82,"1.08e+09"
"794",2012-02-10,16361.04,16542.63,16666.56,16345.77,"794150000"
"795",2012-02-13,16369.28,16548.29,16619.22,16333.73,"586460000"
"796",2012-02-14,16445.91,16379.43,16532.45,16317.43,"662150000"
"797",2012-02-15,16513.21,16591.18,16757.85,16437.34,"872840000"
"798",2012-02-16,16369.66,16355.82,16372.16,16178.61,"907200000"
"799",2012-02-17,16547.21,16511.53,16645.73,16425.62,"838600000"
"800",2012-02-20,16724.22,16665.05,16768.1,16623.6,"636930000"
"801",2012-02-21,16710.86,16778.5,16790.1,16545.74,"912090000"
"802",2012-02-22,16557.62,16723.04,16763.89,16549.4,"894900000"
"803",2012-02-23,16312.3,16536.25,16655.38,16238.85,"891830000"
"804",2012-02-24,16487.53,16401.8,16510.8,16317.42,"781890000"
"805",2012-02-27,16308.6,16382.99,16391.83,16143.14,"829740000"
"806",2012-02-28,16345.3,16370.78,16455.72,16164.63,"857330000"
"807",2012-02-29,16351.41,16401.84,16599.63,16327.69,"1.09e+09"
"808",2012-03-01,16830.6,16327.33,16830.6,16259.59,"1.22e+09"
"809",2012-03-02,16902.51,16887.86,16985.78,16792.2,"985460000"
"810",2012-03-05,16787.15,16855.77,16915.17,16619.66,"667890000"
"811",2012-03-06,16218.06,16707.29,16716.73,16218.06,"810320000"
"812",2012-03-07,16398.89,16186.78,16434.91,16168.96,"875950000"
"813",2012-03-08,16664.25,16571.48,16667.55,16391.6,"1.11e+09"
"814",2012-03-09,16479.2,16704.07,16720.85,16431.75,"947190000"
"815",2012-03-12,16457.19,16419.99,16601.28,16353.75,"932660000"
"816",2012-03-13,16799.01,16581.72,16815.99,16562.03,"926050000"
"817",2012-03-14,16850.32,16898.49,17052.51,16799.46,"1.05e+09"
"818",2012-03-15,16993.31,16867.42,16993.31,16765.21,"867040000"
"819",2012-03-16,17081.69,17027.59,17096.88,16892.18,"1.15e+09"
"820",2012-03-19,17133.42,17068.32,17158.65,16964.42,"750820000"
"821",2012-03-20,16953.62,17085.27,17113.28,16903.41,"630500000"
"822",2012-03-21,16734.75,16985.94,17059.98,16617.71,"755150000"
"823",2012-03-22,16450.68,16733.41,16744.69,16336.2,"730780000"
"824",2012-03-23,16485.24,16495.48,16556.74,16216.13,"883840000"
"825",2012-03-26,16619.11,16546.67,16668.79,16318.05,"712490000"
"826",2012-03-27,16498.73,16716.36,16793.61,16494.17,"755580000"
"827",2012-03-28,16451.71,16455.16,16631.77,16425.28,"863640000"
"828",2012-03-29,15908.85,16396.99,16478.04,15897.09,"1.19e+09"
"829",2012-03-30,15980.07,16009.16,16052.46,15782.36,"1.13e+09"
"830",2012-04-02,15948.86,15978.34,15986.36,15671.33,"930420000"
"831",2012-04-03,15624.23,15884.26,16014.39,15624.23,"982490000"
"832",2012-04-04,15245.92,15579.75,15640.92,15245.92,"1e+09"
"833",2012-04-05,15216.02,15264.96,15361.71,14919.56,"1.12e+09"
"834",2012-04-10,14458.88,14980.67,15006.96,14448.22,"993550000"
"835",2012-04-11,14689.84,14478.77,14856.41,14367.82,"1.03e+09"
"836",2012-04-12,14869.91,14742.61,14892.74,14412.49,"987020000"
"837",2012-04-13,14359.5,14799.56,14862.49,14292.33,"895660000"
"838",2012-04-16,14411.24,14270.26,14708.54,14258.71,"831390000"
"839",2012-04-17,14942.05,14356.67,14957.27,14345.61,"926630000"
"840",2012-04-18,14580.15,14904.66,14944.07,14531.39,"871730000"
"841",2012-04-19,14287.27,14678.19,14769.25,14287.27,"952680000"
"842",2012-04-20,14401.78,14273.34,14489.71,14145.65,"883290000"
"843",2012-04-23,13849.55,14213.45,14214.25,13834.94,"889960000"
"844",2012-04-24,14192.77,13951.48,14195.43,13828.63,"859110000"
"845",2012-04-25,14606.43,14247.21,14724.37,14247.21,"806620000"
"846",2012-04-26,14509.96,14632.63,14779.48,14347.01,"783460000"
"847",2012-04-27,14778.9,14344.5,14810.51,14233.65,"846200000"
"848",2012-04-30,14592.34,14867.57,14912.78,14562.5,"624410000"
"849",2012-05-02,14213.17,14768.61,14820.4,14146.1,"872460000"
"850",2012-05-03,14118.13,14323.88,14437.18,14075.08,"859820000"
"851",2012-05-04,13918.57,14107.12,14299.24,13849.6,"704410000"
"852",2012-05-07,14275.35,13617.02,14305.76,13583.71,"703700000"
"853",2012-05-08,13936.7,14224.27,14315.97,13866.34,"833510000"
"854",2012-05-09,13771.82,14020.44,14058.76,13592.15,"1e+09"
"855",2012-05-10,14004.94,13903.95,14129.31,13637.76,"1.25e+09"
"856",2012-05-11,14045.35,13877.92,14071.45,13784.89,"906030000"
"857",2012-05-14,13660.87,13867.36,13875.93,13532.43,"947510000"
"858",2012-05-15,13311.36,13740.16,13840.13,13263.96,"1.08e+09"
"859",2012-05-16,13283.55,13196.54,13507.7,13049.1,"1.05e+09"
"860",2012-05-17,13089.26,13314.54,13339.08,12931.5,"893210000"
"861",2012-05-18,13048.9,12919.3,13321,12863.02,"1.01e+09"
"862",2012-05-21,13012.04,12841.67,13080.47,12781.56,"780050000"
"863",2012-05-22,13456.03,13145.75,13499.77,13133.91,"970340000"
"864",2012-05-23,12960.87,13273.04,13313.14,12906.41,"854750000"
"865",2012-05-24,13107.8,13093.32,13156.82,12801.58,"838660000"
"866",2012-05-25,13154.8,13126.69,13291.23,13000.37,"755860000"
"867",2012-05-28,13057.26,13259.11,13317.69,13018.6,"578450000"
"868",2012-05-29,13107.13,13151.49,13204.4,12956.17,"849510000"
"869",2012-05-30,12872.58,13013.29,13168.15,12794.51,"1.01e+09"
"870",2012-05-31,12873.84,12938.57,13035.54,12764.68,"881690000"
"871",2012-06-01,12739.98,12919.19,12952.82,12568.05,"860890000"
"872",2012-06-04,12891.96,12643.94,13044.28,12635.36,"734320000"
"873",2012-06-05,12973.66,12998.72,13075.13,12851.03,"777390000"
"874",2012-06-06,13427.15,13085.57,13427.15,13012.06,"1.13e+09"
"875",2012-06-07,13545.32,13432.48,13702.66,13375.28,"1.02e+09"
"876",2012-06-08,13445.46,13398.32,13518.98,13228.92,"961820000"
"877",2012-06-11,13070.75,13726.6,13778.91,13070.75,"1.28e+09"
"878",2012-06-12,12979.69,13038.95,13115.11,12797.52,"1.2e+09"
"879",2012-06-13,12894.8,13000.62,13122.5,12809.73,"982320000"
"880",2012-06-14,13084.62,12880.88,13084.62,12731.54,"850860000"
"881",2012-06-15,13390.69,13161.71,13411.63,13142.78,"1.73e+09"
"882",2012-06-18,13009.63,13529.86,13554.99,12972.31,"948670000"
"883",2012-06-19,13445.46,13047.96,13464.47,12897.43,"1.07e+09"
"884",2012-06-20,13732.16,13437.05,13789.86,13414.24,"986130000"
"885",2012-06-21,13751.63,13653.96,13997.11,13599.2,"1.17e+09"
"886",2012-06-22,13662.8,13625.21,13939.13,13586.94,"1.24e+09"
"887",2012-06-25,13113.78,13612.26,13633.24,13104.11,"863290000"
"888",2012-06-26,12968.18,13124.21,13253.27,12914.35,"859050000"
"889",2012-06-27,13302.77,13054.67,13342.02,12968.07,"691880000"
"890",2012-06-28,13391.3,13333.17,13443.72,13129.31,"830630000"
"891",2012-06-29,14274.37,13762.14,14274.37,13690.13,"1.29e+09"
"892",2012-07-02,14308.79,14275.74,14511.51,14173.41,"1.01e+09"
"893",2012-07-03,14494.41,14337.07,14516.49,14302.09,"744290000"
"894",2012-07-04,14381.2,14479.39,14505.67,14263.07,"579520000"
"895",2012-07-05,14088.74,14398.48,14488.07,13860.26,"1.08e+09"
"896",2012-07-06,13732.07,14033.07,14087.21,13732.07,"747410000"
"897",2012-07-09,13812.65,13702.88,13892.08,13601.47,"743450000"
"898",2012-07-10,13868.27,13836.98,14102.87,13719.2,"677350000"
"899",2012-07-11,13861.42,13793.06,13921.62,13731.37,"562530000"
"900",2012-07-12,13583.82,13802.67,13814.42,13499.9,"655530000"
"901",2012-07-13,13714.68,13615.45,13763.63,13472.06,"631940000"
"902",2012-07-16,13664.81,13674.6,13760.15,13549.26,"475690000"
"903",2012-07-17,13536.73,13706.5,13822.13,13501.73,"592800000"
"904",2012-07-18,13594.39,13606,13620.83,13405.29,"703530000"
"905",2012-07-19,13666.49,13654.46,13698.19,13495.48,"727570000"
"906",2012-07-20,13067.22,13620.66,13657.07,13004.16,"1.02e+09"
"907",2012-07-23,12706.36,12855.52,12889.95,12388.97,"1.11e+09"
"908",2012-07-24,12362.51,12745.36,12788.45,12299.99,"637110000"
"909",2012-07-25,12506.74,12357.7,12656.38,12295.76,"570490000"
"910",2012-07-26,13210.04,12512.69,13210.04,12430.42,"894900000"
"911",2012-07-27,13596.88,13298.01,13611.15,13086.2,"836310000"
"912",2012-07-30,13978.04,13664.56,13987.26,13658.52,"753490000"
"913",2012-07-31,13890.99,13980.7,14110.79,13741.58,"742680000"
"914",2012-08-01,13928.59,13848.81,13986.31,13763.34,"555080000"
"915",2012-08-02,13282.55,13943.85,14337.74,13282.55,"1.09e+09"
"916",2012-08-03,14124.89,13405.55,14124.89,13204.91,"971090000"
"917",2012-08-06,14342.03,14101.49,14405.5,13973.22,"804990000"
"918",2012-08-07,14655.64,14321.96,14718,14260.16,"846820000"
"919",2012-08-08,14665.3,14638.62,14713.94,14469.92,"718560000"
"920",2012-08-09,14654.11,14737.37,14789.01,14471.37,"695040000"
"921",2012-08-10,14548.64,14557.04,14630.34,14434.11,"445730000"
"922",2012-08-13,14532.87,14533.34,14701.81,14477.36,"458030000"
"923",2012-08-14,14656.87,14605.61,14677.5,14579.14,"385220000"
"924",2012-08-16,14930.3,14664.58,14952.9,14628.08,"745060000"
"925",2012-08-17,15124.69,15055.1,15223.72,15004.72,"1.07e+09"
"926",2012-08-20,14971.88,15141.21,15345.58,14762.89,"1.22e+09"
"927",2012-08-21,15330.46,15058.3,15348.8,15044.33,"897700000"
"928",2012-08-22,15161.18,15223.52,15358.98,15118.42,"863520000"
"929",2012-08-23,14953.76,15275.68,15335.08,14855.09,"713210000"
"930",2012-08-24,14880.68,14945.63,14959.11,14709.34,"588920000"
"931",2012-08-27,15012.87,14870.86,15059.18,14801.1,"431290000"
"932",2012-08-28,14993.01,14951.24,15081.1,14905.22,"517720000"
"933",2012-08-29,14943.57,15028.2,15075.92,14880.82,"646060000"
"934",2012-08-30,14780.55,14896.32,15001.62,14722.33,"491390000"
"935",2012-08-31,15100.48,14806.75,15124.98,14773.16,"758470000"
"936",2012-09-03,15267.17,15068.45,15275.2,15040.03,"494290000"
"937",2012-09-04,15222.63,15297.15,15383.41,15185.65,"662300000"
"938",2012-09-05,15128.08,15220.33,15311.08,15021.56,"664900000"
"939",2012-09-06,15780.32,15189.5,15788.56,15141.2,"1.36e+09"
"940",2012-09-07,16110.27,15940.17,16195.24,15899.94,"1.75e+09"
"941",2012-09-10,16092.06,16099.87,16159.92,15975.4,"951240000"
"942",2012-09-11,16226.66,15985.21,16243.23,15842.76,"977740000"
"943",2012-09-12,16419.79,16262.83,16504.54,16200.97,"1.28e+09"
"944",2012-09-13,16244.28,16449.84,16467.07,16119.2,"907960000"
"945",2012-09-14,16624.45,16615.82,16694.79,16493.1,"1.09e+09"
"946",2012-09-17,16470.09,16523.54,16572.16,16403.39,"797030000"
"947",2012-09-18,16076.03,16365.71,16394.45,16042.61,"917460000"
"948",2012-09-19,16100.23,16129.3,16250.17,15958.41,"918750000"
"949",2012-09-20,15830.28,15944.48,16046.35,15734.35,"913400000"
"950",2012-09-21,15991.1,15919.51,16065.05,15848.85,"1.03e+09"
"951",2012-09-24,15867.07,15806.65,15923.32,15719.66,"513140000"
"952",2012-09-25,15932.6,15864.63,15980.38,15624.92,"641290000"
"953",2012-09-26,15408.03,15758.61,15779.99,15330.14,"826990000"
"954",2012-09-27,15450.14,15504.84,15554.04,15354.85,"744260000"
"955",2012-09-28,15095.84,15556.74,15568.33,15095.84,"767790000"
"956",2012-10-01,15523.1,15066.2,15523.1,15056.38,"702540000"
"957",2012-10-02,15495.79,15438.37,15711.99,15356.15,"779250000"
"958",2012-10-03,15535.09,15435.09,15623.45,15404.84,"575080000"
"959",2012-10-04,15511.25,15608.72,15658.66,15415.35,"659020000"
"960",2012-10-05,15876.25,15591.67,15903.89,15523.3,"755960000"
"961",2012-10-08,15562,15728.58,15738.51,15559.27,"509720000"
"962",2012-10-09,15504.65,15589.81,15716.88,15434.82,"723840000"
"963",2012-10-10,15440.63,15441.97,15530.8,15377.71,"588970000"
"964",2012-10-11,15634.45,15338.54,15690.41,15305.52,"773330000"
"965",2012-10-12,15511.94,15575.94,15701.22,15511.94,"678360000"
"966",2012-10-15,15590.72,15501.82,15716.5,15500.12,"539500000"
"967",2012-10-16,15985.16,15694.93,15985.16,15612.07,"881190000"
"968",2012-10-17,16233.84,16040.62,16234.09,15969.57,"978030000"
"969",2012-10-18,16185.45,16248.26,16280.95,15990.08,"989620000"
"970",2012-10-19,15862.31,16147.55,16196.88,15848.26,"764930000"
"971",2012-10-22,15866.78,15862.3,16024.3,15726.38,"674050000"
"972",2012-10-23,15578.95,15920.02,15923.34,15499.26,"684260000"
"973",2012-10-24,15706.56,15618.31,15771.68,15408.24,"649200000"
"974",2012-10-25,15528.47,15689.9,15841.34,15528.47,"688330000"
"975",2012-10-26,15584.86,15406.43,15636.86,15322.8,"721320000"
"976",2012-10-29,15349.12,15492.42,15492.42,15262.94,"554220000"
"977",2012-10-30,15521.77,15410.66,15530.66,15408.19,"448060000"
"978",2012-10-31,15539.71,15580.56,15714.75,15539.71,"576230000"
"979",2012-11-01,15806.73,15484.51,15813.2,15427.16,"508140000"
"980",2012-11-02,15769.28,15802.37,15892.01,15681.19,"581090000"
"981",2012-11-05,15544.4,15675.31,15701.72,15467.48,"452500000"
"982",2012-11-06,15683.71,15559.31,15692.09,15522.5,"394170000"
"983",2012-11-07,15291.78,15800.1,15811.38,15288.18,"666040000"
