"","BIST 100 (XU100)_history.csv Date","BIST 100 (XU100)_history.csv Price","BIST 100 (XU100)_history.csv Open","BIST 100 (XU100)_history.csv High","BIST 100 (XU100)_history.csv Low","BIST 100 (XU100)_history.csv Volume"
"887",2012-07-05,61972.14,62977,63158.45,61972.14,"461610"
"888",2012-07-06,62780.58,62118.12,62790.25,61945.61,"389190"
"889",2012-07-09,62608.13,62725.43,63022.4,62420.64,"327290"
"890",2012-07-10,63123.95,62682.87,63575.71,62554.56,"413840"
"891",2012-07-11,63048.76,63138.63,63548.97,62884.68,"440350"
"892",2012-07-12,62324.64,63051.74,63088.42,62107.6,"353950"
"893",2012-07-13,62662.16,62476.78,62830.79,62298.87,"328000"
"894",2012-07-16,62675.31,62717.15,63019.76,62428.38,"341370"
"895",2012-07-17,62472.82,62929.81,62943.96,62361.12,"350500"
"896",2012-07-18,62444.93,62568.93,62902.15,62107.55,"427730"
"897",2012-07-19,62340.84,62677.76,62778.97,62307.1,"371360"
"898",2012-07-20,61792.16,62383.68,62474.31,61404.86,"378530"
"899",2012-07-23,60736.81,61390.59,61390.59,60466.68,"326420"
"900",2012-07-24,61303.26,60832.05,61573.86,60640.77,"386270"
"901",2012-07-25,61707.54,61167.71,61845.72,61154.06,"384180"
"902",2012-07-26,63840.98,61895.53,63840.98,61895.53,"531160"
"903",2012-07-27,64372.81,63853.86,64498.27,63647.4,"487830"
"904",2012-07-30,65032.05,64522.86,65150.56,64151.83,"483760"
"905",2012-07-31,64259.54,64929.35,65189.82,64007.92,"506210"
"906",2012-08-01,64081.17,64206.63,64546.08,63924.17,"344780"
"907",2012-08-02,63777.91,64026.52,64567.08,63265.15,"558880"
"908",2012-08-03,65303.64,63794.23,65444.94,63513.05,"490490"
"909",2012-08-06,65576.79,65320.43,66140.92,65320.43,"476260"
"910",2012-08-07,64938.36,65664.52,65924.15,64840.98,"430370"
"911",2012-08-08,64698.63,64814.67,65100.19,64592.15,"478190"
"912",2012-08-09,64501.13,64962.77,65247.97,64022,"388820"
"913",2012-08-10,65126,64397.6,65126,64161.2,"339090"
"914",2012-08-13,65148.93,65027.79,65595.81,64984.4,"324560"
"915",2012-08-14,64160.81,65327.71,65386.54,64083.42,"312950"
"916",2012-08-15,64611.75,64168.36,64660.76,63739.79,"354610"
"917",2012-08-16,64916.23,64764.44,65180.87,64764.05,"313620"
"918",2012-08-17,65758.47,65172.51,65953.69,65172.51,"359040"
"919",2012-08-22,66108.84,65808.45,66340.72,65517.93,"296870"
"920",2012-08-23,66079.48,66386.73,66599.17,65905.43,"320470"
"921",2012-08-24,65654.31,65959.75,66272.74,65654.31,"295310"
"922",2012-08-27,65941.56,65695.22,66082.59,65695.22,"281230"
"923",2012-08-28,66139.3,66059.71,66576.35,66023.17,"411110"
"924",2012-08-29,66152.55,66213.19,66399.52,65858,"329820"
"925",2012-08-31,67367.95,65936.21,67367.95,65803.56,"423780"
"926",2012-09-03,67208.22,67304.02,67441.2,66862.79,"324870"
"927",2012-09-04,66898.1,67304.73,67507.09,66863.48,"467020"
"928",2012-09-05,67559.48,66984.65,67717.27,66709.08,"419310"
"929",2012-09-06,67714.84,67823.18,67876.44,67069.21,"453000"
"930",2012-09-07,67937.05,67773.67,68266.42,67447.69,"546220"
"931",2012-09-10,68121.6,68121.96,68431.1,68047.73,"429760"
"932",2012-09-11,68105.07,68079.65,68382.73,67897.53,"395830"
"933",2012-09-12,68184,68246.77,68540.68,68019.88,"451480"
"934",2012-09-13,67290.68,68318.21,68460.42,67256.46,"383120"
"935",2012-09-14,68180.49,68151.98,68537.63,68008.48,"516270"
"936",2012-09-17,68092.28,68005.06,68258.67,67784.78,"384510"
"937",2012-09-18,67600.35,68065.72,68183.23,67379.53,"428710"
"938",2012-09-19,67114.82,67890.29,67968.39,66909.24,"529120"
"939",2012-09-20,67001.68,66712,67125.85,66473.11,"394070"
"940",2012-09-21,67891.46,67289.13,68142.93,67199.05,"454750"
"941",2012-09-24,67207.14,67419.16,67723.62,66827.55,"408620"
"942",2012-09-25,67809.58,67329.26,67809.58,66975.25,"473290"
"943",2012-09-26,66675.67,67411.27,68001.13,66653.11,"543820"
"944",2012-09-27,66770.56,67015.18,67153.55,66739.57,"417690"
"945",2012-09-28,66396.71,67073.96,67192.72,66093.97,"377420"
"946",2012-10-01,66754.88,66270.14,66874.84,65967.41,"412330"
"947",2012-10-02,67498.2,66898.38,67582.32,66898.38,"437090"
"948",2012-10-03,66822.36,67515.04,67809.44,66803.1,"431220"
"949",2012-10-04,66909.38,66635.55,66952.95,65639.64,"618100"
"950",2012-10-05,67383.68,67164.8,67736.59,67116.21,"496090"
"951",2012-10-08,67435.37,67345.61,67608.02,67103.57,"393630"
"952",2012-10-09,68062.86,67698.25,68126.43,67328.15,"445000"
"953",2012-10-10,68457.58,67914.24,68597.71,67869.28,"485930"
"954",2012-10-11,69577.6,68564.58,69656.61,68502.89,"611680"
"955",2012-10-12,69603.13,69677.88,69969.05,69407.45,"479460"
"956",2012-10-15,69769.73,69562.97,70001.17,69277.49,"344960"
"957",2012-10-16,70281.72,70216.12,70619.84,70112.3,"448720"
"958",2012-10-17,70686.5,70512.99,70828.63,70406.06,"375300"
"959",2012-10-18,70355.84,70868.74,70923.16,70265.58,"385090"
"960",2012-10-19,70774.02,70394.14,70817.09,70147.44,"376230"
"961",2012-10-22,71219.47,70800.44,71294.92,70756.99,"375410"
"962",2012-10-23,70762.31,71338.42,71341.96,70556.35,"330980"
"963",2012-10-24,70708.41,70910.83,71013.54,70531.86,"131030"
"964",2012-10-30,71716.91,70676.54,71716.91,70629.47,"310690"
"965",2012-10-31,72528.97,71843.83,72703.01,71843.83,"603110"
"966",2012-11-01,72552.51,72574.24,72940.82,72164.52,"626630"
"967",2012-11-02,71422.61,72513.49,72513.49,71329.77,"512610"
"968",2012-11-05,72737.1,71615.09,73313.87,71092.91,"656790"
"969",2012-11-06,72039.74,72696.23,72851.24,71950.74,"586840"
"970",2012-11-07,71604.91,72422.71,72805.22,71601.35,"547010"
"971",2012-11-08,72649.83,71797.23,72664.32,71455.44,"552060"
"972",2012-11-09,71820.28,72756.56,73013.99,71659.44,"552830"
"973",2012-11-12,71357.03,71818.19,71884.25,71357.03,"383700"
"974",2012-11-13,72015.2,71194.48,72015.2,71042.97,"460410"
"975",2012-11-14,71325.57,72080.11,72552.76,71325.57,"452520"
"976",2012-11-15,71597.22,71347.88,71623.19,71253.24,"344790"
"977",2012-11-16,70790.51,71555.55,71763.74,70759.68,"574710"
"978",2012-11-19,70607.4,70938.81,71143.36,70224.38,"639670"
"979",2012-11-20,70636.74,70822.76,71083.48,70556.08,"449780"
"980",2012-11-21,70460.76,70599.25,71435.5,70243.9,"639320"
"981",2012-11-22,69926.07,70692.48,71058.01,69926.07,"507960"
"982",2012-11-23,71004.31,70149.13,71079.31,69817.03,"462430"
"983",2012-11-26,71866.85,71183.76,71910.88,71107.93,"473240"
"984",2012-11-27,71999.71,72072.24,72608.25,71655.1,"650550"
"985",2012-11-28,71974.49,72159.22,72462.3,71566.22,"545180"
"986",2012-11-29,72448.89,72325.28,72891.74,72325.28,"534610"
"987",2012-11-30,73058.51,72636.8,73074.64,72418.55,"510020"
"988",2012-12-03,74298.91,73125.79,74298.91,73125.79,"563130"
"989",2012-12-04,75522.65,74226.88,75547.43,74185.02,"689670"
"990",2012-12-05,76038.35,75920.4,76131.88,75095.6,"715270"
"991",2012-12-06,75785.58,75736.08,76247.04,75539.88,"656150"
"992",2012-12-07,76242.2,75677.96,76346.25,75437.55,"631830"
"993",2012-12-10,76734.4,76236.01,76954.33,76047.54,"613810"
"994",2012-12-11,76814.77,76823.63,77573.22,76750.44,"842060"
"995",2012-12-12,77404.37,77027.55,77466.41,76731.7,"553280"
"996",2012-12-13,76963.34,77620.16,77804.38,76889.34,"505790"
"997",2012-12-14,76293.15,77089.16,77362.79,76204.29,"400980"
"998",2012-12-17,77466.9,76382.45,77529.4,76300.76,"481150"
"999",2012-12-18,77298.45,77844.94,78136.69,77260.82,"493640"
"1000",2012-12-19,76810.26,77625.13,77889.68,76801.86,"488240"
"1001",2012-12-20,76814.43,76826.7,77435.52,76658.71,"437090"
"1002",2012-12-21,76684.74,76467.23,76892.51,76408.56,"489350"
"1003",2012-12-24,77314.46,76811.17,77544.83,76719.77,"512530"
"1004",2012-12-25,77596.24,77485.82,77783.69,77451.94,"389970"
"1005",2012-12-26,77991.1,77852.44,78239.93,77731.29,"628720"
"1006",2012-12-27,78454.19,78103.39,78862.07,78103.39,"516770"
"1007",2012-12-28,78579.08,79008.08,79077.32,78311.97,"372590"
"1008",2012-12-31,78208.44,78541.95,78671.98,77676.06,"335080"
"1009",2013-01-01,78208.44,78208.44,78208.44,78208.44,
"1010",2013-01-02,79642.08,78857.34,79689.4,78680.79,"541500"
"1011",2013-01-03,80033.33,79777.24,80165.66,79392.47,"689570"
"1012",2013-01-04,79563.95,79756.88,79959.54,79293.65,"545990"
"1013",2013-01-07,80224.41,79800.65,80443.67,79674.06,"553650"
"1014",2013-01-08,80161.71,80394.87,81077.86,80022.67,"730480"
"1015",2013-01-09,81149.13,80417.23,81150.53,79815.05,"741750"
"1016",2013-01-10,80837.46,81416.08,81505.03,80476.99,"848280"
"1017",2013-01-11,81033.52,81053.04,81351.89,80738.85,"671190"
"1018",2013-01-14,81990.01,81417.2,82219.54,81229.43,"783250"
"1019",2013-01-15,82406.13,81998.62,82512.28,81706.43,"591690"
"1020",2013-01-16,84082.15,82608.62,84173.73,82516.45,"680900"
"1021",2013-01-17,84860.26,84405.25,85395.19,84294.67,"801080"
"1022",2013-01-18,85004.87,85182.14,85596.65,84209.93,"808590"
"1023",2013-01-21,85281.53,85297.46,85719.36,84901.55,"604770"
"1024",2013-01-22,85646.87,85459.72,86497.46,84532.49,"973970"
"1025",2013-01-23,86340.97,85835.22,86497.17,85680.92,"776720"
"1026",2013-01-24,86437.89,86518.17,86787.15,85783.11,"836060"
"1027",2013-01-25,84755.1,86569.97,86614.59,84666.6,"764350"
"1028",2013-01-28,81165.81,84902.67,84905.52,80702.38,"851330"
"1029",2013-01-29,82178.34,81196.21,82225.44,80038.86,"756350"
"1030",2013-01-30,78982.94,82403.12,82564.52,78917.69,"785900"
"1031",2013-01-31,78783.47,79139.92,80364.4,78647.84,"651290"
"1032",2013-02-01,80221.68,79050,80342.99,78989.19,"557900"
"1033",2013-02-04,80722.66,80413.34,81209.68,79983.4,"676000"
"1034",2013-02-05,80309.85,81011.13,81219.63,79937.99,"529790"
"1035",2013-02-06,80054.41,80293.33,80736.48,79821.49,"536050"
"1036",2013-02-07,78149.29,80147.09,80427.48,78079.29,"648160"
"1037",2013-02-08,78683.99,78324.24,78813.64,77211.22,"735310"
"1038",2013-02-11,77255.83,78831.9,78831.9,77255.83,"486510"
"1039",2013-02-12,78078.81,77516.6,78886.68,77296.6,"536860"
"1040",2013-02-13,77943.39,78549.54,79301.13,77943.39,"556310"
"1041",2013-02-14,77580.5,77973.48,78110.14,76630.45,"541070"
"1042",2013-02-15,78081.4,77773.88,78443.95,76697.64,"555980"
"1043",2013-02-18,77907.51,78419.05,78528.48,77616.14,"448570"
"1044",2013-02-19,78274.87,78017.5,78523.14,77256.6,"512390"
"1045",2013-02-20,78891.26,78533.43,79074.49,78057.57,"560980"
"1046",2013-02-21,77269.15,78350.45,78774.91,77154.43,"597240"
"1047",2013-02-22,75898.69,77607.01,77682.62,75667.54,"534160"
"1048",2013-02-25,76670.32,76073.46,76929,75634.39,"427770"
"1049",2013-02-26,77514.33,75924.48,77955.93,75831.2,"496030"
"1050",2013-02-27,78166.25,77906.17,78429.05,77198.43,"600850"
"1051",2013-02-28,79333.67,78431.56,79506.25,78292.36,"583260"
"1052",2013-03-01,79867.54,79319.9,79995.13,78649.04,"574430"
"1053",2013-03-04,80612.21,79859.31,80770.58,79823.34,"472360"
"1054",2013-03-05,81051.21,80873,81603.65,80805.74,"476220"
"1055",2013-03-06,82173.98,81163.36,82398.7,81163.36,"586140"
"1056",2013-03-07,81834.73,82348.26,82717.57,81546.2,"598180"
"1057",2013-03-08,83541.62,82154.31,83763.78,81894.18,"576670"
"1058",2013-03-11,83119.65,83519.07,83932.95,83119.65,"476530"
"1059",2013-03-12,83347.54,83340.34,83785.8,83044.98,"386560"
"1060",2013-03-13,82619.05,83320.98,83552.32,82612.02,"398900"
"1061",2013-03-14,81981.58,82766,82952.97,81981.58,"353680"
"1062",2013-03-15,83115.48,82541.51,83587.04,82419.46,"482120"
"1063",2013-03-18,83378.82,82298.04,83466.01,82298.04,"386800"
"1064",2013-03-19,82286.32,83703.02,83929.6,82153.84,"409860"
"1065",2013-03-20,82160.84,82488.59,82961.02,82160.84,"323020"
"1066",2013-03-21,82373.94,82109.08,83283.05,82028.07,"447220"
"1067",2013-03-22,82452.04,82399.97,82600.16,81847.66,"338520"
"1068",2013-03-25,82765.64,83032.61,83196.93,82372.19,"359830"
"1069",2013-03-26,83970.92,83046.98,84002.69,82867.6,"462390"
"1070",2013-03-27,84195.16,84155.8,84320.01,83450.41,"489890"
"1071",2013-03-28,85253.95,85057.61,85477.82,84314.72,"545300"
"1072",2013-03-29,85898.99,85397.98,85999.29,85222.67,"471070"
"1073",2013-04-01,86112.33,85811.97,86370.94,85683.07,"355650"
"1074",2013-04-02,86026.67,86091.71,86289.09,85358.13,"467990"
"1075",2013-04-03,84860.07,86190.98,86366.29,84860.07,"484090"
"1076",2013-04-04,83243.81,84803.76,84803.76,83243.81,"511450"
"1077",2013-04-05,82071.25,83536.44,83536.44,82071.25,"519760"
"1078",2013-04-08,83346.51,82299.84,83416.49,82033.19,"443700"
"1079",2013-04-09,82770.42,83598.27,83781.19,82514.04,"468880"
"1080",2013-04-10,82404.32,82865.91,83088.59,82204.37,"430250"
