"","BIST 100 (XU100)_history.csv Date","BIST 100 (XU100)_history.csv Price","BIST 100 (XU100)_history.csv Open","BIST 100 (XU100)_history.csv High","BIST 100 (XU100)_history.csv Low","BIST 100 (XU100)_history.csv Volume"
"59",2009-03-25,25536.39,25001.59,25543.31,24901.74,
"60",2009-03-26,25409.83,25536.39,25753.81,25356.23,
"61",2009-03-27,25697.25,25409.83,25697.25,25396.55,
"62",2009-03-30,25143.61,25697.25,25697.25,24846.07,
"63",2009-03-31,25764.83,25143.61,25764.83,25131.38,
"64",2009-04-01,25943.57,25764.83,26014.84,25558.15,
"65",2009-04-02,26771.17,25943.57,26776.49,25943.57,
"66",2009-04-03,26631.06,26771.17,27180.61,26479.49,
"67",2009-04-06,26650.66,26631.06,27255.26,26523.31,
"68",2009-04-07,26377.63,26650.66,26817.78,26254.46,
"69",2009-04-08,27653.58,26377.63,27653.58,25979.15,
"70",2009-04-09,28546.46,27653.58,28552.29,27653.58,
"71",2009-04-10,28838.28,28546.46,28894.46,28345.1,
"72",2009-04-13,28446.99,28838.28,29097.04,28367.32,
"73",2009-04-14,28160.8,28446.99,28891.98,27960.24,
"74",2009-04-15,28324.29,28160.8,28401.5,27749.05,
"75",2009-04-16,29523.15,28324.29,29531.55,28324.29,
"76",2009-04-17,29445.96,29523.15,29896.64,29336.44,
"77",2009-04-20,28548.43,29445.96,29792.81,28416.53,
"78",2009-04-21,28678.57,28548.43,28737.18,28071.94,
"79",2009-04-22,28956.83,28678.57,29269.06,28678.57,
"80",2009-04-24,29675.54,28956.83,29718.61,28956.83,
"81",2009-04-27,29552.26,29675.54,29792.01,29195.34,
"82",2009-04-28,29189.01,29552.26,29563.76,28971.37,
"83",2009-04-29,30746.39,29189.01,30787.45,29189.01,
"84",2009-04-30,31651.81,30746.39,31819.43,30746.39,
"85",2009-05-04,32170.71,31651.81,32385.07,31651.81,
"86",2009-05-05,33014.23,32170.71,33334.23,32170.71,
"87",2009-05-06,33716.92,33014.23,33863.7,32594.94,
"88",2009-05-07,32842.61,33716.92,34835.66,32776.57,
"89",2009-05-08,32805.72,32842.61,33276.38,31958.32,
"90",2009-05-11,32203.06,32805.72,33079.52,32032.97,
"91",2009-05-12,33043.28,32203.06,33466.74,32099.59,
"92",2009-05-13,32828.9,33043.28,33817.77,32606.37,
"93",2009-05-14,33094.92,32828.9,33124.93,32267.66,
"94",2009-05-15,33484.52,33094.92,33803.08,32914.07,
"95",2009-05-18,33666.08,33484.52,33666.08,32725.06,
"96",2009-05-20,35139.7,33666.08,35223.45,33666.08,
"97",2009-05-21,34720.55,35139.7,35384.07,34498.09,
"98",2009-05-22,35014.5,34720.55,35253.16,34713.92,
"99",2009-05-25,35407.68,35014.5,35407.68,34716.48,
"100",2009-05-26,34860.56,35407.68,35720.06,34381.35,
"101",2009-05-27,35168.73,34860.56,35609.07,34832.23,
"102",2009-05-28,35021.01,35168.73,35229.27,34704.94,
"103",2009-05-29,35002.99,35021.01,35644.74,34836.24,
"104",2009-06-01,36001.65,35002.99,36001.65,35002.99,
"105",2009-06-02,35722.2,36001.65,36214.16,35575.33,
"106",2009-06-03,34932.23,35722.2,35949.14,34795.44,
"107",2009-06-04,34268.89,34932.23,34999.76,34044.59,
"108",2009-06-05,34750.19,34268.89,35027.4,34207.76,
"109",2009-06-08,33655.59,34750.19,34750.19,33496.9,
"110",2009-06-09,33806.65,33655.59,34006.97,33264.78,
"111",2009-06-10,34389.34,33806.65,34548.4,33806.65,
"112",2009-06-11,34723.84,34389.34,34778.66,34202.53,
"113",2009-06-12,34816.71,34723.84,35042.73,34570.66,
"114",2009-06-15,34690.77,34816.71,34904.97,34483.07,
"115",2009-06-16,34537.04,34690.77,34771.46,34328.31,
"116",2009-06-17,34595.39,34537.04,34870.36,34450.07,
"117",2009-06-18,35715.56,34595.39,35715.56,34587.66,
"118",2009-06-19,35819.93,35715.56,36000.34,35198.2,
"119",2009-06-22,35407.2,35819.93,36027.22,35277.39,
"120",2009-06-23,34909.06,35407.2,35407.21,34638.98,
"121",2009-06-24,35758.67,34909.06,35786.64,34909.06,
"122",2009-06-25,36327.65,35758.67,36375.12,35751.07,
"123",2009-06-26,36755.9,36327.65,37188.34,36327.65,
"124",2009-06-29,36841.11,36755.9,37718.77,36601.4,
"125",2009-06-30,36949.2,36841.11,37626.68,36757.88,
"126",2009-07-01,37245.86,36949.2,37274.28,36854.07,
"127",2009-07-02,37038.21,37245.86,37636.25,36891.93,
"128",2009-07-03,36797.55,37038.21,37297.55,36686.12,
"129",2009-07-06,36758.82,36797.55,36797.55,36262.13,
"130",2009-07-07,37212.46,36758.82,37346.79,36715.55,
"131",2009-07-08,37155.95,37212.46,37213.43,36730.93,
"132",2009-07-09,36987.68,37155.95,37631.77,36955.69,
"133",2009-07-10,36780.49,36987.68,37287.33,36497.39,
"134",2009-07-13,37004.58,36780.49,37218.69,36275.32,
"135",2009-07-14,36701.2,37004.58,37689.69,36587.43,
"136",2009-07-15,37914.02,36701.2,37914.02,36701.2,
"137",2009-07-16,38156.32,37914.02,38322.57,37708.32,
"138",2009-07-17,37726.69,38156.32,38378.42,37587.17,
"139",2009-07-20,38250.18,37726.69,38286.26,37726.69,
"140",2009-07-21,38007.79,38250.18,38311.28,37786.03,
"141",2009-07-22,38189.08,38007.79,38347.76,37920.52,
"142",2009-07-23,38901.97,38189.08,38901.97,38189.08,
"143",2009-07-24,39395.38,38901.97,39789.81,38901.97,
"144",2009-07-27,39840.52,39395.38,40195.23,39395.38,
"145",2009-07-28,40001.65,39840.52,40064.5,39531.85,
"146",2009-07-29,40376.64,40001.65,40425.97,39519.78,
"147",2009-07-30,42182.11,40376.64,42182.11,40376.64,
"148",2009-07-31,42641.26,42182.11,43627.53,42072.74,
"149",2009-08-03,44613.74,42641.26,44613.74,42592.09,
"150",2009-08-04,44696.51,44613.74,44852.43,43912.78,
"151",2009-08-05,43899.44,44696.51,45536.75,43708,
"152",2009-08-06,43836.03,43899.44,44243.14,42794.88,
"153",2009-08-07,44767.58,43836.03,44905.44,43320.62,
"154",2009-08-10,44685.62,44767.58,45310.58,44452.71,
"155",2009-08-11,43678.98,44685.62,44947.39,43343.98,
"156",2009-08-12,43889.75,43678.98,43976.71,42524.92,
"157",2009-08-13,44484.23,43889.75,45486.95,43889.75,
"158",2009-08-14,44302.92,44484.23,45253.12,44069.08,
"159",2009-08-17,44290.9,44302.92,44302.92,43102.54,
"160",2009-08-18,44233.36,44290.9,44991.3,43966.25,
"161",2009-08-19,45645,44233.36,45645,43852.1,
"162",2009-08-20,46555.79,45645,46618.71,45645,
"163",2009-08-21,47170.07,46555.79,47219.27,46132.52,
"164",2009-08-24,47771.85,47170.07,48033.91,47022.59,
"165",2009-08-25,48073.35,47771.85,48099.42,47179.23,
"166",2009-08-26,46959.82,48073.35,48334.56,46736.62,
"167",2009-08-27,47383.77,46959.82,47794.72,46959.82,
"168",2009-08-28,47559.69,47383.77,48047.62,47218.81,
"169",2009-08-31,46551.19,47559.69,47559.69,46307.76,
"170",2009-09-01,46935.62,46551.19,47255.62,46202.87,
"171",2009-09-02,45761.03,46935.62,46935.62,45109.02,
"172",2009-09-03,46146.03,45761.03,46174.21,45100.61,
"173",2009-09-04,45160.51,46146.03,46459.83,45086.92,
"174",2009-09-07,45273.98,45160.51,45801.42,44851.73,
"175",2009-09-08,44846.03,45273.98,45395.68,44529.1,
"176",2009-09-09,44585.14,44846.03,44978.91,44206.66,
"177",2009-09-10,44924.12,44585.14,45139.09,44130.19,
"178",2009-09-11,46583.5,44924.12,46583.5,44924.12,
"179",2009-09-14,46490.66,46583.5,46783.9,45936.71,
"180",2009-09-15,45911.46,46490.66,46652.73,45692.17,
"181",2009-09-16,46680.66,45911.46,46997.52,45911.46,
"182",2009-09-17,46965.56,46680.66,47412.37,46499.88,
"183",2009-09-18,47161.22,46965.56,47295.01,46388.07,
"184",2009-09-23,47549.3,47161.22,47751.59,47149.66,
"185",2009-09-24,47980.31,47549.3,48187.16,47229.53,
"186",2009-09-25,47624.97,47980.31,48040.92,47295.78,
"187",2009-09-28,47815.93,47624.97,47877.85,47314.56,
"188",2009-09-29,48364.83,47815.93,48420.09,47815.93,
"189",2009-09-30,47910.3,48364.83,48989.69,47763.95,
"190",2009-10-01,47804.39,47910.3,48432.01,47611.28,
"191",2009-10-02,46856.94,47804.39,47804.39,46169.41,
"192",2009-10-05,47948.41,46856.94,47968.05,46680.23,
"193",2009-10-06,49466.05,47948.41,49536,47948.41,
"194",2009-10-07,49036.08,49466.05,50000.08,48730.09,
"195",2009-10-08,49879.86,49036.08,50196.78,49036.08,
"196",2009-10-09,50217.5,49879.86,50421.17,49464.67,
"197",2009-10-12,51002.98,50217.5,51002.98,50130.11,
"198",2009-10-13,50071.55,51002.98,51274,49911.32,
"199",2009-10-14,51026.08,50071.55,51217.35,50071.55,
"200",2009-10-15,51017.87,51026.08,51486.73,50514.76,
"201",2009-10-16,49790.74,51017.87,51284.55,49705,
"202",2009-10-19,50286.89,49790.74,50363.99,49789.17,
"203",2009-10-20,51050.87,50286.89,51147.84,50286.89,
"204",2009-10-21,51295.19,51050.87,51316.96,50451.57,
"205",2009-10-22,51016.84,51295.19,51295.19,50698.62,
"206",2009-10-23,51380.65,51016.84,51863.13,51016.84,
"207",2009-10-26,51230.09,51380.65,51587.61,50922.15,
"208",2009-10-27,50400.57,51230.09,51230.09,50014.77,
"209",2009-10-28,48906.95,50400.57,50400.57,48683.39,
"210",2009-10-30,47184.71,48906.95,50231.36,46857.66,
"211",2009-11-02,47456.11,47184.71,47497.84,45832.17,
"212",2009-11-03,46335.05,47456.11,47456.11,45815.66,
"213",2009-11-04,47281.44,46335.05,47281.44,45855.92,
"214",2009-11-05,47298.04,47281.44,47324.65,46284.54,
"215",2009-11-06,46969.89,47298.04,47810.45,46666.02,
"216",2009-11-09,47774.52,46969.89,48008.78,46969.89,
"217",2009-11-10,48135.09,47774.52,48414.65,47750.15,
"218",2009-11-11,48864,48135.09,49143.93,48135.09,
"219",2009-11-12,48746.03,48864,49148.69,48246.54,
"220",2009-11-13,48441.9,48746.03,49023.44,48003.76,
"221",2009-11-16,48775.29,48441.9,49149.46,48403.45,
"222",2009-11-17,47243.23,48775.29,48775.29,46844.68,
"223",2009-11-18,46419.87,47243.23,47271.06,46112.48,
"224",2009-11-19,46114.59,46419.87,46668.67,45635.88,
"225",2009-11-20,45230.95,46114.59,46433.3,44798.01,
"226",2009-11-23,45801.42,45230.95,45826.09,44678.51,
"227",2009-11-24,45513.5,45801.42,46032.14,45014.56,
"228",2009-11-25,45538.66,45513.5,46062.31,45081.86,
"229",2009-11-26,45350.17,45538.66,45604.93,44873.95,
"230",2009-12-01,46083.95,45350.17,46179.47,45046.44,
"231",2009-12-02,47898.19,46083.95,47898.19,46083.95,
"232",2009-12-03,49677.2,47898.19,49900.87,47898.19,
"233",2009-12-04,50101.98,49677.2,50237.9,49264.65,
"234",2009-12-07,49915.76,50101.98,50117.46,49228.35,
"235",2009-12-08,49591.37,49915.76,50845.11,49220.74,
"236",2009-12-09,49184.95,49591.37,49789.98,48813.28,
"237",2009-12-10,49594.5,49184.95,49912.18,48750.88,
"238",2009-12-11,49386.42,49594.5,49955.96,49000.8,
"239",2009-12-14,50198.39,49386.42,50402.97,49318.46,
"240",2009-12-15,50449.52,50198.39,50528.29,49760.3,
"241",2009-12-16,50817.25,50449.52,50972.19,50375.96,
"242",2009-12-17,49963.21,50817.25,50932.62,49693.83,
"243",2009-12-18,50138.45,49963.21,50366.79,49908.81,
"244",2009-12-21,51280.9,50138.45,51280.9,50138.45,
"245",2009-12-22,51532.52,51280.9,51695.25,51051.16,
"246",2009-12-23,51162.24,51532.52,51722.69,50999.24,
"247",2009-12-24,51460.7,51162.24,51565.49,51078.97,
"248",2009-12-25,51661.33,51460.7,51661.34,51032.37,
"249",2009-12-28,51619.41,51661.33,52024.83,51496,
"250",2009-12-29,51786.04,51619.41,52063.22,51314.74,
"251",2009-12-30,51668.41,51786.04,52164.71,51258.26,
"252",2009-12-31,52825.02,51668.41,53155.07,51668.41,
"253",2010-01-04,53368.16,52825.02,53368.16,52410.14,
"254",2010-01-05,54115.05,53368.16,54431.86,53368.16,
"255",2010-01-06,54547.36,54115.05,54626.43,53765.12,
"256",2010-01-07,54972.94,54547.36,54972.94,54019.63,
"257",2010-01-08,54797.9,54972.94,55711.55,54575.53,
"258",2010-01-11,53921.06,54797.9,55347.38,53757.69,
"259",2010-01-12,53676.35,53921.06,54253.56,53478.15,
"260",2010-01-13,54627.19,53676.35,54713.09,53345.17,
"261",2010-01-14,54740.6,54627.19,55265.67,54460.34,
"262",2010-01-15,54005.65,54740.6,54779.3,53620.04,
"263",2010-01-18,54550.83,54005.65,54593.5,53864.24,
"264",2010-01-19,55159.6,54550.83,55206.75,54027.07,
"265",2010-01-20,55469.2,55159.6,55911.48,54850.99,
"266",2010-01-21,55301.18,55469.2,55830.79,55097.57,
"267",2010-01-22,53997.49,55301.18,55301.18,53476.6,
"268",2010-01-25,54281,53997.49,54360.87,53586.51,
"269",2010-01-26,54317.48,54281,54317.48,53149.01,
"270",2010-01-27,54071.02,54317.48,54969.21,53875.28,
"271",2010-01-28,54770.45,54071.02,55100.87,54071.02,
"272",2010-01-29,54650.58,54770.45,54985.12,53906.42,
"273",2010-02-01,55526.01,54650.58,55526.01,54492.35,
"274",2010-02-02,55147.64,55526.01,55653.46,54854.39,
"275",2010-02-03,55068.7,55147.64,55734.66,54926.3,
"276",2010-02-04,53463.88,55068.7,55068.7,53217.12,
"277",2010-02-05,51454.89,53463.88,53463.88,51089.26,
"278",2010-02-08,49933.38,51454.89,51832.95,49432.48,
"279",2010-02-09,50826.36,49933.38,51151.55,49933.38,
"280",2010-02-10,50567.5,50826.36,51715.83,50314.1,
"281",2010-02-11,51381.04,50567.5,51577.26,50567.5,
"282",2010-02-12,51063.82,51381.04,52024.48,50702.37,
"283",2010-02-15,51334.42,51063.82,51576.26,50959.01,
"284",2010-02-16,51748.5,51334.42,52006.83,51210.54,
"285",2010-02-17,53273.3,51748.5,53273.3,51748.5,
"286",2010-02-18,52449.79,53273.3,53273.3,52085.1,
"287",2010-02-19,53318.97,52449.79,53318.97,51298.22,
"288",2010-02-22,52592.88,53318.97,54110.26,52326.81,
"289",2010-02-23,51416.56,52592.88,53154.05,51180.88,
"290",2010-02-24,49659.56,51416.56,51416.56,48691.32,
"291",2010-02-25,48739.43,49659.56,50645.46,48080.16,
"292",2010-02-26,49705.49,48739.43,50008.39,48447.32,
"293",2010-03-01,51183.73,49705.49,51184.85,49705.49,
"294",2010-03-02,51476.11,51183.73,51891.05,50847.25,
"295",2010-03-03,51699.05,51476.11,51855.35,50913.81,
"296",2010-03-04,51440.71,51699.05,51699.06,51056.25,
"297",2010-03-05,52625.63,51440.71,52625.63,51440.71,
"298",2010-03-08,53296.54,52625.63,53296.54,52528.74,
"299",2010-03-09,52959.96,53296.54,53562.14,52193.32,
"300",2010-03-10,52753,52959.96,52989.12,52135.1,
"301",2010-03-11,52376.55,52753,52995.8,52036.49,
"302",2010-03-12,52232.99,52376.55,52887.98,51962.16,
"303",2010-03-15,51971.37,52232.99,52369.41,51780.85,
"304",2010-03-16,53233.26,51971.37,53270.52,51971.37,
"305",2010-03-17,54303.66,53233.26,54315.23,53233.26,
"306",2010-03-18,53534.39,54303.66,54303.66,53281.8,
"307",2010-03-19,53436.96,53534.39,53945.89,53212.34,
"308",2010-03-22,53892.39,53436.96,53892.39,53063.43,
"309",2010-03-23,54351.7,53892.39,54642.76,53892.39,
"310",2010-03-24,55136.6,54351.7,55360.15,54269.08,
"311",2010-03-25,57044.66,55136.6,57044.66,55136.6,
"312",2010-03-26,56610.66,57044.66,57645.35,56198.32,
"313",2010-03-29,56668.2,56610.66,57338.61,56244.68,
"314",2010-03-30,56754.41,56668.2,57121.32,56454.53,
"315",2010-03-31,56538.37,56754.41,57567.4,56303.03,
"316",2010-04-01,57708.21,56538.37,57708.21,56538.37,
"317",2010-04-02,58059.86,57708.21,58383.65,57642.32,
"318",2010-04-05,58644.98,58059.86,58896.62,58059.86,
"319",2010-04-06,58406.36,58644.98,58763.11,57752.14,
"320",2010-04-07,58645.61,58406.36,58681.07,58013.26,
"321",2010-04-08,58412.05,58645.61,58645.61,57905.89,
"322",2010-04-09,59185.3,58412.05,59592.87,58412.05,
"323",2010-04-12,58821.64,59185.3,59720.36,58574.51,
"324",2010-04-13,58075.39,58821.64,58967.27,57759.01,
"325",2010-04-14,59330.34,58075.39,59330.34,58075.39,
"326",2010-04-15,59055.09,59330.34,59771.82,58623.85,
"327",2010-04-16,58223.53,59055.09,59201.32,57946.94,
"328",2010-04-19,58153.03,58223.53,58291.63,56770.58,
"329",2010-04-20,58886.09,58153.03,59070.32,58153.03,
"330",2010-04-21,58450.85,58886.09,59482.67,58161.41,
"331",2010-04-22,58338.36,58450.85,58936.81,57814.29,
"332",2010-04-26,59043.16,58338.36,59526.07,58338.36,
"333",2010-04-27,58217.4,59043.16,59043.16,58017.7,
"334",2010-04-28,57933.09,58217.4,58217.4,56867.01,
"335",2010-04-29,58702.82,57933.09,58760.13,57899.42,
"336",2010-04-30,58959.1,58702.82,59285.16,57988.79,
"337",2010-05-03,58400.21,58959.1,58996.85,58305.32,
"338",2010-05-04,57341.03,58400.21,58861.1,56862.19,
"339",2010-05-05,56441.12,57341.03,57587.34,56112.15,
"340",2010-05-06,55763.57,56441.12,56809.01,55595.42,
"341",2010-05-07,52686.97,55763.57,55763.57,52570.52,
"342",2010-05-10,56448,52686.97,56585.89,52686.97,
"343",2010-05-11,56461.72,56448,56519.24,55460.73,
"344",2010-05-12,57976.46,56461.72,58044.62,56461.72,
"345",2010-05-13,57929.65,57976.46,58708.83,57387.3,
"346",2010-05-14,55747.88,57929.65,58036.1,55590.23,
"347",2010-05-17,56071.09,55747.88,56116.99,54507.22,
"348",2010-05-18,56978.25,56071.09,57061.98,56071.09,
"349",2010-05-20,54449.88,56978.25,56978.25,54248.2,
"350",2010-05-21,54111.6,54604.1,54989.35,53365.2,"847960"
"351",2010-05-24,54558.16,54431.22,54992.77,53761.47,"551120"
"352",2010-05-25,52257.07,53200.79,53292.31,51757.2,"606480"
"353",2010-05-26,54103.5,53023.19,54251.34,52404.66,"694200"
"354",2010-05-27,54497.95,53946.93,54583.24,53885.81,"786620"
"355",2010-05-28,55233.68,55075.77,55467.09,54666.9,"750620"
"356",2010-05-31,54384.94,54237.76,54536.51,53888.6,"531350"
"357",2010-06-01,54460.36,54196.6,54520.43,53287.09,"583020"
"358",2010-06-02,55212.5,54123.24,55241.81,53942.64,"742180"
"359",2010-06-03,55407.21,56143.05,56390.97,55275.17,"686460"
"360",2010-06-04,54612.93,55394.65,55749.21,54136.45,"569720"
"361",2010-06-07,54306.63,53376.49,54408.12,53205.91,"425320"
"362",2010-06-08,53664.36,54408.95,54755.23,53392.6,"553550"
"363",2010-06-09,54304.92,54065.06,54456.8,53393.38,"438730"
"364",2010-06-10,54861.83,54194.59,55066.53,53772.76,"465810"
"365",2010-06-11,55131.63,55185.87,55416.13,54583.39,"378190"
"366",2010-06-14,55688.81,55667.58,55962.45,55160.23,"340220"
"367",2010-06-15,56421.32,55248.04,56510.36,55194.72,"485270"
"368",2010-06-16,56402.91,56881,57080.44,56064.01,"428340"
"369",2010-06-17,56891.01,56471.71,57641.81,56378.52,"483690"
"370",2010-06-18,57034.47,57122.23,57455.45,56576.96,"398330"
"371",2010-06-21,57277.18,57780.43,57789.4,56675.16,"365750"
"372",2010-06-22,57007.01,56646.82,57213.4,56493.12,"306940"
"373",2010-06-23,55906.38,56718.02,56798.11,55620.63,"321820"
"374",2010-06-24,55915.67,56157.64,56375.47,55344.33,"301710"
"375",2010-06-25,55864.24,55813.85,56264.19,55637.09,"269260"
"376",2010-06-28,56433.12,56058.28,56676.51,55960.45,"275880"
"377",2010-06-29,55215.32,56020.09,56191.06,54926.78,"320470"
"378",2010-06-30,54839.46,55328.33,55904.89,54536.63,"311160"
"379",2010-07-01,54534.28,54237.68,54887.82,53911.38,"343460"
"380",2010-07-02,55636.45,54868.14,55636.45,54696.13,"316140"
"381",2010-07-05,55715.5,55714.34,56067.82,55488.43,"204690"
"382",2010-07-06,56787.75,55983.22,56875.15,55926.77,"437960"
"383",2010-07-07,56798.55,56455.88,56928.84,55967.53,"342100"
"384",2010-07-08,57345.59,57424.96,57623.54,57056.1,"387420"
"385",2010-07-09,57150.9,57615.31,57751.01,56561.22,"290220"
"386",2010-07-12,57569.84,57199.35,57605.54,56658.46,"324040"
"387",2010-07-13,58278.67,57497.18,58435.76,57252.79,"490050"
"388",2010-07-14,58301.34,58737.11,58817.13,58051.1,"416200"
"389",2010-07-15,57689.93,58213.34,59065.79,57481.81,"495950"
"390",2010-07-16,57729.36,57840.95,58634.95,57674.76,"349870"
"391",2010-07-19,58114.43,57392.52,58435.78,57392.52,"321440"
"392",2010-07-20,58227.81,58459.71,58847.43,57511.68,"336390"
"393",2010-07-21,59494.67,58585.04,59653.43,58468.38,"435500"
"394",2010-07-22,59919.48,59303.61,60112.01,59303.61,"442840"
"395",2010-07-23,59299.53,59968.98,60141.63,59008.66,"333050"
"396",2010-07-26,59507.68,59570.81,59603.19,58961.69,"279170"
"397",2010-07-27,60328.94,59727.42,60662.13,59727.42,"460810"
"398",2010-07-28,60404.33,60586.76,60718.93,60025.74,"469780"
"399",2010-07-29,60737.28,60564.12,60950.85,60467.05,"431500"
"400",2010-07-30,59866.75,60530.41,60581.9,59178.18,"372080"
"401",2010-08-02,60693.24,60335.58,60792.04,59953.31,"378210"
"402",2010-08-03,60078.5,60726.54,60726.54,59777.94,"339590"
"403",2010-08-04,59880.68,59894.01,60582.16,59803.41,"464340"
"404",2010-08-05,59603.14,59892.68,60137.08,58967.43,"384670"
"405",2010-08-06,59753.02,59897.47,60358.31,59181.94,"303820"
"406",2010-08-09,59885.66,60344.19,60441.82,59803.96,"317750"
"407",2010-08-10,59169.61,59730.52,59759.06,58871.14,"329040"
"408",2010-08-11,58154.66,58690.89,58853.98,57654.55,"325730"
"409",2010-08-12,58383.71,58172.09,58507.02,57955.18,"340680"
"410",2010-08-13,58479.86,58779.81,59051.97,58098.09,"316380"
"411",2010-08-16,58822.82,58611.4,58929.16,58122.18,"277340"
"412",2010-08-17,59462.92,58977.04,59624.6,58874.41,"378910"
"413",2010-08-18,59443.43,59386.98,59763.92,58952.93,"485280"
"414",2010-08-19,58849.39,59623.23,59854.65,58595.39,"419010"
"415",2010-08-20,58749.93,58721.07,59025.65,58370.46,"320590"
"416",2010-08-23,58890.46,58720,59103.55,58407.34,"264350"
"417",2010-08-24,58623.2,58654.42,58736.22,58017.46,"305280"
"418",2010-08-25,58285.65,58475.4,59053.85,57927.41,"329250"
"419",2010-08-26,59058.09,58484.97,59058.09,58349.86,"313480"
"420",2010-08-27,59345.93,59064.99,59604.7,58996.02,"336520"
"421",2010-08-31,59972.59,58972.91,59972.59,58811.03,"370050"
"422",2010-09-01,60685.5,60099.54,60761.84,59534.92,"415970"
"423",2010-09-02,60865.73,60753.92,60955,60394.97,"397580"
"424",2010-09-03,60998.84,60921.4,61253.85,60673.97,"428800"
"425",2010-09-06,61100.96,60999.73,61174.18,60590.39,"236900"
"426",2010-09-07,60746.75,60871.58,61110.19,60433.42,"213650"
"427",2010-09-08,60608.08,60562.81,60813.47,60312.29,"122670"
"428",2010-09-13,62260.11,61905.08,62260.11,61434.16,"508720"
"429",2010-09-14,62478.98,62199.23,62503.22,61972.03,"498910"
"430",2010-09-15,63397.71,62455.94,63397.71,62302.73,"704220"
"431",2010-09-16,63732.81,63119.69,63732.81,62830.13,"570800"
"432",2010-09-17,63862.03,64049.7,64447.56,63495.63,"617070"
"433",2010-09-20,64289.57,63973.82,64289.57,63486.34,"494270"
"434",2010-09-21,64124.73,64394.42,64495.31,63899.88,"490410"
"435",2010-09-22,64479.14,64123.55,64897.77,63681.08,"540080"
"436",2010-09-23,64192.6,64559.28,64732.42,63354.21,"623180"
"437",2010-09-24,64241.48,64058.31,64373.69,63646.26,"392740"
"438",2010-09-27,64627.29,64476.99,64920.67,64231.09,"557270"
"439",2010-09-28,65589.87,64406.01,65589.87,64294.37,"649310"
"440",2010-09-29,65551.38,65608.53,66121.97,65186.59,"594650"
"441",2010-09-30,65774.37,65391.4,66068.21,65262.58,"536910"
"442",2010-10-01,64882.72,65762.55,66065.09,64726.91,"456470"
"443",2010-10-04,65414.95,64980.51,65730.66,64709.13,"442850"
"444",2010-10-05,66283.23,65522,66473.39,65264.67,"637250"
"445",2010-10-06,66879.74,66726.51,67231.7,66573.58,"630840"
"446",2010-10-07,66758.97,66901.13,67277.03,66524.52,"631110"
"447",2010-10-08,67217.24,66674.09,67398.49,66118.73,"477180"
"448",2010-10-11,68999.96,67508.89,69057.39,67508.89,"728440"
"449",2010-10-12,69675.08,68467.69,70142.87,68433.24,"805080"
"450",2010-10-13,70166.89,70031.38,70647.61,69631.63,"1310000"
"451",2010-10-14,69225.72,70472.95,70820.34,69121.99,"1020000"
"452",2010-10-15,70101.22,69412.73,70572.67,68672.75,"798740"
"453",2010-10-18,70457.99,69980.75,70786.26,69760.66,"834590"
"454",2010-10-19,69838.75,70340.76,70647.12,69429.31,"745430"
"455",2010-10-20,69364.54,69465.04,70335.06,69184.58,"661580"
"456",2010-10-21,70450.31,69636.25,70489.53,69305.3,"740810"
"457",2010-10-22,71006.82,70511.33,71268.01,70061.63,"556420"
"458",2010-10-25,70923.84,71498.42,71776.92,70815.19,"745310"
"459",2010-10-26,70746.73,70915.05,71090.4,70268.84,"494800"
"460",2010-10-27,68588.51,70668.25,70757.67,68117.01,"536980"
"461",2010-10-28,68760.46,68747.77,68794.65,67312.11,"262790"
"462",2010-11-01,69074.33,69442.1,69698.17,68893.37,"472810"
"463",2010-11-02,68522.21,68951.48,69947.57,68146.31,"563250"
"464",2010-11-03,68604.63,68676.74,68847.14,68192.38,"626780"
"465",2010-11-04,70905.39,69022.35,70912.7,68996.1,"817120"
"466",2010-11-05,70779.15,71020.4,71339.82,70598.84,"725580"
"467",2010-11-08,70941.06,70401.7,70960.27,70095.87,"548740"
"468",2010-11-09,71543.26,70900.98,71611.4,70699.56,"658810"
"469",2010-11-10,70561.03,71503.04,71665.62,70455.39,"770260"
"470",2010-11-11,70084.95,70895.8,71052.22,69786.65,"752980"
"471",2010-11-12,69553.08,68921.64,69553.08,68561.46,"649980"
"472",2010-11-15,69998.07,69332.9,70054.71,69048.57,"157780"
"473",2010-11-22,67926.47,71095.61,71151.66,67901.6,"605480"
"474",2010-11-23,66335.42,67199.38,67650.05,66022.47,"582050"
"475",2010-11-24,67230.72,66783.35,67462.16,65460.1,"736420"
"476",2010-11-25,67148.87,67248.64,67251.27,66571.56,"492920"
"477",2010-11-26,66147.74,66618.28,66618.28,65406.38,"510510"
"478",2010-11-29,64072.16,66481.92,66591.05,63834.77,"654660"
"479",2010-11-30,65350.85,64087.69,65462.87,64051.58,"653490"
"480",2010-12-01,66156.19,65561.47,66666.16,65342.06,"589470"
"481",2010-12-02,66939.08,66546.94,67437.71,65931.92,"909430"
"482",2010-12-03,66860.19,66848.11,67551.97,66679.05,"785170"
"483",2010-12-06,67712.1,67169.09,67788.24,67100.14,"537190"
"484",2010-12-07,67873.47,67844.86,68524.06,67697.48,"687120"
"485",2010-12-08,67704.61,67415.53,68244.2,67196.52,"614440"
"486",2010-12-09,65913.89,68023.57,68100.93,65545.02,"820420"
"487",2010-12-10,64759.02,66032.24,66144.48,64629.4,"729350"
"488",2010-12-13,66380.44,65122.1,66407.81,64327.88,"799780"
"489",2010-12-14,66509.71,66455.28,66970.75,65853.27,"655970"
