"","Karachi 100 (KSE)_history.csv Date","Karachi 100 (KSE)_history.csv Price","Karachi 100 (KSE)_history.csv Open","Karachi 100 (KSE)_history.csv High","Karachi 100 (KSE)_history.csv Low","Karachi 100 (KSE)_history.csv Volume"
"483",2010-12-10,11620.15,11569.44,11676.82,11540,"-"
"484",2010-12-13,11596.69,11624.91,11660.53,11577.41,"-"
"485",2010-12-14,11672.64,11604.58,11719.5,11602.25,"-"
"486",2010-12-15,11786.09,11676.59,11817.92,11674.53,"-"
"487",2010-12-20,11843.65,11857.67,11927.93,11835.91,"-"
"488",2010-12-21,11825.06,11861.68,11897.42,11808.26,"-"
"489",2010-12-22,11848.62,11836.65,11877.28,11793.24,"-"
"490",2010-12-23,11792.83,11889.72,11910.09,11767,"-"
"491",2010-12-24,11858.17,11800.39,11877.5,11767.31,"-"
"492",2010-12-27,11909.73,11877.88,11943.96,11863.12,"-"
"493",2010-12-28,11848.05,11904.37,11948.8,11829.04,"-"
"494",2010-12-29,11886.02,11861.41,11942.93,11815.2,"-"
"495",2010-12-30,12031.46,11907.17,12048.52,11907.17,"-"
"496",2010-12-31,12022.46,12039.05,12082.61,11979.88,"-"
"497",2011-01-03,11849.46,11914.65,11949.52,11761.52,"-"
"498",2011-01-04,12110.26,11863.1,12115.04,11863.1,"-"
"499",2011-01-05,12140.84,12027.19,12213.19,12026.22,"-"
"500",2011-01-06,12323.47,12141.72,12380.01,12141.72,"-"
"501",2011-01-07,12389.04,12352.04,12430.16,12274.14,"-"
"502",2011-01-10,12306.7,12392.76,12535.77,12264.27,"-"
"503",2011-01-11,12267.21,12320.15,12367.52,12245.31,"-"
"504",2011-01-12,12281.24,12274.15,12350.76,12229.73,"-"
"505",2011-01-13,12459.44,12307.26,12481.06,12307.26,"-"
"506",2011-01-14,12533.54,12496.38,12550.27,12458.98,"-"
"507",2011-01-17,12681.94,12574.49,12696.54,12556.08,"-"
"508",2011-01-18,12658.16,12716.64,12768.4,12626.2,"-"
"509",2011-01-19,12577.61,12668.19,12734.38,12559.73,"-"
"510",2011-01-20,12411.87,12610.2,12615.49,12387.08,"-"
"511",2011-01-21,12431.91,12441.07,12571.82,12406.46,"-"
"512",2011-01-24,12370.59,12460.24,12483.26,12349.83,"-"
"513",2011-01-25,12455.75,12396.16,12483.21,12365.54,"-"
"514",2011-01-26,12483.34,12461.5,12538.63,12461.5,"-"
"515",2011-01-27,12477,12506.15,12557.01,12451.27,"-"
"516",2011-01-28,12481.44,12485.77,12532.87,12450.57,"-"
"517",2011-01-31,12359.36,12464.36,12613.54,12267.89,"-"
"518",2011-02-01,12273.38,12352.96,12420.31,12174.58,"-"
"519",2011-02-02,12242.39,12297.01,12346.02,12172.22,"-"
"520",2011-02-03,12359.05,12264.85,12382.92,12243.93,"-"
"521",2011-02-04,12414.41,12359.28,12442.01,12344.09,"-"
"522",2011-02-07,12427.36,12425.55,12454.57,12391.74,"-"
"523",2011-02-08,12360.94,12428.56,12447.85,12327.63,"-"
"524",2011-02-09,12299.28,12359.24,12366.55,12257.5,"-"
"525",2011-02-10,12187.47,12306.66,12324.43,12176.89,"-"
"526",2011-02-11,11943.34,12205.59,12236.63,11938.24,"-"
"527",2011-02-14,11946.09,11945.81,12040.53,11875.45,"-"
"528",2011-02-15,12077.84,11948.75,12139.84,11948.75,"-"
"529",2011-02-17,12061.77,12085.74,12142.03,12021.54,"-"
"530",2011-02-18,12041.15,12077.5,12142.93,11962,"-"
"531",2011-02-21,11964.68,12049.02,12106.96,11944.82,"-"
"532",2011-02-22,11649.38,11982.51,11983.05,11624.77,"-"
"533",2011-02-23,11523.42,11649.79,11694.09,11485.8,"-"
"534",2011-02-24,11539.26,11528.07,11635.32,11487.31,"-"
"535",2011-02-25,11223.52,11516.41,11562.34,11100.67,"-"
"536",2011-02-28,11289.22,11186.42,11363.64,11077.43,"-"
"537",2011-03-01,11608.43,11322.42,11626.74,11320.17,"-"
"538",2011-03-02,11699.16,11634.1,11719.46,11536.98,"-"
"539",2011-03-03,11762,11708.1,11774.71,11644.69,"-"
"540",2011-03-04,12000.03,11765.52,12086.58,11742.24,"-"
"541",2011-03-07,11974.55,12044.48,12158.01,11912.44,"-"
"542",2011-03-08,11940.01,11998.53,12000.92,11864.85,"-"
"543",2011-03-09,12128.15,11961.59,12139.67,11947.08,"-"
"544",2011-03-10,12125.79,12177,12218.49,12089.07,"-"
"545",2011-03-11,12045.24,12124.15,12124.15,11995.76,"-"
"546",2011-03-14,12045.38,12056.11,12099.43,12027.34,"-"
"547",2011-03-15,11829.24,12056.21,12056.21,11768.49,"-"
"548",2011-03-16,11794.57,11854.55,11921.61,11697.44,"-"
"549",2011-03-17,11858.27,11795.66,11933.56,11773.45,"-"
"550",2011-03-18,11606.61,11876.6,11897.13,11589.97,"-"
"551",2011-03-21,11375.14,11574.19,11599.82,11348.42,"-"
"552",2011-03-22,11488.06,11397.9,11560.87,11397.9,"-"
"553",2011-03-24,11564.25,11518.57,11587.03,11495.9,"-"
"554",2011-03-25,11552.92,11597.52,11636.98,11531.41,"-"
"555",2011-03-28,11583.03,11534.84,11630.98,11534.84,"-"
"556",2011-03-29,11711.4,11595.22,11750.75,11595.22,"-"
"557",2011-03-30,11808.61,11717.3,11822.93,11683.23,"-"
"558",2011-03-31,11809.54,11821.59,11887.29,11795.69,"-"
"559",2011-04-01,11887.13,11809.4,11893.26,11809.4,"-"
"560",2011-04-04,11873.28,11900.13,11950.76,11863,"-"
"561",2011-04-05,11901.37,11881.08,11919.91,11813.33,"-"
"562",2011-04-06,11933.17,11912.07,11994.45,11912.07,"-"
"563",2011-04-07,11848.84,11935.8,11953.25,11842.74,"-"
"564",2011-04-08,11905.86,11851.25,11958.49,11842.77,"-"
"565",2011-04-11,11874.07,11932.31,11949.49,11865.98,"-"
"566",2011-04-12,11796.09,11867.39,11881.07,11778.46,"-"
"567",2011-04-13,11734.72,11802.61,11813.09,11714.92,"-"
"568",2011-04-14,11652.54,11755.22,11811.74,11622.02,"-"
"569",2011-04-15,11684.23,11656.04,11715.68,11566.36,"-"
"570",2011-04-18,11674.83,11703.96,11737.83,11648.99,"-"
"571",2011-04-19,11599.28,11704.05,11704.05,11596.74,"-"
"572",2011-04-20,11745.06,11607.05,11779.92,11603.62,"-"
"573",2011-04-21,11923.59,11752.9,11951.85,11743.86,"-"
"574",2011-04-22,11954.37,11947.88,12023.32,11941.73,"-"
"575",2011-04-25,11916.02,11963.49,11981.16,11898.6,"-"
"576",2011-04-26,11933.46,11911.31,11952.9,11891.44,"-"
"577",2011-04-27,11947.44,11962.47,12050.38,11937.94,"-"
"578",2011-04-28,11966.67,11950.97,11990.26,11935.85,"-"
"579",2011-04-29,12057.54,11979.89,12135.51,11974.1,"-"
"580",2011-05-02,12035.89,12089.91,12130.65,11967.23,"-"
"581",2011-05-03,11956.89,12045.31,12046.54,11894.78,"-"
"582",2011-05-04,11672.05,11974.59,12009.3,11638.95,"-"
"583",2011-05-05,11906.69,11693.98,11917.44,11693.98,"-"
"584",2011-05-06,11879.96,11943.28,11945.87,11803.33,"-"
"585",2011-05-09,11932.68,11883.71,12003.64,11882.83,"-"
"586",2011-05-10,12012.02,11953.45,12044.94,11942.93,"-"
"587",2011-05-11,12036.36,12031.41,12143.72,12007.83,"-"
"588",2011-05-12,11962.18,12034.58,12054.11,11945.69,"-"
"589",2011-05-13,11967.34,11959.94,12010.72,11941.65,"-"
"590",2011-05-16,11902.12,11964.58,11968.75,11884.73,"-"
"591",2011-05-17,11930.24,11937.44,12036.36,11918.94,"-"
"592",2011-05-18,11884.61,11942.89,11959.66,11863.19,"-"
"593",2011-05-19,11878.81,11894.66,11925.42,11873.69,"-"
"594",2011-05-20,11973.38,11884.8,11982.83,11840.03,"-"
"595",2011-05-23,12030.64,11946.09,12044.57,11918.35,"-"
"596",2011-05-24,12130.58,12045.07,12150.63,12045.07,"-"
"597",2011-05-25,12168.12,12168.3,12217.43,12125.46,"-"
"598",2011-05-26,12198.12,12175.65,12259.69,12171.39,"-"
"599",2011-05-27,12225.52,12202.84,12241.35,12174.52,"-"
"600",2011-05-30,12195.59,12227,12268.88,12180.4,"-"
"601",2011-05-31,12123.15,12168.75,12207.11,12100.4,"-"
"602",2011-06-01,12264.06,12128.34,12289.59,12116.51,"-"
"603",2011-06-02,12179.81,12272.43,12295.07,12168.64,"-"
"604",2011-06-03,12236.66,12192.94,12267.1,12162.6,"-"
"605",2011-06-06,12211.65,12154.46,12321.89,12140.94,"-"
"606",2011-06-07,12314.99,12215.62,12363.94,12212.3,"-"
"607",2011-06-08,12367.29,12341.09,12405.15,12325.42,"-"
"608",2011-06-09,12330.14,12382.34,12435.72,12313.25,"-"
"609",2011-06-10,12377.77,12334.97,12421.04,12323.92,"-"
"610",2011-06-13,12353.36,12390.92,12424.87,12303.9,"-"
"611",2011-06-14,12337.94,12381.04,12391.01,12306.26,"-"
"612",2011-06-15,12317.15,12350.28,12399.45,12302.1,"-"
"613",2011-06-16,12369.12,12346.25,12385.42,12296.68,"-"
"614",2011-06-17,12361.31,12377.44,12411.9,12306.11,"-"
"615",2011-06-20,12165.98,12367.2,12384.44,12130.07,"-"
"616",2011-06-21,12326.14,12164.71,12351.34,12164.71,"-"
"617",2011-06-22,12369.41,12335.49,12409.11,12307.42,"-"
"618",2011-06-23,12508.42,12375.08,12518.19,12363.37,"-"
"619",2011-06-24,12455.34,12509.78,12532.98,12432.23,"-"
"620",2011-06-27,12464.49,12456.7,12516,12421.85,"-"
"621",2011-06-28,12362.44,12449.67,12510.24,12338.01,"-"
"622",2011-06-29,12423.3,12378.78,12531.3,12376.69,"-"
"623",2011-06-30,12496.03,12431.67,12544.38,12400.1,"-"
"624",2011-07-01,12484.17,12508.73,12553.08,12458.19,"-"
"625",2011-07-04,12560.28,12495.41,12593.49,12387.82,"-"
"626",2011-07-05,12576.48,12571.05,12624.74,12527.49,"-"
"627",2011-07-06,12533.55,12580.99,12612.63,12520.67,"-"
"628",2011-07-07,12441.4,12534.99,12558.91,12426.07,"-"
"629",2011-07-08,12390.12,12442.76,12442.76,12315.98,"-"
"630",2011-07-11,12291.9,12402.04,12420.91,12284.81,"-"
"631",2011-07-12,12191.78,12295.51,12339.61,12154.6,"-"
"632",2011-07-13,12262.52,12217.01,12307.42,12198.67,"-"
"633",2011-07-14,12267.33,12197.83,12291.47,12186.66,"-"
"634",2011-07-15,12346.52,12279.79,12414.29,12268.67,"-"
"635",2011-07-18,12318.24,12387.28,12432.61,12289.33,"-"
"636",2011-07-19,12443.54,12354.17,12471.28,12293.03,"-"
"637",2011-07-20,12433.17,12449.12,12494.81,12415.96,"-"
"638",2011-07-21,12474.76,12453.09,12504.65,12434.03,"-"
"639",2011-07-22,12476.77,12492.99,12543.18,12468.78,"-"
"640",2011-07-25,12440.1,12485.04,12488.13,12373.45,"-"
"641",2011-07-26,12364.06,12397.4,12459.75,12343.24,"-"
"642",2011-07-27,12265.53,12373.19,12402.99,12232.81,"-"
"643",2011-07-28,12098.05,12266.32,12310.27,12040.93,"-"
"644",2011-07-29,12190.37,12110.61,12218.3,12045.9,"-"
"645",2011-08-01,12253.39,12204.44,12330.48,12204.44,"-"
"646",2011-08-02,12226.33,12253.85,12280.27,12194.85,"-"
"647",2011-08-03,11941.72,12223.84,12223.84,11911.02,"-"
"648",2011-08-04,11846.16,11944.71,12005.27,11751.61,"-"
"649",2011-08-05,11375.09,11775.9,11775.9,11300.55,"-"
"650",2011-08-08,11404.17,11298.71,11437.93,11070.28,"-"
"651",2011-08-09,11034.92,11162.85,11266.06,11032.2,"-"
"652",2011-08-10,11311.29,11055.78,11365.19,11055.78,"-"
"653",2011-08-11,11264.95,11205.87,11311.61,11107.27,"-"
"654",2011-08-12,11262.04,11269.43,11410.74,11229.93,"-"
"655",2011-08-15,11166.1,11280.53,11292.26,11137.39,"-"
"656",2011-08-16,11233.75,11177.37,11240.09,11098.26,"-"
"657",2011-08-17,11269.95,11260.25,11301.68,11204.2,"-"
"658",2011-08-18,11128.52,11222.66,11321.8,11091.42,"-"
"659",2011-08-19,10879.82,11104.25,11104.25,10858.72,"-"
"660",2011-08-22,10894.15,10830.33,10971.35,10796.39,"-"
"661",2011-08-23,10842.26,10885.28,10897.53,10767.98,"-"
"662",2011-08-24,10941.08,10926.08,11046.19,10906.89,"-"
"663",2011-08-25,10901.76,10959.33,11007.97,10835.91,"-"
"664",2011-08-29,10903.88,10851.2,10923.81,10760.91,"-"
"665",2011-08-30,11070.58,10908.23,11076.25,10908.23,"-"
"666",2011-09-05,11162.39,11074.65,11276.2,11063.81,"-"
"667",2011-09-06,11319.15,11175.72,11334.75,11106.68,"-"
"668",2011-09-07,11329.77,11349.29,11374.01,11307.99,"-"
"669",2011-09-08,11348.42,11342.8,11417.67,11337.47,"-"
"670",2011-09-09,11286.21,11337.09,11397.59,11258.51,"-"
"671",2011-09-12,11180.64,11265.8,11265.8,11139.75,"-"
"672",2011-09-13,11264.43,11196.73,11280.03,11154.52,"-"
"673",2011-09-14,11297.02,11255.53,11331.59,11222.8,"-"
"674",2011-09-15,11302.22,11307.82,11366.11,11291.69,"-"
"675",2011-09-16,11353.46,11321.73,11358.47,11297.91,"-"
"676",2011-09-19,11356.64,11369.9,11391.39,11342.18,"-"
"677",2011-09-20,11522.87,11378.41,11546.8,11347.85,"-"
"678",2011-09-21,11851.98,11587.12,11852.4,11587.12,"-"
"679",2011-09-22,11690.23,11850.57,11891.14,11660.89,"-"
"680",2011-09-23,11606.86,11618.38,11650.93,11468.64,"-"
"681",2011-09-26,11265.03,11569.05,11569.05,11150.6,"-"
"682",2011-09-27,11531.24,11332.03,11547.19,11332.03,"-"
"683",2011-09-28,11625.69,11547.79,11654.36,11497.4,"-"
"684",2011-09-29,11642.46,11629.66,11663.25,11595.22,"-"
"685",2011-09-30,11761.97,11650.19,11800.06,11649.29,"-"
"686",2011-10-03,11708.25,11754.35,11769.53,11666.68,"-"
"687",2011-10-04,11933.28,11711.66,11944.68,11711.66,"-"
"688",2011-10-05,11868.17,11967.32,11999.62,11847.67,"-"
"689",2011-10-06,11839,11972.18,11974.12,11814.56,"-"
"690",2011-10-07,11853.84,11923.94,11930.68,11845.4,"-"
"691",2011-10-10,12092.32,11913.86,12246.18,11913.86,"-"
"692",2011-10-11,12054.82,12098.03,12141.76,12028.68,"-"
"693",2011-10-12,12059.07,12061.68,12118.97,12016.13,"-"
"694",2011-10-13,11966.29,12097.81,12116.3,11944.25,"-"
"695",2011-10-14,11988.09,11974.17,12022.98,11912.51,"-"
"696",2011-10-17,11975.55,11997.35,12042.06,11948.91,"-"
"697",2011-10-18,11912.19,11976.36,12028.2,11902.32,"-"
"698",2011-10-19,11640.46,11929.55,11962.14,11565.46,"-"
"699",2011-10-20,11685.15,11636.03,11722.94,11603.19,"-"
"700",2011-10-21,11525.25,11679.84,11714.12,11437.44,"-"
"701",2011-10-25,11517.29,11547.51,11671.11,11497.7,"-"
"702",2011-10-26,11387.22,11502.09,11537.64,11356.11,"-"
"703",2011-10-27,11283.49,11396.92,11434.9,11242.66,"-"
"704",2011-10-28,11561.67,11295.3,11599.22,11295.3,"-"
"705",2011-10-31,11868.88,11574.74,11933.28,11574.74,"-"
"706",2011-11-01,11762.72,11892.5,12046.89,11724.6,"-"
"707",2011-11-02,11746.09,11733.64,11815.26,11634.16,"-"
"708",2011-11-03,11807.46,11738.66,11863.27,11738.66,"-"
"709",2011-11-04,11957.3,11844.95,11975.12,11813.96,"-"
"710",2011-11-10,11969.05,11932.16,12009.11,11898.52,"-"
"711",2011-11-11,12019.32,11994.52,12111.98,11994.52,"-"
"712",2011-11-14,12008.48,12051.95,12108.77,11977.62,"-"
"713",2011-11-15,11994.01,12024.75,12053,11923.27,"-"
"714",2011-11-16,11992.77,12008.72,12128.55,11963.86,"-"
"715",2011-11-17,11913.42,11996.26,12022.83,11908.06,"-"
"716",2011-11-18,11937.81,11917.92,11973.93,11835.92,"-"
"717",2011-11-21,11894.79,11933.59,12003.21,11864.07,"-"
"718",2011-11-22,11767,11891.86,11895.31,11750.51,"-"
"719",2011-11-23,11633.97,11781.26,11836.56,11621.64,"-"
"720",2011-11-24,11729.4,11631.48,11755.08,11572.12,"-"
"721",2011-11-25,11648.14,11731.49,11775.23,11613.88,"-"
"722",2011-11-28,11494.15,11558.96,11558.96,11404.64,"-"
"723",2011-11-29,11506.94,11528.19,11618.3,11425.95,"-"
"724",2011-11-30,11532.83,11511.39,11595,11505.15,"-"
"725",2011-12-01,11557.37,11549.78,11613.24,11549.78,"-"
"726",2011-12-02,11372.21,11553.85,11555.12,11246.93,"-"
"727",2011-12-07,11283.89,11397.95,11457.89,11211.2,"-"
"728",2011-12-08,11392.57,11280.44,11420.03,11192.26,"-"
"729",2011-12-09,11464.61,11382.48,11537.24,11345.11,"-"
"730",2011-12-12,11477.12,11456.77,11609.12,11456.66,"-"
"731",2011-12-13,11278.02,11506.88,11517.98,11268.47,"-"
"732",2011-12-14,11300.99,11288.1,11353.03,11272.37,"-"
"733",2011-12-15,11139.52,11288.46,11288.46,11057.35,"-"
"734",2011-12-16,11028.14,11066.67,11092.81,10889.56,"-"
"735",2011-12-19,11083.03,11075.48,11161.35,11039.97,"-"
"736",2011-12-20,11338.04,11086.2,11375.87,11013.44,"-"
"737",2011-12-21,11268.55,11343.97,11407.14,11228.03,"-"
"738",2011-12-22,11306.1,11274.27,11326.14,11248.15,"-"
"739",2011-12-23,11301.09,11312.99,11384.71,11273.66,"-"
"740",2011-12-26,11310.35,11310.34,11379.26,11304.83,"-"
"741",2011-12-27,11311.38,11309.6,11361.3,11286.54,"-"
"742",2011-12-28,11352.59,11316.01,11380.35,11311.8,"-"
"743",2011-12-29,11435.67,11368.81,11461.89,11344.06,"-"
"744",2011-12-30,11347.66,11437.41,11467.7,11294.1,"-"
"745",2012-01-02,11282.01,11339.21,11339.21,11193.63,"-"
"746",2012-01-03,11402.04,11288.46,11412.97,11253.63,"-"
"747",2012-01-04,11361.97,11434.31,11463.51,11334.85,"-"
"748",2012-01-05,11187.88,11349.4,11366.69,11143.7,"-"
"749",2012-01-06,11125.35,11202.75,11266.63,11075.94,"-"
"750",2012-01-09,11040.3,11147.67,11163.21,11023.63,"-"
"751",2012-01-10,10933.18,11035.18,11035.18,10771.13,"-"
"752",2012-01-11,10930.49,10915.41,10966.31,10869.97,"-"
"753",2012-01-12,10909.12,10924.94,10924.94,10840.82,"-"
"754",2012-01-13,11014.46,10909.63,11051.04,10897.06,"-"
"755",2012-01-16,11112.65,11024.37,11116.19,10982.13,"-"
"756",2012-01-17,11305.16,11121.28,11329.6,11121.28,"-"
"757",2012-01-18,11547.71,11338.83,11551.71,11335.43,"-"
"758",2012-01-19,11515.59,11570.38,11652.74,11500.6,"-"
"759",2012-01-20,11774.68,11518.57,11883.97,11518.57,"-"
"760",2012-01-23,12037.66,11789.54,12070.84,11789.54,"-"
"761",2012-01-24,11991.38,12064.63,12100.18,11960.99,"-"
"762",2012-01-25,11949.75,11986.18,12034.64,11932.48,"-"
"763",2012-01-26,11883.92,11951.52,12029.03,11866.89,"-"
"764",2012-01-27,11960.21,11888.52,11981,11879.47,"-"
"765",2012-01-30,11883.01,11976.96,12000.09,11850.49,"-"
"766",2012-01-31,11874.89,11892.67,11977.14,11871.4,"-"
"767",2012-02-01,11930.55,11894.5,11989.2,11892.67,"-"
"768",2012-02-02,11929.78,11942.86,12000.83,11907.41,"-"
"769",2012-02-03,11982.62,11911.56,12006.41,11911.56,"-"
"770",2012-02-06,12136.92,11983.4,12214.72,11983.4,"-"
"771",2012-02-07,12284.62,12156.68,12301.64,12125.25,"-"
"772",2012-02-08,12263.25,12321.39,12405.24,12238.47,"-"
"773",2012-02-09,12213.24,12263.39,12316.88,12179.92,"-"
"774",2012-02-10,12231.6,12213.56,12314.23,12191.42,"-"
"775",2012-02-13,12250,12230.97,12287.6,12154.41,"-"
"776",2012-02-14,12261.85,12261.76,12347.46,12248.12,"-"
"777",2012-02-15,12311.04,12275.73,12341.14,12268.16,"-"
"778",2012-02-16,12404.24,12327.19,12418.55,12324.37,"-"
"779",2012-02-17,12495.68,12443.32,12610.93,12443.32,"-"
"780",2012-02-20,12517.9,12513.71,12595.57,12508.67,"-"
"781",2012-02-21,12544.45,12518.29,12607.1,12475.16,"-"
"782",2012-02-22,12603.67,12560.85,12665.89,12560.85,"-"
"783",2012-02-23,12515.92,12611.7,12624.76,12499.72,"-"
"784",2012-02-24,12706.52,12532.5,12719.96,12523.73,"-"
"785",2012-02-27,12743.66,12725.1,12790.62,12654.07,"-"
"786",2012-02-28,12739.22,12737.4,12823.57,12726.1,"-"
"787",2012-02-29,12877.88,12794.63,12919.65,12794.63,"-"
"788",2012-03-01,12941.38,12879.41,12956.52,12830.02,"-"
"789",2012-03-02,13088.97,12956.08,13102.27,12953.91,"-"
"790",2012-03-05,13278.31,13115.88,13311.94,13079.25,"-"
"791",2012-03-06,13324.34,13299,13363.47,13261.44,"-"
"792",2012-03-07,13244.95,13336.73,13389.18,13226.76,"-"
"793",2012-03-08,13271.39,13271.78,13364.88,13248.53,"-"
"794",2012-03-09,13352.74,13275.28,13425.67,13275.28,"-"
"795",2012-03-12,13382.54,13359.44,13554.35,13359.44,"-"
"796",2012-03-13,13283.65,13388.11,13422.23,13270.95,"-"
"797",2012-03-14,13360.67,13302.91,13460.15,13302.91,"-"
"798",2012-03-15,13451.07,13369.64,13457.34,13277.51,"-"
"799",2012-03-16,13297.12,13459.13,13503.58,13249.21,"-"
"800",2012-03-19,13077.72,13298.37,13329.88,13042.3,"-"
"801",2012-03-20,13303.33,13074.49,13323.23,13043.78,"-"
"802",2012-03-21,13293.12,13314.53,13399.57,13261.41,"-"
"803",2012-03-22,13273.29,13302.45,13324.23,13206.44,"-"
"804",2012-03-26,13286.73,13282.48,13306.57,13233.25,"-"
"805",2012-03-27,13449.73,13276.94,13463.81,13270.09,"-"
"806",2012-03-28,13575.41,13479.44,13670.33,13461.61,"-"
"807",2012-03-29,13559.1,13577.75,13643.3,13468,"-"
"808",2012-03-30,13761.76,13570.19,13763.97,13570.19,"-"
"809",2012-04-02,13663.32,13729.22,13818.92,13636.51,"-"
"810",2012-04-03,13700.47,13661.62,13730.19,13596.06,"-"
"811",2012-04-04,13945.3,13696.87,13957.03,13696.87,"-"
"812",2012-04-05,13831.47,13977.46,13988.83,13811.57,"-"
"813",2012-04-06,13875.53,13834.82,14022.36,13829.85,"-"
"814",2012-04-09,13864.68,13886.53,14025.62,13835.29,"-"
"815",2012-04-10,13903.12,13868.32,14002.69,13865.2,"-"
"816",2012-04-11,13816.96,13919.77,13973.16,13777.66,"-"
"817",2012-04-12,13693.74,13813.11,13829.02,13597.89,"-"
"818",2012-04-13,13799.42,13692.69,14007.55,13692.69,"-"
"819",2012-04-16,13770.7,13806.3,13823.05,13570.51,"-"
"820",2012-04-17,13764.22,13792.16,13893.59,13764.22,"-"
"821",2012-04-18,13937.95,13796.56,13964.43,13796.01,"-"
"822",2012-04-19,13929.47,13940.48,13988.06,13850.12,"-"
"823",2012-04-20,13936.48,13941.63,14061.05,13925.49,"-"
"824",2012-04-23,14083.44,13962.39,14099.77,13949.65,"-"
"825",2012-04-24,14132.59,14136.02,14223.25,14120.49,"-"
"826",2012-04-25,14217.74,14159.66,14312.13,14159.66,"-"
"827",2012-04-26,14066.09,14220.63,14316.8,14027.37,"-"
"828",2012-04-27,14042.77,14075.76,14244.08,14021.55,"-"
"829",2012-04-30,13990.38,14050.62,14066.51,13890.66,"-"
"830",2012-05-02,14142.52,14002.81,14166.65,13998.74,"-"
"831",2012-05-03,14419.92,14204.59,14454.39,14204.59,"-"
"832",2012-05-04,14612.28,14460.39,14628.96,14460.39,"-"
"833",2012-05-07,14617.97,14648.1,14706.1,14583.54,"-"
"834",2012-05-08,14513.96,14645.85,14686.72,14480.38,"-"
"835",2012-05-09,14613.59,14514.54,14644.21,14514.54,"-"
"836",2012-05-10,14420.19,14662.51,14681.42,14395.08,"-"
"837",2012-05-11,14230.49,14405.92,14445.5,14210.65,"-"
"838",2012-05-14,14228.77,14235.47,14310.09,14167.91,"-"
"839",2012-05-15,14313.67,14246.47,14373.8,14233.5,"-"
"840",2012-05-16,14081.07,14321.7,14334.98,14062.95,"-"
"841",2012-05-17,14063.08,14117.78,14152.58,13990.45,"-"
"842",2012-05-18,13857.78,14078.92,14106.94,13844.01,"-"
"843",2012-05-21,13875.74,13873.62,13944.43,13865.27,"-"
"844",2012-05-22,14142.08,13888.67,14158.25,13888.67,"-"
"845",2012-05-23,14032.82,14142.85,14145.06,14003.53,"-"
"846",2012-05-24,13936.92,14028.26,14088.36,13895.44,"-"
"847",2012-05-25,13925.06,13956.52,13999.06,13921.08,"-"
"848",2012-05-28,14031.51,13936.75,14059.71,13936.25,"-"
"849",2012-05-29,14071.85,14047.87,14168.49,14047.87,"-"
"850",2012-05-30,13871.75,14076.71,14107.3,13863.98,"-"
"851",2012-05-31,13786.62,13867.72,13939.21,13768.03,"-"
"852",2012-06-01,13876.97,13808.09,13972.48,13775.5,"-"
"853",2012-06-04,13757.91,13895.87,13906.67,13745.4,"-"
"854",2012-06-05,13708.23,13778.27,13793.33,13630.35,"-"
"855",2012-06-06,13745.73,13714.61,13843.28,13714.61,"-"
"856",2012-06-07,13717.3,13745.14,13837.66,13646.46,"-"
"857",2012-06-08,13558.7,13732.06,13770.13,13509.69,"-"
"858",2012-06-11,13601.46,13587.25,13676.38,13551.08,"-"
"859",2012-06-12,13429.56,13620.46,13622.87,13396.98,"-"
"860",2012-06-13,13368.89,13471.2,13531.88,13340.96,"-"
"861",2012-06-14,13656.2,13378.35,13689.31,13378.35,"-"
"862",2012-06-15,13665.8,13673.64,13752.97,13617.76,"-"
"863",2012-06-18,13754.13,13680.72,13821.21,13680.72,"-"
"864",2012-06-19,13682.99,13746.46,13746.46,13631.56,"-"
"865",2012-06-20,13667.18,13689.91,13781.38,13633.85,"-"
"866",2012-06-21,13600.6,13663.11,13697.33,13537.16,"-"
"867",2012-06-22,13730.82,13601.12,13759.5,13536.33,"-"
