"","OMX Copenhagen 20 (OMXC20)_history.csv Date","OMX Copenhagen 20 (OMXC20)_history.csv Price","OMX Copenhagen 20 (OMXC20)_history.csv Open","OMX Copenhagen 20 (OMXC20)_history.csv High","OMX Copenhagen 20 (OMXC20)_history.csv Low","OMX Copenhagen 20 (OMXC20)_history.csv Volume"
"1055",2013-03-18,543.7,548.68,550.05,541.05,
"1056",2013-03-19,544.66,544.14,547.74,542.03,
"1057",2013-03-20,541.85,546.61,547.5,541.81,
"1058",2013-03-21,537.06,540.1,541.18,535.54,
"1059",2013-03-22,534.24,534.61,536.04,530.12,
"1060",2013-03-25,536.21,537.64,541.27,534.86,
"1061",2013-03-26,538.77,538.69,538.78,534.46,
"1062",2013-03-27,534.47,541.4,541.4,531.78,
"1063",2013-04-02,540.62,536.26,541.9,535.39,
"1064",2013-04-03,543.5,540.57,547.17,540.45,
"1065",2013-04-04,535.6,543.97,544.22,534.88,
"1066",2013-04-05,527.08,536.13,536.89,526.45,
"1067",2013-04-08,532.91,530.59,533.17,529.59,
"1068",2013-04-09,532.32,535.76,535.96,530.01,
"1069",2013-04-10,537.44,532.63,537.44,532.59,
"1070",2013-04-11,541.45,538.29,543.13,537.3,
"1071",2013-04-12,535.48,539.73,540.31,535.48,
"1072",2013-04-15,534.42,536.63,537.6,532.33,
"1073",2013-04-16,530.71,536.54,536.97,530.69,
"1074",2013-04-17,524.52,532.8,533.66,524.52,
"1075",2013-04-18,523.21,525.32,527.9,522.63,
"1076",2013-04-19,524.88,526.25,528.99,523.16,
"1077",2013-04-22,524.65,527.35,529.75,524.16,
"1078",2013-04-23,530.56,524.14,530.56,523.14,
"1079",2013-04-24,536.14,530.64,538.22,529.68,
"1080",2013-04-25,537.94,535.94,539.61,535.05,
"1081",2013-04-29,538.93,538.95,541.13,537.97,
"1082",2013-04-30,539.28,541.13,542.64,538.31,
"1083",2013-05-01,536.69,541,541.71,536.66,
"1084",2013-05-02,538.01,534.79,539.59,532.28,
"1085",2013-05-03,538.96,539.67,541.24,537.17,
"1086",2013-05-06,541.94,539.38,541.94,538.91,
"1087",2013-05-07,542.22,545.78,547.87,541.58,
"1088",2013-05-08,546.03,542.98,546.34,541.72,
"1089",2013-05-13,550.66,547.8,551.97,547.09,
"1090",2013-05-14,555.69,554.33,555.69,551.24,
"1091",2013-05-15,556.79,556.17,559.07,555.72,
"1092",2013-05-16,552.34,557.11,558.15,550.09,
"1093",2013-05-17,551.23,552.07,553.61,550.25,
"1094",2013-05-21,551.95,552.44,552.58,548.92,
"1095",2013-05-22,553.85,552.75,554.68,551.68,
"1096",2013-05-23,543.23,549.74,549.74,543.23,
"1097",2013-05-24,544.48,547.33,550.35,542.36,
"1098",2013-05-27,547.07,545.89,547.95,545.51,
"1099",2013-05-28,552.21,549.26,555.6,549.04,
"1100",2013-05-29,542.9,551.3,552.06,542.87,
"1101",2013-05-30,543.91,542.44,545.98,542.22,
"1102",2013-05-31,535.37,545.85,545.9,535.2,
"1103",2013-06-03,533.48,534.66,538.57,531.58,
"1104",2013-06-04,537.26,535.47,538.32,534.68,
"1105",2013-06-06,527.67,535.42,536.36,527.14,
"1106",2013-06-07,526.31,526.92,528.16,518.37,
"1107",2013-06-10,528.78,523.08,529.57,521.92,
"1108",2013-06-11,525.28,528.57,529.33,525.24,
"1109",2013-06-12,527.27,525.76,532.22,525.54,
"1110",2013-06-13,526.14,523.54,526.14,519.83,
"1111",2013-06-14,526.84,528.94,531.63,526.77,
"1112",2013-06-17,522.11,526.94,526.94,520.77,
"1113",2013-06-18,521.25,518.58,523.45,516.49,
"1114",2013-06-19,515.64,520.23,520.58,513.41,
"1115",2013-06-20,506.66,512.77,513.81,506.66,
"1116",2013-06-21,504.57,505.64,511.19,504.22,
"1117",2013-06-24,493.9,503.36,503.98,492.99,
"1118",2013-06-25,503.1,496.38,505.2,496.38,
"1119",2013-06-26,510.8,503.54,511.99,500.87,
"1120",2013-06-27,518.67,511.97,519.21,511.66,
"1121",2013-06-28,512.03,518.72,520.67,508,
"1122",2013-07-01,518.97,514.53,518.97,513.86,
"1123",2013-07-02,519.71,519.56,520.03,516.81,
"1124",2013-07-03,516.22,517.85,517.85,512.59,
"1125",2013-07-04,525.76,518.98,527.08,518.38,
"1126",2013-07-05,526.64,527.46,532.99,525.62,
"1127",2013-07-08,533.01,528.62,533.92,528.62,
"1128",2013-07-09,531.69,532.71,536.1,531.28,
"1129",2013-07-10,537.47,532.21,537.57,528.99,
"1130",2013-07-11,539.95,540.26,542.32,538.04,
"1131",2013-07-12,540.62,541.64,543.06,539.28,
"1132",2013-07-15,539.11,542.18,543.85,538.32,
"1133",2013-07-16,534.06,540.43,541.06,534,
"1134",2013-07-17,540.1,533.94,540.12,531.3,
"1135",2013-07-18,540.9,538.85,541.74,536.15,
"1136",2013-07-19,538.7,540.69,541.32,537.89,
"1137",2013-07-22,537.53,539.16,539.97,536.51,
"1138",2013-07-23,541.48,538.54,543.14,538.3,
"1139",2013-07-24,546.81,542.4,549.76,542.4,
"1140",2013-07-25,543.88,547.74,548.38,540.79,
"1141",2013-07-26,542.87,544.72,547.01,542.84,
"1142",2013-07-29,545.09,543.42,546.96,542.37,
"1143",2013-07-30,547.16,547.41,548.29,544.87,
"1144",2013-07-31,546.92,547.16,548.26,544.99,
"1145",2013-08-01,560.72,549.96,560.72,549.96,
"1146",2013-08-02,560.58,563.25,565.86,558.5,
"1147",2013-08-05,563.99,562.36,565.27,562.2,
"1148",2013-08-06,557.78,564.6,564.6,557.72,
"1149",2013-08-07,554.36,557.14,557.14,553.2,
"1150",2013-08-08,557.15,562.61,564.61,555.74,
"1151",2013-08-09,560.43,556.88,560.78,556.11,
"1152",2013-08-12,562.73,560.79,563.42,559.39,
"1153",2013-08-13,568.07,562.82,568.07,562.7,
"1154",2013-08-14,566.7,569.08,569.45,565.72,
"1155",2013-08-15,563.44,566.48,566.82,561,
"1156",2013-08-16,570.25,565.56,570.25,565.35,
"1157",2013-08-19,570.37,570.64,571.16,568.41,
"1158",2013-08-20,567.59,567.46,568.06,563.39,
"1159",2013-08-21,565.34,569.81,571.45,565.34,
"1160",2013-08-22,566.51,564.31,568.04,564.21,
"1161",2013-08-23,565.49,566.73,568.13,564.11,
"1162",2013-08-26,565.85,567.57,568.59,564.79,
"1163",2013-08-27,557.54,564.15,565.51,556.29,
"1164",2013-08-28,553.99,554.07,556.81,553.24,
"1165",2013-08-29,557.26,555.07,558.3,554.29,
"1166",2013-08-30,551.76,557.38,559,549.14,
"1167",2013-09-02,560.92,554.67,560.92,554.67,
"1168",2013-09-03,555.54,555.85,557.04,549.89,
"1169",2013-09-04,554.34,557.54,559.37,551.26,
"1170",2013-09-05,554.64,555.38,555.95,551.57,
"1171",2013-09-06,552.83,554.84,555.04,551.66,
"1172",2013-09-09,556.42,553.57,557.16,552.68,
"1173",2013-09-10,566.04,559.54,566.04,559.45,
"1174",2013-09-11,565.61,566.82,566.82,562.76,
"1175",2013-09-12,565.25,566.44,569.31,564.69,
"1176",2013-09-13,563.42,565.33,565.64,562.21,
"1177",2013-09-16,569.3,568.27,570.83,567.16,
"1178",2013-09-17,568.3,566.14,568.31,565.24,
"1179",2013-09-18,568.9,568.09,570.52,566.18,
"1180",2013-09-19,576.84,574.01,577.47,573.8,
"1181",2013-09-20,577.47,574.38,578.27,573.53,
"1182",2013-09-23,569.64,577.17,577.17,569.24,
"1183",2013-09-24,570.46,568.78,571.64,568.75,
"1184",2013-09-25,565.81,569.55,569.99,565.42,
"1185",2013-09-26,567.53,567.63,568.98,565.66,
"1186",2013-09-27,569.24,570.05,571.22,567.72,
"1187",2013-09-30,565.85,564.69,566.46,563.96,
"1188",2013-10-01,567.3,565.15,567.77,565.15,
"1189",2013-10-02,564.82,565.04,566.88,563.3,
"1190",2013-10-03,566.59,566.92,568.11,565.98,
"1191",2013-10-04,564.91,567.13,567.64,564.75,
"1192",2013-10-07,565.22,564.16,565.51,562.72,
"1193",2013-10-08,563.27,565.18,566.73,563.26,
"1194",2013-10-09,558.83,562.03,562.64,558.32,
"1195",2013-10-10,568.88,560.47,569.43,560.47,
"1196",2013-10-11,569.44,570.54,571.37,568.47,
"1197",2013-10-14,570.39,566.89,570.86,565.89,
"1198",2013-10-15,569.86,571.78,575.55,569.86,
"1199",2013-10-16,578.76,570.45,578.76,569.21,
"1200",2013-10-17,580.14,578.8,581.03,577.47,
"1201",2013-10-18,581.54,580.14,581.62,578.45,
"1202",2013-10-21,584.91,581.95,586.03,581.95,
"1203",2013-10-22,592.53,586.84,593.69,586.1,
"1204",2013-10-23,591.13,592.07,593.59,588.42,
"1205",2013-10-24,595.46,592.25,595.46,590.76,
"1206",2013-10-25,593.07,593.39,595.34,589.84,
"1207",2013-10-28,591.11,595.11,596.23,590.29,
"1208",2013-10-29,594.32,589.15,594.32,589.11,
"1209",2013-10-30,593.28,594.78,596.79,592.3,
"1210",2013-10-31,578.31,582.07,585.56,578.16,
"1211",2013-11-01,580.37,580.83,584.62,579.09,
"1212",2013-11-04,581.16,583.25,584.19,580.44,
"1213",2013-11-05,577.31,582.07,582.07,574.65,
"1214",2013-11-06,587.47,578.82,587.49,578.78,
"1215",2013-11-07,587.78,587.98,591.75,586.74,
"1216",2013-11-08,585.78,586.68,586.76,581.18,
"1217",2013-11-11,587.83,587.47,587.96,585.4,
"1218",2013-11-12,583.92,585.11,586.22,582.92,
"1219",2013-11-13,585.36,584.43,586.34,582.87,
"1220",2013-11-14,589.53,587.8,590.69,587.27,
"1221",2013-11-15,590.76,590.82,591.65,589.58,
"1222",2013-11-18,595.35,590.92,595.52,590.5,
"1223",2013-11-19,590.7,591.78,592.48,589.79,
"1224",2013-11-20,587.53,590.27,591.2,585.93,
"1225",2013-11-21,588.33,586.8,588.89,584.76,
"1226",2013-11-22,585.51,590.26,591.72,584.48,
"1227",2013-11-25,588.6,587.2,590.54,586.67,
"1228",2013-11-26,586.73,588.58,588.74,586.66,
"1229",2013-11-27,589.78,587.38,590.59,587.09,
"1230",2013-11-28,599.46,591.82,600.62,591.54,
"1231",2013-11-29,601.63,599.91,601.99,598.67,
"1232",2013-12-02,601.47,602.16,603.97,600.77,
"1233",2013-12-03,598.47,604.24,606.1,596.35,
"1234",2013-12-04,591.66,597.62,597.91,588.27,
"1235",2013-12-05,592.55,589,594.83,587.32,
"1236",2013-12-06,591.87,591.91,594.1,588.9,
"1237",2013-12-09,593.26,592.51,594.13,591.99,
"1238",2013-12-10,592,592.18,593.22,589.28,
"1239",2013-12-11,592.54,592.27,594.81,590.65,
"1240",2013-12-12,585.84,590.39,590.39,584.38,
"1241",2013-12-13,584.52,585.59,586.27,583.44,
"1242",2013-12-16,587.25,584.6,587.39,582.9,
"1243",2013-12-17,583.61,586.62,587.48,583.53,
"1244",2013-12-18,588.18,584.82,589.83,584.54,
"1245",2013-12-19,599.04,592.39,599.13,592.39,
"1246",2013-12-20,605.52,598.76,605.74,598.68,
"1247",2013-12-23,606.43,604.72,607.42,604.54,
"1248",2013-12-27,613.02,609.38,615.64,609.33,
"1249",2013-12-30,615.5,614.37,616.37,613.82,
"1250",2014-01-02,620.04,618.24,622.95,615.99,
"1251",2014-01-03,627.6,620.34,627.84,617.24,
"1252",2014-01-06,629.45,629.58,632.63,628.74,
"1253",2014-01-07,636.59,634.72,636.94,633.3,
"1254",2014-01-08,639.11,638.01,639.11,635.85,
"1255",2014-01-09,641.77,639.75,646.9,638.68,
"1256",2014-01-10,645.98,644.96,646.58,640.2,
"1257",2014-01-13,646.78,649.26,650.9,646.19,
"1258",2014-01-14,645.84,642.9,646.54,639.84,
"1259",2014-01-15,649.16,648.51,651.75,648.14,
"1260",2014-01-16,648.81,650.91,652.86,646.6,
"1261",2014-01-17,648.85,649.43,651.06,646.43,
"1262",2014-01-20,650.23,648,650.7,646.27,
"1263",2014-01-21,655.04,651.48,656.56,650.72,
"1264",2014-01-22,651.24,655.33,655.33,649.33,
"1265",2014-01-23,647.93,649.95,655.54,647.36,
"1266",2014-01-24,639.54,647.3,652.29,639,
"1267",2014-01-27,624.85,634.89,635.45,623.18,
"1268",2014-01-28,628.72,624.41,630.58,624.41,
"1269",2014-01-29,624.16,633.66,637.27,620.95,
"1270",2014-01-30,638.76,619.9,640.74,618.14,
"1271",2014-01-31,647.19,646.19,647.24,641.87,
"1272",2014-02-03,647.86,652.15,656.62,646.35,
"1273",2014-02-04,638.91,640.85,643.54,636.54,
"1274",2014-02-05,650.67,641.34,651.76,641.03,
"1275",2014-02-06,661.01,654.88,662.68,653.4,
"1276",2014-02-07,669.3,660.88,669.77,659.51,
"1277",2014-02-10,673.93,671.39,674.76,669.05,
"1278",2014-02-11,674.59,674.92,675.46,671.01,
"1279",2014-02-12,676.43,676.03,678.53,671.78,
"1280",2014-02-13,679.37,674.63,679.53,673.7,
"1281",2014-02-14,683.9,680.68,686.21,680.68,
"1282",2014-02-17,685.7,684.61,688.34,684.22,
"1283",2014-02-18,684.78,686.89,687.41,677.58,
"1284",2014-02-19,690.99,686.92,691.61,686.01,
"1285",2014-02-20,689.66,686,689.66,683.77,
"1286",2014-02-21,695.85,692.76,695.94,692.26,
"1287",2014-02-24,704.63,696.81,704.63,695.53,
"1288",2014-02-25,724.61,707.85,724.73,707.77,
"1289",2014-02-26,718.33,726.27,729.82,713.86,
"1290",2014-02-27,713.87,718.08,722.98,708.9,
"1291",2014-02-28,719.51,714.93,721.35,711.8,
"1292",2014-03-03,702.16,708.43,710.05,700.37,
"1293",2014-03-04,719.49,707.56,719.9,707.56,
"1294",2014-03-05,720.09,720.49,721.36,716,
"1295",2014-03-06,718.43,722.04,723.88,718.37,
"1296",2014-03-07,712.19,715.81,717.37,711.73,
"1297",2014-03-10,704.81,709.15,713.11,704.29,
"1298",2014-03-11,705.52,706.05,707.54,702.61,
"1299",2014-03-12,694.62,700.76,702.55,692.24,
"1300",2014-03-13,693.11,698.47,701.16,692.14,
"1301",2014-03-14,681.01,686.77,687.62,677.01,
"1302",2014-03-17,686.12,679.9,688.35,679.51,
"1303",2014-03-18,693.48,688.19,694.23,686.1,
"1304",2014-03-19,690.39,694.52,699.09,690.36,
"1305",2014-03-20,686.72,689.45,694.03,683.98,
"1306",2014-03-21,679.74,684.14,686.1,679.61,
"1307",2014-03-24,675.34,679.67,683.34,674.6,
"1308",2014-03-25,677.22,674.43,682.71,674.2,
"1309",2014-03-26,682.43,679.21,683.17,678.58,
"1310",2014-03-27,687.11,680.95,688.16,680.8,
"1311",2014-03-28,696.39,691.25,698.24,691.16,
"1312",2014-03-31,702.4,701.14,703.28,698.71,
"1313",2014-04-01,702.86,701.1,704.85,700.41,
"1314",2014-04-02,707.53,704.13,708.32,701.56,
"1315",2014-04-03,706.24,706.54,708.57,704.83,
"1316",2014-04-04,707.29,708.57,708.75,704.08,
"1317",2014-04-07,695.86,700.95,701.11,694.53,
"1318",2014-04-08,686.28,695.51,698.88,683.68,
"1319",2014-04-09,694.5,691.11,696.66,690.46,
"1320",2014-04-10,688.04,697.92,699.51,688.03,
"1321",2014-04-11,679.26,683.25,683.32,671.35,
"1322",2014-04-14,673.35,670.98,673.49,661.2,
"1323",2014-04-15,669.13,674.9,682.51,669.13,
"1324",2014-04-16,681.95,674.02,683,673.74,
"1325",2014-04-22,702.3,692.4,702.46,691.61,
"1326",2014-04-23,700.79,704.4,704.4,698.49,
"1327",2014-04-24,698.35,706.23,707.84,695.81,
"1328",2014-04-25,693.86,698.53,700.76,693.85,
"1329",2014-04-28,697.07,697.62,700.95,695.31,
"1330",2014-04-29,703.47,699.2,703.88,698.96,
"1331",2014-04-30,704.05,703.26,707.41,702.19,
"1332",2014-05-01,701.8,696.41,705.78,694.34,
"1333",2014-05-02,702.3,701.9,706.97,699.69,
"1334",2014-05-05,700.91,701.38,702.28,693.54,
"1335",2014-05-06,700.28,703.95,706.21,699.65,
"1336",2014-05-07,696.12,697.33,700.87,694.62,
"1337",2014-05-08,697.03,696.83,698.51,692.17,
"1338",2014-05-09,702.75,697.54,702.75,697.54,
"1339",2014-05-12,711.59,705.68,712.36,704.61,
"1340",2014-05-13,710.47,716.37,717.86,708.91,
"1341",2014-05-14,710.21,711.45,712.41,707.23,
"1342",2014-05-15,704.35,710.03,710.71,702.01,
"1343",2014-05-19,701.36,705.4,707.63,700.6,
"1344",2014-05-20,707.3,702.04,707.56,701.38,
"1345",2014-05-21,715.9,709.6,715.92,706.17,
"1346",2014-05-22,719.2,716.16,722.1,716.16,
"1347",2014-05-23,715.46,718.09,718.25,711.7,
"1348",2014-05-26,722.31,717.42,722.62,717.42,
"1349",2014-05-27,723.53,723.57,724.19,721.4,
"1350",2014-05-28,720.6,722.67,724.44,719.13,
"1351",2014-06-02,721.87,724.01,724.01,720.66,
"1352",2014-06-03,720.75,722.74,725.18,720.17,
"1353",2014-06-04,727.63,720.41,727.63,720.41,
"1354",2014-06-06,733.4,735.16,735.63,732.6,
"1355",2014-06-10,743.2,733.47,743.33,733.47,
"1356",2014-06-11,738.57,746.66,747.84,735.81,
"1357",2014-06-12,745.16,739.95,746.56,739.64,
"1358",2014-06-13,740.78,744.61,745.52,736.42,
"1359",2014-06-16,742.28,738.46,743.23,737.03,
"1360",2014-06-17,741.47,741.6,748.3,737.9,
"1361",2014-06-18,744.69,743.63,747.02,743.08,
"1362",2014-06-19,745.49,747.64,748.53,743.44,
"1363",2014-06-20,743.86,745.1,746.63,743.39,
"1364",2014-06-23,742.79,746,747.09,741.44,
"1365",2014-06-24,738.89,744.21,744.62,738.58,
"1366",2014-06-25,732.85,735.94,737.46,730.47,
"1367",2014-06-26,737.26,735.19,738.78,733.59,
"1368",2014-06-27,739.17,737.23,740.62,735.47,
"1369",2014-06-30,740.82,741.6,743.87,737.32,
"1370",2014-07-01,743.36,741.6,743.88,738.7,
"1371",2014-07-02,748.79,746.72,749.6,744.38,
"1372",2014-07-03,750.64,751,752,746.88,
"1373",2014-07-04,747.84,750.84,750.84,747.59,
"1374",2014-07-07,743.53,747.31,747.31,742.58,
"1375",2014-07-08,734.65,744.51,745.84,732.63,
"1376",2014-07-09,729.81,734.63,737.27,726.73,
"1377",2014-07-10,726.13,731.94,732.87,721.16,
"1378",2014-07-11,729.43,726.3,731.01,726.3,
"1379",2014-07-14,736.21,733.46,737.44,733.23,
"1380",2014-07-15,732.92,737.04,740.02,732.72,
"1381",2014-07-16,741.1,737.26,743.05,736.65,
"1382",2014-07-17,739.81,739.76,741.38,735.88,
"1383",2014-07-18,732.28,733.86,734.23,729.73,
"1384",2014-07-21,727.43,733.1,733.22,725.91,
"1385",2014-07-22,741.16,730.32,742.05,730.32,
"1386",2014-07-23,741.49,740.91,743.23,739.11,
"1387",2014-07-24,739.89,743.95,746.1,736.43,
"1388",2014-07-25,741.99,738.81,744.74,737.21,
"1389",2014-07-28,739.53,741.85,741.85,736.33,
"1390",2014-07-29,743.09,741.37,744.93,740.55,
"1391",2014-07-30,743.88,743.74,747.75,743.56,
"1392",2014-07-31,737.23,746.06,747.6,734.35,
"1393",2014-08-01,723.57,734.03,736.43,719.02,
"1394",2014-08-04,724.09,727.15,729.78,723.85,
"1395",2014-08-05,733.3,727.27,734.03,726.71,
"1396",2014-08-06,723.62,729.3,729.95,718.54,
"1397",2014-08-07,715.35,725.86,728.21,712.67,
"1398",2014-08-08,704.74,707.86,709.49,692.41,
"1399",2014-08-11,717.45,715.55,719.02,714.33,
"1400",2014-08-12,719.38,720.02,721.93,716.98,
"1401",2014-08-13,722.94,722.64,723.48,718.65,
"1402",2014-08-14,721.31,720.61,723.59,718.31,
"1403",2014-08-15,718.58,723.79,727.37,718.58,
"1404",2014-08-18,727.4,723.86,728.58,723.47,
"1405",2014-08-19,735.68,734.27,735.75,732.63,
"1406",2014-08-20,736.06,736.61,738.55,731.99,
"1407",2014-08-21,736,735.84,736.71,731.58,
"1408",2014-08-22,732.49,735.66,738.36,731.18,
"1409",2014-08-25,739.05,738.15,740.2,737.21,
"1410",2014-08-26,740.96,739.57,741.09,735.34,
"1411",2014-08-27,743.91,741.39,744.22,741.02,
"1412",2014-08-28,738.86,742.84,744.3,737.11,
"1413",2014-08-29,737.12,739.24,742.15,735.36,
"1414",2014-09-01,737.73,739.62,742.27,734.68,
"1415",2014-09-02,738.21,739.64,740.14,734.01,
"1416",2014-09-03,743.03,737.74,744.48,737.48,
"1417",2014-09-04,744.4,740.84,745.54,739.97,
"1418",2014-09-05,739.78,742.17,745.45,738.9,
"1419",2014-09-08,744.95,741.89,744.98,739.83,
"1420",2014-09-09,748.81,742.95,752.87,737.74,
"1421",2014-09-10,749.55,748.62,749.8,743.3,
"1422",2014-09-11,751.22,750.81,755.66,748.96,
"1423",2014-09-12,759.04,760.55,761.73,757.18,
"1424",2014-09-15,759.05,757.54,761,756.53,
"1425",2014-09-16,752.34,758.73,759.33,749.98,
"1426",2014-09-17,763.59,757.69,763.88,756.73,
"1427",2014-09-18,770.13,767.66,773.17,767.01,
"1428",2014-09-19,773,775.57,775.57,769.98,
"1429",2014-09-22,771.99,770.3,774.58,768.62,
"1430",2014-09-23,762.45,771.14,772.24,761.7,
"1431",2014-09-24,760.19,760.92,766.13,758.52,
"1432",2014-09-25,760.91,764.73,769.22,759.1,
"1433",2014-09-26,766.28,760.5,767.36,757.78,
"1434",2014-09-29,763.68,766.65,768.13,759.28,
"1435",2014-09-30,762.65,766.03,766.03,760.05,
"1436",2014-10-01,763.38,761.65,769.59,760,
"1437",2014-10-02,748.24,762.31,763.66,748.19,
"1438",2014-10-03,756.48,753.02,757.65,748.43,
"1439",2014-10-06,751.45,758.35,758.87,751.45,
"1440",2014-10-07,736.85,750.68,750.81,734.08,
"1441",2014-10-08,721.3,731.14,731.6,718.28,
"1442",2014-10-09,717.72,734.07,734.58,716.55,
"1443",2014-10-10,703.44,710.1,710.1,698.55,
"1444",2014-10-13,700.24,693.04,706.66,690.99,
"1445",2014-10-14,703.45,701,706.25,691.72,
"1446",2014-10-15,687.45,704.6,707.47,680.9,
"1447",2014-10-16,673.84,688.58,693.69,664.69,
"1448",2014-10-17,700.72,678.68,702.17,676.47,
"1449",2014-10-20,704.63,705.91,712.42,696.87,
"1450",2014-10-21,718.96,705.1,720.22,697.46,
"1451",2014-10-22,732.42,724.75,732.42,719.56,
"1452",2014-10-23,738.64,734.22,738.64,727.7,
"1453",2014-10-24,733.98,738.01,739.37,730.1,
"1454",2014-10-27,735.99,747.35,747.35,733.05,
"1455",2014-10-28,724.18,733.45,733.59,719.06,
"1456",2014-10-29,731.01,726.59,735.38,726.31,
"1457",2014-10-30,751.11,743.2,751.11,735.56,
"1458",2014-10-31,754.43,760.12,765.56,749.76,
"1459",2014-11-03,746.07,755.67,757.14,741.62,
"1460",2014-11-04,740.84,746.12,749.63,740.84,
"1461",2014-11-05,741.65,736.65,742.56,735.52,
"1462",2014-11-06,742.38,741.07,748.2,734.7,
"1463",2014-11-07,741.42,747.26,747.53,738.12,
"1464",2014-11-10,741.98,742.2,745.93,737.61,
"1465",2014-11-11,744.58,741.86,747.18,737.35,
"1466",2014-11-12,739.51,745.55,747.59,737.94,
"1467",2014-11-13,738.72,742.48,742.62,733.9,
"1468",2014-11-14,735.86,743.92,744.51,733.38,
"1469",2014-11-17,736.2,731.21,736.36,727.19,
"1470",2014-11-18,741.86,735.16,741.86,734.18,
"1471",2014-11-19,745.9,742.8,748.55,742.43,
"1472",2014-11-20,743.99,745.58,746.87,740.46,
"1473",2014-11-21,751.71,747.6,753.7,746.15,
"1474",2014-11-24,757.04,752.02,757.55,751.84,
"1475",2014-11-25,759.41,757.27,761.84,756.51,
"1476",2014-11-26,760.67,762.05,762.31,757.57,
"1477",2014-11-27,762.28,760.17,765.09,760.08,
"1478",2014-11-28,760.72,761.45,762.71,758.24,
"1479",2014-12-01,757.73,758.97,760.69,754.4,
"1480",2014-12-02,766.3,759.99,768.73,759.89,
"1481",2014-12-03,767.79,768.38,774.79,767.01,
"1482",2014-12-04,762.68,770,773.31,760.96,
"1483",2014-12-05,773.54,767.1,775.02,766.06,
"1484",2014-12-08,769.95,774.87,778.02,766.71,
"1485",2014-12-09,760.03,767.31,768.45,759,
"1486",2014-12-10,759.34,762.73,769.53,757.81,
"1487",2014-12-11,755.98,759.94,761.72,750.95,
"1488",2014-12-12,743.23,752.8,755.64,743.23,
"1489",2014-12-15,729.91,735.45,741.44,728.19,
"1490",2014-12-16,718.5,727.86,727.86,708.51,
"1491",2014-12-17,725.67,716.9,727.7,716.58,
"1492",2014-12-18,744.47,737.9,745.68,737.83,
"1493",2014-12-19,748.27,761.92,761.92,741.17,
"1494",2014-12-22,753.38,749.57,753.46,747.29,
"1495",2014-12-23,746.45,754.59,756.37,745,
"1496",2014-12-29,750.13,757.71,761.48,747.62,
"1497",2014-12-30,744.44,749.75,750.38,743.4,
"1498",2015-01-02,752.69,750.64,754.98,748.19,
"1499",2015-01-05,748.86,754.64,756.71,746.06,
"1500",2015-01-06,744.44,746.62,748.33,737.2,
"1501",2015-01-07,740.83,744.95,747.16,740.83,
"1502",2015-01-08,752.01,747.81,753.32,745.57,
"1503",2015-01-09,752.65,751.79,756.64,750.72,
"1504",2015-01-12,758.12,755.89,761.57,753.54,
"1505",2015-01-13,769.24,758.8,769.3,757.21,
"1506",2015-01-14,761.29,764.67,769.33,758.52,
"1507",2015-01-15,772.43,765.13,772.43,746.6,
"1508",2015-01-16,769.14,770.09,771.46,761.93,
"1509",2015-01-19,787.3,772.59,788.97,771.16,
"1510",2015-01-20,789.07,788.65,793.21,785.85,
"1511",2015-01-21,790.82,786.87,790.82,783.29,
"1512",2015-01-22,792.96,795.34,796.92,782.31,
"1513",2015-01-23,802.48,797.37,805,797.34,
"1514",2015-01-26,815.19,798.96,815.24,797.89,
"1515",2015-01-27,808.35,817.83,822.04,806.51,
"1516",2015-01-28,815.19,814.63,818.44,809.73,
"1517",2015-01-29,815.32,813.71,820.16,811.63,
"1518",2015-01-30,810.94,823.11,824.93,810.94,
"1519",2015-02-02,806.44,815.92,817.36,804.02,
"1520",2015-02-03,808.11,811.45,811.45,803.22,
"1521",2015-02-04,801.43,810.38,811.17,795.98,
"1522",2015-02-05,799.67,809.09,809.64,797.26,
"1523",2015-02-06,793.48,799.36,799.36,789.57,
"1524",2015-02-09,787.96,793.02,793.83,784.32,
"1525",2015-02-10,796.8,791.45,798.9,788.2,
"1526",2015-02-11,790.23,794.2,798.81,788.08,
"1527",2015-02-12,796.55,792.23,798.17,790.62,
"1528",2015-02-13,803.63,800.41,804.91,798.56,
"1529",2015-02-16,803.36,805.33,805.73,799.98,
"1530",2015-02-17,815.61,800.85,816.42,800.62,
"1531",2015-02-18,830.03,822.58,831.05,820.78,
"1532",2015-02-19,835.95,831.06,836.65,825.93,
"1533",2015-02-20,853.69,833.58,860.17,830.9,
"1534",2015-02-23,863.05,867.11,869.58,859.65,
"1535",2015-02-24,859.79,863.02,863.27,853.36,
"1536",2015-02-25,867.08,861.74,869.53,860.83,
"1537",2015-02-26,876.59,866.62,877.39,866.62,
"1538",2015-02-27,883.51,878.32,883.64,875.53,
"1539",2015-03-02,879.19,884.79,886.56,877.22,
"1540",2015-03-03,873.13,880.71,881.43,873.13,
"1541",2015-03-04,873.97,873.88,874.57,866.15,
"1542",2015-03-05,882.65,875.43,883.19,875.43,
"1543",2015-03-06,886.28,882.81,888.93,881.92,
"1544",2015-03-09,885.48,885.76,885.86,877.5,
"1545",2015-03-10,888.81,887.14,894.42,881.39,
"1546",2015-03-11,893.5,889.71,896.42,884.75,
"1547",2015-03-12,893.6,895.54,898.25,891.99,
"1548",2015-03-13,907.1,897.97,907.1,895.54,
"1549",2015-03-16,920.59,910.64,920.73,910.37,
