"","OMX Copenhagen 20 (OMXC20)_history.csv Date","OMX Copenhagen 20 (OMXC20)_history.csv Price","OMX Copenhagen 20 (OMXC20)_history.csv Open","OMX Copenhagen 20 (OMXC20)_history.csv High","OMX Copenhagen 20 (OMXC20)_history.csv Low","OMX Copenhagen 20 (OMXC20)_history.csv Volume"
"247",2009-12-28,334.59,335.26,337.3,333.91,
"248",2009-12-29,336.29,334.65,337.51,334.65,
"249",2009-12-30,336.69,336.35,337.75,335.62,
"250",2010-01-04,347.85,336.75,347.85,336.75,
"251",2010-01-05,345.14,347.97,348.36,343.5,
"252",2010-01-06,346.37,345.18,347.55,344.97,
"253",2010-01-07,351.28,346.28,351.73,345.28,
"254",2010-01-08,353.23,351.28,353.77,351.28,
"255",2010-01-11,359.54,353.65,363,353.65,
"256",2010-01-12,356.73,359.73,359.83,354.01,
"257",2010-01-13,356.53,356.63,358.98,353.3,
"258",2010-01-14,361.79,356.97,362.86,356.97,
"259",2010-01-15,359.27,361.99,363.84,358.43,
"260",2010-01-18,359.95,359.33,362.12,359.25,
"261",2010-01-19,360.47,359.91,360.8,355.11,
"262",2010-01-20,356.31,360.63,361.03,356,
"263",2010-01-21,349.69,356.46,357.69,349.68,
"264",2010-01-22,346.87,349.56,349.74,345,
"265",2010-01-25,349.86,346.48,352.24,344.97,
"266",2010-01-26,348.97,349.65,353.85,348.63,
"267",2010-01-27,349.61,348.69,353.65,345.37,
"268",2010-01-28,350.95,350.36,357.02,350.36,
"269",2010-01-29,354.85,351.1,354.85,348.41,
"270",2010-02-01,358.43,354.46,358.51,351.58,
"271",2010-02-02,358.17,358.67,361.84,356.82,
"272",2010-02-03,360.48,358.33,362.85,358.33,
"273",2010-02-04,355.92,360.64,363.84,353.97,
"274",2010-02-05,350.75,355.54,355.54,347,
"275",2010-02-08,345.43,351.47,352.46,342.71,
"276",2010-02-09,348.74,344.66,350,344.64,
"277",2010-02-10,346.31,350.58,352.67,346.01,
"278",2010-02-11,348.53,348.38,351.58,347.13,
"279",2010-02-12,349.74,351.73,352.94,347.05,
"280",2010-02-15,350.64,350.85,351.78,349.97,
"281",2010-02-16,354.54,353.06,354.54,352.04,
"282",2010-02-17,357.57,357.47,357.91,356.59,
"283",2010-02-18,358.6,357.81,358.6,356.07,
"284",2010-02-19,358.76,356.86,358.93,355.27,
"285",2010-02-22,360.99,359.71,362.22,359.71,
"286",2010-02-23,357.44,363.23,363.23,356.35,
"287",2010-02-24,358.05,356.66,358.88,355.25,
"288",2010-02-25,353.95,356.89,357.83,352.94,
"289",2010-02-26,354.77,355.3,356,353.02,
"290",2010-03-01,361.86,358.18,361.88,357.27,
"291",2010-03-02,364.37,361.5,365.02,361.3,
"292",2010-03-03,368.12,364.19,368.74,364.13,
"293",2010-03-04,364.62,364.3,365.74,362.86,
"294",2010-03-05,371.1,365.53,371.1,365.53,
"295",2010-03-08,371.38,371.69,372.31,369.95,
"296",2010-03-09,369.55,371.76,371.9,366.61,
"297",2010-03-10,374.02,369.47,374.21,367.78,
"298",2010-03-11,372.06,372.13,374.87,371.58,
"299",2010-03-12,372.34,373.22,374.81,371.87,
"300",2010-03-15,371.01,369.99,372.8,369.46,
"301",2010-03-16,377.02,372.44,377.22,372.41,
"302",2010-03-17,378.35,379.78,381.28,377.85,
"303",2010-03-18,377.87,378.13,379.67,377.2,
"304",2010-03-19,379.68,379.69,381.75,378.88,
"305",2010-03-22,378.16,378.49,378.69,374.8,
"306",2010-03-23,383.79,379.06,383.79,378.96,
"307",2010-03-24,386.71,386.24,387.29,384.13,
"308",2010-03-25,388.48,385.98,390.3,385.34,
"309",2010-03-26,384.57,388.01,388.21,383.96,
"310",2010-03-29,382.89,385.99,386.31,381.64,
"311",2010-03-30,383.23,385.02,385.02,381.13,
"312",2010-03-31,383.04,383.55,384.26,381.42,
"313",2010-04-06,391.65,388.69,392.65,388.69,
"314",2010-04-07,397.24,391.92,397.68,391.4,
"315",2010-04-08,392.32,394.74,395,391.97,
"316",2010-04-09,393.99,394.57,395.99,393.47,
"317",2010-04-12,397.76,395.56,397.95,395.1,
"318",2010-04-13,395.38,396.32,397.75,394.38,
"319",2010-04-14,400.53,397.55,401.37,397.15,
"320",2010-04-15,405.22,402.15,405.24,401.45,
"321",2010-04-16,402.68,403.3,406.83,402.1,
"322",2010-04-19,399.28,399.02,401.34,396.97,
"323",2010-04-20,406.88,400.97,406.98,400.97,
"324",2010-04-21,407.88,407.81,409.45,406.18,
"325",2010-04-22,401.2,407.08,409.76,401.2,
"326",2010-04-23,407.43,401.94,408.88,401.83,
"327",2010-04-26,414.41,410.64,417.42,409.97,
"328",2010-04-27,408.95,416.36,417.27,408.95,
"329",2010-04-28,401.8,403.44,405.67,396.64,
"330",2010-04-29,411.5,402.64,412.32,402.64,
"331",2010-05-03,413.48,410.89,414.84,408.42,
"332",2010-05-04,405.51,416.35,418.06,403.1,
"333",2010-05-05,395.02,403.69,405.63,392.3,
"334",2010-05-06,387.15,392.23,396.16,387.05,
"335",2010-05-07,371.12,376.04,381.43,370.65,
"336",2010-05-10,394.73,385.4,396.29,385.34,
"337",2010-05-11,393.52,393.31,397.04,391.7,
"338",2010-05-12,403.87,397.57,404.58,396.62,
"339",2010-05-17,400.8,394.31,401.6,392.64,
"340",2010-05-18,402.73,404.27,406.47,401.1,
"341",2010-05-19,391.85,397.26,399.11,390.02,
"342",2010-05-20,378.99,393.31,394.84,375.65,
"343",2010-05-21,375.91,378.01,382.31,368.9,
"344",2010-05-25,367.83,369.6,370.29,362.49,
"345",2010-05-26,381.11,373.12,382.8,373.12,
"346",2010-05-27,389.85,382.56,389.89,380.99,
"347",2010-05-28,387,394.4,395.42,385.65,
"348",2010-05-31,388.69,387.98,389.76,385.66,
"349",2010-06-01,388.05,388.55,388.66,381.54,
"350",2010-06-02,391.19,385.62,392.09,384.33,
"351",2010-06-03,401.25,396.92,401.25,396.34,
"352",2010-06-04,397.2,402.24,405.74,396.17,
"353",2010-06-07,392.5,390.05,395.92,388.57,
"354",2010-06-08,389.89,397.08,398.27,388.04,
"355",2010-06-09,393.67,393.3,393.8,390.21,
"356",2010-06-10,401.82,393.46,401.94,391.19,
"357",2010-06-11,402.22,403.44,404.9,399.07,
"358",2010-06-14,410.66,407.21,411.45,406.55,
"359",2010-06-15,411.12,407.74,411.28,406.87,
"360",2010-06-16,408.98,415.25,415.27,381.05,
"361",2010-06-17,408.45,409.24,412.84,406.99,
"362",2010-06-18,417.24,412.65,417.27,412.48,
"363",2010-06-21,421.23,422.22,423.95,420.8,
"364",2010-06-22,416.97,419.57,421.85,416.35,
"365",2010-06-23,413.83,415.58,416.22,412.97,
"366",2010-06-24,407.01,416.74,416.74,406.96,
"367",2010-06-25,403.36,406.81,409.21,403.06,
"368",2010-06-28,404.47,406.21,407.95,402.76,
"369",2010-06-29,391.07,402.09,402.18,390.49,
"370",2010-06-30,393.02,391.71,397.99,390.58,
"371",2010-07-01,383.73,388.3,390.87,383.32,
"372",2010-07-02,390.34,388.85,391.59,386.46,
"373",2010-07-05,391.45,393.69,393.87,390.17,
"374",2010-07-06,401.45,392.96,402.22,392.72,
"375",2010-07-07,404.31,399.06,404.33,396.77,
"376",2010-07-08,406.98,411.4,412.06,405.99,
"377",2010-07-09,406.58,409.01,409.15,405.49,
"378",2010-07-12,407.99,408.03,408.44,405.17,
"379",2010-07-13,410.64,408.03,411.63,407.65,
"380",2010-07-14,413.72,413.98,414.21,409.76,
"381",2010-07-15,415.38,413.21,417.43,412.97,
"382",2010-07-16,409.33,417.19,417.94,407.89,
"383",2010-07-19,405.55,406.83,408.48,403.96,
"384",2010-07-20,401.22,407.58,407.95,398.46,
"385",2010-07-21,405.03,403.53,406.05,401.38,
"386",2010-07-22,409.84,405.74,410.23,404.46,
"387",2010-07-23,410.99,411.07,412.19,408.39,
"388",2010-07-26,412.56,413.68,414.56,409.48,
"389",2010-07-27,414.06,413.18,416.57,413.13,
"390",2010-07-28,412.92,415.48,416.99,411.96,
"391",2010-07-29,415.06,414.09,417.1,413.26,
"392",2010-07-30,410.83,413.81,414.19,408.72,
"393",2010-08-02,420.85,413.73,420.91,413.63,
"394",2010-08-03,425.52,421.52,426.38,421.27,
"395",2010-08-04,423.72,424.42,424.84,421.36,
"396",2010-08-05,424.84,426.93,429.09,424.81,
"397",2010-08-06,419.48,425.37,427.56,419.1,
"398",2010-08-09,425.49,424.06,425.49,423.04,
"399",2010-08-10,420.2,424,425.04,419.47,
"400",2010-08-11,411.78,418.48,418.48,411.76,
"401",2010-08-12,412.69,411.65,416.73,408.6,
"402",2010-08-13,412.99,414.57,416.4,408.73,
"403",2010-08-16,411.32,412.62,415.4,408.07,
"404",2010-08-17,416.05,412.65,416.08,411.84,
"405",2010-08-18,408.46,412.26,413.5,404.41,
"406",2010-08-19,404.4,411.65,412.43,403.86,
"407",2010-08-20,398.29,403.07,404.52,394.76,
"408",2010-08-23,399.92,397.62,401.39,396.95,
"409",2010-08-24,392.04,398.36,398.79,389.93,
"410",2010-08-25,384.65,390.41,392.06,382.36,
"411",2010-08-26,392.66,388.78,392.85,388.47,
"412",2010-08-27,393.45,390.15,395.64,390.09,
"413",2010-08-30,393.79,396.47,397.76,392.24,
"414",2010-08-31,396.38,389.09,396.38,387.92,
"415",2010-09-01,408.91,398.47,408.98,395.34,
"416",2010-09-02,406.71,409.59,409.96,405.7,
"417",2010-09-03,408.29,408.26,411.76,405.11,
"418",2010-09-06,407.48,411.1,411.1,406.37,
"419",2010-09-07,407.65,407.64,408.02,405.16,
"420",2010-09-08,408.64,406.11,409.68,403.44,
"421",2010-09-09,415.37,408.33,415.65,407.25,
"422",2010-09-10,416.34,414.56,420.59,414.19,
"423",2010-09-13,419.74,420.13,422.25,418.84,
"424",2010-09-14,419.47,421.25,421.7,416.77,
"425",2010-09-15,416.77,420.9,421.27,414.11,
"426",2010-09-16,413.23,417.48,418.54,412.91,
"427",2010-09-17,412.9,414.53,417.93,411.34,
"428",2010-09-20,415.4,413.21,415.42,412.64,
"429",2010-09-21,417.54,416.55,419.12,416.28,
"430",2010-09-22,417.61,418.43,419.85,415.18,
"431",2010-09-23,416.09,418.28,419.94,412.17,
"432",2010-09-24,419.28,414.52,419.88,413.86,
"433",2010-09-27,417.05,419.83,421,416.45,
"434",2010-09-28,416.1,414.73,416.82,410.64,
"435",2010-09-29,415.12,417.74,418.39,414.22,
"436",2010-09-30,416.96,412.98,418.08,411.99,
"437",2010-10-01,412.1,416.7,417.28,411.19,
"438",2010-10-04,408.35,412.27,413.08,407.71,
"439",2010-10-05,412.01,408.05,412.91,406.96,
"440",2010-10-06,418.46,414.78,419.22,414,
"441",2010-10-07,418.77,418.49,419.9,415.31,
"442",2010-10-08,415.66,418.1,418.16,413.72,
"443",2010-10-11,420.76,415.54,420.76,414.65,
"444",2010-10-12,420.66,419.59,421.66,416.72,
"445",2010-10-13,428.56,422.15,428.74,421.83,
"446",2010-10-14,423.65,427.8,428.69,422.56,
"447",2010-10-15,420.47,424.15,424.82,419.65,
"448",2010-10-18,413.76,418.06,420.45,413.76,
"449",2010-10-19,409.12,411.89,413.95,406.97,
"450",2010-10-20,421.93,416.53,423.51,414.8,
"451",2010-10-21,426.99,420.53,427.87,420.4,
"452",2010-10-22,424.72,426.36,426.55,421.87,
"453",2010-10-25,427.85,426.76,428.47,425.3,
"454",2010-10-26,420.93,429.78,430.09,420.12,
"455",2010-10-27,422.76,421.79,425.56,419.64,
"456",2010-10-28,425.69,425.22,426.17,422.2,
"457",2010-10-29,424.2,422.5,425.59,420.62,
"458",2010-11-01,424.79,423.57,426.27,422.55,
"459",2010-11-02,427.55,424.34,429.03,423.56,
"460",2010-11-03,428,429.17,429.64,426.67,
"461",2010-11-04,432.77,431.61,435.03,431.16,
"462",2010-11-05,431.32,434.15,435.58,428.02,
"463",2010-11-08,430.46,433.11,433.22,430.38,
"464",2010-11-09,433.38,428.16,433.77,427.72,
"465",2010-11-10,432.89,435.32,435.59,431.66,
"466",2010-11-11,433.17,434.12,434.69,431.01,
"467",2010-11-12,431.58,428.49,433.07,427.06,
"468",2010-11-15,433.89,430.25,434.05,429.36,
"469",2010-11-16,428.37,432.77,433.1,428.24,
"470",2010-11-17,428.99,427.47,429.88,427.01,
"471",2010-11-18,431.89,430.95,432.12,429.54,
"472",2010-11-19,432.95,432.17,433.4,431.31,
"473",2010-11-22,431.78,435.58,436.06,430.36,
"474",2010-11-23,429.43,430.57,430.57,426.5,
"475",2010-11-24,431.5,430.07,431.65,426.67,
"476",2010-11-25,429.75,431.3,432.17,428.86,
"477",2010-11-26,428.54,428.83,430.12,426.73,
"478",2010-11-29,423.17,429.57,431.9,423.17,
"479",2010-11-30,424.77,423.22,426.88,422.73,
"480",2010-12-01,434.07,424.78,434.07,424.58,
"481",2010-12-02,440.57,435.22,440.57,434.89,
"482",2010-12-03,437.43,439.93,440.22,434.49,
"483",2010-12-06,439.29,437.72,439.81,436.79,
"484",2010-12-07,442.04,438.79,445.03,438.18,
"485",2010-12-08,442.81,440.76,443.73,439.93,
"486",2010-12-09,438.04,444.88,445.12,437.25,
"487",2010-12-10,447.67,440.72,447.99,440.7,
"488",2010-12-13,449.74,448.8,450.97,448.38,
"489",2010-12-14,450.14,449.02,451.21,447.87,
"490",2010-12-15,451.45,449.83,452.23,449,
"491",2010-12-16,450.29,450.74,451.08,449.33,
"492",2010-12-17,455.86,450.84,457.1,450.84,
"493",2010-12-20,453.85,454.89,456.13,453.72,
"494",2010-12-21,455.54,455.84,456.29,454.95,
"495",2010-12-22,453.89,454.66,455.25,451.38,
"496",2010-12-23,459.3,455.89,460.42,454.66,
"497",2010-12-27,457.32,459.37,460.28,456.4,
"498",2010-12-28,460.1,457.67,461.41,456.74,
"499",2010-12-29,459.68,461.02,462.38,459.38,
"500",2010-12-30,457.58,459.52,460.62,457.58,
"501",2011-01-03,461.89,460.54,463.62,460.16,
"502",2011-01-04,467.97,464.52,469.06,463.52,
"503",2011-01-05,468.39,468.86,469.26,464.58,
"504",2011-01-06,470.72,470.45,472.48,469.45,
"505",2011-01-07,465.56,469.15,469.53,464.9,
"506",2011-01-10,468.31,469.84,471.1,467.62,
"507",2011-01-11,472.63,469.53,473.32,468.87,
"508",2011-01-12,471.14,474.51,476.1,469.97,
"509",2011-01-13,463.18,471.99,472.15,460.83,
"510",2011-01-14,464.13,461.33,464.13,459.99,
"511",2011-01-17,464.04,466.48,467.05,463.58,
"512",2011-01-18,475.02,465.77,476.35,465.73,
"513",2011-01-19,470.32,475.79,475.89,470.12,
"514",2011-01-20,463.67,468.56,471.09,463.65,
"515",2011-01-21,459.87,462.55,464.04,459.15,
"516",2011-01-24,461.93,461.56,462.35,457.22,
"517",2011-01-25,462.38,466.16,466.86,462.05,
"518",2011-01-26,465.49,462.42,465.91,461.85,
"519",2011-01-27,468.97,465.35,469.59,464.53,
"520",2011-01-28,467.03,468.73,469.28,465.37,
"521",2011-01-31,462.11,464.66,465.11,459.86,
"522",2011-02-01,468.06,463.58,468.78,463.22,
"523",2011-02-02,462.31,467.77,468.42,461.33,
"524",2011-02-03,460.72,462.73,463.24,459.91,
"525",2011-02-04,460.44,461.54,461.83,459.56,
"526",2011-02-07,462.69,461.36,462.76,460.2,
"527",2011-02-08,461.93,462.59,464.31,459.38,
"528",2011-02-09,468.4,462.71,468.4,462.11,
"529",2011-02-10,462.1,466.05,466.92,460.19,
"530",2011-02-11,465.27,463.07,465.57,461.19,
"531",2011-02-14,471.95,467.9,474.07,466.69,
"532",2011-02-15,471.82,473.41,474.08,469.77,
"533",2011-02-16,471.52,469.85,471.97,466.77,
"534",2011-02-17,468.58,471.09,473.39,468.5,
"535",2011-02-18,470.51,470.06,470.89,466.49,
"536",2011-02-21,467.1,470.04,470.91,466.44,
"537",2011-02-22,466.29,464.29,468.06,461.76,
"538",2011-02-23,463.25,463.14,466.58,461.09,
"539",2011-02-24,462.34,460.21,463.8,459.37,
"540",2011-02-25,470.61,464.56,470.61,464.04,
"541",2011-02-28,473.64,469.75,474.74,469.15,
"542",2011-03-01,470.44,474.58,477.15,469.7,
"543",2011-03-02,467.3,468.43,468.63,464.78,
"544",2011-03-03,470.79,468.61,478.38,468.2,
"545",2011-03-04,469.45,472.68,475.63,469.43,
"546",2011-03-07,468.22,469.86,470.99,468.13,
"547",2011-03-08,468.83,469.64,470.58,465.3,
"548",2011-03-09,470.57,470.98,471.64,468.51,
"549",2011-03-10,466.68,469.13,470.63,464.77,
"550",2011-03-11,461.95,463.06,463.98,460.89,
"551",2011-03-14,460.09,459.31,461.98,458.22,
"552",2011-03-15,449.25,452.45,454.26,442.99,
"553",2011-03-16,448.53,452.59,456.12,448.53,
"554",2011-03-17,451.68,452.02,454.44,448.19,
"555",2011-03-18,461.97,455.22,462.43,454.97,
"556",2011-03-21,460.52,464.59,466.43,460.5,
"557",2011-03-22,458.46,461.98,462.17,457.32,
"558",2011-03-23,460.42,456.98,461.17,456.4,
"559",2011-03-24,462.06,457.14,462.06,456.95,
"560",2011-03-25,459.85,462.45,462.46,457.3,
"561",2011-03-28,459.35,460.06,460.45,457.54,
"562",2011-03-29,460.05,459.48,460.3,457.12,
"563",2011-03-30,467.74,463.43,467.78,462.62,
"564",2011-03-31,467.15,468.95,469.36,465.66,
"565",2011-04-01,469.16,469.09,470.23,464.61,
"566",2011-04-04,469.09,469.43,470.66,467.23,
"567",2011-04-05,470.96,468.97,470.96,467.34,
"568",2011-04-06,472.88,471.24,473.49,467.58,
"569",2011-04-07,469.39,472.52,472.62,468.81,
"570",2011-04-08,470.97,470.46,472.03,468.41,
"571",2011-04-11,470.04,469.72,471.3,468.15,
"572",2011-04-12,465.29,468.86,470.53,463.38,
"573",2011-04-13,465.57,464.57,466.08,462.92,
"574",2011-04-14,462.28,465.11,465.8,460.77,
"575",2011-04-15,462.1,462.93,464.55,459.7,
"576",2011-04-18,457.33,463.33,465.3,457.32,
"577",2011-04-19,458.24,458.89,460.02,456.21,
"578",2011-04-20,466.27,460.42,467.76,460.36,
"579",2011-04-26,463.79,464.88,467.41,463.79,
"580",2011-04-27,458.03,462.99,463.88,457.19,
"581",2011-04-28,457.99,460.63,461.8,455.81,
"582",2011-04-29,462.81,459.22,462.81,458.48,
"583",2011-05-02,467.61,464.21,467.62,463.45,
"584",2011-05-03,462.91,467.88,468.01,462.08,
"585",2011-05-04,457.76,461.07,461.46,456.15,
"586",2011-05-05,453.92,458.17,458.4,451.1,
"587",2011-05-06,459.05,456.09,460.04,451.78,
"588",2011-05-09,458.39,459.07,459.93,456.59,
"589",2011-05-10,455.82,455.91,458.23,454.77,
"590",2011-05-11,459.21,457.76,460.78,457.06,
"591",2011-05-12,459.69,457.3,459.75,455.93,
"592",2011-05-13,463.5,461.7,463.97,460.82,
"593",2011-05-16,463.28,460.75,463.3,456.99,
"594",2011-05-17,460.56,463.08,463.74,459.56,
"595",2011-05-18,460.56,461.87,462.22,459.71,
"596",2011-05-19,462.26,461.91,463.34,459.96,
"597",2011-05-23,454.64,459.42,459.42,454.25,
"598",2011-05-24,455.75,453.64,456.82,453.25,
"599",2011-05-25,456.24,453.39,457.91,453.07,
"600",2011-05-26,451.3,457.3,458.15,449.73,
"601",2011-05-27,453.27,454.57,455.87,452.29,
"602",2011-05-30,454.4,454.31,456.1,453.49,
"603",2011-05-31,456.25,456.48,458.36,455.32,
"604",2011-06-01,454.55,456.51,457.06,453.78,
"605",2011-06-06,449.52,453.45,454.14,449.08,
"606",2011-06-07,447.24,449.59,451.4,446.48,
"607",2011-06-08,437.81,444.39,445.26,437.28,
"608",2011-06-09,439.76,437.47,441.28,437.46,
"609",2011-06-10,438.79,441.29,442.26,437.99,
"610",2011-06-14,440.61,439.44,441.81,439.36,
"611",2011-06-15,432,440.42,440.9,431.14,
"612",2011-06-16,422.57,430.03,430.03,418.86,
"613",2011-06-17,423.19,421.37,425.07,417.87,
"614",2011-06-20,416.6,419.65,420.65,416.6,
"615",2011-06-21,423.2,418.14,424.28,418.14,
"616",2011-06-22,420.53,425.2,425.55,419.94,
"617",2011-06-23,414.69,419.33,421.09,413.46,
"618",2011-06-24,415.93,419.63,419.73,414.62,
"619",2011-06-27,414.92,415.11,419.47,414.12,
"620",2011-06-28,415.59,414.92,417.2,413.88,
"621",2011-06-29,423.86,418.7,424.2,417.54,
"622",2011-06-30,431.06,426.25,431.06,425.06,
"623",2011-07-01,436.16,434.7,436.4,431.72,
"624",2011-07-04,440.81,438.02,441.75,436.99,
"625",2011-07-05,439.83,440.87,441.8,438.91,
"626",2011-07-06,436.43,438.73,439.25,435.76,
"627",2011-07-07,438.57,437.74,439.6,435.35,
"628",2011-07-08,437.94,438.05,440.7,435.8,
"629",2011-07-11,431.82,436.19,436.66,431.71,
"630",2011-07-12,427.4,427.37,428.15,422.02,
"631",2011-07-13,433.05,427.44,433.12,427.2,
"632",2011-07-14,430.4,431.59,434.32,429.56,
"633",2011-07-15,432.51,428.85,433.2,427.39,
"634",2011-07-18,429.11,433.13,434.69,428.77,
"635",2011-07-19,431.34,429.81,433.14,429.31,
"636",2011-07-20,431.08,432.31,434.13,429.49,
"637",2011-07-21,433.84,431.91,434.72,426.54,
"638",2011-07-22,438.05,436.4,440.13,435.78,
"639",2011-07-25,435.81,435.83,438.57,434.23,
"640",2011-07-26,431.07,436.18,437.54,429.77,
"641",2011-07-27,427.78,430.4,432.93,426.38,
"642",2011-07-28,425.91,424.45,427.18,423.94,
"643",2011-07-29,420.54,426.28,426.33,417.72,
"644",2011-08-01,418.58,427.7,428.73,418.35,
"645",2011-08-02,406.28,412.75,412.93,405.97,
"646",2011-08-03,397.77,399.35,406.57,397.77,
"647",2011-08-04,389.5,401.78,406.8,389.29,
"648",2011-08-05,375,368.31,387.42,367.37,
"649",2011-08-08,363.18,367.58,381.83,363.18,
"650",2011-08-09,370.94,362.41,374.07,346.24,
"651",2011-08-10,362.59,383.44,383.92,360.42,
"652",2011-08-11,361.16,365.98,366.51,347.25,
"653",2011-08-12,372.43,365.84,374.25,358.1,
"654",2011-08-15,380.48,378.53,382.28,375.05,
"655",2011-08-16,373.09,378.38,378.63,368.29,
"656",2011-08-17,370.02,369.13,371.21,366.2,
"657",2011-08-18,352.67,368.46,371.93,350.86,
"658",2011-08-19,348.93,350.02,350.62,336.38,
"659",2011-08-22,345.19,346.1,352.33,345.11,
"660",2011-08-23,338.9,347.65,350.32,338.06,
"661",2011-08-24,340.86,343.43,343.43,332.71,
"662",2011-08-25,335.1,342.68,345.47,334.01,
"663",2011-08-26,337.12,334.97,339,331.42,
"664",2011-08-29,346.61,341.9,347.65,340.74,
"665",2011-08-30,347.04,351.63,353.66,345.56,
"666",2011-08-31,359.41,350.4,360.33,349.6,
"667",2011-09-01,362.53,360.83,365.97,354.81,
"668",2011-09-02,351.78,359.09,359.22,351.01,
"669",2011-09-05,341.18,347.64,347.64,340.73,
"670",2011-09-06,342.08,339.69,345.95,339.55,
"671",2011-09-07,353.7,349.16,354.15,346.23,
"672",2011-09-08,356.67,354.52,360.63,353.7,
"673",2011-09-09,347.15,355.15,356.28,344.09,
"674",2011-09-12,336.72,337.6,339.17,333.33,
"675",2011-09-13,337.48,339.06,339.69,331.13,
"676",2011-09-14,340.34,336.62,341.57,335.84,
"677",2011-09-15,349.32,343.85,350.4,343.08,
"678",2011-09-16,347.59,353.03,353.44,344.7,
"679",2011-09-19,340.98,342.12,344.46,339.81,
"680",2011-09-20,348.42,339.64,348.48,339.29,
"681",2011-09-21,349.47,347.61,349.85,345.51,
"682",2011-09-22,338.99,341.93,342.8,337.65,
"683",2011-09-23,338.72,340.79,341.32,328.94,
"684",2011-09-26,341.62,334.05,347.9,333.49,
"685",2011-09-27,355.52,348.4,355.78,348.4,
"686",2011-09-28,350.63,353.68,359.17,349.83,
"687",2011-09-29,353.58,348.4,356.92,348.25,
"688",2011-09-30,350.34,353.9,355.17,348.55,
"689",2011-10-03,349.82,346.36,351.46,344.79,
"690",2011-10-04,342.02,346.81,346.96,339.06,
"691",2011-10-05,342.98,346.26,346.62,336.76,
"692",2011-10-06,342.77,343.28,345.5,339.75,
"693",2011-10-07,343.55,343.9,346.55,338.21,
"694",2011-10-10,349.61,344.42,349.64,343.62,
"695",2011-10-11,346.09,349.96,350.12,344.19,
"696",2011-10-12,353.91,346.13,354.42,343.43,
"697",2011-10-13,349.74,352.16,355.78,349.63,
"698",2011-10-14,349.29,350.26,354.01,348.54,
"699",2011-10-17,342.61,350.5,351.86,341.32,
"700",2011-10-18,345.84,341.35,345.86,337.68,
"701",2011-10-19,342.98,346.68,347.27,342.24,
"702",2011-10-20,342.43,341.99,344.71,340.7,
"703",2011-10-21,349.47,345.17,350.03,342.48,
"704",2011-10-24,354.35,350.38,354.54,348.7,
"705",2011-10-25,355.8,354.29,358.36,352.91,
"706",2011-10-26,358.78,355.23,362.43,355.1,
"707",2011-10-27,372.32,371.45,376.63,370.33,
"708",2011-10-28,374.75,376.32,379.2,373.18,
"709",2011-10-31,362.77,366.68,368.65,362.62,
"710",2011-11-01,353.64,353.63,354.08,344.65,
"711",2011-11-02,353.18,356.14,357.85,348.15,
"712",2011-11-03,361.36,348.44,362.33,347.87,
"713",2011-11-04,362.52,363.69,365.93,359.05,
"714",2011-11-07,364.81,361.2,368.2,359.22,
"715",2011-11-08,370.26,365.79,373.6,364.88,
"716",2011-11-09,369.24,372.66,376.82,366.11,
"717",2011-11-10,365.28,362.01,370.55,361.13,
"718",2011-11-11,373.08,368.07,373.17,366.03,
"719",2011-11-14,375.54,374.97,376.46,373.23,
"720",2011-11-15,376.41,374.35,377.9,370.74,
"721",2011-11-16,376.84,375.37,381.08,374.57,
"722",2011-11-17,376.05,372.21,376.64,370.73,
"723",2011-11-18,373.87,374.1,375.19,372.1,
"724",2011-11-21,367.58,373.94,374.15,365.69,
"725",2011-11-22,365.32,370.03,373.33,365.32,
"726",2011-11-23,363.45,362.79,367.83,361.73,
"727",2011-11-24,360.21,364.03,365.43,359.7,
"728",2011-11-25,363.41,360.94,364.26,356.99,
"729",2011-11-28,371.02,366.25,371.74,365.66,
"730",2011-11-29,373.03,372.25,373.54,369.7,
"731",2011-11-30,385.19,370.58,385.19,369.11,
"732",2011-12-01,378.11,384.06,384.7,378.11,
"733",2011-12-02,382.84,380.46,383.85,379.47,
"734",2011-12-05,384.73,384.74,386.11,381.55,
"735",2011-12-06,385.02,381.3,385.74,380.16,
"736",2011-12-07,385.54,388.7,389.06,383.65,
"737",2011-12-08,381.65,385.69,388.06,381.6,
"738",2011-12-09,380.19,377.83,382.21,377.13,
"739",2011-12-12,376.74,379.65,381.32,375.9,
"740",2011-12-13,380.45,375.54,381.64,375.38,
"741",2011-12-14,371.36,380.04,380.06,371.34,
"742",2011-12-15,374.08,372.74,374.9,371.35,
"743",2011-12-16,372.73,376.34,378.49,372.44,
"744",2011-12-19,374.78,371.16,378.58,370.61,
"745",2011-12-20,380.02,374.28,380.02,373.45,
"746",2011-12-21,380.01,382.36,384.4,377.05,
"747",2011-12-22,377.62,378.9,381.62,376.05,
"748",2011-12-23,382.6,379.31,384.07,379.27,
"749",2011-12-27,383.36,383.24,384.38,382.26,
"750",2011-12-28,384.91,382.22,385.71,380.18,
"751",2011-12-29,385.91,384.52,386.22,384.24,
"752",2011-12-30,389.95,387.37,390.36,386.77,
"753",2012-01-02,398.1,391.1,398.61,391.05,
"754",2012-01-03,400.26,398.85,400.8,396.21,
"755",2012-01-04,393.93,397.34,398.29,392.65,
"756",2012-01-05,399.66,394.27,400.67,393.37,
"757",2012-01-06,398.42,399.03,402.14,398.18,
"758",2012-01-09,403.55,399.65,404.59,398.73,
"759",2012-01-10,406.01,405.63,406.66,403.48,
