"","KOSPI (KS11)_history.csv Date","KOSPI (KS11)_history.csv Price","KOSPI (KS11)_history.csv Open","KOSPI (KS11)_history.csv High","KOSPI (KS11)_history.csv Low","KOSPI (KS11)_history.csv Volume"
"211",2009-10-30,1580.69,1605.12,1605.12,1580.69,"272070000"
"212",2009-11-02,1559.09,1543.24,1570.15,1543.24,"288540000"
"213",2009-11-03,1549.92,1562.1,1565.01,1549.1,"273880000"
"214",2009-11-04,1579.93,1556.02,1579.93,1550.73,"266730000"
"215",2009-11-05,1552.24,1568.67,1571.8,1551.94,"203570000"
"216",2009-11-06,1572.46,1577.64,1577.64,1565.48,"253850000"
"217",2009-11-09,1576.79,1577.92,1592.1,1573.36,"245630000"
"218",2009-11-10,1582.3,1595.33,1600.41,1580.03,"276510000"
"219",2009-11-11,1594.82,1590.44,1594.82,1574.78,"262920000"
"220",2009-11-12,1572.73,1598.55,1603.01,1572.72,"281040000"
"221",2009-11-13,1571.99,1581.6,1587.07,1561.93,"259140000"
"222",2009-11-16,1592.47,1577.63,1592.48,1566.83,"244420000"
"223",2009-11-17,1585.98,1599.79,1602.67,1585.97,"294740000"
"224",2009-11-18,1603.97,1595.88,1612.63,1594.86,"279010000"
"225",2009-11-19,1620.54,1608.94,1625.35,1608.58,"277490000"
"226",2009-11-20,1620.6,1613.28,1624.9,1612.32,"255150000"
"227",2009-11-23,1619.05,1623.8,1630.41,1611.73,"254090000"
"228",2009-11-24,1606.42,1626.93,1627.11,1601.14,"395110000"
"229",2009-11-25,1611.88,1608.83,1614.9,1599.08,"284270000"
"230",2009-11-26,1599.52,1606.73,1621.21,1599.51,"280590000"
"231",2009-11-27,1524.5,1574.56,1581.44,1519.4,"388090000"
"232",2009-11-30,1555.6,1547.65,1566.51,1547.65,"308190000"
"233",2009-12-01,1569.72,1550.35,1569.72,1541.09,"302520000"
"234",2009-12-02,1591.63,1582.62,1597.12,1579.99,"328080000"
"235",2009-12-03,1615,1597.31,1615,1594.5,"277320000"
"236",2009-12-04,1624.76,1609.07,1629.8,1608.39,"280340000"
"237",2009-12-07,1632.65,1633.3,1635.72,1625.44,"265700000"
"238",2009-12-08,1627.78,1630.78,1638.22,1622.31,"354280000"
"239",2009-12-09,1634.17,1615.65,1634.17,1609.81,"353410000"
"240",2009-12-10,1652.73,1635.58,1652.73,1612.71,"468860000"
"241",2009-12-11,1656.9,1650.57,1664.05,1641.54,"437680000"
"242",2009-12-14,1664.77,1662.74,1664.85,1644.75,"410680000"
"243",2009-12-15,1665.85,1659.77,1667.73,1657.85,"363920000"
"244",2009-12-16,1664.24,1666.16,1670.1,1652.1,"369160000"
"245",2009-12-17,1647.84,1663.65,1664.65,1647.66,"375800000"
"246",2009-12-18,1647.04,1639.25,1651.02,1632.09,"263430000"
"247",2009-12-21,1644.23,1646.32,1650.89,1637.23,"285100000"
"248",2009-12-22,1655.54,1656.18,1658.1,1647.21,"471010000"
"249",2009-12-23,1661.35,1661.44,1661.68,1654.87,"370580000"
"250",2009-12-24,1682.34,1663.66,1687.08,1662.31,"329670000"
"251",2009-12-28,1685.59,1695.19,1695.33,1679.56,"387990000"
"252",2009-12-29,1672.48,1674.96,1683.05,1662.07,"317300000"
"253",2009-12-30,1682.77,1670.19,1682.77,1661.11,"326030000"
"254",2010-01-04,1696.14,1681.71,1696.14,1681.71,"295650000"
"255",2010-01-05,1690.62,1701.62,1702.39,1686.45,"407630000"
"256",2010-01-06,1705.32,1697.88,1706.89,1696.1,"425410000"
"257",2010-01-07,1683.45,1702.92,1707.9,1683.45,"461560000"
"258",2010-01-08,1695.26,1694.06,1695.26,1668.84,"379140000"
"259",2010-01-11,1694.12,1700.79,1705.73,1694.12,"405120000"
"260",2010-01-12,1698.64,1695.83,1701.16,1683.29,"382860000"
"261",2010-01-13,1671.41,1683.51,1687.58,1671.11,"360840000"
"262",2010-01-14,1685.77,1680.68,1692.78,1677.46,"433120000"
"263",2010-01-15,1701.8,1694.65,1704.43,1686.12,"414860000"
"264",2010-01-18,1711.78,1696.14,1716.62,1688.89,"419930000"
"265",2010-01-19,1710.22,1719.41,1723.22,1706.73,"383080000"
"266",2010-01-20,1714.38,1723.01,1723.01,1708.58,"694870000"
"267",2010-01-21,1722.01,1700.53,1722.01,1695.18,"542570000"
"268",2010-01-22,1684.35,1696.21,1706.09,1665.6,"614240000"
"269",2010-01-25,1670.2,1662.77,1681.83,1660.58,"584200000"
"270",2010-01-26,1637.34,1670.47,1671.66,1626.98,"576330000"
"271",2010-01-27,1625.48,1641.88,1643.64,1620.55,"446130000"
"272",2010-01-28,1642.43,1632.58,1649.46,1619.26,"478790000"
"273",2010-01-29,1602.43,1621,1626.57,1595.39,"473360000"
"274",2010-02-01,1606.44,1603.87,1611.99,1590.8,"381730000"
"275",2010-02-02,1595.81,1618.6,1618.6,1591.24,"434120000"
"276",2010-02-03,1615.02,1614.16,1618.86,1602.55,"437340000"
"277",2010-02-04,1616.42,1615.48,1619.37,1607.87,"396390000"
"278",2010-02-05,1567.12,1567.59,1575.16,1560.99,"460100000"
"279",2010-02-08,1552.79,1565.24,1566.3,1548.78,"444930000"
"280",2010-02-09,1570.49,1550.8,1571.96,1549.11,"433300000"
"281",2010-02-10,1570.12,1578.83,1581.56,1565.79,"435670000"
"282",2010-02-11,1597.81,1574.95,1600.41,1574.77,"393060000"
"283",2010-02-12,1593.66,1595.95,1598.41,1577.89,"291820000"
"284",2010-02-16,1601.05,1589.97,1608.86,1586.87,"275010000"
"285",2010-02-17,1627.43,1619.04,1628.31,1618.27,"383250000"
"286",2010-02-18,1621.19,1630.89,1631.71,1618.81,"313660000"
"287",2010-02-19,1593.9,1611.09,1623.25,1592.92,"345320000"
"288",2010-02-22,1627.1,1617.16,1630.51,1617.16,"306730000"
"289",2010-02-23,1628.9,1626.75,1630.45,1616.04,"351600000"
"290",2010-02-24,1612.83,1616.55,1618.46,1606.24,"389970000"
"291",2010-02-25,1587.51,1620.25,1621.84,1582.22,"402740000"
"292",2010-02-26,1594.58,1593.73,1596.55,1580.7,"331110000"
"293",2010-03-02,1615.12,1612.43,1620.15,1608.97,"414640000"
"294",2010-03-03,1622.44,1615.25,1622.63,1611.35,"403090000"
"295",2010-03-04,1618.2,1625.35,1631.1,1612.47,"382600000"
"296",2010-03-05,1634.57,1624.8,1634.57,1624.74,"343850000"
"297",2010-03-08,1660.04,1653.54,1660.28,1649.67,"367330000"
"298",2010-03-09,1660.83,1657.94,1661.26,1653.98,"634370000"
"299",2010-03-10,1662.24,1662,1662.88,1653.69,"499730000"
"300",2010-03-11,1656.62,1670.82,1672.48,1656.48,"527080000"
"301",2010-03-12,1662.74,1666.59,1666.86,1653.03,"368690000"
"302",2010-03-15,1649.5,1663.86,1667.44,1643.51,"343220000"
"303",2010-03-16,1648.01,1654.52,1655.27,1642.86,"512110000"
"304",2010-03-17,1682.86,1663.3,1682.86,1659.64,"605260000"
"305",2010-03-18,1675.17,1679.21,1687.7,1675.1,"433610000"
"306",2010-03-19,1686.11,1682.52,1687.68,1677.62,"440300000"
"307",2010-03-22,1672.67,1678.51,1680.94,1664.88,"346540000"
"308",2010-03-23,1681.82,1685.07,1689.46,1677.91,"413440000"
"309",2010-03-24,1681.01,1693.56,1695.03,1678.07,"370070000"
"310",2010-03-25,1688.39,1680.42,1688.39,1677.05,"388320000"
"311",2010-03-26,1697.72,1683.96,1699.94,1680.91,"396750000"
"312",2010-03-29,1691.99,1681.99,1699.81,1681.44,"338930000"
"313",2010-03-30,1700.19,1705.51,1705.57,1693.83,"319720000"
"314",2010-03-31,1692.85,1702.58,1704.81,1689.92,"327240000"
"315",2010-04-01,1719.17,1695.3,1719.74,1695.3,"295880000"
"316",2010-04-02,1723.49,1723.29,1725.39,1715.56,"353320000"
"317",2010-04-05,1724.99,1728.27,1731,1711.16,"423250000"
"318",2010-04-06,1726.09,1732.98,1732.98,1719.14,"419570000"
"319",2010-04-07,1726.6,1725.31,1729.23,1722.19,"399270000"
"320",2010-04-08,1733.78,1722.13,1733.78,1719.51,"361780000"
"321",2010-04-09,1724.47,1735,1737.45,1710.11,"451770000"
"322",2010-04-12,1710.3,1730.37,1733.3,1707.92,"415230000"
"323",2010-04-13,1710.59,1714.96,1716.09,1699.58,"368220000"
"324",2010-04-14,1735.33,1720.42,1735.33,1720.42,"431050000"
"325",2010-04-15,1743.91,1745.52,1747.38,1729.59,"464290000"
"326",2010-04-16,1734.49,1742.24,1743.65,1723.28,"380740000"
"327",2010-04-19,1705.3,1708.39,1720.03,1700.69,"367190000"
"328",2010-04-20,1718.03,1715.83,1721.36,1710.18,"521620000"
"329",2010-04-21,1747.58,1730.37,1748.19,1729.77,"532760000"
"330",2010-04-22,1739.52,1737.29,1740.04,1727.61,"524710000"
"331",2010-04-23,1737.03,1747.92,1748.46,1732.88,"460340000"
"332",2010-04-26,1752.2,1745.98,1757.76,1745.8,"419680000"
"333",2010-04-27,1749.55,1748.84,1756.15,1742.27,"432140000"
"334",2010-04-28,1733.91,1716.17,1733.91,1714.53,"398710000"
"335",2010-04-29,1728.42,1738.77,1738.77,1720.67,"443750000"
"336",2010-04-30,1741.56,1742.32,1749.69,1739.81,"411360000"
"337",2010-05-03,1721.21,1735.68,1740.15,1709.81,"413620000"
"338",2010-05-04,1718.75,1730.57,1734.47,1714.17,"380680000"
"339",2010-05-06,1684.71,1679.79,1689.16,1674.11,"448140000"
"340",2010-05-07,1647.5,1632.45,1658.3,1625.83,"455490000"
"341",2010-05-10,1677.63,1661.61,1679.58,1654.41,"382520000"
"342",2010-05-11,1670.24,1692.4,1692.4,1661.71,"455050000"
"343",2010-05-12,1663.03,1678.79,1680.16,1657.67,"451180000"
"344",2010-05-13,1694.58,1683.76,1700,1682.91,"397960000"
"345",2010-05-14,1695.63,1685.75,1699.59,1677.44,"432250000"
"346",2010-05-17,1651.51,1668.57,1673.01,1644.71,"401480000"
"347",2010-05-18,1643.24,1662.31,1663.15,1629.35,"491780000"
"348",2010-05-19,1630.08,1621.32,1630.31,1601.54,"416970000"
"349",2010-05-20,1600.18,1624.17,1640.47,1591.93,"357610000"
"350",2010-05-24,1604.93,1589.83,1612.91,1585.62,"269910000"
"351",2010-05-25,1560.83,1585.17,1585.6,1532.68,"474340000"
"352",2010-05-26,1582.12,1575.29,1582.12,1549.65,"357680000"
"353",2010-05-27,1607.5,1565.59,1611.59,1565.4,"356440000"
"354",2010-05-28,1622.78,1630.14,1630.18,1606.76,"313570000"
"355",2010-05-31,1641.25,1625.08,1641.25,1621.09,"297790000"
"356",2010-06-01,1630.4,1634.55,1643.08,1623.4,"313360000"
"357",2010-06-03,1661.84,1643.74,1663.67,1641.77,"308020000"
"358",2010-06-04,1664.13,1660.99,1670.94,1658.52,"285310000"
"359",2010-06-07,1637.97,1628.06,1638.88,1618.57,"300210000"
"360",2010-06-08,1651.48,1635.01,1656.37,1630.43,"279800000"
"361",2010-06-09,1647.22,1653.12,1655.61,1638.38,"314500000"
"362",2010-06-10,1651.7,1651.92,1662.32,1643.71,"305750000"
"363",2010-06-11,1675.34,1674.61,1681.7,1662.75,"366910000"
"364",2010-06-14,1690.6,1683.29,1698.21,1681.95,"372130000"
"365",2010-06-15,1690.03,1687.85,1696.74,1684.52,"346430000"
"366",2010-06-16,1705.33,1707.98,1710.57,1694.92,"378940000"
"367",2010-06-17,1707.92,1707.29,1711.48,1701.28,"368500000"
"368",2010-06-18,1711.95,1710.4,1712.35,1701.92,"292890000"
"369",2010-06-21,1739.68,1728.37,1741.48,1723.77,"390580000"
"370",2010-06-22,1731.48,1727.96,1734.42,1723.96,"402690000"
"371",2010-06-23,1725.82,1722.52,1731.78,1721.41,"370820000"
"372",2010-06-24,1739.87,1724.85,1739.87,1721.72,"313040000"
"373",2010-06-25,1729.84,1721.53,1733.7,1719.08,"302690000"
"374",2010-06-28,1732.03,1734.53,1735.27,1726.25,"346510000"
"375",2010-06-29,1707.76,1735.31,1739.97,1703.47,"380280000"
"376",2010-06-30,1698.29,1678.54,1699.55,1675.47,"340690000"
"377",2010-07-01,1686.24,1687,1693.9,1664.54,"327220000"
"378",2010-07-02,1671.82,1688.95,1693.75,1667.38,"344510000"
"379",2010-07-05,1675.37,1675.43,1680.39,1664.22,"354950000"
"380",2010-07-06,1684.94,1664.87,1684.94,1650.3,"334050000"
"381",2010-07-07,1675.65,1685.77,1685.77,1668.61,"343820000"
"382",2010-07-08,1698.64,1699.17,1702.65,1692.93,"329750000"
"383",2010-07-09,1723.01,1708.72,1723.14,1697.61,"470960000"
"384",2010-07-12,1734.05,1731.73,1734.05,1724.6,"345130000"
"385",2010-07-13,1735.08,1737.92,1750.48,1732.85,"411520000"
"386",2010-07-14,1758.01,1754.43,1764.81,1754.12,"533590000"
"387",2010-07-15,1751.29,1754.71,1759.19,1748.98,"392400000"
"388",2010-07-16,1738.45,1751.2,1754.28,1736.66,"375900000"
"389",2010-07-19,1731.95,1719.14,1737.9,1717.97,"281780000"
"390",2010-07-20,1736.77,1727.38,1740.82,1724.6,"307550000"
"391",2010-07-21,1748.78,1752.69,1755.66,1740.11,"374660000"
"392",2010-07-22,1735.53,1744.7,1752.58,1732.49,"403540000"
"393",2010-07-23,1758.06,1756.38,1760.62,1745.04,"371640000"
"394",2010-07-26,1769.07,1760.1,1774.05,1758.99,"319880000"
"395",2010-07-27,1768.31,1775.47,1778.72,1765.42,"360950000"
"396",2010-07-28,1773.47,1773.69,1775.82,1764.54,"325420000"
"397",2010-07-29,1770.88,1770.44,1776.96,1767.96,"348210000"
"398",2010-07-30,1759.33,1768.24,1774.74,1754.58,"370550000"
"399",2010-08-02,1782.27,1771.38,1784.1,1767.6,"332570000"
"400",2010-08-03,1790.6,1796,1796.28,1784.57,"348650000"
"401",2010-08-04,1789.26,1795.23,1795.23,1774.48,"334370000"
"402",2010-08-05,1783.86,1796.63,1797.42,1773.49,"337500000"
"403",2010-08-06,1783.83,1782.47,1785.98,1769.46,"335900000"
"404",2010-08-09,1790.17,1779.38,1790.21,1776.72,"290440000"
"405",2010-08-10,1781.13,1792.12,1794.55,1779.57,"300680000"
"406",2010-08-11,1758.19,1775.34,1776.99,1754.18,"380020000"
"407",2010-08-12,1721.75,1731.34,1742.8,1721.75,"359500000"
"408",2010-08-13,1746.24,1731.15,1747.11,1725.24,"277940000"
"409",2010-08-16,1743.31,1735.36,1746.02,1716.86,"314190000"
"410",2010-08-17,1755.03,1737.36,1757.22,1734.51,"426380000"
"411",2010-08-18,1761.99,1763.84,1765.01,1753.68,"371120000"
"412",2010-08-19,1779.64,1763.6,1781.07,1762.98,"344490000"
"413",2010-08-20,1775.54,1769.02,1776.35,1765.58,"361150000"
"414",2010-08-23,1767.71,1780.59,1788.71,1766.77,"329840000"
"415",2010-08-24,1760.53,1757.1,1771.76,1749.11,"4.01e+08"
"416",2010-08-25,1734.79,1745.77,1753.57,1734.79,"344920000"
"417",2010-08-26,1729.76,1744.08,1744.4,1729.76,"302190000"
