"","PSI 20 (PSI20)_history.csv Date","PSI 20 (PSI20)_history.csv Price","PSI 20 (PSI20)_history.csv Open","PSI 20 (PSI20)_history.csv High","PSI 20 (PSI20)_history.csv Low","PSI 20 (PSI20)_history.csv Volume"
"107",2010-10-20,7861.11,7850.55,7878.92,7839.55,"60930000"
"108",2010-10-21,7912.74,7827.53,7914.25,7824.01,"54240000"
"109",2010-10-22,7930.58,7917.17,7949.99,7893.78,"32020000"
"110",2010-10-25,7986,7954.69,7993.11,7944,"32650000"
"111",2010-10-26,8027.54,7981.37,8037.36,7978.92,"47410000"
"112",2010-10-27,7927.32,8008.01,8077.77,7917.84,"93090000"
"113",2010-10-28,8043.51,7927.27,8059.49,7926.78,"51620000"
"114",2010-10-29,8082.76,8051.3,8087.2,8013.26,"6.7e+07"
"115",2010-11-01,8121.28,8150.66,8198.72,8121.28,"53920000"
"116",2010-11-02,8126.63,8159.19,8199.09,8126.63,"59800000"
"117",2010-11-03,8074.65,8180.08,8202.09,8055.99,"65410000"
"118",2010-11-04,8039.38,8153.43,8159.34,8032.78,"59170000"
"119",2010-11-05,7918.5,8010.65,8021.92,7857.65,"91900000"
"120",2010-11-08,7881.51,7988.26,7988.26,7856.18,"57730000"
"121",2010-11-09,7856.76,7850.81,7890.07,7805.22,"49680000"
"122",2010-11-10,7834.14,7844.02,7875.7,7807.13,"51740000"
"123",2010-11-11,7720.62,7817.48,7827.93,7657.45,"74650000"
"124",2010-11-12,7761.04,7647.14,7792.27,7609.72,"72750000"
"125",2010-11-15,7825.47,7772.61,7849.22,7751.85,"43510000"
"126",2010-11-16,7782.05,7809.72,7856.14,7781.33,"49170000"
"127",2010-11-17,7824.71,7795.11,7833.73,7793.28,"45430000"
"128",2010-11-18,7896.53,7859.69,7896.53,7845.3,"41120000"
"129",2010-11-19,7895.2,7894.65,7904.01,7859.45,"44150000"
"130",2010-11-22,7787.64,7955.73,7973.14,7767.63,"60700000"
"131",2010-11-23,7617.6,7740.94,7743.11,7615.46,"77620000"
"132",2010-11-24,7656.72,7609.21,7685.4,7558.99,"53650000"
"133",2010-11-25,7628.18,7648.69,7674.97,7608.03,"46970000"
"134",2010-11-26,7581.8,7599.39,7610.64,7551.21,"42990000"
"135",2010-11-29,7415.74,7631.44,7659.41,7415.74,"49140000"
"136",2010-11-30,7322.89,7424.08,7431.41,7322.89,"83820000"
"137",2010-12-01,7540.44,7357.39,7540.44,7323.07,"67660000"
"138",2010-12-02,7684.11,7551.54,7692.31,7523.28,"79680000"
"139",2010-12-03,7737.73,7688.08,7766.8,7645.72,"55610000"
"140",2010-12-06,7734.98,7753.99,7761.66,7703.34,"29810000"
"141",2010-12-07,7818,7757.88,7845.95,7750.44,"42600000"
"142",2010-12-08,7887.66,7777.62,7921.47,7777.62,"37140000"
"143",2010-12-09,7943.36,7934.9,8049.1,7932.26,"56520000"
"144",2010-12-10,7984.43,7934.79,8005.17,7884.2,"33730000"
"145",2010-12-13,8029.77,7986.51,8050.45,7982.81,"30980000"
"146",2010-12-14,7970.04,8030.77,8054.59,7933.74,"35320000"
"147",2010-12-15,7889.43,7952.63,7959.81,7867.21,"34640000"
"148",2010-12-16,7833.63,7884.17,7884.78,7815.86,"28750000"
"149",2010-12-17,7786.42,7873.78,7875.26,7786.42,"43510000"
"150",2010-12-20,7844.7,7826.03,7861.01,7798.22,"28460000"
"151",2010-12-21,7890.62,7884.23,7915.84,7861.53,"30260000"
"152",2010-12-22,7873.13,7888.11,7888.78,7820.22,"28370000"
"153",2010-12-23,7854.84,7873.78,7892.9,7838.58,"2.2e+07"
"154",2010-12-24,7858.04,7833.94,7858.04,7819.03,"3170000"
"155",2010-12-27,7766.64,7812.75,7819.64,7750.24,"18110000"
"156",2010-12-28,7749.41,7774.65,7793.11,7740.68,"13740000"
"157",2010-12-29,7763.28,7755.52,7769.34,7735.56,"21590000"
"158",2010-12-30,7652.78,7760.86,7771.26,7652.78,"29920000"
"159",2010-12-31,7588.31,7663.85,7675.1,7571.34,"15680000"
"160",2011-01-03,7704.29,7649.87,7749.64,7645.25,"30890000"
"161",2011-01-04,7781.22,7709.59,7799.53,7709.59,"37420000"
"162",2011-01-05,7728.42,7772.02,7772.02,7667.72,"36370000"
"163",2011-01-06,7634.82,7737.36,7754.88,7629.59,"39600000"
"164",2011-01-07,7404.21,7634.47,7651.31,7404.21,"69490000"
"165",2011-01-10,7285.87,7360.59,7360.59,7203.59,"85570000"
"166",2011-01-11,7460.62,7337.77,7465.7,7337.77,"65800000"
"167",2011-01-12,7653.96,7493.82,7653.96,7490.96,"74790000"
"168",2011-01-13,7682.02,7669.37,7706.64,7616.94,"60100000"
"169",2011-01-14,7581.4,7665.87,7681.81,7577.7,"44090000"
"170",2011-01-17,7564.12,7564.28,7592.21,7549.66,"30850000"
"171",2011-01-18,7668.44,7560.02,7673.46,7560.02,"40390000"
"172",2011-01-19,7685.38,7684.74,7741.26,7649.88,"45510000"
"173",2011-01-20,7765.42,7664.95,7780.38,7649.07,"75820000"
"174",2011-01-21,7786.74,7775.68,7910.11,7765.88,"77180000"
"175",2011-01-24,7827.76,7836.01,7853.86,7743.98,"44920000"
"176",2011-01-25,7724.03,7835.5,7835.5,7724.03,"49570000"
"177",2011-01-26,7730.65,7764.44,7805.74,7728.19,"41320000"
"178",2011-01-27,7742.98,7725.94,7768.04,7711.19,"39490000"
"179",2011-01-28,7747.93,7720.71,7805.81,7715.01,"38610000"
"180",2011-01-31,7819.12,7724.89,7823.86,7691.53,"43480000"
"181",2011-02-01,7908.36,7828.9,7908.64,7797.71,"45440000"
"182",2011-02-02,7930.37,7922.4,7967.38,7886.02,"52590000"
"183",2011-02-03,7897.8,7923.12,7946.91,7880.65,"42870000"
"184",2011-02-04,7921.81,7933.4,7960.37,7912.74,"25920000"
"185",2011-02-07,7968.31,7932.37,7980.55,7907.07,"59540000"
"186",2011-02-08,8046.91,7966.28,8046.91,7949.78,"89910000"
"187",2011-02-09,8106.01,8040.78,8132.24,8021.51,"53510000"
"188",2011-02-10,7957.45,8089.66,8100.95,7915.17,"64210000"
"189",2011-02-11,7969.57,7946.31,7996.35,7885.7,"48820000"
"190",2011-02-14,8008.87,8016.9,8058.64,7993.29,"35990000"
"191",2011-02-15,8039.19,8016.21,8070.31,8001.45,"32710000"
"192",2011-02-16,8117.49,8044.76,8127.81,8041.55,"55030000"
"193",2011-02-17,8126.06,8109.59,8169.79,8064.45,"51490000"
"194",2011-02-18,8030.33,8102.89,8105.45,7978.28,"46710000"
"195",2011-02-21,7855.73,7981.28,8010.08,7855.73,"35430000"
"196",2011-02-22,7869.55,7833.65,7901.75,7727.36,"49740000"
"197",2011-02-23,7889.3,7847.71,7926.21,7847.12,"56800000"
"198",2011-02-24,7921.74,7850.66,7967.18,7850.66,"51240000"
"199",2011-02-25,7978.06,7956.49,7981.65,7932.91,"31860000"
"200",2011-02-28,7995.16,7973.64,8028.24,7939.22,"37020000"
"201",2011-03-01,7988.22,8021.72,8042.79,7971.11,"41890000"
"202",2011-03-02,7974,7944.87,8011.33,7933.62,"45600000"
"203",2011-03-03,7947.62,7989.6,8033.67,7943.53,"1.7e+07"
"204",2011-03-04,7902.62,7976.72,7983.9,7902.17,"26890000"
"205",2011-03-07,7897.23,7922.13,7944.52,7881.5,"18610000"
"206",2011-03-08,7950.14,7911.08,7950.14,7877.07,"16960000"
"207",2011-03-09,7943.92,7949.55,7968.75,7899.61,"22120000"
"208",2011-03-10,7917.34,7913.88,7925.97,7875.92,"23200000"
"209",2011-03-11,7896.02,7873.26,7960.24,7866.35,"14260000"
"210",2011-03-14,7965.37,7873.93,8010.74,7871.02,"44570000"
"211",2011-03-15,7871.89,7885.75,7924.49,7800.06,"29930000"
"212",2011-03-16,7792.85,7888.62,7906.64,7792.85,"19110000"
"213",2011-03-17,7766.96,7821.47,7841.66,7765.83,"36550000"
"214",2011-03-18,7863.96,7808.8,7927.83,7802.86,"18910000"
"215",2011-03-21,7980.39,7898.94,7980.39,7884.67,"25470000"
"216",2011-03-22,7858.6,7972.09,8016.6,7828.89,"60250000"
"217",2011-03-23,7780.92,7810.9,7813.41,7696.12,"41180000"
"218",2011-03-24,7868.07,7706.45,7892.89,7695.5,"26490000"
"219",2011-03-25,7854.18,7841.56,7893.99,7836.5,"18090000"
"220",2011-03-28,7829.6,7860.54,7911.35,7829.6,"32600000"
"221",2011-03-29,7817.27,7836.34,7866.99,7809.74,"42920000"
"222",2011-03-30,7858.97,7820.13,7866.88,7764.04,"59080000"
"223",2011-03-31,7753.45,7846.84,7851.05,7753.45,"54550000"
"224",2011-04-01,7861.76,7775.51,7867.63,7765.8,"35920000"
"225",2011-04-04,7869.16,7846,7887.53,7837.35,"28670000"
"226",2011-04-05,7792.25,7859.02,7875.74,7787.34,"39330000"
"227",2011-04-06,7816.73,7759.87,7817.43,7696,"63100000"
"228",2011-04-07,7909,7897.95,7946.96,7886.72,"76100000"
"229",2011-04-08,7911.51,7952.37,8008.27,7896.07,"41300000"
"230",2011-04-11,7916.32,7896.21,7941.93,7887.93,"20220000"
"231",2011-04-12,7787.14,7894.05,7897.9,7787.14,"29690000"
"232",2011-04-13,7884.9,7805.57,7887.28,7803.94,"30120000"
"233",2011-04-14,7759.5,7872.21,7880.35,7745.85,"39220000"
"234",2011-04-15,7727.48,7770.63,7791.71,7719.48,"33300000"
"235",2011-04-18,7546.25,7738.66,7741.62,7539.23,"40470000"
"236",2011-04-19,7586.27,7596.96,7605.56,7563.03,"29600000"
"237",2011-04-20,7613.79,7646.96,7677.11,7589.58,"42310000"
"238",2011-04-21,7597.44,7625.92,7638.9,7566.86,"31480000"
"239",2011-04-26,7582.88,7604.77,7621.04,7563.05,"23430000"
"240",2011-04-27,7616.54,7596.57,7625.53,7574.32,"32190000"
"241",2011-04-28,7647.63,7643.41,7679.04,7630.03,"38800000"
"242",2011-04-29,7677.82,7657.54,7690.48,7650.01,"26160000"
"243",2011-05-02,7715.02,7672.39,7719.24,7664.74,"23470000"
"244",2011-05-03,7666.45,7700.1,7705.89,7647.26,"35050000"
"245",2011-05-04,7650.75,7690.52,7810.73,7650.75,"75500000"
"246",2011-05-05,7745.92,7686.86,7776.05,7670.93,"71490000"
"247",2011-05-06,7814.09,7762.55,7836.52,7727.49,"54680000"
"248",2011-05-09,7768.53,7802.94,7819.33,7753.68,"46030000"
"249",2011-05-10,7723.11,7703.02,7744.28,7691.17,"38560000"
"250",2011-05-11,7773.46,7740.55,7800.25,7737.4,"38610000"
"251",2011-05-12,7774.03,7746.37,7801.3,7739.26,"33820000"
"252",2011-05-13,7766.62,7805.99,7826.35,7764.26,"26320000"
"253",2011-05-16,7741.96,7748.27,7760.31,7721.57,"29670000"
"254",2011-05-17,7730.58,7752.83,7774.2,7723.05,"37760000"
"255",2011-05-18,7696.33,7759.9,7772.43,7680.44,"30780000"
"256",2011-05-19,7732.02,7708.77,7761.02,7695.03,"39160000"
"257",2011-05-20,7688.95,7737.11,7783.25,7669.9,"42740000"
"258",2011-05-23,7600.34,7651.84,7670.98,7590.29,"32660000"
"259",2011-05-24,7595.32,7615.31,7625.65,7575.6,"35020000"
"260",2011-05-25,7665.53,7587.89,7669.01,7579.67,"54050000"
"261",2011-05-26,7631.08,7681.95,7716.89,7617.42,"36170000"
"262",2011-05-27,7638.62,7658.04,7663.42,7605.38,"63450000"
"263",2011-05-30,7571.77,7628.14,7633.45,7547.38,"55770000"
"264",2011-05-31,7556.86,7521.54,7572.53,7513.36,"97730000"
"265",2011-06-01,7465.62,7553.09,7567.66,7465.62,"77850000"
"266",2011-06-02,7507.84,7443.34,7558.96,7434.93,"56670000"
"267",2011-06-03,7611.41,7542.4,7625.76,7535.48,"107330000"
"268",2011-06-06,7520.5,7643.87,7653.68,7513.29,"41530000"
"269",2011-06-07,7516.19,7513.89,7545.93,7469.74,"38600000"
"270",2011-06-08,7387.84,7501.01,7502.93,7387.84,"54650000"
"271",2011-06-09,7410.04,7410.9,7424,7344.02,"38360000"
"272",2011-06-10,7291.09,7398.6,7399.69,7275.03,"40050000"
"273",2011-06-13,7279.96,7301.24,7314.64,7264.04,"21740000"
"274",2011-06-14,7338.01,7330.79,7358.04,7293.28,"41920000"
"275",2011-06-15,7191.87,7328.13,7328.13,7187.41,"54320000"
"276",2011-06-16,7149.48,7154.14,7184.67,7083.95,"64290000"
"277",2011-06-17,7253.58,7121.43,7262.63,7076.44,"101660000"
"278",2011-06-20,7107.1,7161.98,7173.11,7095.67,"57790000"
"279",2011-06-21,7199.65,7152.33,7199.65,7142.2,"60620000"
"280",2011-06-22,7147.52,7207.44,7209.17,7121.41,"51910000"
"281",2011-06-23,7030.95,7110.61,7116.15,7003.39,"66550000"
"282",2011-06-24,6992,7105.93,7121.27,6969.46,"78830000"
"283",2011-06-27,6950.85,6982.58,7006.11,6933.11,"42140000"
"284",2011-06-28,6952.14,6967.23,6999.75,6930.15,"51360000"
"285",2011-06-29,7108.41,6990.04,7115,6976.49,"67660000"
"286",2011-06-30,7323.78,7261.15,7323.78,7234.95,"80790000"
"287",2011-07-01,7332.74,7324.83,7349.45,7272.64,"61680000"
"288",2011-07-04,7399.57,7343.05,7434.93,7330.92,"41480000"
"289",2011-07-05,7348.65,7408.37,7409.46,7330.98,"37890000"
"290",2011-07-06,7126.29,7246.95,7246.95,7113.94,"112750000"
"291",2011-07-07,7254.73,7148.28,7294.58,7118.89,"109920000"
"292",2011-07-08,7151.07,7288.76,7306.38,7121.6,"82770000"
"293",2011-07-11,6844.98,7102.04,7106.56,6792.42,"1.59e+08"
"294",2011-07-12,6909.64,6712.57,6910.16,6619.73,"145960000"
"295",2011-07-13,6901.71,6859.93,6965.96,6842.28,"81640000"
"296",2011-07-14,6761.01,6845.95,6885.2,6751.58,"53270000"
"297",2011-07-15,6732.63,6743.57,6810.99,6708.52,"61490000"
"298",2011-07-18,6560.71,6677.53,6693.2,6560.71,"65720000"
"299",2011-07-19,6664.8,6581.79,6684.27,6581.79,"57750000"
"300",2011-07-20,6804.52,6721.49,6827.34,6691.5,"93920000"
"301",2011-07-21,6972.8,6832.3,6972.8,6758.56,"131830000"
"302",2011-07-22,7075.33,7035.93,7142.17,7031.02,"146420000"
"303",2011-07-25,7025.41,7036.81,7114.68,7025.41,"66470000"
"304",2011-07-26,7027.95,7058.48,7098.48,6932.46,"83900000"
"305",2011-07-27,6840.65,7054.34,7054.34,6831.28,"67660000"
"306",2011-07-28,6904.09,6754.64,6912.76,6753.47,"87980000"
"307",2011-07-29,6895.39,6857.59,6920.57,6832.88,"77730000"
"308",2011-08-01,6722.98,6961.04,6990.6,6722.98,"65490000"
"309",2011-08-02,6625.98,6754.6,6767.52,6620.93,"68310000"
"310",2011-08-03,6538.16,6560.24,6662.6,6510.67,"69540000"
"311",2011-08-04,6325.27,6628.17,6628.17,6319.92,"70870000"
"312",2011-08-05,6249.21,6136.43,6409.02,6096.58,"99210000"
"313",2011-08-08,6053.68,6116.93,6398.21,6053.68,"90180000"
"314",2011-08-09,5993.87,6033.75,6118.6,5752.04,"139170000"
"315",2011-08-10,5919.18,6141.46,6206.59,5907.46,"102580000"
"316",2011-08-11,6020.87,6070.02,6079.78,5749.99,"97170000"
"317",2011-08-12,6202.46,6067.17,6251.99,5960.69,"83840000"
"318",2011-08-15,6330.65,6256.15,6350.06,6215.42,"48880000"
"319",2011-08-16,6237.66,6326.65,6337.36,6118.57,"52180000"
"320",2011-08-17,6289.82,6223,6339.68,6179.81,"43950000"
"321",2011-08-18,6030.57,6230.97,6246.04,5963.2,"55730000"
"322",2011-08-19,6012.69,5990.22,6117.78,5857.84,"70010000"
"323",2011-08-22,6104.63,5971.57,6173.05,5971.57,"51360000"
"324",2011-08-23,6094.79,6129.92,6189.76,6034.62,"49870000"
"325",2011-08-24,6126.38,6136.68,6171.43,6077.84,"40100000"
"326",2011-08-25,6071.15,6161.66,6183.77,6053.46,"61450000"
"327",2011-08-26,6026.08,6087.63,6093.95,5930.49,"52980000"
"328",2011-08-29,6180.49,6074.76,6195.28,6073.54,"53350000"
"329",2011-08-30,6173.2,6212.98,6227.01,6145.5,"39450000"
"330",2011-08-31,6320.08,6214.61,6320.08,6193.67,"47880000"
"331",2011-09-01,6303.86,6317.57,6325.63,6264.42,"45190000"
"332",2011-09-02,6336.81,6263,6347.44,6259.26,"62510000"
"333",2011-09-05,6158.02,6272.29,6284.38,6136.44,"54290000"
"334",2011-09-06,6005.9,6151.38,6178.15,6005.9,"98090000"
"335",2011-09-07,6135.88,6105.19,6161.96,6090.57,"58770000"
"336",2011-09-08,6203.58,6163.95,6237.27,6130.19,"70590000"
"337",2011-09-09,6048.7,6171.38,6208.76,6048.7,"65640000"
"338",2011-09-12,5795.05,5936.19,5960.28,5795.05,"76290000"
"339",2011-09-13,5831.83,5877.65,5880.07,5637.15,"90350000"
"340",2011-09-14,5912.78,5796.04,5930.36,5782.41,"70460000"
"341",2011-09-15,6095.04,5980.74,6129.11,5960.13,"95360000"
"342",2011-09-16,6147.45,6155.46,6155.46,6062.53,"96630000"
"343",2011-09-19,6011.55,6046.04,6064.94,5992.12,"60470000"
"344",2011-09-20,6072.78,5988.6,6102.7,5988.6,"40940000"
"345",2011-09-21,6096.15,6073.63,6112.1,6034.27,"63720000"
"346",2011-09-22,5778.2,5987.46,6009.13,5758.52,"71020000"
"347",2011-09-23,5721.63,5846.79,5852.48,5548.24,"97060000"
"348",2011-09-26,5750.6,5651.34,5809.74,5612.3,"70040000"
"349",2011-09-27,5922.72,5848.07,5933.66,5816.24,"88100000"
"350",2011-09-28,5927.08,5880.46,5971.18,5856.14,"77700000"
"351",2011-09-29,5965.93,5884.94,5984.68,5846.63,"79020000"
"352",2011-09-30,5891.06,5941.95,5960.49,5832.46,"74150000"
"353",2011-10-03,5737.78,5792.84,5811.46,5737.78,"52710000"
"354",2011-10-04,5612.88,5684.65,5685.38,5550.45,"82570000"
"355",2011-10-05,5773.49,5702.58,5793.02,5649.19,"68490000"
"356",2011-10-06,5858.46,5797.38,5888.25,5795.46,"73950000"
"357",2011-10-07,5921.13,5869.79,5954.51,5828.73,"78420000"
"358",2011-10-10,6062.66,5961.49,6072.21,5945.07,"53370000"
"359",2011-10-11,5986.95,6053.4,6070.69,5944.2,"49860000"
"360",2011-10-12,6123.55,5987.92,6150.24,5979.21,"55600000"
"361",2011-10-13,6021.44,6122.63,6175.11,5972.2,"43490000"
"362",2011-10-14,6086.82,6016.39,6138.1,6004.02,"42050000"
"363",2011-10-17,6002.63,6119.08,6156.86,5965.69,"40760000"
"364",2011-10-18,5995.65,5958.54,6046.34,5905.08,"37650000"
"365",2011-10-19,5981.5,6009.51,6031.75,5970.05,"44640000"
"366",2011-10-20,5912.28,5940.43,5967.56,5881.92,"51350000"
"367",2011-10-21,5993.51,5933.03,5993.51,5885.36,"47230000"
"368",2011-10-24,5976.49,6010.47,6022.29,5915.54,"54550000"
"369",2011-10-25,5850.88,5966.44,5981.55,5832.62,"52200000"
"370",2011-10-26,5840.21,5859.34,5867.74,5781.46,"48070000"
"371",2011-10-27,5992.54,5954.17,6015.79,5931.04,"128230000"
"372",2011-10-28,5945.63,6022.37,6056.95,5945.63,"131340000"
"373",2011-10-31,5870.12,5927.18,5939,5856.98,"63160000"
"374",2011-11-01,5654.27,5758.47,5758.47,5573.06,"164140000"
"375",2011-11-02,5641.89,5704.53,5744.68,5606.11,"116590000"
"376",2011-11-03,5806.61,5579.18,5808.13,5568.5,"135770000"
"377",2011-11-04,5749.97,5856.52,5885.03,5714.14,"132030000"
"378",2011-11-07,5762.32,5725.71,5796.25,5665.32,"91990000"
"379",2011-11-08,5744.97,5785.81,5812.39,5744.84,"106780000"
"380",2011-11-09,5673.27,5786.48,5795.59,5635.49,"95460000"
"381",2011-11-10,5646.22,5584.7,5714.13,5584.7,"206660000"
"382",2011-11-11,5582.63,5505.5,5622.48,5467.55,"246500000"
"383",2011-11-14,5549.3,5617.44,5619.12,5520.83,"104930000"
"384",2011-11-15,5505.89,5533.82,5568.88,5449.7,"146680000"
"385",2011-11-16,5485.13,5499.57,5572.95,5463.84,"110500000"
"386",2011-11-17,5440.68,5471.09,5485.18,5411.77,"118500000"
"387",2011-11-18,5442.08,5412.78,5468,5390.08,"133290000"
"388",2011-11-21,5328.95,5428.59,5462.22,5328.95,"336290000"
"389",2011-11-22,5263.57,5364.24,5383,5263.57,"180030000"
"390",2011-11-23,5229.39,5234.87,5280.79,5215.56,"129860000"
"391",2011-11-24,5185.1,5236.59,5282.91,5181.32,"149700000"
"392",2011-11-25,5206.1,5178.64,5215.73,5126.58,"208330000"
"393",2011-11-28,5353.5,5250.99,5383.55,5249.26,"136740000"
"394",2011-11-29,5363.53,5338.4,5418.67,5325.29,"100240000"
"395",2011-11-30,5536.32,5343.58,5536.32,5321.44,"317600000"
"396",2011-12-01,5497.28,5528.25,5558.37,5496.61,"62110000"
"397",2011-12-02,5581.44,5550.19,5627.04,5541.93,"148580000"
"398",2011-12-05,5683.84,5640.52,5711.11,5640.52,"66620000"
"399",2011-12-06,5609.6,5648.24,5673.49,5588.87,"84210000"
"400",2011-12-07,5608.52,5651.52,5690.57,5581.97,"78210000"
"401",2011-12-08,5464.44,5629.26,5633.61,5463.26,"94360000"
"402",2011-12-09,5546.12,5445.43,5563.37,5439.41,"122120000"
"403",2011-12-12,5416.01,5549.42,5550.82,5416.01,"59390000"
"404",2011-12-13,5342.66,5408.6,5450.92,5335.26,"104390000"
"405",2011-12-14,5268.37,5321.81,5363.44,5262.31,"110270000"
"406",2011-12-15,5342.74,5283.49,5350.55,5280.19,"78550000"
"407",2011-12-16,5317.73,5354.95,5357.94,5293.88,"84140000"
"408",2011-12-19,5327.86,5276.05,5363,5276.05,"43560000"
"409",2011-12-20,5350.82,5319.42,5362.67,5315.37,"48120000"
"410",2011-12-21,5279.59,5371.52,5386.56,5262.47,"59790000"
"411",2011-12-22,5332.53,5316.21,5353.66,5308.82,"56060000"
