"","S&P ASX 200 (AXJO)_history.csv Date","S&P ASX 200 (AXJO)_history.csv Price","S&P ASX 200 (AXJO)_history.csv Open","S&P ASX 200 (AXJO)_history.csv High","S&P ASX 200 (AXJO)_history.csv Low","S&P ASX 200 (AXJO)_history.csv Volume"
"112",2009-06-12,4062.2,4044.9,4079.4,4037.5,"1.59e+09"
"113",2009-06-15,4031.7,4048.8,4058.8,4031.7,"1.66e+09"
"114",2009-06-16,3962.5,4014.4,4016.1,3953.6,"1.27e+09"
"115",2009-06-17,3904.1,3943.8,3943.9,3874.8,"1.47e+09"
"116",2009-06-18,3892.1,3896.1,3921.4,3871.5,"1.54e+09"
"117",2009-06-19,3899.6,3899.6,3933.8,3899,"1.36e+09"
"118",2009-06-22,3918.2,3908.9,3931.2,3897.6,"1.04e+09"
"119",2009-06-23,3796.9,3887.8,3887.8,3791.5,"1.17e+09"
"120",2009-06-24,3807,3802.2,3811.9,3767.9,"1.09e+09"
"121",2009-06-25,3856,3814.7,3857.5,3812,"1.03e+09"
"122",2009-06-26,3903.8,3863.6,3915.6,3863.6,"1.14e+09"
"123",2009-06-29,3886.9,3899.4,3926.7,3882.6,"890300000"
"124",2009-06-30,3954.9,3900,3955.5,3899.9,"1.29e+09"
"125",2009-07-01,3874,3939.5,3939.5,3859.3,"976590000"
"126",2009-07-02,3877.3,3887.7,3910.2,3872.8,"1.08e+09"
"127",2009-07-03,3828.2,3859.2,3859.2,3804.1,"853620000"
"128",2009-07-06,3783.7,3821,3821.4,3767.8,"724740000"
"129",2009-07-07,3766.9,3776.8,3786.7,3761.7,"796320000"
"130",2009-07-08,3767.9,3750.3,3767.9,3709.2,"1.13e+09"
"131",2009-07-09,3763.3,3766,3769.9,3742,"917530000"
"132",2009-07-10,3794.1,3763.4,3796.7,3763.3,"737940000"
"133",2009-07-13,3737.5,3790.3,3792.5,3735.6,"752610000"
"134",2009-07-14,3867.1,3758.2,3867.1,3758.2,"808950000"
"135",2009-07-15,3924.5,3870.8,3930.2,3870.6,"955020000"
"136",2009-07-16,3995.6,3945.2,4022.3,3943.7,"1.13e+09"
"137",2009-07-17,4000.8,4002,4026.7,3989.4,"854270000"
"138",2009-07-20,4050.3,4006.8,4066.9,4006.8,"836820000"
"139",2009-07-21,4050.7,4060,4083.6,4043.7,"935060000"
"140",2009-07-22,4068.5,4055.1,4074.6,4046.2,"1.07e+09"
"141",2009-07-23,4064.1,4058.9,4069.9,4047.3,"1.24e+09"
"142",2009-07-24,4089.8,4081.3,4122.1,4081.3,"1.23e+09"
"143",2009-07-27,4139.6,4097.5,4153.8,4097.5,"1.06e+09"
"144",2009-07-28,4169.5,4140,4177.9,4138.7,"1.24e+09"
"145",2009-07-29,4142.8,4156.3,4180.5,4142.4,"1.36e+09"
"146",2009-07-30,4190.5,4142.8,4201.8,4134.3,"1.36e+09"
"147",2009-07-31,4244,4190.5,4247.9,4190.4,"1.73e+09"
"148",2009-08-03,4263.4,4245.9,4282.9,4245.9,"999330000"
"149",2009-08-04,4309.3,4291.3,4340,4291.3,"1.88e+09"
"150",2009-08-05,4264.5,4320.6,4320.6,4264.5,"5.37e+09"
"151",2009-08-06,4326.3,4272.4,4327.6,4271.8,"1.39e+09"
"152",2009-08-07,4299.4,4314.9,4314.9,4275.3,"1.06e+09"
"153",2009-08-10,4304.1,4311.9,4347.9,4300,"1.52e+09"
"154",2009-08-11,4332,4298,4332.9,4279,"1.23e+09"
"155",2009-08-12,4343.1,4320.7,4351.7,4294.5,"1.23e+09"
"156",2009-08-13,4435.9,4351.6,4435.9,4351.6,"1.74e+09"
"157",2009-08-14,4461,4447.7,4509.5,4445.4,"1.67e+09"
"158",2009-08-17,4388.4,4451,4451,4388.4,"1.06e+09"
"159",2009-08-18,4381.6,4375.7,4398,4352.1,"1.19e+09"
"160",2009-08-19,4373.8,4392.8,4437.2,4367.9,"1.47e+09"
"161",2009-08-20,4377.5,4397.9,4425.1,4367.1,"1.32e+09"
"162",2009-08-21,4290.6,4378.6,4379.9,4260.7,"2.44e+09"
"163",2009-08-24,4426.1,4291.6,4426.1,4290.6,"1.2e+09"
"164",2009-08-25,4405.8,4422.1,4432.9,4389.9,"1.28e+09"
"165",2009-08-26,4454.5,4406.9,4468.9,4406.9,"1.9e+09"
"166",2009-08-27,4450.8,4450,4461.3,4424.9,"1.73e+09"
"167",2009-08-28,4489.6,4460.4,4492.6,4459.8,"1.63e+09"
"168",2009-08-31,4479.1,4485.7,4537.2,4471.5,"1.79e+09"
"169",2009-09-01,4514.6,4476.6,4523.7,4466,"1.27e+09"
"170",2009-09-02,4438.2,4491.6,4491.6,4412,"1.39e+09"
"171",2009-09-03,4429.6,4433.2,4446.7,4410,"1.2e+09"
"172",2009-09-04,4435.5,4442.4,4477,4434,"1.46e+09"
"173",2009-09-07,4454.4,4443.1,4467.6,4441,"1.56e+09"
"174",2009-09-08,4523.8,4461.1,4527,4461.1,"1.56e+09"
"175",2009-09-09,4522.2,4532.2,4554.7,4504.2,"1.54e+09"
"176",2009-09-10,4570.8,4523.3,4577.3,4523.3,"1.68e+09"
"177",2009-09-11,4596.1,4570.8,4608.6,4570.8,"1.47e+09"
"178",2009-09-14,4531.1,4595.7,4595.7,4518.8,"1.14e+09"
"179",2009-09-15,4540.3,4541.7,4585.2,4526.9,"1.73e+09"
"180",2009-09-16,4650.4,4552.7,4651.2,4551.8,"1.65e+09"
"181",2009-09-17,4714.9,4662.2,4749.7,4662.2,"1.92e+09"
"182",2009-09-18,4693.2,4702.5,4702.8,4658.5,"1.77e+09"
"183",2009-09-21,4677.4,4687.4,4701.7,4665.9,"1.09e+09"
"184",2009-09-22,4663.7,4672,4683.6,4656.1,"1.13e+09"
"185",2009-09-23,4734.1,4675.6,4735.6,4675.6,"1.11e+09"
"186",2009-09-24,4701.2,4719.9,4726.5,4692.3,"1.16e+09"
"187",2009-09-25,4713.3,4686.2,4727,4639.4,"2.01e+09"
"188",2009-09-28,4677.4,4703.8,4705.5,4645,"937150000"
"189",2009-09-29,4753.1,4696.8,4767.9,4696.8,"1.13e+09"
"190",2009-09-30,4743.6,4746.7,4767.8,4730,"1.33e+09"
"191",2009-10-01,4701.1,4738.8,4757.7,4696.9,"1.04e+09"
"192",2009-10-02,4601.7,4671.6,4671.6,4601.5,"1.03e+09"
"193",2009-10-05,4573.3,4601.3,4618.3,4573.3,"439190000"
"194",2009-10-06,4591.6,4589.3,4641.3,4582.9,"1e+09"
"195",2009-10-07,4695.7,4613,4708.3,4612.8,"1.2e+09"
"196",2009-10-08,4768.6,4698.5,4780,4687.9,"1.3e+09"
"197",2009-10-09,4752.9,4780.3,4803.5,4749.6,"1.31e+09"
"198",2009-10-12,4739.8,4761.2,4786.3,4736.9,"886100000"
"199",2009-10-13,4785.7,4743.9,4797.2,4743.9,"1.07e+09"
"200",2009-10-14,4831.1,4782.1,4840.1,4781.1,"1.02e+09"
"201",2009-10-15,4859.9,4845.4,4895.3,4845.4,"1.39e+09"
"202",2009-10-16,4836.4,4858.9,4877.1,4834.5,"962180000"
"203",2009-10-19,4792.8,4830.4,4830.4,4772.1,"823770000"
"204",2009-10-20,4846.2,4808.7,4871.3,4808.3,"1.39e+09"
"205",2009-10-21,4838.6,4837.9,4842.4,4819.2,"1.3e+09"
"206",2009-10-22,4812.8,4830.5,4844.9,4809.2,"1.13e+09"
"207",2009-10-23,4859.4,4826.5,4868,4826.5,"1.71e+09"
"208",2009-10-26,4830.3,4845.8,4848.8,4811.6,"866350000"
"209",2009-10-27,4753.5,4813.7,4813.7,4751.4,"1.38e+09"
"210",2009-10-28,4685.1,4751.2,4764.2,4682.7,"1.31e+09"
"211",2009-10-29,4574.7,4653.2,4654,4562.5,"1.58e+09"
"212",2009-10-30,4643.2,4602.7,4673.6,4602.7,"1.59e+09"
"213",2009-11-02,4540.4,4611,4611.3,4517.6,"1.04e+09"
"214",2009-11-03,4531.5,4548.3,4579.2,4517.6,"735200000"
"215",2009-11-04,4540.1,4533.9,4559.5,4518,"1.09e+09"
"216",2009-11-05,4508,4536.5,4558.7,4502.5,"1.22e+09"
"217",2009-11-06,4594,4528,4594,4527.5,"1.1e+09"
"218",2009-11-09,4674.9,4596.8,4680.3,4596.5,"1.19e+09"
"219",2009-11-10,4733.6,4696.5,4756.8,4695.6,"1.33e+09"
"220",2009-11-11,4757,4736.7,4768,4734.5,"1.18e+09"
"221",2009-11-12,4747.9,4760.9,4796.6,4746.4,"1.02e+09"
"222",2009-11-13,4706.4,4732.6,4732.6,4690.9,"1.05e+09"
"223",2009-11-16,4755.2,4715.9,4760.5,4715.9,"1.12e+09"
"224",2009-11-17,4729.4,4768.2,4799,4729.4,"1.15e+09"
"225",2009-11-18,4739,4737,4780.4,4733.8,"1.15e+09"
"226",2009-11-19,4749.2,4744.3,4761.3,4728.9,"953020000"
"227",2009-11-20,4685.76,4734,4734,4673.2,"836320000"
"228",2009-11-23,4717.04,4688.8,4725.4,4681.1,"782480000"
"229",2009-11-24,4685.05,4724.4,4763.9,4685,"943510000"
"230",2009-11-25,4722.23,4691,4722.9,4673.2,"1.29e+09"
"231",2009-11-26,4708.65,4731.3,4751.3,4698.2,"964070000"
"232",2009-11-27,4572.07,4674.1,4674.1,4562.7,"1.24e+09"
"233",2009-11-30,4701.35,4592.8,4707.9,4592.8,"1.04e+09"
"234",2009-12-01,4719,4696.9,4719,4675.4,"837950000"
"235",2009-12-02,4762.36,4733,4795.2,4732.9,"1.19e+09"
"236",2009-12-03,4774.59,4764.5,4787,4754.4,"1.11e+09"
"237",2009-12-04,4702.22,4760.4,4760.6,4687.6,"876990000"
"238",2009-12-07,4676.46,4707.4,4723.1,4651.1,"793970000"
"239",2009-12-08,4670.65,4676.5,4697.2,4655.6,"1.01e+09"
"240",2009-12-09,4637.89,4662.9,4662.9,4596.2,"972290000"
"241",2009-12-10,4606.66,4637.3,4652.4,4596.6,"1.23e+09"
"242",2009-12-11,4635.23,4611.8,4646,4611.8,"940570000"
"243",2009-12-14,4654,4635.6,4654,4608.3,"802190000"
"244",2009-12-15,4673.49,4660,4691.1,4658.6,"1.05e+09"
"245",2009-12-16,4661.91,4671,4689.1,4656.1,"921440000"
"246",2009-12-17,4670.27,4674,4703.1,4649.2,"1.77e+09"
"247",2009-12-18,4650.52,4653.5,4657.3,4604.7,"1.39e+09"
"248",2009-12-21,4635.13,4660.4,4693.5,4635.1,"20100000"
"249",2009-12-22,4704.25,4643.7,4704.2,4643.7,"615460000"
"250",2009-12-23,4739.34,4704.5,4742.6,4694.9,"551920000"
"251",2009-12-24,4790.85,4749.3,4790.9,4749.3,"372390000"
"252",2009-12-29,4845.11,4796.5,4858,4796.5,"507040000"
"253",2009-12-30,4833.32,4844.4,4867.8,4833.3,"379790000"
"254",2009-12-31,4870.64,4842.1,4873.6,4842.1,"314590000"
"255",2010-01-04,4876.25,4864.9,4888.7,4862.3,"465660000"
"256",2010-01-05,4924.27,4887.3,4930.7,4887.3,"859710000"
"257",2010-01-06,4921.4,4927.7,4938.5,4915.3,"871210000"
"258",2010-01-07,4899.4,4922.8,4938.1,4898.9,"868530000"
"259",2010-01-08,4912.13,4900.3,4937.9,4900.3,"6.44e+08"
"260",2010-01-11,4950.66,4921.9,4955.1,4921.7,"653840000"
"261",2010-01-12,4899.52,4938.6,4940,4893.1,"737500000"
"262",2010-01-13,4868.13,4886.3,4887,4852.9,"872680000"
"263",2010-01-14,4898.04,4876,4920.5,4875.1,"693160000"
"264",2010-01-15,4899.59,4896.5,4905.4,4857.8,"740100000"
"265",2010-01-18,4911.07,4890.6,4917.1,4865.6,"820800000"
"266",2010-01-19,4861.23,4914.9,4930,4861.2,"896560000"
"267",2010-01-20,4868.19,4874.7,4905.8,4865.6,"821860000"
"268",2010-01-21,4827.16,4854.2,4854.9,4822.2,"1.1e+09"
"269",2010-01-22,4750.61,4793.9,4793.9,4716,"1.18e+09"
"270",2010-01-25,4717.86,4725.7,4726.6,4679.9,"803010000"
"271",2010-01-27,4644.64,4705.9,4707.4,4628.6,"1.19e+09"
"272",2010-01-28,4673.26,4653.3,4676.1,4642.6,"1.17e+09"
"273",2010-01-29,4569.62,4656.6,4656.7,4566.7,"1.36e+09"
"274",2010-02-01,4524.14,4569.9,4588.5,4524.1,"1.13e+09"
"275",2010-02-02,4605.33,4550.5,4605.4,4548.7,"1.09e+09"
"276",2010-02-03,4647.89,4631,4656.9,4619,"1.13e+09"
"277",2010-02-04,4621.6,4638.4,4640,4598.3,"1.05e+09"
"278",2010-02-05,4514.06,4581.5,4584.4,4488.4,"1.28e+09"
"279",2010-02-08,4521.35,4521.7,4551,4515.6,"786730000"
"280",2010-02-09,4505.07,4513.3,4513.4,4464.9,"928650000"
"281",2010-02-10,4513.42,4534,4570.7,4498.9,"974320000"
"282",2010-02-11,4554.3,4512.1,4565.3,4510.9,"873050000"
"283",2010-02-12,4562.09,4566.1,4593.3,4545,"1.06e+09"
"284",2010-02-15,4545.45,4558.5,4568.7,4537.9,"627470000"
"285",2010-02-16,4567.76,4550.4,4598.2,4550.4,"863540000"
"286",2010-02-17,4667.86,4586.2,4672.9,4585.4,"1.04e+09"
"287",2010-02-18,4654.91,4672.7,4673.1,4633.4,"1.04e+09"
"288",2010-02-19,4635.06,4662.5,4672.2,4609.6,"1.26e+09"
"289",2010-02-22,4717.53,4654.7,4717.5,4654.7,"978240000"
"290",2010-02-23,4718.31,4705.6,4718.3,4688.2,"1.11e+09"
"291",2010-02-24,4648.52,4702.4,4702.4,4641,"1.39e+09"
"292",2010-02-25,4594.06,4656.4,4689.9,4589.9,"1.24e+09"
"293",2010-02-26,4637.72,4607.2,4637.7,4593.3,"1.3e+09"
"294",2010-03-01,4686.53,4633.1,4686.5,4633.1,"1.37e+09"
"295",2010-03-02,4701.92,4694.4,4716.2,4683.5,"884940000"
"296",2010-03-03,4735.67,4708.8,4745.7,4706.3,"1.31e+09"
"297",2010-03-04,4750.5,4743.2,4750.7,4724.8,"1.15e+09"
"298",2010-03-05,4767.24,4753.4,4780.4,4750.2,"994550000"
"299",2010-03-08,4807.86,4787.8,4828.5,4787.8,"871510000"
"300",2010-03-09,4820.1,4806.1,4828.1,4791.1,"1.18e+09"
"301",2010-03-10,4819.96,4818.6,4837.6,4804.3,"1.18e+09"
"302",2010-03-11,4814.2,4821.4,4840.1,4805.4,"969680000"
"303",2010-03-12,4818.12,4814.3,4835.9,4812.2,"882330000"
"304",2010-03-15,4784.09,4820.6,4836,4784.1,"991480000"
"305",2010-03-16,4797.25,4785.6,4806.4,4781.1,"1.21e+09"
"306",2010-03-17,4853.17,4806,4853.2,4806,"1.37e+09"
"307",2010-03-18,4863.11,4860.6,4874.4,4846.8,"1.42e+09"
"308",2010-03-19,4872.23,4862.6,4875.8,4854.6,"1.35e+09"
"309",2010-03-22,4830.2,4857.2,4857.5,4826.9,"830160000"
"310",2010-03-23,4874.75,4839.6,4882.4,4839.2,"1.07e+09"
"311",2010-03-24,4891.54,4885.4,4911.1,4885.4,"1.07e+09"
"312",2010-03-25,4885.39,4883,4890.8,4871.9,"1.07e+09"
"313",2010-03-26,4896.89,4878.6,4896.9,4834.8,"1.22e+09"
"314",2010-03-29,4897.27,4902.5,4912,4890.4,"849410000"
"315",2010-03-30,4916.79,4908.3,4924.2,4904.4,"1.01e+09"
"316",2010-03-31,4875.52,4911.6,4928.9,4875.5,"1.34e+09"
"317",2010-04-01,4907.74,4880,4907.7,4879.5,"1.27e+09"
"318",2010-04-06,4953.7,4924.7,4956.6,4924.7,"1.03e+09"
"319",2010-04-07,4960.91,4953.8,4971.3,4953.6,"1.21e+09"
"320",2010-04-08,4937.91,4944.3,4944.9,4930.8,"1.22e+09"
"321",2010-04-09,4948.09,4943.7,4958.4,4940.8,"1e+09"
"322",2010-04-12,4984.27,4957.5,4986.1,4957.5,"993930000"
"323",2010-04-13,4951.62,4978.6,4978.6,4944.5,"1.16e+09"
"324",2010-04-14,4994.66,4958.3,4996.8,4957.6,"1.06e+09"
"325",2010-04-15,5001.93,5003.3,5025.1,5000.8,"1.34e+09"
"326",2010-04-16,4984.66,4999,5002.2,4973.4,"988790000"
"327",2010-04-19,4915.07,4965.4,4965.4,4909.4,"889430000"
"328",2010-04-20,4925.76,4914.2,4944.9,4914.2,"927520000"
"329",2010-04-21,4954.27,4926.9,4970.2,4926.2,"1.05e+09"
"330",2010-04-22,4907.38,4942.6,4942.6,4887.8,"952850000"
"331",2010-04-23,4881.52,4903.8,4903.9,4875.8,"896400000"
"332",2010-04-27,4880.02,4886.8,4911.9,4872.4,"1.1e+09"
"333",2010-04-28,4822.79,4849.1,4851.2,4785.4,"1.12e+09"
"334",2010-04-29,4785.58,4817.7,4818.7,4779.3,"1.06e+09"
"335",2010-04-30,4807.37,4793.3,4822.7,4792.5,"1.29e+09"
"336",2010-05-03,4785.48,4782.8,4788.8,4753.4,"1.11e+09"
"337",2010-05-04,4737.08,4779,4804.5,4737.1,"1.36e+09"
"338",2010-05-05,4674.03,4713.3,4713.3,4641.4,"1.5e+09"
"339",2010-05-06,4573.25,4654.4,4654.4,4570.6,"1.6e+09"
"340",2010-05-07,4480.71,4542,4551,4427.3,"1.66e+09"
"341",2010-05-10,4599.78,4497.2,4599.8,4497.2,"1.17e+09"
"342",2010-05-11,4547.98,4607.7,4630.7,4548,"1.18e+09"
"343",2010-05-12,4572.95,4555.2,4612.8,4550.9,"1.04e+09"
"344",2010-05-13,4652.78,4588.8,4652.8,4588.3,"1.03e+09"
"345",2010-05-14,4611.11,4639.6,4639.8,4596.2,"846290000"
"346",2010-05-17,4467.2,4587.6,4587.6,4467.2,"1.12e+09"
"347",2010-05-18,4470.74,4479.6,4503.3,4445.9,"1.32e+09"
"348",2010-05-19,4387.1,4456.4,4458.4,4387.1,"1.31e+09"
"349",2010-05-20,4316.46,4391.5,4404.6,4316.5,"1.41e+09"
"350",2010-05-21,4305.44,4287.6,4308,4175.7,"1.84e+09"
"351",2010-05-24,4395.39,4319.9,4395.4,4303.1,"1.06e+09"
"352",2010-05-25,4265.34,4375.3,4375.3,4265.3,"1.17e+09"
"353",2010-05-26,4307.19,4295.2,4365.6,4295.2,"1.42e+09"
"354",2010-05-27,4379.17,4313.8,4379.2,4293,"1.46e+09"
"355",2010-05-28,4457.49,4397.2,4460.8,4397.2,"1.5e+09"
"356",2010-05-31,4429.67,4447.7,4453.4,4427.5,"993660000"
"357",2010-06-01,4413.12,4430.6,4430.6,4383.8,"982360000"
"358",2010-06-02,4381.03,4403.2,4428.7,4374.2,"1.11e+09"
"359",2010-06-03,4485.96,4404.1,4489.1,4403.9,"942570000"
"360",2010-06-04,4449.36,4471,4471,4430.7,"797430000"
"361",2010-06-07,4325.89,4410.4,4410.4,4299.8,"990430000"
"362",2010-06-08,4381.22,4323.3,4385.5,4323,"1.02e+09"
"363",2010-06-09,4385.33,4386.4,4390,4354.6,"1.01e+09"
"364",2010-06-10,4435.31,4385.6,4445.9,4385.6,"1.18e+09"
"365",2010-06-11,4505.45,4457.4,4506.7,4457.4,"1.03e+09"
"366",2010-06-15,4505.04,4505.4,4517.2,4490.9,"855790000"
"367",2010-06-16,4558.95,4525.4,4572.4,4525.4,"1.22e+09"
"368",2010-06-17,4527.34,4556.4,4563.3,4514.9,"1.13e+09"
"369",2010-06-18,4551.89,4526.7,4561.5,4526,"988350000"
"370",2010-06-21,4612.6,4568,4622,4566.9,"1e+09"
"371",2010-06-22,4558.34,4604.2,4604.2,4557.7,"1.05e+09"
"372",2010-06-23,4486.09,4543.4,4544.5,4486.1,"961350000"
"373",2010-06-24,4479.66,4503.7,4519.2,4478.8,"955470000"
"374",2010-06-25,4413,4467.2,4467.2,4409.3,"1.15e+09"
"375",2010-06-28,4384.55,4419.7,4433.4,4369.6,"743150000"
"376",2010-06-29,4345.67,4380.8,4410.5,4343.4,"778140000"
"377",2010-06-30,4301.51,4318.7,4319,4249.5,"1.11e+09"
"378",2010-07-01,4237.46,4284.6,4285.8,4214.7,"994320000"
"379",2010-07-02,4238.73,4249.7,4281.6,4222.7,"822240000"
"380",2010-07-05,4222.11,4239.7,4260.1,4217.1,"679340000"
"381",2010-07-06,4276.09,4215.1,4276.1,4182.3,"754580000"
"382",2010-07-07,4254.57,4280.4,4290.8,4234.3,"892250000"
"383",2010-07-08,4356.85,4278,4356.7,4277.7,"942800000"
"384",2010-07-09,4396.31,4359.8,4397.5,4350.3,"688740000"
"385",2010-07-12,4409.94,4396.7,4419.7,4386.2,"795970000"
"386",2010-07-13,4380.3,4402.7,4429.1,4380.3,"805790000"
"387",2010-07-14,4462.44,4401.3,4462.4,4400.2,"762440000"
"388",2010-07-15,4442.55,4456.6,4465.6,4427.1,"813200000"
"389",2010-07-16,4422.74,4443.5,4458.7,4413.5,"688810000"
"390",2010-07-19,4358.31,4404.2,4404.2,4345.2,"716770000"
"391",2010-07-20,4403.6,4363.7,4416,4361.1,"921130000"
"392",2010-07-21,4412.75,4416.6,4435.6,4402.1,"884600000"
"393",2010-07-22,4374.7,4410.2,4414.3,4374.7,"850660000"
"394",2010-07-23,4458.39,4394.4,4472.3,4394.2,"943990000"
"395",2010-07-26,4486.14,4466.7,4503.1,4466.6,"863910000"
"396",2010-07-27,4497.4,4489.8,4520.3,4486.8,"874550000"
"397",2010-07-28,4529.94,4497.9,4530.6,4487.2,"881870000"
"398",2010-07-29,4524.07,4528.9,4531.6,4503.6,"849670000"
"399",2010-07-30,4493.48,4518.1,4519,4480.6,"979680000"
"400",2010-08-02,4541.6,4495.1,4541.6,4494.3,"551920000"
"401",2010-08-03,4571.59,4558.1,4584.1,4554,"872620000"
"402",2010-08-04,4542.08,4568.9,4569,4541.6,"802490000"
"403",2010-08-05,4566.5,4550.1,4580.5,4549.8,"906920000"
"404",2010-08-06,4566.06,4564,4566.1,4545.2,"693410000"
"405",2010-08-09,4594.9,4559.5,4598.7,4540.1,"719390000"
"406",2010-08-10,4540.74,4592.8,4597,4538.4,"1.07e+09"
"407",2010-08-11,4455.47,4531.2,4531.9,4455.5,"1e+09"
"408",2010-08-12,4400.89,4436.8,4436.8,4382.1,"1.39e+09"
"409",2010-08-13,4459.59,4401.7,4459.6,4393.3,"1.15e+09"
"410",2010-08-16,4438.49,4448.7,4450.8,4402.6,"947560000"
"411",2010-08-17,4476.98,4438.4,4486.1,4423.9,"998630000"
"412",2010-08-18,4474.91,4460.8,4494.9,4459.7,"1.25e+09"
"413",2010-08-19,4479.02,4467.3,4479,4454.9,"1.36e+09"
"414",2010-08-20,4430.91,4466.4,4467.3,4409.5,"1.17e+09"
"415",2010-08-23,4428.99,4433,4439.4,4418.2,"919030000"
"416",2010-08-24,4381.34,4421.9,4421.9,4378,"1.09e+09"
"417",2010-08-25,4320.14,4369,4369.1,4313.9,"1.34e+09"
"418",2010-08-26,4356.02,4324.5,4356,4320.3,"1.37e+09"
"419",2010-08-27,4370.11,4348,4379,4330.2,"1.27e+09"
"420",2010-08-30,4452.71,4381.2,4456.4,4379.5,"1e+09"
"421",2010-08-31,4404.23,4438.8,4442.5,4403.9,"1.16e+09"
"422",2010-09-01,4495.71,4413.3,4501.8,4413.3,"1.21e+09"
"423",2010-09-02,4532.66,4513.4,4552.7,4513.4,"1.08e+09"
"424",2010-09-03,4541.2,4536.9,4558.7,4527.3,"1.1e+09"
"425",2010-09-06,4575.54,4547.2,4575.5,4544.2,"965110000"
"426",2010-09-07,4573.24,4570.3,4588.8,4555.3,"1.03e+09"
"427",2010-09-08,4537.16,4560.6,4568,4532.6,"1.01e+09"
"428",2010-09-09,4582.24,4542.7,4593,4542.3,"1.15e+09"
"429",2010-09-10,4560.25,4583.2,4598.5,4560.3,"1.01e+09"
"430",2010-09-13,4614.93,4575.2,4622.7,4574,"1.13e+09"
"431",2010-09-14,4626.46,4623.1,4649.1,4622.7,"1.14e+09"
"432",2010-09-15,4661.5,4627.2,4670.1,4627.1,"1.29e+09"
"433",2010-09-16,4605.32,4661.8,4667.6,4603.6,"1.54e+09"
"434",2010-09-17,4638.89,4614.3,4648.2,4614.3,"1.14e+09"
"435",2010-09-20,4631.35,4633.4,4633.4,4604.8,"674360000"
"436",2010-09-21,4617.52,4639.3,4664.5,4617.5,"884950000"
"437",2010-09-22,4625.22,4616.2,4641.2,4616.2,"880050000"
"438",2010-09-23,4633.65,4623,4634.8,4609.6,"792260000"
"439",2010-09-24,4601.86,4622.1,4622.1,4585.1,"948960000"
"440",2010-09-27,4675.36,4620,4681.1,4619.6,"913650000"
"441",2010-09-28,4669.75,4670.3,4682.3,4657.2,"751180000"
"442",2010-09-29,4644.98,4675.9,4698,4643,"1.02e+09"
"443",2010-09-30,4582.91,4645.6,4649.1,4582.9,"1.3e+09"
"444",2010-10-01,4579.24,4593.1,4617.4,4559,"732040000"
"445",2010-10-04,4625.3,4587.1,4643.9,4587,"431380000"
"446",2010-10-05,4606.89,4612.8,4620.6,4559.2,"843100000"
"447",2010-10-06,4686.78,4621.6,4693.3,4621.6,"1.09e+09"
"448",2010-10-07,4691.26,4689.8,4697.3,4668.3,"996670000"
"449",2010-10-08,4681.41,4684.7,4690.7,4666.8,"844760000"
"450",2010-10-11,4697.5,4686.8,4713,4686.8,"923870000"
"451",2010-10-12,4618.18,4690.6,4690.8,4617.4,"985510000"
"452",2010-10-13,4619.88,4626.3,4656.8,4619.6,"992960000"
"453",2010-10-14,4699.09,4635.7,4700.4,4635.5,"1.17e+09"
"454",2010-10-15,4688.95,4691.5,4696.3,4660.6,"1.02e+09"
"455",2010-10-18,4651.89,4688.8,4688.8,4638.7,"852930000"
"456",2010-10-19,4655.68,4658.3,4681.9,4655.7,"1.23e+09"
"457",2010-10-20,4624.89,4641.8,4641.8,4583,"1.12e+09"
"458",2010-10-21,4622.9,4636.7,4661.4,4622,"1.15e+09"
"459",2010-10-22,4648.23,4627.5,4648.2,4622.3,"847880000"
"460",2010-10-25,4709.98,4644.4,4725.9,4641.1,"868670000"
"461",2010-10-26,4687.79,4709.4,4711.1,4684.6,"908490000"
"462",2010-10-27,4648.14,4684.8,4698,4641,"1.39e+09"
"463",2010-10-28,4684.86,4657,4700.7,4656.3,"1.02e+09"
"464",2010-10-29,4661.6,4689.3,4691.7,4655.6,"1.28e+09"
"465",2010-11-01,4698.48,4665.7,4705.4,4664.8,"753380000"
"466",2010-11-02,4701.38,4696.1,4706.5,4676.7,"651730000"
"467",2010-11-03,4722.58,4705,4734.9,4701.7,"761050000"
"468",2010-11-04,4745.31,4716.5,4756.9,4715.1,"987360000"
"469",2010-11-05,4800.6,4770.1,4815,4769.2,"1.12e+09"
"470",2010-11-08,4778.44,4802.3,4810.5,4774.5,"916300000"
"471",2010-11-09,4740.72,4769.8,4775.1,4731,"1.27e+09"
"472",2010-11-10,4699.81,4740.9,4753.8,4686.1,"1.02e+09"
"473",2010-11-11,4728.57,4704.8,4740.2,4704.2,"1.04e+09"
"474",2010-11-12,4692.73,4728,4732.4,4681.6,"1.12e+09"
"475",2010-11-15,4688.04,4694.6,4714.2,4681.3,"834870000"
"476",2010-11-16,4700.27,4697.8,4709.5,4670.5,"1.03e+09"
"477",2010-11-17,4624.25,4678.1,4678.1,4622.3,"1e+09"
"478",2010-11-18,4640.15,4624.4,4644.1,4612,"1.13e+09"
"479",2010-11-19,4629.2,4650.3,4673.8,4615.5,"898070000"
"480",2010-11-22,4643.53,4639.2,4672,4636.7,"880980000"
"481",2010-11-23,4589.07,4638.9,4640.2,4586.8,"1.27e+09"
"482",2010-11-24,4584.7,4580.5,4586.7,4551.2,"1.27e+09"
"483",2010-11-25,4593.42,4595.5,4607.2,4583.2,"1.28e+09"
"484",2010-11-26,4598.34,4599.1,4616.5,4594,"961010000"
