"","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Date","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Price","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Open","Jakarta Stock Exchange Composite Index (JKSE)_history.csv High","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Low","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Volume"
"944",2012-11-02,4338.89,4339.22,4345.62,4322.83,"2.96e+09"
"945",2012-11-05,4302.94,4327.85,4330.51,4285.8,"2.53e+09"
"946",2012-11-06,4314.27,4305.6,4316.91,4293.26,"3.07e+09"
"947",2012-11-07,4350.42,4320.85,4350.59,4317.34,"3.78e+09"
"948",2012-11-08,4327.87,4313.01,4328.04,4291,"2.77e+09"
"949",2012-11-09,4333.64,4309.42,4333.64,4303.25,"2.74e+09"
"950",2012-11-12,4318.59,4329.13,4339.01,4311.52,"2.65e+09"
"951",2012-11-13,4332.08,4320.52,4340.6,4317.68,"3.7e+09"
"952",2012-11-14,4351.28,4338.66,4360.26,4323.51,"3.84e+09"
"953",2012-11-19,4313.44,4342.17,4344.29,4296.22,"3.26e+09"
"954",2012-11-20,4312.37,4328.66,4345.5,4290.42,"3.87e+09"
"955",2012-11-21,4317.28,4314.23,4318.24,4293.13,"3.32e+09"
"956",2012-11-22,4335.93,4308.38,4338.29,4308.38,"3.57e+09"
"957",2012-11-23,4348.81,4334.87,4351.71,4325.74,"3.18e+09"
"958",2012-11-26,4375.17,4352.81,4377.52,4350.38,"4.13e+09"
"959",2012-11-27,4337.51,4374.23,4381.75,4333.04,"4.46e+09"
"960",2012-11-28,4304.82,4321.85,4323.12,4268.04,"3.87e+09"
"961",2012-11-29,4319.09,4318.75,4326.04,4285.62,"3.68e+09"
"962",2012-11-30,4276.14,4312.75,4321.98,4255.27,"4.93e+09"
"963",2012-12-03,4302.44,4277.19,4303.56,4262.77,"4.29e+09"
"964",2012-12-04,4269.65,4281.96,4284.96,4246.3,"3.46e+09"
"965",2012-12-05,4286.84,4263.02,4288.31,4254.03,"4.26e+09"
"966",2012-12-06,4292.6,4296.02,4306.11,4282.54,"4.44e+09"
"967",2012-12-07,4290.8,4286.19,4297.53,4270.1,"3.91e+09"
"968",2012-12-10,4302.61,4295.47,4318.38,4280.23,"4.31e+09"
"969",2012-12-11,4317.92,4301.19,4325.55,4290.29,"4.98e+09"
"970",2012-12-12,4337.53,4321.21,4340.26,4311.5,"4.79e+09"
"971",2012-12-13,4320.19,4331.14,4335.92,4299.72,"4.72e+09"
"972",2012-12-14,4308.86,4320.38,4321.37,4283.24,"2.85e+09"
"973",2012-12-17,4315.86,4305.46,4326.06,4294.38,"3.32e+09"
"974",2012-12-18,4301.44,4320.08,4329.02,4273.85,"3.4e+09"
"975",2012-12-19,4275.86,4306.38,4309.89,4253.94,"4.02e+09"
"976",2012-12-20,4254.82,4267.55,4267.92,4222.13,"3.14e+09"
"977",2012-12-21,4250.21,4252.94,4276.9,4235.32,"2.57e+09"
"978",2012-12-26,4275.09,4251.83,4275.1,4245.32,"1.84e+09"
"979",2012-12-27,4281.86,4276.01,4289.82,4264.33,"2.51e+09"
"980",2012-12-28,4316.69,4298.93,4324.93,4289.4,"3e+09"
"981",2013-01-02,4346.48,4322.58,4364.67,4316.42,"3.28e+09"
"982",2013-01-03,4399.26,4356.41,4401.33,4356.41,"4.33e+09"
"983",2013-01-04,4410.02,4406.93,4418.48,4389.72,"3.64e+09"
"984",2013-01-07,4392.38,4407.73,4427.65,4387.49,"4.02e+09"
"985",2013-01-08,4397.54,4394.76,4413.94,4381.65,"4.84e+09"
"986",2013-01-09,4362.93,4404.34,4411.77,4349.79,"4.46e+09"
"987",2013-01-10,4317.37,4368.75,4377.14,4298.61,"3.33e+09"
"988",2013-01-11,4305.91,4325.24,4341.76,4301.49,"3.19e+09"
"989",2013-01-14,4382.5,4322.14,4382.5,4313.96,"4.48e+09"
"990",2013-01-15,4400.82,4388.39,4400.82,4373.35,"2.94e+09"
"991",2013-01-16,4410.96,4396.56,4410.96,4387.66,"4.72e+09"
"992",2013-01-17,4398.38,4407.11,4421.34,4390.02,"2.4e+09"
"993",2013-01-18,4465.48,4407.29,4465.48,4405.54,"3.29e+09"
"994",2013-01-21,4439.97,4463.45,4472.11,4427.77,"2.99e+09"
"995",2013-01-22,4416.55,4427.02,4441.61,4399.76,"3.27e+09"
"996",2013-01-23,4418.73,4425.24,4441.84,4390.13,"3.07e+09"
"997",2013-01-25,4437.6,4426.38,4440.11,4412.47,"4.05e+09"
"998",2013-01-28,4416.94,4437.41,4444.29,4384.93,"3.2e+09"
"999",2013-01-29,4439.03,4431.43,4439.61,4423.81,"3.48e+09"
"1000",2013-01-30,4452.98,4444.97,4456.93,4433.65,"3.91e+09"
"1001",2013-01-31,4453.7,4450.04,4457.66,4431.16,"4.99e+09"
"1002",2013-02-01,4481.63,4458.6,4519.46,4457.45,"4.42e+09"
"1003",2013-02-04,4490.56,4497.98,4518.95,4469.92,"4.41e+09"
"1004",2013-02-05,4479.44,4473.11,4492.53,4458.69,"5.95e+09"
"1005",2013-02-06,4498.98,4493.96,4508.12,4483.06,"5.12e+09"
"1006",2013-02-07,4503.15,4501.12,4514.87,4493.96,"4.21e+09"
"1007",2013-02-08,4491.27,4516.7,4528.26,4487.84,"3.56e+09"
"1008",2013-02-11,4503.25,4504.72,4514.12,4496.02,"2.78e+09"
"1009",2013-02-12,4548.24,4505.51,4548.54,4503.56,"3.53e+09"
"1010",2013-02-13,4571.57,4552.86,4586.98,4551.42,"5.15e+09"
"1011",2013-02-14,4588.67,4579.33,4601.95,4575.84,"8.38e+09"
"1012",2013-02-15,4609.79,4588.65,4616,4588.24,"6.72e+09"
"1013",2013-02-18,4612.05,4611.17,4630.4,4602.47,"5.89e+09"
"1014",2013-02-19,4602.06,4610.51,4618.7,4581.52,"1.226e+10"
"1015",2013-02-20,4634.45,4612.45,4634.45,4610.76,"8.07e+09"
"1016",2013-02-21,4632.4,4620.74,4656.13,4617.57,"6.89e+09"
"1017",2013-02-22,4651.12,4629.64,4651.12,4626.32,"6.91e+09"
"1018",2013-02-25,4696.11,4661.63,4696.11,4656.26,"5.95e+09"
"1019",2013-02-26,4663.03,4684.74,4685,4646.59,"5.65e+09"
"1020",2013-02-27,4716.42,4674.66,4721.86,4674.08,"6.1e+09"
"1021",2013-02-28,4795.79,4739.39,4795.79,4734.83,"6.69e+09"
"1022",2013-03-01,4811.61,4798.49,4817.91,4777.98,"6.08e+09"
"1023",2013-03-04,4761.46,4812.3,4825.7,4744.48,"5.6e+09"
"1024",2013-03-05,4751.7,4765,4779.55,4751.48,"5.83e+09"
"1025",2013-03-06,4824.68,4769.89,4835.07,4767.93,"7.25e+09"
"1026",2013-03-07,4848.3,4823.24,4848.55,4818.97,"6.28e+09"
"1027",2013-03-08,4874.5,4854.01,4904.48,4853.15,"6.51e+09"
"1028",2013-03-11,4854.31,4875.98,4886.52,4847.82,"5.25e+09"
"1029",2013-03-13,4835.44,4850.77,4868.9,4815.85,"5.24e+09"
"1030",2013-03-14,4786.37,4830.28,4830.39,4757.35,"6.1e+09"
"1031",2013-03-15,4819.32,4803.58,4854.53,4803.58,"5.85e+09"
"1032",2013-03-18,4802.83,4812.16,4822.2,4782,"4.77e+09"
"1033",2013-03-19,4822.63,4815.6,4840.66,4812.87,"6.05e+09"
"1034",2013-03-20,4831.5,4835.31,4843.39,4805.49,"6.75e+09"
"1035",2013-03-21,4802.67,4833.76,4855.2,4786.77,"7.49e+09"
"1036",2013-03-22,4723.16,4799.19,4816.46,4721.32,"6.12e+09"
"1037",2013-03-25,4799.66,4754.76,4786.4,4752.14,"4.9e+09"
"1038",2013-03-26,4842.52,4802.16,4861.76,4799,"5.34e+09"
"1039",2013-03-27,4928.1,4854.48,4928.1,4853.88,"6.72e+09"
"1040",2013-03-28,4940.99,4921.31,4940.99,4898.43,"4.71e+09"
"1041",2013-04-01,4937.58,4927.12,4953.4,4922.54,"5.29e+09"
"1042",2013-04-02,4957.25,4944.89,4968.31,4942.81,"7.97e+09"
"1043",2013-04-03,4981.47,4972.39,4985.85,4948.08,"7.08e+09"
"1044",2013-04-04,4922.61,4970.54,4971.07,4922.61,"5.16e+09"
"1045",2013-04-05,4926.07,4932.21,4948.75,4907.63,"4.46e+09"
"1046",2013-04-08,4897.52,4924.37,4934.45,4872.56,"4.31e+09"
"1047",2013-04-09,4899.59,4909.93,4930.07,4881.85,"4.44e+09"
"1048",2013-04-10,4877.48,4909.05,4910.1,4864.86,"3.86e+09"
"1049",2013-04-11,4924.26,4887.2,4924.26,4885.79,"4.52e+09"
"1050",2013-04-12,4937.21,4925.87,4949.84,4925.84,"4.31e+09"
"1051",2013-04-15,4894.59,4921.94,4924.65,4891.05,"2.78e+09"
"1052",2013-04-16,4945.25,4881.34,4945.25,4856.3,"3.93e+09"
"1053",2013-04-17,4998.65,4956.58,4998.65,4953.47,"3.86e+09"
"1054",2013-04-18,5012.64,4982.05,5012.64,4975.29,"5.29e+09"
"1055",2013-04-19,4998.46,5004.68,5023.71,4985.97,"5.39e+09"
"1056",2013-04-22,4996.92,5004.12,5026.92,4973.58,"4.02e+09"
"1057",2013-04-23,4975.33,4997.47,4999.19,4971.1,"3.79e+09"
"1058",2013-04-24,5011.61,4994.22,5011.61,4987.1,"3.59e+09"
"1059",2013-04-25,4994.52,5002.5,5016.04,4962.44,"5.09e+09"
"1060",2013-04-26,4978.51,4992.13,5005.62,4978.51,"4.04e+09"
"1061",2013-04-29,4999.75,4986.3,5001.89,4981.21,"3.6e+09"
"1062",2013-04-30,5034.07,5000.6,5034.07,4977.5,"4.26e+09"
"1063",2013-05-01,5060.92,5020.2,5062.67,5012.16,"5.18e+09"
"1064",2013-05-02,4994.05,5047.83,5062.65,4992.15,"4.71e+09"
"1065",2013-05-03,4925.48,4991.75,5006.5,4907.6,"4.22e+09"
"1066",2013-05-06,4991.87,4933.51,4996.45,4933.51,"3.42e+09"
"1067",2013-05-07,5042.79,4991.54,5042.79,4985.54,"4.77e+09"
"1068",2013-05-08,5089.33,5043.26,5089.33,5041.37,"5.58e+09"
"1069",2013-05-10,5105.94,5090.96,5115.64,5083.23,"4e+09"
"1070",2013-05-13,5054.63,5101.9,5102.51,5030.44,"3.57e+09"
"1071",2013-05-14,5081.94,5049.5,5081.94,5037.4,"3.75e+09"
"1072",2013-05-15,5089.88,5085.65,5103.89,5077.83,"3.67e+09"
"1073",2013-05-16,5078.68,5091.56,5113.14,5076.97,"4.46e+09"
"1074",2013-05-17,5145.68,5077.52,5162.38,5075.02,"4.29e+09"
"1075",2013-05-20,5214.98,5164.94,5243.51,5164.94,"5.05e+09"
"1076",2013-05-21,5188.76,5225.59,5251.3,5161.99,"4.98e+09"
"1077",2013-05-22,5208,5188.52,5235.76,5185.55,"5.79e+09"
"1078",2013-05-23,5121.4,5203.33,5209.14,5089.93,"6.35e+09"
"1079",2013-05-24,5155.09,5131.69,5174.67,5130.57,"4.65e+09"
"1080",2013-05-27,5085.14,5145.18,5150.68,5076.19,"4.47e+09"
"1081",2013-05-28,5176.23,5072.23,5186.82,5072.23,"5.96e+09"
"1082",2013-05-29,5200.69,5189.43,5225.08,5153.09,"5.24e+09"
"1083",2013-05-30,5129.65,5178.64,5178.64,5111.15,"5.18e+09"
"1084",2013-05-31,5068.63,5135.25,5149.34,5068.63,"7.44e+09"
"1085",2013-06-03,4971.35,5053.54,5055.83,4958.81,"5.62e+09"
"1086",2013-06-04,5021.61,4971.96,5021.61,4936.56,"5.83e+09"
"1087",2013-06-05,5001.22,5002.74,5002.92,4952.76,"4.38e+09"
"1088",2013-06-07,4865.32,4984.32,4985.57,4865.32,"3.77e+09"
"1089",2013-06-10,4777.37,4894.42,4915.93,4750.95,"4.14e+09"
"1090",2013-06-11,4609.95,4774.48,4781.24,4573.29,"5.4e+09"
"1091",2013-06-12,4697.88,4578.4,4697.88,4510.98,"5.72e+09"
"1092",2013-06-13,4607.66,4637.91,4670.73,4568.12,"4.61e+09"
"1093",2013-06-14,4760.74,4647.74,4777.09,4647.74,"4.72e+09"
"1094",2013-06-17,4774.5,4755.57,4804.5,4751.62,"3.5e+09"
"1095",2013-06-18,4840.45,4794.9,4862.01,4794.82,"4.66e+09"
"1096",2013-06-19,4806.66,4847.94,4880.4,4801.2,"3.68e+09"
"1097",2013-06-20,4629.99,4743.09,4743.09,4619.85,"4.19e+09"
"1098",2013-06-21,4515.37,4550.24,4561.9,4474.96,"4.89e+09"
"1099",2013-06-24,4429.46,4524.24,4561.55,4429.46,"3.45e+09"
"1100",2013-06-25,4418.87,4463.32,4496.55,4373.38,"3.49e+09"
"1101",2013-06-26,4587.73,4478.63,4620.85,4470.03,"3.98e+09"
"1102",2013-06-27,4675.75,4644.04,4732.98,4644.04,"3.62e+09"
"1103",2013-06-28,4818.9,4722.48,4818.9,4721.58,"3.83e+09"
"1104",2013-07-01,4777.45,4757.18,4815.73,4747.98,"2.22e+09"
"1105",2013-07-02,4728.7,4806.12,4810.57,4724.87,"2.75e+09"
"1106",2013-07-03,4577.15,4713.69,4715.54,4577.12,"2.7e+09"
"1107",2013-07-04,4581.93,4597.45,4644.83,4581.68,"2.57e+09"
"1108",2013-07-05,4602.81,4623.94,4647.27,4581.89,"2.4e+09"
"1109",2013-07-08,4433.63,4578.72,4580.09,4433.63,"2.95e+09"
"1110",2013-07-09,4403.8,4462.81,4482.24,4403.8,"3.1e+09"
"1111",2013-07-10,4478.64,4414.17,4495.16,4413.59,"3.94e+09"
"1112",2013-07-11,4604.22,4504.17,4621.78,4504.17,"4.57e+09"
"1113",2013-07-12,4633.11,4614.48,4679.53,4592.98,"3.4e+09"
"1114",2013-07-15,4635.73,4639.81,4641.01,4582.13,"2.59e+09"
"1115",2013-07-16,4644.04,4632.13,4663.85,4621.46,"3.71e+09"
"1116",2013-07-17,4679,4652.13,4679.44,4643.33,"3.92e+09"
"1117",2013-07-18,4720.44,4672.28,4720.44,4671.03,"3.44e+09"
"1118",2013-07-19,4724.41,4709.83,4740.06,4706.47,"3.08e+09"
"1119",2013-07-22,4678.98,4731.28,4740.31,4677.66,"2.51e+09"
"1120",2013-07-23,4767.16,4696.78,4767.16,4696.78,"3.3e+09"
"1121",2013-07-24,4718.1,4760.41,4779.34,4677.89,"2.81e+09"
"1122",2013-07-25,4674.12,4720.29,4722.38,4665.88,"2.55e+09"
"1123",2013-07-26,4658.87,4679.7,4700.14,4647.5,"2.27e+09"
"1124",2013-07-29,4580.47,4649.1,4649.15,4575.41,"2.23e+09"
"1125",2013-07-30,4608.49,4601.11,4637.88,4599.8,"2.53e+09"
"1126",2013-07-31,4610.38,4625.64,4636.05,4563.14,"2.92e+09"
"1127",2013-08-01,4624.34,4618.96,4632.43,4592.09,"2.85e+09"
"1128",2013-08-02,4640.78,4645.25,4658.43,4619.08,"2.71e+09"
"1129",2013-08-12,4597.78,4629.38,4634.21,4581.85,"2.6e+09"
"1130",2013-08-13,4652.4,4597.19,4652.4,4597.19,"2.97e+09"
"1131",2013-08-14,4699.73,4658.68,4699.73,4649.35,"3.47e+09"
"1132",2013-08-15,4685.13,4682.97,4686.29,4664.1,"2.8e+09"
"1133",2013-08-16,4568.65,4647.28,4647.28,4568.48,"3.29e+09"
"1134",2013-08-19,4313.52,4534.31,4536.14,4310.69,"3.91e+09"
"1135",2013-08-20,4174.98,4259.6,4259.6,4062.3,"5.4e+09"
"1136",2013-08-21,4218.45,4184.23,4261.44,4150.24,"5.09e+09"
"1137",2013-08-22,4171.41,4167.45,4192.18,4107.65,"5.91e+09"
"1138",2013-08-23,4169.83,4196.1,4239.88,4151.51,"4.1e+09"
"1139",2013-08-26,4120.67,4176.75,4196.19,4120.67,"3.47e+09"
"1140",2013-08-27,3967.84,4099.37,4100.18,3954.86,"4.16e+09"
"1141",2013-08-28,4026.48,3902.47,4033.61,3837.74,"4.98e+09"
"1142",2013-08-29,4103.59,4041.5,4103.59,4026.86,"4.58e+09"
"1143",2013-08-30,4195.09,4099.26,4195.09,4093.79,"4.67e+09"
"1144",2013-09-02,4101.23,4196.72,4206.95,4061.64,"3.56e+09"
"1145",2013-09-03,4164.01,4112.63,4172.33,4110.16,"3.98e+09"
"1146",2013-09-04,4073.46,4143.74,4144.63,4069.7,"4.62e+09"
"1147",2013-09-05,4050.86,4094.15,4123.73,4015.44,"3.88e+09"
"1148",2013-09-06,4072.35,4058.46,4072.35,4012.68,"3.29e+09"
"1149",2013-09-09,4191.26,4105.94,4191.26,4102.42,"4.17e+09"
"1150",2013-09-10,4358.14,4226.14,4358.14,4225.8,"6.77e+09"
"1151",2013-09-11,4349.42,4377.1,4404.75,4289.81,"5.19e+09"
"1152",2013-09-12,4356.6,4331.29,4372.1,4318.6,"4.49e+09"
"1153",2013-09-13,4375.54,4338.79,4375.54,4318.22,"3.87e+09"
"1154",2013-09-16,4522.24,4403.4,4522.24,4403.4,"5.45e+09"
"1155",2013-09-17,4517.62,4518.26,4536.93,4479.29,"5.18e+09"
"1156",2013-09-18,4463.25,4501.96,4505.08,4448.08,"4.91e+09"
"1157",2013-09-19,4670.73,4576.57,4791.77,4576.57,"8.32e+09"
"1158",2013-09-20,4583.83,4655.52,4669.72,4576.32,"4.39e+09"
"1159",2013-09-23,4562.86,4526.8,4562.86,4512.21,"3.48e+09"
"1160",2013-09-24,4460.41,4548.55,4574.58,4443.41,"4.1e+09"
"1161",2013-09-25,4406.77,4390.24,4443.37,4353.22,"3.45e+09"
"1162",2013-09-26,4405.89,4402.95,4470.25,4395.81,"3.71e+09"
"1163",2013-09-27,4423.72,4436.76,4452.88,4412.28,"2.65e+09"
"1164",2013-09-30,4316.18,4385.51,4403.38,4313.29,"3.06e+09"
"1165",2013-10-01,4345.9,4314.96,4379.68,4314.96,"3.09e+09"
"1166",2013-10-02,4387.6,4372.01,4425.92,4372.01,"3.19e+09"
"1167",2013-10-03,4418.64,4396.52,4422.78,4395.75,"2.67e+09"
"1168",2013-10-04,4389.35,4408.75,4412.17,4373.01,"2.71e+09"
"1169",2013-10-07,4374.96,4392.55,4409.77,4357.46,"3.09e+09"
"1170",2013-10-08,4432.51,4359.03,4439.72,4358.02,"3.64e+09"
"1171",2013-10-09,4457.44,4420.63,4469.24,4409.62,"4e+09"
"1172",2013-10-10,4486.68,4481.26,4503.08,4477.46,"3.91e+09"
"1173",2013-10-11,4519.91,4523.93,4543.73,4506.85,"3.39e+09"
"1174",2013-10-16,4492.26,4527.81,4533.03,4484.38,"2.53e+09"
"1175",2013-10-17,4518.93,4525.15,4550.54,4501.63,"4.13e+09"
"1176",2013-10-18,4546.57,4519.19,4546.57,4501.15,"4.22e+09"
"1177",2013-10-21,4578.18,4557.61,4584.98,4549.93,"4e+09"
"1178",2013-10-22,4512.74,4551.23,4559.5,4499.69,"3.07e+09"
"1179",2013-10-23,4546.5,4530.14,4609.11,4530.14,"4.1e+09"
"1180",2013-10-24,4594.85,4537.56,4594.85,4533.35,"4.36e+09"
"1181",2013-10-25,4580.85,4579.36,4604.21,4567.41,"3.69e+09"
"1182",2013-10-28,4590.54,4594,4611.26,4573.4,"3.4e+09"
"1183",2013-10-29,4562.77,4581.1,4592.52,4543.41,"3.05e+09"
"1184",2013-10-30,4574.88,4563.71,4579.42,4541.76,"3.02e+09"
"1185",2013-10-31,4510.63,4533.76,4547.35,4483.62,"3.76e+09"
"1186",2013-11-01,4432.59,4473.73,4518.65,4432.59,"3.49e+09"
"1187",2013-11-04,4423.29,4426.53,4446.33,4403.4,"2.43e+09"
"1188",2013-11-06,4449.76,4428.82,4449.76,4415.75,"2.69e+09"
"1189",2013-11-07,4486.11,4454.41,4494.35,4451.38,"3.1e+09"
"1190",2013-11-08,4476.72,4460.64,4484.98,4446.48,"3.58e+09"
"1191",2013-11-11,4441.72,4473.88,4485.06,4433.21,"3.64e+09"
"1192",2013-11-12,4380.64,4449.28,4455.16,4371.02,"3.69e+09"
"1193",2013-11-13,4301.89,4358.49,4358.49,4284.03,"3.25e+09"
"1194",2013-11-14,4367.37,4323.88,4382.9,4323.88,"3.61e+09"
"1195",2013-11-15,4335.45,4388.91,4406.64,4322.08,"3.27e+09"
"1196",2013-11-18,4393.59,4361.22,4403.56,4360.86,"3.02e+09"
"1197",2013-11-19,4398.34,4391.23,4405.07,4365.02,"3.08e+09"
"1198",2013-11-20,4350.79,4408.4,4408.4,4331.61,"3e+09"
"1199",2013-11-21,4326.21,4327.81,4338.15,4300.13,"2.48e+09"
"1200",2013-11-22,4317.96,4352.55,4359.58,4303.53,"2.55e+09"
"1201",2013-11-25,4334.8,4329.38,4346.66,4316.73,"2.57e+09"
"1202",2013-11-26,4235.26,4329.55,4332.39,4235.26,"5.21e+09"
"1203",2013-11-27,4251.49,4259.33,4272.43,4220.05,"2.79e+09"
"1204",2013-11-28,4233.92,4264.2,4274.52,4202.92,"2.93e+09"
"1205",2013-11-29,4256.44,4220.27,4256.44,4218.54,"2.73e+09"
"1206",2013-12-02,4321.98,4269.08,4331.59,4265.6,"3.87e+09"
"1207",2013-12-03,4288.76,4318.34,4320.06,4269.35,"3.05e+09"
"1208",2013-12-04,4241.3,4266.04,4267.6,4241.3,"3.19e+09"
"1209",2013-12-05,4216.89,4238.01,4242.1,4186.94,"3e+09"
"1210",2013-12-06,4180.79,4202.26,4204.38,4161.02,"2.95e+09"
"1211",2013-12-09,4214.34,4210.2,4227.23,4192.47,"2.77e+09"
"1212",2013-12-10,4275.68,4224.45,4275.95,4220.91,"3.8e+09"
"1213",2013-12-11,4271.74,4273.94,4282.1,4235.42,"3.26e+09"
"1214",2013-12-12,4212.22,4238.96,4248.34,4212.22,"2.96e+09"
"1215",2013-12-13,4174.83,4213.66,4214.59,4163.86,"2.73e+09"
"1216",2013-12-16,4125.96,4157.76,4160.52,4109.31,"3.45e+09"
"1217",2013-12-17,4182.35,4147.91,4196.66,4147.91,"3.7e+09"
"1218",2013-12-18,4196.28,4191.31,4213.94,4172.02,"2.81e+09"
"1219",2013-12-19,4231.98,4228.04,4257.17,4208.5,"2.91e+09"
"1220",2013-12-20,4195.56,4228.79,4230.61,4180.81,"2.66e+09"
"1221",2013-12-23,4189.61,4201.71,4205.19,4154.12,"2.12e+09"
"1222",2013-12-24,4202.83,4196.45,4206.64,4174.46,"1.89e+09"
"1223",2013-12-27,4212.98,4209.73,4233.85,4207.94,"2.06e+09"
"1224",2013-12-30,4274.18,4240.39,4274.18,4232.58,"2.51e+09"
"1225",2014-01-01,4274.18,4240.39,4274.18,4232.58,
"1226",2014-01-02,4327.27,4294.5,4327.27,4287.81,"2.31e+09"
"1227",2014-01-03,4257.66,4297.71,4298.23,4247.99,"2.19e+09"
"1228",2014-01-06,4202.81,4259.58,4263.62,4188.38,"1.97e+09"
"1229",2014-01-07,4175.81,4206.3,4212.32,4175.81,"2.38e+09"
"1230",2014-01-08,4200.59,4183.55,4204.3,4161.19,"2.3e+09"
"1231",2014-01-09,4201.22,4199.97,4216.82,4189.12,"2.76e+09"
"1232",2014-01-10,4254.97,4196.69,4270.16,4190.56,"2.96e+09"
"1233",2014-01-13,4390.77,4294.19,4393.32,4292.33,"4.9e+09"
"1234",2014-01-15,4441.59,4402.36,4459.48,4398.12,"4.56e+09"
"1235",2014-01-16,4412.49,4455.54,4457.76,4411.91,"3.21e+09"
"1236",2014-01-17,4412.23,4408.37,4429.57,4391.18,"2.92e+09"
"1237",2014-01-20,4431.57,4408.03,4435.97,4407.88,"2.65e+09"
"1238",2014-01-21,4452.5,4442.35,4457.52,4440.24,"3.29e+09"
"1239",2014-01-22,4477.49,4445.25,4477.49,4437.06,"3.29e+09"
"1240",2014-01-23,4496.04,4495.48,4510.22,4483.25,"3.16e+09"
"1241",2014-01-24,4437.34,4479.39,4480.62,4437.34,"2.41e+09"
"1242",2014-01-27,4322.78,4357.73,4360.35,4286.44,"2.7e+09"
"1243",2014-01-28,4341.65,4311.63,4353.86,4293.98,"2.53e+09"
"1244",2014-01-29,4417.35,4355.92,4432.35,4355.92,"2.93e+09"
"1245",2014-01-30,4418.76,4368.66,4418.76,4347.73,"2.65e+09"
"1246",2014-02-03,4386.26,4407,4410.78,4377.54,"2.18e+09"
"1247",2014-02-04,4352.26,4335.28,4367.3,4320.78,"2.35e+09"
"1248",2014-02-05,4384.31,4378.05,4391.88,4366.03,"2.83e+09"
"1249",2014-02-06,4424.71,4386.54,4424.71,4385.3,"3.43e+09"
"1250",2014-02-07,4466.67,4441.72,4474.2,4440.59,"3.77e+09"
"1251",2014-02-10,4450.75,4485.46,4502.77,4449.04,"3.69e+09"
"1252",2014-02-11,4470.19,4454.03,4475.15,4452.34,"3.84e+09"
"1253",2014-02-12,4496.29,4489.6,4502.19,4480.97,"4.05e+09"
"1254",2014-02-13,4491.66,4493.64,4500.32,4484.29,"2.93e+09"
"1255",2014-02-14,4508.04,4504.65,4512.75,4498.27,"2.86e+09"
"1256",2014-02-17,4555.37,4524.53,4560.1,4524.53,"4.43e+09"
"1257",2014-02-18,4556.19,4558.98,4570.31,4550,"4.44e+09"
"1258",2014-02-19,4592.65,4559.49,4592.65,4559.33,"4.3e+09"
"1259",2014-02-20,4598.22,4583.57,4598.22,4574.97,"3.61e+09"
"1260",2014-02-21,4646.15,4614.89,4650.46,4613.9,"3.8e+09"
"1261",2014-02-24,4623.57,4652.78,4665.27,4622.93,"3.27e+09"
"1262",2014-02-25,4577.29,4628.19,4643.11,4567.87,"3.32e+09"
"1263",2014-02-26,4532.72,4562.49,4571.06,4520.22,"3.85e+09"
"1264",2014-02-27,4568.94,4533.94,4575.33,4530.14,"3.38e+09"
"1265",2014-02-28,4620.22,4581.44,4620.22,4579.54,"3.59e+09"
"1266",2014-03-03,4584.21,4589.62,4589.93,4567.76,"2.85e+09"
"1267",2014-03-04,4601.28,4581.31,4602.2,4568.65,"3.37e+09"
"1268",2014-03-05,4659.17,4621.13,4659.17,4621.04,"3.83e+09"
"1269",2014-03-06,4687.86,4667.78,4687.86,4657.01,"4.64e+09"
"1270",2014-03-07,4685.89,4700.42,4708.46,4680.5,"4.41e+09"
"1271",2014-03-09,4685.89,4685.89,4685.89,4685.89,
"1272",2014-03-10,4677.25,4665.24,4689.34,4654.58,"3.68e+09"
"1273",2014-03-11,4704.21,4673.38,4706.6,4672.54,"5.06e+09"
"1274",2014-03-12,4684.38,4680.71,4698.48,4667.39,"5.07e+09"
"1275",2014-03-13,4726.17,4694.92,4726.17,4691.29,"5.27e+09"
"1276",2014-03-14,4878.64,4693.82,4878.64,4676.23,"6.42e+09"
"1277",2014-03-17,4876.19,4887.36,4903.5,4845.78,"6.86e+09"
"1278",2014-03-18,4805.61,4878.54,4895.5,4802.02,"4.83e+09"
"1279",2014-03-19,4821.46,4817.5,4838.18,4816.71,"4.21e+09"
"1280",2014-03-20,4698.97,4807.72,4808.93,4691.14,"4.68e+09"
"1281",2014-03-21,4700.21,4710.51,4736.3,4661.61,"4.63e+09"
"1282",2014-03-24,4720.42,4712.12,4727.62,4695.36,"3.25e+09"
"1283",2014-03-25,4703.09,4706.25,4712.77,4694.25,"3.36e+09"
"1284",2014-03-26,4728.24,4708.25,4744.9,4707.86,"3.4e+09"
"1285",2014-03-27,4723.06,4721.52,4758.01,4717.73,"3.57e+09"
"1286",2014-03-28,4768.28,4737.63,4769.22,4737.22,"3.89e+09"
"1287",2014-04-01,4873.93,4796.16,4873.93,4793.89,"4.61e+09"
"1288",2014-04-02,4870.21,4878.34,4902.1,4857.68,"4.79e+09"
"1289",2014-04-03,4891.32,4877.32,4896.61,4876.4,"4.09e+09"
"1290",2014-04-04,4857.94,4894.33,4899.21,4839.26,"3.53e+09"
