"","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Date","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Price","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Open","Jakarta Stock Exchange Composite Index (JKSE)_history.csv High","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Low","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Volume"
"211",2009-11-12,2420.28,2405.13,2434.01,2405.13,"5.6e+09"
"212",2009-11-13,2426.8,2420.07,2431.23,2408.62,"2.4e+09"
"213",2009-11-16,2468.68,2427.31,2471.71,2427.31,"5.65e+09"
"214",2009-11-17,2473.79,2468.99,2487.01,2461.28,"6.29e+09"
"215",2009-11-18,2484.23,2473.69,2487.61,2451.71,"7.3e+09"
"216",2009-11-19,2468.79,2483.92,2491.48,2458.28,"8.54e+09"
"217",2009-11-20,2487.36,2468.26,2490.29,2458.63,"7.12e+09"
"218",2009-11-23,2481.42,2487.78,2494.82,2467.5,"6.81e+09"
"219",2009-11-24,2471.88,2481.52,2491.86,2455.32,"4.82e+09"
"220",2009-11-25,2461.53,2471.09,2482.29,2458.74,"4.39e+09"
"221",2009-11-26,2393.52,2459.94,2462.32,2386.73,"5.94e+09"
"222",2009-11-30,2415.84,2393.42,2430.25,2370.53,"4.46e+09"
"223",2009-12-01,2452.5,2416.04,2452.5,2413,"3.86e+09"
"224",2009-12-02,2471.56,2452.92,2481.88,2452.92,"4.69e+09"
"225",2009-12-03,2500.04,2471.15,2502.55,2471.15,"5.13e+09"
"226",2009-12-04,2511.54,2499.62,2512.66,2484.9,"3.6e+09"
"227",2009-12-07,2483.76,2511.96,2516.18,2478.58,"2.8e+09"
"228",2009-12-08,2483.89,2484.28,2497.51,2470.24,"2.94e+09"
"229",2009-12-09,2481.3,2483.79,2485.84,2462.88,"3.11e+09"
"230",2009-12-10,2486.44,2481.5,2492.31,2476.57,"2.81e+09"
"231",2009-12-11,2519.1,2485.82,2519.1,2485.82,"3.07e+09"
"232",2009-12-14,2506.39,2519.3,2519.3,2492.45,"3.33e+09"
"233",2009-12-15,2494.74,2505.59,2510.29,2481.7,"3.57e+09"
"234",2009-12-16,2522.54,2495.05,2523.19,2482.44,"3.96e+09"
"235",2009-12-17,2509.58,2522.65,2542.5,2505.97,"3.39e+09"
"236",2009-12-21,2431.39,2508.96,2509.38,2415.35,"2.85e+09"
"237",2009-12-22,2467.64,2432.22,2468.79,2432.22,"2.34e+09"
"238",2009-12-23,2474.88,2467.84,2476.57,2456.21,"1.93e+09"
"239",2009-12-28,2509.69,2475.09,2512.22,2475.09,"2.37e+09"
"240",2009-12-29,2518.99,2511.26,2520.86,2504.87,"2.21e+09"
"241",2009-12-30,2534.36,2520.3,2534.36,2519.01,"1.99e+09"
"242",2010-01-04,2575.41,2533.95,2576.06,2532.9,"1.83e+09"
"243",2010-01-05,2605.28,2575.62,2606.07,2575.62,"5.7e+09"
"244",2010-01-06,2603.3,2605.48,2622.12,2587.71,"5.16e+09"
"245",2010-01-07,2586.9,2603.5,2611.6,2570.27,"4.55e+09"
"246",2010-01-08,2614.37,2586.79,2614.54,2583.85,"7.37e+09"
"247",2010-01-11,2632.2,2615.61,2649.2,2615.61,"5.29e+09"
"248",2010-01-12,2659.55,2632.31,2659.98,2623.77,"5.75e+09"
"249",2010-01-13,2632.87,2657.9,2657.9,2623.46,"4.27e+09"
"250",2010-01-14,2645.18,2633.58,2661.93,2633.58,"5.31e+09"
"251",2010-01-15,2647.09,2646.75,2655.81,2638.36,"4.76e+09"
"252",2010-01-18,2642.55,2645.44,2648.92,2629.91,"3.09e+09"
"253",2010-01-19,2666.07,2642.35,2666.57,2640.18,"3.28e+09"
"254",2010-01-20,2667.27,2666.58,2689.77,2655,"3.7e+09"
"255",2010-01-21,2638.38,2664.66,2664.66,2621.36,"3.24e+09"
"256",2010-01-22,2610.34,2636.96,2636.96,2580.17,"3.67e+09"
"257",2010-01-25,2597.86,2609.73,2609.73,2575.96,"3.37e+09"
"258",2010-01-26,2578.42,2597.35,2608.74,2568.95,"4.21e+09"
"259",2010-01-27,2564.55,2577.91,2594.25,2554.88,"2.6e+09"
"260",2010-01-28,2619.56,2565.38,2619.98,2565.38,"3.36e+09"
"261",2010-01-29,2610.8,2619.26,2619.26,2569.27,"2.17e+09"
"262",2010-02-01,2587.55,2610.59,2610.59,2571.76,"3.23e+09"
"263",2010-02-02,2580.25,2588.26,2613.67,2574.11,"3.06e+09"
"264",2010-02-03,2604.55,2580.66,2606.28,2580.66,"3.83e+09"
"265",2010-02-04,2593.22,2604.75,2610.37,2589.05,"3.8e+09"
"266",2010-02-05,2518.98,2592.41,2592.41,2506.89,"3.48e+09"
"267",2010-02-08,2475.57,2518.61,2518.61,2431.84,"3.69e+09"
"268",2010-02-09,2489.49,2474.75,2490.11,2439.91,"3.27e+09"
"269",2010-02-10,2483.44,2490.29,2511.74,2474.4,"2.65e+09"
"270",2010-02-11,2507.75,2483.64,2508.26,2468.85,"4.09e+09"
"271",2010-02-12,2534.14,2508.15,2536.57,2501.99,"3.53e+09"
"272",2010-02-15,2517.46,2533.73,2533.73,2510.96,"1.67e+09"
"273",2010-02-16,2558.5,2517.66,2558.66,2516.34,"2.23e+09"
"274",2010-02-17,2581.34,2558.61,2581.6,2558.61,"3.57e+09"
"275",2010-02-18,2560.03,2581.44,2581.44,2550.53,"2.63e+09"
"276",2010-02-19,2554.38,2559.93,2559.93,2527.75,"2.19e+09"
"277",2010-02-22,2564.26,2554.78,2574.97,2553.81,"1.9e+09"
"278",2010-02-23,2583.65,2564.16,2583.7,2538.03,"3.27e+09"
"279",2010-02-24,2579.42,2582.42,2582.42,2555.47,"4.01e+09"
"280",2010-02-25,2549.03,2579.31,2583.16,2536.09,"2.37e+09"
"281",2010-03-01,2554.67,2548.83,2565.44,2545.89,"1.9e+09"
"282",2010-03-02,2576.59,2554.47,2577.09,2554.47,"2.54e+09"
"283",2010-03-03,2567.09,2577,2585.83,2552.85,"3.42e+09"
"284",2010-03-04,2565.65,2566.99,2579.53,2557.37,"2.5e+09"
"285",2010-03-05,2578.77,2566.05,2583.09,2566.05,"2.54e+09"
"286",2010-03-08,2626.45,2578.97,2627.7,2578.97,"2.98e+09"
"287",2010-03-09,2657.17,2626.25,2657.38,2624.11,"3.04e+09"
"288",2010-03-10,2670.22,2656.86,2676.27,2652.85,"3.02e+09"
"289",2010-03-11,2676.52,2670.12,2687.12,2661.93,"4.08e+09"
"290",2010-03-12,2666.51,2676.11,2686.24,2661.06,"5.27e+09"
"291",2010-03-15,2669.61,2666.41,2683.11,2658.55,"2.95e+09"
"292",2010-03-17,2756.26,2669.41,2756.26,2669.41,"6.57e+09"
"293",2010-03-18,2737.24,2756.46,2779.36,2718.31,"6.03e+09"
"294",2010-03-19,2742.97,2738.8,2758.13,2725.65,"3.88e+09"
"295",2010-03-22,2702.4,2742.67,2742.67,2698.26,"3.43e+09"
"296",2010-03-23,2720.86,2702.6,2746.14,2702.6,"2.75e+09"
"297",2010-03-24,2774.85,2721.16,2774.85,2721.16,"3.32e+09"
"298",2010-03-25,2799.15,2773.3,2814.86,2760.2,"4.2e+09"
"299",2010-03-26,2813.08,2799.25,2813.08,2792.36,"4.01e+09"
"300",2010-03-29,2794.77,2813.49,2813.8,2780.43,"4.62e+09"
"301",2010-03-30,2798.27,2795.18,2818.94,2787.5,"4.14e+09"
"302",2010-03-31,2777.3,2798.68,2809.47,2758.26,"4.17e+09"
"303",2010-04-01,2830,2777.7,2834.24,2777.7,"4.21e+09"
"304",2010-04-05,2887.25,2831.03,2890.18,2831.03,"4.42e+09"
"305",2010-04-06,2880.97,2888.81,2911.46,2871.75,"8.45e+09"
"306",2010-04-07,2898.58,2881.37,2916.11,2881.37,"6.58e+09"
"307",2010-04-08,2850.83,2898.18,2898.18,2837.4,"5.13e+09"
"308",2010-04-09,2845.01,2850.63,2870.97,2833.24,"4.24e+09"
"309",2010-04-12,2881.33,2845.61,2882.71,2845.61,"5.05e+09"
"310",2010-04-13,2884.7,2881.03,2884.95,2856.25,"4.99e+09"
"311",2010-04-14,2885.01,2884.9,2897.33,2875.25,"5.04e+09"
"312",2010-04-15,2900.53,2885.12,2913.72,2885.12,"5.72e+09"
"313",2010-04-16,2878.67,2900.83,2903.28,2860.93,"3.63e+09"
"314",2010-04-19,2840.43,2877.97,2877.97,2811.79,"3.76e+09"
"315",2010-04-20,2891.27,2840.63,2892.62,2840.63,"4.07e+09"
"316",2010-04-21,2912.83,2891.47,2916.55,2891.47,"6.54e+09"
"317",2010-04-22,2926.53,2912.73,2927.39,2883.01,"5.01e+09"
"318",2010-04-23,2924.73,2926.13,2926.39,2907.03,"3.85e+09"
"319",2010-04-26,2944.71,2924.93,2954.83,2924.93,"4.08e+09"
"320",2010-04-27,2939.3,2943.68,2944.44,2930.42,"4.2e+09"
"321",2010-04-28,2903.32,2939,2939,2875.67,"5.16e+09"
"322",2010-04-29,2926.86,2903.52,2927.96,2903.52,"6.14e+09"
"323",2010-04-30,2971.25,2927.26,2972.92,2927.26,"5.24e+09"
"324",2010-05-03,2960.9,2971.75,2982.36,2950.43,"4.09e+09"
"325",2010-05-04,2959.01,2961.29,2996.42,2946.42,"3.91e+09"
"326",2010-05-05,2846.24,2958.52,2958.52,2834.96,"6.43e+09"
"327",2010-05-06,2810.62,2846.04,2846.04,2748.68,"4.97e+09"
"328",2010-05-07,2739.33,2808.74,2808.74,2705.21,"3.57e+09"
"329",2010-05-10,2850.43,2739.93,2860.05,2739.93,"5.73e+09"
"330",2010-05-11,2812.89,2850.82,2865.48,2808.57,"5.09e+09"
"331",2010-05-12,2847.62,2812.99,2849.08,2812.99,"2.77e+09"
"332",2010-05-14,2858.39,2847.13,2869.49,2843.85,"2.8e+09"
"333",2010-05-17,2819.47,2857.99,2857.99,2780.39,"2.6e+09"
"334",2010-05-18,2834.19,2820.48,2837.57,2818.84,"3.2e+09"
"335",2010-05-19,2729.48,2833.69,2833.69,2721.72,"4.79e+09"
"336",2010-05-20,2694.25,2730.29,2763.88,2660.12,"4.92e+09"
"337",2010-05-21,2623.22,2692.66,2692.66,2584.97,"4.17e+09"
"338",2010-05-24,2609.61,2623.72,2672.86,2600.85,"5.42e+09"
"339",2010-05-25,2514.12,2609.02,2609.02,2502.05,"7.16e+09"
"340",2010-05-26,2696.78,2514.91,2701.99,2514.91,"9.66e+09"
"341",2010-05-27,2713.92,2696.28,2732.06,2618.28,"1.005e+10"
"342",2010-05-31,2796.96,2714.32,2799.45,2714.32,"5.66e+09"
"343",2010-06-01,2724.61,2796.66,2796.66,2724.11,"5.5e+09"
"344",2010-06-02,2733.68,2725.01,2771.28,2721.19,"5.92e+09"
"345",2010-06-03,2810.98,2734.17,2811.83,2734.17,"6.34e+09"
"346",2010-06-04,2823.25,2810.88,2823.86,2791.45,"4.97e+09"
"347",2010-06-07,2750.23,2820.88,2820.88,2698.28,"3.97e+09"
"348",2010-06-08,2779.98,2750.35,2781.35,2750.35,"4.31e+09"
"349",2010-06-09,2785.79,2779.78,2794.18,2765.35,"4.1e+09"
"350",2010-06-10,2770.79,2786.19,2792.52,2758.16,"3.46e+09"
"351",2010-06-11,2801.9,2771.48,2817.41,2771.48,"3.08e+09"
"352",2010-06-14,2826.84,2802.1,2826.96,2802.1,"2.5e+09"
"353",2010-06-15,2830.17,2827.03,2850.03,2824.38,"3.72e+09"
"354",2010-06-16,2858.66,2830.67,2877.85,2830.67,"3.78e+09"
"355",2010-06-17,2891.1,2856.37,2897.61,2856.37,"4.96e+09"
"356",2010-06-18,2929.59,2891.3,2932.06,2891.3,"6.32e+09"
"357",2010-06-21,2941.9,2929.99,2981.28,2926.08,"5.48e+09"
"358",2010-06-22,2934.59,2940.9,2956.81,2921.3,"3.45e+09"
"359",2010-06-23,2924.79,2933.9,2933.9,2899.27,"4.59e+09"
"360",2010-06-24,2914.09,2924.89,2946.54,2908.35,"4.06e+09"
"361",2010-06-25,2947.02,2913.8,2949.42,2904.39,"2.52e+09"
"362",2010-06-28,2955.73,2947.22,2975.9,2945.22,"2.97e+09"
"363",2010-06-29,2893.37,2955.83,2960.81,2872.42,"2.74e+09"
"364",2010-06-30,2913.68,2892.58,2918.06,2844.45,"2.49e+09"
"365",2010-07-01,2874.25,2912.88,2912.88,2860.91,"3.86e+09"
"366",2010-07-02,2871.55,2874.84,2891.18,2861.22,"2.45e+09"
"367",2010-07-05,2877.3,2871.95,2885.36,2869.07,"2.26e+09"
"368",2010-07-06,2910.65,2877.4,2912.08,2864.75,"2.46e+09"
"369",2010-07-07,2902.04,2910.53,2913.84,2890.29,"2.05e+09"
"370",2010-07-08,2915.91,2902.63,2936.26,2902.63,"4.2e+09"
"371",2010-07-09,2943.9,2916.2,2943.96,2909.67,"4.29e+09"
"372",2010-07-12,2958.79,2942.13,2972.56,2940.6,"3.46e+09"
"373",2010-07-13,2961.51,2957.79,2978.51,2946.41,"2.77e+09"
"374",2010-07-14,2981.06,2961.71,2994.59,2961.71,"3.95e+09"
"375",2010-07-15,2980.6,2980.06,2987.04,2956.89,"4.53e+09"
"376",2010-07-16,2992.45,2980.48,2992.45,2972.27,"4.34e+09"
"377",2010-07-19,2975.57,2992.16,2992.16,2948.03,"2.91e+09"
"378",2010-07-20,2995.44,2975.87,2995.44,2970.8,"4.28e+09"
"379",2010-07-21,3013.4,2995.74,3014.48,2994.21,"5.06e+09"
"380",2010-07-22,3009.92,3013.7,3019.01,2997.3,"4.22e+09"
"381",2010-07-23,3042.02,3010.32,3051.36,3010.32,"5.12e+09"
"382",2010-07-26,3023.7,3042.12,3062.95,3014.55,"4.18e+09"
"383",2010-07-27,3041.68,3023.99,3061.63,3023.99,"3.81e+09"
"384",2010-07-28,3057.47,3041.58,3064.79,3041.58,"3.99e+09"
"385",2010-07-29,3096.82,3057.97,3097.19,3056.67,"4.57e+09"
"386",2010-07-30,3069.28,3096.72,3104.08,3054.1,"3.36e+09"
"387",2010-08-02,3058.98,3070.28,3083.86,3048.59,"2.96e+09"
"388",2010-08-03,2973.66,3059.37,3084.17,2965.56,"4.32e+09"
"389",2010-08-04,2983.25,2973.85,3001.12,2959.75,"3.03e+09"
"390",2010-08-05,3044.94,2983.84,3046.87,2983.84,"3.59e+09"
"391",2010-08-06,3060.59,3045.43,3062.68,3031.43,"2.78e+09"
"392",2010-08-09,3082.6,3057.55,3082.78,3056.17,"2.45e+09"
"393",2010-08-10,3057.16,3082.99,3083.29,3047.22,"2.39e+09"
"394",2010-08-11,3035.32,3054.64,3061.88,3022.5,"2.88e+09"
"395",2010-08-12,3025.64,3034.24,3034.24,2993.77,"2.59e+09"
"396",2010-08-13,3053.01,3025.74,3053.57,3025.74,"2.25e+09"
"397",2010-08-16,3052.6,3052.91,3059.04,3032.43,"2.6e+09"
"398",2010-08-18,3072.09,3053.36,3072.83,3045.22,"3.51e+09"
"399",2010-08-19,3105.35,3072.48,3118.37,3072.48,"5.73e+09"
"400",2010-08-20,3117.72,3103.37,3118.65,3084.99,"4.46e+09"
"401",2010-08-23,3128.73,3117.43,3129.66,3107.76,"5.52e+09"
"402",2010-08-24,3114.94,3128.44,3145.11,3099.91,"4.9e+09"
"403",2010-08-25,3138.91,3114.74,3140.16,3102.51,"6.59e+09"
"404",2010-08-26,3145.14,3138.52,3150.16,3128.87,"6.94e+09"
"405",2010-08-27,3104.73,3145.04,3145.04,3089.69,"4.82e+09"
"406",2010-08-30,3099.57,3105.22,3138.49,3089.64,"3.82e+09"
"407",2010-08-31,3081.88,3098.77,3099.75,3058.05,"3.6e+09"
"408",2010-09-01,3135.32,3081.49,3135.54,3081.49,"3.83e+09"
"409",2010-09-02,3122.15,3135.71,3159.72,3105.81,"4.01e+09"
"410",2010-09-03,3164.28,3122.25,3164.36,3122.25,"3.62e+09"
"411",2010-09-06,3217.15,3164.47,3217.37,3164.47,"2.84e+09"
"412",2010-09-07,3230.89,3217.54,3239.45,3214.2,"3.68e+09"
"413",2010-09-15,3357.03,3232.08,3360.05,3232.08,"4.68e+09"
"414",2010-09-16,3341.63,3357.13,3358.12,3317.8,"5.09e+09"
"415",2010-09-17,3384.65,3341.44,3390.56,3341.44,"9.27e+09"
"416",2010-09-20,3370.98,3384.56,3392.06,3344.9,"1.028e+10"
"417",2010-09-21,3365.04,3371.47,3405.85,3342.2,"1.01e+10"
"418",2010-09-22,3343.34,3365.13,3380.2,3332.27,"1.122e+10"
"419",2010-09-23,3337.2,3343.83,3351.39,3313.31,"7.51e+09"
"420",2010-09-24,3397.63,3338.71,3400.56,3331.86,"4.98e+09"
"421",2010-09-27,3468.04,3397.82,3472.03,3397.82,"6.05e+09"
"422",2010-09-28,3472.71,3468.23,3524.32,3455.5,"6.18e+09"
"423",2010-09-29,3495.46,3473.29,3513.36,3473.29,"6.12e+09"
"424",2010-09-30,3501.3,3495.76,3514.77,3487.71,"5.58e+09"
"425",2010-10-01,3547.11,3501.2,3550.03,3501.2,"5.02e+09"
"426",2010-10-04,3569.5,3547.31,3594.37,3547.31,"5.64e+09"
"427",2010-10-05,3591.7,3569.59,3592.09,3553.09,"6.84e+09"
"428",2010-10-06,3603.4,3592.08,3630.39,3582.25,"8.12e+09"
"429",2010-10-07,3586.19,3603.5,3605.53,3540.61,"6.48e+09"
"430",2010-10-08,3546.95,3585.89,3585.89,3532.01,"5.42e+09"
"431",2010-10-11,3548.75,3547.72,3575.24,3536.51,"5.45e+09"
"432",2010-10-12,3547.25,3548.94,3565.41,3535.78,"6.45e+09"
"433",2010-10-13,3611.98,3549.47,3611.98,3547.98,"8.52e+09"
"434",2010-10-14,3618.48,3612.17,3645.61,3603,"6.64e+09"
"435",2010-10-15,3597.03,3619.47,3619.47,3584.79,"5.01e+09"
"436",2010-10-18,3566.92,3596.84,3596.84,3557.28,"4.98e+09"
"437",2010-10-19,3592.79,3567.41,3599.82,3567.41,"6.4e+09"
"438",2010-10-20,3578.95,3592.5,3592.5,3537.09,"8.22e+09"
"439",2010-10-21,3588.01,3579.15,3610.56,3579.15,"6.8e+09"
"440",2010-10-22,3597.74,3588.75,3605.21,3582.81,"5.16e+09"
"441",2010-10-25,3643.49,3598.21,3644.72,3598.21,"5.13e+09"
"442",2010-10-26,3654.1,3643.11,3661.2,3638.06,"5.37e+09"
"443",2010-10-27,3624.47,3652.19,3667.01,3602.12,"5.12e+09"
"444",2010-10-28,3638.83,3623.89,3643.52,3614.63,"4.32e+09"
"445",2010-10-29,3635.32,3639.21,3647.57,3615.22,"3.49e+09"
"446",2010-11-01,3645.15,3635.52,3663.79,3621.56,"3.82e+09"
"447",2010-11-02,3625.49,3644.18,3648.26,3616.37,"4.94e+09"
"448",2010-11-03,3605.67,3625.68,3641.73,3590.37,"4.73e+09"
"449",2010-11-04,3629.05,3605.86,3633.69,3604.72,"4.17e+09"
"450",2010-11-05,3655.3,3629.72,3665.85,3629.72,"4.95e+09"
"451",2010-11-08,3699.26,3655.4,3700.54,3654.48,"4.13e+09"
"452",2010-11-09,3737.48,3699.15,3742.77,3689.75,"5.96e+09"
"453",2010-11-10,3756.97,3738.06,3759.48,3731.19,"7.13e+09"
"454",2010-11-11,3744.62,3757.35,3777.92,3721.89,"7.83e+09"
"455",2010-11-12,3665.85,3744.52,3744.53,3633.42,"5.87e+09"
"456",2010-11-15,3656.46,3665.09,3674.57,3633.15,"5.71e+09"
"457",2010-11-16,3674.03,3656.94,3682.8,3637.9,"6.79e+09"
