"","S&P 500 (SPX)_history.csv Date","S&P 500 (SPX)_history.csv Price","S&P 500 (SPX)_history.csv Open","S&P 500 (SPX)_history.csv High","S&P 500 (SPX)_history.csv Low","S&P 500 (SPX)_history.csv Volume"
"634",2011-07-11,1319.49,1343.31,1343.31,1316.42,"-"
"635",2011-07-12,1313.64,1319.61,1327.17,1313.33,"-"
"636",2011-07-13,1317.72,1314.45,1331.48,1314.45,"-"
"637",2011-07-14,1308.87,1317.74,1326.88,1306.51,"-"
"638",2011-07-15,1316.14,1308.87,1317.7,1307.52,"-"
"639",2011-07-18,1305.44,1315.94,1315.94,1295.92,"-"
"640",2011-07-19,1326.73,1307.07,1328.14,1307.07,"-"
"641",2011-07-20,1325.84,1328.66,1330.43,1323.65,"-"
"642",2011-07-21,1343.8,1325.65,1347,1325.65,"-"
"643",2011-07-22,1345.02,1343.8,1346.1,1336.95,"-"
"644",2011-07-25,1337.43,1344.32,1344.32,1331.09,"-"
"645",2011-07-26,1331.94,1337.39,1338.51,1329.59,"-"
"646",2011-07-27,1304.89,1331.91,1331.91,1303.49,"-"
"647",2011-07-28,1300.67,1304.84,1316.32,1299.16,"-"
"648",2011-07-29,1292.28,1300.12,1304.16,1282.86,"-"
"649",2011-08-01,1286.94,1292.59,1307.38,1274.73,"-"
"650",2011-08-02,1254.05,1286.56,1286.56,1254.03,"-"
"651",2011-08-03,1260.34,1254.25,1261.2,1234.56,"-"
"652",2011-08-04,1200.07,1260.23,1260.23,1199.54,"-"
"653",2011-08-05,1199.38,1200.28,1218.11,1168.09,"-"
"654",2011-08-08,1119.46,1198.48,1198.48,1119.28,"-"
"655",2011-08-09,1172.53,1120.23,1172.88,1101.54,"-"
"656",2011-08-10,1120.76,1171.77,1171.77,1118.01,"-"
"657",2011-08-11,1172.64,1121.3,1186.29,1121.3,"-"
"658",2011-08-12,1178.81,1172.87,1189.04,1170.74,"-"
"659",2011-08-15,1204.49,1178.86,1204.49,1178.86,"-"
"660",2011-08-16,1192.76,1204.22,1204.22,1180.53,"-"
"661",2011-08-17,1193.89,1192.89,1208.47,1184.36,"-"
"662",2011-08-18,1140.65,1189.62,1189.62,1131.03,"-"
"663",2011-08-19,1123.53,1140.47,1154.54,1122.05,"-"
"664",2011-08-22,1123.82,1123.55,1145.49,1121.09,"-"
"665",2011-08-23,1162.35,1124.36,1162.35,1122.91,"-"
"666",2011-08-24,1177.6,1162.16,1178.56,1156.3,"-"
"667",2011-08-25,1159.27,1176.69,1190.68,1155.47,"-"
"668",2011-08-26,1176.8,1158.85,1181.23,1135.91,"-"
"669",2011-08-29,1210.08,1177.91,1210.28,1177.91,"-"
"670",2011-08-30,1212.92,1209.76,1220.1,1195.77,"-"
"671",2011-08-31,1218.89,1213,1230.71,1209.35,"-"
"672",2011-09-01,1204.42,1219.12,1229.29,1203.85,"-"
"673",2011-09-02,1173.97,1203.9,1203.9,1170.56,"-"
"674",2011-09-06,1165.24,1173.97,1173.97,1140.13,"-"
"675",2011-09-07,1198.62,1165.85,1198.62,1165.85,"-"
"676",2011-09-08,1185.9,1197.98,1204.4,1183.34,"-"
"677",2011-09-09,1154.23,1185.37,1185.37,1148.37,"-"
"678",2011-09-12,1162.27,1153.5,1162.52,1136.07,"-"
"679",2011-09-13,1172.87,1162.59,1176.41,1157.44,"-"
"680",2011-09-14,1188.68,1173.32,1202.38,1162.73,"-"
"681",2011-09-15,1209.11,1189.44,1209.11,1189.44,"-"
"682",2011-09-16,1216.01,1209.21,1220.06,1204.46,"-"
"683",2011-09-19,1204.09,1214.99,1214.99,1188.36,"-"
"684",2011-09-20,1202.09,1204.5,1220.39,1201.29,"-"
"685",2011-09-21,1166.76,1203.63,1206.3,1166.21,"-"
"686",2011-09-22,1129.56,1164.55,1164.55,1114.22,"-"
"687",2011-09-23,1136.43,1128.82,1141.72,1121.36,"-"
"688",2011-09-26,1162.95,1136.91,1164.19,1131.07,"-"
"689",2011-09-27,1175.38,1163.32,1195.86,1163.32,"-"
"690",2011-09-28,1151.06,1175.39,1184.71,1150.4,"-"
"691",2011-09-29,1160.4,1151.74,1175.87,1139.93,"-"
"692",2011-09-30,1131.42,1159.93,1159.93,1131.34,"-"
"693",2011-10-03,1099.23,1131.21,1138.99,1098.92,"-"
"694",2011-10-04,1123.95,1097.42,1125.12,1074.77,"-"
"695",2011-10-05,1144.03,1124.03,1146.07,1115.68,"-"
"696",2011-10-06,1164.97,1144.11,1165.55,1134.95,"-"
"697",2011-10-07,1155.46,1165.03,1171.4,1150.26,"-"
"698",2011-10-10,1194.89,1158.15,1194.91,1158.15,"-"
"699",2011-10-11,1195.54,1194.6,1199.24,1187.3,"-"
"700",2011-10-12,1207.25,1196.19,1220.25,1196.19,"-"
"701",2011-10-13,1203.66,1206.96,1207.46,1190.58,"-"
"702",2011-10-14,1224.58,1205.65,1224.61,1205.65,"-"
"703",2011-10-17,1200.86,1224.47,1224.47,1198.55,"-"
"704",2011-10-18,1225.38,1200.75,1233.1,1191.48,"-"
"705",2011-10-19,1209.88,1223.46,1229.64,1206.31,"-"
"706",2011-10-20,1215.39,1211.1,1219.53,1197.34,"-"
"707",2011-10-21,1238.25,1215.39,1239.03,1215.39,"-"
"708",2011-10-24,1254.19,1238.72,1256.55,1238.72,"-"
"709",2011-10-25,1229.05,1254.19,1254.19,1226.79,"-"
"710",2011-10-26,1242,1229.17,1246.28,1221.06,"-"
"711",2011-10-27,1284.59,1243.97,1292.66,1243.97,"-"
"712",2011-10-28,1285.09,1284.39,1287.08,1277.01,"-"
"713",2011-10-31,1253.3,1284.96,1284.96,1253.16,"-"
"714",2011-11-01,1218.28,1251,1251,1215.42,"-"
"715",2011-11-02,1237.9,1219.62,1242.48,1219.62,"-"
"716",2011-11-03,1261.15,1238.25,1263.21,1234.81,"-"
"717",2011-11-04,1253.23,1260.82,1260.82,1238.92,"-"
"718",2011-11-07,1261.12,1253.21,1261.7,1240.75,"-"
"719",2011-11-08,1275.92,1261.12,1277.55,1254.99,"-"
"720",2011-11-09,1229.1,1275.18,1275.18,1226.64,"-"
"721",2011-11-10,1239.69,1229.59,1246.22,1227.7,"-"
"722",2011-11-11,1263.85,1240.12,1266.98,1240.12,"-"
"723",2011-11-14,1251.78,1263.85,1263.85,1246.68,"-"
"724",2011-11-15,1257.81,1251.7,1264.25,1244.34,"-"
"725",2011-11-16,1236.91,1257.81,1259.61,1235.67,"-"
"726",2011-11-17,1216.13,1236.56,1237.73,1209.43,"-"
"727",2011-11-18,1215.65,1216.19,1223.51,1211.36,"-"
"728",2011-11-21,1192.98,1215.62,1215.62,1183.16,"-"
"729",2011-11-22,1188.04,1192.98,1196.81,1181.65,"-"
"730",2011-11-23,1161.79,1187.48,1187.48,1161.79,"-"
"731",2011-11-25,1158.67,1161.41,1172.66,1158.66,"-"
"732",2011-11-28,1192.55,1158.67,1197.35,1158.67,"-"
"733",2011-11-29,1195.19,1192.56,1203.67,1191.8,"-"
"734",2011-11-30,1246.96,1196.72,1247.11,1196.72,"-"
"735",2011-12-01,1244.58,1246.91,1251.09,1239.73,"-"
"736",2011-12-02,1244.28,1246.03,1260.08,1243.35,"-"
"737",2011-12-05,1257.08,1244.33,1266.73,1244.33,"-"
"738",2011-12-06,1258.47,1257.19,1266.03,1253.03,"-"
"739",2011-12-07,1261.01,1258.14,1267.06,1244.8,"-"
"740",2011-12-08,1234.35,1260.87,1260.87,1231.47,"-"
"741",2011-12-09,1255.19,1234.48,1258.25,1234.48,"-"
"742",2011-12-12,1236.47,1255.05,1255.05,1227.25,"-"
"743",2011-12-13,1225.73,1236.83,1249.86,1219.43,"-"
"744",2011-12-14,1211.82,1225.73,1225.73,1209.47,"-"
"745",2011-12-15,1215.75,1212.12,1225.6,1212.12,"-"
"746",2011-12-16,1219.66,1216.09,1231.04,1215.2,"-"
"747",2011-12-19,1205.35,1219.74,1224.57,1202.37,"-"
"748",2011-12-20,1241.3,1205.72,1242.82,1205.72,"-"
"749",2011-12-21,1243.72,1241.25,1245.09,1229.51,"-"
"750",2011-12-22,1254,1243.72,1255.22,1243.72,"-"
"751",2011-12-23,1265.33,1254,1265.42,1254,"-"
"752",2011-12-27,1265.43,1265.02,1269.37,1262.3,"-"
"753",2011-12-28,1249.64,1265.38,1265.85,1248.64,"-"
"754",2011-12-29,1263.02,1249.75,1263.54,1249.75,"-"
"755",2011-12-30,1257.6,1262.82,1264.12,1257.46,"-"
"756",2012-01-03,1277.06,1258.86,1284.62,1258.86,"-"
"757",2012-01-04,1277.3,1277.03,1278.73,1268.1,"-"
"758",2012-01-05,1281.06,1277.3,1283.05,1265.26,"-"
"759",2012-01-06,1277.81,1280.93,1281.84,1273.34,"-"
"760",2012-01-09,1280.7,1277.83,1281.99,1274.55,"-"
"761",2012-01-10,1292.08,1280.77,1296.46,1280.77,"-"
"762",2012-01-11,1292.48,1292.02,1293.8,1285.41,"-"
"763",2012-01-12,1295.5,1292.48,1296.82,1285.77,"-"
"764",2012-01-13,1289.09,1294.82,1294.82,1277.58,"-"
"765",2012-01-17,1293.67,1290.22,1303,1290.22,"-"
"766",2012-01-18,1308.04,1293.65,1308.11,1290.99,"-"
"767",2012-01-19,1314.5,1308.07,1315.49,1308.07,"-"
"768",2012-01-20,1315.38,1314.49,1315.38,1309.17,"-"
"769",2012-01-23,1316,1315.29,1322.28,1309.89,"-"
"770",2012-01-24,1314.65,1315.96,1315.96,1306.06,"-"
"771",2012-01-25,1326.05,1314.4,1328.3,1307.65,"-"
"772",2012-01-26,1318.43,1326.28,1333.47,1313.6,"-"
"773",2012-01-27,1316.33,1318.25,1320.06,1311.72,"-"
"774",2012-01-30,1313.01,1316.16,1316.16,1300.49,"-"
"775",2012-01-31,1312.41,1313.53,1321.41,1306.69,"-"
"776",2012-02-01,1324.09,1312.45,1330.52,1312.45,"-"
"777",2012-02-02,1325.54,1324.24,1329.19,1321.57,"-"
"778",2012-02-03,1344.9,1326.21,1345.34,1326.21,"-"
"779",2012-02-06,1344.33,1344.32,1344.36,1337.52,"-"
"780",2012-02-07,1347.05,1344.33,1349.24,1335.92,"-"
"781",2012-02-08,1349.96,1347.04,1351,1341.95,"-"
"782",2012-02-09,1351.95,1349.97,1354.32,1344.63,"-"
"783",2012-02-10,1342.64,1351.21,1351.21,1337.35,"-"
"784",2012-02-13,1351.77,1343.06,1353.35,1343.06,"-"
"785",2012-02-14,1350.5,1351.3,1351.3,1340.83,"-"
"786",2012-02-15,1343.23,1350.52,1355.87,1340.8,"-"
"787",2012-02-16,1358.04,1342.61,1359.02,1341.22,"-"
"788",2012-02-17,1361.23,1358.06,1363.4,1357.24,"-"
"789",2012-02-21,1362.21,1361.22,1367.76,1358.11,"-"
"790",2012-02-22,1357.66,1362.11,1362.7,1355.53,"-"
"791",2012-02-23,1363.46,1357.53,1364.24,1352.28,"-"
"792",2012-02-24,1365.74,1363.46,1368.92,1363.46,"-"
"793",2012-02-27,1367.59,1365.2,1371.94,1354.92,"-"
"794",2012-02-28,1372.18,1367.56,1373.09,1365.97,"-"
"795",2012-02-29,1365.68,1372.2,1378.04,1363.81,"-"
"796",2012-03-01,1374.09,1365.9,1376.17,1365.9,"-"
"797",2012-03-02,1369.63,1374.09,1374.53,1366.42,"-"
"798",2012-03-05,1364.33,1369.59,1369.59,1359.13,"-"
"799",2012-03-06,1343.36,1363.63,1363.63,1340.03,"-"
"800",2012-03-07,1352.63,1343.39,1354.85,1343.39,"-"
"801",2012-03-08,1365.91,1352.65,1368.72,1352.65,"-"
"802",2012-03-09,1370.87,1365.97,1374.76,1365.97,"-"
"803",2012-03-12,1371.09,1370.78,1373.04,1366.69,"-"
"804",2012-03-13,1395.95,1371.92,1396.13,1371.92,"-"
"805",2012-03-14,1394.28,1395.95,1399.42,1389.97,"-"
"806",2012-03-15,1402.6,1394.17,1402.63,1392.78,"-"
"807",2012-03-16,1404.17,1402.55,1405.88,1401.47,"-"
"808",2012-03-19,1409.75,1404.17,1414,1402.43,"-"
"809",2012-03-20,1405.52,1409.59,1409.59,1397.68,"-"
"810",2012-03-21,1402.89,1405.52,1407.75,1400.64,"-"
"811",2012-03-22,1392.78,1402.89,1402.89,1388.73,"-"
"812",2012-03-23,1397.11,1392.78,1399.18,1386.87,"-"
"813",2012-03-26,1416.51,1397.11,1416.58,1397.11,"-"
"814",2012-03-27,1412.52,1416.55,1419.15,1411.95,"-"
"815",2012-03-28,1405.54,1412.52,1413.65,1397.2,"-"
"816",2012-03-29,1403.28,1405.39,1405.39,1391.56,"-"
"817",2012-03-30,1408.47,1403.31,1410.89,1401.42,"-"
"818",2012-04-02,1419.04,1408.47,1422.38,1404.46,"-"
"819",2012-04-03,1413.38,1418.98,1419,1404.62,"-"
"820",2012-04-04,1398.96,1413.09,1413.09,1394.09,"-"
"821",2012-04-05,1398.08,1398.79,1401.6,1392.92,"-"
"822",2012-04-09,1382.2,1397.45,1397.45,1378.24,"-"
"823",2012-04-10,1358.59,1382.18,1383.01,1357.38,"-"
"824",2012-04-11,1368.71,1358.98,1374.71,1358.98,"-"
"825",2012-04-12,1387.57,1368.77,1388.13,1368.77,"-"
"826",2012-04-13,1370.26,1387.61,1387.61,1369.85,"-"
"827",2012-04-16,1369.57,1370.27,1379.66,1365.38,"-"
"828",2012-04-17,1390.78,1369.57,1392.76,1369.57,"-"
"829",2012-04-18,1385.14,1390.78,1390.78,1383.29,"-"
"830",2012-04-19,1376.92,1385.08,1390.46,1370.3,"-"
"831",2012-04-20,1378.53,1376.96,1387.4,1376.96,"-"
"832",2012-04-23,1366.94,1378.53,1378.53,1358.79,"-"
"833",2012-04-24,1371.97,1366.97,1375.57,1366.82,"-"
"834",2012-04-25,1390.69,1372.11,1391.37,1372.11,"-"
"835",2012-04-26,1399.98,1390.64,1402.09,1387.28,"-"
"836",2012-04-27,1403.36,1400.19,1406.64,1397.31,"-"
"837",2012-04-30,1397.91,1403.26,1403.26,1394,"-"
"838",2012-05-01,1405.82,1397.86,1415.32,1395.73,"-"
"839",2012-05-02,1402.31,1405.5,1405.5,1393.92,"-"
"840",2012-05-03,1391.57,1402.32,1403.07,1388.71,"-"
"841",2012-05-04,1369.1,1391.51,1391.51,1367.96,"-"
"842",2012-05-07,1369.58,1368.79,1373.91,1363.94,"-"
"843",2012-05-08,1363.72,1369.16,1369.16,1347.75,"-"
"844",2012-05-09,1354.58,1363.2,1363.73,1343.13,"-"
"845",2012-05-10,1357.99,1354.58,1365.88,1354.58,"-"
"846",2012-05-11,1353.39,1358.11,1365.66,1348.89,"-"
"847",2012-05-14,1338.35,1351.93,1351.93,1336.61,"-"
"848",2012-05-15,1330.66,1338.36,1344.94,1328.41,"-"
"849",2012-05-16,1324.8,1330.78,1341.78,1324.79,"-"
"850",2012-05-17,1304.86,1324.82,1326.36,1304.86,"-"
"851",2012-05-18,1295.22,1305.05,1312.24,1291.98,"-"
"852",2012-05-21,1315.99,1295.73,1316.39,1295.73,"-"
"853",2012-05-22,1316.63,1316.09,1328.49,1310.04,"-"
"854",2012-05-23,1318.86,1316.02,1320.71,1296.53,"-"
"855",2012-05-24,1320.68,1318.72,1324.14,1310.5,"-"
"856",2012-05-25,1317.82,1320.81,1324.2,1314.23,"-"
"857",2012-05-29,1332.42,1318.9,1334.93,1318.9,"-"
"858",2012-05-30,1313.32,1331.25,1331.25,1310.76,"-"
"859",2012-05-31,1310.33,1313.09,1319.74,1298.9,"-"
"860",2012-06-01,1278.04,1309.87,1309.87,1277.25,"-"
"861",2012-06-04,1278.18,1278.29,1282.55,1266.74,"-"
"862",2012-06-05,1285.5,1277.82,1287.62,1274.16,"-"
"863",2012-06-06,1315.13,1285.61,1315.13,1285.61,"-"
"864",2012-06-07,1314.99,1316.15,1329.05,1312.68,"-"
"865",2012-06-08,1325.66,1314.99,1325.81,1307.77,"-"
"866",2012-06-11,1308.93,1325.72,1335.52,1307.73,"-"
"867",2012-06-12,1324.18,1309.4,1324.31,1306.62,"-"
"868",2012-06-13,1314.88,1324.02,1327.28,1310.51,"-"
"869",2012-06-14,1329.1,1314.88,1333.68,1314.14,"-"
"870",2012-06-15,1342.84,1329.19,1343.32,1329.19,"-"
"871",2012-06-18,1344.78,1342.42,1348.22,1334.46,"-"
"872",2012-06-19,1357.98,1344.83,1363.46,1344.83,"-"
"873",2012-06-20,1355.69,1358.04,1361.57,1346.45,"-"
"874",2012-06-21,1325.51,1355.43,1358.27,1324.41,"-"
"875",2012-06-22,1335.02,1325.92,1337.82,1325.92,"-"
"876",2012-06-25,1313.72,1334.9,1334.9,1309.27,"-"
"877",2012-06-26,1319.99,1314.09,1324.24,1310.3,"-"
"878",2012-06-27,1331.85,1320.71,1334.4,1320.71,"-"
"879",2012-06-28,1329.04,1331.52,1331.52,1313.29,"-"
"880",2012-06-29,1362.16,1330.12,1362.17,1330.12,"-"
"881",2012-07-02,1365.51,1362.33,1366.35,1355.7,"-"
"882",2012-07-03,1374.02,1365.75,1374.81,1363.53,"-"
"883",2012-07-05,1367.58,1373.72,1373.85,1363.02,"-"
"884",2012-07-06,1354.68,1367.09,1367.09,1348.03,"-"
"885",2012-07-09,1352.46,1354.66,1354.87,1346.65,"-"
"886",2012-07-10,1341.47,1352.96,1361.54,1336.27,"-"
"887",2012-07-11,1341.45,1341.4,1345,1333.25,"-"
"888",2012-07-12,1334.76,1341.29,1341.29,1325.41,"-"
"889",2012-07-13,1356.78,1334.81,1357.7,1334.81,"-"
"890",2012-07-16,1353.64,1356.5,1357.26,1348.51,"-"
"891",2012-07-17,1363.67,1353.68,1365.36,1345.07,"-"
"892",2012-07-18,1372.78,1363.58,1375.26,1358.96,"-"
"893",2012-07-19,1376.51,1373.01,1380.39,1371.21,"-"
"894",2012-07-20,1362.66,1376.51,1376.51,1362.19,"-"
"895",2012-07-23,1350.52,1362.34,1362.34,1337.56,"-"
"896",2012-07-24,1338.31,1350.52,1351.53,1329.24,"-"
"897",2012-07-25,1337.89,1338.35,1343.98,1331.5,"-"
"898",2012-07-26,1360.02,1338.17,1363.13,1338.17,"-"
"899",2012-07-27,1385.97,1360.05,1389.19,1360.05,"-"
"900",2012-07-30,1385.3,1385.94,1391.74,1381.37,"-"
"901",2012-07-31,1379.32,1385.27,1387.16,1379.17,"-"
"902",2012-08-01,1375.14,1379.32,1385.03,1373.35,"-"
"903",2012-08-02,1365,1375.13,1375.13,1354.65,"-"
"904",2012-08-03,1390.99,1365.45,1394.16,1365.45,"-"
"905",2012-08-06,1394.23,1391.04,1399.63,1391.04,"-"
"906",2012-08-07,1401.35,1394.46,1407.14,1394.46,"-"
"907",2012-08-08,1402.22,1401.23,1404.14,1396.13,"-"
"908",2012-08-09,1402.8,1402.26,1405.95,1398.8,"-"
"909",2012-08-10,1405.87,1402.58,1405.98,1395.62,"-"
"910",2012-08-13,1404.11,1405.87,1405.87,1397.32,"-"
"911",2012-08-14,1403.93,1404.36,1410.03,1400.6,"-"
"912",2012-08-15,1405.53,1403.89,1407.73,1401.83,"-"
"913",2012-08-16,1415.51,1406.61,1417.44,1404.15,"-"
"914",2012-08-17,1418.16,1415.84,1418.71,1414.67,"-"
"915",2012-08-20,1418.13,1417.85,1418.13,1412.12,"-"
"916",2012-08-21,1413.17,1418.13,1426.68,1410.86,"-"
"917",2012-08-22,1413.49,1413.09,1416.12,1406.78,"-"
"918",2012-08-23,1402.08,1413.49,1413.49,1400.5,"-"
"919",2012-08-24,1411.13,1401.99,1413.46,1398.04,"-"
"920",2012-08-27,1410.44,1411.13,1416.17,1409.11,"-"
"921",2012-08-28,1409.3,1410.44,1413.63,1405.59,"-"
"922",2012-08-29,1410.49,1409.32,1413.95,1406.57,"-"
"923",2012-08-30,1399.48,1410.08,1410.08,1397.01,"-"
"924",2012-08-31,1406.58,1400.07,1413.09,1398.96,"-"
"925",2012-09-04,1404.94,1406.54,1409.31,1396.56,"-"
"926",2012-09-05,1403.44,1404.94,1408.81,1401.25,"-"
"927",2012-09-06,1432.12,1403.44,1432.12,1403.44,"-"
"928",2012-09-07,1437.92,1432.12,1437.92,1431.45,"-"
"929",2012-09-10,1429.08,1437.92,1438.74,1428.98,"-"
"930",2012-09-11,1433.56,1429.13,1437.76,1429.13,"-"
"931",2012-09-12,1436.56,1433.56,1439.15,1432.99,"-"
"932",2012-09-13,1459.99,1436.56,1463.76,1435.34,"-"
"933",2012-09-14,1465.77,1460.07,1474.51,1460.07,"-"
"934",2012-09-17,1461.19,1465.42,1465.63,1457.55,"-"
"935",2012-09-18,1459.32,1461.19,1461.47,1456.13,"-"
"936",2012-09-19,1461.05,1459.5,1465.15,1457.88,"-"
"937",2012-09-20,1460.26,1461.05,1461.23,1449.98,"-"
"938",2012-09-21,1460.15,1460.34,1467.07,1459.51,"-"
"939",2012-09-24,1456.89,1459.76,1460.72,1452.06,"-"
"940",2012-09-25,1441.59,1456.94,1463.24,1441.59,"-"
"941",2012-09-26,1433.32,1441.6,1441.6,1430.53,"-"
"942",2012-09-27,1447.15,1433.36,1450.2,1433.36,"-"
"943",2012-09-28,1440.67,1447.13,1447.13,1435.6,"-"
"944",2012-10-01,1444.49,1440.9,1457.14,1440.9,"-"
"945",2012-10-02,1445.75,1444.99,1451.52,1439.01,"-"
"946",2012-10-03,1450.99,1446.05,1454.3,1441.99,"-"
"947",2012-10-04,1461.4,1451.08,1463.14,1451.08,"-"
"948",2012-10-05,1460.93,1461.4,1470.96,1456.89,"-"
"949",2012-10-08,1455.88,1460.93,1460.93,1453.1,"-"
"950",2012-10-09,1441.48,1455.9,1455.9,1441.18,"-"
"951",2012-10-10,1432.56,1441.48,1442.52,1430.64,"-"
"952",2012-10-11,1432.84,1432.82,1443.9,1432.82,"-"
"953",2012-10-12,1428.59,1432.84,1438.43,1425.53,"-"
"954",2012-10-15,1440.13,1428.75,1441.31,1427.24,"-"
"955",2012-10-16,1454.92,1440.31,1455.51,1440.31,"-"
"956",2012-10-17,1460.91,1454.22,1462.2,1453.35,"-"
"957",2012-10-18,1457.34,1460.94,1464.02,1452.63,"-"
"958",2012-10-19,1433.19,1457.34,1457.34,1429.85,"-"
"959",2012-10-22,1433.82,1433.21,1435.46,1422.06,"-"
"960",2012-10-23,1413.11,1433.74,1433.74,1407.56,"-"
"961",2012-10-24,1408.75,1413.2,1420.04,1407.1,"-"
"962",2012-10-25,1412.97,1409.74,1421.12,1405.14,"-"
"963",2012-10-26,1411.94,1412.97,1417.09,1403.28,"-"
"964",2012-10-31,1412.16,1410.99,1418.76,1405.95,"-"
"965",2012-11-01,1427.59,1412.2,1428.35,1412.2,"-"
"966",2012-11-02,1414.2,1427.59,1434.27,1412.91,"-"
"967",2012-11-05,1417.26,1414.02,1419.9,1408.13,"-"
"968",2012-11-06,1428.39,1417.26,1433.38,1417.26,"-"
"969",2012-11-07,1394.53,1428.27,1428.27,1388.14,"-"
"970",2012-11-08,1377.51,1394.53,1401.23,1377.51,"-"
"971",2012-11-09,1379.85,1377.55,1391.39,1373.03,"-"
"972",2012-11-12,1380.03,1379.86,1384.87,1377.19,"-"
"973",2012-11-13,1374.53,1380.03,1388.81,1371.39,"-"
"974",2012-11-14,1355.49,1374.64,1380.13,1352.5,"-"
"975",2012-11-15,1353.33,1355.41,1360.62,1348.05,"-"
"976",2012-11-16,1359.88,1353.36,1362.03,1343.35,"-"
"977",2012-11-19,1386.89,1359.88,1386.89,1359.88,"-"
"978",2012-11-20,1387.81,1386.82,1389.77,1377.04,"-"
"979",2012-11-21,1391.03,1387.79,1391.25,1386.39,"-"
"980",2012-11-23,1409.15,1391.03,1409.16,1391.03,"-"
"981",2012-11-26,1406.29,1409.15,1409.15,1397.68,"-"
"982",2012-11-27,1398.94,1406.29,1409.01,1398.03,"-"
"983",2012-11-28,1409.93,1398.77,1410.31,1385.43,"-"
"984",2012-11-29,1415.95,1409.96,1419.7,1409.04,"-"
"985",2012-11-30,1416.18,1415.95,1418.86,1411.63,"-"
"986",2012-12-03,1409.46,1416.34,1423.73,1408.46,"-"
"987",2012-12-04,1407.05,1409.46,1413.14,1403.65,"-"
"988",2012-12-05,1409.28,1407.05,1415.56,1398.23,"-"
"989",2012-12-06,1413.94,1409.43,1413.95,1405.93,"-"
"990",2012-12-07,1418.07,1413.95,1420.34,1410.9,"-"
"991",2012-12-10,1418.55,1418.07,1421.64,1415.64,"-"
"992",2012-12-11,1427.84,1418.55,1434.27,1418.55,"-"
"993",2012-12-12,1428.48,1427.84,1438.59,1426.76,"-"
"994",2012-12-13,1419.45,1428.48,1431.36,1416,"-"
"995",2012-12-14,1413.58,1419.45,1419.45,1411.88,"-"
"996",2012-12-17,1430.36,1413.54,1430.67,1413.54,"-"
"997",2012-12-18,1446.79,1430.47,1448,1430.47,"-"
"998",2012-12-19,1435.81,1446.79,1447.75,1435.8,"-"
"999",2012-12-20,1443.69,1435.81,1443.7,1432.82,"-"
"1000",2012-12-21,1430.15,1443.67,1443.67,1422.58,"-"
"1001",2012-12-24,1426.66,1430.15,1430.15,1424.66,"-"
"1002",2012-12-26,1419.83,1426.66,1429.42,1416.43,"-"
"1003",2012-12-27,1418.1,1419.83,1422.8,1401.8,"-"
"1004",2012-12-28,1402.43,1418.1,1418.1,1401.58,"-"
"1005",2012-12-31,1426.19,1402.43,1426.74,1398.11,"-"
"1006",2013-01-02,1462.42,1426.19,1462.43,1426.19,"-"
"1007",2013-01-03,1459.37,1462.42,1465.47,1455.53,"-"
"1008",2013-01-04,1466.47,1459.37,1467.94,1458.99,"-"
"1009",2013-01-07,1461.89,1466.47,1466.47,1456.62,"-"
"1010",2013-01-08,1457.15,1461.89,1461.89,1451.64,"-"
"1011",2013-01-09,1461.02,1457.15,1464.73,1457.15,"-"
"1012",2013-01-10,1472.12,1464.64,1472.3,1461.02,"-"
"1013",2013-01-11,1472.05,1472.12,1472.75,1467.58,"-"
"1014",2013-01-14,1470.68,1472.05,1472.05,1465.69,"-"
"1015",2013-01-15,1472.34,1470.67,1473.31,1463.76,"-"
"1016",2013-01-16,1472.63,1472.33,1473.96,1467.6,"-"
"1017",2013-01-17,1480.94,1472.63,1485.16,1472.63,"-"
"1018",2013-01-18,1485.98,1480.95,1485.98,1475.81,"-"
"1019",2013-01-22,1492.56,1485.98,1492.56,1481.16,"-"
"1020",2013-01-23,1494.81,1492.56,1496.13,1489.9,"-"
"1021",2013-01-24,1494.82,1494.81,1502.27,1489.46,"-"
"1022",2013-01-25,1502.96,1494.82,1503.26,1494.82,"-"
"1023",2013-01-28,1500.18,1502.96,1503.23,1496.33,"-"
"1024",2013-01-29,1507.84,1500.18,1509.35,1498.09,"-"
"1025",2013-01-30,1501.96,1507.84,1509.94,1500.11,"-"
"1026",2013-01-31,1498.11,1501.96,1504.19,1496.76,"-"
"1027",2013-02-01,1513.17,1498.11,1514.41,1498.11,"-"
"1028",2013-02-04,1495.71,1513.17,1513.17,1495.02,"-"
"1029",2013-02-05,1511.29,1495.71,1514.96,1495.71,"-"
"1030",2013-02-06,1512.12,1511.29,1512.53,1504.71,"-"
"1031",2013-02-07,1509.39,1512.12,1512.9,1498.49,"-"
"1032",2013-02-08,1517.93,1509.39,1518.31,1509.39,"-"
"1033",2013-02-11,1517.01,1517.93,1518.31,1513.61,"-"
"1034",2013-02-12,1519.43,1517.01,1522.29,1515.61,"-"
"1035",2013-02-13,1520.33,1519.43,1524.69,1515.93,"-"
"1036",2013-02-14,1521.38,1520.33,1523.14,1514.02,"-"
"1037",2013-02-15,1519.79,1521.38,1524.24,1514.14,"-"
"1038",2013-02-19,1530.94,1519.79,1530.94,1519.79,"-"
"1039",2013-02-20,1511.95,1530.94,1530.94,1511.41,"-"
"1040",2013-02-21,1502.42,1511.95,1511.95,1497.29,"-"
"1041",2013-02-22,1515.6,1502.42,1515.64,1502.42,"-"
