"","S&P 500 (SPX)_history.csv Date","S&P 500 (SPX)_history.csv Price","S&P 500 (SPX)_history.csv Open","S&P 500 (SPX)_history.csv High","S&P 500 (SPX)_history.csv Low","S&P 500 (SPX)_history.csv Volume"
"1493",2014-12-08,2060.31,2074.84,2075.78,2054.27,"-"
"1494",2014-12-09,2059.82,2056.55,2060.6,2034.17,"-"
"1495",2014-12-10,2026.14,2058.86,2058.86,2024.26,"-"
"1496",2014-12-11,2035.33,2027.92,2055.53,2027.92,"-"
"1497",2014-12-12,2002.33,2030.36,2032.25,2002.33,"-"
"1498",2014-12-15,1989.63,2005.03,2018.69,1982.26,"-"
"1499",2014-12-16,1972.74,1986.71,2016.89,1972.56,"-"
"1500",2014-12-17,2012.89,1973.77,2016.75,1973.77,"-"
"1501",2014-12-18,2061.23,2018.98,2061.23,2018.98,"-"
"1502",2014-12-19,2070.65,2061.04,2077.85,2061.03,"-"
"1503",2014-12-22,2078.54,2069.28,2078.76,2069.28,"-"
"1504",2014-12-23,2082.17,2081.48,2086.73,2079.77,"-"
"1505",2014-12-24,2081.88,2083.25,2087.56,2081.86,"-"
"1506",2014-12-26,2088.77,2084.3,2092.7,2084.3,"-"
"1507",2014-12-29,2090.57,2087.63,2093.55,2085.75,"-"
"1508",2014-12-30,2080.35,2088.49,2088.49,2079.53,"-"
"1509",2014-12-31,2058.9,2082.11,2085.58,2057.94,"-"
"1510",2015-01-02,2058.2,2058.9,2072.36,2046.04,"-"
"1511",2015-01-05,2020.58,2054.44,2054.44,2017.34,"-"
"1512",2015-01-06,2002.61,2022.15,2030.25,1992.44,"-"
"1513",2015-01-07,2025.9,2005.55,2029.61,2005.55,"-"
"1514",2015-01-08,2062.14,2030.61,2064.08,2030.61,"-"
"1515",2015-01-09,2044.81,2063.45,2064.43,2038.33,"-"
"1516",2015-01-12,2028.26,2046.13,2049.3,2022.58,"-"
"1517",2015-01-13,2023.03,2031.58,2056.93,2008.25,"-"
"1518",2015-01-14,2011.27,2018.4,2018.4,1988.44,"-"
"1519",2015-01-15,1992.67,2013.75,2021.35,1991.47,"-"
"1520",2015-01-16,2019.42,1992.25,2020.46,1988.12,"-"
"1521",2015-01-20,2022.55,2020.76,2028.94,2004.49,"-"
"1522",2015-01-21,2032.12,2020.19,2038.29,2012.04,"-"
"1523",2015-01-22,2063.15,2034.3,2064.62,2026.38,"-"
"1524",2015-01-23,2051.82,2062.98,2062.98,2050.54,"-"
"1525",2015-01-26,2057.09,2050.42,2057.62,2040.97,"-"
"1526",2015-01-27,2029.55,2047.86,2047.86,2019.91,"-"
"1527",2015-01-28,2002.16,2032.34,2042.49,2001.49,"-"
"1528",2015-01-29,2021.25,2002.45,2024.64,1989.18,"-"
"1529",2015-01-30,1994.99,2019.35,2023.32,1993.38,"-"
"1530",2015-02-02,2020.85,1996.67,2021.66,1980.9,"-"
"1531",2015-02-03,2050.03,2022.71,2050.3,2022.71,"-"
"1532",2015-02-04,2041.51,2048.86,2054.74,2036.72,"-"
"1533",2015-02-05,2062.52,2043.45,2063.55,2043.45,"-"
"1534",2015-02-06,2055.47,2062.28,2072.4,2049.97,"-"
"1535",2015-02-09,2046.74,2053.47,2056.16,2041.88,"-"
"1536",2015-02-10,2068.59,2049.38,2070.86,2048.62,"-"
"1537",2015-02-11,2068.53,2068.55,2073.48,2057.99,"-"
"1538",2015-02-12,2088.48,2069.98,2088.53,2069.98,"-"
"1539",2015-02-13,2096.99,2088.78,2097.03,2086.7,"-"
"1540",2015-02-17,2100.34,2096.47,2101.3,2089.8,"-"
"1541",2015-02-18,2099.68,2099.16,2100.23,2092.15,"-"
"1542",2015-02-19,2097.45,2099.25,2102.13,2090.79,"-"
"1543",2015-02-20,2110.3,2097.65,2110.61,2085.44,"-"
"1544",2015-02-23,2109.66,2109.83,2110.05,2103,"-"
"1545",2015-02-24,2115.48,2109.1,2117.94,2105.87,"-"
"1546",2015-02-25,2113.86,2115.3,2119.59,2109.89,"-"
"1547",2015-02-26,2110.74,2113.91,2113.91,2103.76,"-"
"1548",2015-02-27,2104.5,2110.88,2112.74,2103.75,"-"
"1549",2015-03-02,2117.39,2105.23,2117.52,2104.5,"-"
"1550",2015-03-03,2107.78,2115.76,2115.76,2098.26,"-"
"1551",2015-03-04,2098.53,2107.72,2107.72,2087.62,"-"
"1552",2015-03-05,2101.04,2098.54,2104.25,2095.22,"-"
"1553",2015-03-06,2071.26,2100.91,2100.91,2067.27,"-"
"1554",2015-03-09,2079.43,2072.25,2083.49,2072.21,"-"
"1555",2015-03-10,2044.16,2076.14,2076.14,2044.16,"-"
"1556",2015-03-11,2040.24,2044.69,2050.08,2039.69,"-"
"1557",2015-03-12,2065.95,2041.1,2066.41,2041.1,"-"
"1558",2015-03-13,2053.4,2064.56,2064.56,2041.17,"-"
"1559",2015-03-16,2081.19,2055.35,2081.41,2055.35,"-"
"1560",2015-03-17,2074.28,2080.59,2080.59,2065.08,"-"
"1561",2015-03-18,2099.5,2072.84,2106.85,2061.23,"-"
"1562",2015-03-19,2089.27,2098.69,2098.69,2085.56,"-"
"1563",2015-03-20,2108.1,2090.32,2113.92,2090.32,"-"
"1564",2015-03-23,2104.42,2107.99,2114.86,2104.42,"-"
"1565",2015-03-24,2091.5,2103.94,2107.63,2091.5,"-"
"1566",2015-03-25,2061.05,2093.1,2097.43,2061.05,"-"
"1567",2015-03-26,2056.15,2059.94,2067.15,2045.5,"-"
"1568",2015-03-27,2061.02,2055.78,2062.83,2052.96,"-"
"1569",2015-03-30,2086.24,2064.11,2088.97,2064.11,"-"
"1570",2015-03-31,2067.89,2084.05,2084.05,2067.04,"-"
"1571",2015-04-01,2059.69,2067.63,2067.63,2048.38,"-"
"1572",2015-04-02,2066.96,2060.03,2072.17,2057.32,"-"
"1573",2015-04-06,2080.62,2064.87,2086.99,2056.52,"-"
"1574",2015-04-07,2076.33,2080.79,2089.81,2076.1,"-"
"1575",2015-04-08,2081.9,2076.94,2086.69,2073.3,"-"
"1576",2015-04-09,2091.18,2081.29,2093.31,2074.29,"-"
"1577",2015-04-10,2102.06,2091.51,2102.61,2091.51,"-"
"1578",2015-04-13,2092.43,2102.03,2107.65,2092.33,"-"
"1579",2015-04-14,2095.84,2092.28,2098.62,2083.24,"-"
"1580",2015-04-15,2106.63,2097.82,2111.91,2097.82,"-"
"1581",2015-04-16,2104.99,2105.96,2111.3,2100.02,"-"
"1582",2015-04-17,2081.18,2102.58,2102.58,2072.37,"-"
"1583",2015-04-20,2100.4,2084.11,2103.94,2084.11,"-"
"1584",2015-04-21,2097.29,2102.82,2109.64,2094.38,"-"
"1585",2015-04-22,2107.96,2098.27,2109.98,2091.05,"-"
"1586",2015-04-23,2112.93,2107.21,2120.49,2103.19,"-"
"1587",2015-04-24,2117.69,2112.8,2120.92,2112.8,"-"
"1588",2015-04-27,2108.92,2119.29,2125.92,2107.04,"-"
"1589",2015-04-28,2114.76,2108.35,2116.09,2094.89,"-"
"1590",2015-04-29,2106.85,2112.49,2113.65,2097.41,"-"
"1591",2015-04-30,2085.51,2105.52,2105.52,2077.59,"-"
"1592",2015-05-01,2108.29,2087.38,2108.41,2087.38,"-"
"1593",2015-05-04,2114.49,2110.23,2120.95,2110.23,"-"
"1594",2015-05-05,2089.46,2112.63,2115.24,2088.46,"-"
"1595",2015-05-06,2080.15,2091.26,2098.42,2067.93,"-"
"1596",2015-05-07,2088,2079.96,2092.9,2074.99,"-"
"1597",2015-05-08,2116.1,2092.13,2117.66,2092.13,"-"
"1598",2015-05-11,2105.33,2115.56,2117.69,2104.58,"-"
"1599",2015-05-12,2099.12,2102.87,2105.06,2085.57,"-"
"1600",2015-05-13,2098.48,2099.62,2110.19,2096.04,"-"
"1601",2015-05-14,2121.1,2100.43,2121.45,2100.43,"-"
"1602",2015-05-15,2122.73,2122.07,2123.89,2116.79,"-"
"1603",2015-05-18,2129.2,2121.3,2131.78,2120.01,"-"
"1604",2015-05-19,2127.83,2129.45,2133.02,2124.5,"-"
"1605",2015-05-20,2125.85,2127.79,2134.72,2122.59,"-"
"1606",2015-05-21,2130.82,2125.55,2134.28,2122.95,"-"
"1607",2015-05-22,2126.06,2130.36,2132.15,2126.06,"-"
"1608",2015-05-26,2104.2,2125.34,2125.34,2099.18,"-"
"1609",2015-05-27,2123.48,2105.13,2126.22,2105.13,"-"
"1610",2015-05-28,2120.79,2122.27,2122.27,2112.86,"-"
"1611",2015-05-29,2107.39,2120.66,2120.66,2104.89,"-"
"1612",2015-06-01,2111.73,2108.64,2119.15,2102.54,"-"
"1613",2015-06-02,2109.6,2110.41,2117.59,2099.14,"-"
"1614",2015-06-03,2114.07,2110.64,2121.92,2109.61,"-"
"1615",2015-06-04,2095.84,2112.35,2112.89,2093.23,"-"
"1616",2015-06-05,2092.83,2095.09,2100.99,2085.67,"-"
"1617",2015-06-08,2079.28,2092.34,2093.01,2079.11,"-"
"1618",2015-06-09,2080.15,2079.07,2085.62,2072.14,"-"
"1619",2015-06-10,2105.2,2081.12,2108.5,2081.12,"-"
"1620",2015-06-11,2108.86,2106.24,2115.02,2106.24,"-"
"1621",2015-06-12,2094.11,2107.43,2107.43,2091.33,"-"
"1622",2015-06-15,2084.43,2091.34,2091.34,2072.49,"-"
"1623",2015-06-16,2096.29,2084.26,2097.4,2082.1,"-"
"1624",2015-06-17,2100.44,2097.4,2106.79,2088.86,"-"
"1625",2015-06-18,2121.24,2101.58,2126.65,2101.58,"-"
"1626",2015-06-19,2109.99,2121.06,2121.64,2109.45,"-"
"1627",2015-06-22,2122.85,2112.5,2129.87,2112.5,"-"
"1628",2015-06-23,2124.2,2123.16,2128.03,2119.89,"-"
"1629",2015-06-24,2108.58,2123.65,2125.1,2108.58,"-"
"1630",2015-06-25,2102.31,2109.96,2116.04,2101.78,"-"
"1631",2015-06-26,2101.49,2102.62,2108.92,2095.38,"-"
"1632",2015-06-29,2057.64,2098.63,2098.63,2056.64,"-"
"1633",2015-06-30,2063.11,2061.19,2074.28,2056.32,"-"
"1634",2015-07-01,2077.42,2067,2082.78,2067,"-"
"1635",2015-07-02,2076.78,2078.03,2085.06,2071.02,"-"
"1636",2015-07-06,2068.76,2073.95,2078.61,2058.4,"-"
"1637",2015-07-07,2081.34,2069.52,2083.74,2044.02,"-"
"1638",2015-07-08,2046.68,2077.66,2077.66,2044.66,"-"
"1639",2015-07-09,2051.31,2049.73,2074.28,2049.73,"-"
"1640",2015-07-10,2076.62,2052.74,2081.31,2052.74,"-"
"1641",2015-07-13,2099.6,2080.03,2100.67,2080.03,"-"
"1642",2015-07-14,2108.95,2099.72,2111.98,2098.18,"-"
"1643",2015-07-15,2107.4,2109.01,2114.14,2102.49,"-"
"1644",2015-07-16,2124.29,2110.55,2124.42,2110.55,"-"
"1645",2015-07-17,2126.64,2126.8,2128.91,2119.88,"-"
"1646",2015-07-20,2128.28,2126.85,2132.82,2123.65,"-"
"1647",2015-07-21,2119.21,2127.55,2128.49,2115.4,"-"
"1648",2015-07-22,2114.15,2118.21,2118.51,2110,"-"
"1649",2015-07-23,2102.15,2114.16,2116.87,2098.63,"-"
"1650",2015-07-24,2079.65,2102.24,2106.01,2077.09,"-"
"1651",2015-07-27,2067.64,2078.19,2078.19,2063.52,"-"
"1652",2015-07-28,2093.25,2070.75,2095.6,2069.09,"-"
"1653",2015-07-29,2108.57,2094.7,2110.6,2094.08,"-"
"1654",2015-07-30,2108.63,2106.78,2110.48,2094.97,"-"
"1655",2015-07-31,2103.84,2111.6,2114.24,2102.07,"-"
"1656",2015-08-03,2098.04,2104.49,2105.7,2087.31,"-"
"1657",2015-08-04,2093.32,2097.68,2102.51,2088.6,"-"
"1658",2015-08-05,2099.84,2095.27,2112.66,2095.27,"-"
"1659",2015-08-06,2083.56,2100.75,2103.32,2075.53,"-"
"1660",2015-08-07,2077.57,2082.61,2082.61,2067.91,"-"
"1661",2015-08-10,2104.18,2080.98,2105.35,2080.98,"-"
"1662",2015-08-11,2084.07,2102.66,2102.66,2076.49,"-"
"1663",2015-08-12,2086.05,2081.1,2089.06,2052.09,"-"
"1664",2015-08-13,2083.39,2086.19,2092.93,2078.26,"-"
"1665",2015-08-14,2091.54,2083.15,2092.45,2080.61,"-"
"1666",2015-08-17,2102.44,2089.7,2102.87,2079.3,"-"
"1667",2015-08-18,2096.92,2101.99,2103.47,2094.14,"-"
"1668",2015-08-19,2079.61,2095.69,2096.17,2070.53,"-"
"1669",2015-08-20,2035.73,2076.61,2076.61,2035.73,"-"
"1670",2015-08-21,1970.89,2034.08,2034.08,1970.89,"-"
"1671",2015-08-24,1893.21,1965.15,1965.15,1867.01,"-"
"1672",2015-08-25,1867.61,1898.08,1948.04,1867.08,"-"
"1673",2015-08-26,1940.51,1872.75,1943.09,1872.75,"-"
"1674",2015-08-27,1987.66,1942.77,1989.6,1942.77,"-"
"1675",2015-08-28,1988.87,1986.06,1993.48,1975.19,"-"
"1676",2015-08-31,1972.18,1986.73,1986.73,1965.98,"-"
"1677",2015-09-01,1913.85,1970.09,1970.09,1903.07,"-"
"1678",2015-09-02,1948.86,1916.52,1948.91,1916.52,"-"
"1679",2015-09-03,1951.13,1950.79,1975.01,1944.72,"-"
"1680",2015-09-04,1921.22,1947.76,1947.76,1911.21,"-"
"1681",2015-09-08,1969.41,1927.3,1970.42,1927.3,"-"
"1682",2015-09-09,1942.04,1971.45,1988.63,1937.88,"-"
"1683",2015-09-10,1952.29,1941.59,1965.29,1937.19,"-"
"1684",2015-09-11,1961.05,1951.45,1961.05,1939.19,"-"
"1685",2015-09-14,1953.03,1963.06,1963.06,1948.27,"-"
"1686",2015-09-15,1978.09,1955.1,1983.19,1954.3,"-"
"1687",2015-09-16,1995.31,1978.02,1997.26,1977.93,"-"
"1688",2015-09-17,1990.2,1995.33,2020.86,1986.73,"-"
"1689",2015-09-18,1958.03,1989.66,1989.66,1953.45,"-"
"1690",2015-09-21,1966.97,1960.84,1979.64,1955.8,"-"
"1691",2015-09-22,1942.74,1961.39,1961.39,1929.22,"-"
"1692",2015-09-23,1938.76,1943.24,1949.52,1932.57,"-"
"1693",2015-09-24,1932.24,1934.81,1937.17,1908.92,"-"
"1694",2015-09-25,1931.34,1935.93,1952.89,1921.5,"-"
"1695",2015-09-28,1881.77,1929.18,1929.18,1879.21,"-"
"1696",2015-09-29,1884.09,1881.9,1899.48,1871.91,"-"
"1697",2015-09-30,1920.03,1887.14,1920.53,1887.14,"-"
"1698",2015-10-01,1923.82,1919.65,1927.21,1900.7,"-"
"1699",2015-10-02,1951.36,1921.77,1951.36,1893.7,"-"
"1700",2015-10-05,1987.05,1954.33,1989.17,1954.33,"-"
"1701",2015-10-06,1979.92,1986.63,1991.62,1971.99,"-"
"1702",2015-10-07,1995.83,1982.34,1999.31,1976.44,"-"
"1703",2015-10-08,2013.43,1994.01,2016.5,1987.53,"-"
"1704",2015-10-09,2014.89,2013.73,2020.13,2007.61,"-"
"1705",2015-10-12,2017.46,2015.65,2018.66,2010.55,"-"
"1706",2015-10-13,2003.69,2015,2022.34,2001.78,"-"
"1707",2015-10-14,1994.24,2003.66,2009.56,1990.73,"-"
"1708",2015-10-15,2023.86,1996.47,2024.15,1996.47,"-"
"1709",2015-10-16,2033.11,2024.37,2033.54,2020.46,"-"
"1710",2015-10-19,2033.66,2031.73,2034.45,2022.31,"-"
"1711",2015-10-20,2030.77,2033.13,2039.12,2026.61,"-"
"1712",2015-10-21,2018.94,2033.47,2037.97,2017.22,"-"
"1713",2015-10-22,2052.51,2021.88,2055.2,2021.88,"-"
"1714",2015-10-23,2075.15,2058.19,2079.74,2058.19,"-"
"1715",2015-10-26,2071.18,2075.08,2075.14,2066.53,"-"
"1716",2015-10-27,2065.89,2068.75,2070.37,2058.84,"-"
"1717",2015-10-28,2090.35,2066.48,2090.35,2063.11,"-"
"1718",2015-10-29,2089.41,2088.35,2092.52,2082.63,"-"
"1719",2015-10-30,2079.36,2090,2094.32,2079.34,"-"
"1720",2015-11-02,2104.05,2080.76,2106.2,2080.76,"-"
"1721",2015-11-03,2109.79,2102.63,2116.48,2097.51,"-"
"1722",2015-11-04,2102.31,2110.6,2114.59,2096.98,"-"
"1723",2015-11-05,2099.93,2101.68,2108.78,2090.41,"-"
"1724",2015-11-06,2099.2,2098.6,2101.91,2083.74,"-"
"1725",2015-11-09,2078.58,2096.56,2096.56,2068.24,"-"
"1726",2015-11-10,2081.72,2077.19,2083.67,2069.91,"-"
"1727",2015-11-11,2075,2083.41,2086.94,2074.85,"-"
"1728",2015-11-12,2045.97,2072.29,2072.29,2045.66,"-"
"1729",2015-11-13,2023.04,2044.64,2044.64,2022.02,"-"
"1730",2015-11-16,2053.19,2022.08,2053.22,2019.39,"-"
"1731",2015-11-17,2050.44,2053.67,2066.69,2045.9,"-"
"1732",2015-11-18,2083.58,2051.99,2085.31,2051.99,"-"
"1733",2015-11-19,2081.24,2083.7,2086.74,2078.76,"-"
"1734",2015-11-20,2089.17,2082.82,2097.06,2082.82,"-"
"1735",2015-11-23,2086.59,2089.41,2095.61,2081.39,"-"
"1736",2015-11-24,2089.14,2084.42,2094.12,2070.29,"-"
"1737",2015-11-25,2088.87,2089.3,2093,2086.3,"-"
"1738",2015-11-27,2090.11,2088.82,2093.29,2084.13,"-"
"1739",2015-11-30,2080.41,2090.95,2093.81,2080.41,"-"
"1740",2015-12-01,2102.63,2082.93,2103.37,2082.93,"-"
"1741",2015-12-02,2079.51,2101.71,2104.27,2077.11,"-"
"1742",2015-12-03,2049.62,2080.71,2085,2042.35,"-"
"1743",2015-12-04,2091.69,2051.24,2093.84,2051.24,"-"
"1744",2015-12-07,2077.07,2090.42,2090.42,2066.78,"-"
"1745",2015-12-08,2063.59,2073.39,2073.85,2052.32,"-"
"1746",2015-12-09,2047.62,2061.17,2080.33,2036.53,"-"
"1747",2015-12-10,2052.23,2047.93,2067.65,2045.67,"-"
"1748",2015-12-11,2012.37,2047.27,2047.27,2008.8,"-"
"1749",2015-12-14,2021.94,2013.37,2022.92,1993.26,"-"
"1750",2015-12-15,2043.41,2025.55,2053.87,2025.55,"-"
"1751",2015-12-16,2073.07,2046.5,2076.72,2042.43,"-"
"1752",2015-12-17,2041.89,2073.76,2076.37,2041.66,"-"
"1753",2015-12-18,2005.55,2040.81,2040.81,2005.33,"-"
"1754",2015-12-21,2021.15,2010.27,2022.9,2005.93,"-"
"1755",2015-12-22,2038.97,2023.15,2042.74,2020.49,"-"
"1756",2015-12-23,2064.29,2042.2,2064.73,2042.2,"-"
"1757",2015-12-24,2060.99,2063.52,2067.36,2058.73,"-"
"1758",2015-12-28,2056.5,2057.77,2057.77,2044.2,"-"
"1759",2015-12-29,2078.36,2060.54,2081.56,2060.54,"-"
"1760",2015-12-30,2063.36,2077.34,2077.34,2061.97,"-"
"1761",2015-12-31,2043.94,2060.59,2062.54,2043.62,"-"
"1762",2016-01-04,2012.66,2038.2,2038.2,1989.68,"-"
"1763",2016-01-05,2016.71,2013.78,2021.94,2004.17,"-"
"1764",2016-01-06,1990.26,2011.71,2011.71,1979.05,"-"
"1765",2016-01-07,1943.09,1985.32,1985.32,1938.83,"-"
"1766",2016-01-08,1922.03,1945.97,1960.4,1918.46,"-"
"1767",2016-01-11,1923.67,1926.12,1935.65,1901.1,"-"
"1768",2016-01-12,1938.68,1927.83,1947.38,1914.35,"-"
"1769",2016-01-13,1890.28,1940.34,1950.33,1886.41,"-"
"1770",2016-01-14,1921.84,1891.68,1934.47,1878.93,"-"
"1771",2016-01-15,1880.33,1916.68,1916.68,1857.83,"-"
"1772",2016-01-19,1881.33,1888.66,1901.44,1864.6,"-"
"1773",2016-01-20,1859.33,1876.18,1876.18,1812.29,"-"
"1774",2016-01-21,1868.99,1861.46,1889.85,1848.98,"-"
"1775",2016-01-22,1906.9,1877.4,1908.85,1877.4,"-"
"1776",2016-01-25,1877.08,1906.28,1906.28,1875.97,"-"
"1777",2016-01-26,1903.63,1878.79,1906.73,1878.79,"-"
"1778",2016-01-27,1882.95,1902.52,1916.99,1872.7,"-"
"1779",2016-01-28,1893.36,1885.22,1902.96,1873.65,"-"
"1780",2016-01-29,1940.24,1894,1940.24,1894,"-"
"1781",2016-02-01,1939.38,1936.94,1947.2,1920.3,"-"
"1782",2016-02-02,1903.03,1935.26,1935.26,1897.29,"-"
"1783",2016-02-03,1912.53,1907.07,1918.01,1872.23,"-"
"1784",2016-02-04,1915.45,1911.67,1927.35,1900.52,"-"
"1785",2016-02-05,1880.05,1913.07,1913.07,1872.65,"-"
"1786",2016-02-08,1853.44,1873.25,1873.25,1828.46,"-"
"1787",2016-02-09,1852.21,1848.46,1868.25,1834.94,"-"
"1788",2016-02-10,1851.86,1857.1,1881.6,1850.32,"-"
"1789",2016-02-11,1829.08,1847,1847,1810.1,"-"
"1790",2016-02-12,1864.78,1833.4,1864.78,1833.4,"-"
"1791",2016-02-16,1895.58,1871.44,1895.77,1871.44,"-"
"1792",2016-02-17,1926.82,1898.8,1930.68,1898.8,"-"
"1793",2016-02-18,1917.83,1927.57,1930,1915.09,"-"
"1794",2016-02-19,1917.78,1916.74,1918.78,1902.17,"-"
"1795",2016-02-22,1945.5,1924.44,1946.7,1924.44,"-"
"1796",2016-02-23,1921.27,1942.38,1942.38,1919.44,"-"
"1797",2016-02-24,1929.8,1917.56,1932.08,1891,"-"
"1798",2016-02-25,1951.7,1931.87,1951.83,1925.41,"-"
"1799",2016-02-26,1948.05,1954.95,1962.96,1945.78,"-"
"1800",2016-02-29,1932.23,1947.13,1958.27,1931.81,"-"
"1801",2016-03-01,1978.35,1937.09,1978.35,1937.09,"-"
"1802",2016-03-02,1986.45,1976.6,1986.51,1968.8,"-"
"1803",2016-03-03,1993.4,1985.6,1993.69,1977.37,"-"
"1804",2016-03-04,1999.99,1994.01,2009.13,1986.77,"-"
"1805",2016-03-07,2001.76,1996.11,2006.12,1989.38,"-"
"1806",2016-03-08,1979.26,1996.88,1996.88,1977.43,"-"
"1807",2016-03-09,1989.26,1981.44,1992.69,1979.84,"-"
"1808",2016-03-10,1989.57,1990.97,2005.08,1969.25,"-"
"1809",2016-03-11,2022.19,1994.71,2022.37,1994.71,"-"
"1810",2016-03-14,2019.64,2019.27,2024.57,2012.05,"-"
"1811",2016-03-15,2015.93,2015.27,2015.94,2005.23,"-"
"1812",2016-03-16,2027.22,2014.24,2032.02,2010.04,"-"
"1813",2016-03-17,2040.59,2026.9,2046.24,2022.16,"-"
"1814",2016-03-18,2049.58,2041.16,2052.36,2041.16,"-"
"1815",2016-03-21,2051.6,2047.88,2053.91,2043.14,"-"
"1816",2016-03-22,2049.8,2048.64,2056.6,2040.57,"-"
"1817",2016-03-23,2036.71,2048.55,2048.55,2034.86,"-"
"1818",2016-03-24,2035.94,2032.48,2036.04,2022.49,"-"
"1819",2016-03-28,2037.05,2037.89,2042.67,2031.96,"-"
"1820",2016-03-29,2055.01,2035.75,2055.91,2028.31,"-"
"1821",2016-03-30,2063.95,2058.27,2072.21,2058.27,"-"
"1822",2016-03-31,2059.74,2063.77,2067.92,2057.46,"-"
"1823",2016-04-01,2072.78,2056.62,2075.07,2043.98,"-"
"1824",2016-04-04,2066.13,2073.19,2074.02,2062.57,"-"
"1825",2016-04-05,2045.17,2062.5,2062.5,2042.56,"-"
"1826",2016-04-06,2066.66,2045.56,2067.33,2043.09,"-"
"1827",2016-04-07,2041.91,2063.01,2063.01,2033.8,"-"
"1828",2016-04-08,2047.6,2045.54,2060.63,2041.69,"-"
"1829",2016-04-11,2041.99,2050.23,2062.93,2041.88,"-"
"1830",2016-04-12,2061.72,2043.72,2065.05,2039.74,"-"
"1831",2016-04-13,2082.42,2065.92,2083.18,2065.92,"-"
"1832",2016-04-14,2082.78,2082.89,2087.84,2078.13,"-"
"1833",2016-04-15,2080.73,2083.1,2083.22,2076.31,"-"
"1834",2016-04-18,2094.34,2078.83,2094.66,2073.65,"-"
"1835",2016-04-19,2100.8,2096.05,2104.05,2091.68,"-"
"1836",2016-04-20,2102.4,2101.52,2111.05,2096.32,"-"
"1837",2016-04-21,2091.48,2102.09,2103.78,2088.52,"-"
"1838",2016-04-22,2091.58,2091.49,2094.32,2081.2,"-"
"1839",2016-04-25,2087.79,2089.37,2089.37,2077.52,"-"
"1840",2016-04-26,2091.7,2089.84,2096.87,2085.8,"-"
"1841",2016-04-27,2095.15,2092.33,2099.89,2082.31,"-"
"1842",2016-04-28,2075.81,2090.93,2099.3,2071.62,"-"
"1843",2016-04-29,2065.3,2071.82,2073.85,2052.28,"-"
"1844",2016-05-02,2081.43,2067.17,2083.42,2066.11,"-"
"1845",2016-05-03,2063.37,2077.18,2077.18,2054.89,"-"
"1846",2016-05-04,2051.12,2060.3,2060.3,2045.55,"-"
"1847",2016-05-05,2050.63,2052.95,2060.23,2045.77,"-"
"1848",2016-05-06,2057.14,2047.77,2057.72,2039.45,"-"
"1849",2016-05-09,2058.69,2057.55,2064.15,2054.31,"-"
"1850",2016-05-10,2084.39,2062.63,2084.87,2062.63,"-"
"1851",2016-05-11,2064.46,2083.29,2083.29,2064.46,"-"
"1852",2016-05-12,2064.11,2067.17,2073.99,2053.13,"-"
"1853",2016-05-13,2046.61,2062.5,2066.79,2043.13,"-"
"1854",2016-05-16,2066.66,2046.53,2071.88,2046.53,"-"
"1855",2016-05-17,2047.21,2065.04,2065.69,2040.82,"-"
"1856",2016-05-18,2047.63,2044.38,2060.61,2034.49,"-"
"1857",2016-05-19,2040.04,2044.21,2044.21,2025.91,"-"
"1858",2016-05-20,2052.32,2041.88,2058.35,2041.88,"-"
"1859",2016-05-23,2048.04,2052.23,2055.58,2047.26,"-"
"1860",2016-05-24,2076.06,2052.65,2079.67,2052.65,"-"
"1861",2016-05-25,2090.54,2078.93,2094.73,2078.93,"-"
"1862",2016-05-26,2090.1,2091.44,2094.3,2087.08,"-"
"1863",2016-05-27,2099.06,2090.06,2099.06,2090.06,"-"
"1864",2016-05-31,2096.96,2100.13,2103.48,2088.66,"-"
"1865",2016-06-01,2099.33,2093.94,2100.97,2085.1,"-"
"1866",2016-06-02,2105.26,2097.71,2105.26,2088.59,"-"
"1867",2016-06-03,2099.13,2104.07,2104.07,2085.36,"-"
"1868",2016-06-06,2109.41,2100.83,2113.36,2100.83,"-"
"1869",2016-06-07,2112.13,2110.18,2119.22,2110.18,"-"
"1870",2016-06-08,2119.12,2112.71,2120.55,2112.71,"-"
"1871",2016-06-09,2115.48,2115.65,2117.64,2107.73,"-"
"1872",2016-06-10,2096.07,2109.57,2109.57,2089.96,"-"
"1873",2016-06-13,2079.06,2091.75,2098.12,2078.46,"-"
"1874",2016-06-14,2075.32,2076.65,2081.3,2064.1,"-"
"1875",2016-06-15,2071.5,2077.6,2085.65,2069.8,"-"
"1876",2016-06-16,2077.99,2066.36,2079.62,2050.37,"-"
"1877",2016-06-17,2071.22,2078.2,2078.2,2062.84,"-"
"1878",2016-06-20,2083.25,2075.58,2100.66,2075.58,"-"
"1879",2016-06-21,2088.9,2085.19,2093.66,2083.02,"-"
"1880",2016-06-22,2085.45,2089.75,2099.71,2084.36,"-"
"1881",2016-06-23,2113.32,2092.8,2113.32,2092.8,"-"
"1882",2016-06-24,2037.41,2103.81,2103.81,2032.57,"-"
"1883",2016-06-27,2000.54,2031.45,2031.45,1991.68,"-"
"1884",2016-06-28,2036.09,2006.67,2036.09,2006.67,"-"
"1885",2016-06-29,2070.77,2042.69,2073.13,2042.69,"-"
"1886",2016-06-30,2098.86,2073.17,2098.94,2070,"-"
"1887",2016-07-01,2102.95,2099.34,2108.71,2097.9,"-"
"1888",2016-07-05,2088.55,2095.05,2095.05,2080.86,"-"
"1889",2016-07-06,2099.73,2084.43,2100.72,2074.02,"-"
