"","GBP_USD_history.csv Date","GBP_USD_history.csv Price","GBP_USD_history.csv Open","GBP_USD_history.csv High","GBP_USD_history.csv Low"
"69",2009-04-07,1.4737,1.4657,1.4778,1.4583
"70",2009-04-08,1.4684,1.4736,1.4749,1.4637
"71",2009-04-09,1.4636,1.4685,1.4782,1.4587
"72",2009-04-10,1.4684,1.4637,1.4684,1.4621
"73",2009-04-13,1.4865,1.462,1.4871,1.4608
"74",2009-04-14,1.4946,1.4865,1.4946,1.4827
"75",2009-04-15,1.5,1.491,1.5039,1.4825
"76",2009-04-16,1.4933,1.5,1.507,1.4841
"77",2009-04-17,1.4757,1.4932,1.4938,1.4757
"78",2009-04-20,1.4483,1.4772,1.4783,1.4472
"79",2009-04-21,1.4667,1.4485,1.471,1.4479
"80",2009-04-22,1.4499,1.4668,1.4676,1.44
"81",2009-04-23,1.4676,1.4499,1.4746,1.4445
"82",2009-04-24,1.4775,1.4677,1.4775,1.4578
"83",2009-04-27,1.4619,1.4644,1.4694,1.4517
"84",2009-04-28,1.4639,1.4619,1.4691,1.4515
"85",2009-04-29,1.477,1.4639,1.4808,1.4631
"86",2009-04-30,1.4702,1.477,1.4947,1.4702
"87",2009-05-01,1.4933,1.4802,1.4933,1.4753
"88",2009-05-04,1.5029,1.4934,1.5047,1.4835
"89",2009-05-05,1.5162,1.5032,1.5162,1.4982
"90",2009-05-06,1.5131,1.5047,1.5155,1.4991
"91",2009-05-07,1.5023,1.5134,1.5197,1.4941
"92",2009-05-08,1.5246,1.5023,1.5246,1.4966
"93",2009-05-11,1.512,1.5214,1.5243,1.5067
"94",2009-05-12,1.5291,1.512,1.5351,1.5073
"95",2009-05-13,1.5102,1.529,1.5332,1.5085
"96",2009-05-14,1.5226,1.5102,1.5245,1.5059
"97",2009-05-15,1.5287,1.5225,1.5287,1.5133
"98",2009-05-18,1.5324,1.5148,1.5348,1.5116
"99",2009-05-19,1.5492,1.5324,1.5522,1.5294
"100",2009-05-20,1.5747,1.5489,1.5793,1.5448
"101",2009-05-21,1.589,1.5747,1.589,1.5514
"102",2009-05-22,1.5918,1.5892,1.5944,1.5755
"103",2009-05-25,1.5909,1.5912,1.5932,1.5834
"104",2009-05-26,1.5961,1.5908,1.5975,1.5776
"105",2009-05-27,1.5953,1.5961,1.6085,1.5925
"106",2009-05-28,1.5949,1.5955,1.6013,1.5852
"107",2009-05-29,1.6197,1.5947,1.6197,1.5926
"108",2009-06-01,1.6462,1.6176,1.6497,1.616
"109",2009-06-02,1.6554,1.6462,1.6595,1.6323
"110",2009-06-03,1.6296,1.6554,1.6661,1.6241
"111",2009-06-04,1.6111,1.6296,1.6434,1.6085
"112",2009-06-05,1.5939,1.6111,1.6241,1.5939
"113",2009-06-08,1.6086,1.597,1.6102,1.5802
"114",2009-06-09,1.631,1.6086,1.6361,1.5985
"115",2009-06-10,1.6358,1.631,1.6472,1.6239
"116",2009-06-11,1.6591,1.6357,1.662,1.6339
"117",2009-06-12,1.6331,1.6595,1.6597,1.6331
"118",2009-06-15,1.6272,1.6418,1.6433,1.6241
"119",2009-06-16,1.636,1.6272,1.6506,1.6208
"120",2009-06-17,1.6427,1.636,1.6482,1.622
"121",2009-06-18,1.6355,1.6425,1.6468,1.6187
"122",2009-06-19,1.6492,1.6355,1.656,1.6303
"123",2009-06-22,1.6313,1.6479,1.6515,1.6301
"124",2009-06-23,1.6436,1.6314,1.6473,1.6208
"125",2009-06-24,1.6433,1.6436,1.6601,1.6367
"126",2009-06-25,1.6415,1.6432,1.6466,1.6231
"127",2009-06-26,1.6526,1.6414,1.6559,1.6373
"128",2009-06-29,1.657,1.6512,1.6597,1.6428
"129",2009-06-30,1.6475,1.657,1.6743,1.6421
"130",2009-07-01,1.6494,1.6474,1.6544,1.6383
"131",2009-07-02,1.6347,1.6495,1.65,1.6323
"132",2009-07-03,1.6331,1.6346,1.6427,1.6301
"133",2009-07-06,1.6292,1.6304,1.6326,1.6095
"134",2009-07-07,1.6079,1.6294,1.6294,1.6066
"135",2009-07-08,1.6037,1.6079,1.6138,1.5983
"136",2009-07-09,1.6329,1.6037,1.6379,1.6033
"137",2009-07-10,1.6211,1.6329,1.6329,1.6153
"138",2009-07-13,1.6271,1.6196,1.6284,1.6031
"139",2009-07-14,1.6334,1.6271,1.6344,1.6228
"140",2009-07-15,1.6415,1.6336,1.6466,1.63
"141",2009-07-16,1.6409,1.6415,1.6478,1.6355
"142",2009-07-17,1.6337,1.6408,1.6419,1.6265
"143",2009-07-20,1.6521,1.6372,1.6556,1.6364
"144",2009-07-21,1.6415,1.652,1.6527,1.6383
"145",2009-07-22,1.6446,1.6413,1.6503,1.6309
"146",2009-07-23,1.6508,1.6444,1.6584,1.6432
"147",2009-07-24,1.6426,1.6508,1.6542,1.639
"148",2009-07-27,1.6481,1.6406,1.6523,1.6381
"149",2009-07-28,1.6406,1.648,1.6555,1.639
"150",2009-07-29,1.6347,1.6408,1.6468,1.6337
"151",2009-07-30,1.6504,1.6356,1.6525,1.6347
"152",2009-07-31,1.6713,1.6504,1.6732,1.6471
"153",2009-08-03,1.6934,1.6757,1.6987,1.6694
"154",2009-08-04,1.6949,1.6931,1.7004,1.6889
"155",2009-08-05,1.6992,1.6949,1.7042,1.69
"156",2009-08-06,1.6806,1.6991,1.7028,1.6751
"157",2009-08-07,1.6686,1.6804,1.6832,1.6651
"158",2009-08-10,1.6474,1.6679,1.6717,1.643
"159",2009-08-11,1.649,1.6475,1.6521,1.6432
"160",2009-08-12,1.6506,1.6489,1.656,1.639
"161",2009-08-13,1.6566,1.6507,1.6667,1.6486
"162",2009-08-14,1.6547,1.6566,1.6608,1.6486
"163",2009-08-17,1.6353,1.6467,1.6483,1.6276
"164",2009-08-18,1.6588,1.6353,1.6595,1.6329
"165",2009-08-19,1.6558,1.6589,1.659,1.6376
"166",2009-08-20,1.6504,1.6557,1.6606,1.6451
"167",2009-08-21,1.6507,1.6504,1.6624,1.642
"168",2009-08-24,1.6405,1.6512,1.6546,1.6393
"169",2009-08-25,1.6314,1.6406,1.6446,1.6309
"170",2009-08-26,1.6229,1.6314,1.6352,1.616
"171",2009-08-27,1.6287,1.6229,1.6305,1.6153
"172",2009-08-28,1.6269,1.6287,1.638,1.6256
"173",2009-08-31,1.6286,1.6267,1.6331,1.6184
"174",2009-09-01,1.6128,1.6286,1.6377,1.6114
"175",2009-09-02,1.6282,1.6127,1.63,1.6115
"176",2009-09-03,1.6324,1.6281,1.6414,1.6237
"177",2009-09-04,1.639,1.6324,1.6413,1.6286
"178",2009-09-07,1.6337,1.6413,1.6444,1.6326
"179",2009-09-08,1.6516,1.6337,1.6587,1.6323
"180",2009-09-09,1.6535,1.6515,1.6592,1.6456
"181",2009-09-10,1.6654,1.6541,1.6688,1.648
"182",2009-09-11,1.6658,1.665,1.6742,1.6644
"183",2009-09-14,1.6607,1.6654,1.6654,1.6522
"184",2009-09-15,1.6489,1.6607,1.6659,1.6404
"185",2009-09-16,1.6479,1.649,1.6534,1.6433
"186",2009-09-17,1.6435,1.6477,1.6568,1.6427
"187",2009-09-18,1.6271,1.6434,1.644,1.6232
"188",2009-09-21,1.622,1.6251,1.6263,1.6135
"189",2009-09-22,1.6382,1.622,1.6406,1.6218
"190",2009-09-23,1.6354,1.6382,1.6469,1.6317
"191",2009-09-24,1.5947,1.6355,1.6387,1.5916
"192",2009-09-25,1.5946,1.5948,1.6046,1.5918
"193",2009-09-28,1.5889,1.586,1.5925,1.5771
"194",2009-09-29,1.5971,1.5906,1.5991,1.5825
"195",2009-09-30,1.6002,1.5971,1.6126,1.5945
"196",2009-10-01,1.5896,1.6002,1.6024,1.5888
"197",2009-10-02,1.5946,1.5894,1.5954,1.5804
"198",2009-10-05,1.5949,1.5932,1.6024,1.5903
"199",2009-10-06,1.5922,1.5948,1.6049,1.5878
"200",2009-10-07,1.5965,1.5921,1.5976,1.586
"201",2009-10-08,1.6052,1.5966,1.6118,1.5951
"202",2009-10-09,1.5846,1.605,1.606,1.5826
"203",2009-10-12,1.5813,1.5847,1.5883,1.573
"204",2009-10-13,1.5932,1.5815,1.594,1.5708
"205",2009-10-14,1.6005,1.5936,1.6025,1.5903
"206",2009-10-15,1.6333,1.6005,1.634,1.6003
"207",2009-10-16,1.6358,1.6337,1.64,1.6253
"208",2009-10-19,1.6411,1.6354,1.6436,1.624
"209",2009-10-20,1.638,1.6407,1.6489,1.6328
"210",2009-10-21,1.662,1.6379,1.6638,1.6348
"211",2009-10-22,1.6628,1.662,1.6637,1.6487
"212",2009-10-23,1.6308,1.663,1.6693,1.63
"213",2009-10-26,1.6294,1.627,1.6396,1.6251
"214",2009-10-27,1.6393,1.6294,1.644,1.6286
"215",2009-10-28,1.6375,1.6394,1.6467,1.6286
"216",2009-10-29,1.6562,1.6375,1.6604,1.6339
"217",2009-10-30,1.6442,1.656,1.658,1.6409
"218",2009-11-02,1.6395,1.6413,1.6478,1.6329
"219",2009-11-03,1.6424,1.6394,1.6456,1.6262
"220",2009-11-04,1.6557,1.6422,1.6598,1.6402
"221",2009-11-05,1.6573,1.6556,1.6636,1.6468
"222",2009-11-06,1.6615,1.6573,1.6637,1.6524
"223",2009-11-09,1.6778,1.6624,1.6844,1.6617
"224",2009-11-10,1.6737,1.6777,1.6788,1.6602
"225",2009-11-11,1.6582,1.674,1.6797,1.6537
"226",2009-11-12,1.6587,1.6581,1.6626,1.6518
"227",2009-11-13,1.6678,1.6588,1.6708,1.6576
"228",2009-11-16,1.684,1.6728,1.6878,1.667
"229",2009-11-17,1.6824,1.6836,1.6873,1.6757
"230",2009-11-18,1.674,1.6822,1.6846,1.6715
"231",2009-11-19,1.6655,1.674,1.674,1.6607
"232",2009-11-20,1.6501,1.6654,1.6676,1.6464
"233",2009-11-23,1.6605,1.6503,1.6648,1.65
"234",2009-11-24,1.6581,1.6607,1.6608,1.6498
"235",2009-11-25,1.6704,1.6582,1.6746,1.6582
"236",2009-11-26,1.6433,1.6704,1.6726,1.6416
"237",2009-11-27,1.6493,1.6434,1.6511,1.6272
"238",2009-11-30,1.6455,1.6501,1.6594,1.6381
"239",2009-12-01,1.6622,1.6455,1.6647,1.6393
"240",2009-12-02,1.6662,1.6623,1.6696,1.6551
"241",2009-12-03,1.6555,1.6662,1.672,1.653
"242",2009-12-04,1.6476,1.6554,1.6666,1.6424
"243",2009-12-07,1.6464,1.6474,1.6517,1.6314
"244",2009-12-08,1.624,1.6464,1.6478,1.6225
"245",2009-12-09,1.628,1.6244,1.6376,1.6167
"246",2009-12-10,1.6278,1.628,1.6347,1.6216
"247",2009-12-11,1.6259,1.6277,1.634,1.6198
"248",2009-12-14,1.6312,1.6227,1.6326,1.6191
"249",2009-12-15,1.6268,1.6311,1.632,1.6205
"250",2009-12-16,1.6328,1.6265,1.6411,1.6233
"251",2009-12-17,1.6161,1.6325,1.6334,1.608
"252",2009-12-18,1.6165,1.6161,1.6247,1.6053
"253",2009-12-21,1.6055,1.6128,1.6165,1.6031
"254",2009-12-22,1.5971,1.6054,1.61,1.5921
"255",2009-12-23,1.5964,1.5971,1.5994,1.5925
"256",2009-12-24,1.5955,1.5964,1.6022,1.5929
"257",2009-12-25,1.5952,1.5952,1.5952,1.5952
"258",2009-12-28,1.6,1.5951,1.6016,1.5934
"259",2009-12-29,1.5905,1.6,1.6068,1.588
"260",2009-12-30,1.6072,1.59,1.6094,1.5834
"261",2009-12-31,1.6167,1.6076,1.6236,1.605
"262",2010-01-01,1.6167,1.6167,1.6167,1.6167
"263",2010-01-04,1.6113,1.614,1.6242,1.6058
"264",2010-01-05,1.5991,1.6112,1.6155,1.5965
"265",2010-01-06,1.602,1.5991,1.6065,1.5938
"266",2010-01-07,1.5933,1.6022,1.6058,1.5896
"267",2010-01-08,1.6021,1.5934,1.6111,1.5916
"268",2010-01-11,1.6113,1.6082,1.6194,1.6064
"269",2010-01-12,1.6151,1.6111,1.6195,1.6062
"270",2010-01-13,1.6283,1.6153,1.6307,1.6136
"271",2010-01-14,1.6336,1.6282,1.6347,1.6249
"272",2010-01-15,1.6262,1.6335,1.6356,1.6211
"273",2010-01-18,1.6353,1.6289,1.6378,1.6251
"274",2010-01-19,1.6359,1.6352,1.6458,1.6313
"275",2010-01-20,1.6302,1.6361,1.637,1.6244
"276",2010-01-21,1.62,1.6304,1.6309,1.6126
"277",2010-01-22,1.6113,1.6199,1.6284,1.6078
"278",2010-01-25,1.625,1.6116,1.6261,1.6096
"279",2010-01-26,1.6144,1.6246,1.6268,1.6095
"280",2010-01-27,1.6176,1.6143,1.6244,1.6107
"281",2010-01-28,1.6143,1.6176,1.6276,1.6114
"282",2010-01-29,1.5987,1.6142,1.618,1.5981
"283",2010-02-01,1.5947,1.5973,1.598,1.5851
"284",2010-02-02,1.5989,1.5943,1.5996,1.5903
"285",2010-02-03,1.5914,1.599,1.607,1.5876
"286",2010-02-04,1.5767,1.5913,1.5918,1.5732
"287",2010-02-05,1.564,1.5767,1.5776,1.5559
"288",2010-02-08,1.5572,1.5598,1.566,1.5536
"289",2010-02-09,1.5694,1.5574,1.5748,1.5562
"290",2010-02-10,1.5609,1.5692,1.5765,1.5572
"291",2010-02-11,1.5696,1.5609,1.5718,1.556
"292",2010-02-12,1.5699,1.5718,1.573,1.5581
"293",2010-02-15,1.5663,1.567,1.5721,1.5612
"294",2010-02-16,1.5785,1.5666,1.5796,1.5629
"295",2010-02-17,1.5679,1.5784,1.5816,1.5667
"296",2010-02-18,1.5429,1.568,1.5688,1.5408
"297",2010-02-19,1.5472,1.5429,1.5477,1.5348
"298",2010-02-22,1.5501,1.5469,1.5521,1.5449
"299",2010-02-23,1.5444,1.5501,1.5576,1.5394
"300",2010-02-24,1.5414,1.5445,1.5476,1.5387
"301",2010-02-25,1.524,1.5416,1.5422,1.519
"302",2010-02-26,1.5241,1.524,1.5318,1.5152
"303",2010-03-01,1.4972,1.5181,1.5204,1.4784
"304",2010-03-02,1.5023,1.4972,1.5032,1.4855
"305",2010-03-03,1.5102,1.5023,1.5131,1.4977
"306",2010-03-04,1.503,1.51,1.5136,1.5006
"307",2010-03-05,1.5134,1.503,1.5167,1.4993
"308",2010-03-08,1.5044,1.5143,1.5196,1.5035
"309",2010-03-09,1.5013,1.5043,1.5045,1.4935
"310",2010-03-10,1.4966,1.5014,1.5015,1.4873
"311",2010-03-11,1.5066,1.4966,1.5088,1.4946
"312",2010-03-12,1.5205,1.5066,1.5218,1.5028
"313",2010-03-15,1.5046,1.5196,1.5208,1.5019
"314",2010-03-16,1.5236,1.5046,1.5259,1.4977
"315",2010-03-17,1.5314,1.5236,1.5381,1.521
"316",2010-03-18,1.5252,1.5314,1.5329,1.5217
"317",2010-03-19,1.5014,1.5252,1.5256,1.499
"318",2010-03-22,1.511,1.4994,1.5112,1.4932
"319",2010-03-23,1.5021,1.511,1.5112,1.4972
"320",2010-03-24,1.4897,1.5021,1.5036,1.4855
"321",2010-03-25,1.4848,1.4897,1.5008,1.48
"322",2010-03-26,1.4898,1.4848,1.4924,1.4811
"323",2010-03-29,1.499,1.4913,1.5019,1.4892
"324",2010-03-30,1.5086,1.499,1.5127,1.4975
"325",2010-03-31,1.5196,1.5086,1.5205,1.5044
"326",2010-04-01,1.5294,1.5196,1.5299,1.518
"327",2010-04-02,1.5209,1.5294,1.5294,1.5183
"328",2010-04-05,1.5283,1.5258,1.532,1.5224
"329",2010-04-06,1.5236,1.5283,1.5283,1.513
"330",2010-04-07,1.5223,1.5236,1.5287,1.5138
"331",2010-04-08,1.5296,1.5223,1.5305,1.5142
"332",2010-04-09,1.5372,1.5296,1.5392,1.5268
"333",2010-04-12,1.5368,1.5437,1.5487,1.5352
"334",2010-04-13,1.5379,1.5368,1.545,1.5336
"335",2010-04-14,1.5476,1.5379,1.5491,1.5377
"336",2010-04-15,1.546,1.5476,1.5523,1.5387
"337",2010-04-16,1.5363,1.546,1.5474,1.5361
"338",2010-04-19,1.5332,1.5286,1.5343,1.5192
"339",2010-04-20,1.5362,1.5332,1.5434,1.529
"340",2010-04-21,1.5414,1.5362,1.5439,1.5332
"341",2010-04-22,1.5341,1.5414,1.5474,1.5321
"342",2010-04-23,1.5377,1.5341,1.5398,1.5296
"343",2010-04-26,1.5476,1.5386,1.5498,1.5386
"344",2010-04-27,1.526,1.5476,1.5478,1.5226
"345",2010-04-28,1.5192,1.526,1.5288,1.5126
"346",2010-04-29,1.5344,1.5192,1.5365,1.5144
"347",2010-04-30,1.527,1.5344,1.539,1.5254
"348",2010-05-03,1.5243,1.5303,1.531,1.5212
"349",2010-05-04,1.5135,1.5243,1.5266,1.509
"350",2010-05-05,1.5098,1.5135,1.5174,1.5068
"351",2010-05-06,1.4898,1.5098,1.5148,1.4712
"352",2010-05-07,1.4804,1.4898,1.4935,1.4477
"353",2010-05-10,1.4836,1.4807,1.5054,1.479
"354",2010-05-11,1.4954,1.4836,1.5005,1.4721
"355",2010-05-12,1.4848,1.4954,1.5045,1.482
"356",2010-05-13,1.4592,1.4848,1.4918,1.4572
"357",2010-05-14,1.4534,1.4592,1.464,1.4496
"358",2010-05-17,1.4466,1.4479,1.451,1.4252
"359",2010-05-18,1.4258,1.4466,1.4521,1.4256
"360",2010-05-19,1.4424,1.4258,1.4468,1.424
"361",2010-05-20,1.4396,1.4424,1.4461,1.4229
"362",2010-05-21,1.4455,1.4396,1.4497,1.4319
"363",2010-05-24,1.4388,1.444,1.4528,1.4352
"364",2010-05-25,1.4391,1.4388,1.4448,1.4261
"365",2010-05-26,1.4393,1.4391,1.4444,1.433
"366",2010-05-27,1.4568,1.4393,1.4608,1.4381
"367",2010-05-28,1.4457,1.4568,1.4611,1.4434
"368",2010-05-31,1.4508,1.4462,1.4549,1.4428
"369",2010-06-01,1.4667,1.4508,1.4723,1.444
"370",2010-06-02,1.467,1.4667,1.477,1.4553
"371",2010-06-03,1.4643,1.467,1.4744,1.4587
"372",2010-06-04,1.4454,1.4643,1.4682,1.4454
"373",2010-06-07,1.4475,1.4426,1.4562,1.4388
"374",2010-06-08,1.4446,1.4475,1.453,1.4346
"375",2010-06-09,1.4548,1.4446,1.4608,1.4404
"376",2010-06-10,1.4726,1.4548,1.4728,1.451
"377",2010-06-11,1.4551,1.4726,1.476,1.4505
"378",2010-06-14,1.4736,1.4614,1.4809,1.4571
"379",2010-06-15,1.48,1.4736,1.4837,1.4683
"380",2010-06-16,1.471,1.48,1.4856,1.4706
"381",2010-06-17,1.4813,1.471,1.4838,1.4646
"382",2010-06-18,1.4825,1.4813,1.4886,1.4772
"383",2010-06-21,1.4764,1.4838,1.4937,1.4739
"384",2010-06-22,1.481,1.4764,1.4859,1.4688
"385",2010-06-23,1.4972,1.481,1.4972,1.4804
"386",2010-06-24,1.493,1.4972,1.5011,1.4916
"387",2010-06-25,1.5061,1.493,1.5077,1.4857
"388",2010-06-28,1.5105,1.5045,1.5128,1.5018
"389",2010-06-29,1.5056,1.5105,1.512,1.5012
"390",2010-06-30,1.4958,1.5056,1.5074,1.4932
"391",2010-07-01,1.5163,1.4958,1.519,1.4874
"392",2010-07-02,1.5204,1.5163,1.5227,1.5152
"393",2010-07-05,1.5096,1.519,1.52,1.509
"394",2010-07-06,1.5156,1.5096,1.5225,1.5082
"395",2010-07-07,1.5188,1.5156,1.5218,1.5082
"396",2010-07-08,1.5154,1.5188,1.5241,1.5104
"397",2010-07-09,1.5063,1.5154,1.5205,1.5052
"398",2010-07-12,1.503,1.5028,1.5085,1.495
"399",2010-07-13,1.52,1.503,1.52,1.4966
"400",2010-07-14,1.5259,1.52,1.5297,1.5188
"401",2010-07-15,1.5425,1.5259,1.5472,1.5237
"402",2010-07-16,1.5305,1.5425,1.5447,1.5278
"403",2010-07-19,1.522,1.5292,1.5352,1.5204
"404",2010-07-20,1.529,1.522,1.531,1.5154
"405",2010-07-21,1.5186,1.529,1.5334,1.5126
"406",2010-07-22,1.5285,1.5186,1.5296,1.515
"407",2010-07-23,1.5429,1.5285,1.545,1.5258
"408",2010-07-26,1.5479,1.5442,1.552,1.542
"409",2010-07-27,1.559,1.5479,1.5601,1.5443
"410",2010-07-28,1.5592,1.5592,1.564,1.5543
"411",2010-07-29,1.5611,1.5587,1.5664,1.5578
"412",2010-07-30,1.5695,1.5602,1.5722,1.5552
"413",2010-08-02,1.5888,1.5711,1.5908,1.57
"414",2010-08-03,1.594,1.5888,1.5967,1.5861
"415",2010-08-04,1.5886,1.594,1.5964,1.5856
"416",2010-08-05,1.5876,1.5886,1.5923,1.5821
"417",2010-08-06,1.5938,1.5876,1.5998,1.5841
"418",2010-08-09,1.5901,1.5963,1.5994,1.5891
"419",2010-08-10,1.5814,1.5901,1.5909,1.5711
"420",2010-08-11,1.5638,1.5814,1.5834,1.5616
"421",2010-08-12,1.5594,1.5638,1.5714,1.5562
"422",2010-08-13,1.5594,1.5594,1.5678,1.5572
"423",2010-08-16,1.565,1.5584,1.5702,1.5536
"424",2010-08-17,1.5572,1.565,1.5696,1.5552
"425",2010-08-18,1.5561,1.5572,1.5688,1.5498
"426",2010-08-19,1.5574,1.5561,1.5672,1.551
"427",2010-08-20,1.5536,1.5574,1.5595,1.5466
"428",2010-08-23,1.5492,1.5554,1.5618,1.5485
"429",2010-08-24,1.5407,1.5492,1.5506,1.5372
"430",2010-08-25,1.5476,1.5407,1.5481,1.539
"431",2010-08-26,1.552,1.5476,1.5598,1.5469
"432",2010-08-27,1.5529,1.552,1.5539,1.5443
"433",2010-08-30,1.5474,1.5539,1.5576,1.5456
"434",2010-08-31,1.5341,1.5474,1.5474,1.5328
"435",2010-09-01,1.5446,1.5341,1.549,1.5337
"436",2010-09-02,1.5392,1.5446,1.5452,1.535
"437",2010-09-03,1.5452,1.5392,1.547,1.539
"438",2010-09-06,1.5361,1.5452,1.549,1.5348
"439",2010-09-07,1.5352,1.5361,1.5426,1.5296
"440",2010-09-08,1.5474,1.5352,1.5533,1.5351
"441",2010-09-09,1.5414,1.5474,1.5476,1.5376
"442",2010-09-10,1.5356,1.5414,1.5467,1.5346
"443",2010-09-13,1.5384,1.5398,1.5489,1.5384
"444",2010-09-14,1.5538,1.5384,1.5588,1.5349
"445",2010-09-15,1.5636,1.5538,1.5652,1.545
"446",2010-09-16,1.5604,1.5636,1.5649,1.5539
"447",2010-09-17,1.5631,1.5604,1.5729,1.5596
"448",2010-09-20,1.555,1.5642,1.5687,1.5538
"449",2010-09-21,1.5632,1.555,1.5641,1.5505
"450",2010-09-22,1.5642,1.5632,1.5716,1.5607
"451",2010-09-23,1.5661,1.5642,1.5741,1.5613
"452",2010-09-24,1.5825,1.5661,1.5844,1.5642
"453",2010-09-27,1.581,1.5828,1.5868,1.5788
"454",2010-09-28,1.5807,1.581,1.5896,1.572
"455",2010-09-29,1.5804,1.5807,1.5874,1.5762
"456",2010-09-30,1.5732,1.5804,1.5922,1.567
"457",2010-10-01,1.5821,1.5732,1.5873,1.5704
"458",2010-10-04,1.5808,1.582,1.587,1.575
"459",2010-10-05,1.5912,1.5808,1.5931,1.5754
"460",2010-10-06,1.5865,1.5912,1.594,1.5834
"461",2010-10-07,1.5878,1.5865,1.6018,1.5828
"462",2010-10-08,1.5962,1.5878,1.5965,1.5823
"463",2010-10-11,1.5876,1.5958,1.5963,1.5869
"464",2010-10-12,1.5803,1.5876,1.5918,1.5756
"465",2010-10-13,1.5933,1.5803,1.5938,1.5775
"466",2010-10-14,1.5987,1.5933,1.6066,1.5933
"467",2010-10-15,1.5991,1.5987,1.6106,1.5976
"468",2010-10-18,1.5906,1.5994,1.5996,1.5838
"469",2010-10-19,1.5656,1.5906,1.5942,1.5651
"470",2010-10-20,1.5849,1.5656,1.5878,1.5656
"471",2010-10-21,1.5717,1.5849,1.585,1.5687
"472",2010-10-22,1.5684,1.5717,1.5751,1.5656
"473",2010-10-25,1.571,1.5684,1.5774,1.5678
"474",2010-10-26,1.5842,1.571,1.5896,1.5709
"475",2010-10-27,1.5791,1.5842,1.5865,1.5731
"476",2010-10-28,1.5962,1.5791,1.5978,1.5762
"477",2010-10-29,1.6042,1.5962,1.6047,1.5878
"478",2010-11-01,1.6058,1.6047,1.6089,1.5999
"479",2010-11-02,1.603,1.6058,1.608,1.5963
"480",2010-11-03,1.6106,1.603,1.6179,1.6007
"481",2010-11-04,1.6276,1.6106,1.6299,1.609
"482",2010-11-05,1.6184,1.6276,1.628,1.6167
"483",2010-11-08,1.6115,1.6207,1.6215,1.6105
"484",2010-11-09,1.6,1.6115,1.6184,1.5954
"485",2010-11-10,1.6121,1.6,1.6136,1.5963
"486",2010-11-11,1.6102,1.6121,1.6179,1.6082
"487",2010-11-12,1.6116,1.6102,1.6184,1.5986
"488",2010-11-15,1.6041,1.6128,1.6155,1.604
"489",2010-11-16,1.5886,1.6041,1.6085,1.584
"490",2010-11-17,1.5919,1.5886,1.5949,1.5856
"491",2010-11-18,1.6051,1.5919,1.6056,1.5889
"492",2010-11-19,1.5983,1.6051,1.6095,1.5936
"493",2010-11-22,1.5942,1.6002,1.6084,1.5899
"494",2010-11-23,1.58,1.5942,1.5954,1.576
"495",2010-11-24,1.579,1.58,1.5838,1.5741
"496",2010-11-25,1.5758,1.579,1.5794,1.5726
"497",2010-11-26,1.5592,1.5758,1.5767,1.5578
"498",2010-11-29,1.5549,1.559,1.5647,1.5528
"499",2010-11-30,1.5571,1.5549,1.5596,1.5486
"500",2010-12-01,1.5611,1.5571,1.5649,1.5548
"501",2010-12-02,1.5594,1.5611,1.5667,1.5512
"502",2010-12-03,1.5771,1.5594,1.5788,1.5593
"503",2010-12-06,1.571,1.5767,1.5769,1.5656
"504",2010-12-07,1.5753,1.571,1.5822,1.5705
"505",2010-12-08,1.5794,1.5753,1.5823,1.5669
"506",2010-12-09,1.5774,1.5794,1.5841,1.5712
"507",2010-12-10,1.5803,1.5774,1.5861,1.5749
"508",2010-12-13,1.586,1.5794,1.5896,1.572
"509",2010-12-14,1.5763,1.586,1.5911,1.574
"510",2010-12-15,1.5559,1.5763,1.5769,1.5532
"511",2010-12-16,1.5631,1.5559,1.5637,1.5541
"512",2010-12-17,1.5534,1.5631,1.5647,1.5455
"513",2010-12-20,1.5506,1.5512,1.5577,1.5476
"514",2010-12-21,1.5465,1.5506,1.5568,1.5436
"515",2010-12-22,1.5406,1.5465,1.5494,1.5357
"516",2010-12-23,1.5445,1.5406,1.5446,1.5374
"517",2010-12-24,1.544,1.5445,1.5478,1.5419
"518",2010-12-27,1.5442,1.5408,1.5458,1.537
"519",2010-12-28,1.5354,1.5442,1.5512,1.5346
"520",2010-12-29,1.5502,1.5354,1.5518,1.5353
"521",2010-12-30,1.5436,1.5502,1.5536,1.5368
"522",2010-12-31,1.5611,1.5436,1.5664,1.5426
"523",2011-01-03,1.5488,1.5572,1.5576,1.5434
"524",2011-01-04,1.5597,1.5488,1.5646,1.5455
"525",2011-01-05,1.5512,1.5597,1.5628,1.5452
"526",2011-01-06,1.545,1.5512,1.5564,1.5447
"527",2011-01-07,1.5547,1.545,1.5579,1.5407
"528",2011-01-10,1.5589,1.5541,1.5603,1.5476
"529",2011-01-11,1.5607,1.5589,1.5639,1.5514
"530",2011-01-12,1.5748,1.5607,1.578,1.5583
"531",2011-01-13,1.5843,1.5748,1.5884,1.5719
"532",2011-01-14,1.587,1.5843,1.5889,1.581
"533",2011-01-17,1.5898,1.588,1.5954,1.5836
"534",2011-01-18,1.5958,1.5898,1.6059,1.5897
"535",2011-01-19,1.5974,1.5958,1.6038,1.5946
"536",2011-01-20,1.5908,1.5974,1.6009,1.5838
"537",2011-01-21,1.6,1.5908,1.6017,1.5868
"538",2011-01-24,1.5982,1.5993,1.6014,1.5921
"539",2011-01-25,1.5816,1.5982,1.6018,1.5752
