"","GBP_USD_history.csv Date","GBP_USD_history.csv Price","GBP_USD_history.csv Open","GBP_USD_history.csv High","GBP_USD_history.csv Low"
"1010",2012-11-12,1.5876,1.5895,1.5914,1.5861
"1011",2012-11-13,1.5872,1.5875,1.5915,1.5855
"1012",2012-11-14,1.5841,1.5868,1.5901,1.5836
"1013",2012-11-15,1.5867,1.584,1.5879,1.5826
"1014",2012-11-16,1.5886,1.5865,1.5901,1.5834
"1015",2012-11-19,1.591,1.5881,1.5922,1.5881
"1016",2012-11-20,1.5926,1.5907,1.5936,1.5889
"1017",2012-11-21,1.5952,1.5926,1.5955,1.5881
"1018",2012-11-22,1.5938,1.595,1.5978,1.5916
"1019",2012-11-23,1.6033,1.5935,1.6051,1.5923
"1020",2012-11-26,1.6027,1.603,1.6038,1.5993
"1021",2012-11-27,1.6022,1.6025,1.6056,1.6007
"1022",2012-11-28,1.6014,1.6021,1.6025,1.596
"1023",2012-11-29,1.6041,1.6012,1.6048,1.5999
"1024",2012-11-30,1.6013,1.6038,1.6062,1.5986
"1025",2012-12-03,1.609,1.601,1.6115,1.6001
"1026",2012-12-04,1.6101,1.609,1.613,1.6084
"1027",2012-12-05,1.6097,1.6102,1.6118,1.608
"1028",2012-12-06,1.6051,1.6094,1.6127,1.6037
"1029",2012-12-07,1.6038,1.6049,1.6061,1.6
"1030",2012-12-10,1.6076,1.603,1.6096,1.6011
"1031",2012-12-11,1.6115,1.6072,1.6122,1.6067
"1032",2012-12-12,1.6149,1.6114,1.6171,1.6092
"1033",2012-12-13,1.6112,1.6148,1.6152,1.6083
"1034",2012-12-14,1.6167,1.6111,1.6177,1.6102
"1035",2012-12-17,1.6204,1.6184,1.6216,1.615
"1036",2012-12-18,1.6252,1.6203,1.6269,1.6192
"1037",2012-12-19,1.6246,1.6251,1.6306,1.6241
"1038",2012-12-20,1.628,1.6246,1.6295,1.6237
"1039",2012-12-21,1.6173,1.6276,1.6283,1.615
"1040",2012-12-24,1.6123,1.617,1.6206,1.6099
"1041",2012-12-25,1.6127,1.6122,1.6143,1.6122
"1042",2012-12-26,1.6136,1.6126,1.617,1.6106
"1043",2012-12-27,1.6099,1.6137,1.6202,1.6064
"1044",2012-12-28,1.6171,1.6097,1.6171,1.6076
"1045",2012-12-31,1.6253,1.6169,1.6273,1.6132
"1046",2013-01-01,1.6244,1.6251,1.632,1.6231
"1047",2013-01-02,1.6256,1.6247,1.638,1.6223
"1048",2013-01-03,1.6107,1.6255,1.6256,1.6089
"1049",2013-01-04,1.6072,1.6104,1.6108,1.6008
"1050",2013-01-07,1.6114,1.6072,1.6117,1.6019
"1051",2013-01-08,1.6056,1.6114,1.6128,1.6027
"1052",2013-01-09,1.6022,1.6053,1.6075,1.599
"1053",2013-01-10,1.6167,1.6021,1.6168,1.6002
"1054",2013-01-11,1.6133,1.6167,1.6177,1.6087
"1055",2013-01-14,1.6078,1.6127,1.6154,1.603
"1056",2013-01-15,1.6066,1.6078,1.6101,1.603
"1057",2013-01-16,1.6007,1.6063,1.608,1.5973
"1058",2013-01-17,1.5993,1.6004,1.6039,1.5954
"1059",2013-01-18,1.5868,1.5992,1.6007,1.5852
"1060",2013-01-21,1.583,1.5871,1.5893,1.5804
"1061",2013-01-22,1.584,1.5828,1.5883,1.5808
"1062",2013-01-23,1.5846,1.5836,1.5892,1.58
"1063",2013-01-24,1.5789,1.5845,1.585,1.5753
"1064",2013-01-25,1.5803,1.5789,1.5826,1.5746
"1065",2013-01-28,1.5695,1.58,1.58,1.5673
"1066",2013-01-29,1.5763,1.5693,1.5772,1.5683
"1067",2013-01-30,1.5801,1.5762,1.5816,1.5724
"1068",2013-01-31,1.5857,1.5798,1.5875,1.5773
"1069",2013-02-01,1.5693,1.5856,1.5878,1.5688
"1070",2013-02-04,1.5762,1.5692,1.5772,1.5681
"1071",2013-02-05,1.5658,1.5757,1.5804,1.5628
"1072",2013-02-06,1.5662,1.5658,1.5678,1.5629
"1073",2013-02-07,1.5716,1.5658,1.5767,1.5643
"1074",2013-02-08,1.5798,1.5715,1.5844,1.5703
"1075",2013-02-11,1.5659,1.5791,1.581,1.565
"1076",2013-02-12,1.5663,1.5656,1.567,1.5571
"1077",2013-02-13,1.5543,1.5663,1.5688,1.5521
"1078",2013-02-14,1.5494,1.5541,1.5542,1.5472
"1079",2013-02-15,1.5518,1.5494,1.5549,1.5461
"1080",2013-02-18,1.5466,1.5517,1.5518,1.5436
"1081",2013-02-19,1.5424,1.5464,1.5503,1.5413
"1082",2013-02-20,1.5234,1.5423,1.545,1.5191
"1083",2013-02-21,1.5254,1.5232,1.5273,1.5134
"1084",2013-02-22,1.5163,1.5253,1.5319,1.516
"1085",2013-02-25,1.5163,1.5133,1.5199,1.507
"1086",2013-02-26,1.5124,1.5161,1.5218,1.5112
"1087",2013-02-27,1.5159,1.5123,1.5187,1.5078
"1088",2013-02-28,1.5162,1.5156,1.5219,1.5147
"1089",2013-03-01,1.5038,1.516,1.5185,1.4984
"1090",2013-03-04,1.5115,1.503,1.5116,1.4998
"1091",2013-03-05,1.5127,1.5114,1.5199,1.5092
"1092",2013-03-06,1.5018,1.5125,1.5153,1.5014
"1093",2013-03-07,1.5014,1.5016,1.508,1.4965
"1094",2013-03-08,1.4917,1.5012,1.5047,1.4885
"1095",2013-03-11,1.4914,1.4915,1.4943,1.4863
"1096",2013-03-12,1.4904,1.4915,1.4919,1.4829
"1097",2013-03-13,1.4922,1.49,1.4981,1.489
"1098",2013-03-14,1.5082,1.492,1.5118,1.4909
"1099",2013-03-15,1.5116,1.5081,1.5176,1.5066
"1100",2013-03-18,1.5106,1.5112,1.5143,1.5071
"1101",2013-03-19,1.5099,1.5104,1.5144,1.507
"1102",2013-03-20,1.5097,1.5098,1.5185,1.5025
"1103",2013-03-21,1.5173,1.5097,1.5209,1.5086
"1104",2013-03-22,1.5231,1.517,1.5247,1.5164
"1105",2013-03-25,1.5174,1.523,1.5267,1.5141
"1106",2013-03-26,1.5159,1.5174,1.5207,1.5133
"1107",2013-03-27,1.5131,1.5157,1.5181,1.5092
"1108",2013-03-28,1.5193,1.5128,1.5201,1.5111
"1109",2013-03-29,1.5203,1.5192,1.5218,1.5175
"1110",2013-04-01,1.5229,1.5205,1.5241,1.5176
"1111",2013-04-02,1.5104,1.5227,1.5258,1.5097
"1112",2013-04-03,1.5128,1.5102,1.5158,1.5073
"1113",2013-04-04,1.5235,1.5127,1.5245,1.5032
"1114",2013-04-05,1.5335,1.5234,1.5362,1.5197
"1115",2013-04-08,1.5254,1.5304,1.535,1.5237
"1116",2013-04-09,1.5322,1.5256,1.5341,1.5247
"1117",2013-04-10,1.5331,1.5321,1.5343,1.5291
"1118",2013-04-11,1.5384,1.5331,1.5411,1.5316
"1119",2013-04-12,1.5342,1.5384,1.5409,1.5338
"1120",2013-04-15,1.5285,1.5345,1.5384,1.5268
"1121",2013-04-16,1.5362,1.5284,1.5379,1.5271
"1122",2013-04-17,1.5238,1.536,1.5375,1.5215
"1123",2013-04-18,1.528,1.5236,1.5312,1.5216
"1124",2013-04-19,1.5232,1.5279,1.5367,1.5222
"1125",2013-04-22,1.5293,1.5232,1.5293,1.5203
"1126",2013-04-23,1.5238,1.5291,1.5297,1.5196
"1127",2013-04-24,1.5268,1.5237,1.5287,1.5224
"1128",2013-04-25,1.5433,1.5265,1.548,1.5262
"1129",2013-04-26,1.5479,1.5431,1.5497,1.5417
"1130",2013-04-29,1.5501,1.5483,1.5546,1.5474
"1131",2013-04-30,1.5533,1.5498,1.5566,1.5468
"1132",2013-05-01,1.5555,1.5532,1.5604,1.5524
"1133",2013-05-02,1.5535,1.5552,1.559,1.5495
"1134",2013-05-03,1.5573,1.5533,1.5601,1.548
"1135",2013-05-06,1.5542,1.557,1.5598,1.5519
"1136",2013-05-07,1.5486,1.5541,1.555,1.5446
"1137",2013-05-08,1.5534,1.5483,1.5591,1.5469
"1138",2013-05-09,1.5449,1.5534,1.5586,1.5423
"1139",2013-05-10,1.5365,1.5448,1.5457,1.5312
"1140",2013-05-13,1.5298,1.534,1.5384,1.5276
"1141",2013-05-14,1.5212,1.5297,1.533,1.5205
"1142",2013-05-15,1.5235,1.5208,1.5271,1.5172
"1143",2013-05-16,1.5271,1.5234,1.5322,1.5196
"1144",2013-05-17,1.5171,1.5269,1.5281,1.5156
"1145",2013-05-20,1.5255,1.5172,1.528,1.5156
"1146",2013-05-21,1.5155,1.5254,1.5276,1.511
"1147",2013-05-22,1.5049,1.5152,1.5172,1.5018
"1148",2013-05-23,1.5108,1.5047,1.5128,1.5012
"1149",2013-05-24,1.5127,1.5105,1.5142,1.5063
"1150",2013-05-27,1.5103,1.5124,1.5156,1.5085
"1151",2013-05-28,1.5042,1.5101,1.5133,1.5024
"1152",2013-05-29,1.5131,1.504,1.5145,1.5006
"1153",2013-05-30,1.5233,1.5128,1.5237,1.5109
"1154",2013-05-31,1.5199,1.5229,1.5239,1.5138
"1155",2013-06-03,1.5321,1.519,1.5374,1.5187
"1156",2013-06-04,1.5313,1.532,1.5342,1.5271
"1157",2013-06-05,1.5406,1.5312,1.5408,1.529
"1158",2013-06-06,1.5602,1.5403,1.5683,1.538
"1159",2013-06-07,1.5558,1.5599,1.5617,1.5486
"1160",2013-06-10,1.5572,1.5523,1.5586,1.5493
"1161",2013-06-11,1.5649,1.5571,1.5653,1.5519
"1162",2013-06-12,1.5679,1.5644,1.5699,1.5632
"1163",2013-06-13,1.5719,1.568,1.5734,1.5642
"1164",2013-06-14,1.5705,1.5717,1.5725,1.5613
"1165",2013-06-17,1.5721,1.571,1.5751,1.568
"1166",2013-06-18,1.5643,1.572,1.5723,1.5563
"1167",2013-06-19,1.5486,1.5639,1.5676,1.5449
"1168",2013-06-20,1.5509,1.5482,1.5517,1.5413
"1169",2013-06-21,1.5418,1.5507,1.5529,1.5366
"1170",2013-06-24,1.5433,1.5399,1.5465,1.5342
"1171",2013-06-25,1.5424,1.5432,1.5476,1.5395
"1172",2013-06-26,1.5315,1.5421,1.544,1.5295
"1173",2013-06-27,1.5258,1.5311,1.5346,1.52
"1174",2013-06-28,1.5212,1.5257,1.5279,1.5163
"1175",2013-07-01,1.5217,1.5199,1.5248,1.5181
"1176",2013-07-02,1.5154,1.5216,1.5238,1.5135
"1177",2013-07-03,1.5279,1.5153,1.5302,1.5128
"1178",2013-07-04,1.5072,1.528,1.5285,1.5054
"1179",2013-07-05,1.4889,1.5071,1.508,1.4856
"1180",2013-07-08,1.4951,1.49,1.4966,1.4857
"1181",2013-07-09,1.4867,1.4948,1.498,1.4812
"1182",2013-07-10,1.5011,1.4864,1.5012,1.4843
"1183",2013-07-11,1.5185,1.5012,1.5222,1.4997
"1184",2013-07-12,1.5108,1.5181,1.5187,1.5074
"1185",2013-07-15,1.5099,1.5105,1.5126,1.5026
"1186",2013-07-16,1.5161,1.51,1.5168,1.5042
"1187",2013-07-17,1.5213,1.5159,1.5267,1.5078
"1188",2013-07-18,1.523,1.5212,1.5242,1.5156
"1189",2013-07-19,1.5268,1.5224,1.528,1.5195
"1190",2013-07-22,1.536,1.5264,1.5384,1.5256
"1191",2013-07-23,1.5369,1.5357,1.5391,1.5325
"1192",2013-07-24,1.5315,1.5369,1.5389,1.5287
"1193",2013-07-25,1.5392,1.5315,1.5433,1.5265
"1194",2013-07-26,1.5381,1.539,1.5417,1.5354
"1195",2013-07-29,1.5338,1.5377,1.5413,1.5327
"1196",2013-07-30,1.5237,1.5338,1.5353,1.5222
"1197",2013-07-31,1.5208,1.5236,1.5253,1.5125
"1198",2013-08-01,1.512,1.5208,1.5242,1.5108
"1199",2013-08-02,1.5289,1.5119,1.5308,1.5101
"1200",2013-08-05,1.5358,1.5286,1.5378,1.5263
"1201",2013-08-06,1.5348,1.5357,1.5392,1.533
"1202",2013-08-07,1.5489,1.5347,1.553,1.5205
"1203",2013-08-08,1.5538,1.5487,1.5573,1.5483
"1204",2013-08-09,1.55,1.5536,1.5558,1.5496
"1205",2013-08-12,1.5463,1.5501,1.5521,1.5456
"1206",2013-08-13,1.5449,1.5462,1.5507,1.5425
"1207",2013-08-14,1.55,1.5447,1.5546,1.5421
"1208",2013-08-15,1.5641,1.5499,1.5651,1.5494
"1209",2013-08-16,1.563,1.5643,1.5656,1.5606
"1210",2013-08-19,1.5649,1.5617,1.5673,1.5607
"1211",2013-08-20,1.5667,1.5646,1.5695,1.5626
"1212",2013-08-21,1.5659,1.5665,1.5716,1.5635
"1213",2013-08-22,1.5588,1.5656,1.5664,1.5561
"1214",2013-08-23,1.5568,1.5587,1.5636,1.5537
"1215",2013-08-26,1.5576,1.5573,1.5611,1.5555
"1216",2013-08-27,1.5547,1.5574,1.5591,1.548
"1217",2013-08-28,1.5526,1.5545,1.5551,1.5426
"1218",2013-08-29,1.5504,1.5524,1.5548,1.5481
"1219",2013-08-30,1.551,1.5503,1.5527,1.546
"1220",2013-09-02,1.5546,1.551,1.5592,1.5504
"1221",2013-09-03,1.556,1.5544,1.56,1.552
"1222",2013-09-04,1.5627,1.5559,1.5646,1.5553
"1223",2013-09-05,1.5591,1.5624,1.5667,1.5572
"1224",2013-09-06,1.5631,1.5589,1.568,1.5562
"1225",2013-09-09,1.5694,1.5634,1.5731,1.5604
"1226",2013-09-10,1.5735,1.5695,1.5744,1.5683
"1227",2013-09-11,1.5818,1.5733,1.5828,1.5716
"1228",2013-09-12,1.5806,1.5818,1.5838,1.5777
"1229",2013-09-13,1.5875,1.5804,1.5884,1.5774
"1230",2013-09-16,1.5896,1.5871,1.5962,1.5871
"1231",2013-09-17,1.5904,1.5894,1.5935,1.5884
"1232",2013-09-18,1.6146,1.5901,1.6162,1.589
"1233",2013-09-19,1.6031,1.6145,1.6152,1.602
"1234",2013-09-20,1.6006,1.6031,1.6066,1.5984
"1235",2013-09-23,1.6042,1.6024,1.6072,1.5991
"1236",2013-09-24,1.6003,1.6041,1.6044,1.5952
"1237",2013-09-25,1.608,1.6003,1.6087,1.5977
"1238",2013-09-26,1.6041,1.6079,1.6095,1.5997
"1239",2013-09-27,1.6139,1.604,1.6146,1.6028
"1240",2013-09-30,1.6186,1.6116,1.6201,1.6104
"1241",2013-10-01,1.6195,1.6184,1.626,1.618
"1242",2013-10-02,1.6223,1.6192,1.625,1.6161
"1243",2013-10-03,1.6156,1.6221,1.624,1.6152
"1244",2013-10-04,1.601,1.6155,1.6178,1.6004
"1245",2013-10-07,1.6097,1.6017,1.61,1.6014
"1246",2013-10-08,1.6084,1.6094,1.6124,1.6018
"1247",2013-10-09,1.5956,1.6082,1.6121,1.5914
"1248",2013-10-10,1.5965,1.5954,1.5978,1.5912
"1249",2013-10-11,1.5956,1.5964,1.6001,1.5922
"1250",2013-10-14,1.5984,1.595,1.6018,1.5948
"1251",2013-10-15,1.5998,1.5982,1.6008,1.5913
"1252",2013-10-16,1.5951,1.5998,1.6046,1.5892
"1253",2013-10-17,1.6164,1.5947,1.6172,1.5939
"1254",2013-10-18,1.6167,1.6164,1.6224,1.614
"1255",2013-10-21,1.6147,1.6165,1.618,1.6131
"1256",2013-10-22,1.6236,1.6146,1.6247,1.6114
"1257",2013-10-23,1.6164,1.6234,1.6256,1.6119
"1258",2013-10-24,1.6201,1.6162,1.6222,1.6136
"1259",2013-10-25,1.6166,1.6201,1.6246,1.6149
"1260",2013-10-28,1.6142,1.6163,1.6207,1.6122
"1261",2013-10-29,1.6047,1.6141,1.6144,1.6022
"1262",2013-10-30,1.6039,1.6045,1.6078,1.5997
"1263",2013-10-31,1.6042,1.6039,1.6068,1.6004
"1264",2013-11-01,1.5926,1.6036,1.6046,1.5907
"1265",2013-11-04,1.5968,1.5923,1.5978,1.5902
"1266",2013-11-05,1.6045,1.5967,1.6062,1.5946
"1267",2013-11-06,1.6081,1.6043,1.6117,1.6039
"1268",2013-11-07,1.6097,1.6078,1.6113,1.6007
"1269",2013-11-08,1.6018,1.6096,1.6104,1.5955
"1270",2013-11-11,1.599,1.6005,1.6022,1.5963
"1271",2013-11-12,1.5905,1.5988,1.5992,1.5852
"1272",2013-11-13,1.6058,1.5903,1.6066,1.5876
"1273",2013-11-14,1.6065,1.6055,1.6101,1.5986
"1274",2013-11-15,1.6121,1.6063,1.6133,1.6046
"1275",2013-11-18,1.611,1.612,1.6148,1.608
"1276",2013-11-19,1.6121,1.6108,1.6132,1.6057
"1277",2013-11-20,1.6105,1.6118,1.6178,1.6086
"1278",2013-11-21,1.62,1.6104,1.62,1.607
"1279",2013-11-22,1.6226,1.6196,1.6226,1.6175
"1280",2013-11-25,1.6156,1.6226,1.624,1.6131
"1281",2013-11-26,1.6216,1.6153,1.6219,1.6137
"1282",2013-11-27,1.6288,1.6213,1.633,1.6195
"1283",2013-11-28,1.6342,1.6286,1.6357,1.6275
"1284",2013-11-29,1.6367,1.6344,1.6384,1.6313
"1285",2013-12-02,1.6357,1.6361,1.6442,1.6341
"1286",2013-12-03,1.6392,1.6355,1.6436,1.6345
"1287",2013-12-04,1.6384,1.6391,1.6403,1.6326
"1288",2013-12-05,1.6335,1.6382,1.6403,1.6298
"1289",2013-12-06,1.6349,1.6334,1.6392,1.6296
"1290",2013-12-09,1.643,1.6347,1.6432,1.6321
"1291",2013-12-10,1.6446,1.6429,1.6465,1.6417
"1292",2013-12-11,1.6375,1.6445,1.6458,1.6337
"1293",2013-12-12,1.635,1.6374,1.6418,1.6319
"1294",2013-12-13,1.6299,1.6349,1.6359,1.626
"1295",2013-12-16,1.6298,1.6298,1.6348,1.6284
"1296",2013-12-17,1.6264,1.6297,1.6336,1.6219
"1297",2013-12-18,1.6392,1.6261,1.6483,1.6259
"1298",2013-12-19,1.637,1.6391,1.6394,1.6333
"1299",2013-12-20,1.6336,1.6369,1.6395,1.6314
"1300",2013-12-23,1.6356,1.6329,1.6374,1.6322
"1301",2013-12-24,1.6376,1.6353,1.6381,1.632
"1302",2013-12-25,1.635,1.6373,1.6373,1.6329
"1303",2013-12-26,1.6412,1.6347,1.6437,1.6345
"1304",2013-12-27,1.6481,1.641,1.6577,1.6403
"1305",2013-12-30,1.6502,1.6466,1.6532,1.6458
"1306",2013-12-31,1.6558,1.65,1.6579,1.6472
"1307",2014-01-01,1.6566,1.6555,1.6576,1.6525
"1308",2014-01-02,1.6454,1.6563,1.6603,1.6412
"1309",2014-01-03,1.6417,1.6451,1.6474,1.6393
"1310",2014-01-06,1.6405,1.6408,1.6433,1.6336
"1311",2014-01-07,1.6403,1.6404,1.6438,1.6372
"1312",2014-01-08,1.6448,1.6402,1.6471,1.6375
"1313",2014-01-09,1.6481,1.6446,1.6495,1.6439
"1314",2014-01-10,1.6482,1.6479,1.6517,1.6399
"1315",2014-01-13,1.6382,1.6479,1.6508,1.6346
"1316",2014-01-14,1.6441,1.6382,1.6463,1.6365
"1317",2014-01-15,1.6371,1.6436,1.6443,1.6321
"1318",2014-01-16,1.6354,1.637,1.6381,1.6316
"1319",2014-01-17,1.6424,1.6353,1.6457,1.6308
"1320",2014-01-20,1.6432,1.6419,1.6452,1.6394
"1321",2014-01-21,1.6476,1.6429,1.6485,1.6398
"1322",2014-01-22,1.6575,1.6473,1.6585,1.6448
"1323",2014-01-23,1.6637,1.6574,1.6643,1.6554
"1324",2014-01-24,1.6483,1.6636,1.6667,1.6477
"1325",2014-01-27,1.6584,1.6481,1.6588,1.6472
"1326",2014-01-28,1.6579,1.6584,1.6624,1.6534
"1327",2014-01-29,1.6562,1.6575,1.6606,1.6524
"1328",2014-01-30,1.6485,1.656,1.6566,1.6443
"1329",2014-01-31,1.6436,1.6484,1.6497,1.6425
"1330",2014-02-03,1.6305,1.6444,1.6445,1.6287
"1331",2014-02-04,1.6325,1.6305,1.6344,1.6255
"1332",2014-02-05,1.6309,1.6324,1.6341,1.625
"1333",2014-02-06,1.6322,1.6308,1.6348,1.627
"1334",2014-02-07,1.6412,1.6322,1.6418,1.6298
"1335",2014-02-10,1.6401,1.6409,1.6427,1.638
"1336",2014-02-11,1.645,1.6399,1.6487,1.639
"1337",2014-02-12,1.6596,1.645,1.6599,1.6424
"1338",2014-02-13,1.666,1.6593,1.6672,1.659
"1339",2014-02-14,1.6746,1.6657,1.6755,1.6641
"1340",2014-02-17,1.6715,1.6743,1.6822,1.6693
"1341",2014-02-18,1.6684,1.6713,1.674,1.6653
"1342",2014-02-19,1.6681,1.6682,1.6733,1.6635
"1343",2014-02-20,1.665,1.6679,1.6697,1.6624
"1344",2014-02-21,1.6617,1.6649,1.6724,1.661
"1345",2014-02-24,1.6657,1.6619,1.6678,1.6581
"1346",2014-02-25,1.6681,1.6654,1.6726,1.664
"1347",2014-02-26,1.6672,1.6677,1.6701,1.6619
"1348",2014-02-27,1.6688,1.6672,1.6697,1.6615
"1349",2014-02-28,1.6745,1.6684,1.6768,1.6674
"1350",2014-03-03,1.6667,1.6745,1.675,1.6652
"1351",2014-03-04,1.6664,1.6665,1.6716,1.6638
"1352",2014-03-05,1.6723,1.6663,1.6741,1.6654
"1353",2014-03-06,1.674,1.6721,1.6775,1.6683
"1354",2014-03-07,1.6712,1.6739,1.6785,1.6705
"1355",2014-03-10,1.6646,1.6716,1.6746,1.662
"1356",2014-03-11,1.6617,1.6644,1.6653,1.6594
"1357",2014-03-12,1.662,1.6614,1.6636,1.6566
"1358",2014-03-13,1.6625,1.6617,1.6716,1.6604
"1359",2014-03-14,1.6646,1.6623,1.6648,1.6584
"1360",2014-03-17,1.6637,1.6641,1.6665,1.6601
"1361",2014-03-18,1.6593,1.6634,1.6647,1.6543
"1362",2014-03-19,1.6542,1.6591,1.6653,1.6506
"1363",2014-03-20,1.6505,1.6541,1.6568,1.6478
"1364",2014-03-21,1.6486,1.6504,1.652,1.6472
"1365",2014-03-24,1.6498,1.6488,1.6536,1.6459
"1366",2014-03-25,1.6529,1.6496,1.6549,1.6479
"1367",2014-03-26,1.6586,1.6527,1.6597,1.6507
"1368",2014-03-27,1.6611,1.6582,1.6647,1.6553
"1369",2014-03-28,1.6638,1.661,1.6651,1.6597
"1370",2014-03-31,1.6663,1.6648,1.6684,1.661
"1371",2014-04-01,1.6629,1.6659,1.6678,1.6616
"1372",2014-04-02,1.6626,1.6625,1.6663,1.6617
"1373",2014-04-03,1.6599,1.6625,1.666,1.6568
"1374",2014-04-04,1.658,1.6596,1.6605,1.6552
"1375",2014-04-07,1.661,1.6572,1.6623,1.6562
"1376",2014-04-08,1.6748,1.6606,1.6754,1.6601
"1377",2014-04-09,1.6793,1.6745,1.68,1.6722
"1378",2014-04-10,1.6785,1.6793,1.682,1.6753
"1379",2014-04-11,1.6733,1.6784,1.679,1.6716
"1380",2014-04-14,1.6729,1.6708,1.6744,1.6694
"1381",2014-04-15,1.673,1.6728,1.6748,1.668
"1382",2014-04-16,1.6798,1.6729,1.6818,1.6717
"1383",2014-04-17,1.6793,1.6794,1.6841,1.6784
"1384",2014-04-18,1.6807,1.6791,1.6807,1.677
"1385",2014-04-21,1.6792,1.6785,1.6818,1.678
"1386",2014-04-22,1.6824,1.6789,1.6839,1.6783
"1387",2014-04-23,1.6783,1.6821,1.6835,1.676
"1388",2014-04-24,1.6805,1.6782,1.6806,1.6763
"1389",2014-04-25,1.6805,1.6803,1.6828,1.6788
"1390",2014-04-28,1.6807,1.679,1.6856,1.6775
"1391",2014-04-29,1.6827,1.6806,1.6847,1.6791
"1392",2014-04-30,1.6873,1.6827,1.69,1.6804
"1393",2014-05-01,1.6893,1.6872,1.6918,1.6867
"1394",2014-05-02,1.6866,1.689,1.6896,1.682
"1395",2014-05-05,1.6865,1.6867,1.6887,1.6852
"1396",2014-05-06,1.6978,1.6865,1.6996,1.6862
"1397",2014-05-07,1.6954,1.6973,1.6986,1.6949
"1398",2014-05-08,1.6933,1.6953,1.6975,1.6921
"1399",2014-05-09,1.6851,1.6933,1.6937,1.683
"1400",2014-05-12,1.6868,1.6837,1.6903,1.6833
"1401",2014-05-13,1.6826,1.6866,1.6882,1.6816
"1402",2014-05-14,1.6766,1.6824,1.6874,1.6751
"1403",2014-05-15,1.6789,1.6765,1.6805,1.6729
"1404",2014-05-16,1.6816,1.6789,1.6838,1.6781
"1405",2014-05-19,1.6813,1.6809,1.6844,1.6803
"1406",2014-05-20,1.6838,1.6812,1.6863,1.68
"1407",2014-05-21,1.6902,1.6837,1.692,1.6829
"1408",2014-05-22,1.687,1.6898,1.6916,1.6849
"1409",2014-05-23,1.6832,1.6869,1.6875,1.681
"1410",2014-05-26,1.6843,1.6833,1.6852,1.6824
"1411",2014-05-27,1.681,1.684,1.6881,1.678
"1412",2014-05-28,1.6711,1.6809,1.6815,1.6696
"1413",2014-05-29,1.6717,1.671,1.674,1.6691
"1414",2014-05-30,1.6752,1.6715,1.6777,1.6711
"1415",2014-06-02,1.6746,1.6759,1.677,1.6723
"1416",2014-06-03,1.6749,1.6745,1.6781,1.6728
"1417",2014-06-04,1.6737,1.6748,1.6768,1.6696
"1418",2014-06-05,1.6821,1.6736,1.6824,1.672
"1419",2014-06-06,1.6803,1.6819,1.6844,1.6779
"1420",2014-06-09,1.6803,1.6794,1.6832,1.6781
"1421",2014-06-10,1.6756,1.68,1.6817,1.6741
"1422",2014-06-11,1.6788,1.6756,1.681,1.6737
"1423",2014-06-12,1.6928,1.6787,1.693,1.6783
"1424",2014-06-13,1.6965,1.6927,1.6992,1.692
"1425",2014-06-16,1.6984,1.6969,1.701,1.6958
"1426",2014-06-17,1.6966,1.6983,1.6989,1.6936
"1427",2014-06-18,1.6993,1.6964,1.7001,1.6924
"1428",2014-06-19,1.7041,1.6991,1.7062,1.6981
"1429",2014-06-20,1.7012,1.7036,1.706,1.7
"1430",2014-06-23,1.7027,1.7012,1.7049,1.6999
"1431",2014-06-24,1.6986,1.7027,1.7031,1.6963
"1432",2014-06-25,1.6984,1.6984,1.7004,1.6949
"1433",2014-06-26,1.7027,1.6983,1.7039,1.6968
"1434",2014-06-27,1.7035,1.7024,1.7051,1.7005
"1435",2014-06-30,1.7106,1.7018,1.7115,1.7006
"1436",2014-07-01,1.715,1.7106,1.7166,1.7093
"1437",2014-07-02,1.7166,1.7148,1.7176,1.7138
"1438",2014-07-03,1.7154,1.7165,1.7169,1.7104
"1439",2014-07-04,1.716,1.7153,1.7179,1.7128
"1440",2014-07-07,1.7127,1.716,1.7169,1.7106
"1441",2014-07-08,1.7131,1.7125,1.7147,1.7082
"1442",2014-07-09,1.7158,1.713,1.7161,1.7092
"1443",2014-07-10,1.7132,1.7156,1.7168,1.7102
"1444",2014-07-11,1.7125,1.7131,1.7151,1.7097
"1445",2014-07-14,1.7085,1.7116,1.7143,1.7068
"1446",2014-07-15,1.7143,1.7083,1.7191,1.7057
"1447",2014-07-16,1.7138,1.7141,1.7151,1.7112
"1448",2014-07-17,1.7101,1.7136,1.7143,1.7084
"1449",2014-07-18,1.7088,1.7099,1.7117,1.7034
"1450",2014-07-21,1.7075,1.7091,1.7099,1.7053
"1451",2014-07-22,1.7065,1.7076,1.7083,1.704
"1452",2014-07-23,1.7044,1.7064,1.7095,1.702
"1453",2014-07-24,1.6986,1.7043,1.7053,1.6964
"1454",2014-07-25,1.6974,1.6985,1.6998,1.6959
"1455",2014-07-28,1.6984,1.6971,1.7,1.697
"1456",2014-07-29,1.6945,1.6982,1.6995,1.6931
"1457",2014-07-30,1.6914,1.6943,1.6955,1.6887
"1458",2014-07-31,1.6886,1.6913,1.6926,1.6855
"1459",2014-08-01,1.6821,1.6885,1.6893,1.6814
"1460",2014-08-04,1.6863,1.6819,1.6863,1.6811
"1461",2014-08-05,1.6886,1.6862,1.6888,1.6843
"1462",2014-08-06,1.6854,1.6885,1.6888,1.6819
"1463",2014-08-07,1.6833,1.685,1.6864,1.6821
"1464",2014-08-08,1.6773,1.683,1.6834,1.6764
